date_obj,Zamorak%20crozier price
2016-03-26,9220
2016-03-27,9463
2016-03-28,9883
2016-03-29,10126
2016-03-30,10126
2016-03-31,10407
2016-04-01,10928
2016-04-02,11270
2016-04-03,11455
2016-04-04,11614
2016-04-05,11977
2016-04-06,12024
2016-04-07,11797
2016-04-08,11599
2016-04-09,11513
2016-04-10,11186
2016-04-11,11186
2016-04-12,10787
2016-04-13,10678
2016-04-14,10351
2016-04-15,10004
2016-04-16,9534
2016-04-17,9088
2016-04-18,8789
2016-04-19,8851
2016-04-20,8702
2016-04-21,8555
2016-04-22,8555
2016-04-23,8492
2016-04-24,8532
2016-04-25,8633
2016-04-26,8775
2016-04-27,8843
2016-04-28,8849
2016-04-29,8733
2016-04-30,8573
2016-05-01,8626
2016-05-02,8674
2016-05-03,8681
2016-05-04,8746
2016-05-05,9017
2016-05-06,9017
2016-05-07,9043
2016-05-08,9017
2016-05-09,9238
2016-05-10,9333
2016-05-11,9463
2016-05-12,9560
2016-05-13,9765
2016-05-14,9882
2016-05-15,9855
2016-05-16,9825
2016-05-17,9787
2016-05-18,9755
2016-05-19,9536
2016-05-22,9409
2016-05-23,9371
2016-05-24,9300
2016-05-25,9334
2016-05-26,9105
2016-05-27,8957
2016-05-28,9075
2016-05-29,9163
2016-05-30,9163
2016-05-31,9315
2016-06-01,9559
2016-06-02,9859
2016-06-03,10058
2016-06-04,10009
2016-06-05,9963
2016-06-06,9904
2016-06-07,10169
2016-06-08,10442
2016-06-09,10791
2016-06-10,10917
2016-06-11,10891
2016-06-12,10942
2016-06-13,10974
2016-06-14,10658
2016-06-15,10619
2016-06-16,10591
2016-06-17,10457
2016-06-18,10304
2016-06-19,10159
2016-06-20,9879
2016-06-21,9623
2016-06-22,9502
2016-06-23,9362
2016-06-24,9196
2016-06-25,9161
2016-06-26,9257
2016-06-27,9023
2016-06-28,8699
2016-06-29,8510
2016-06-30,8251
2016-07-01,7966
2016-07-02,7865
2016-07-03,7727
2016-07-04,7747
2016-07-05,7728
2016-07-06,7636
2016-07-07,7677
2016-07-08,7674
2016-07-09,7554
2016-07-10,7483
2016-07-11,7739
2016-07-12,8078
2016-07-13,8268
2016-07-14,8388
2016-07-15,8200
2016-07-16,8097
2016-07-17,7934
2016-07-18,7784
2016-07-24,7149
2016-07-25,7107
2016-07-26,7107
2016-07-27,6892
2016-07-28,6818
2016-07-29,6887
2016-07-30,6816
2016-07-31,6816
2016-08-01,6812
2016-08-02,6870
2016-08-03,6806
2016-08-04,6830
2016-08-05,6830
2016-08-06,6776
2016-08-07,6707
2016-08-08,6707
2016-08-09,6599
2016-08-10,6475
2016-08-11,6475
2016-08-12,6559
2016-08-13,6630
2016-08-14,6613
2016-08-15,6632
2016-08-16,6811
2016-08-17,7002
2016-08-18,7094
2016-08-19,7118
2016-08-20,7150
2016-08-21,7181
2016-08-22,7053
2016-08-23,7150
2016-08-24,7467
2016-08-25,7503
2016-08-26,7503
2016-08-28,7516
2016-08-31,7373
2016-09-01,7567
2016-09-02,7567
2016-09-03,7666
2016-09-04,7908
2016-09-05,8151
2016-09-06,8226
2016-09-07,8226
2016-09-08,8226
2016-09-09,8226
2016-09-10,8415
2016-09-11,8415
2016-09-12,8530
2016-09-13,8529
2016-09-14,8529
2016-09-15,8618
2016-09-16,8618
2016-09-17,8679
2016-09-18,8648
2016-09-19,8617
2016-09-20,8617
2016-09-21,8668
2016-09-22,8613
2016-09-23,8440
2016-09-24,8440
2016-09-25,8318
2016-09-26,8318
2016-09-27,8285
2016-09-28,8017
2016-09-29,8017
2016-09-30,7740
2016-10-01,7692
2016-10-02,7692
2016-10-03,7583
2016-10-04,7542
2016-10-05,7518
2016-10-06,7384
2016-10-07,7384
2016-10-08,7368
2016-10-09,7368
2016-10-10,7676
2016-10-11,8058
2016-10-12,8058
2016-10-13,8446
2016-10-14,8579
2016-10-15,8969
2016-10-16,9374
2016-10-17,9637
2016-10-18,9637
2016-10-19,9672
2016-10-20,9799
2016-10-21,9970
2016-10-22,9970
2016-10-23,9907
2016-10-24,9859
2016-10-25,9859
2016-10-26,9715
2016-10-27,9715
2016-10-28,9503
2016-10-29,9207
2016-10-30,9036
2016-10-31,8848
2016-11-01,8848
2016-11-02,8459
2016-11-03,8459
2016-11-04,8400
2016-11-05,8400
2016-11-06,8318
2016-11-07,8176
2016-11-08,8124
2016-11-09,7892
2016-11-10,7509
2016-11-11,7509
2016-11-12,7240
2016-11-13,7108
2016-11-14,7122
2016-12-08,7105
2016-12-09,7102
2016-12-10,7070
2016-12-11,7009
2016-12-12,6965
2016-12-13,6873
2016-12-14,6787
2016-12-15,6787
2016-12-16,6734
2016-12-17,6784
2016-12-18,6784
2016-12-19,6748
2016-12-20,6596
2016-12-21,6564
2016-12-22,6564
2016-12-23,6477
2016-12-24,6477
2016-12-25,6459
2016-12-26,6395
2016-12-27,6333
2016-12-28,6285
2016-12-29,6258
2016-12-30,6270
2016-12-31,6271
2017-01-01,6267
2017-01-02,6228
2017-01-03,6172
2017-01-04,6070
2017-01-05,5983
2017-01-06,6009
2017-01-07,6044
2017-01-08,5948
2017-01-09,5878
2017-01-10,5701
2017-01-11,5547
2017-01-12,5382
2017-01-13,5370
2017-01-14,5499
2017-01-15,5565
2017-01-16,5565
2017-01-17,5640
2017-01-18,5599
2017-01-19,5593
2017-01-20,5466
2017-01-21,5396
2017-01-22,5366
2017-01-27,5358
2017-01-28,5343
2017-01-29,5340
2017-01-30,5365
2017-01-31,5282
2017-02-01,5252
2017-02-02,5270
2017-02-03,5280
2017-02-04,5269
2017-02-05,5357
2017-02-06,5447
2017-02-07,5523
2017-02-08,5642
2017-02-09,5642
2017-02-10,5690
2017-02-11,5665
2017-02-12,5642
2017-02-13,5641
2017-02-14,5697
2017-02-15,5752
2017-02-16,5732
2017-02-18,5558
2017-02-19,5450
2017-02-20,5289
2017-02-21,5199
2017-02-22,5152
2017-02-23,5070
2017-02-24,5014
2017-02-25,4965
2017-02-26,4905
2017-02-27,4798
2017-02-28,4813
2017-03-01,4888
2017-03-02,4997
2017-03-03,5068
2017-03-04,4942
2017-03-05,4872
2017-03-06,4921
2017-03-07,5104
2017-03-08,5278
2017-03-09,5371
2017-03-10,5503
2017-03-11,5680
2017-03-12,5670
2017-03-13,5703
2017-03-14,5836
2017-03-15,6068
2017-03-16,6372
2017-03-17,6663
2017-03-18,6738
2017-03-19,6729
2017-03-20,6643
2017-03-21,6669
2017-03-22,6677
2017-03-23,6563
2017-03-24,6688
2017-03-25,6688
2017-03-26,6587
2017-03-27,6464
2017-03-28,6513
2017-03-29,6471
2017-03-30,6495
2017-03-31,6606
2017-04-01,6754
2017-04-02,6718
2017-04-03,6690
2017-04-04,6580
2017-04-12,6630
2017-04-13,6741
2017-04-14,6774
2017-04-15,6733
2017-04-16,6915
2017-04-17,7138
2017-04-18,7260
2017-04-19,7422
2017-04-20,7673
2017-04-21,7984
2017-04-22,8139
2017-04-23,8290
2017-04-24,8294
2017-04-25,8297
2017-04-26,8297
2017-04-27,8250
2017-04-28,8548
2017-04-29,8900
2017-04-30,9124
2017-05-01,9084
2017-05-02,8869
2017-05-03,8620
2017-05-04,8487
2017-05-05,8328
2017-05-06,8283
2017-05-07,8010
2017-05-08,7884
2017-05-09,7941
2017-05-10,8174
2017-05-11,8583
2017-05-12,8655
2017-05-13,8760
2017-05-14,8597
2017-05-15,8418
2017-05-16,8576
2017-05-17,8800
2017-05-18,9182
2017-05-19,9182
2017-05-20,9226
2017-05-21,9278
2017-05-22,9147
2017-05-23,9109
2017-05-24,8943
2017-05-25,8742
2017-05-26,8575
2017-05-27,8378
2017-05-28,8587
2017-05-29,9011
2017-05-30,9233
2017-05-31,9329
2017-06-01,9403
2017-06-02,9406
2017-06-03,9406
2017-06-06,9162
2017-06-07,8879
2017-06-08,8879
2017-06-09,8668
2017-06-10,8451
2017-06-11,8164
2017-06-12,7978
2017-06-13,7745
2017-06-14,7479
2017-06-15,7105
2017-06-16,6749
2017-06-17,6411
2017-06-18,6090
2017-06-19,6090
2017-06-20,5785
2017-06-21,5573
2017-06-22,5382
2017-06-23,5382
2017-06-24,5261
2017-06-25,5217
2017-06-26,4990
2017-06-27,4826
2017-06-28,4818
2017-06-29,4970
2017-06-30,5072
2017-07-01,5072
2017-07-02,5037
2017-07-03,4951
2017-07-04,4913
2017-07-05,4913
2017-07-06,4851
2017-07-07,4851
2017-07-08,5007
2017-07-13,5495
2017-07-14,5665
2017-07-15,5665
2017-07-16,5878
2017-07-17,6034
2017-07-18,6246
2017-07-19,6468
2017-07-20,6589
2017-07-21,6602
2017-07-22,6527
2017-07-23,6437
2017-07-24,6437
2017-07-25,6444
2017-07-26,6474
2017-07-27,6526
2017-07-28,6497
2017-07-29,6563
2017-07-30,6531
2017-07-31,6531
2017-08-01,6494
2017-08-02,6634
2017-08-03,6766
2017-08-04,6870
2017-08-05,6892
2017-08-06,6800
2017-08-09,7028
2017-08-10,6922
2017-08-11,6820
2017-08-12,6796
2017-08-13,6735
2017-08-14,6577
2017-08-15,6446
2017-08-16,6385
2017-08-17,6436
2017-08-18,6436
2017-08-19,6572
2017-08-20,6540
2017-08-21,6351
2017-08-22,6247
2017-08-23,6159
2017-08-24,6062
2017-08-25,6270
2017-08-26,6473
2017-08-27,6695
2017-08-28,7000
2017-08-29,7304
2017-08-30,7362
2017-08-31,7591
2017-09-01,7838
2017-09-02,8205
2017-09-03,8205
2017-09-04,8431
2017-09-05,8817
2017-09-06,8915
2017-09-07,8765
2017-09-08,8765
2017-09-09,8643
2017-09-10,8557
2017-09-11,8607
2017-09-12,8607
2017-09-13,8782
2017-09-14,8878
2017-09-15,8878
2017-09-16,8755
2017-09-17,8596
2017-09-18,8454
2017-09-19,8105
2017-09-20,7945
2017-09-21,7720
2017-09-22,7370
2017-09-23,7370
2017-09-24,7244
2017-09-25,7058
2017-09-26,6876
2017-09-27,6736
2017-09-28,6667
2017-09-29,6558
2017-09-30,6532
2017-10-01,6492
2017-10-02,6456
2017-10-03,6456
2017-10-04,6503
2017-10-05,6445
2017-10-06,6645
2017-10-07,6758
2017-10-08,6977
2017-10-09,7279
2017-10-10,7389
2017-10-11,7389
2017-10-12,7368
2017-10-13,7414
2017-10-14,7542
2017-10-15,7542
2017-10-16,7532
2017-10-17,7532
2017-10-18,7481
2017-10-19,7372
2017-10-20,7355
2017-10-21,7281
2017-10-22,7259
2017-10-23,7092
2017-10-24,6957
2017-10-25,6871
2017-10-26,6850
2017-10-27,6667
2017-10-28,6667
2017-10-29,6592
2017-10-30,6505
2017-10-31,6605
2017-11-01,6605
2017-11-02,6696
2017-11-03,6749
2017-11-04,6950
2017-11-05,7081
2017-11-06,7108
2017-11-07,7123
2017-11-08,7191
2017-11-09,7166
2017-11-10,7236
2017-11-11,7296
2017-11-12,7215
2017-11-13,7061
2017-11-14,7293
2017-11-15,7363
2017-11-16,7354
2017-11-17,7224
2017-11-18,7224
2017-11-19,7155
2017-11-20,7044
2017-11-21,6851
2017-11-22,6851
2017-11-23,6680
2017-11-24,6680
2017-11-25,6590
2017-11-26,6425
2017-11-27,6425
2017-11-28,6255
2017-11-29,6207
2017-11-30,6207
2017-12-01,6035
2017-12-02,5835
2017-12-03,5656
2017-12-04,5656
2017-12-05,5570
2017-12-06,5413
2017-12-07,5319
2017-12-08,5319
2017-12-09,5319
2017-12-10,5319
2017-12-11,5531
2017-12-12,5511
2017-12-13,5413
2017-12-14,5361
2017-12-15,5392
2017-12-16,5454
2017-12-17,5410
2017-12-18,5379
2017-12-19,5379
2017-12-20,5380
2017-12-21,5399
2017-12-22,5441
2017-12-23,5362
2017-12-24,5351
2017-12-25,5333
2017-12-26,5287
2017-12-27,5343
2017-12-28,5367
2017-12-29,5375
2017-12-30,5322
2017-12-31,5322
2018-01-01,5310
2018-01-02,5306
2018-01-03,5315
2018-01-04,5408
2018-01-05,5351
2018-01-06,5288
2018-01-07,5238
2018-01-08,5135
2018-01-09,5056
2018-01-10,5031
2018-01-11,4992
2018-01-12,4913
2018-01-13,4840
2018-01-14,4830
2018-01-15,4758
2018-01-16,4775
2018-01-17,4882
2018-01-18,5009
2018-01-19,5009
2018-01-20,5069
2018-01-21,5048
2018-01-22,5062
2018-01-23,5043
2018-01-24,5028
2018-01-25,5002
2018-01-26,4952
2018-01-27,4891
2018-01-28,4885
2018-01-29,4858
2018-01-30,4862
2018-02-01,4820
2018-02-02,4777
2018-02-03,4853
2018-02-04,4975
2018-02-05,5050
2018-02-06,5100
2018-02-07,5115
2018-02-08,5115
2018-02-09,5088
2018-02-10,5088
2018-02-11,5151
2018-02-12,5171
2018-02-13,5034
2018-02-14,4965
2018-02-15,4902
2018-02-16,4907
2018-02-17,5062
2018-02-18,5159
2018-02-19,5206
2018-02-20,5260
2018-02-21,5181
2018-02-22,5136
2018-02-23,5087
2018-02-24,5087
2018-02-25,5096
2018-02-26,5046
2018-02-27,5052
2018-02-28,5052
2018-03-01,5212
2018-03-02,5372
2018-03-03,5513
2018-03-04,5513
2018-03-05,5620
2018-03-06,5626
2018-03-07,5594
2018-03-08,5518
2018-03-09,5423
2018-03-10,5393
2018-03-11,5353
2018-03-12,5359
2018-03-13,5329
2018-03-14,5247
2018-03-15,5202
2018-03-16,5088
2018-03-17,5112
2018-03-18,5222
2018-03-20,5391
2018-03-21,5565
2018-03-23,5638
2018-03-24,5672
2018-03-26,6034
2018-03-27,6186
2018-03-28,6186
2018-03-29,6489
2018-03-30,6689
2018-03-31,6795
2018-04-01,6831
2018-04-02,6661
2018-04-03,6550
2018-04-04,6450
2018-04-05,6450
2018-04-06,6370
2018-04-08,6561
2018-04-09,6778
2018-04-10,6945
2018-04-11,7138
2018-04-12,7452
2018-04-13,7452
2018-04-14,7755
2018-04-16,7943
2018-04-17,8074
2018-04-18,8074
2018-04-19,8112
2018-04-20,8256
2018-04-21,8243
2018-04-22,8253
2018-04-23,8150
2018-04-24,7927
2018-04-25,7752
2018-04-26,7752
2018-04-27,7844
2018-04-28,7971
2018-04-29,7918
2018-04-30,7900
2018-05-02,7801
2018-05-03,7591
2018-05-04,7449
2018-05-05,7355
2018-05-06,7355
2018-05-07,7341
2018-05-08,7341
2018-05-09,7248
2018-05-10,7133
2018-05-11,6838
2018-05-12,6680
2018-05-13,6680
2018-05-14,6626
2018-05-15,6595
2018-05-16,6508
2018-05-17,6352
2018-05-18,6188
2018-05-19,6084
2018-05-20,6008
2018-05-21,5872
2018-05-22,5872
2018-05-23,5803
2018-05-24,5684
2018-05-25,5672
2018-05-26,5676
2018-05-27,5676
2018-05-28,5704
2018-05-29,5767
2018-05-30,5900
2018-05-31,5747
2018-06-01,5652
2018-06-02,5525
2018-06-03,5525
2018-06-04,5289
2018-06-05,5219
2018-06-06,5063
2018-06-07,5063
2018-06-08,5029
2018-06-09,5029
2018-06-10,5092
2018-06-11,5092
2018-06-12,5245
2018-06-13,5395
2018-06-14,5511
2018-06-15,5358
2018-06-16,5311
2018-06-17,5506
2018-06-18,5643
2018-06-19,5880
2018-06-20,5880
2018-06-21,6043
2018-06-22,6227
2018-06-23,6227
2018-06-24,6294
2018-06-25,6341
2018-06-26,6341
2018-06-27,6324
2018-06-28,6307
2018-06-29,6329
2018-06-30,6329
2018-07-01,6316
2018-07-02,6316
2018-07-03,6155
2018-07-04,6155
2018-07-05,5967
2018-07-06,5794
2018-07-07,5612
2018-07-08,5612
2018-07-09,5412
2018-07-10,5354
2018-07-11,5216
2018-07-12,5216
2018-07-13,5031
2018-07-14,4800
2018-07-15,4800
2018-07-16,4672
2018-07-17,4654
2018-07-18,4587
2018-07-19,4587
2018-07-20,4480
2018-07-21,4379
2018-07-22,4316
2018-07-23,4259
2018-07-24,4259
2018-07-25,4183
2018-07-26,4074
2018-07-27,3978
2018-07-28,3978
2018-07-29,3827
2018-07-30,3678
2018-07-31,3569
2018-08-01,3569
2018-08-02,3458
2018-08-03,3481
2018-08-04,3577
2018-08-05,3640
2018-08-06,3724
2018-08-07,3800
2018-08-08,3775
2018-08-09,3775
2018-08-10,3836
2018-08-11,3806
2018-08-12,3804
2018-08-14,3855
2018-08-16,3860
2018-08-17,3872
2018-08-18,3872
2018-08-19,3863
2018-08-20,3875
2018-08-21,3912
2018-08-22,3831
2018-08-23,3909
2018-08-24,3963
2018-08-25,4130
2018-08-26,4060
2018-08-27,3977
2018-08-28,4020
2018-08-29,4085
2018-08-30,4002
2018-08-31,3899
2018-09-01,3833
2018-09-02,3798
2018-09-03,3760
2018-09-04,3627
2018-09-05,3533
2018-09-06,3533
2018-09-07,3447
2018-09-08,3366
2018-09-09,3366
2018-09-10,3302
2018-09-11,3302
2018-09-12,3258
2018-09-13,3187
2018-09-14,3142
2018-09-15,3064
2018-09-16,3064
2018-09-17,3111
2018-09-18,3166
2018-09-19,3310
2018-09-20,3466
2018-09-21,3599
2018-09-22,3767
2018-09-23,3891
2018-09-24,3953
2018-09-25,3953
2018-09-26,4049
2018-09-27,4049
2018-09-28,4228
2018-09-29,4382
2018-09-30,4569
2018-10-02,4910
2018-10-03,5010
2018-10-04,5010
2018-10-05,5157
2018-10-06,5235
2018-10-07,5235
2018-10-08,5324
2018-10-09,5581
2018-10-10,5861
2018-10-11,6155
2018-10-12,6155
2018-10-13,6463
2018-10-14,6787
2018-10-15,7125
2018-10-16,7474
2018-10-17,7809
2018-10-18,8067
2018-10-19,8402
2018-10-20,8402
2018-10-21,8334
2018-10-22,8405
2018-10-23,8405
2018-10-24,8727
2018-10-25,9050
2018-10-26,9378
2018-10-27,9667
2018-10-28,10004
2018-10-29,10496
2018-10-30,10845
2018-10-31,11026
2018-11-01,11194
2018-11-03,11305
2018-11-04,11582
2018-11-05,11873
2018-11-06,12327
2018-11-07,12908
2018-11-08,13498
2018-11-09,13841
2018-11-10,14226
2018-11-11,14491
2018-11-12,14352
2018-11-13,13981
2018-11-14,13981
2018-11-15,13338
2018-11-16,12810
2018-11-17,12735
2018-11-18,12784
2018-11-19,12989
2018-11-20,12647
2018-11-21,12647
2018-11-22,12041
2018-11-23,11438
2018-11-24,10866
2018-11-25,10322
2018-11-26,9819
2018-11-27,9434
2018-11-28,9304
2018-12-01,8213
2018-12-02,7900
2018-12-03,7900
2018-12-04,7691
2018-12-05,7523
2018-12-07,7315
2018-12-09,7007
2018-12-10,6889
2018-12-11,6966
2018-12-12,6847
2018-12-13,6660
2018-12-14,6582
2018-12-15,6398
2018-12-16,6431
2018-12-17,6491
2018-12-18,6374
2018-12-19,6249
2018-12-20,6148
2018-12-21,6054
2018-12-22,5980
2018-12-23,5888
2018-12-24,5803
2018-12-25,5699
2018-12-26,5558
2018-12-27,5412
2018-12-28,5193
2018-12-29,5090
2018-12-30,5029
2018-12-31,4925
2019-01-01,4768
2019-01-02,4715
2019-01-03,4778
2019-01-04,4852
2019-01-05,4846
2019-01-06,4955
2019-01-08,5238
2019-01-10,5740
2019-01-11,5959
2019-01-12,6028
2019-01-13,6193
2019-01-14,6355
2019-01-15,6384
2019-01-16,6543
2019-01-17,6738
2019-01-18,7001
2019-01-19,7059
2019-01-20,7106
2019-01-22,7399
2019-01-23,7316
2019-01-25,7255
2019-01-26,7277
2019-01-27,7072
2019-01-28,6910
2019-01-29,6758
2019-01-30,6644
2019-01-31,6609
2019-02-01,6496
2019-02-02,6300
2019-02-03,6176
2019-02-04,6176
2019-02-05,6118
2019-02-06,6118
2019-02-07,5896
2019-02-08,5642
2019-02-09,5465
2019-02-10,5321
2019-02-11,5102
2019-02-12,5010
2019-02-13,4887
2019-02-14,4805
2019-02-15,4752
2019-02-16,4651
2019-02-17,4541
2019-02-18,4441
2019-02-19,4402
2019-02-20,4316
2019-02-21,4204
2019-02-22,4061
2019-02-23,4079
2019-02-24,4107
2019-02-25,4201
2019-02-26,4337
2019-02-27,4452
2019-02-28,4451
2019-03-01,4494
2019-03-02,4415
2019-03-03,4401
2019-03-04,4420
2019-03-05,4472
2019-03-06,4632
2019-03-07,4714
2019-03-08,4714
2019-03-09,4829
2019-03-10,4845
2019-03-11,4898
2019-03-12,4901
2019-03-13,4901
2019-03-14,4786
2019-03-15,4797
2019-03-16,4754
2019-03-17,4743
2019-03-18,4743
2019-03-19,4747
2019-03-20,4671
2019-03-21,4689
2019-03-22,4817
2019-03-23,4844
2019-03-24,4878
2019-03-25,4853
2019-03-26,4756
2019-03-27,4756
2019-03-28,4599
2019-03-29,4439
2019-03-30,4439
2019-03-31,4371
2019-04-01,4268
2019-04-02,4195
2019-04-03,4119
2019-04-04,4151
2019-04-05,4164
2019-04-06,4220
2019-04-07,4187
2019-04-08,4134
2019-04-09,4094
2019-04-10,4141
