date_obj,Pizza%20base price
2016-11-03,264
2016-11-04,264
2016-11-05,264
2016-11-06,272
2016-11-07,272
2016-11-08,272
2016-11-09,272
2016-11-10,272
2016-11-11,272
2016-11-12,272
2016-11-13,274
2016-11-14,274
2016-12-07,262
2016-12-08,248
2016-12-09,248
2016-12-10,248
2016-12-11,248
2016-12-12,241
2016-12-13,241
2016-12-14,241
2016-12-15,241
2016-12-16,241
2016-12-17,238
2016-12-18,238
2016-12-19,238
2016-12-20,238
2016-12-21,238
2016-12-22,238
2016-12-23,237
2016-12-24,237
2016-12-25,237
2016-12-26,237
2016-12-27,237
2016-12-28,237
2016-12-29,230
2016-12-30,230
2016-12-31,230
2017-01-01,230
2017-01-02,230
2017-01-03,227
2017-01-04,227
2017-01-05,227
2017-01-06,227
2017-01-07,227
2017-01-08,229
2017-01-09,229
2017-01-10,229
2017-01-11,229
2017-01-12,226
2017-01-13,226
2017-01-14,226
2017-01-15,226
2017-01-16,226
2017-01-17,225
2017-01-18,225
2017-01-19,225
2017-01-20,225
2017-01-21,225
2017-01-22,232
2017-01-27,238
2017-01-28,238
2017-01-29,238
2017-01-30,238
2017-01-31,238
2017-02-01,237
2017-02-02,237
2017-02-03,237
2017-02-04,237
2017-02-05,234
2017-02-06,234
2017-02-07,234
2017-02-08,234
2017-02-09,232
2017-02-10,232
2017-02-11,232
2017-02-12,227
2017-02-13,227
2017-02-14,227
2017-02-15,227
2017-02-16,223
2017-02-18,223
2017-02-19,223
2017-02-20,229
2017-02-21,229
2017-02-22,229
2017-02-23,229
2017-02-24,229
2017-02-25,237
2017-02-26,237
2017-02-27,237
2017-02-28,237
2017-03-01,248
2017-03-02,248
2017-03-03,248
2017-03-04,248
2017-03-05,260
2017-03-06,260
2017-03-07,260
2017-03-08,260
2017-03-09,255
2017-03-10,255
2017-03-11,255
2017-03-12,255
2017-03-13,261
2017-03-14,261
2017-03-15,261
2017-03-16,261
2017-03-17,266
2017-03-18,266
2017-03-19,266
2017-03-20,266
2017-03-21,253
2017-03-22,253
2017-03-23,253
2017-03-24,253
2017-03-25,253
2017-03-26,246
2017-03-27,246
2017-03-28,246
2017-03-29,246
2017-03-30,244
2017-03-31,244
2017-04-01,244
2017-04-02,244
2017-04-03,241
2017-04-04,241
2017-04-12,231
2017-04-13,231
2017-04-14,226
2017-04-15,226
2017-04-16,226
2017-04-17,226
2017-04-18,226
2017-04-19,226
2017-04-20,226
2017-04-21,226
2017-04-22,226
2017-04-23,226
2017-04-24,222
2017-04-25,222
2017-04-26,222
2017-04-27,222
2017-04-28,222
2017-04-29,221
2017-04-30,221
2017-05-01,221
2017-05-02,221
2017-05-03,221
2017-05-04,219
2017-05-05,219
2017-05-06,219
2017-05-07,219
2017-05-08,219
2017-05-09,219
2017-05-10,219
2017-05-11,219
2017-05-12,219
2017-05-13,219
2017-05-14,220
2017-05-15,220
2017-05-16,220
2017-05-17,220
2017-05-18,220
2017-05-19,215
2017-05-20,215
2017-05-21,215
2017-05-22,215
2017-05-23,215
2017-05-24,208
2017-05-25,208
2017-05-26,208
2017-05-27,208
2017-05-28,208
2017-05-29,199
2017-05-30,199
2017-05-31,199
2017-06-01,199
2017-06-02,199
2017-06-03,190
2017-06-06,190
2017-06-07,191
2017-06-08,191
2017-06-09,191
2017-06-10,191
2017-06-11,191
2017-06-12,191
2017-06-13,189
2017-06-14,189
2017-06-15,189
2017-06-16,189
2017-06-17,189
2017-06-18,189
2017-06-19,189
2017-06-20,189
2017-06-21,189
2017-06-22,189
2017-06-23,189
2017-06-24,193
2017-06-25,193
2017-06-26,193
2017-06-27,193
2017-06-28,193
2017-06-29,189
2017-06-30,189
2017-07-01,189
2017-07-02,189
2017-07-03,189
2017-07-04,188
2017-07-05,188
2017-07-06,188
2017-07-07,188
2017-07-08,188
2017-07-13,194
2017-07-14,191
2017-07-15,191
2017-07-16,191
2017-07-17,191
2017-07-18,191
2017-07-19,190
2017-07-20,190
2017-07-21,190
2017-07-22,190
2017-07-23,189
2017-07-24,189
2017-07-25,189
2017-07-26,189
2017-07-27,189
2017-07-28,190
2017-07-29,190
2017-07-30,190
2017-07-31,190
2017-08-01,190
2017-08-02,194
2017-08-03,194
2017-08-04,194
2017-08-05,194
2017-08-06,194
2017-08-09,196
2017-08-10,196
2017-08-11,196
2017-08-12,192
2017-08-13,192
2017-08-14,192
2017-08-15,192
2017-08-17,192
2017-08-18,192
2017-08-19,192
2017-08-20,192
2017-08-22,185
2017-08-23,185
2017-08-24,185
2017-08-25,185
2017-08-26,185
2017-08-27,184
2017-08-28,184
2017-08-29,184
2017-08-30,184
2017-08-31,184
2017-09-01,184
2017-09-02,176
2017-09-03,176
2017-09-04,176
2017-09-05,176
2017-09-06,176
2017-09-07,172
2017-09-08,172
2017-09-09,172
2017-09-10,172
2017-09-11,172
2017-09-12,172
2017-09-13,172
2017-09-14,172
2017-09-15,172
2017-09-16,172
2017-09-17,178
2017-09-19,178
2017-09-20,178
2017-09-21,182
2017-09-22,182
2017-09-23,182
2017-09-24,182
2017-09-25,182
2017-09-26,185
2017-09-27,185
2017-09-28,185
2017-09-29,185
2017-09-30,185
2017-10-01,182
2017-10-02,182
2017-10-03,182
2017-10-04,182
2017-10-05,182
2017-10-06,180
2017-10-07,180
2017-10-08,180
2017-10-09,180
2017-10-10,180
2017-10-11,181
2017-10-12,181
2017-10-13,181
2017-10-14,181
2017-10-15,179
2017-10-16,179
2017-10-17,179
2017-10-18,179
2017-10-19,179
2017-10-20,176
2017-10-21,176
2017-10-22,176
2017-10-23,176
2017-10-24,176
2017-10-25,171
2017-10-26,171
2017-10-27,171
2017-10-28,171
2017-10-29,171
2017-10-30,165
2017-10-31,165
2017-11-01,165
2017-11-02,165
2017-11-03,165
2017-11-04,159
2017-11-05,159
2017-11-06,159
2017-11-07,159
2017-11-08,159
2017-11-09,151
2017-11-10,151
2017-11-11,151
2017-11-12,151
2017-11-13,155
2017-11-14,155
2017-11-15,155
2017-11-16,155
2017-11-17,155
2017-11-18,160
2017-11-19,160
2017-11-20,160
2017-11-21,160
2017-11-22,164
2017-11-23,164
2017-11-24,164
2017-11-25,164
2017-11-26,166
2017-11-27,166
2017-11-28,166
2017-11-29,166
2017-11-30,166
2017-12-01,172
2017-12-02,172
2017-12-03,172
2017-12-04,172
2017-12-05,172
2017-12-06,180
2017-12-07,180
2017-12-08,180
2017-12-09,180
2017-12-10,180
2017-12-11,186
2017-12-12,186
2017-12-14,186
2017-12-15,186
2017-12-16,186
2017-12-17,190
2017-12-18,190
2017-12-19,190
2017-12-20,190
2017-12-21,192
2017-12-22,192
2017-12-23,192
2017-12-24,192
2017-12-25,192
2017-12-26,195
2017-12-27,195
2017-12-28,195
2017-12-29,195
2017-12-30,195
2017-12-31,191
2018-01-01,191
2018-01-02,191
2018-01-03,191
2018-01-04,191
2018-01-05,183
2018-01-06,183
2018-01-07,183
2018-01-08,183
2018-01-09,174
2018-01-10,174
2018-01-11,174
2018-01-12,174
2018-01-13,174
2018-01-14,165
2018-01-15,165
2018-01-16,165
2018-01-17,160
2018-01-18,160
2018-01-19,160
2018-01-20,160
2018-01-21,160
2018-01-22,158
2018-01-23,158
2018-01-24,158
2018-01-25,158
2018-01-26,158
2018-01-27,158
2018-01-28,162
2018-01-29,162
2018-01-31,162
2018-02-01,162
2018-02-02,162
2018-02-03,158
2018-02-04,158
2018-02-05,158
2018-02-06,158
2018-02-07,158
2018-02-08,158
2018-02-09,160
2018-02-10,160
2018-02-11,160
2018-02-12,161
2018-02-13,161
2018-02-14,161
2018-02-15,164
2018-02-16,164
2018-02-17,164
2018-02-18,158
2018-02-19,158
2018-02-20,158
2018-02-21,157
2018-02-22,157
2018-02-23,157
2018-02-24,157
2018-02-25,158
2018-02-26,158
2018-02-27,158
2018-03-01,157
2018-03-02,157
2018-03-03,158
2018-03-05,158
2018-03-06,158
2018-03-07,161
2018-03-08,161
2018-03-09,161
2018-03-10,163
2018-03-11,163
2018-03-12,163
2018-03-13,168
2018-03-14,168
2018-03-15,168
2018-03-16,168
2018-03-17,166
2018-03-18,166
2018-03-19,166
2018-03-20,163
2018-03-21,163
2018-03-23,163
2018-03-24,171
2018-03-26,171
2018-03-27,175
2018-03-28,175
2018-03-29,175
2018-03-30,178
2018-03-31,178
2018-04-01,178
2018-04-02,183
2018-04-03,183
2018-04-04,183
2018-04-05,183
2018-04-06,182
2018-04-08,182
2018-04-09,191
2018-04-10,191
2018-04-11,191
2018-04-12,200
2018-04-13,200
2018-04-14,200
2018-04-15,205
2018-04-16,205
2018-04-17,205
2018-04-18,205
2018-04-19,212
2018-04-20,212
2018-04-21,212
2018-04-22,213
2018-04-23,213
2018-04-24,213
2018-04-25,208
2018-04-26,208
2018-04-27,208
2018-04-28,199
2018-04-29,199
2018-04-30,199
2018-05-01,194
2018-05-02,194
2018-05-03,194
2018-05-04,194
2018-05-05,189
2018-05-06,189
2018-05-07,189
2018-05-08,189
2018-05-09,184
2018-05-10,184
2018-05-11,184
2018-05-12,191
2018-05-13,191
2018-05-14,191
2018-05-15,191
2018-05-16,197
2018-05-17,197
2018-05-18,197
2018-05-19,203
2018-05-20,203
2018-05-21,203
2018-05-22,199
2018-05-23,199
2018-05-24,199
2018-05-25,195
2018-05-26,195
2018-05-27,195
2018-05-28,199
2018-05-29,199
2018-05-30,199
2018-05-31,199
2018-06-01,206
2018-06-02,206
2018-06-03,206
2018-06-04,214
2018-06-05,214
2018-06-06,214
2018-06-07,214
2018-06-08,210
2018-06-09,210
2018-06-10,210
2018-06-11,210
2018-06-12,204
2018-06-13,204
2018-06-14,204
2018-06-15,202
2018-06-16,202
2018-06-17,202
2018-06-18,201
2018-06-19,201
2018-06-20,201
2018-06-21,197
2018-06-22,197
2018-06-23,197
2018-06-24,197
2018-06-25,188
2018-06-26,188
2018-06-27,188
2018-06-28,188
2018-06-29,181
2018-06-30,181
2018-07-01,181
2018-07-02,181
2018-07-03,172
2018-07-04,172
2018-07-05,172
2018-07-06,172
2018-07-07,166
2018-07-08,166
2018-07-09,166
2018-07-10,163
2018-07-11,163
2018-07-12,163
2018-07-13,163
2018-07-14,167
2018-07-15,167
2018-07-16,167
2018-07-17,167
2018-07-18,169
2018-07-19,169
2018-07-20,169
2018-07-21,164
2018-07-22,164
2018-07-23,164
2018-07-24,169
2018-07-25,169
2018-07-26,169
2018-07-27,174
2018-07-28,174
2018-07-29,174
2018-07-30,174
2018-07-31,176
2018-08-01,176
2018-08-02,176
2018-08-03,176
2018-08-04,181
2018-08-05,181
2018-08-06,181
2018-08-07,180
2018-08-08,180
2018-08-09,180
2018-08-10,180
2018-08-11,180
2018-08-12,180
2018-08-14,182
2018-08-16,182
2018-08-17,186
2018-08-18,186
2018-08-19,186
2018-08-20,183
2018-08-21,183
2018-08-22,183
2018-08-23,183
2018-08-24,188
2018-08-25,188
2018-08-26,188
2018-08-27,189
2018-08-28,189
2018-08-29,189
2018-08-30,185
2018-08-31,185
2018-09-01,184
2018-09-02,184
2018-09-03,184
2018-09-04,188
2018-09-05,188
2018-09-06,188
2018-09-07,190
2018-09-08,190
2018-09-09,190
2018-09-10,196
2018-09-11,196
2018-09-12,196
2018-09-13,198
2018-09-14,198
2018-09-15,193
2018-09-16,193
2018-09-17,193
2018-09-18,191
2018-09-19,191
2018-09-20,191
2018-09-21,191
2018-09-22,191
2018-09-23,191
2018-09-24,196
2018-09-25,196
2018-09-26,196
2018-09-27,196
2018-09-28,198
2018-09-29,198
2018-09-30,198
2018-10-02,202
2018-10-03,202
2018-10-04,202
2018-10-05,202
2018-10-06,206
2018-10-07,206
2018-10-08,206
2018-10-09,204
2018-10-10,204
2018-10-11,204
2018-10-12,203
2018-10-13,203
2018-10-14,196
2018-10-15,196
2018-10-16,196
2018-10-17,199
2018-10-18,199
2018-10-19,193
2018-10-20,193
2018-10-21,193
2018-10-22,194
2018-10-23,194
2018-10-24,194
2018-10-25,201
2018-10-26,201
2018-10-27,201
2018-10-28,199
2018-10-29,199
2018-10-30,199
2018-10-31,208
2018-11-01,208
2018-11-03,219
2018-11-04,230
2018-11-05,234
2018-11-06,241
2018-11-07,241
2018-11-08,240
2018-11-09,244
2018-11-10,256
2018-11-11,257
2018-11-12,259
2018-11-13,262
2018-11-15,277
2018-11-16,282
2018-11-17,292
2018-11-18,280
2018-11-19,287
2018-11-20,282
2018-11-21,276
2018-11-22,271
2018-11-23,263
2018-11-24,255
2018-11-25,247
2018-11-26,247
2018-11-27,244
2018-11-28,238
2018-11-29,231
2018-12-01,224
2018-12-02,224
2018-12-03,224
2018-12-04,220
2018-12-05,212
2018-12-07,208
2018-12-09,205
2018-12-10,196
2018-12-11,196
2018-12-12,186
2018-12-13,177
2018-12-14,173
2018-12-15,173
2018-12-16,171
2018-12-17,171
2018-12-18,174
2018-12-19,177
2018-12-20,177
2018-12-21,176
2018-12-22,176
2018-12-23,173
2018-12-24,166
2018-12-25,166
2018-12-26,158
2018-12-27,152
2018-12-28,152
2018-12-29,152
2018-12-30,152
2018-12-31,156
2019-01-01,156
2019-01-02,156
2019-01-03,155
2019-01-04,155
2019-01-05,151
2019-01-06,149
2019-01-08,146
2019-01-10,141
2019-01-11,141
2019-01-12,139
2019-01-13,139
2019-01-14,140
2019-01-15,140
2019-01-16,140
2019-01-17,143
2019-01-18,143
2019-01-19,146
2019-01-20,147
2019-01-21,147
2019-01-22,151
2019-01-23,151
2019-01-24,149
2019-01-25,149
2019-01-26,144
2019-01-27,144
2019-01-28,141
2019-01-29,144
2019-01-30,144
2019-01-31,145
2019-02-01,147
2019-02-02,147
2019-02-03,147
2019-02-04,147
2019-02-05,148
2019-02-06,148
2019-02-07,146
2019-02-08,146
2019-02-09,143
2019-02-10,143
2019-02-11,145
2019-02-12,145
2019-02-13,143
2019-02-14,143
2019-02-15,142
2019-02-16,142
2019-02-17,139
2019-02-18,139
2019-02-19,139
2019-02-20,139
2019-02-21,137
2019-02-22,137
2019-02-23,135
2019-02-24,130
2019-02-25,130
2019-02-26,126
2019-02-27,126
2019-02-28,126
2019-03-01,119
2019-03-02,119
2019-03-03,119
2019-03-04,119
2019-03-05,119
2019-03-06,119
2019-03-07,118
2019-03-08,118
2019-03-09,118
2019-03-10,118
2019-03-11,118
2019-03-12,120
2019-03-13,120
2019-03-14,123
2019-03-15,123
2019-03-16,121
2019-03-17,120
2019-03-18,120
2019-03-19,119
2019-03-20,121
2019-03-21,119
2019-03-22,119
2019-03-23,121
2019-03-24,124
2019-03-25,124
2019-03-26,121
2019-03-27,121
2019-03-28,124
2019-03-29,125
2019-03-30,125
2019-03-31,130
2019-04-01,133
2019-04-02,133
2019-04-03,138
2019-04-04,138
2019-04-05,134
2019-04-06,134
2019-04-07,132
2019-04-08,132
2019-04-09,132
2019-04-10,132
2019-04-11,136
2019-04-12,136
2019-04-13,139
2019-04-14,134
2019-04-15,134
2019-04-16,131
2019-04-17,131
2019-04-18,134
2019-04-19,134
2019-04-20,135
2019-04-21,135
2019-04-22,134
2019-04-23,134
2019-04-24,134
2019-04-25,132
2019-04-26,134
2019-04-27,134
2019-04-28,135
2019-04-29,135
2019-04-30,138
2019-05-01,138
2019-05-02,141
2019-05-03,144
2019-05-04,147
2019-05-05,147
2019-05-06,147
2019-05-07,147
2019-05-08,147
2019-05-09,143
2019-05-10,143
2019-05-11,146
2019-05-12,153
2019-05-13,155
2019-05-14,155
2019-05-15,159
2019-05-16,163
2019-05-17,163
2019-05-18,160
2019-05-19,160
2019-05-20,155
2019-05-21,155
2019-05-22,150
2019-05-23,150
2019-05-24,148
2019-05-25,148
2019-05-26,145
2019-05-27,144
2019-05-28,144
2019-05-29,143
2019-05-30,143
2019-05-31,142
2019-06-01,142
2019-06-02,140
2019-06-03,140
2019-06-04,139
2019-06-05,139
2019-06-06,138
2019-06-07,138
2019-06-08,140
2019-06-09,140
2019-06-10,142
2019-06-11,142
2019-06-12,141
2019-06-13,141
2019-06-14,139
2019-06-15,139
2019-06-16,135
2019-06-17,135
2019-06-18,136
2019-06-19,136
2019-06-20,134
2019-06-21,134
2019-06-22,133
2019-06-23,130
2019-06-24,130
2019-06-25,130
2019-06-26,130
2019-06-27,135
2019-06-28,135
2019-06-29,141
2019-06-30,145
2019-07-01,145
2019-07-02,146
2019-07-03,146
2019-07-04,148
2019-07-05,148
2019-07-06,151
2019-07-07,151
2019-07-08,157
2019-07-09,157
2019-07-10,165
2019-07-11,165
2019-07-12,168
2019-07-13,168
2019-07-14,165
2019-07-15,165
2019-07-16,163
2019-07-17,162
2019-07-18,162
2019-07-19,162
2019-07-20,162
2019-07-21,163
2019-07-22,163
2019-07-23,161
2019-07-24,161
2019-07-25,160
2019-07-26,160
2019-07-27,162
2019-07-28,162
2019-07-29,161
2019-07-30,161
2019-07-31,165
2019-08-01,165
2019-08-02,171
2019-08-03,176
2019-08-04,176
2019-08-05,181
2019-08-06,181
2019-08-07,175
2019-08-08,175
2019-08-09,170
2019-08-10,167
2019-08-11,167
2019-08-12,171
2019-08-13,171
2019-08-14,179
2019-08-15,179
2019-08-16,184
2019-08-17,184
2019-08-18,182
2019-08-19,182
2019-08-20,187
2019-08-21,187
2019-08-22,187
2019-08-23,187
2019-08-24,193
2019-08-24,193
2019-08-25,193
2019-08-25,193
2019-08-26,197
2019-08-26,197
2019-08-27,197
2019-08-27,197
2019-08-28,203
2019-08-29,203
2019-08-30,208
2019-08-31,208
2019-09-01,206
2019-09-02,206
2019-09-03,201
2019-09-04,201
2019-09-05,195
2019-09-06,195
2019-09-07,201
