date_obj,Torag's%20helm price
2019-04-07,111303
2019-04-08,116128
2019-04-09,121443
2019-04-10,123053
2019-04-11,119884
2019-04-12,118134
2019-04-13,114570
2019-04-14,111695
2019-04-15,109850
2019-04-16,108040
2019-04-17,110699
2019-04-18,109112
2019-04-19,109005
2019-04-20,109522
2019-04-21,113170
2019-04-22,114271
2019-04-23,110758
2019-04-24,111534
2019-04-25,113851
2019-04-26,118522
2019-04-27,122827
2019-04-28,125740
2019-04-29,127181
2019-04-30,126691
2019-05-01,130652
2019-05-02,129676
2019-05-03,126528
2019-05-04,124980
2019-05-05,124965
2019-05-06,123152
2019-05-07,123052
2019-05-08,122609
2019-05-09,121482
2019-05-10,121131
2019-05-11,120195
2019-05-12,121499
2019-05-13,123109
2019-05-14,120529
2019-05-15,123733
2019-05-16,122811
2019-05-17,119956
2019-05-18,119070
2019-05-19,120764
2019-05-20,119781
2019-05-21,119486
2019-05-22,120232
2019-05-23,123091
2019-05-24,123312
2019-05-25,124434
2019-05-26,128060
2019-05-27,126574
2019-05-28,126793
2019-05-29,127563
2019-05-30,125398
2019-05-31,123718
2019-06-01,123135
2019-06-02,127248
2019-06-03,131126
2019-06-04,137274
2019-06-05,143219
2019-06-06,148983
2019-06-07,155357
2019-06-08,152147
2019-06-09,153514
2019-06-10,153964
2019-06-11,152978
2019-06-12,152152
2019-06-13,152171
2019-06-14,148474
2019-06-15,150351
2019-06-16,146348
2019-06-17,140782
2019-06-18,137666
2019-06-19,141609
2019-06-20,142543
2019-06-21,144814
2019-06-22,146127
2019-06-23,144206
2019-06-24,140194
2019-06-25,136013
2019-06-26,135997
2019-06-27,137003
2019-06-28,139048
2019-06-29,138715
2019-06-30,141440
2019-07-01,141133
2019-07-02,145022
2019-07-03,149750
2019-07-04,150724
2019-07-05,149337
2019-07-06,148090
2019-07-07,148413
2019-07-08,145413
2019-07-09,148790
2019-07-10,154464
2019-07-11,160190
2019-07-12,161119
2019-07-13,162966
2019-07-14,170280
2019-07-15,171447
2019-07-16,176552
2019-07-17,176051
2019-07-18,183187
2019-07-19,178756
2019-07-20,175180
2019-07-21,174080
2019-07-22,175504
2019-07-23,176506
2019-07-24,171534
2019-07-25,166585
2019-07-26,163880
2019-07-27,162859
2019-07-28,164725
2019-07-29,166424
2019-07-30,162028
2019-07-31,158226
2019-08-01,158129
2019-08-02,158105
2019-08-03,159444
2019-08-04,166019
2019-08-05,165248
2019-08-06,163949
2019-08-07,165276
2019-08-08,163441
2019-08-09,165225
2019-08-10,170005
2019-08-11,176669
2019-08-12,174620
2019-08-13,168568
2019-08-14,166869
2019-08-15,163003
2019-08-16,163941
2019-08-17,163727
2019-08-18,166199
2019-08-19,167732
2019-08-20,173227
2019-08-21,174853
2019-08-22,178782
2019-08-23,186861
2019-08-24,190945
2019-08-24,190945
2019-08-25,190262
2019-08-25,190262
2019-08-26,193754
2019-08-26,193754
2019-08-27,192923
2019-08-27,192923
2019-08-28,190421
2019-08-29,190722
2019-08-30,188280
2019-08-31,184572
2019-09-01,180050
2019-09-02,180506
2019-09-03,184811
2019-09-04,183642
2019-09-05,188385
2019-09-06,189969
2019-09-07,188898
2019-09-08,190277
2019-09-09,194910
2019-09-10,196206
2019-09-11,201994
2019-09-12,204434
2019-09-13,195660
2019-09-14,196960
2019-09-15,204540
2019-09-16,204835
2019-09-17,205937
2019-09-18,210383
2019-09-19,209059
2019-09-20,201629
2019-09-21,202151
2019-09-22,205146
2019-09-23,204822
2019-09-24,202452
2019-09-25,204788
2019-09-26,204886
2019-09-27,206631
2019-09-28,204200
2019-09-29,206629
2019-09-30,207561
2019-10-01,204098
2019-10-02,202352
2019-10-03,204419
2019-10-04,205726
2019-10-05,206579
2019-10-06,207577
2019-10-07,211410
2019-10-08,211107
2019-10-09,205820
2019-10-10,204750
2019-10-11,204063
2019-10-12,203939
2019-10-13,203320
2019-10-14,200427
2019-10-15,195874
2019-10-16,199997
2019-10-17,197475
2019-10-18,194133
2019-10-19,197659
2019-10-20,195987
2019-10-21,191252
2019-10-22,189623
2019-10-23,187358
2019-10-24,185227
2019-10-25,189448
2019-10-26,190546
2019-10-27,187517
2019-10-28,191047
2019-10-29,194476
2019-10-30,199615
2019-10-31,198069
2019-11-01,192338
2019-11-02,191029
2019-11-03,190092
2019-11-04,190697
2019-11-05,191194
2019-11-06,190935
2019-11-07,193368
2019-11-08,189581
2019-11-09,187010
2019-11-10,188212
2019-11-11,189563
2019-11-12,188378
2019-11-13,190116
2019-11-14,186745
2019-11-15,185852
2019-11-16,188691
2019-11-17,192731
2019-11-18,193136
2019-11-19,192663
2019-11-20,188119
2019-11-21,183922
2019-11-22,182246
2019-11-23,183050
2019-11-24,183757
2019-11-25,183163
2019-11-26,180691
2019-11-27,184562
2019-11-28,183025
2019-11-29,177341
2019-11-30,175022
2019-12-01,172072
2019-12-02,170539
2019-12-03,166886
2019-12-04,166499
2019-12-05,166682
2019-12-06,168314
2019-12-07,166353
2019-12-08,164504
2019-12-09,161532
2019-12-10,163225
2019-12-11,161707
2019-12-12,160395
2019-12-13,158879
2019-12-14,158911
2019-12-15,162226
2019-12-16,162733
2019-12-17,157235
2019-12-18,159761
2019-12-19,157890
2019-12-20,161145
2019-12-21,161746
2019-12-22,161015
2019-12-23,164541
2019-12-24,161911
2019-12-25,158837
2019-12-26,157403
2019-12-27,157219
2019-12-28,159663
2019-12-29,156149
2019-12-30,156953
2019-12-31,154804
2020-01-01,156173
2020-01-02,161787
2020-01-03,159402
2020-01-04,161738
2020-01-05,162302
2020-01-06,160854
2020-01-07,162973
2020-01-08,163334
2020-01-09,159837
2020-01-10,162329
2020-01-11,162036
2020-01-12,161529
2020-01-13,160626
2020-01-14,161275
2020-01-15,160101
2020-01-16,157405
2020-01-17,154757
2020-01-18,150570
2020-01-19,150374
2020-01-20,154443
2020-01-21,154526
2020-01-22,152138
2020-01-23,151506
2020-01-24,153663
2020-01-25,154328
2020-01-26,154303
2020-01-27,153930
2020-01-28,152796
2020-01-29,148347
2020-01-30,142252
2020-01-31,141991
2020-02-01,142782
2020-02-02,140992
2020-02-03,143736
2020-02-04,144217
2020-02-05,145279
2020-02-06,141146
2020-02-07,136240
2020-02-08,130647
2020-02-09,129441
2020-02-10,127384
2020-02-11,124949
2020-02-12,123928
2020-02-13,122289
2020-02-14,119812
2020-02-15,121681
2020-02-16,120971
2020-02-17,119301
2020-02-18,117200
2020-02-19,117445
2020-02-20,116852
2020-02-21,115371
2020-02-22,114385
2020-02-23,112661
2020-02-24,111162
2020-02-25,108750
2020-02-26,109283
2020-02-27,110092
2020-02-28,110241
2020-02-29,111997
2020-03-01,114352
2020-03-02,116352
2020-03-03,113727
2020-03-04,112437
2020-03-05,111786
2020-03-06,107559
2020-03-07,108598
2020-03-08,110368
2020-03-09,112964
2020-03-10,116582
2020-03-11,122412
2020-03-12,124912
2020-03-13,124244
2020-03-14,125721
2020-03-15,129217
2020-03-16,125177
2020-03-17,123317
2020-03-18,124928
2020-03-19,122466
2020-03-20,122897
2020-03-21,121297
2020-03-22,120125
2020-03-23,121538
2020-03-24,119155
2020-03-25,117872
2020-03-26,119028
2020-03-27,118526
2020-03-28,114368
2020-03-29,114202
2020-03-30,116286
2020-03-31,119886
2020-04-01,118380
2020-04-02,120638
2020-04-03,122573
2020-04-04,118321
2020-04-05,119723
2020-04-06,116976
2020-04-07,120099
2020-04-08,120444
2020-04-09,117731
2020-04-10,118361
2020-04-11,117423
2020-04-12,116639
2020-04-13,113138
2020-04-14,113702
2020-04-15,114090
2020-04-16,114657
2020-04-17,111847
2020-04-18,109220
2020-04-19,109565
2020-04-20,109865
2020-04-21,110618
2020-04-22,108956
2020-04-23,108876
2020-04-24,106559
2020-04-25,106796
2020-04-26,104063
2020-04-27,100563
2020-04-28,101708
2020-04-29,102379
2020-04-30,102575
2020-05-01,100165
2020-05-02,99886
2020-05-03,99733
2020-05-04,100338
2020-05-05,98727
2020-05-06,95365
2020-05-07,96059
2020-05-08,95789
2020-05-09,96097
2020-05-10,93023
2020-05-11,92578
2020-05-12,92516
2020-05-13,92596
