date_obj,Potato%20cactus price
2015-03-26,344
2015-03-27,344
2015-03-28,330
2015-03-29,330
2015-03-30,325
2015-03-31,325
2015-04-01,325
2015-04-02,310
2015-04-03,310
2015-04-04,306
2015-04-05,306
2015-04-06,306
2015-04-07,292
2015-04-08,292
2015-04-09,292
2015-04-10,302
2015-04-11,302
2015-04-12,308
2015-04-13,308
2015-04-14,308
2015-04-15,313
2015-04-16,313
2015-04-17,313
2015-04-18,299
2015-04-19,299
2015-04-20,299
2015-04-21,291
2015-04-22,291
2015-04-23,291
2015-04-24,281
2015-04-25,281
2015-04-26,281
2015-04-27,266
2015-04-28,266
2015-04-29,266
2015-04-30,252
2015-05-01,252
2015-05-02,252
2015-05-03,239
2015-05-04,239
2015-05-05,239
2015-05-06,230
2015-05-07,230
2015-05-08,230
2015-05-09,232
2015-05-10,232
2015-05-11,232
2015-05-12,243
2015-05-13,243
2015-05-14,243
2015-05-15,243
2015-05-16,254
2015-05-17,254
2015-05-18,254
2015-05-19,255
2015-05-20,255
2015-05-21,255
2015-05-22,255
2015-05-23,256
2015-05-24,256
2015-05-25,256
2015-05-26,258
2015-05-27,258
2015-05-28,258
2015-05-29,265
2015-05-30,265
2015-05-31,276
2015-06-01,276
2015-06-02,276
2015-06-03,288
2015-06-04,288
2015-06-05,288
2015-06-06,296
2015-06-07,296
2015-06-08,296
2015-06-09,306
2015-06-10,306
2015-06-11,306
2015-06-12,297
2015-06-13,297
2015-06-14,283
2015-06-15,283
2015-06-16,283
2015-06-17,268
2015-06-18,268
2015-06-19,255
2015-06-20,255
2015-06-21,255
2015-06-22,244
2015-06-23,244
2015-06-24,238
2015-06-25,238
2015-06-26,238
2015-06-27,235
2015-06-28,235
2015-06-29,228
2015-06-30,228
2015-07-01,228
2015-07-02,217
2015-07-03,217
2015-07-04,209
2015-07-05,209
2015-07-06,209
2015-07-07,209
2015-07-08,209
2015-07-09,209
2015-07-10,209
2015-07-11,209
2015-07-12,209
2015-07-13,215
2015-07-14,215
2015-07-15,215
2015-07-16,212
2015-07-17,212
2015-07-18,212
2015-07-19,204
2015-07-20,204
2015-07-21,204
2015-07-22,202
2015-07-23,202
2015-07-24,202
2015-07-25,200
2015-07-26,200
2015-07-27,200
2015-07-28,203
2015-07-29,203
2015-07-30,203
2015-07-31,197
2015-08-01,197
2015-08-02,197
2015-08-03,194
2015-08-04,194
2015-08-05,194
2015-08-06,195
2015-08-07,195
2015-08-08,195
2015-08-09,203
2015-08-10,203
2015-08-11,213
2015-08-12,213
2015-08-13,213
2015-08-14,217
2015-08-15,217
2015-08-16,217
2015-08-17,216
2015-08-18,216
2015-08-19,216
2015-08-20,225
2015-08-21,225
2015-08-22,222
2015-08-23,222
2015-08-24,222
2015-08-25,213
2015-08-26,213
2015-08-27,212
2015-08-28,212
2015-08-29,212
2015-08-30,209
2015-08-31,209
2015-09-01,209
2015-09-02,210
2015-09-03,210
2015-09-04,209
2015-09-05,209
2015-09-06,209
2015-09-07,208
2015-09-08,208
2015-09-09,208
2015-09-10,210
2015-09-11,210
2015-09-12,210
2015-09-13,221
2015-09-14,221
2015-09-15,221
2015-09-16,233
2015-09-17,233
2015-09-18,233
2015-09-19,241
2015-09-20,241
2015-09-21,241
2015-09-22,247
2015-09-23,247
2015-09-24,247
2015-09-25,257
2015-09-27,257
2015-09-28,270
2015-09-29,270
2015-09-30,270
2015-10-05,285
2015-10-06,285
2015-10-07,299
2015-10-08,299
2015-10-09,291
2015-10-10,291
2015-10-11,291
2015-10-12,279
2015-10-13,279
2015-10-14,279
2015-10-15,272
2015-10-16,272
2015-10-17,272
2015-10-18,264
2015-10-19,264
2015-10-20,264
2015-10-22,264
2015-10-23,264
2015-10-24,251
2015-10-25,251
2015-10-26,241
2015-10-27,241
2015-10-29,241
2015-10-30,229
2015-10-31,229
2015-11-01,229
2015-11-02,225
2015-11-03,225
2015-11-04,225
2015-11-05,225
2015-11-06,233
2015-11-07,233
2015-11-08,233
2015-11-09,244
2015-11-10,244
2015-11-11,244
2015-11-12,252
2015-11-13,252
2015-11-14,252
2015-11-15,259
2015-11-16,259
2015-11-17,259
2015-11-18,259
2015-11-19,271
2015-11-20,271
2015-11-21,271
2015-11-22,276
2015-11-23,276
2015-11-24,276
2015-11-25,282
2015-11-26,282
2015-11-27,282
2015-11-28,282
2015-11-29,276
2015-11-30,276
2015-12-01,276
2015-12-02,264
2015-12-03,264
2015-12-04,264
2015-12-05,264
2015-12-06,250
2015-12-07,250
2015-12-08,250
2015-12-09,238
2015-12-10,238
2015-12-11,238
2015-12-12,233
2015-12-13,233
2015-12-14,233
2015-12-15,230
2015-12-16,230
2015-12-17,230
2015-12-18,233
2015-12-19,233
2015-12-20,233
2015-12-21,240
2015-12-22,240
2015-12-23,240
2015-12-24,242
2015-12-25,242
2015-12-26,242
2015-12-27,240
2015-12-28,240
2015-12-29,234
2015-12-30,234
2015-12-31,239
2016-01-01,239
2016-01-02,239
2016-01-03,248
2016-01-04,248
2016-01-05,260
2016-01-06,260
2016-01-07,260
2016-01-08,252
2016-01-09,252
2016-01-10,252
2016-01-11,258
2016-01-12,258
2016-01-13,249
2016-01-14,249
2016-01-15,246
2016-01-16,246
2016-01-17,249
2016-01-18,249
2016-01-19,251
2016-01-20,251
2016-01-21,245
2016-01-22,245
2016-01-23,235
2016-01-24,235
2016-01-25,223
2016-01-26,223
2016-01-27,217
2016-01-28,217
2016-01-29,221
2016-01-30,221
2016-01-31,231
2016-02-01,231
2016-02-02,243
2016-02-03,243
2016-02-04,256
2016-02-05,256
2016-02-06,268
2016-02-07,268
2016-02-08,268
2016-02-09,271
2016-02-10,271
2016-02-11,266
2016-02-12,266
2016-02-13,256
2016-02-14,256
2016-02-15,256
2016-02-16,258
2016-02-17,258
2016-02-18,259
2016-02-19,259
2016-02-20,268
2016-02-21,268
2016-02-22,260
2016-02-23,260
2016-02-24,249
2016-02-25,249
2016-02-26,243
2016-02-27,243
2016-02-28,238
2016-02-29,238
2016-03-01,245
2016-03-02,245
2016-03-03,258
2016-03-04,258
2016-03-05,266
2016-03-06,266
2016-03-07,268
2016-03-08,268
2016-03-09,263
2016-03-10,263
2016-03-11,265
2016-03-12,265
2016-03-13,256
2016-03-14,256
2016-03-15,245
2016-03-16,245
2016-03-17,233
2016-03-18,233
2016-03-19,224
2016-03-20,224
2016-03-21,216
2016-03-22,216
2016-03-23,216
2016-03-24,216
2016-03-25,218
2016-03-26,218
2016-03-27,218
2016-03-28,224
2016-03-29,224
2016-03-30,224
2016-03-31,224
2016-04-01,224
2016-04-02,224
2016-04-03,218
2016-04-04,218
2016-04-05,218
2016-04-06,218
2016-04-07,215
2016-04-08,215
2016-04-09,208
2016-04-10,208
2016-04-11,208
2016-04-12,199
2016-04-14,202
2016-04-15,202
2016-04-16,193
2016-04-17,193
2016-04-18,189
2016-04-19,189
2016-04-20,189
2016-04-21,192
2016-04-22,192
2016-04-23,192
2016-04-24,196
2016-04-25,196
2016-04-26,206
2016-04-27,206
2016-04-28,215
2016-04-29,215
2016-04-30,219
2016-05-01,219
2016-05-02,213
2016-05-03,213
2016-05-04,206
2016-05-05,206
2016-05-06,199
2016-05-07,199
2016-05-08,202
2016-05-09,202
2016-05-10,200
2016-05-11,200
2016-05-12,200
2016-05-13,199
2016-05-14,199
2016-05-15,201
2016-05-16,201
2016-05-17,200
2016-05-18,200
2016-05-19,204
2016-05-22,215
2016-05-23,225
2016-05-24,225
2016-05-25,234
2016-05-26,234
2016-05-27,224
2016-05-28,224
2016-05-29,212
2016-05-30,212
2016-05-31,211
2016-06-01,211
2016-06-02,209
2016-06-03,209
2016-06-04,215
2016-06-05,215
2016-06-06,216
2016-06-07,216
2016-06-08,209
2016-06-09,209
2016-06-10,200
2016-06-11,200
2016-06-12,197
2016-06-13,197
2016-06-14,201
2016-06-15,201
2016-06-16,191
2016-06-17,182
2016-06-18,182
2016-06-19,179
2016-06-20,179
2016-06-21,178
2016-06-22,178
2016-06-23,169
2016-06-24,169
2016-06-25,160
2016-06-26,160
2016-06-27,152
2016-06-28,152
2016-06-29,147
2016-06-30,147
2016-07-01,153
2016-07-02,153
2016-07-03,153
2016-07-04,159
2016-07-05,159
2016-07-06,164
2016-07-07,164
2016-07-08,173
2016-07-09,173
2016-07-10,173
2016-07-11,173
2016-07-12,176
2016-07-13,176
2016-07-14,175
2016-07-15,175
2016-07-16,170
2016-07-17,170
2016-07-18,169
2016-07-23,170
2016-07-24,178
2016-07-25,178
2016-07-26,178
2016-07-27,183
2016-07-28,183
2016-07-29,189
2016-07-30,189
2016-07-31,189
2016-08-01,188
2016-08-02,188
2016-08-03,190
2016-08-04,190
2016-08-05,190
2016-08-06,186
2016-08-07,186
2016-08-08,178
2016-08-09,178
2016-08-10,182
2016-08-11,182
2016-08-12,182
2016-08-13,188
2016-08-14,188
2016-08-15,195
2016-08-16,195
2016-08-17,201
2016-08-18,201
2016-08-19,209
2016-08-20,209
2016-08-21,220
2016-08-22,220
2016-08-23,231
2016-08-24,231
2016-08-25,243
2016-08-26,243
2016-08-28,253
2016-08-31,263
2016-09-01,276
2016-09-02,276
