date_obj,Lobster price
2015-07-28,173
2015-07-29,170
2015-07-30,168
2015-07-31,166
2015-08-01,167
2015-08-02,167
2015-08-03,164
2015-08-04,162
2015-08-05,159
2015-08-06,162
2015-08-07,159
2015-08-08,160
2015-08-09,161
2015-08-10,167
2015-08-11,169
2015-08-12,173
2015-08-13,172
2015-08-14,177
2015-08-15,180
2015-08-16,175
2015-08-17,174
2015-08-18,172
2015-08-19,170
2015-08-20,172
2015-08-21,180
2015-08-22,189
2015-08-23,199
2015-08-24,203
2015-08-25,200
2015-08-26,204
2015-08-27,201
2015-08-28,197
2015-08-29,193
2015-08-30,191
2015-08-31,187
2015-09-01,182
2015-09-02,175
2015-09-03,173
2015-09-04,178
2015-09-05,181
2015-09-06,185
2015-09-07,179
2015-09-08,177
2015-09-09,178
2015-09-10,180
2015-09-11,187
2015-09-12,196
2015-09-13,203
2015-09-14,204
2015-09-15,212
2015-09-16,205
2015-09-17,201
2015-09-18,198
2015-09-19,195
2015-09-20,190
2015-09-21,185
2015-09-22,182
2015-09-23,176
2015-09-24,175
2015-09-25,175
2015-09-27,169
2015-09-28,169
2015-09-29,169
2015-09-30,169
2015-10-05,172
2015-10-06,170
2015-10-07,166
2015-10-08,166
2015-10-09,171
2015-10-10,169
2015-10-11,169
2015-10-12,164
2015-10-13,159
2015-10-14,160
2015-10-15,161
2015-10-16,166
2015-10-17,169
2015-10-18,165
2015-10-19,161
2015-10-20,159
2015-10-22,157
2015-10-23,163
2015-10-24,164
2015-10-25,162
2015-10-26,159
2015-10-27,157
2015-10-29,153
2015-10-30,156
2015-10-31,158
2015-11-01,155
2015-11-02,153
2015-11-03,151
2015-11-04,151
2015-11-05,152
2015-11-06,156
2015-11-07,158
2015-11-08,155
2015-11-09,156
2015-11-10,158
2015-11-11,161
2015-11-12,166
2015-11-13,173
2015-11-14,179
2015-11-15,182
2015-11-16,181
2015-11-17,179
2015-11-18,175
2015-11-19,174
2015-11-20,181
2015-11-21,188
2015-11-22,196
2015-11-23,201
2015-11-24,202
2015-11-25,200
2015-11-26,201
2015-11-27,207
2015-11-28,217
2015-11-29,225
2015-11-30,231
2015-12-01,233
2015-12-02,229
2015-12-03,227
2015-12-04,233
2015-12-05,243
2015-12-06,248
2015-12-07,249
2015-12-08,245
2015-12-09,240
2015-12-10,237
2015-12-11,235
2015-12-12,239
2015-12-13,239
2015-12-14,235
2015-12-15,228
2015-12-16,217
2015-12-17,210
2015-12-18,208
2015-12-19,199
2015-12-20,191
2015-12-21,183
2015-12-22,177
2015-12-23,173
2015-12-24,172
2015-12-25,180
2015-12-26,187
2015-12-27,195
2015-12-28,202
2015-12-29,210
2015-12-30,219
2015-12-31,226
2016-01-01,234
2016-01-02,242
2016-01-03,236
2016-01-04,227
2016-01-05,218
2016-01-06,208
2016-01-07,204
2016-01-08,206
2016-01-09,210
2016-01-10,214
2016-01-11,214
2016-01-12,212
2016-01-13,208
2016-01-14,209
2016-01-15,219
2016-01-16,225
2016-01-17,225
2016-01-18,222
2016-01-19,222
2016-01-20,230
2016-01-21,242
2016-01-22,253
2016-01-23,265
2016-01-24,274
2016-01-25,264
2016-01-26,251
2016-01-27,244
2016-01-28,232
2016-01-29,230
2016-01-30,227
2016-01-31,226
2016-02-01,223
2016-02-02,215
2016-02-03,207
2016-02-04,200
2016-02-05,203
2016-02-06,206
2016-02-07,208
2016-02-08,208
2016-02-09,208
2016-02-10,213
2016-02-11,218
2016-02-12,225
2016-02-13,236
2016-02-14,239
2016-02-15,232
2016-02-16,220
2016-02-17,212
2016-02-18,207
2016-02-19,212
2016-02-20,212
2016-02-21,214
2016-02-22,207
2016-02-23,206
2016-02-24,199
2016-02-25,200
2016-02-26,205
2016-02-27,204
2016-02-28,202
2016-02-29,202
2016-03-01,194
2016-03-02,188
2016-03-03,185
2016-03-04,185
2016-03-05,188
2016-03-06,187
2016-03-07,184
2016-03-08,182
2016-03-09,185
2016-03-10,187
2016-03-11,188
2016-03-12,189
2016-03-13,187
2016-03-14,189
2016-03-15,186
2016-03-16,188
2016-03-17,191
2016-03-18,190
2016-03-19,189
2016-03-20,188
2016-03-21,193
2016-03-22,192
2016-03-23,193
2016-03-24,197
2016-03-25,198
2016-03-26,198
2016-03-27,195
2016-03-28,193
2016-03-29,190
2016-03-30,183
2016-03-31,183
2016-04-01,183
2016-04-02,185
2016-04-03,185
2016-04-04,186
2016-04-05,186
2016-04-06,187
2016-04-07,187
2016-04-08,193
2016-04-09,197
2016-04-10,195
2016-04-11,188
2016-04-12,189
2016-04-13,190
2016-04-14,191
2016-04-15,192
2016-04-16,195
2016-04-17,195
2016-04-18,198
2016-04-19,198
2016-04-20,198
2016-04-21,202
2016-04-22,198
2016-04-23,200
2016-04-24,200
2016-04-25,200
2016-04-26,197
2016-04-27,193
2016-04-28,190
2016-04-29,188
2016-04-30,185
2016-05-01,181
2016-05-02,179
2016-05-03,179
2016-05-04,175
2016-05-05,174
2016-05-06,174
2016-05-07,175
2016-05-08,170
2016-05-09,170
2016-05-10,170
2016-05-11,167
2016-05-12,167
2016-05-13,165
2016-05-14,164
2016-05-15,161
2016-05-16,158
2016-05-17,156
2016-05-18,154
2016-05-19,157
2016-05-22,163
2016-05-23,165
2016-05-24,165
2016-05-25,161
2016-05-26,158
2016-05-27,160
2016-05-28,164
2016-05-29,169
2016-05-30,171
2016-05-31,176
2016-06-01,175
2016-06-02,172
2016-06-03,169
2016-06-04,169
2016-06-05,175
2016-06-06,177
2016-06-07,175
2016-06-08,177
2016-06-09,178
2016-06-10,186
2016-06-11,194
2016-06-12,198
2016-06-13,198
2016-06-14,200
2016-06-15,198
2016-06-16,204
2016-06-17,214
2016-06-18,216
2016-06-19,224
2016-06-20,230
2016-06-21,235
2016-06-22,241
2016-06-23,251
2016-06-24,264
2016-06-25,277
2016-06-26,282
2016-06-27,271
2016-06-28,257
2016-06-29,252
2016-06-30,257
2016-07-01,267
2016-07-02,273
2016-07-03,263
2016-07-04,250
2016-07-05,237
2016-07-06,225
2016-07-07,215
2016-07-08,211
2016-07-09,208
2016-07-10,204
2016-07-11,197
2016-07-12,193
2016-07-13,188
2016-07-14,189
2016-07-15,196
2016-07-16,201
2016-07-17,204
2016-07-18,209
2016-07-23,218
2016-07-24,222
2016-07-25,225
2016-07-26,231
2016-07-27,236
2016-07-28,245
2016-07-29,255
2016-07-30,245
2016-07-31,232
2016-08-01,221
2016-08-02,211
2016-08-03,200
2016-08-04,191
2016-08-05,186
2016-08-06,187
2016-08-07,190
2016-08-08,191
2016-08-09,192
2016-08-10,190
2016-08-11,184
2016-08-12,185
2016-08-13,186
2016-08-14,182
2016-08-15,177
2016-08-16,175
2016-08-17,172
2016-08-18,169
2016-08-19,168
2016-08-20,168
2016-08-21,165
2016-08-22,162
2016-08-23,163
2016-08-24,160
2016-08-25,164
2016-08-26,164
2016-08-28,161
2016-08-31,162
2016-09-01,169
2016-09-02,169
2016-09-03,172
2016-09-04,173
2016-09-05,168
2016-09-06,168
2016-09-07,166
2016-09-08,173
2016-09-09,180
2016-09-10,188
2016-09-11,182
2016-09-12,177
2016-09-13,177
2016-09-14,174
2016-09-15,172
2016-09-16,174
2016-09-17,178
2016-09-18,176
2016-09-19,169
2016-09-20,163
2016-09-21,161
2016-09-22,165
2016-09-23,165
2016-09-24,160
2016-09-25,155
2016-09-26,151
2016-09-27,150
2016-09-28,150
2016-09-29,149
2016-09-30,150
2016-10-01,149
2016-10-02,152
2016-10-03,148
2016-10-04,141
2016-10-05,135
2016-10-06,133
2016-10-07,133
2016-10-08,134
2016-10-09,133
2016-10-10,133
2016-10-11,132
2016-10-12,131
2016-10-13,131
2016-10-14,132
2016-10-15,134
2016-10-16,133
2016-10-17,131
2016-10-18,133
2016-10-19,134
2016-10-20,134
2016-10-21,135
2016-10-22,139
2016-10-23,138
2016-10-24,136
2016-10-25,139
2016-10-26,140
2016-10-27,143
2016-10-28,141
2016-10-29,142
2016-10-30,142
2016-10-31,147
2016-11-01,154
2016-11-02,156
2016-11-03,156
2016-11-04,158
2016-11-05,153
2016-11-06,154
2016-11-07,153
2016-11-08,154
2016-11-09,152
2016-11-10,149
2016-11-11,148
2016-11-12,150
2016-11-13,150
2016-11-14,151
2016-12-07,190
2016-12-08,189
2016-12-09,189
2016-12-10,189
2016-12-11,188
2016-12-12,185
2016-12-13,184
2016-12-14,183
2016-12-15,182
2016-12-16,185
2016-12-17,188
2016-12-18,186
2016-12-19,187
2016-12-20,188
2016-12-21,192
2016-12-22,192
2016-12-23,194
2016-12-24,195
2016-12-25,202
2016-12-26,201
2016-12-27,199
2016-12-28,201
2016-12-29,199
2016-12-30,199
2016-12-31,203
2017-01-01,204
2017-01-02,200
2017-01-03,196
2017-01-04,187
2017-01-05,177
2017-01-06,168
2017-01-07,161
2017-01-08,158
2017-01-09,157
2017-01-10,158
2017-01-11,163
2017-01-12,168
2017-01-13,168
2017-01-14,167
2017-01-15,164
2017-01-16,161
2017-01-17,160
2017-01-18,159
2017-01-19,158
2017-01-20,157
2017-01-21,156
2017-01-22,152
2017-01-27,150
2017-01-28,149
2017-01-29,147
2017-01-30,146
2017-01-31,147
2017-02-01,149
2017-02-02,152
2017-02-03,154
2017-02-04,156
2017-02-05,156
2017-02-06,158
2017-02-07,160
2017-02-08,164
2017-02-09,166
2017-02-10,173
2017-02-11,180
2017-02-12,179
2017-02-13,180
2017-02-14,187
2017-02-15,193
2017-02-16,195
2017-02-18,197
2017-02-19,197
2017-02-20,202
2017-02-21,203
2017-02-22,206
2017-02-23,208
2017-02-24,204
2017-02-25,202
2017-02-26,206
2017-02-27,209
2017-02-28,214
2017-03-01,218
2017-03-02,229
2017-03-03,239
2017-03-04,251
2017-03-05,264
2017-03-06,277
2017-03-07,280
2017-03-08,272
2017-03-09,278
2017-03-10,273
2017-03-11,263
2017-03-12,252
2017-03-13,244
2017-03-14,235
2017-03-15,226
2017-03-16,224
2017-03-17,228
2017-03-18,228
2017-03-19,230
2017-03-20,227
2017-03-21,226
2017-03-22,228
2017-03-23,237
2017-03-24,243
2017-03-25,247
2017-03-26,249
2017-03-27,243
2017-03-28,241
2017-03-29,238
2017-03-30,238
2017-03-31,244
2017-04-01,246
2017-04-02,247
2017-04-03,257
2017-04-04,262
2017-04-12,276
2017-04-13,284
2017-04-14,293
2017-04-15,304
2017-04-16,308
2017-04-17,304
2017-04-18,297
2017-04-19,298
2017-04-20,306
2017-04-21,313
2017-04-22,309
2017-04-23,304
2017-04-24,295
2017-04-25,288
2017-04-26,283
2017-04-27,281
2017-04-28,283
2017-04-29,280
2017-04-30,268
2017-05-01,256
2017-05-02,245
2017-05-03,236
2017-05-04,238
2017-05-05,239
2017-05-06,239
2017-05-07,238
2017-05-08,235
2017-05-09,236
2017-05-10,242
2017-05-11,243
2017-05-12,245
2017-05-13,252
2017-05-14,253
2017-05-15,258
2017-05-16,256
2017-05-17,258
2017-05-18,264
2017-05-19,270
2017-05-20,274
2017-05-21,270
2017-05-22,267
2017-05-23,267
2017-05-24,273
2017-05-25,268
2017-05-26,264
2017-05-27,264
2017-05-28,266
2017-05-29,272
2017-05-30,275
2017-05-31,273
2017-06-01,270
2017-06-02,268
2017-06-03,266
2017-06-06,259
2017-06-07,255
2017-06-08,257
2017-06-09,253
2017-06-10,250
2017-06-11,239
2017-06-12,231
2017-06-13,227
2017-06-14,230
2017-06-15,230
2017-06-16,228
2017-06-17,227
2017-06-18,224
2017-06-19,221
2017-06-20,220
2017-06-21,219
2017-06-22,216
2017-06-23,214
2017-06-24,213
2017-06-25,207
2017-06-26,204
2017-06-27,202
2017-06-28,205
2017-06-29,206
2017-06-30,208
2017-07-01,207
2017-07-02,206
2017-07-03,202
2017-07-04,197
2017-07-05,196
2017-07-06,192
2017-07-07,192
2017-07-08,190
2017-07-13,171
2017-07-14,172
2017-07-15,177
2017-07-16,185
2017-07-17,187
2017-07-18,191
2017-07-19,191
2017-07-20,190
2017-07-21,195
2017-07-22,201
2017-07-23,200
2017-07-24,199
2017-07-25,199
2017-07-26,199
2017-07-27,199
2017-07-28,199
2017-07-29,197
2017-07-30,196
2017-07-31,193
2017-08-01,192
2017-08-02,191
2017-08-03,189
2017-08-04,190
2017-08-05,189
2017-08-06,187
2017-08-09,179
2017-08-10,178
2017-08-11,177
2017-08-12,175
2017-08-13,171
2017-08-14,167
2017-08-15,164
2017-08-17,159
2017-08-18,159
2017-08-19,158
2017-08-20,158
2017-08-21,160
2017-08-22,164
2017-08-23,167
2017-08-24,167
2017-08-25,166
2017-08-26,169
2017-08-27,174
2017-08-28,176
2017-08-29,175
2017-08-30,173
2017-08-31,174
2017-09-01,174
2017-09-02,175
2017-09-03,175
2017-09-04,175
2017-09-05,175
2017-09-06,174
2017-09-07,173
2017-09-08,174
2017-09-09,174
2017-09-10,173
2017-09-11,172
2017-09-12,171
2017-09-13,169
2017-09-14,167
2017-09-15,165
2017-09-16,164
2017-09-17,163
2017-09-19,163
2017-09-20,164
2017-09-21,166
2017-09-22,167
2017-09-23,168
2017-09-24,169
2017-09-25,171
2017-09-26,173
2017-09-27,175
2017-09-28,173
2017-09-29,170
2017-09-30,165
2017-10-01,160
2017-10-02,154
2017-10-03,148
2017-10-04,144
2017-10-05,143
2017-10-06,144
2017-10-07,143
2017-10-08,144
2017-10-09,143
2017-10-10,144
2017-10-11,144
2017-10-12,144
2017-10-13,143
2017-10-14,140
2017-10-15,137
2017-10-16,134
2017-10-17,131
2017-10-18,130
2017-10-19,128
2017-10-20,127
2017-10-21,127
2017-10-22,125
2017-10-23,124
2017-10-24,122
2017-10-25,124
2017-10-26,126
2017-10-27,128
2017-10-28,123
2017-10-29,122
2017-10-30,121
2017-10-31,121
2017-11-01,120
2017-11-02,119
2017-11-03,117
2017-11-04,114
2017-11-05,112
2017-11-06,109
2017-11-07,107
2017-11-08,106
2017-11-09,107
2017-11-10,109
2017-11-11,109
2017-11-12,106
2017-11-13,106
2017-11-14,106
2017-11-15,106
2017-11-16,107
2017-11-17,110
2017-11-18,115
2017-11-19,115
2017-11-20,114
2017-11-21,114
2017-11-22,115
2017-11-23,118
2017-11-24,120
2017-11-25,119
2017-11-26,121
2017-11-27,122
2017-11-28,126
2017-11-29,130
2017-11-30,134
2017-12-01,132
2017-12-02,130
2017-12-03,127
2017-12-04,126
2017-12-05,126
2017-12-06,127
2017-12-07,130
2017-12-08,130
2017-12-09,130
2017-12-10,130
2017-12-11,129
2017-12-12,128
2017-12-14,127
2017-12-15,128
2017-12-16,127
2017-12-17,126
2017-12-18,124
2017-12-19,122
2017-12-20,121
2017-12-21,121
2017-12-22,122
2017-12-23,123
2017-12-24,123
2017-12-25,122
2017-12-26,120
2017-12-27,118
2017-12-28,116
2017-12-29,116
2017-12-30,116
2017-12-31,114
2018-01-01,111
2018-01-02,107
2018-01-03,107
2018-01-04,107
2018-01-05,106
2018-01-06,105
2018-01-07,104
2018-01-08,106
2018-01-09,107
2018-01-10,107
2018-01-11,106
2018-01-12,105
2018-01-13,104
2018-01-14,102
2018-01-15,101
2018-01-16,101
2018-01-17,102
2018-01-18,103
2018-01-19,102
2018-01-20,103
2018-01-21,103
2018-01-22,103
2018-01-23,103
2018-01-25,103
2018-01-26,104
2018-01-27,104
2018-01-28,104
2018-01-29,104
2018-01-31,106
2018-02-01,108
2018-02-02,110
2018-02-03,109
2018-02-04,107
2018-02-05,103
2018-02-06,100
2018-02-07,103
2018-02-08,104
2018-02-09,105
2018-02-10,106
2018-02-11,105
2018-02-12,106
2018-02-13,107
2018-02-14,107
2018-02-15,108
2018-02-16,108
2018-02-17,108
2018-02-18,109
2018-02-19,110
2018-02-20,113
2018-02-21,116
2018-02-22,119
2018-02-23,121
2018-02-24,122
2018-02-25,120
2018-02-26,120
2018-02-27,119
2018-02-28,118
2018-03-01,118
2018-03-02,117
2018-03-03,115
2018-03-04,113
2018-03-05,112
2018-03-06,113
2018-03-07,113
2018-03-08,115
2018-03-09,116
2018-03-10,118
2018-03-11,119
2018-03-12,120
2018-03-13,120
2018-03-14,122
2018-03-15,123
2018-03-16,123
2018-03-17,124
2018-03-18,122
2018-03-19,120
2018-03-20,122
2018-03-21,123
2018-03-23,131
2018-03-24,135
2018-03-25,138
2018-03-26,140
2018-03-27,143
2018-03-28,145
2018-03-29,146
2018-03-30,150
2018-03-31,153
2018-04-01,155
2018-04-02,158
2018-04-03,156
2018-04-04,158
2018-04-05,158
2018-04-06,157
2018-04-07,156
2018-04-08,155
2018-04-09,153
2018-04-10,151
2018-04-11,149
2018-04-12,145
2018-04-13,144
2018-04-14,144
2018-04-15,143
2018-04-16,141
2018-04-17,141
2018-04-18,140
2018-04-19,140
2018-04-20,143
2018-04-21,144
2018-04-22,140
2018-04-23,141
2018-04-24,140
2018-04-25,142
2018-04-26,141
2018-04-27,144
2018-04-28,146
2018-04-29,147
2018-04-30,145
2018-05-01,142
2018-05-04,134
2018-05-05,134
2018-05-06,132
2018-05-08,129
2018-05-09,129
2018-05-10,128
2018-05-11,127
2018-05-12,124
2018-05-13,125
2018-05-14,126
2018-05-15,126
2018-05-16,126
2018-05-17,126
2018-05-18,126
2018-05-19,125
2018-05-20,125
2018-05-21,125
2018-05-22,126
2018-05-23,127
2018-05-24,129
2018-05-25,130
2018-05-26,130
2018-05-27,130
2018-05-28,132
2018-05-29,134
2018-05-30,134
2018-05-31,136
2018-06-01,136
2018-06-02,137
2018-06-03,138
2018-06-04,139
2018-06-05,142
2018-06-06,144
2018-06-07,143
2018-06-08,141
2018-06-09,140
2018-06-10,139
2018-06-11,138
2018-06-12,137
2018-06-13,137
2018-06-14,139
2018-06-15,141
2018-06-16,141
2018-06-17,141
2018-06-18,142
2018-06-19,143
2018-06-20,141
2018-06-21,142
2018-06-22,141
2018-06-23,138
2018-06-24,136
2018-06-25,138
2018-06-26,142
2018-06-27,143
2018-06-28,145
2018-06-29,150
2018-06-30,151
2018-07-01,157
2018-07-02,164
2018-07-03,171
2018-07-04,175
2018-07-05,179
2018-07-06,176
2018-07-07,173
2018-07-08,172
2018-07-09,171
2018-07-10,171
2018-07-11,172
2018-07-12,173
2018-07-13,174
2018-07-14,175
2018-07-15,174
2018-07-16,176
2018-07-17,176
2018-07-18,177
2018-07-19,174
2018-07-20,173
2018-07-21,172
2018-07-22,168
2018-07-23,168
2018-07-24,170
2018-07-25,171
2018-07-26,171
2018-07-27,171
2018-07-28,170
2018-07-29,170
2018-07-30,170
2018-07-31,168
2018-08-01,167
2018-08-02,166
2018-08-03,164
2018-08-04,161
2018-08-05,158
2018-08-06,156
2018-08-07,155
2018-08-08,155
2018-08-09,157
2018-08-10,160
2018-08-11,162
2018-08-12,163
2018-08-14,165
2018-08-16,166
2018-08-17,167
2018-08-18,169
2018-08-19,171
2018-08-20,178
2018-08-21,186
2018-08-22,195
2018-08-23,191
2018-08-24,194
2018-08-25,200
2018-08-26,206
2018-08-27,208
2018-08-28,210
2018-08-29,210
2018-08-30,212
2018-08-31,217
2018-09-01,225
2018-09-02,234
2018-09-03,236
2018-09-04,236
2018-09-05,233
2018-09-06,229
2018-09-07,224
2018-09-08,223
2018-09-09,221
2018-09-10,219
2018-09-11,221
2018-09-12,225
2018-09-13,233
2018-09-14,240
2018-09-15,235
2018-09-16,233
2018-09-17,234
2018-09-18,235
2018-09-19,240
2018-09-20,246
2018-09-21,258
2018-09-22,259
2018-09-23,256
2018-09-24,254
2018-09-25,250
2018-09-26,246
2018-09-27,244
2018-09-28,240
2018-09-29,235
2018-09-30,233
2018-10-02,229
2018-10-03,227
2018-10-04,228
2018-10-05,230
2018-10-06,230
2018-10-07,230
2018-10-08,230
2018-10-09,230
2018-10-10,229
2018-10-11,229
2018-10-12,232
2018-10-13,231
2018-10-14,229
2018-10-15,228
2018-10-16,227
2018-10-17,224
2018-10-18,222
2018-10-19,221
2018-10-20,221
2018-10-21,219
2018-10-22,218
2018-10-23,216
2018-10-24,214
2018-10-25,212
2018-10-26,210
2018-10-27,208
2018-10-28,206
2018-10-29,204
2018-10-30,208
2018-10-31,215
2018-11-01,223
2018-11-03,232
2018-11-04,234
2018-11-05,235
2018-11-06,238
2018-11-07,238
2018-11-08,239
2018-11-09,237
2018-11-10,235
2018-11-11,232
2018-11-12,228
2018-11-13,224
2018-11-14,221
2018-11-15,218
2018-11-16,215
2018-11-17,213
2018-11-18,212
2018-11-19,213
2018-11-20,207
2018-11-21,203
2018-11-22,199
2018-11-23,196
2018-11-24,194
2018-11-25,193
2018-11-26,191
2018-11-27,189
2018-11-28,187
2018-11-29,186
2018-12-01,184
2018-12-02,185
2018-12-03,187
2018-12-04,189
2018-12-05,192
2018-12-07,193
2018-12-09,189
2018-12-10,187
2018-12-11,186
2018-12-12,186
2018-12-13,185
2018-12-14,185
2018-12-15,186
2018-12-16,186
2018-12-17,186
2018-12-18,185
2018-12-19,185
2018-12-20,184
2018-12-21,184
2018-12-22,183
2018-12-23,182
2018-12-24,180
2018-12-25,180
2018-12-26,179
2018-12-27,178
2018-12-28,176
2018-12-29,174
2018-12-30,172
2018-12-31,170
2019-01-01,169
2019-01-02,168
2019-01-03,167
2019-01-04,168
2019-01-05,169
2019-01-06,170
2019-01-08,168
2019-01-10,165
2019-01-11,163
2019-01-12,163
2019-01-13,164
2019-01-14,167
2019-01-15,170
2019-01-16,169
2019-01-17,168
2019-01-18,167
2019-01-19,166
2019-01-20,166
2019-01-21,166
2019-01-22,168
2019-01-23,168
2019-01-24,167
2019-01-25,166
2019-01-26,167
2019-01-27,166
2019-01-28,166
2019-01-29,169
2019-01-30,174
2019-01-31,175
2019-02-01,177
2019-02-02,179
2019-02-03,183
2019-02-04,183
2019-02-05,184
2019-02-06,183
2019-02-07,182
2019-02-08,180
2019-02-09,177
2019-02-10,174
2019-02-11,175
2019-02-12,175
2019-02-13,173
2019-02-14,173
2019-02-15,172
2019-02-16,170
2019-02-17,169
2019-02-18,167
2019-02-19,165
2019-02-20,163
2019-02-21,161
2019-02-22,159
2019-02-23,158
2019-02-24,156
2019-02-25,155
2019-02-26,154
2019-02-27,157
2019-02-28,163
2019-03-01,167
2019-03-02,167
2019-03-03,165
2019-03-04,163
2019-03-05,161
2019-03-06,158
2019-03-07,153
2019-03-08,147
2019-03-09,142
2019-03-10,138
2019-03-11,136
2019-03-12,134
2019-03-13,132
2019-03-14,131
2019-03-15,132
2019-03-16,132
2019-03-17,132
2019-03-18,134
2019-03-19,138
2019-03-20,137
2019-03-21,139
2019-03-22,140
2019-03-23,138
2019-03-24,133
2019-03-25,132
2019-03-26,130
2019-03-27,128
2019-03-28,125
2019-03-29,123
2019-03-30,121
2019-03-31,119
2019-04-01,115
2019-04-02,113
2019-04-03,111
2019-04-04,109
2019-04-05,108
2019-04-06,108
2019-04-07,111
2019-04-08,114
2019-04-09,117
2019-04-10,118
2019-04-11,116
2019-04-12,113
2019-04-13,112
2019-04-14,113
2019-04-15,111
2019-04-16,106
2019-04-17,104
2019-04-18,102
2019-04-19,103
2019-04-20,103
2019-04-21,103
2019-04-22,103
2019-04-23,105
2019-04-24,106
2019-04-25,104
2019-04-26,104
2019-04-27,104
2019-04-28,104
2019-04-29,103
2019-04-30,103
2019-05-01,102
2019-05-02,102
2019-05-03,104
2019-05-04,104
2019-05-05,103
2019-05-06,102
2019-05-07,102
2019-05-08,103
2019-05-09,103
2019-05-10,103
2019-05-11,103
2019-05-12,103
2019-05-13,103
2019-05-14,103
2019-05-15,103
2019-05-16,103
2019-05-17,106
2019-05-18,107
2019-05-19,106
2019-05-20,107
2019-05-21,107
2019-05-22,105
2019-05-23,105
2019-05-24,106
2019-05-25,108
2019-05-26,107
2019-05-27,108
2019-05-28,108
2019-05-29,107
2019-05-30,106
2019-05-31,106
2019-06-01,105
2019-06-02,104
2019-06-03,105
2019-06-04,105
2019-06-05,106
2019-06-06,107
2019-06-07,108
2019-06-08,110
2019-06-09,110
2019-06-10,109
2019-06-11,109
2019-06-12,107
2019-06-13,106
2019-06-14,107
2019-06-15,109
2019-06-16,109
2019-06-17,109
2019-06-18,109
2019-06-19,110
2019-06-20,110
2019-06-21,111
2019-06-22,111
2019-06-23,110
2019-06-24,110
2019-06-25,111
2019-06-26,112
2019-06-27,112
2019-06-28,113
2019-06-29,111
2019-06-30,110
2019-07-01,108
2019-07-02,107
2019-07-03,107
2019-07-04,107
2019-07-05,108
2019-07-06,108
2019-07-07,107
2019-07-08,107
2019-07-09,107
2019-07-10,108
2019-07-11,108
2019-07-12,108
2019-07-13,108
2019-07-14,108
2019-07-15,108
2019-07-16,108
2019-07-17,109
2019-07-18,110
2019-07-19,110
2019-07-20,110
2019-07-21,111
2019-07-22,109
2019-07-23,108
2019-07-24,107
2019-07-25,107
2019-07-26,108
2019-07-27,108
2019-07-28,109
2019-07-29,109
2019-07-30,109
2019-07-31,109
2019-08-01,109
2019-08-02,109
2019-08-03,110
2019-08-04,110
2019-08-05,110
2019-08-06,110
2019-08-07,109
2019-08-08,108
2019-08-09,109
2019-08-10,109
2019-08-11,108
2019-08-12,107
2019-08-13,106
2019-08-14,107
2019-08-15,107
2019-08-16,110
2019-08-17,110
2019-08-18,109
2019-08-19,111
2019-08-20,113
2019-08-21,114
2019-08-22,115
2019-08-23,117
2019-08-24,120
2019-08-24,120
2019-08-25,121
2019-08-25,121
2019-08-26,123
2019-08-26,123
2019-08-27,123
2019-08-27,123
2019-08-28,125
2019-08-29,126
2019-08-30,127
2019-08-31,123
2019-09-01,119
2019-09-02,117
2019-09-03,118
2019-09-04,120
2019-09-05,122
