date_obj,Lobster%20pot price
2016-01-09,308
2016-01-10,303
2016-01-11,302
2016-01-12,298
2016-01-13,297
2016-01-14,294
2016-01-15,296
2016-01-16,296
2016-01-17,291
2016-01-18,287
2016-01-19,302
2016-01-20,316
2016-01-21,300
2016-01-22,299
2016-01-23,289
2016-01-24,304
2016-01-25,320
2016-01-26,333
2016-01-27,350
2016-01-28,350
2016-01-29,347
2016-01-30,347
2016-01-31,332
2016-02-01,322
2016-02-02,312
2016-02-03,309
2016-02-04,306
2016-02-05,296
2016-02-06,284
2016-02-07,269
2016-02-08,255
2016-02-09,242
2016-02-10,229
2016-02-11,217
2016-02-12,206
2016-02-13,197
2016-02-14,197
2016-02-15,191
2016-02-16,187
2016-02-17,186
2016-02-18,184
2016-02-19,184
2016-02-20,188
2016-02-21,194
2016-02-22,194
2016-02-23,204
2016-02-24,214
2016-02-25,216
2016-02-26,205
2016-02-27,208
2016-02-28,218
2016-02-29,226
2016-03-01,235
2016-03-02,244
2016-03-03,254
2016-03-04,262
2016-03-05,274
2016-03-06,287
2016-03-07,289
2016-03-08,295
2016-03-09,284
2016-03-10,296
2016-03-11,292
2016-03-12,298
2016-03-13,301
2016-03-14,291
2016-03-15,287
2016-03-16,285
2016-03-17,291
2016-03-18,294
2016-03-19,306
2016-03-20,307
2016-03-21,321
2016-03-22,334
2016-03-23,336
2016-03-24,340
2016-03-25,343
2016-03-26,337
2016-03-27,345
2016-03-28,349
2016-03-29,331
2016-03-30,331
2016-03-31,314
2016-04-01,298
2016-04-02,283
2016-04-03,268
2016-04-04,254
2016-04-05,244
2016-04-06,240
2016-04-07,234
2016-04-08,232
2016-04-09,220
2016-04-10,209
2016-04-11,209
2016-04-12,199
2016-04-13,189
2016-04-14,184
2016-04-15,174
2016-04-16,165
2016-04-17,156
2016-04-18,148
2016-04-19,140
2016-04-20,133
2016-04-21,126
2016-04-22,119
2016-04-23,113
2016-04-24,107
2016-04-25,101
2016-04-26,95
2016-04-27,90
2016-04-28,85
2016-04-29,80
2016-04-30,76
2016-05-01,72
2016-05-02,68
2016-05-03,68
2016-05-04,67
2016-05-05,67
2016-05-06,68
2016-05-07,68
2016-05-08,68
2016-05-09,68
2016-05-10,67
2016-05-11,67
2016-05-12,67
2016-05-13,67
2016-05-14,69
2016-05-15,72
2016-05-16,76
2016-05-17,80
2016-05-18,84
2016-05-19,89
2016-05-22,100
2016-05-23,105
2016-05-24,111
2016-05-25,117
2016-05-26,122
2016-05-27,129
2016-05-28,136
2016-05-29,143
2016-05-30,151
2016-05-31,157
2016-06-01,162
2016-06-02,171
2016-06-03,175
2016-06-04,176
2016-06-05,175
2016-06-06,171
2016-06-07,170
2016-06-08,170
2016-06-09,178
2016-06-10,183
2016-06-11,176
2016-06-12,168
2016-06-13,162
2016-06-14,168
2016-06-15,166
2016-06-16,172
2016-06-17,172
2016-06-18,163
2016-06-19,154
2016-06-20,146
2016-06-21,138
2016-06-22,131
2016-06-23,124
2016-06-24,117
2016-06-25,113
2016-06-26,111
2016-06-27,111
2016-06-28,107
2016-06-29,101
2016-06-30,100
2016-07-01,99
2016-07-02,100
2016-07-03,100
2016-07-04,98
2016-07-05,102
2016-07-06,106
2016-07-07,112
2016-07-08,118
2016-07-09,123
2016-07-10,130
2016-07-11,136
2016-07-12,143
2016-07-13,148
2016-07-14,148
2016-07-15,152
2016-07-16,158
2016-07-17,161
2016-07-18,168
2016-07-23,156
2016-07-24,149
2016-07-25,141
2016-07-26,133
2016-07-27,126
2016-07-28,119
2016-07-29,113
2016-07-30,109
2016-07-31,109
2016-08-01,108
2016-08-02,109
2016-08-03,109
2016-08-04,110
2016-08-05,110
2016-08-06,109
2016-08-07,110
2016-08-08,110
2016-08-09,110
2016-08-10,109
2016-08-11,109
2016-08-12,109
2016-08-13,110
2016-08-14,109
2016-08-15,111
2016-08-16,117
2016-08-17,120
2016-08-18,121
2016-08-19,128
2016-08-20,124
2016-08-21,131
2016-08-22,129
2016-08-23,123
2016-08-24,117
2016-08-25,116
2016-08-26,116
2016-08-28,113
2016-08-31,108
2016-09-01,106
2016-09-02,106
2016-09-03,103
2016-09-04,103
2016-09-05,97
2016-09-06,92
2016-09-07,95
2016-09-08,99
2016-09-09,103
2016-09-10,101
2016-09-11,102
2016-09-12,102
2016-09-13,105
2016-09-14,105
2016-09-15,108
2016-09-16,108
2016-09-17,110
2016-09-18,104
2016-09-19,98
2016-09-20,98
2016-09-21,96
2016-09-22,93
2016-09-23,88
2016-09-24,88
2016-09-25,83
2016-09-26,83
2016-09-27,83
2016-09-28,86
2016-09-29,91
2016-09-30,96
2016-10-01,101
2016-10-02,101
2016-10-03,107
2016-10-04,113
2016-10-05,118
2016-10-06,123
2016-10-07,130
2016-10-08,137
2016-10-09,144
2016-10-10,141
2016-10-11,149
2016-10-12,152
2016-10-13,144
2016-10-14,144
2016-10-15,152
2016-10-16,160
2016-10-17,166
2016-10-18,175
2016-10-19,182
2016-10-20,191
2016-10-21,189
2016-10-22,197
2016-10-23,196
2016-10-24,186
2016-10-25,176
2016-10-26,168
2016-10-27,159
2016-10-28,153
2016-10-29,157
2016-10-30,158
2016-10-31,162
2016-11-01,162
2016-11-02,159
2016-11-03,159
2016-11-04,151
2016-11-05,151
2016-11-06,143
2016-11-07,135
2016-11-08,135
2016-11-09,140
2016-11-10,138
2016-11-11,143
2016-11-12,146
2016-11-13,153
2016-11-14,149
2016-12-07,134
2016-12-08,135
2016-12-09,128
2016-12-10,121
2016-12-11,128
2016-12-12,123
2016-12-13,122
2016-12-14,124
2016-12-15,124
2016-12-16,128
2016-12-17,122
2016-12-18,115
2016-12-19,109
2016-12-20,103
2016-12-21,97
2016-12-22,98
2016-12-23,95
2016-12-24,90
2016-12-25,88
2016-12-26,91
2016-12-27,95
2016-12-28,96
2016-12-29,97
2016-12-30,102
2016-12-31,107
2017-01-01,112
2017-01-02,111
2017-01-03,116
2017-01-04,119
2017-01-05,117
2017-01-06,122
2017-01-07,128
2017-01-08,123
2017-01-09,118
2017-01-10,119
2017-01-11,121
2017-01-12,118
2017-01-13,112
2017-01-14,106
2017-01-15,100
2017-01-16,95
2017-01-17,99
2017-01-18,103
2017-01-19,109
2017-01-20,115
2017-01-21,120
2017-01-22,126
2017-01-27,129
2017-01-28,134
2017-01-29,140
2017-01-30,147
2017-01-31,155
2017-02-01,163
2017-02-02,171
2017-02-03,180
2017-02-04,189
2017-02-05,194
2017-02-06,204
2017-02-07,209
2017-02-08,208
2017-02-09,208
2017-02-10,197
2017-02-11,187
2017-02-12,177
2017-02-13,168
2017-02-14,159
2017-02-15,151
2017-02-16,143
2017-02-18,135
2017-02-19,129
2017-02-20,134
2017-02-21,141
2017-02-22,146
2017-02-23,152
2017-02-24,154
2017-02-25,157
2017-02-26,163
2017-02-27,168
2017-02-28,173
2017-03-01,169
2017-03-02,167
2017-03-03,173
2017-03-04,178
2017-03-05,176
2017-03-06,170
2017-03-07,161
2017-03-08,159
2017-03-09,159
2017-03-10,161
2017-03-11,166
2017-03-12,170
2017-03-13,167
2017-03-14,172
2017-03-15,176
2017-03-16,181
2017-03-17,188
2017-03-18,193
2017-03-19,197
2017-03-20,199
2017-03-21,209
2017-03-22,216
2017-03-23,226
2017-03-24,230
2017-03-25,230
2017-03-26,224
2017-03-27,214
2017-03-28,209
2017-03-29,206
2017-03-30,211
2017-03-31,219
2017-04-01,227
2017-04-02,223
2017-04-03,211
2017-04-04,200
2017-04-12,224
2017-04-13,234
2017-04-14,233
2017-04-15,242
2017-04-16,247
2017-04-17,242
2017-04-18,238
2017-04-19,238
2017-04-20,240
2017-04-21,248
2017-04-22,248
2017-04-23,235
2017-04-24,234
2017-04-25,230
2017-04-26,230
2017-04-27,236
2017-04-28,242
2017-04-29,247
2017-04-30,247
2017-05-01,244
2017-05-02,246
2017-05-03,247
2017-05-04,249
2017-05-05,248
2017-05-06,243
2017-05-07,248
2017-05-08,250
2017-05-09,247
2017-05-10,247
2017-05-11,243
2017-05-12,230
2017-05-13,218
2017-05-14,207
2017-05-15,196
2017-05-16,186
2017-05-17,176
2017-05-18,167
2017-05-19,158
2017-05-20,150
2017-05-21,150
2017-05-22,142
2017-05-23,134
2017-05-24,135
2017-05-25,141
2017-05-26,144
2017-05-27,150
2017-05-28,149
2017-05-29,143
2017-05-30,135
2017-05-31,134
2017-06-01,132
2017-06-02,133
2017-06-03,132
2017-06-06,130
2017-06-07,136
2017-06-08,143
2017-06-09,140
2017-06-10,139
2017-06-11,144
2017-06-12,152
2017-06-13,160
2017-06-14,167
2017-06-15,175
2017-06-16,184
2017-06-17,192
2017-06-18,201
2017-06-19,201
2017-06-20,196
2017-06-21,204
2017-06-22,211
2017-06-23,215
2017-06-24,222
2017-06-25,226
2017-06-26,226
2017-06-27,230
2017-06-28,235
2017-06-29,238
2017-06-30,235
2017-07-01,235
2017-07-02,237
2017-07-03,242
2017-07-04,253
2017-07-05,253
2017-07-06,263
2017-07-07,263
2017-07-08,273
2017-07-13,298
2017-07-14,295
2017-07-15,291
2017-07-16,292
2017-07-17,292
2017-07-18,277
2017-07-19,268
2017-07-20,265
2017-07-21,272
2017-07-22,285
2017-07-23,296
2017-07-24,298
2017-07-25,302
2017-07-26,308
2017-07-27,322
2017-07-28,310
2017-07-29,294
2017-07-30,279
2017-07-31,279
2017-08-01,277
2017-08-02,268
2017-08-03,276
2017-08-04,273
2017-08-05,261
2017-08-06,247
2017-08-09,246
2017-08-10,235
2017-08-11,223
2017-08-12,211
2017-08-13,200
2017-08-14,199
2017-08-15,196
2017-08-17,190
2017-08-18,190
2017-08-19,189
2017-08-20,189
2017-08-21,186
2017-08-22,182
2017-08-23,175
2017-08-24,171
2017-08-25,166
2017-08-26,160
2017-08-27,155
2017-08-28,152
2017-08-29,157
2017-08-30,152
2017-08-31,144
2017-09-01,136
2017-09-02,130
2017-09-03,128
2017-09-04,127
2017-09-05,123
2017-09-06,120
2017-09-07,122
2017-09-08,128
2017-09-09,133
2017-09-10,138
2017-09-11,145
2017-09-12,150
2017-09-13,156
2017-09-14,158
2017-09-15,158
2017-09-16,163
2017-09-17,166
2017-09-19,172
2017-09-20,170
2017-09-21,172
2017-09-22,172
2017-09-23,174
2017-09-24,180
2017-09-25,188
2017-09-26,193
2017-09-27,198
2017-09-28,194
2017-09-29,202
2017-09-30,211
2017-10-01,214
2017-10-02,222
2017-10-03,210
2017-10-04,204
2017-10-05,204
2017-10-06,204
2017-10-07,200
2017-10-08,193
2017-10-09,189
2017-10-10,192
2017-10-11,192
2017-10-12,192
2017-10-13,191
2017-10-14,200
2017-10-15,209
2017-10-16,220
2017-10-17,220
2017-10-18,229
2017-10-19,240
2017-10-20,250
2017-10-21,257
2017-10-22,255
2017-10-23,259
2017-10-24,251
2017-10-25,247
2017-10-26,239
2017-10-27,231
2017-10-28,231
2017-10-29,219
2017-10-30,208
2017-10-31,197
2017-11-01,197
2017-11-02,187
2017-11-03,178
2017-11-04,169
2017-11-05,160
2017-11-06,152
2017-11-07,144
2017-11-08,136
2017-11-09,129
2017-11-10,122
2017-11-11,115
2017-11-12,109
2017-11-13,104
2017-11-14,110
2017-11-15,116
2017-11-16,119
2017-11-17,123
2017-11-18,128
2017-11-19,134
2017-11-20,141
2017-11-21,148
2017-11-22,141
2017-11-23,147
2017-11-24,154
2017-11-25,156
2017-11-26,163
2017-11-27,170
2017-11-28,170
2017-11-29,178
2017-11-30,183
2017-12-01,187
2017-12-02,193
2017-12-03,203
2017-12-04,214
2017-12-05,223
2017-12-06,234
2017-12-07,243
2017-12-08,248
2017-12-09,258
2017-12-10,264
2017-12-11,264
2017-12-12,275
2017-12-14,298
2017-12-15,298
2017-12-16,293
2017-12-17,291
2017-12-18,293
2017-12-19,293
2017-12-20,287
2017-12-21,295
2017-12-22,295
2017-12-23,304
2017-12-24,317
2017-12-25,328
2017-12-26,342
2017-12-27,349
2017-12-28,354
2017-12-29,356
2017-12-30,363
2017-12-31,370
2018-01-01,352
2018-01-02,341
2018-01-03,329
2018-01-04,312
2018-01-05,298
2018-01-06,288
2018-01-07,286
2018-01-08,293
2018-01-09,294
2018-01-10,282
2018-01-11,277
2018-01-12,272
2018-01-13,261
2018-01-14,247
2018-01-15,234
2018-01-16,225
2018-01-17,214
2018-01-18,218
2018-01-19,218
2018-01-20,222
2018-01-21,229
2018-01-22,226
2018-01-23,216
2018-01-25,218
2018-01-26,220
2018-01-27,225
2018-01-28,223
2018-01-29,217
2018-01-31,220
2018-02-01,220
2018-02-02,217
2018-02-03,216
2018-02-04,207
2018-02-05,206
2018-02-06,205
2018-02-07,205
2018-02-08,208
2018-02-09,204
2018-02-10,196
2018-02-11,188
2018-02-12,179
2018-02-13,178
2018-02-14,169
2018-02-15,161
2018-02-16,152
2018-02-17,144
2018-02-18,142
2018-02-19,137
2018-02-20,130
2018-02-21,123
2018-02-22,116
2018-02-23,113
2018-02-24,110
2018-02-25,109
2018-02-26,106
2018-02-27,106
2018-02-28,111
2018-03-01,111
2018-03-02,105
2018-03-03,105
2018-03-04,109
2018-03-05,112
2018-03-06,115
2018-03-07,116
2018-03-08,110
2018-03-09,107
2018-03-10,107
2018-03-11,105
2018-03-12,106
2018-03-13,112
2018-03-14,114
2018-03-15,119
2018-03-16,123
2018-03-17,126
2018-03-18,130
2018-03-19,135
2018-03-20,131
2018-03-21,134
2018-03-23,139
2018-03-24,141
2018-03-25,144
2018-03-26,140
2018-03-27,138
2018-03-28,139
2018-03-29,139
2018-03-30,144
2018-03-31,148
2018-04-01,151
2018-04-02,156
2018-04-03,156
2018-04-04,158
2018-04-05,164
2018-04-06,167
2018-04-07,174
2018-04-08,180
2018-04-09,180
2018-04-10,176
2018-04-11,177
2018-04-12,176
2018-04-13,181
2018-04-14,178
2018-04-15,169
2018-04-16,165
2018-04-17,162
2018-04-18,153
2018-04-19,148
2018-04-20,150
2018-04-21,157
2018-04-22,164
2018-04-23,172
2018-04-24,180
2018-04-25,188
2018-04-26,198
2018-04-27,207
2018-04-28,203
2018-04-29,210
2018-04-30,214
2018-05-01,213
2018-05-04,207
2018-05-05,214
2018-05-06,220
2018-05-07,229
2018-05-08,240
2018-05-09,245
2018-05-10,241
2018-05-11,253
2018-05-12,258
2018-05-13,267
2018-05-14,269
2018-05-15,269
2018-05-16,262
2018-05-17,257
2018-05-18,250
2018-05-19,245
2018-05-20,240
2018-05-21,235
2018-05-22,225
2018-05-23,223
2018-05-24,214
2018-05-25,205
2018-05-26,195
2018-05-27,193
2018-05-28,186
2018-05-29,190
2018-05-30,193
2018-05-31,198
2018-06-01,201
2018-06-02,203
2018-06-03,210
2018-06-04,207
2018-06-05,212
2018-06-06,212
2018-06-07,207
2018-06-08,202
2018-06-09,203
2018-06-10,206
2018-06-11,200
2018-06-12,195
2018-06-13,189
2018-06-14,189
2018-06-15,187
2018-06-16,192
2018-06-17,200
2018-06-18,197
2018-06-19,194
2018-06-20,196
2018-06-21,192
2018-06-22,195
2018-06-23,203
2018-06-24,210
2018-06-25,216
2018-06-26,220
2018-06-27,219
2018-06-28,216
2018-06-29,205
2018-06-30,199
2018-07-01,199
2018-07-02,206
2018-07-03,209
2018-07-04,198
2018-07-05,202
2018-07-06,210
2018-07-07,218
2018-07-08,226
2018-07-09,236
2018-07-10,247
2018-07-11,254
2018-07-12,260
2018-07-13,270
2018-07-14,271
2018-07-15,277
2018-07-16,284
2018-07-17,281
2018-07-18,275
2018-07-19,272
2018-07-20,274
2018-07-21,266
2018-07-22,255
2018-07-23,247
2018-07-24,247
2018-07-25,243
2018-07-26,240
2018-07-27,240
2018-07-28,247
2018-07-29,246
2018-07-30,233
2018-07-31,226
2018-08-01,215
2018-08-02,211
2018-08-03,200
2018-08-04,190
2018-08-05,194
2018-08-06,191
2018-08-07,199
2018-08-08,202
2018-08-09,210
2018-08-10,213
2018-08-11,211
2018-08-12,213
2018-08-14,201
2018-08-16,197
2018-08-17,192
2018-08-18,185
2018-08-19,183
2018-08-20,182
2018-08-21,183
2018-08-22,179
2018-08-23,178
2018-08-24,177
2018-08-25,179
2018-08-26,186
2018-08-27,191
2018-08-28,195
2018-08-29,202
2018-08-30,203
2018-08-31,210
2018-09-01,203
2018-09-02,209
2018-09-03,203
2018-09-04,203
2018-09-05,199
2018-09-06,197
2018-09-07,199
2018-09-08,190
2018-09-09,185
2018-09-10,175
2018-09-11,166
2018-09-12,157
2018-09-13,150
2018-09-14,149
2018-09-15,148
2018-09-16,146
2018-09-17,147
2018-09-18,149
2018-09-19,148
2018-09-20,153
2018-09-21,158
2018-09-22,158
2018-09-23,155
2018-09-24,158
2018-09-25,164
2018-09-26,164
2018-09-27,155
2018-09-28,149
2018-09-29,148
2018-09-30,148
2018-10-02,148
2018-10-03,153
2018-10-04,157
2018-10-05,163
2018-10-06,169
2018-10-07,175
2018-10-08,179
2018-10-09,186
2018-10-10,190
2018-10-11,196
2018-10-12,197
2018-10-13,192
2018-10-14,184
2018-10-15,179
2018-10-16,181
2018-10-17,185
2018-10-18,195
2018-10-19,191
2018-10-20,181
2018-10-21,171
2018-10-22,164
2018-10-23,166
2018-10-24,164
2018-10-25,168
2018-10-26,159
2018-10-27,151
2018-10-28,145
2018-10-29,151
2018-10-30,157
2018-10-31,165
2018-11-01,169
2018-11-03,186
2018-11-04,192
2018-11-05,201
2018-11-06,208
2018-11-07,217
2018-11-08,225
2018-11-09,231
2018-11-10,234
2018-11-11,237
2018-11-12,241
2018-11-13,244
2018-11-14,240
2018-11-15,234
2018-11-16,226
2018-11-17,221
2018-11-18,226
2018-11-19,236
2018-11-20,238
2018-11-21,228
2018-11-22,226
2018-11-23,223
2018-11-24,222
2018-11-25,224
2018-11-26,224
2018-11-27,216
2018-11-28,208
2018-11-29,200
2018-12-01,189
2018-12-02,180
2018-12-03,176
2018-12-04,178
2018-12-05,181
2018-12-07,193
2018-12-09,179
2018-12-10,184
2018-12-11,182
2018-12-12,172
2018-12-13,170
2018-12-14,167
2018-12-15,174
2018-12-16,179
2018-12-17,176
2018-12-18,182
2018-12-19,189
2018-12-20,187
2018-12-21,177
2018-12-22,168
2018-12-23,159
2018-12-24,151
2018-12-25,143
2018-12-26,140
2018-12-27,133
2018-12-28,126
2018-12-29,119
2018-12-30,113
2018-12-31,107
2019-01-01,101
2019-01-02,95
2019-01-03,90
2019-01-04,85
2019-01-05,84
2019-01-06,82
2019-01-08,78
2019-01-10,79
2019-01-11,83
2019-01-12,81
2019-01-13,82
2019-01-14,81
2019-01-15,81
2019-01-16,80
2019-01-17,82
2019-01-18,84
2019-01-19,83
2019-01-20,88
2019-01-21,93
2019-01-22,98
2019-01-23,102
2019-01-24,107
2019-01-25,112
2019-01-26,114
2019-01-27,114
2019-01-29,106
2019-01-30,100
2019-01-31,95
2019-02-01,93
2019-02-02,90
2019-02-03,90
2019-02-04,94
2019-02-05,94
2019-02-06,99
2019-02-07,102
2019-02-08,105
2019-02-09,108
2019-02-10,112
2019-02-11,111
2019-02-12,111
2019-02-13,115
2019-02-14,121
2019-02-15,126
2019-02-16,127
2019-02-17,121
2019-02-18,118
2019-02-19,120
2019-02-20,118
2019-02-21,112
2019-02-22,106
2019-02-23,104
2019-02-24,99
2019-02-25,97
2019-02-26,98
2019-02-27,94
2019-02-28,98
2019-03-01,97
2019-03-02,102
2019-03-03,100
2019-03-04,96
2019-03-05,91
2019-03-06,93
2019-03-07,98
2019-03-08,103
2019-03-09,102
2019-03-10,108
2019-03-11,113
2019-03-12,116
2019-03-13,120
2019-03-14,125
2019-03-15,127
2019-03-16,127
2019-03-17,131
2019-03-18,130
2019-03-19,130
2019-03-20,134
2019-03-21,141
2019-03-22,145
2019-03-23,143
2019-03-24,140
2019-03-25,140
2019-03-26,143
2019-03-27,149
2019-03-28,141
2019-03-29,133
2019-03-30,134
2019-03-31,130
2019-04-01,123
2019-04-02,121
2019-04-03,125
2019-04-04,131
2019-04-05,135
2019-04-06,129
2019-04-07,123
2019-04-08,116
2019-04-09,111
2019-04-10,106
2019-04-11,105
2019-04-12,105
2019-04-13,105
2019-04-14,104
2019-04-15,106
2019-04-16,111
2019-04-17,115
2019-04-18,120
2019-04-19,121
2019-04-20,126
2019-04-21,132
2019-04-22,136
2019-04-23,134
2019-04-24,134
2019-04-25,138
2019-04-26,142
2019-04-27,145
2019-04-28,151
2019-04-29,158
2019-04-30,164
2019-05-01,173
2019-05-02,175
2019-05-03,172
2019-05-04,163
2019-05-05,155
2019-05-06,161
2019-05-07,162
2019-05-08,166
2019-05-09,166
2019-05-10,173
2019-05-11,181
2019-05-12,188
2019-05-13,194
2019-05-14,193
2019-05-15,202
2019-05-16,207
2019-05-17,206
2019-05-18,214
2019-05-19,225
2019-05-20,224
2019-05-21,229
2019-05-22,238
2019-05-23,237
2019-05-24,236
2019-05-25,245
2019-05-26,257
2019-05-27,261
2019-05-28,271
2019-05-29,260
2019-05-30,249
2019-05-31,238
2019-06-01,236
2019-06-02,233
2019-06-03,232
2019-06-04,236
2019-06-05,238
2019-06-06,237
2019-06-07,225
2019-06-08,213
2019-06-09,205
2019-06-10,204
2019-06-11,209
2019-06-12,219
2019-06-13,224
2019-06-14,220
2019-06-15,217
2019-06-16,222
2019-06-17,218
2019-06-18,218
2019-06-19,222
2019-06-20,224
2019-06-21,228
2019-06-22,230
2019-06-23,236
2019-06-24,245
2019-06-25,251
2019-06-26,245
2019-06-27,248
2019-06-28,239
2019-06-29,234
2019-06-30,243
2019-07-01,253
2019-07-02,252
2019-07-03,260
2019-07-04,261
2019-07-05,267
2019-07-06,267
2019-07-07,265
2019-07-08,270
2019-07-09,264
2019-07-10,263
2019-07-11,261
2019-07-12,256
2019-07-13,249
2019-07-14,249
2019-07-15,245
2019-07-16,241
2019-07-17,236
2019-07-18,240
2019-07-19,249
2019-07-20,255
2019-07-21,260
2019-07-22,265
2019-07-23,269
2019-07-24,260
2019-07-25,260
2019-07-26,258
2019-07-27,253
2019-07-28,245
2019-07-29,237
2019-07-30,235
2019-07-31,233
2019-08-01,226
2019-08-02,222
2019-08-03,214
2019-08-04,216
2019-08-05,217
2019-08-06,211
2019-08-07,200
2019-08-08,190
2019-08-09,180
2019-08-10,175
2019-08-11,175
2019-08-12,175
2019-08-13,174
2019-08-14,166
2019-08-15,165
2019-08-16,165
2019-08-17,168
2019-08-18,173
2019-08-19,174
2019-08-20,176
2019-08-21,181
2019-08-22,171
2019-08-23,163
2019-08-24,163
2019-08-24,163
2019-08-25,162
2019-08-25,162
2019-08-26,162
2019-08-26,162
2019-08-27,162
2019-08-27,162
2019-08-28,161
2019-08-29,152
2019-08-30,152
2019-08-31,153
2019-09-01,155
2019-09-02,160
2019-09-03,164
2019-09-04,155
