date_obj,Snapdragon price
2015-03-26,5964
2015-03-27,5964
2015-03-28,5759
2015-03-29,5647
2015-03-30,5538
2015-03-31,5622
2015-04-01,5622
2015-04-02,5630
2015-04-03,5687
2015-04-04,5709
2015-04-05,5709
2015-04-06,5812
2015-04-07,5789
2015-04-08,5789
2015-04-09,5943
2015-04-10,5924
2015-04-11,5955
2015-04-12,5843
2015-04-13,5830
2015-04-14,5830
2015-04-15,5961
2015-04-16,5961
2015-04-17,5866
2015-04-18,6006
2015-04-19,6080
2015-04-20,6080
2015-04-21,6081
2015-04-22,6081
2015-04-23,6198
2015-04-24,6198
2015-04-25,5995
2015-04-26,5995
2015-04-27,5976
2015-04-28,6003
2015-04-29,6003
2015-04-30,5944
2015-05-01,6029
2015-05-02,6057
2015-05-03,6057
2015-05-04,5928
2015-05-05,5928
2015-05-06,5883
2015-05-07,5944
2015-05-08,5944
2015-05-09,5882
2015-05-10,5879
2015-05-11,5879
2015-05-12,5986
2015-05-13,5986
2015-05-14,5873
2015-05-15,5873
2015-05-16,5840
2015-05-17,5852
2015-05-18,5808
2015-05-19,5808
2015-05-20,5750
2015-05-21,5750
2015-05-22,5659
2015-05-23,5659
2015-05-24,5542
2015-05-25,5514
2015-05-26,5514
2015-05-27,5550
2015-05-28,5548
2015-05-29,5737
2015-05-30,5648
2015-05-31,5648
2015-06-01,5594
2015-06-02,5594
2015-06-03,5509
2015-06-04,5511
2015-06-05,5681
2015-06-06,5751
2015-06-07,5831
2015-06-08,5831
2015-06-09,5944
2015-06-10,6040
2015-06-11,6040
2015-06-12,6120
2015-06-13,6138
2015-06-14,6273
2015-06-15,6315
2015-06-16,6419
2015-06-17,6508
2015-06-18,6589
2015-06-19,6516
2015-06-20,6622
2015-06-21,6641
2015-06-22,6631
2015-06-23,6628
2015-06-24,6639
2015-06-25,6639
2015-06-26,6606
2015-06-27,6606
2015-06-28,6430
2015-06-29,6215
2015-06-30,6120
2015-07-01,6039
2015-07-02,6039
2015-07-03,6043
2015-07-04,6045
2015-07-05,6029
2015-07-06,6075
2015-07-07,6121
2015-07-08,6112
2015-07-09,6112
2015-07-10,6284
2015-07-11,6284
2015-07-12,6318
2015-07-13,6316
2015-07-14,6195
2015-07-15,6278
2015-07-16,6284
2015-07-17,6359
2015-07-18,6359
2015-07-19,6361
2015-07-20,6341
2015-07-21,6305
2015-07-22,6241
2015-07-23,6241
2015-07-24,6251
2015-07-25,6251
2015-07-26,6422
2015-07-27,6420
2015-07-28,6464
2015-07-29,6512
2015-07-30,6569
2015-07-31,6640
2015-08-01,6566
2015-08-02,6556
2015-08-03,6666
2015-08-04,6811
2015-08-05,6988
2015-08-06,7075
2015-08-07,7113
2015-08-08,7123
2015-08-09,6921
2015-08-10,6809
2015-08-11,6827
2015-08-12,6827
2015-08-13,6895
2015-08-14,6862
2015-08-15,6862
2015-08-16,6849
2015-08-17,6978
2015-08-18,6978
2015-08-19,7036
2015-08-20,7036
2015-08-21,7197
2015-08-22,7197
2015-08-23,7343
2015-08-24,7577
2015-08-25,7577
2015-08-26,7582
2015-08-27,7385
2015-08-28,7385
2015-08-29,7274
2015-08-30,7274
2015-08-31,7592
2015-09-01,7846
2015-09-02,7846
2015-09-03,8141
2015-09-04,8152
2015-09-05,8152
2015-09-06,8119
2015-09-07,8119
2015-09-08,8117
2015-09-09,8117
2015-09-10,8227
2015-09-11,8227
2015-09-12,8148
2015-09-13,8148
2015-09-14,8095
2015-09-15,8003
2015-09-16,8003
2015-09-17,7874
2015-09-18,7874
2015-09-19,7797
2015-09-20,7797
2015-09-21,7802
2015-09-22,7802
2015-09-23,7739
2015-09-24,7739
2015-09-25,7655
2015-09-27,7326
2015-09-28,7326
2015-09-29,7494
2015-09-30,7673
2015-10-05,7693
2015-10-06,7979
2015-10-07,7979
2015-10-08,8215
2015-10-09,8073
2015-10-10,8073
2015-10-11,8035
2015-10-12,8035
2015-10-13,7935
2015-10-14,7935
2015-10-15,7979
2015-10-16,7979
2015-10-17,8111
2015-10-18,8111
2015-10-19,8295
2015-10-20,8295
2015-10-22,8472
2015-10-23,8524
2015-10-24,8524
2015-10-25,8546
2015-10-26,8546
2015-10-27,8805
2015-10-29,8941
2015-10-30,8941
2015-10-31,8876
2015-11-01,8876
2015-11-02,8652
2015-11-03,8652
2015-11-04,8652
2015-11-05,8446
2015-11-06,8446
2015-11-07,8255
2015-11-08,8255
2015-11-09,8255
2015-11-10,8397
2015-11-11,8397
2015-11-12,8270
2015-11-13,8270
2015-11-14,8270
2015-11-15,8114
2015-11-16,8114
2015-11-17,8114
2015-11-18,8314
2015-11-19,8314
2015-11-20,8323
2015-11-21,8323
2015-11-22,8474
2015-11-23,8474
2015-11-24,8474
2015-11-25,8594
2015-11-26,8594
2015-11-27,8608
2015-11-28,8608
2015-11-29,8755
2015-11-30,8755
2015-12-01,8895
2015-12-02,8895
2015-12-03,9241
2015-12-04,9241
2015-12-05,9419
2015-12-06,9583
2015-12-07,9583
2015-12-08,9707
2015-12-09,9605
2015-12-10,9605
2015-12-11,9554
2015-12-12,9554
2015-12-13,9668
2015-12-14,9668
2015-12-15,9670
2015-12-16,9670
2015-12-17,9754
2015-12-18,9754
2015-12-19,9789
2015-12-20,9763
2015-12-21,9763
2015-12-22,10089
2015-12-23,10424
2015-12-24,10424
2015-12-25,10280
2015-12-26,10280
2015-12-27,10209
2015-12-28,10209
2015-12-29,10058
2015-12-30,10265
2015-12-31,10265
2016-01-01,10023
2016-01-02,10023
2016-01-03,9807
2016-01-04,9676
2016-01-05,9676
2016-01-06,9568
2016-01-07,9568
2016-01-08,9416
2016-01-09,9416
2016-01-10,9481
2016-01-11,9481
2016-01-12,9556
2016-01-13,9556
2016-01-14,9749
2016-01-15,9920
2016-01-16,9920
2016-01-17,9923
2016-01-18,10110
2016-01-19,10110
2016-01-20,10278
2016-01-21,10278
2016-01-22,10673
2016-01-23,10673
2016-01-24,10796
2016-01-25,11138
2016-01-26,11138
2016-01-27,11126
2016-01-28,11126
2016-01-29,10856
2016-01-30,10856
2016-01-31,11059
2016-02-01,10921
2016-02-02,10921
2016-02-03,10733
2016-02-04,10733
2016-02-05,10713
2016-02-06,10437
2016-02-07,10437
2016-02-08,10467
2016-02-09,10467
2016-02-10,10666
2016-02-11,10666
2016-02-12,10828
2016-02-13,10941
2016-02-14,10941
2016-02-15,11094
2016-02-16,11094
2016-02-17,11147
2016-02-18,11147
2016-02-19,11051
2016-02-20,10915
2016-02-21,10912
2016-02-22,10912
2016-02-23,10801
2016-02-24,10801
2016-02-25,10902
2016-02-26,10902
2016-02-27,10673
2016-02-28,10673
2016-02-29,10599
2016-03-01,10487
2016-03-02,10487
2016-03-03,10497
2016-03-04,10497
2016-03-05,10380
2016-03-06,10157
2016-03-07,10157
2016-03-08,10155
2016-03-09,10349
2016-03-10,10180
2016-03-11,10180
2016-03-12,9809
2016-03-13,9809
2016-03-14,9881
2016-03-15,9854
2016-03-16,9672
2016-03-17,9672
2016-03-18,9692
2016-03-19,9692
2016-03-20,9627
2016-03-21,9627
2016-03-22,9524
2016-03-23,9655
2016-03-24,9655
2016-03-25,9594
2016-03-26,9565
2016-03-27,9565
2016-03-28,9460
2016-03-29,9256
2016-03-30,9256
2016-03-31,9353
2016-04-01,9353
2016-04-02,9298
2016-04-03,9194
2016-04-04,9194
2016-04-05,9220
2016-04-06,9303
2016-04-07,9303
2016-04-08,9320
2016-04-09,9488
2016-04-10,9465
2016-04-11,9465
2016-04-12,9328
2016-04-13,9328
2016-04-14,9408
2016-04-15,9451
2016-04-16,9451
2016-04-17,9494
2016-04-18,9333
2016-04-19,9333
2016-04-20,9413
2016-04-21,9413
2016-04-22,9486
2016-04-23,9416
2016-04-24,9363
2016-04-25,9501
2016-04-26,9501
2016-04-27,9479
2016-04-28,9479
2016-04-29,9601
2016-04-30,9624
2016-05-01,9624
2016-05-02,9475
2016-05-03,9504
2016-05-04,9504
2016-05-05,9582
2016-05-06,9582
2016-05-07,9592
2016-05-08,9592
2016-05-09,9472
2016-05-10,9504
2016-05-11,9504
2016-05-12,9629
2016-05-13,9675
2016-05-14,9731
2016-05-15,9881
2016-05-16,9881
2016-05-17,9897
2016-05-18,9958
2016-05-19,9958
2016-05-22,9919
2016-05-23,9832
2016-05-24,9876
2016-05-25,9876
2016-05-26,9884
2016-05-27,9796
2016-05-28,9796
2016-05-29,9676
2016-05-30,9676
2016-05-31,9635
2016-06-01,9494
2016-06-02,9575
2016-06-03,9575
2016-06-04,9783
2016-06-05,9783
2016-06-06,9570
2016-06-07,9570
2016-06-08,9553
2016-06-09,9494
2016-06-10,9527
2016-06-11,9527
2016-06-12,9600
2016-06-13,9600
2016-06-14,9651
2016-06-15,9651
2016-06-16,9758
2016-06-17,9840
2016-06-18,9840
2016-06-19,10074
2016-06-20,10167
2016-06-21,9951
2016-06-22,9972
2016-06-23,10272
2016-06-24,10272
2016-06-25,10269
2016-06-26,10269
2016-06-27,10255
2016-06-28,10070
2016-06-29,10070
2016-06-30,9980
2016-07-01,10134
2016-07-02,10134
2016-07-03,9996
2016-07-04,9955
2016-07-05,9955
2016-07-06,10213
2016-07-07,10098
2016-07-08,10136
2016-07-09,10328
2016-07-10,10258
2016-07-11,10163
2016-07-12,10189
2016-07-13,10291
2016-07-14,10411
2016-07-15,10323
2016-07-16,10246
2016-07-17,10246
2016-07-18,10250
2016-07-24,10347
2016-07-25,10403
2016-07-26,10403
2016-07-27,10384
2016-07-28,10384
2016-07-29,10266
2016-07-30,10415
2016-07-31,10415
2016-08-01,10404
2016-08-02,10217
2016-08-03,10118
2016-08-04,10118
2016-08-05,10126
2016-08-06,10147
2016-08-07,9892
2016-08-08,9892
2016-08-09,9537
2016-08-10,9601
2016-08-11,9601
2016-08-12,9700
2016-08-13,9700
2016-08-14,9789
2016-08-15,9975
2016-08-16,9905
2016-08-17,9905
2016-08-18,9836
2016-08-19,9769
2016-08-20,9733
2016-08-21,9733
2016-08-22,9648
2016-08-23,9547
2016-08-24,9176
2016-08-25,9186
2016-08-26,9186
2016-08-28,9036
2016-08-31,9050
2016-09-01,8872
2016-09-02,8872
2016-09-03,8798
2016-09-04,8822
2016-09-05,8814
2016-09-06,8929
2016-09-07,8929
2016-09-08,8709
2016-09-09,8709
2016-09-10,8315
2016-09-11,8315
2016-09-12,8190
2016-09-13,8374
2016-09-14,8374
2016-09-15,8438
2016-09-16,8438
2016-09-17,8493
2016-09-18,8325
2016-09-19,8330
2016-09-20,8330
2016-09-21,8124
2016-09-22,8009
2016-09-23,7788
2016-09-24,7788
2016-09-25,7747
2016-09-26,7747
2016-09-27,7437
2016-09-28,7173
2016-09-29,7173
2016-09-30,7008
2016-10-01,7087
2016-10-02,7087
2016-10-03,7000
2016-10-04,7100
2016-10-05,7455
2016-10-06,7828
2016-10-07,7828
2016-10-08,8007
2016-10-09,8007
2016-10-11,7691
2016-10-12,7691
2016-10-13,7416
2016-10-14,7454
2016-10-15,7674
2016-10-16,7674
2016-10-17,7655
2016-10-18,7655
2016-10-19,7731
2016-10-20,7981
2016-10-21,8012
2016-10-22,8012
2016-10-23,7956
2016-10-24,7813
2016-10-25,7813
2016-10-26,7762
2016-10-27,7762
2016-10-28,7652
2016-10-29,7497
2016-10-30,7560
2016-10-31,7698
2016-11-01,7698
2016-11-02,7761
2016-11-03,7761
2016-11-04,7637
2016-11-05,7637
2016-11-06,7755
2016-11-07,7755
2016-11-08,7700
2016-11-09,7650
2016-11-10,7685
2016-11-11,7685
2016-11-12,7804
2016-11-13,7804
2016-11-14,7765
2016-12-08,7608
2016-12-09,7614
2016-12-10,7614
2016-12-11,7626
2016-12-12,7544
2016-12-13,7571
2016-12-14,7707
2016-12-15,7707
2016-12-16,7725
2016-12-17,7674
2016-12-18,7674
2016-12-19,7819
2016-12-20,7819
2016-12-21,7867
2016-12-22,8059
2016-12-23,8119
2016-12-24,8119
2016-12-25,8108
2016-12-26,7958
2016-12-27,7747
2016-12-28,7766
2016-12-29,7820
2016-12-30,7837
2016-12-31,7787
2017-01-01,7676
2017-01-02,7632
2017-01-03,7927
2017-01-04,8124
2017-01-05,7751
2017-01-06,8038
2017-01-07,8312
2017-01-08,8654
2017-01-09,8664
2017-01-10,8635
2017-01-11,8422
2017-01-12,8200
2017-01-13,7927
2017-01-14,7797
2017-01-15,8038
2017-01-16,7913
2017-01-17,7676
2017-01-18,7637
2017-01-19,7561
2017-01-20,7516
2017-01-21,7532
2017-01-22,7716
2017-01-27,7524
2017-01-28,7421
2017-01-29,7399
2017-01-30,7538
2017-01-31,7580
2017-02-01,7682
2017-02-02,7493
2017-02-03,7494
2017-02-04,7530
2017-02-05,7627
2017-02-06,7582
2017-02-07,7615
2017-02-08,7653
2017-02-09,7653
2017-02-10,7652
2017-02-11,7796
2017-02-12,7898
2017-02-13,7850
2017-02-14,7840
2017-02-15,7989
2017-02-16,7938
2017-02-18,7961
2017-02-19,7897
2017-02-20,7929
2017-02-21,7865
2017-02-22,7742
2017-02-23,7621
2017-02-24,7603
2017-02-25,7646
2017-02-26,7844
2017-02-27,7836
2017-02-28,7804
2017-03-01,7962
2017-03-02,8284
2017-03-03,8319
2017-03-04,8122
2017-03-05,8250
2017-03-06,8378
2017-03-07,8179
2017-03-08,8059
2017-03-09,8207
2017-03-10,8435
2017-03-11,8400
2017-03-12,8102
2017-03-13,8086
2017-03-14,8306
2017-03-15,8339
2017-03-16,8234
2017-03-17,8233
2017-03-18,8334
2017-03-19,8316
2017-03-20,8117
2017-03-21,7818
2017-03-22,7850
2017-03-23,8054
2017-03-24,8019
2017-03-25,8019
2017-03-26,7891
2017-03-27,7935
2017-03-28,7983
2017-03-29,8064
2017-03-30,8030
2017-03-31,7967
2017-04-01,7996
2017-04-02,8045
2017-04-03,8128
2017-04-04,8047
2017-04-12,8376
2017-04-13,8396
2017-04-14,8333
2017-04-15,8219
2017-04-16,8334
2017-04-17,8334
2017-04-18,8274
2017-04-19,8164
2017-04-20,8183
2017-04-21,8335
2017-04-22,8439
2017-04-23,8214
2017-04-24,8190
2017-04-25,8319
2017-04-26,8319
2017-04-27,8446
2017-04-28,8570
2017-04-29,8800
2017-04-30,8700
2017-05-01,8898
2017-05-02,9197
2017-05-03,8876
2017-05-04,8845
2017-05-05,9116
2017-05-06,9448
2017-05-07,9626
2017-05-08,9795
2017-05-09,10040
2017-05-10,10074
2017-05-11,9629
2017-05-12,9712
2017-05-13,9999
2017-05-14,9863
2017-05-15,9585
2017-05-16,9489
2017-05-17,9789
2017-05-18,9831
2017-05-19,9535
2017-05-20,9449
2017-05-21,9449
2017-05-22,9499
2017-05-23,9442
2017-05-24,9482
2017-05-25,9676
2017-05-26,9674
2017-05-27,9545
2017-05-28,9403
2017-05-29,9608
