date_obj,Blue%20elegant%20skirt price
2015-09-14,6164
2015-09-15,6164
2015-09-16,6164
2015-09-17,5964
2015-09-18,5964
2015-09-19,5964
2015-09-20,5964
2015-09-21,5964
2015-09-22,5964
2015-09-23,5840
2015-09-24,5840
2015-09-25,5840
2015-09-27,5840
2015-09-28,5840
2015-09-29,5735
2015-09-30,5735
2015-10-05,5635
2015-10-06,5635
2015-10-07,5635
2015-10-08,5635
2015-10-09,5378
2015-10-10,5378
2015-10-11,5378
2015-10-12,5378
2015-10-13,5378
2015-10-14,5378
2015-10-15,5353
2015-10-16,5353
2015-10-17,5353
2015-10-18,5353
2015-10-19,5353
2015-10-20,5353
2015-10-22,5474
2015-10-23,5474
2015-10-24,5474
2015-10-25,5474
2015-10-26,5474
2015-10-27,5474
2015-10-29,5357
2015-10-30,5357
2015-10-31,5357
2015-11-01,5357
2015-11-02,5357
2015-11-03,5357
2015-11-04,5357
2015-11-05,5327
2015-11-06,5327
2015-11-07,5327
2015-11-08,5327
2015-11-09,5327
2015-11-10,5327
2015-11-11,5327
2015-11-12,5327
2015-11-13,5327
2015-11-14,5327
2015-11-15,5180
2015-11-16,5180
2015-11-17,5180
2015-11-18,5180
2015-11-19,5180
2015-11-20,5180
2015-11-21,5180
2015-11-22,5074
2015-11-23,5074
2015-11-24,5074
2015-11-25,5074
2015-11-26,5074
2015-11-27,5074
2015-11-28,5074
2015-11-29,5074
2015-11-30,4982
2015-12-01,4982
2015-12-02,4982
2015-12-03,4982
2015-12-04,4982
2015-12-05,4982
2015-12-06,4982
2015-12-07,4982
2015-12-08,4879
2015-12-09,4879
2015-12-10,4879
2015-12-11,4879
2015-12-12,4879
2015-12-13,4879
2015-12-14,4792
2015-12-15,4792
2015-12-16,4792
2015-12-17,4792
2015-12-18,4792
2015-12-19,4792
2015-12-20,4564
2015-12-21,4564
2015-12-22,4564
2015-12-23,4564
2015-12-24,4564
2015-12-25,4564
2015-12-26,4564
2015-12-27,4532
2015-12-28,4532
2015-12-29,4532
2015-12-30,4532
2015-12-31,4532
2016-01-01,4532
2016-01-02,4535
2016-01-03,4535
2016-01-04,4535
2016-01-05,4535
2016-01-06,4535
2016-01-07,4535
2016-01-08,4535
2016-01-09,4548
2016-01-10,4548
2016-01-11,4548
2016-01-12,4548
2016-01-13,4548
2016-01-14,4548
2016-01-15,4499
2016-01-16,4499
2016-01-17,4499
2016-01-18,4499
2016-01-19,4499
2016-01-20,4499
2016-01-21,4499
2016-01-22,4462
2016-01-23,4462
2016-01-24,4462
2016-01-25,4462
2016-01-26,4462
2016-01-27,4462
2016-01-28,4462
2016-01-29,4398
2016-01-30,4398
2016-01-31,4398
2016-02-01,4398
2016-02-02,4398
2016-02-03,4398
2016-02-04,4398
2016-02-05,4398
2016-02-06,4317
2016-02-07,4317
2016-02-08,4317
2016-02-09,4317
2016-02-10,4317
2016-02-11,4317
2016-02-12,4317
2016-02-13,4317
2016-02-14,4525
2016-02-15,4525
2016-02-16,4525
2016-02-17,4525
2016-02-18,4525
2016-02-19,4525
2016-02-20,4525
2016-02-21,4566
2016-02-22,4566
2016-02-23,4566
2016-02-24,4566
2016-02-25,4566
2016-02-26,4566
2016-02-27,4566
2016-02-28,4475
2016-02-29,4475
2016-03-01,4475
2016-03-02,4475
2016-03-03,4475
2016-03-04,4475
2016-03-05,4475
2016-03-06,4360
2016-03-07,4360
2016-03-08,4360
2016-03-09,4360
2016-03-10,4360
2016-03-11,4360
2016-03-12,4197
2016-03-13,4197
2016-03-14,4197
2016-03-15,4197
2016-03-16,4197
2016-03-17,4197
2016-03-18,4197
2016-03-19,4088
2016-03-20,4088
2016-03-21,4088
2016-03-22,4088
2016-03-23,4088
2016-03-24,4088
2016-03-25,3988
2016-03-26,3988
2016-03-27,3988
2016-03-28,3988
2016-03-29,3988
2016-03-30,3988
2016-03-31,3988
2016-04-01,3988
2016-04-02,3849
2016-04-03,3849
2016-04-04,3849
2016-04-05,3849
2016-04-06,3849
2016-04-07,3849
2016-04-08,3776
2016-04-09,3776
2016-04-10,3776
2016-04-11,3776
2016-04-12,3776
2016-04-13,3776
2016-04-14,3651
2016-04-15,3651
2016-04-16,3651
2016-04-17,3651
2016-04-18,3651
2016-04-19,3518
2016-04-20,3518
2016-04-21,3518
2016-04-22,3518
2016-04-23,3518
2016-04-24,3518
2016-04-25,3518
2016-04-26,3361
2016-04-27,3361
2016-04-28,3361
2016-04-29,3361
2016-04-30,3361
2016-05-01,3361
2016-05-02,3236
2016-05-03,3236
2016-05-04,3236
2016-05-05,3236
2016-05-06,3236
2016-05-07,3165
2016-05-08,3165
2016-05-09,3165
2016-05-10,3165
2016-05-11,3165
2016-05-12,3165
2016-05-13,3155
2016-05-14,3155
2016-05-15,3155
2016-05-16,3155
2016-05-17,3155
2016-05-18,3155
2016-05-19,3010
2016-05-22,3010
2016-05-23,3010
2016-05-24,3010
2016-05-25,2925
2016-05-26,2925
2016-05-27,2925
2016-05-28,2925
2016-05-29,2925
2016-05-30,2952
2016-05-31,2952
2016-06-01,2952
2016-06-02,2952
2016-06-03,2952
2016-06-04,2952
2016-06-05,3038
2016-06-06,3038
2016-06-07,3038
2016-06-08,3038
2016-06-09,3038
2016-06-10,3014
2016-06-11,3014
2016-06-12,3014
2016-06-13,3014
2016-06-14,3014
2016-06-15,3014
2016-06-16,2936
2016-06-17,2936
2016-06-18,2936
2016-06-19,2936
2016-06-20,2936
2016-06-21,2924
2016-06-22,2924
2016-06-23,2924
2016-06-24,2924
2016-06-25,2924
2016-06-26,2924
2016-06-27,2922
2016-06-28,2922
2016-06-29,2922
2016-06-30,2922
2016-07-01,2922
2016-07-02,2922
2016-07-03,2968
2016-07-04,2968
2016-07-05,2968
2016-07-06,2968
2016-07-07,2968
2016-07-08,2841
2016-07-09,2841
2016-07-10,2841
2016-07-11,2830
2016-07-12,2830
2016-07-13,2830
2016-07-14,2830
2016-07-15,2830
2016-07-16,2785
2016-07-17,2785
2016-07-18,2785
2016-07-23,2660
2016-07-24,2660
2016-07-25,2584
2016-07-26,2584
2016-07-27,2584
2016-07-28,2584
2016-07-29,2584
2016-07-30,2584
2016-07-31,2584
2016-08-01,2566
2016-08-02,2566
2016-08-03,2566
2016-08-04,2566
2016-08-05,2566
2016-08-06,2566
2016-08-07,2459
2016-08-08,2459
2016-08-09,2459
2016-08-10,2459
2016-08-11,2459
2016-08-12,2459
2016-08-13,2459
2016-08-14,2430
2016-08-15,2430
2016-08-16,2430
2016-08-17,2430
2016-08-18,2430
2016-08-19,2400
2016-08-20,2400
2016-08-21,2400
2016-08-22,2400
2016-08-23,2400
2016-08-24,2400
2016-08-25,2400
2016-08-26,2317
2016-08-28,2317
2016-08-31,2317
2016-09-01,2327
2016-09-02,2327
2016-09-03,2327
2016-09-04,2327
2016-09-05,2327
2016-09-06,2327
2016-09-07,2327
2016-09-08,2296
2016-09-09,2296
2016-09-10,2296
2016-09-11,2296
2016-09-12,2296
2016-09-13,2296
2016-09-14,2296
2016-09-15,2296
2016-09-16,2264
2016-09-17,2264
2016-09-18,2264
2016-09-19,2264
2016-09-20,2264
2016-09-21,2264
2016-09-22,2264
2016-09-23,2264
2016-09-24,2264
2016-09-25,2235
2016-09-26,2235
2016-09-27,2235
2016-09-28,2235
2016-09-29,2235
2016-09-30,2235
2016-10-01,2235
2016-10-02,2235
2016-10-03,2211
2016-10-04,2211
2016-10-05,2211
2016-10-06,2211
2016-10-07,2211
2016-10-08,2211
2016-10-09,2211
2016-10-10,2196
2016-10-11,2196
2016-10-12,2196
2016-10-13,2196
2016-10-14,2196
2016-10-15,2196
2016-10-16,2196
2016-10-17,2203
2016-10-18,2203
2016-10-19,2203
2016-10-20,2203
2016-10-21,2203
2016-10-22,2203
2016-10-23,2203
2016-10-24,2203
2016-10-25,2203
2016-10-26,2204
2016-10-27,2204
2016-10-28,2204
2016-10-29,2204
2016-10-30,2204
2016-10-31,2204
2016-11-01,2193
2016-11-02,2193
2016-11-03,2193
2016-11-04,2193
2016-11-05,2193
2016-11-06,2193
2016-11-07,2193
2016-11-08,2189
2016-11-09,2189
2016-11-10,2189
2016-11-11,2189
2016-11-12,2189
2016-11-13,2189
2016-11-14,2189
2016-11-15,2189
2016-12-07,2139
2016-12-08,2139
2016-12-09,2085
2016-12-10,2085
2016-12-11,2085
2016-12-12,2085
2016-12-13,2085
2016-12-14,2085
2016-12-15,2085
2016-12-16,2085
2016-12-17,2085
2016-12-18,2085
2016-12-19,2085
2016-12-20,2085
2016-12-21,2085
2016-12-22,2085
2016-12-23,2085
2016-12-24,2085
2016-12-25,2138
2016-12-26,2138
2016-12-27,2138
2016-12-28,2138
2016-12-29,2138
2016-12-30,2138
2016-12-31,2178
2017-01-01,2178
2017-01-02,2178
2017-01-03,2178
2017-01-04,2178
2017-01-05,2178
2017-01-06,2217
2017-01-07,2217
2017-01-08,2217
2017-01-09,2217
2017-01-10,2217
2017-01-11,2217
2017-01-12,2178
2017-01-13,2178
2017-01-14,2178
2017-01-15,2178
2017-01-16,2178
2017-01-17,2178
2017-01-18,2178
2017-01-19,2134
2017-01-20,2134
2017-01-21,2134
2017-01-22,2134
2017-01-23,2134
2017-01-27,2110
2017-01-28,2110
2017-01-29,2110
2017-01-30,2110
2017-01-31,2110
2017-02-01,2110
2017-02-02,2062
2017-02-03,2062
2017-02-04,2062
2017-02-05,2062
2017-02-06,2062
2017-02-07,2030
2017-02-08,2030
2017-02-09,2030
2017-02-10,2030
2017-02-11,2030
2017-02-12,2069
2017-02-13,2069
2017-02-14,2069
2017-02-15,2069
2017-02-16,2069
2017-02-18,2059
2017-02-19,2059
2017-02-20,2059
2017-02-21,2059
2017-02-22,2059
2017-02-23,2059
2017-02-24,2025
2017-02-25,2025
2017-02-26,2025
2017-02-27,2025
2017-02-28,2025
2017-03-01,2035
2017-03-02,2035
2017-03-03,2035
2017-03-04,2035
2017-03-05,2035
2017-03-06,2051
2017-03-07,2051
2017-03-08,2051
2017-03-09,2051
2017-03-10,2051
2017-03-11,2002
2017-03-12,2002
2017-03-13,2002
2017-03-14,2002
2017-03-15,2002
2017-03-16,2053
2017-03-17,2053
2017-03-18,2053
2017-03-19,2053
2017-03-20,2093
2017-03-21,2093
2017-03-22,2093
2017-03-23,2093
2017-03-24,2093
2017-03-25,2093
2017-03-26,2093
2017-03-27,2145
2017-03-28,2145
2017-03-29,2145
2017-03-30,2145
2017-03-31,2145
2017-04-01,2139
2017-04-02,2139
2017-04-03,2139
2017-04-04,2139
2017-04-12,2110
2017-04-13,2110
2017-04-14,2110
2017-04-15,2110
2017-04-16,2110
2017-04-17,2100
2017-04-18,2100
2017-04-19,2100
2017-04-20,2100
2017-04-21,2100
2017-04-22,2100
2017-04-23,2127
2017-04-24,2127
2017-04-25,2127
2017-04-26,2127
2017-04-27,2127
2017-04-28,2174
2017-04-29,2174
2017-04-30,2174
2017-05-01,2174
2017-05-02,2174
2017-05-03,2174
2017-05-04,2174
2017-05-05,2195
2017-05-06,2195
2017-05-07,2195
2017-05-08,2195
2017-05-09,2195
2017-05-10,2195
2017-05-11,2178
2017-05-12,2178
2017-05-13,2178
2017-05-14,2178
2017-05-15,2178
2017-05-16,2178
2017-05-17,2197
2017-05-18,2197
2017-05-19,2197
2017-05-20,2197
2017-05-21,2197
2017-05-22,2197
2017-05-23,2197
2017-05-24,2243
2017-05-25,2243
2017-05-26,2243
2017-05-27,2243
2017-05-28,2243
2017-05-29,2243
2017-05-30,2243
2017-05-31,2320
2017-06-01,2320
2017-06-02,2320
2017-06-03,2320
2017-06-04,2320
2017-06-05,2320
2017-06-06,2294
2017-06-07,2294
2017-06-08,2294
2017-06-09,2294
2017-06-10,2294
2017-06-11,2313
2017-06-12,2313
2017-06-13,2313
2017-06-14,2313
2017-06-15,2313
2017-06-16,2313
2017-06-17,2313
2017-06-18,2313
2017-06-19,2325
2017-06-20,2325
2017-06-21,2325
2017-06-22,2325
2017-06-23,2325
2017-06-24,2325
2017-06-25,2325
2017-06-26,2377
2017-06-27,2377
2017-06-28,2377
2017-06-29,2377
2017-06-30,2377
2017-07-01,2377
2017-07-02,2377
2017-07-03,2403
2017-07-04,2403
2017-07-05,2403
2017-07-06,2403
2017-07-07,2403
2017-07-08,2403
2017-07-13,2414
2017-07-14,2414
2017-07-15,2414
2017-07-16,2490
2017-07-17,2490
2017-07-18,2490
2017-07-19,2490
2017-07-20,2490
2017-07-21,2490
2017-07-22,2490
2017-07-23,2607
2017-07-24,2607
2017-07-25,2607
2017-07-26,2607
2017-07-27,2607
2017-07-28,2607
2017-07-29,2607
2017-07-30,2732
2017-07-31,2732
2017-08-01,2732
2017-08-02,2732
2017-08-03,2732
2017-08-04,2732
2017-08-05,2860
2017-08-06,2860
2017-08-09,2860
2017-08-10,2860
2017-08-11,2860
2017-08-12,2988
2017-08-13,2988
2017-08-14,2988
2017-08-15,2988
2017-08-16,2988
2017-08-17,3011
2017-08-18,3011
2017-08-19,3011
2017-08-20,3011
2017-08-21,3011
2017-08-22,3011
2017-08-23,2983
2017-08-24,2983
2017-08-25,2983
2017-08-26,2983
2017-08-27,2983
2017-08-28,2983
2017-08-29,2983
2017-08-30,2923
2017-08-31,2923
2017-09-01,2923
2017-09-02,2923
2017-09-03,2923
2017-09-04,2923
2017-09-05,2923
2017-09-06,2979
2017-09-07,2979
2017-09-08,2979
2017-09-09,2979
2017-09-10,2949
2017-09-11,2949
2017-09-12,2949
2017-09-13,2949
2017-09-14,2949
2017-09-15,2949
2017-09-16,2907
2017-09-17,2907
2017-09-18,2907
2017-09-19,2907
2017-09-20,2907
2017-09-22,2900
2017-09-23,2900
2017-09-24,2900
2017-09-25,2900
2017-09-26,2900
2017-09-27,2900
2017-09-28,2900
2017-09-29,2842
2017-09-30,2842
2017-10-01,2842
2017-10-02,2842
2017-10-03,2842
2017-10-04,2842
2017-10-05,2842
2017-10-06,2842
2017-10-07,2747
2017-10-08,2747
2017-10-09,2747
2017-10-10,2747
2017-10-11,2747
2017-10-12,2747
2017-10-13,2747
2017-10-14,2747
2017-10-15,2747
2017-10-16,2794
2017-10-17,2794
2017-10-18,2794
2017-10-19,2794
2017-10-20,2794
2017-10-21,2794
2017-10-22,2794
2017-10-23,2774
2017-10-24,2774
2017-10-25,2774
2017-10-26,2774
2017-10-27,2774
2017-10-28,2774
2017-10-29,2774
2017-10-30,2716
2017-10-31,2716
2017-11-01,2716
2017-11-02,2716
2017-11-03,2716
2017-11-04,2716
2017-11-05,2832
2017-11-06,2832
2017-11-07,2832
2017-11-08,2832
2017-11-09,2832
2017-11-10,2832
2017-11-11,2832
2017-11-12,2832
2017-11-13,2916
2017-11-14,2916
2017-11-15,2916
2017-11-16,2916
2017-11-17,2916
2017-11-18,2916
2017-11-19,2916
2017-11-20,2916
2017-11-21,2883
2017-11-22,2883
2017-11-23,2883
2017-11-24,2883
2017-11-25,2883
2017-11-26,2883
2017-11-27,2883
2017-11-28,2883
2017-11-29,2805
2017-11-30,2805
2017-12-01,2805
2017-12-02,2805
2017-12-03,2805
2017-12-04,2805
2017-12-05,2805
2017-12-06,2736
2017-12-07,2736
2017-12-08,2736
2017-12-09,2736
2017-12-10,2736
2017-12-11,2736
2017-12-12,2736
2017-12-13,2736
2017-12-14,2607
2017-12-15,2607
2017-12-16,2607
2017-12-17,2607
2017-12-18,2607
2017-12-19,2607
2017-12-20,2497
2017-12-21,2497
2017-12-22,2497
2017-12-23,2497
2017-12-24,2497
2017-12-25,2497
2017-12-26,2497
2017-12-27,2420
2017-12-28,2420
2017-12-29,2420
2017-12-30,2420
2017-12-31,2420
2018-01-01,2420
2018-01-02,2401
2018-01-03,2401
2018-01-04,2401
2018-01-05,2401
2018-01-06,2401
2018-01-07,2342
2018-01-08,2342
2018-01-09,2342
2018-01-10,2342
2018-01-11,2342
2018-01-12,2342
2018-01-13,2342
2018-01-14,2366
2018-01-15,2366
2018-01-16,2366
2018-01-17,2366
2018-01-18,2366
2018-01-19,2366
2018-01-20,2405
2018-01-21,2405
2018-01-22,2405
2018-01-23,2405
2018-01-24,2405
2018-01-25,2405
2018-01-26,2381
2018-01-27,2381
2018-01-28,2381
2018-01-29,2381
2018-01-30,2381
2018-01-31,2311
2018-02-01,2311
2018-02-02,2311
2018-02-03,2311
2018-02-04,2311
2018-02-05,2311
2018-02-06,2345
2018-02-07,2345
2018-02-08,2345
2018-02-09,2345
2018-02-10,2345
2018-02-11,2303
2018-02-12,2303
2018-02-13,2303
2018-02-14,2303
2018-02-15,2303
2018-02-16,2294
2018-02-17,2294
2018-02-18,2294
2018-02-19,2294
2018-02-20,2294
2018-02-21,2283
2018-02-22,2283
2018-02-23,2283
2018-02-24,2283
2018-02-25,2283
2018-02-26,2283
2018-02-27,2287
2018-02-28,2287
2018-03-01,2287
2018-03-02,2287
2018-03-03,2287
2018-03-04,2287
2018-03-05,2277
2018-03-06,2277
2018-03-07,2277
2018-03-08,2277
2018-03-09,2277
2018-03-10,2277
2018-03-11,2277
2018-03-12,2296
2018-03-13,2296
2018-03-14,2296
2018-03-15,2296
2018-03-16,2296
2018-03-17,2296
2018-03-18,2296
2018-03-20,2326
2018-03-21,2326
2018-03-22,2326
2018-03-23,2326
2018-03-24,2326
2018-03-25,2326
2018-03-26,2326
2018-03-27,2353
2018-03-28,2353
2018-03-29,2353
2018-03-30,2353
2018-03-31,2353
2018-04-01,2353
2018-04-02,2353
2018-04-03,2395
2018-04-04,2395
2018-04-05,2395
2018-04-06,2395
2018-04-07,2395
2018-04-08,2395
2018-04-09,2403
2018-04-10,2403
2018-04-11,2403
2018-04-12,2403
2018-04-13,2403
2018-04-14,2403
2018-04-15,2416
2018-04-16,2416
2018-04-17,2416
2018-04-18,2416
2018-04-19,2416
2018-04-20,2416
2018-04-21,2416
2018-04-22,2416
2018-04-23,2494
2018-04-24,2494
2018-04-25,2494
2018-04-26,2494
2018-04-27,2494
2018-04-28,2494
2018-04-29,2494
2018-04-30,2494
2018-05-01,2450
2018-05-02,2450
2018-05-03,2450
2018-05-04,2450
2018-05-05,2450
2018-05-06,2450
2018-05-07,2450
2018-05-08,2360
2018-05-09,2360
2018-05-10,2360
2018-05-11,2360
2018-05-12,2360
2018-05-13,2360
2018-05-14,2288
2018-05-15,2288
2018-05-16,2288
2018-05-17,2288
2018-05-18,2288
2018-05-19,2288
2018-05-20,2288
2018-05-21,2228
2018-05-22,2228
2018-05-23,2228
2018-05-24,2228
2018-05-25,2228
2018-05-26,2228
2018-05-27,2228
2018-05-28,2228
2018-05-29,2238
2018-05-30,2238
2018-05-31,2238
2018-06-01,2238
2018-06-02,2238
2018-06-03,2238
2018-06-04,2193
2018-06-05,2193
2018-06-06,2193
2018-06-07,2193
2018-06-08,2193
2018-06-09,2193
2018-06-10,2164
2018-06-11,2164
2018-06-12,2164
2018-06-13,2164
2018-06-14,2164
2018-06-15,2164
2018-06-16,2129
2018-06-17,2129
2018-06-18,2129
2018-06-19,2129
2018-06-20,2129
2018-06-21,2129
2018-06-22,2122
2018-06-23,2122
2018-06-24,2122
2018-06-25,2122
2018-06-26,2122
2018-06-27,2122
2018-06-28,2122
2018-06-29,2067
2018-06-30,2067
2018-07-01,2067
2018-07-02,2067
2018-07-03,2067
2018-07-04,2067
2018-07-05,2067
2018-07-06,2075
2018-07-07,2075
2018-07-08,2075
2018-07-09,2075
2018-07-10,2075
2018-07-11,2075
2018-07-12,2075
2018-07-13,2075
2018-07-14,2075
2018-07-15,2075
2018-07-16,2075
2018-07-17,2037
2018-07-18,2037
2018-07-19,2037
2018-07-20,2037
2018-07-21,2037
2018-07-22,2054
2018-07-23,2054
2018-07-24,2054
2018-07-25,2054
2018-07-26,2054
2018-07-27,1974
2018-07-28,1974
2018-07-29,1974
2018-07-30,1974
2018-07-31,1974
2018-08-01,1985
2018-08-02,1985
2018-08-03,1985
2018-08-04,1985
2018-08-05,1985
2018-08-06,1985
2018-08-07,1995
2018-08-08,1995
2018-08-09,1995
2018-08-10,1995
2018-08-11,1944
2018-08-12,1944
2018-08-14,1944
2018-08-16,1917
2018-08-17,1917
2018-08-18,1917
2018-08-19,1917
2018-08-20,1917
2018-08-21,1972
2018-08-22,1972
2018-08-23,1972
2018-08-24,1972
2018-08-25,1972
2018-08-26,1972
2018-08-27,2038
2018-08-28,2038
2018-08-29,2038
2018-08-30,2038
2018-08-31,2038
2018-09-01,2095
2018-09-02,2095
2018-09-03,2095
2018-09-04,2095
2018-09-05,2095
2018-09-06,2163
2018-09-07,2163
2018-09-08,2163
2018-09-09,2163
2018-09-10,2163
2018-09-11,2163
2018-09-12,2163
2018-09-13,2270
2018-09-14,2270
2018-09-15,2270
2018-09-16,2270
2018-09-17,2270
2018-09-18,2375
2018-09-19,2375
2018-09-20,2375
2018-09-21,2375
2018-09-22,2375
2018-09-23,2375
2018-09-24,2483
2018-09-25,2483
2018-09-26,2483
2018-09-27,2483
2018-09-28,2483
2018-09-29,2483
2018-09-30,2483
2018-10-01,2603
2018-10-02,2603
2018-10-03,2603
2018-10-04,2603
2018-10-05,2603
2018-10-06,2728
2018-10-07,2728
2018-10-08,2728
2018-10-09,2728
2018-10-10,2728
2018-10-11,2833
2018-10-12,2833
2018-10-13,2833
2018-10-14,2833
2018-10-15,2833
2018-10-16,2833
2018-10-17,2858
2018-10-18,2858
2018-10-19,2858
2018-10-20,2858
2018-10-21,2858
2018-10-22,2849
2018-10-23,2849
2018-10-24,2849
2018-10-25,2849
2018-10-26,2849
2018-10-27,2849
2018-10-28,2854
2018-10-29,2854
2018-10-30,2854
2018-10-31,2854
2018-11-01,2854
2018-11-03,2825
2018-11-04,2825
2018-11-05,2825
2018-11-06,2852
2018-11-07,2852
2018-11-08,2852
2018-11-09,2852
2018-11-10,2852
2018-11-11,2929
2018-11-12,2929
2018-11-13,2929
2018-11-15,2856
2018-11-16,2856
2018-11-17,2856
2018-11-18,2850
2018-11-19,2850
2018-11-20,2850
2018-11-21,2850
2018-11-22,2795
2018-11-23,2795
2018-11-24,2795
2018-11-25,2755
2018-11-26,2755
2018-11-27,2755
2018-11-28,2684
2018-11-29,2684
2018-12-01,2643
2018-12-02,2643
2018-12-03,2643
2018-12-04,2643
2018-12-05,2602
2018-12-07,2602
2018-12-09,2533
2018-12-10,2533
2018-12-11,2533
2018-12-12,2539
2018-12-13,2539
2018-12-14,2539
2018-12-15,2462
2018-12-16,2462
2018-12-17,2462
2018-12-18,2375
2018-12-19,2375
2018-12-20,2375
2018-12-21,2375
2018-12-22,2331
2018-12-23,2331
2018-12-24,2331
2018-12-25,2287
2018-12-26,2287
2018-12-27,2287
2018-12-28,2287
2018-12-29,2211
2018-12-30,2211
2018-12-31,2211
2019-01-01,2131
2019-01-02,2131
2019-01-03,2131
2019-01-04,2120
2019-01-05,2120
2019-01-06,2120
2019-01-08,2061
2019-01-10,2061
2019-01-11,2016
2019-01-12,2016
2019-01-13,2016
2019-01-14,1952
2019-01-15,1952
2019-01-16,1952
2019-01-17,1913
2019-01-18,1913
2019-01-19,1913
2019-01-20,1913
2019-01-21,1913
2019-01-22,1913
2019-01-23,1913
2019-01-24,1956
2019-01-25,1956
2019-01-26,1956
2019-01-27,1956
2019-01-28,1986
2019-01-29,1986
2019-01-30,1986
2019-01-31,1986
2019-02-01,2032
2019-02-02,2032
2019-02-03,2032
2019-02-04,2032
2019-02-05,2026
2019-02-06,2026
2019-02-07,2026
2019-02-08,2026
2019-02-09,2003
2019-02-10,2003
2019-02-11,2003
2019-02-12,2003
2019-02-13,2070
2019-02-14,2070
2019-02-15,2070
2019-02-16,2070
2019-02-17,2147
2019-02-18,2147
2019-02-19,2147
2019-02-20,2147
2019-02-21,2157
2019-02-22,2157
2019-02-23,2157
2019-02-24,2157
2019-02-25,2202
2019-02-26,2202
2019-02-27,2202
2019-02-28,2202
2019-03-01,2202
2019-03-02,2202
2019-03-03,2202
2019-03-04,2161
2019-03-05,2161
2019-03-06,2161
2019-03-07,2161
2019-03-08,2161
2019-03-09,2120
2019-03-10,2120
2019-03-11,2120
2019-03-12,2017
2019-03-13,2017
2019-03-14,2017
2019-03-15,2017
2019-03-16,2017
2019-03-17,1943
2019-03-18,1943
2019-03-19,1943
2019-03-20,1943
2019-03-21,1943
2019-03-22,1943
2019-03-23,1888
2019-03-24,1888
2019-03-25,1888
