date_obj,Bob's%20red%20shirt price
2016-04-04,3809
2016-04-05,3809
2016-04-06,3809
2016-04-07,3809
2016-04-08,3799
2016-04-09,3799
2016-04-10,3799
2016-04-11,3799
2016-04-12,3799
2016-04-13,3637
2016-04-14,3637
2016-04-15,3637
2016-04-16,3637
2016-04-17,3523
2016-04-18,3523
2016-04-19,3523
2016-04-20,3523
2016-04-21,3523
2016-04-22,3523
2016-04-23,3366
2016-04-24,3366
2016-04-25,3366
2016-04-26,3366
2016-04-27,3366
2016-04-28,3210
2016-04-29,3210
2016-04-30,3210
2016-05-01,3156
2016-05-02,3156
2016-05-03,3156
2016-05-04,3156
2016-05-05,3156
2016-05-06,3251
2016-05-07,3251
2016-05-08,3251
2016-05-09,3251
2016-05-10,3251
2016-05-11,3398
2016-05-12,3398
2016-05-13,3398
2016-05-14,3398
2016-05-15,3398
2016-05-16,3398
2016-05-17,3261
2016-05-18,3261
2016-05-19,3261
2016-05-22,3166
2016-05-23,3166
2016-05-24,3166
2016-05-25,3166
2016-05-26,3166
2016-05-27,3142
2016-05-28,3142
2016-05-29,3142
2016-05-30,3142
2016-05-31,3142
2016-06-01,3142
2016-06-02,3142
2016-06-03,3142
2016-06-04,3142
2016-06-05,3142
2016-06-06,3098
2016-06-07,3098
2016-06-08,3098
2016-06-09,3098
2016-06-10,3098
2016-06-11,3061
2016-06-12,3061
2016-06-13,3061
2016-06-14,3061
2016-06-15,3061
2016-06-16,3061
2016-06-17,2944
2016-06-18,2944
2016-06-19,2944
2016-06-20,2944
2016-06-21,2944
2016-06-22,2944
2016-06-23,2811
2016-06-24,2811
2016-06-25,2811
2016-06-26,2811
2016-06-27,2811
2016-06-28,2811
2016-06-29,2835
2016-06-30,2835
2016-07-01,2835
2016-07-02,2835
2016-07-03,2835
2016-07-04,2743
2016-07-05,2743
2016-07-06,2743
2016-07-07,2649
2016-07-08,2649
2016-07-09,2528
2016-07-10,2528
2016-07-11,2528
2016-07-12,2547
2016-07-13,2547
2016-07-14,2547
2016-07-15,2547
2016-07-16,2509
2016-07-17,2509
2016-07-18,2509
2016-07-23,2400
2016-07-24,2377
2016-07-25,2377
2016-07-26,2377
2016-07-27,2377
2016-07-28,2377
2016-07-29,2326
2016-07-30,2326
2016-07-31,2326
2016-08-01,2326
2016-08-02,2326
2016-08-03,2326
2016-08-04,2213
2016-08-05,2213
2016-08-06,2213
2016-08-07,2213
2016-08-08,2213
2016-08-09,2108
2016-08-10,2108
2016-08-11,2108
2016-08-12,2108
2016-08-13,2108
2016-08-14,2012
2016-08-15,2012
2016-08-16,2012
2016-08-17,2012
2016-08-18,1976
2016-08-19,1976
2016-08-20,1976
2016-08-21,1976
2016-08-22,1976
2016-08-23,1976
2016-08-24,1882
2016-08-25,1882
2016-08-26,1882
2016-08-28,1882
2016-08-31,1793
2016-09-01,1793
2016-09-02,1793
2016-09-03,1793
2016-09-04,1843
2016-09-05,1843
2016-09-06,1843
2016-09-07,1843
2016-09-08,1843
2016-09-09,1843
2016-09-10,1843
2016-09-11,1843
2016-09-12,1838
2016-09-13,1838
2016-09-14,1838
2016-09-15,1838
2016-09-16,1838
2016-09-17,1838
2016-09-18,1838
2016-09-19,1840
2016-09-20,1840
2016-09-21,1840
2016-09-22,1840
2016-09-23,1840
2016-09-24,1840
2016-09-25,1840
2016-09-26,1840
2016-09-27,1840
2016-09-28,1859
2016-09-29,1859
2016-09-30,1859
2016-10-01,1859
2016-10-02,1859
2016-10-03,1859
2016-10-04,1859
2016-10-05,1859
2016-10-06,1792
2016-10-07,1792
2016-10-08,1792
2016-10-09,1792
2016-10-10,1792
2016-10-11,1792
2016-10-12,1792
2016-10-13,1792
2016-10-14,1792
2016-10-15,1808
2016-10-16,1808
2016-10-17,1808
2016-10-18,1808
2016-10-19,1808
2016-10-20,1808
2016-10-21,1808
2016-10-22,1808
2016-10-23,1842
2016-10-24,1842
2016-10-25,1842
2016-10-26,1842
2016-10-27,1842
2016-10-28,1842
2016-10-29,1842
2016-10-30,1842
2016-10-31,1863
2016-11-01,1863
2016-11-02,1863
2016-11-03,1952
2016-11-04,2049
2016-11-05,2049
2016-11-06,2152
2016-11-07,2152
2016-11-08,2260
2016-11-09,2373
2016-11-10,2486
2016-11-11,2486
2016-11-12,2607
2016-11-13,2607
2016-11-14,2731
2016-11-15,2731
2016-12-07,5570
2016-12-08,5849
2016-12-09,5849
2016-12-10,6126
2016-12-11,6427
2016-12-12,6427
2016-12-13,6749
2016-12-14,6749
2016-12-15,7081
2016-12-16,7081
2016-12-17,7376
2016-12-18,7376
2016-12-19,7718
2016-12-20,7718
2016-12-21,8094
2016-12-22,8094
2016-12-23,8419
2016-12-24,8419
2016-12-25,8724
2016-12-26,8724
2016-12-27,8724
2016-12-28,8801
2016-12-29,8801
2016-12-30,8801
2016-12-31,8613
2017-01-01,8613
2017-01-02,8558
2017-01-03,8558
2017-01-04,8411
2017-01-05,8411
2017-01-06,8411
2017-01-07,8239
2017-01-08,8239
2017-01-09,8365
2017-01-10,8365
2017-01-11,8456
2017-01-12,8615
2017-01-13,8615
2017-01-14,9021
2017-01-15,9448
2017-01-16,9448
2017-01-17,9921
2017-01-18,10383
2017-01-19,10383
2017-01-20,10895
2017-01-21,11440
2017-01-22,11440
2017-01-23,11996
2017-01-27,13806
2017-01-28,14488
2017-01-29,15177
2017-01-30,15177
2017-01-31,15925
2017-02-01,16689
2017-02-02,16689
2017-02-03,17468
2017-02-04,18262
2017-02-05,18262
2017-02-06,19107
2017-02-07,19107
2017-02-08,19585
2017-02-09,19585
2017-02-10,20540
2017-02-11,21540
2017-02-12,21540
2017-02-13,22444
2017-02-14,23556
2017-02-15,23556
2017-02-16,24337
2017-02-18,24516
2017-02-19,25220
2017-02-20,25220
2017-02-21,25893
2017-02-22,25893
2017-02-23,26690
2017-02-24,26690
2017-02-25,27175
2017-02-26,27175
2017-02-27,27543
2017-02-28,27955
2017-03-01,27955
2017-03-02,27682
2017-03-03,27682
2017-03-04,28370
2017-03-05,28370
2017-03-06,28735
2017-03-07,28735
2017-03-08,28735
2017-03-09,29235
2017-03-10,29235
2017-03-11,29051
2017-03-12,29051
2017-03-13,29051
2017-03-14,28371
2017-03-15,28371
2017-03-16,27259
2017-03-17,27259
2017-03-18,27259
2017-03-19,26283
2017-03-20,26283
2017-03-21,25086
2017-03-22,25086
2017-03-23,23886
2017-03-24,23886
2017-03-25,22772
2017-03-26,22772
2017-03-27,21633
2017-03-28,21633
2017-03-29,20631
2017-03-30,20631
2017-03-31,19870
2017-04-01,19870
2017-04-02,19870
2017-04-03,19497
2017-04-04,19497
2017-04-12,17314
2017-04-13,17314
2017-04-14,17314
2017-04-15,16909
2017-04-16,16909
2017-04-17,16850
2017-04-18,16850
2017-04-19,16850
2017-04-20,16280
2017-04-21,16280
2017-04-22,16280
2017-04-23,15558
2017-04-24,15558
2017-04-25,15042
2017-04-26,15042
2017-04-27,15042
2017-04-28,14606
2017-04-29,14606
2017-04-30,14606
2017-05-01,13875
2017-05-02,13875
2017-05-03,13875
2017-05-04,13280
2017-05-05,13280
2017-05-06,13280
2017-05-07,12944
2017-05-08,12944
2017-05-09,12395
2017-05-10,12395
2017-05-11,12395
2017-05-12,12121
2017-05-13,12121
2017-05-14,12121
2017-05-15,12179
2017-05-16,12179
2017-05-17,12179
2017-05-18,12054
2017-05-19,12054
2017-05-20,12054
2017-05-21,12081
2017-05-22,12081
2017-05-23,12081
2017-05-24,11753
2017-05-25,11753
2017-05-26,11753
2017-05-27,11695
2017-05-28,11695
2017-05-29,11695
2017-05-30,11695
2017-05-31,11487
2017-06-01,11487
2017-06-02,11487
2017-06-03,11589
2017-06-04,11589
2017-06-05,11589
2017-06-06,11660
2017-06-07,11660
2017-06-08,11660
2017-06-09,11678
2017-06-10,11678
2017-06-11,11146
2017-06-12,11146
2017-06-13,11146
2017-06-14,10713
2017-06-15,10713
2017-06-16,10713
2017-06-17,10532
2017-06-18,10532
2017-06-19,10532
2017-06-20,10020
2017-06-21,10020
2017-06-22,10020
2017-06-23,9739
2017-06-24,9739
2017-06-25,9678
2017-06-26,9678
2017-06-27,9598
2017-06-28,9598
2017-06-29,9598
2017-06-30,9606
2017-07-01,9606
2017-07-02,9606
2017-07-03,9633
2017-07-04,9633
2017-07-05,9633
2017-07-06,9782
2017-07-07,9782
2017-07-08,9782
2017-07-13,10338
2017-07-14,10471
2017-07-15,10471
2017-07-16,10471
2017-07-17,10584
2017-07-18,10584
2017-07-19,10584
2017-07-20,10784
2017-07-21,10784
2017-07-22,10784
2017-07-23,10692
2017-07-24,10692
2017-07-25,10692
2017-07-26,10515
2017-07-27,10515
2017-07-28,10515
2017-07-29,10054
2017-07-30,10054
2017-07-31,10054
2017-08-01,9760
2017-08-02,9760
2017-08-03,9789
2017-08-04,9789
2017-08-05,9789
2017-08-06,9657
2017-08-09,9495
2017-08-10,9495
2017-08-11,9495
2017-08-12,9419
2017-08-13,9419
2017-08-14,9419
2017-08-15,9430
2017-08-16,9430
2017-08-17,9381
2017-08-18,9381
2017-08-19,9381
2017-08-20,9357
2017-08-21,9357
2017-08-22,9357
2017-08-23,9446
2017-08-24,9446
2017-08-25,9446
2017-08-26,9528
2017-08-27,9528
2017-08-28,9528
2017-08-29,9552
2017-08-30,9552
2017-08-31,9846
2017-09-01,9846
2017-09-02,10125
2017-09-03,10125
2017-09-04,10426
2017-09-05,10426
2017-09-06,10651
2017-09-07,10651
2017-09-08,10651
2017-09-09,10637
2017-09-10,10637
2017-09-11,10719
2017-09-12,10719
2017-09-13,10972
2017-09-14,10972
2017-09-15,10972
2017-09-16,11226
2017-09-17,11226
2017-09-18,11638
2017-09-19,11638
2017-09-20,11638
2017-09-22,11896
2017-09-23,11896
2017-09-24,11890
2017-09-25,11890
2017-09-26,11890
2017-09-27,12224
2017-09-28,12224
2017-09-29,12543
2017-09-30,12543
2017-10-01,12543
2017-10-02,13082
2017-10-03,13082
2017-10-04,13082
2017-10-05,13554
2017-10-06,13554
2017-10-07,13749
2017-10-08,13749
2017-10-09,13867
2017-10-10,13867
2017-10-11,13867
2017-10-12,14038
2017-10-13,14038
2017-10-14,14456
2017-10-15,14456
2017-10-16,14456
2017-10-17,14466
2017-10-18,14466
2017-10-19,14466
2017-10-20,14315
2017-10-21,14315
2017-10-22,14297
2017-10-23,14297
2017-10-24,14976
2017-10-25,14976
2017-10-26,15485
2017-10-27,15485
2017-10-28,15485
2017-10-29,15492
2017-10-30,15492
2017-10-31,15492
2017-11-01,15352
2017-11-02,15352
2017-11-03,15352
2017-11-04,15281
2017-11-05,15281
2017-11-06,15281
2017-11-07,15316
2017-11-08,15316
2017-11-09,15014
2017-11-10,15014
2017-11-11,15014
2017-11-12,14312
2017-11-13,14312
2017-11-14,14312
2017-11-15,13675
2017-11-16,13675
2017-11-17,13675
2017-11-18,13018
2017-11-19,13018
2017-11-20,12724
2017-11-21,12724
2017-11-22,12724
2017-11-23,12327
2017-11-24,12327
2017-11-25,12327
2017-11-26,12327
2017-11-27,12177
2017-11-28,12177
2017-11-29,12177
2017-11-30,12142
2017-12-01,12142
2017-12-02,12142
2017-12-03,11688
2017-12-04,11688
2017-12-05,11688
2017-12-06,11688
2017-12-07,11182
2017-12-08,11182
2017-12-09,11182
2017-12-10,11182
2017-12-11,10645
2017-12-12,10645
2017-12-13,10645
2017-12-14,10112
2017-12-15,10112
2017-12-16,10112
2017-12-17,9828
2017-12-18,9828
2017-12-19,9949
2017-12-20,9949
2017-12-21,9949
2017-12-22,9995
2017-12-23,9995
2017-12-24,10263
2017-12-25,10263
2017-12-26,10592
2017-12-27,10592
2017-12-28,10592
2017-12-29,10839
2017-12-30,10839
2017-12-31,11280
2018-01-01,11280
2018-01-02,11743
2018-01-03,11743
2018-01-04,11743
2018-01-05,11533
2018-01-06,11533
2018-01-07,11797
2018-01-08,11797
2018-01-09,11756
2018-01-10,11756
2018-01-11,12158
2018-01-12,12158
2018-01-13,12158
2018-01-14,12076
2018-01-15,12076
2018-01-16,12336
2018-01-17,12336
2018-01-18,12336
2018-01-19,12320
2018-01-20,12320
2018-01-21,12729
2018-01-22,12729
2018-01-23,12919
2018-01-24,12919
2018-01-25,13159
2018-01-26,13159
2018-01-27,13392
2018-01-28,13392
2018-01-29,13612
2018-01-30,13612
2018-01-31,13737
2018-02-01,13737
2018-02-02,13737
2018-02-03,13326
2018-02-04,13326
2018-02-05,13326
2018-02-06,13066
2018-02-07,13066
2018-02-08,13134
2018-02-09,13134
2018-02-10,13231
2018-02-11,13231
2018-02-12,13280
2018-02-13,13280
2018-02-14,13280
2018-02-15,13550
2018-02-16,13550
2018-02-17,13550
2018-02-18,13539
2018-02-19,13539
2018-02-20,13539
2018-02-21,13671
2018-02-22,13671
2018-02-23,13671
2018-02-24,13896
2018-02-25,13896
2018-02-26,14068
2018-02-27,14068
2018-02-28,14464
2018-03-01,14464
2018-03-02,14731
2018-03-03,14731
2018-03-04,14731
2018-03-05,14687
2018-03-06,14687
2018-03-07,15089
2018-03-08,15089
2018-03-09,15089
2018-03-10,15075
2018-03-11,15075
2018-03-12,15075
2018-03-13,15165
2018-03-14,15165
2018-03-15,15165
2018-03-16,15097
2018-03-17,15097
2018-03-18,15166
2018-03-20,15166
2018-03-21,15328
2018-03-23,15328
2018-03-24,15336
2018-03-25,15336
2018-03-26,15336
2018-03-27,15508
2018-03-28,15508
2018-03-29,15508
2018-03-30,15585
2018-03-31,15585
2018-04-01,15585
2018-04-02,15805
2018-04-03,15805
2018-04-04,15805
2018-04-05,15883
2018-04-06,15883
2018-04-07,15883
2018-04-08,16051
2018-04-09,16051
2018-04-10,16051
2018-04-11,16195
2018-04-12,16195
2018-04-13,16195
2018-04-14,16381
2018-04-15,16381
2018-04-16,16381
2018-04-17,16616
2018-04-18,16616
2018-04-19,16616
2018-04-20,16828
2018-04-21,16828
2018-04-22,16828
2018-04-23,16820
2018-04-24,16820
2018-04-25,16820
2018-04-26,17122
2018-04-27,17122
2018-04-28,17122
2018-04-29,17404
2018-04-30,17404
2018-05-01,17525
2018-05-02,17525
2018-05-03,17525
2018-05-04,17525
2018-05-05,17236
2018-05-06,17236
2018-05-07,17236
2018-05-08,17236
2018-05-09,17301
2018-05-10,17301
2018-05-11,17301
2018-05-12,17029
2018-05-13,17029
2018-05-14,17029
2018-05-15,17180
2018-05-16,17180
2018-05-17,17180
2018-05-18,17202
2018-05-19,17202
2018-05-20,17202
2018-05-21,17193
2018-05-22,17193
2018-05-23,17193
2018-05-24,17744
2018-05-25,17744
2018-05-26,18248
2018-05-27,18248
2018-05-28,18891
2018-05-29,18891
2018-05-30,19439
2018-05-31,19439
2018-06-01,19932
2018-06-02,19932
2018-06-03,20247
2018-06-04,20247
2018-06-05,20467
2018-06-06,20467
2018-06-07,20670
2018-06-08,21157
2018-06-09,21157
2018-06-10,20899
2018-06-11,20899
2018-06-12,20899
2018-06-13,20655
2018-06-14,20655
2018-06-15,21097
2018-06-16,21097
2018-06-17,21323
2018-06-18,21323
2018-06-19,22046
2018-06-20,22046
2018-06-21,22104
2018-06-22,22104
2018-06-23,22136
2018-06-24,22572
2018-06-25,22572
2018-06-26,23078
2018-06-27,23078
2018-06-28,23782
2018-06-29,23782
2018-06-30,24879
2018-07-01,24879
2018-07-02,24879
2018-07-03,25339
2018-07-04,25339
2018-07-05,25339
2018-07-06,26106
2018-07-07,26106
2018-07-08,26106
2018-07-09,25997
2018-07-10,25997
2018-07-11,26316
2018-07-12,26316
2018-07-13,26995
2018-07-14,26995
2018-07-15,26654
2018-07-16,26654
2018-07-17,25911
2018-07-18,25911
2018-07-19,26550
2018-07-20,26550
2018-07-21,26713
2018-07-22,26713
2018-07-23,27081
2018-07-24,27081
2018-07-25,28207
2018-07-26,28207
2018-07-27,29147
2018-07-28,29147
2018-07-29,30449
2018-07-30,30449
2018-07-31,31485
2018-08-01,31485
2018-08-02,32853
2018-08-03,32853
2018-08-04,34033
2018-08-05,34033
2018-08-06,35379
2018-08-07,35379
2018-08-08,36690
2018-08-09,36690
2018-08-10,38008
2018-08-11,38008
2018-08-12,37921
2018-08-14,38183
2018-08-16,38183
2018-08-17,37961
2018-08-18,37961
2018-08-19,37961
2018-08-20,37206
2018-08-21,37206
2018-08-22,37206
2018-08-23,36636
2018-08-24,36636
2018-08-25,36654
2018-08-26,36654
2018-08-27,36654
2018-08-28,35729
2018-08-29,35729
2018-08-30,35729
2018-08-31,35021
2018-09-01,35021
2018-09-02,35021
2018-09-03,33340
2018-09-04,33340
2018-09-05,32307
2018-09-06,32307
2018-09-07,32307
2018-09-08,32089
2018-09-09,32089
2018-09-10,32089
2018-09-11,31524
2018-09-12,31524
2018-09-13,31524
2018-09-14,30922
2018-09-15,30922
2018-09-16,30922
2018-09-17,29931
2018-09-18,29931
2018-09-19,29931
2018-09-20,29611
2018-09-21,29611
2018-09-22,29359
2018-09-23,29359
2018-09-24,29359
2018-09-25,28633
2018-09-26,28633
2018-09-27,28633
2018-09-28,27918
2018-09-29,27918
2018-09-30,27918
2018-10-01,27234
2018-10-02,27234
2018-10-03,27435
2018-10-04,27435
2018-10-05,27435
2018-10-06,27239
2018-10-07,27239
2018-10-08,27239
2018-10-09,26646
2018-10-10,26646
2018-10-11,26517
2018-10-12,26517
2018-10-13,26517
2018-10-14,26119
2018-10-15,26119
2018-10-16,26119
2018-10-17,25336
2018-10-18,25336
2018-10-19,25694
2018-10-20,25694
2018-10-21,25694
2018-10-22,25915
2018-10-23,25915
2018-10-24,25915
2018-10-25,25768
2018-10-26,25768
2018-10-27,25768
2018-10-28,25197
2018-10-29,25197
2018-10-30,25197
2018-10-31,24345
2018-11-01,24345
2018-11-03,23321
2018-11-04,23321
2018-11-05,22446
2018-11-06,22446
2018-11-07,21986
2018-11-08,21986
2018-11-09,21087
2018-11-10,20801
2018-11-11,20801
2018-11-12,20145
2018-11-13,20145
2018-11-15,19513
2018-11-16,19113
2018-11-17,19113
2018-11-18,18508
2018-11-19,18508
2018-11-20,17745
2018-11-21,17745
2018-11-22,17263
2018-11-23,17263
2018-11-24,17001
2018-11-25,16554
2018-11-26,16554
2018-11-27,16695
2018-11-28,16844
2018-11-29,17155
2018-12-01,17672
2018-12-02,18358
2018-12-03,18358
2018-12-04,18251
2018-12-05,18355
2018-12-07,17617
2018-12-09,17384
2018-12-10,17593
2018-12-11,17593
2018-12-12,18021
2018-12-13,18467
2018-12-14,18467
2018-12-15,19074
2018-12-16,19858
2018-12-17,19858
2018-12-18,20791
2018-12-19,21709
2018-12-20,22385
2018-12-21,22385
2018-12-22,23322
2018-12-23,23926
2018-12-24,24993
2018-12-25,24993
2018-12-26,26185
2018-12-27,27303
2018-12-28,27303
2018-12-29,28514
2018-12-30,28514
2018-12-31,28890
2019-01-01,28890
2019-01-02,28167
2019-01-03,28669
2019-01-04,28669
2019-01-05,28647
2019-01-06,29715
2019-01-08,31090
2019-01-10,32268
2019-01-11,32743
2019-01-12,32812
2019-01-13,33256
2019-01-14,33256
2019-01-15,32851
2019-01-16,32851
2019-01-17,32391
2019-01-18,32391
2019-01-19,31501
2019-01-20,31501
2019-01-21,30851
2019-01-22,30851
2019-01-23,29430
2019-01-24,29430
2019-01-25,27959
2019-01-26,27959
2019-01-27,27024
2019-01-28,27024
2019-01-29,25956
2019-01-30,25956
2019-01-31,25399
2019-02-01,24749
2019-02-02,24749
2019-02-03,24183
2019-02-04,24183
2019-02-05,23765
2019-02-06,23765
2019-02-07,23477
2019-02-08,23477
2019-02-09,23167
2019-02-10,23167
2019-02-11,22863
2019-02-12,22863
2019-02-13,21876
2019-02-14,21876
2019-02-15,21065
2019-02-16,21065
2019-02-17,20290
2019-02-18,20290
2019-02-19,19815
2019-02-20,19815
2019-02-21,19314
2019-02-22,19314
2019-02-23,18886
2019-02-24,18886
2019-02-25,18697
2019-02-26,18697
2019-02-27,18444
2019-02-28,18444
2019-03-01,18689
2019-03-02,18689
2019-03-03,18640
2019-03-04,18917
2019-03-05,18917
2019-03-06,18204
2019-03-07,18204
2019-03-08,17655
2019-03-09,17655
2019-03-10,17521
2019-03-11,18119
2019-03-12,18308
2019-03-13,18308
2019-03-14,18189
2019-03-15,18189
2019-03-16,18625
2019-03-17,18878
2019-03-18,18878
2019-03-19,19575
2019-03-20,20161
2019-03-21,20745
2019-03-22,20745
2019-03-23,20971
2019-03-24,20971
2019-03-25,21804
2019-03-26,22656
