date_obj,Rock-shell%20shard price
2015-03-26,36000
2015-03-27,36000
2015-03-28,36000
2015-03-29,36000
2015-03-30,36000
2015-03-31,36000
2015-04-01,36000
2015-04-02,36000
2015-04-03,36000
2015-04-04,36000
2015-04-05,36000
2015-04-06,36000
2015-04-07,36000
2015-04-08,36000
2015-04-09,36000
2015-04-10,36000
2015-04-11,36000
2015-04-12,36000
2015-04-13,36000
2015-04-14,36000
2015-04-15,36000
2015-04-16,36000
2015-04-17,36000
2015-04-18,36000
2015-04-19,36000
2015-04-20,36000
2015-04-21,36000
2015-04-22,36000
2015-04-23,36000
2015-04-24,36000
2015-04-25,36000
2015-04-26,36000
2015-04-27,36000
2015-04-28,36000
2015-04-29,36000
2015-04-30,36000
2015-05-01,36000
2015-05-02,36000
2015-05-03,36000
2015-05-04,36000
2015-05-05,36000
2015-05-06,36000
2015-05-07,36000
2015-05-08,36000
2015-05-09,36000
2015-05-10,36000
2015-05-11,36000
2015-05-12,36000
2015-05-13,36000
2015-05-14,36000
2015-05-15,36000
2015-05-16,36000
2015-05-17,36000
2015-05-18,36000
2015-05-19,36000
2015-05-20,36000
2015-05-21,36000
2015-05-22,36000
2015-05-23,36000
2015-05-24,36000
2015-05-25,36000
2015-05-26,36000
2015-05-27,36000
2015-05-28,36000
2015-05-29,36000
2015-05-30,36000
2015-05-31,36000
2015-06-01,36000
2015-06-02,36000
2015-06-03,36000
2015-06-04,36000
2015-06-05,36000
2015-06-06,36000
2015-06-07,36000
2015-06-08,36000
2015-06-09,36000
2015-06-10,36000
2015-06-11,36000
2015-06-12,36000
2015-06-13,36000
2015-06-14,36000
2015-06-15,36000
2015-06-16,36000
2015-06-17,36000
2015-06-18,36000
2015-06-19,36000
2015-06-20,36000
2015-06-21,36000
2015-06-22,36000
2015-06-23,36000
2015-06-24,36000
2015-06-25,36000
2015-06-26,36000
2015-06-27,36000
2015-06-28,36000
2015-06-29,36000
2015-06-30,36000
2015-07-01,36000
2015-07-02,36000
2015-07-03,36000
2015-07-04,36000
2015-07-05,36000
2015-07-06,36000
2015-07-07,36000
2015-07-08,36000
2015-07-09,36000
2015-07-10,36000
2015-07-11,36000
2015-07-12,36000
2015-07-13,36000
2015-07-14,36000
2015-07-15,36000
2015-07-16,36000
2015-07-17,36000
2015-07-18,36000
2015-07-19,36000
2015-07-20,36000
2015-07-21,36000
2015-07-22,36000
2015-07-23,36000
2015-07-24,36000
2015-07-25,36000
2015-07-26,36000
2015-07-27,36000
2015-07-28,36000
2015-07-29,36000
2015-07-30,36000
2015-07-31,36000
2015-08-01,36000
2015-08-02,36000
2015-08-03,36000
2015-08-04,36000
2015-08-05,36000
2015-08-06,36000
2015-08-07,36000
2015-08-08,36000
2015-08-09,36000
2015-08-10,36000
2015-08-11,36000
2015-08-12,36000
2015-08-13,36000
2015-08-14,36000
2015-08-15,36000
2015-08-16,36000
2015-08-17,36000
2015-08-18,36000
2015-08-19,36000
2015-08-20,36000
2015-08-21,36000
2015-08-22,36000
2015-08-23,36000
2015-08-24,36000
2015-08-25,36000
2015-08-26,36000
2015-08-27,36000
2015-08-28,36000
2015-08-29,36000
2015-08-30,36000
2015-08-31,36000
2015-09-01,36000
2015-09-02,36000
2015-09-03,36000
2015-09-04,36000
2015-09-05,36000
2015-09-06,36000
2015-09-07,36000
2015-09-08,36000
2015-09-09,36000
2015-09-10,36000
2015-09-11,36000
2015-09-12,36000
2015-09-13,36000
2015-09-14,36000
2015-09-15,36000
2015-09-16,36000
2015-09-17,36000
2015-09-18,36000
2015-09-19,36000
2015-09-20,36000
2015-09-21,36000
2015-09-22,36000
2015-09-23,36000
2015-09-24,36000
2015-09-25,36000
2015-09-27,36000
2015-09-28,36000
2015-09-29,36000
2015-09-30,36000
2015-10-05,36000
2015-10-06,36000
2015-10-07,36000
2015-10-08,36000
2015-10-09,36000
2015-10-10,36000
2015-10-11,36000
2015-10-12,36000
2015-10-13,36000
2015-10-14,36000
2015-10-15,36000
2015-10-16,36000
2015-10-17,36000
2015-10-18,36000
2015-10-19,36000
2015-10-20,36000
2015-10-22,36000
2015-10-23,36000
2015-10-24,36000
2015-10-25,36000
2015-10-26,36000
2015-10-27,36000
2015-10-29,36000
2015-10-30,36000
2015-10-31,36000
2015-11-01,36000
2015-11-02,36000
2015-11-03,36000
2015-11-04,36000
2015-11-05,36000
2015-11-06,36000
2015-11-07,36000
2015-11-08,36000
2015-11-09,36000
2015-11-10,36000
2015-11-11,36000
2015-11-12,36000
2015-11-13,36000
2015-11-14,36000
2015-11-15,36000
2015-11-16,36000
2015-11-17,36000
2015-11-18,36000
2015-11-19,36000
2015-11-20,36000
2015-11-21,36000
2015-11-22,36000
2015-11-23,36000
2015-11-24,36000
2015-11-25,36000
2015-11-26,36000
2015-11-27,36000
2015-11-28,36000
2015-11-29,36000
2015-11-30,36000
2015-12-01,36000
2015-12-02,36000
2015-12-03,36000
2015-12-04,36000
2015-12-05,36000
2015-12-06,36000
2015-12-07,36000
2015-12-08,36000
2015-12-09,36000
2015-12-10,36000
2015-12-11,36000
2015-12-12,36000
2015-12-13,36000
2015-12-14,36000
2015-12-15,36000
2015-12-16,36000
2015-12-17,36000
2015-12-18,36000
2015-12-19,36000
2015-12-20,36000
2015-12-21,36000
2015-12-22,36000
2015-12-23,36000
2015-12-24,36000
2015-12-25,36000
2015-12-26,36000
2015-12-27,36000
2015-12-28,36000
2015-12-29,36000
2015-12-30,36000
2015-12-31,36000
2016-01-01,36000
2016-01-02,36000
2016-01-03,36000
2016-01-04,36000
2016-01-05,36000
2016-01-06,36000
2016-01-07,36000
2016-01-08,36000
2016-01-09,36000
2016-01-10,36000
2016-01-11,36000
2016-01-12,36000
2016-01-13,36000
2016-01-14,36000
2016-01-15,36000
2016-01-16,36000
2016-01-17,36000
2016-01-18,36000
2016-01-19,36000
2016-01-20,36000
2016-01-21,36000
2016-01-22,36000
2016-01-23,36000
2016-01-24,36000
2016-01-25,36000
2016-01-26,36000
2016-01-27,36000
2016-01-28,36000
2016-01-29,36000
2016-01-30,36000
2016-01-31,36000
2016-02-01,36000
2016-02-02,36000
2016-02-03,36000
2016-02-04,36000
2016-02-05,36000
2016-02-06,36000
2016-02-07,36000
2016-02-08,36000
2016-02-09,36000
2016-02-10,36000
2016-02-11,36000
2016-02-12,36000
2016-02-13,36000
2016-02-14,36000
2016-02-15,36000
2016-02-16,36000
2016-02-17,36000
2016-02-18,36000
2016-02-19,36000
2016-02-20,36000
2016-02-21,36000
2016-02-22,36000
2016-02-23,36000
2016-02-24,36000
2016-02-25,36000
2016-02-26,36000
2016-02-27,36000
2016-02-28,36000
2016-02-29,36000
2016-03-01,36000
2016-03-02,36000
2016-03-03,36000
2016-03-04,36000
2016-03-05,36000
2016-03-06,36000
2016-03-07,36000
2016-03-08,36000
2016-03-09,36000
2016-03-10,36000
2016-03-11,36000
2016-03-12,36000
2016-03-13,36000
2016-03-14,36000
2016-03-15,36000
2016-03-16,36000
2016-03-17,36000
2016-03-18,36000
2016-03-19,36000
2016-03-20,36000
2016-03-21,36000
2016-03-22,36000
2016-03-23,36000
2016-03-24,36000
2016-03-25,36000
2016-03-26,36000
2016-03-27,36000
2016-03-28,36000
2016-03-29,36000
2016-03-30,36000
2016-03-31,36000
2016-04-01,36000
2016-04-02,36000
2016-04-03,36000
2016-04-04,36000
2016-04-05,36000
2016-04-06,36000
2016-04-07,36000
2016-04-08,36000
2016-04-09,36000
2016-04-10,36000
2016-04-11,36000
2016-04-12,36000
2016-04-13,36000
2016-04-14,36000
2016-04-15,36000
2016-04-16,36000
2016-04-17,36000
2016-04-18,36000
2016-04-19,36000
2016-04-20,36000
2016-04-21,36000
2016-04-22,36000
2016-04-23,36000
2016-04-24,36000
2016-04-25,36000
2016-04-26,36000
2016-04-27,36000
2016-04-28,36000
2016-04-29,36000
2016-04-30,36000
2016-05-01,36000
2016-05-02,36000
2016-05-03,36000
2016-05-04,36000
2016-05-05,36000
2016-05-06,36000
2016-05-07,36650
2016-05-08,36650
2016-05-09,36650
2016-05-10,36650
2016-05-11,36650
2016-05-12,36650
2016-05-13,36650
2016-05-14,36650
2016-05-15,36650
2016-05-16,36650
2016-05-17,36650
2016-05-18,36650
2016-05-19,36650
2016-05-22,36650
2016-05-23,36650
2016-05-24,36650
2016-05-25,36650
2016-05-26,36650
2016-05-27,36650
2016-05-28,36650
2016-05-29,36650
2016-05-30,36650
2016-05-31,36650
2016-06-01,36650
2016-06-02,36650
2016-06-03,36650
2016-06-04,36650
2016-06-05,36650
2016-06-06,36650
2016-06-07,36650
2016-06-08,36650
2016-06-09,36650
2016-06-10,36650
2016-06-11,36650
2016-06-12,36650
2016-06-13,36650
2016-06-14,36650
2016-06-15,34933
2016-06-16,34933
2016-06-17,34933
2016-06-18,34933
2016-06-19,34933
2016-06-20,34933
2016-06-21,34933
2016-06-22,34933
2016-06-23,34933
2016-06-24,33226
2016-06-25,33226
2016-06-26,33226
2016-06-27,33226
2016-06-28,33226
2016-06-29,33226
2016-06-30,33226
2016-07-01,33226
2016-07-02,33226
2016-07-03,33226
2016-07-04,33226
2016-07-05,33226
2016-07-06,33226
2016-07-07,33226
2016-07-08,33226
2016-07-09,33226
2016-07-10,33226
2016-07-11,33226
2016-07-12,33226
2016-07-13,33226
2016-07-14,33226
2016-07-15,31595
2016-07-16,31595
2016-07-17,31595
2016-07-18,31595
2016-07-23,31595
2016-07-24,31595
2016-07-25,31595
2016-07-26,31595
2016-07-27,31595
2016-07-28,31595
2016-07-29,31595
2016-07-30,31595
2016-07-31,31595
2016-08-01,31595
2016-08-02,31595
2016-08-03,31595
2016-08-04,31595
2016-08-05,31595
2016-08-06,31595
2016-08-07,31595
2016-08-08,31595
2016-08-09,31595
2016-08-10,31595
2016-08-11,31595
2016-08-12,31595
2016-08-13,31595
2016-08-14,31595
2016-08-15,31595
2016-08-16,31595
2016-08-17,31595
2016-08-18,31595
2016-08-19,31595
2016-08-20,31595
2016-08-21,31595
2016-08-22,31595
2016-08-23,31595
2016-08-24,31595
2016-08-25,31595
2016-08-26,31595
2016-08-28,31595
2016-08-31,30023
2016-09-01,30023
2016-09-02,30023
2016-09-03,30023
2016-09-04,30023
2016-09-05,30023
2016-09-06,30023
2016-09-07,30023
2016-09-08,30023
2016-09-09,30023
2016-09-10,30023
2016-09-11,30023
2016-09-12,30023
2016-09-13,30023
2016-09-14,30023
2016-09-15,30023
2016-09-16,30023
