date_obj,Uncooked%20mushroom%20pie price
2017-09-07,3000
2017-09-08,3000
2017-09-09,3000
2017-09-10,3000
2017-09-11,3000
2017-09-12,3000
2017-09-13,3000
2017-09-14,3000
2017-09-15,3000
2017-09-16,3000
2017-09-17,3000
2017-09-19,3000
2017-09-20,3000
2017-09-21,3000
2017-09-22,3000
2017-09-23,3000
2017-09-24,3000
2017-09-25,3000
2017-09-26,3000
2017-09-27,3000
2017-09-28,3000
2017-09-29,3000
2017-09-30,3000
2017-10-01,3000
2017-10-02,3000
2017-10-03,3000
2017-10-04,3000
2017-10-05,3000
2017-10-06,3119
2017-10-07,3119
2017-10-08,3119
2017-10-09,3119
2017-10-10,3119
2017-10-11,3119
2017-10-12,3119
2017-10-13,3119
2017-10-14,3119
2017-10-15,3119
2017-10-16,3119
2017-10-17,3119
2017-10-18,3119
2017-10-19,3119
2017-10-20,3119
2017-10-21,3119
2017-10-22,3119
2017-10-23,3119
2017-10-24,3119
2017-10-25,3119
2017-10-26,3119
2017-10-27,3119
2017-10-28,3119
2017-10-29,3119
2017-10-30,3119
2017-10-31,3119
2017-11-01,3119
2017-11-02,3119
2017-11-03,3119
2017-11-04,3119
2017-11-05,3119
2017-11-06,3119
2017-11-07,3119
2017-11-08,3119
2017-11-09,3119
2017-11-10,3119
2017-11-11,3119
2017-11-12,3119
2017-11-13,3119
2017-11-14,3119
2017-11-15,3119
2017-11-16,3119
2017-11-17,3119
2017-11-18,3119
2017-11-19,3119
2017-11-20,3119
2017-11-21,3119
2017-11-22,3119
2017-11-23,3119
2017-11-24,3119
2017-11-25,3119
2017-11-26,3119
2017-11-27,3119
2017-11-28,3119
2017-11-29,3119
2017-11-30,3236
2017-12-01,3236
2017-12-02,3236
2017-12-03,3236
2017-12-04,3236
2017-12-05,3236
2017-12-06,3236
2017-12-07,3236
2017-12-08,3236
2017-12-09,3236
2017-12-10,3236
2017-12-11,3236
2017-12-12,3236
2017-12-13,3236
2017-12-14,3236
2017-12-15,3236
2017-12-16,3236
2017-12-17,3236
2017-12-18,3236
2017-12-19,3236
2017-12-20,3236
2017-12-21,3236
2017-12-22,3236
2017-12-23,3236
2017-12-24,3236
2017-12-25,3236
2017-12-26,3236
2017-12-27,3236
2017-12-28,3236
2017-12-29,3236
2017-12-30,3236
2017-12-31,3236
2018-01-02,3236
2018-01-03,3236
2018-01-04,3236
2018-01-05,3236
2018-01-06,3236
2018-01-07,3236
2018-01-08,3236
2018-01-09,3236
2018-01-10,3236
2018-01-11,3359
2018-01-12,3359
2018-01-13,3359
2018-01-14,3359
2018-01-15,3359
2018-01-16,3359
2018-01-17,3359
2018-01-18,3359
2018-01-19,3359
2018-01-20,3359
2018-01-21,3359
2018-01-22,3359
2018-01-23,3359
2018-01-24,3359
2018-01-25,3359
2018-01-26,3359
2018-01-27,3359
2018-01-28,3359
2018-01-29,3359
2018-01-30,3359
2018-02-01,3359
2018-02-02,3359
2018-02-03,3359
2018-02-04,3359
2018-02-05,3359
2018-02-06,3359
2018-02-07,3359
2018-02-08,3359
2018-02-09,3359
2018-02-10,3521
2018-02-11,3521
2018-02-12,3521
2018-02-13,3521
2018-02-14,3521
2018-02-15,3521
2018-02-16,3521
2018-02-17,3521
2018-02-18,3521
2018-02-19,3521
2018-02-20,3521
2018-02-21,3521
2018-02-22,3521
2018-02-23,3521
2018-02-24,3521
2018-02-25,3521
2018-02-26,3521
2018-02-27,3521
2018-02-28,3521
2018-03-01,3521
2018-03-02,3521
2018-03-03,3521
2018-03-04,3521
2018-03-05,3521
2018-03-06,3575
2018-03-07,3575
2018-03-08,3575
2018-03-09,3575
2018-03-10,3575
2018-03-11,3575
2018-03-12,3575
2018-03-13,3575
2018-03-14,3575
2018-03-15,3575
2018-03-16,3575
2018-03-17,3575
2018-03-18,3575
2018-03-19,3575
2018-03-20,3575
2018-03-21,3575
2018-03-23,3575
2018-03-24,3575
2018-03-26,3575
2018-03-27,3575
2018-03-28,3575
2018-03-29,3575
2018-03-30,3575
2018-03-31,3575
2018-04-01,3575
2018-04-02,3692
2018-04-03,3692
2018-04-04,3692
2018-04-05,3692
2018-04-06,3692
2018-04-08,3692
2018-04-09,3692
2018-04-10,3692
2018-04-11,3692
2018-04-12,3692
2018-04-13,3692
2018-04-14,3692
2018-04-16,3692
2018-04-17,3692
2018-04-18,3692
2018-04-19,3692
2018-04-20,3692
2018-04-21,3692
2018-04-22,3692
2018-04-23,3692
2018-04-24,3692
2018-04-25,3692
2018-04-26,3692
2018-04-27,3692
2018-04-28,3692
2018-04-29,3692
2018-04-30,3692
2018-05-02,3692
2018-05-03,3692
2018-05-04,3692
2018-05-05,3692
2018-05-06,3692
2018-05-07,3692
2018-05-08,3692
2018-05-09,3785
2018-05-10,3785
2018-05-11,3785
2018-05-12,3785
2018-05-13,3785
2018-05-14,3785
2018-05-15,3785
2018-05-16,3785
2018-05-17,3785
2018-05-18,3785
2018-05-19,3785
2018-05-20,3785
2018-05-21,3785
2018-05-22,3785
2018-05-23,3785
2018-05-24,3785
2018-05-25,3785
2018-05-26,3785
2018-05-27,3785
2018-05-28,3785
2018-05-29,3785
2018-05-30,3785
2018-05-31,3785
2018-06-01,3785
2018-06-02,3785
2018-06-03,3785
2018-06-04,3785
2018-06-05,3785
2018-06-06,3926
2018-06-07,3926
2018-06-08,3926
2018-06-09,3926
2018-06-10,3926
2018-06-11,3926
2018-06-12,3926
2018-06-13,3926
2018-06-14,3926
2018-06-15,3926
2018-06-16,3926
2018-06-17,3926
2018-06-18,3926
2018-06-19,3926
2018-06-20,3926
2018-06-21,3926
2018-06-22,3926
2018-06-23,3926
2018-06-24,3926
2018-06-25,3926
2018-06-26,3926
2018-06-27,3926
2018-06-28,3926
2018-06-29,4057
2018-06-30,4057
2018-07-01,4057
2018-07-02,4057
2018-07-03,4057
2018-07-04,4057
2018-07-05,4057
2018-07-06,4057
2018-07-07,4057
2018-07-08,4057
2018-07-09,4057
2018-07-10,4057
2018-07-11,4057
2018-07-12,4057
2018-07-13,4057
2018-07-14,4057
2018-07-15,4057
2018-07-16,4057
2018-07-17,4057
2018-07-18,4057
2018-07-19,4057
2018-07-20,4057
2018-07-21,4057
2018-07-22,4057
2018-07-23,4057
2018-07-24,4057
2018-07-25,4057
2018-07-26,4057
2018-07-27,4057
2018-07-28,4057
2018-07-29,4057
2018-07-30,4057
2018-07-31,4057
2018-08-01,4057
2018-08-02,4057
2018-08-03,4057
2018-08-04,4057
2018-08-05,4168
2018-08-06,4168
2018-08-07,4168
2018-08-08,4168
2018-08-09,4168
2018-08-10,4168
2018-08-11,4168
2018-08-12,4168
2018-08-14,4168
2018-08-16,4168
2018-08-17,4168
2018-08-18,4168
2018-08-19,4168
2018-08-20,4168
2018-08-21,4168
2018-08-22,4168
2018-08-23,4168
2018-08-24,4168
2018-08-25,4168
2018-08-26,4168
2018-08-27,4303
2018-08-28,4303
2018-08-29,4303
2018-08-30,4303
2018-08-31,4303
2018-09-01,4303
2018-09-02,4303
2018-09-03,4303
2018-09-04,4303
2018-09-05,4303
2018-09-06,4303
2018-09-07,4303
2018-09-08,4303
2018-09-09,4303
2018-09-10,4303
2018-09-11,4303
2018-09-12,4303
2018-09-13,4303
2018-09-14,4303
2018-09-15,4303
2018-09-16,4303
2018-09-17,4303
2018-09-18,4303
2018-09-19,4303
2018-09-20,4303
2018-09-21,4303
2018-09-22,4303
2018-09-23,4303
2018-09-24,4303
2018-09-25,4303
2018-09-26,4303
2018-09-27,4303
2018-09-28,4303
2018-09-29,4303
2018-09-30,4303
2018-10-02,4486
2018-10-03,4486
2018-10-04,4486
2018-10-05,4486
2018-10-06,4486
2018-10-07,4486
2018-10-08,4486
2018-10-09,4486
2018-10-10,4486
