date_obj,Rune%20full%20helm%20(g) price
2015-09-21,58373
2015-09-22,58373
2015-09-23,59524
2015-09-24,59524
2015-09-25,59418
2015-09-27,57925
2015-09-28,57925
2015-09-29,57533
2015-09-30,57930
2015-10-05,56967
2015-10-06,55889
2015-10-07,55889
2015-10-08,55756
2015-10-09,56396
2015-10-10,56396
2015-10-11,56804
2015-10-12,56804
2015-10-13,57379
2015-10-14,57379
2015-10-15,57408
2015-10-16,57408
2015-10-17,57713
2015-10-18,57713
2015-10-19,59125
2015-10-20,59125
2015-10-22,59156
2015-10-23,58919
2015-10-24,58919
2015-10-25,58839
2015-10-26,58839
2015-10-27,59135
2015-10-29,60157
2015-10-30,60157
2015-10-31,61549
2015-11-01,61549
2015-11-02,62823
2015-11-03,62823
2015-11-04,63565
2015-11-05,63565
2015-11-06,63385
2015-11-07,61949
2015-11-08,61949
2015-11-09,60571
2015-11-10,60571
2015-11-11,61613
2015-11-12,61613
2015-11-13,62899
2015-11-14,62899
2015-11-15,64289
2015-11-16,64289
2015-11-17,65991
2015-11-18,65991
2015-11-19,68032
2015-11-20,68032
2015-11-21,68310
2015-11-22,69257
2015-11-23,69257
2015-11-24,69257
2015-11-25,70463
2015-11-26,70463
2015-11-27,70869
2015-11-28,70869
2015-11-29,70443
2015-11-30,70443
2015-12-01,71758
2015-12-02,71758
2015-12-03,72149
2015-12-04,72149
2015-12-05,71632
2015-12-06,71632
2015-12-07,72187
2015-12-08,72187
2015-12-09,72635
2015-12-10,72635
2015-12-11,72840
2015-12-12,72840
2015-12-13,71486
2015-12-14,71486
2015-12-15,70151
2015-12-16,70151
2015-12-17,68784
2015-12-18,68784
2015-12-19,68732
2015-12-20,69165
2015-12-21,69165
2015-12-22,68912
2015-12-23,71365
2015-12-24,71365
2015-12-25,72907
2015-12-26,72907
2015-12-27,73886
2015-12-28,73886
2015-12-29,75699
2015-12-30,75699
2015-12-31,76317
2016-01-01,76317
2016-01-02,77550
2016-01-03,77792
2016-01-04,77490
2016-01-05,77490
2016-01-06,77481
2016-01-07,77481
2016-01-08,78464
2016-01-09,78464
2016-01-10,78641
2016-01-11,78641
2016-01-12,78794
2016-01-13,78794
2016-01-14,78039
2016-01-15,78039
2016-01-16,77533
2016-01-17,77533
2016-01-18,76298
2016-01-19,76298
2016-01-20,75031
2016-01-21,75031
2016-01-22,71504
2016-01-23,71504
2016-01-24,69646
2016-01-25,66191
2016-01-26,66191
2016-01-27,63489
2016-01-28,63489
2016-01-29,61873
2016-01-30,61873
2016-01-31,60686
2016-02-01,58571
2016-02-02,58571
2016-02-03,57745
2016-02-04,57745
2016-02-05,57909
2016-02-06,57554
2016-02-07,57554
2016-02-08,57519
2016-02-09,57519
2016-02-10,57224
2016-02-11,57224
2016-02-12,57267
2016-02-13,57405
2016-02-14,57405
2016-02-15,57692
2016-02-16,57692
2016-02-17,58638
2016-02-18,58638
2016-02-19,60029
2016-02-20,60029
2016-02-21,60538
2016-02-22,60538
2016-02-23,60864
2016-02-24,60864
2016-02-25,61359
2016-02-26,61359
2016-02-27,60812
2016-02-28,60812
2016-02-29,60275
2016-03-01,60604
2016-03-02,60604
2016-03-03,60770
2016-03-04,60770
2016-03-05,60717
2016-03-06,61497
2016-03-07,61497
2016-03-08,62064
2016-03-09,61963
2016-03-10,62235
2016-03-11,62235
2016-03-12,62439
2016-03-13,62439
2016-03-14,62761
2016-03-15,62969
2016-03-16,64015
2016-03-17,64015
2016-03-18,63415
2016-03-19,63415
2016-03-20,63756
2016-03-21,63756
2016-03-22,64438
2016-03-23,64705
2016-03-24,64705
2016-03-25,64467
2016-03-26,63765
2016-03-27,63765
2016-03-28,63974
2016-03-29,63265
2016-03-30,63265
2016-03-31,62542
2016-04-01,62542
2016-04-02,61963
2016-04-03,61311
2016-04-04,60494
2016-04-05,60494
2016-04-06,60394
2016-04-07,60394
2016-04-08,60351
2016-04-09,60241
2016-04-10,61163
2016-04-11,61163
2016-04-12,62159
2016-04-13,62159
2016-04-14,63016
2016-04-15,62648
2016-04-16,62648
2016-04-17,63254
2016-04-18,63643
2016-04-19,63643
2016-04-20,63659
2016-04-21,63659
2016-04-22,62824
2016-04-23,63483
2016-04-24,63483
2016-04-25,62899
2016-04-26,62899
2016-04-27,62760
2016-04-28,62760
2016-04-29,63134
2016-04-30,62848
2016-05-01,62848
2016-05-02,63409
2016-05-03,64455
2016-05-04,64455
2016-05-05,64577
2016-05-06,64577
2016-05-07,65072
2016-05-08,65072
2016-05-09,64648
2016-05-10,64096
2016-05-11,64096
2016-05-12,63843
2016-05-13,62998
2016-05-14,62216
2016-05-15,60203
2016-05-16,60203
2016-05-17,58869
2016-05-18,59069
2016-05-19,59069
2016-05-22,60512
2016-05-23,60442
2016-05-24,61055
2016-05-25,61055
2016-05-26,61228
2016-05-27,61507
2016-05-28,61507
2016-05-29,61227
2016-05-30,61227
2016-05-31,60701
2016-06-01,60215
2016-06-02,60215
2016-06-03,59885
2016-06-04,58790
2016-06-05,58790
2016-06-06,58299
2016-06-07,58299
2016-06-08,58426
2016-06-09,58056
2016-06-10,58373
2016-06-11,58373
2016-06-12,58280
2016-06-13,58280
2016-06-14,57911
2016-06-15,58532
2016-06-16,58532
2016-06-17,58281
2016-06-18,58281
2016-06-19,57583
2016-06-20,58131
2016-06-21,57867
2016-06-22,57411
2016-06-23,57589
2016-06-24,57589
2016-06-25,56088
2016-06-26,56088
2016-06-27,54822
2016-06-28,55013
2016-06-29,54407
2016-06-30,53981
2016-07-01,52877
2016-07-02,52877
2016-07-03,51194
2016-07-04,50559
2016-07-05,50559
2016-07-06,48504
2016-07-07,48504
2016-07-08,46204
2016-07-09,44966
2016-07-10,45020
2016-07-11,45664
2016-07-12,45664
2016-07-13,46385
2016-07-14,47183
2016-07-15,47183
2016-07-16,46579
2016-07-17,46579
2016-07-18,45604
2016-07-23,43466
2016-07-24,43022
2016-07-25,42047
2016-07-26,42047
2016-07-27,41117
2016-07-28,41117
2016-07-29,41398
2016-07-30,42369
2016-07-31,42369
2016-08-01,43332
2016-08-02,44537
2016-08-03,45998
2016-08-04,45998
2016-08-05,47168
2016-08-06,48794
2016-08-07,50542
2016-08-08,50542
2016-08-09,51613
2016-08-10,52220
2016-08-11,52220
2016-08-12,50059
2016-08-13,50059
2016-08-14,49231
2016-08-15,48834
2016-08-16,50012
2016-08-17,50012
2016-08-18,50260
2016-08-19,50881
2016-08-20,51124
2016-08-21,51124
2016-08-22,49661
2016-08-23,48950
2016-08-24,48950
2016-08-25,47729
2016-08-26,47729
2016-08-28,47257
2016-08-31,49518
2016-09-01,50162
2016-09-02,50162
2016-09-03,49642
2016-09-04,50326
2016-09-05,50326
2016-09-06,50651
2016-09-07,50651
2016-09-08,52015
2016-09-09,52015
2016-09-10,52269
2016-09-11,52269
2016-09-12,52117
2016-09-13,52242
2016-09-14,52242
2016-09-15,51648
2016-09-16,51648
2016-09-17,50332
2016-09-18,50332
2016-09-19,49147
2016-09-20,49147
2016-09-21,48760
2016-09-22,49084
2016-09-23,49084
2016-09-24,47288
2016-09-25,45726
2016-09-26,45726
2016-09-27,44797
2016-09-28,44111
2016-09-29,44111
2016-09-30,43543
2016-10-01,43145
2016-10-02,43145
2016-10-03,42909
2016-10-04,42909
2016-10-05,43614
2016-10-06,44092
2016-10-07,44092
2016-10-08,44562
2016-10-09,44562
2016-10-10,44720
2016-10-11,45174
2016-10-12,45174
2016-10-13,45706
2016-10-14,46133
2016-10-15,46865
2016-10-16,46865
2016-10-17,46913
2016-10-18,46913
2016-10-19,47283
2016-10-20,47283
2016-10-21,47177
2016-10-22,47177
2016-10-23,46727
2016-10-24,45841
2016-10-25,45841
2016-10-26,45075
2016-10-27,45075
2016-10-28,45650
2016-10-29,45641
2016-10-30,46154
2016-10-31,45759
2016-11-01,45759
2016-11-02,45224
2016-11-03,45224
2016-11-04,45148
2016-11-05,45148
2016-11-06,45093
2016-11-07,45093
2016-11-08,44975
2016-11-09,44975
2016-11-10,44632
2016-11-11,44632
2016-11-12,44026
2016-11-13,44026
2016-11-14,43656
2016-12-08,48829
2016-12-09,49570
2016-12-10,49570
2016-12-11,48926
2016-12-12,48926
2016-12-13,48057
2016-12-14,48101
2016-12-15,48101
2016-12-16,48551
2016-12-17,49336
2016-12-18,49336
2016-12-19,49380
2016-12-20,48653
2016-12-21,48441
2016-12-22,48441
2016-12-23,48385
2016-12-24,48385
2016-12-25,49499
2016-12-26,49499
2016-12-27,50830
2016-12-28,50830
2016-12-29,51811
2016-12-30,51811
2016-12-31,50537
2017-01-01,49884
2017-01-02,50102
2017-01-03,50102
2017-01-04,49007
2017-01-05,49007
2017-01-06,48414
2017-01-07,47756
2017-01-08,47287
2017-01-09,46473
2017-01-10,46897
2017-01-11,47392
2017-01-12,47325
2017-01-13,47325
2017-01-14,46257
2017-01-15,46428
2017-01-16,46747
2017-01-17,46619
2017-01-18,47005
2017-01-19,47005
2017-01-20,47393
2017-01-21,47479
2017-01-22,48284
2017-01-27,47557
2017-01-28,47560
2017-01-29,47012
2017-01-30,47012
2017-01-31,47052
2017-02-01,46930
2017-02-02,46930
2017-02-03,46699
2017-02-04,47263
2017-02-05,47725
2017-02-06,48874
2017-02-07,49827
2017-02-08,51012
2017-02-09,51012
2017-02-10,51875
2017-02-11,52446
2017-02-12,52446
2017-02-13,52666
2017-02-14,53440
2017-02-15,53440
2017-02-16,54235
2017-02-18,54914
2017-02-19,55259
2017-02-20,55259
2017-02-21,55736
2017-02-22,55736
2017-02-23,55502
2017-02-24,55502
2017-02-25,55187
2017-02-26,55187
2017-02-27,55433
2017-02-28,55009
2017-03-01,55842
2017-03-02,56854
2017-03-03,56854
2017-03-04,56633
2017-03-05,56633
2017-03-06,56739
2017-03-07,56945
2017-03-08,56945
2017-03-09,55736
2017-03-10,55734
2017-03-11,55793
2017-03-12,55793
2017-03-13,56006
2017-03-14,55910
2017-03-15,56066
2017-03-16,55139
2017-03-17,55139
2017-03-18,55683
2017-03-19,55995
2017-03-20,56267
2017-03-21,56287
2017-03-22,56287
2017-03-23,56564
2017-03-24,56899
2017-03-25,56899
2017-03-26,56779
2017-03-27,57496
2017-03-28,56544
2017-03-29,57425
2017-03-30,57689
2017-03-31,58690
2017-04-01,58690
2017-04-02,58923
2017-04-03,59437
2017-04-04,58450
2017-04-12,57852
2017-04-13,58261
2017-04-14,58261
2017-04-15,58132
2017-04-16,58086
2017-04-17,59166
2017-04-18,59166
2017-04-19,58592
2017-04-20,58592
2017-04-21,57811
2017-04-22,57811
2017-04-23,57468
2017-04-24,58067
2017-04-25,58365
2017-04-26,58365
2017-04-27,57797
2017-04-28,56863
2017-04-29,57231
2017-04-30,57642
2017-05-01,57642
2017-05-02,57390
2017-05-03,57390
2017-05-04,57064
2017-05-05,57315
2017-05-06,57315
2017-05-07,57699
2017-05-08,57315
2017-05-09,57573
2017-05-10,57573
2017-05-11,58075
2017-05-12,58438
2017-05-13,59189
2017-05-14,59189
2017-05-15,58591
2017-05-16,58087
2017-05-17,58087
2017-05-18,57621
2017-05-19,57621
2017-05-20,57978
2017-05-21,57978
2017-05-22,57918
2017-05-23,57918
2017-05-24,57476
2017-05-25,57476
2017-05-26,57525
2017-05-27,57349
2017-05-28,57349
2017-05-29,57533
2017-05-30,58453
2017-05-31,58972
2017-06-01,57942
2017-06-02,57315
2017-06-03,57315
2017-06-06,55409
2017-06-07,55254
2017-06-08,55254
2017-06-09,53693
2017-06-10,54111
2017-06-11,54823
2017-06-12,54823
2017-06-13,55138
2017-06-14,56201
2017-06-15,56201
2017-06-16,56836
2017-06-17,56836
2017-06-18,57695
2017-06-19,57695
2017-06-20,56749
2017-06-21,56542
2017-06-22,56542
2017-06-23,55944
2017-06-24,56626
2017-06-25,56626
2017-06-26,56965
2017-06-27,57362
2017-06-28,57362
2017-06-29,57804
2017-06-30,57352
2017-07-01,57352
2017-07-02,57146
2017-07-03,57000
2017-07-04,55971
2017-07-05,55971
2017-07-06,54760
2017-07-07,54760
2017-07-08,53315
2017-07-13,50737
2017-07-14,51721
2017-07-15,51721
2017-07-16,51656
2017-07-17,52138
2017-07-18,52138
2017-07-19,52399
2017-07-20,53403
2017-07-21,54332
2017-07-22,54382
2017-07-23,55911
2017-07-24,55911
2017-07-25,57399
2017-07-26,58333
2017-07-27,58801
2017-07-28,58801
2017-07-29,60495
2017-07-30,60323
2017-07-31,60323
2017-08-01,58757
2017-08-02,57881
2017-08-03,57881
2017-08-04,57072
2017-08-05,57435
2017-08-06,57435
2017-08-09,53404
2017-08-10,51852
2017-08-11,51852
2017-08-12,50578
2017-08-13,50578
2017-08-14,50162
2017-08-15,50174
2017-08-17,50083
2017-08-18,50083
2017-08-19,49976
2017-08-20,50830
2017-08-21,50830
2017-08-22,51954
2017-08-23,51954
2017-08-24,53184
2017-08-25,53184
2017-08-26,53473
2017-08-27,53661
2017-08-28,53661
2017-08-29,52992
2017-08-30,51773
2017-08-31,51773
2017-09-01,50694
2017-09-02,49119
2017-09-03,49119
2017-09-04,48700
2017-09-05,48468
2017-09-06,47529
2017-09-07,47708
2017-09-08,47708
2017-09-09,48371
2017-09-10,48448
2017-09-11,48343
2017-09-12,48343
2017-09-13,49017
2017-09-14,49964
2017-09-15,49964
2017-09-16,50154
2017-09-17,51350
2017-09-19,51026
2017-09-20,52017
2017-09-21,52948
2017-09-22,54523
2017-09-23,54523
2017-09-24,56103
2017-09-25,56461
2017-09-26,57170
2017-09-27,57170
2017-09-28,57615
2017-09-29,57066
2017-09-30,57066
2017-10-01,57306
2017-10-02,57338
2017-10-03,57338
2017-10-04,56809
2017-10-05,55690
2017-10-06,56594
2017-10-07,56799
2017-10-08,56799
2017-10-09,56781
2017-10-10,57375
2017-10-11,57375
2017-10-12,56998
2017-10-13,57014
2017-10-14,56556
2017-10-15,56556
2017-10-16,56600
2017-10-17,56600
2017-10-18,56116
2017-10-19,56116
2017-10-20,55474
2017-10-21,55474
2017-10-22,55503
2017-10-23,55503
2017-10-24,54784
2017-10-25,53719
2017-10-26,53719
2017-10-27,53779
2017-10-28,53779
2017-10-29,53036
2017-10-30,52797
2017-10-31,52811
2017-11-01,52811
2017-11-02,52447
2017-11-03,51658
2017-11-04,51719
2017-11-05,51719
2017-11-06,50605
2017-11-07,50605
2017-11-08,49691
2017-11-09,49260
2017-11-10,49260
2017-11-11,50284
2017-11-12,51280
2017-11-13,51280
2017-11-14,52019
2017-11-15,51880
2017-11-16,50563
2017-11-17,49189
2017-11-18,49189
2017-11-19,48476
2017-11-20,49226
2017-11-21,48296
2017-11-22,48296
2017-11-23,49002
2017-11-24,49002
2017-11-25,49469
2017-11-26,49432
2017-11-27,49432
2017-11-28,49142
2017-11-29,49142
2017-11-30,50047
2017-12-01,49618
2017-12-02,49618
2017-12-03,49907
2017-12-04,49907
2017-12-05,49313
2017-12-06,48747
2017-12-07,47980
2017-12-08,47980
2017-12-09,48174
2017-12-10,48379
2017-12-11,48939
2017-12-12,49853
2017-12-13,50622
2017-12-14,51091
2017-12-15,50905
2017-12-16,50905
2017-12-17,51155
2017-12-18,51149
2017-12-19,51149
2017-12-20,51841
2017-12-21,52975
2017-12-22,53033
2017-12-23,53870
2017-12-24,54323
2017-12-25,54656
2017-12-26,54025
2017-12-27,53662
2017-12-28,53662
2017-12-29,54960
2017-12-30,56287
2017-12-31,56287
2018-01-01,56550
2018-01-02,57425
2018-01-03,59201
2018-01-04,59201
2018-01-05,60931
2018-01-06,62284
2018-01-07,63982
2018-01-08,63982
2018-01-09,63997
2018-01-10,63997
2018-01-11,62285
2018-01-12,62633
2018-01-13,61852
2018-01-14,61273
2018-01-15,60024
2018-01-16,60000
2018-01-17,61004
2018-01-18,62313
2018-01-19,62313
2018-01-20,63151
2018-01-21,64534
2018-01-22,64360
2018-01-23,64979
2018-01-24,67025
2018-01-25,68393
2018-01-26,67435
2018-01-27,66402
2018-01-28,66588
2018-01-29,65659
2018-01-30,64426
2018-01-31,63109
2018-02-01,61707
2018-02-02,61581
2018-02-03,62004
2018-02-04,62043
2018-02-05,61094
2018-02-06,61937
2018-02-07,62179
2018-02-08,62179
2018-02-09,61971
2018-02-10,61032
2018-02-11,60961
2018-02-12,60014
2018-02-13,58875
2018-02-14,59340
2018-02-15,57748
2018-02-16,56195
2018-02-17,54698
2018-02-18,55270
2018-02-19,53905
2018-02-20,52750
2018-02-21,52557
2018-02-22,52104
2018-02-23,52456
2018-02-24,52343
2018-02-25,53029
2018-02-26,53319
2018-02-27,53759
2018-02-28,55231
2018-03-01,55966
2018-03-02,56000
2018-03-03,55390
2018-03-04,55390
2018-03-05,56138
2018-03-06,57504
2018-03-07,59139
2018-03-08,59932
2018-03-09,61030
2018-03-10,61655
2018-03-11,61696
2018-03-12,61543
2018-03-13,61161
2018-03-14,60905
2018-03-15,59404
2018-03-16,58844
2018-03-17,57910
2018-03-18,56588
2018-03-19,55556
2018-03-20,55559
2018-03-21,55869
2018-03-23,57375
2018-03-24,57672
2018-03-26,58092
2018-03-27,58074
2018-03-28,57213
2018-03-29,56460
2018-03-30,56735
2018-03-31,56317
2018-04-01,56934
2018-04-02,57575
2018-04-03,58923
2018-04-04,60336
2018-04-05,59875
2018-04-06,60576
2018-04-08,64393
2018-04-09,66803
2018-04-10,67236
2018-04-11,69012
2018-04-12,69464
2018-04-13,69349
2018-04-14,69342
2018-04-15,68620
2018-04-16,68870
2018-04-17,70176
2018-04-18,70597
2018-04-19,70624
2018-04-20,70626
2018-04-21,70614
2018-04-22,70509
2018-04-23,71493
2018-04-24,72387
2018-04-25,72412
2018-04-26,72244
2018-04-27,73147
2018-04-28,72986
2018-04-29,72424
2018-04-30,72340
2018-05-01,71583
2018-05-02,69746
2018-05-03,71262
2018-05-04,71298
2018-05-05,72067
2018-05-06,72067
2018-05-07,71528
2018-05-08,72019
2018-05-09,73138
2018-05-10,71517
2018-05-11,71061
2018-05-12,71405
2018-05-13,71518
2018-05-14,70372
2018-05-15,69374
2018-05-16,69824
2018-05-17,70229
2018-05-18,70717
2018-05-19,70355
2018-05-20,71755
2018-05-21,70231
2018-05-22,68888
2018-05-23,68930
2018-05-24,68649
2018-05-25,67740
2018-05-26,66637
2018-05-27,65231
2018-05-28,63950
2018-05-29,63959
2018-05-30,64771
2018-05-31,65550
2018-06-01,64517
2018-06-02,65432
2018-06-03,65944
2018-06-04,64863
2018-06-05,64621
2018-06-06,65577
2018-06-07,65577
2018-06-08,66002
2018-06-09,65762
2018-06-10,65456
2018-06-11,64496
2018-06-12,64439
2018-06-13,62334
2018-06-14,61523
2018-06-15,60814
2018-06-16,61105
2018-06-17,61503
2018-06-18,62350
2018-06-19,62820
2018-06-20,62820
2018-06-21,61445
2018-06-22,59922
2018-06-23,59353
2018-06-24,59174
2018-06-25,59217
2018-06-26,58722
2018-06-27,59039
2018-06-28,60361
2018-06-29,60202
2018-06-30,59527
2018-07-01,58076
2018-07-02,56548
2018-07-03,54678
2018-07-04,54008
2018-07-05,52537
2018-07-06,52776
2018-07-07,52710
2018-07-08,52667
2018-07-09,52688
2018-07-10,53485
2018-07-11,53948
2018-07-12,53882
2018-07-13,53931
2018-07-14,54444
2018-07-15,54583
2018-07-16,54912
2018-07-17,55077
2018-07-18,56219
2018-07-19,57336
2018-07-20,58008
2018-07-21,59062
2018-07-22,59625
2018-07-23,60147
2018-07-24,61599
2018-07-25,61716
2018-07-26,61773
2018-07-27,61257
2018-07-28,60577
2018-07-29,61114
2018-07-30,60259
2018-07-31,60908
2018-08-01,61640
2018-08-02,62626
2018-08-03,62893
2018-08-04,63173
2018-08-05,64063
2018-08-06,63905
2018-08-07,64340
2018-08-08,64814
2018-08-09,65794
2018-08-10,65117
2018-08-11,64258
2018-08-12,64777
2018-08-14,65169
2018-08-16,68517
2018-08-17,69301
2018-08-18,69818
2018-08-19,70284
2018-08-20,70277
2018-08-21,70192
2018-08-22,70204
2018-08-23,71256
2018-08-24,71902
2018-08-25,72854
2018-08-26,72706
2018-08-27,73675
2018-08-28,73005
2018-08-29,72975
2018-08-30,72894
2018-08-31,73426
2018-09-01,73472
2018-09-02,74734
2018-09-03,76324
2018-09-04,75966
2018-09-05,76713
2018-09-06,76417
2018-09-07,76676
2018-09-08,76271
2018-09-09,76144
2018-09-10,77039
2018-09-11,78253
2018-09-12,80049
2018-09-13,81161
2018-09-14,81506
2018-09-15,82791
2018-09-16,82915
2018-09-17,84129
2018-09-18,84447
2018-09-19,84483
2018-09-20,84967
2018-09-21,85233
2018-09-22,86812
2018-09-23,87083
2018-09-24,86965
2018-09-25,88634
2018-09-26,89351
2018-09-27,90780
2018-09-28,92685
2018-09-29,93068
2018-09-30,92773
2018-10-02,92469
2018-10-03,93685
2018-10-04,94165
2018-10-05,93415
2018-10-06,93168
2018-10-07,95010
2018-10-08,95329
2018-10-09,93264
2018-10-10,93210
2018-10-11,90184
2018-10-12,88955
2018-10-13,87745
2018-10-14,86044
2018-10-15,85757
2018-10-16,85696
2018-10-17,86649
2018-10-18,86725
2018-10-19,87960
2018-10-20,90523
2018-10-21,90950
2018-10-22,91930
2018-10-23,91531
2018-10-24,91836
2018-10-25,90663
2018-10-26,89383
2018-10-27,90368
2018-10-28,92564
2018-10-29,93831
2018-10-30,95360
2018-10-31,97812
2018-11-01,101119
2018-11-03,111360
2018-11-04,116928
2018-11-05,122775
2018-11-06,128914
2018-11-07,135360
2018-11-08,142128
2018-11-09,149235
2018-11-10,156697
2018-11-11,164532
2018-11-12,172719
2018-11-13,179029
2018-11-14,184270
2018-11-15,191991
2018-11-16,199583
2018-11-17,202652
2018-11-18,210330
2018-11-19,220847
2018-11-20,230650
2018-11-21,237843
2018-11-22,244904
2018-11-23,248316
2018-11-24,241454
2018-11-25,234136
2018-11-26,232424
2018-11-27,226962
2018-11-28,219771
2018-11-29,212605
2018-12-01,198676
2018-12-02,194000
2018-12-03,191303
2018-12-04,188290
2018-12-05,188408
2018-12-07,190369
2018-12-09,185579
2018-12-10,183398
2018-12-11,182495
2018-12-12,179804
2018-12-13,176815
2018-12-14,173793
2018-12-15,173845
2018-12-16,171972
2018-12-17,169141
2018-12-18,165774
2018-12-19,165579
2018-12-20,168028
2018-12-21,171203
2018-12-22,173789
2018-12-23,172815
2018-12-24,173442
2018-12-25,175539
2018-12-26,173429
2018-12-27,174928
2018-12-28,173996
2018-12-29,171616
2018-12-30,171111
2018-12-31,168823
2019-01-01,165325
2019-01-02,163550
2019-01-03,159657
2019-01-04,157650
2019-01-05,160011
2019-01-06,158960
2019-01-08,157770
2019-01-10,150004
2019-01-11,144926
2019-01-12,140374
2019-01-13,136568
2019-01-14,133655
2019-01-15,131849
2019-01-16,131860
2019-01-17,131500
2019-01-18,128525
2019-01-19,125556
2019-01-20,122388
2019-01-21,119641
2019-01-22,117744
2019-01-23,115077
2019-01-24,112509
2019-01-25,110697
2019-01-26,109105
2019-01-27,109206
2019-01-28,107690
2019-01-29,106683
2019-01-30,104127
2019-01-31,105025
2019-02-01,102511
2019-02-02,101206
2019-02-03,100002
2019-02-04,102712
2019-02-05,104116
2019-02-06,101652
2019-02-07,102521
2019-02-08,104939
2019-02-09,103166
2019-02-10,102141
2019-02-11,102114
2019-02-12,100299
2019-02-13,98507
2019-02-14,97206
2019-02-15,96673
2019-02-16,95855
2019-02-17,95922
2019-02-18,96254
2019-02-19,96602
2019-02-20,96188
2019-02-21,97260
2019-02-22,97277
2019-02-23,97489
2019-02-24,98504
2019-02-25,97702
2019-02-26,96452
2019-02-27,95792
2019-02-28,96497
2019-03-01,96642
2019-03-02,97057
2019-03-03,96853
2019-03-04,97752
2019-03-05,98587
2019-03-06,99487
2019-03-07,98694
2019-03-08,98160
2019-03-09,98643
2019-03-10,98575
2019-03-11,99657
2019-03-12,99953
2019-03-13,98864
2019-03-14,100077
2019-03-15,100918
2019-03-16,100100
2019-03-17,100064
2019-03-18,99341
2019-03-19,100270
2019-03-20,100033
2019-03-21,100763
2019-03-22,102306
2019-03-23,101822
2019-03-24,101367
2019-03-25,99564
2019-03-26,97876
2019-03-27,97666
2019-03-28,96411
2019-03-29,95454
2019-03-30,95454
2019-03-31,94889
2019-04-01,94801
