date_obj,Snake%20hide price
2015-07-23,1234
2015-07-24,1234
2015-07-25,1234
2015-07-26,1234
2015-07-27,1234
2015-07-28,1234
2015-07-29,1234
2015-07-30,1234
2015-07-31,1174
2015-08-01,1174
2015-08-02,1174
2015-08-03,1174
2015-08-04,1174
2015-08-05,1174
2015-08-06,1174
2015-08-07,1174
2015-08-08,1174
2015-08-09,1174
2015-08-10,1174
2015-08-11,1118
2015-08-12,1118
2015-08-13,1118
2015-08-14,1118
2015-08-15,1118
2015-08-16,1118
2015-08-17,1118
2015-08-18,1118
2015-08-19,1118
2015-08-20,1118
2015-08-21,1064
2015-08-22,1064
2015-08-23,1064
2015-08-24,1064
2015-08-25,1064
2015-08-26,1064
2015-08-27,1064
2015-08-28,1064
2015-08-29,1064
2015-08-30,1064
2015-08-31,1064
2015-09-01,1012
2015-09-02,1012
2015-09-03,1012
2015-09-04,1012
2015-09-05,1012
2015-09-06,1012
2015-09-07,1012
2015-09-08,1012
2015-09-09,1012
2015-09-10,1012
2015-09-11,1012
2015-09-12,1012
2015-09-13,1012
2015-09-14,975
2015-09-15,975
2015-09-16,975
2015-09-17,975
2015-09-18,975
2015-09-19,975
2015-09-20,975
2015-09-21,975
2015-09-22,975
2015-09-23,975
2015-09-24,975
2015-09-25,975
2015-09-27,943
2015-09-28,943
2015-09-29,943
2015-09-30,943
2015-10-05,943
2015-10-06,943
2015-10-07,943
2015-10-08,943
2015-10-09,943
2015-10-10,943
2015-10-11,918
2015-10-12,918
2015-10-13,918
2015-10-14,918
2015-10-15,918
2015-10-16,918
2015-10-17,918
2015-10-18,918
2015-10-19,918
2015-10-20,918
2015-10-22,918
2015-10-23,918
2015-10-24,918
2015-10-25,898
2015-10-26,898
2015-10-27,898
2015-10-29,898
2015-10-30,898
2015-10-31,898
2015-11-01,898
2015-11-02,898
2015-11-03,898
2015-11-04,898
2015-11-05,898
2015-11-06,898
2015-11-07,898
2015-11-08,898
2015-11-09,878
2015-11-10,878
2015-11-11,878
2015-11-12,878
2015-11-13,878
2015-11-14,878
2015-11-15,878
2015-11-16,878
2015-11-17,878
2015-11-18,878
2015-11-19,878
2015-11-20,878
2015-11-21,878
2015-11-22,878
2015-11-23,878
2015-11-24,853
2015-11-25,853
2015-11-26,853
2015-11-27,853
2015-11-28,853
2015-11-29,853
2015-11-30,853
2015-12-01,853
2015-12-02,853
2015-12-03,853
2015-12-04,853
2015-12-05,853
2015-12-06,853
2015-12-07,853
2015-12-08,837
2015-12-09,837
2015-12-10,837
2015-12-11,837
2015-12-12,837
2015-12-13,837
2015-12-14,837
2015-12-15,837
2015-12-16,837
2015-12-17,837
2015-12-18,837
2015-12-19,837
2015-12-20,825
2015-12-21,825
2015-12-22,825
2015-12-23,825
2015-12-24,825
2015-12-25,825
2015-12-26,825
2015-12-27,825
2015-12-28,825
2015-12-29,825
2015-12-30,825
2015-12-31,820
2016-01-01,820
2016-01-02,820
2016-01-03,820
2016-01-04,820
2016-01-05,820
2016-01-06,820
2016-01-07,820
2016-01-08,820
2016-01-09,820
2016-01-10,820
2016-01-11,820
2016-01-12,805
2016-01-13,805
2016-01-14,805
2016-01-15,805
2016-01-16,805
2016-01-17,805
2016-01-18,805
2016-01-19,805
2016-01-20,805
2016-01-21,805
2016-01-22,805
2016-01-23,805
2016-01-24,792
2016-01-25,792
2016-01-26,792
2016-01-27,792
2016-01-28,792
2016-01-29,792
2016-01-30,792
2016-01-31,792
2016-02-01,792
2016-02-02,792
2016-02-03,792
2016-02-04,792
2016-02-05,773
2016-02-06,773
2016-02-07,773
2016-02-08,773
2016-02-09,773
2016-02-10,773
2016-02-11,773
2016-02-12,773
2016-02-13,773
2016-02-14,773
2016-02-15,741
2016-02-16,741
2016-02-17,741
2016-02-18,741
2016-02-19,741
2016-02-20,741
2016-02-21,741
2016-02-22,741
2016-02-23,741
2016-02-24,741
2016-02-25,741
2016-02-26,721
2016-02-27,721
2016-02-28,721
2016-02-29,721
2016-03-01,721
2016-03-02,721
2016-03-03,721
2016-03-04,721
2016-03-05,721
2016-03-06,721
2016-03-07,721
2016-03-08,710
2016-03-09,710
2016-03-10,710
2016-03-11,710
2016-03-12,710
2016-03-13,710
2016-03-14,710
2016-03-15,710
2016-03-16,710
2016-03-17,710
2016-03-18,710
2016-03-19,699
2016-03-20,699
2016-03-21,699
2016-03-22,699
2016-03-23,699
2016-03-24,699
2016-03-25,699
2016-03-26,699
2016-03-27,699
2016-03-28,699
2016-03-29,702
2016-03-30,702
2016-03-31,702
2016-04-01,702
2016-04-02,702
2016-04-03,702
2016-04-04,702
2016-04-05,702
2016-04-06,702
2016-04-07,702
2016-04-08,702
2016-04-09,702
2016-04-10,702
2016-04-11,702
2016-04-12,702
2016-04-13,702
2016-04-14,702
2016-04-15,702
2016-04-16,702
2016-04-17,702
2016-04-18,702
2016-04-19,702
2016-04-20,702
2016-04-21,680
2016-04-22,680
2016-04-23,680
2016-04-24,680
2016-04-25,680
2016-04-26,680
2016-04-27,680
2016-04-28,680
2016-04-29,680
2016-04-30,680
2016-05-01,680
2016-05-02,669
2016-05-03,669
2016-05-04,669
2016-05-05,669
2016-05-06,669
2016-05-07,669
2016-05-08,669
2016-05-09,669
2016-05-10,669
2016-05-11,673
2016-05-12,673
2016-05-13,673
2016-05-14,673
2016-05-15,673
2016-05-16,673
2016-05-17,673
2016-05-18,673
2016-05-19,673
2016-05-22,656
2016-05-23,656
2016-05-24,656
2016-05-25,656
2016-05-26,656
2016-05-27,656
2016-05-28,656
2016-05-29,656
2016-05-30,656
2016-05-31,656
2016-06-01,641
2016-06-02,641
2016-06-03,641
2016-06-04,641
2016-06-05,641
2016-06-06,641
2016-06-07,641
2016-06-08,641
2016-06-09,641
2016-06-10,641
2016-06-11,641
2016-06-12,635
2016-06-13,635
2016-06-14,635
2016-06-15,635
2016-06-16,635
2016-06-17,635
2016-06-18,635
2016-06-19,635
2016-06-20,635
2016-06-21,635
2016-06-22,629
2016-06-23,629
2016-06-24,629
2016-06-25,629
2016-06-26,629
2016-06-27,629
2016-06-28,629
2016-06-29,629
2016-06-30,629
2016-07-01,629
2016-07-02,621
2016-07-03,621
2016-07-04,621
2016-07-05,621
2016-07-06,621
2016-07-07,621
2016-07-08,621
2016-07-09,621
2016-07-10,621
2016-07-11,621
2016-07-12,618
2016-07-13,618
2016-07-14,618
2016-07-15,618
2016-07-16,618
2016-07-17,618
2016-07-18,618
2016-07-24,618
2016-07-25,602
2016-07-26,602
2016-07-27,602
2016-07-28,602
2016-07-29,602
2016-07-30,602
2016-07-31,602
2016-08-01,602
2016-08-02,602
2016-08-03,602
2016-08-04,602
2016-08-05,602
2016-08-06,602
2016-08-07,602
2016-08-08,612
2016-08-09,612
2016-08-10,612
2016-08-11,612
2016-08-12,612
2016-08-13,612
2016-08-14,612
2016-08-15,612
2016-08-16,612
2016-08-17,612
2016-08-18,612
2016-08-19,612
2016-08-20,612
2016-08-21,612
2016-08-22,612
2016-08-23,594
2016-08-24,594
2016-08-25,594
2016-08-26,594
2016-08-28,594
2016-08-31,594
2016-09-01,594
2016-09-02,594
2016-09-03,594
2016-09-04,594
2016-09-05,594
2016-09-06,594
2016-09-07,574
2016-09-08,574
2016-09-09,574
2016-09-10,574
2016-09-11,574
2016-09-12,574
2016-09-13,574
2016-09-14,574
2016-09-15,574
2016-09-16,574
2016-09-17,574
2016-09-18,574
2016-09-19,574
2016-09-20,574
2016-09-21,574
2016-09-22,574
2016-09-23,549
2016-09-24,549
2016-09-25,549
2016-09-26,549
2016-09-27,549
2016-09-28,549
2016-09-29,549
2016-09-30,549
2016-10-01,549
2016-10-02,549
2016-10-03,549
2016-10-04,549
2016-10-05,549
2016-10-06,549
2016-10-07,549
2016-10-08,549
2016-10-09,522
2016-10-11,522
2016-10-12,522
2016-10-13,522
2016-10-14,522
2016-10-15,522
2016-10-16,522
2016-10-17,522
2016-10-18,522
2016-10-19,522
2016-10-20,522
2016-10-21,501
2016-10-22,501
2016-10-23,501
2016-10-24,501
2016-10-25,501
2016-10-26,501
2016-10-27,501
2016-10-28,501
2016-10-29,501
2016-10-30,501
2016-10-31,501
2016-11-01,501
2016-11-02,501
2016-11-03,483
2016-11-04,483
2016-11-05,483
2016-11-06,483
2016-11-07,483
2016-11-08,483
2016-11-09,483
2016-11-10,483
2016-11-11,483
2016-11-12,483
2016-11-13,483
2016-11-14,483
2016-12-08,480
2016-12-09,480
2016-12-10,480
2016-12-11,480
2016-12-12,480
2016-12-13,467
2016-12-14,467
2016-12-15,467
2016-12-16,467
2016-12-17,467
2016-12-18,467
2016-12-19,467
2016-12-20,467
2016-12-21,467
2016-12-22,467
2016-12-23,467
2016-12-24,467
2016-12-25,467
2016-12-26,471
2016-12-27,471
2016-12-28,471
2016-12-29,471
2016-12-30,471
2016-12-31,471
2017-01-01,471
2017-01-02,471
2017-01-03,471
2017-01-04,471
2017-01-05,471
2017-01-06,463
2017-01-07,463
2017-01-08,463
2017-01-09,463
2017-01-10,463
2017-01-11,463
2017-01-12,463
2017-01-13,463
2017-01-14,463
2017-01-15,463
2017-01-16,460
2017-01-17,460
2017-01-18,460
2017-01-19,460
2017-01-20,460
2017-01-21,460
2017-01-22,460
2017-01-27,457
2017-01-28,457
2017-01-29,457
2017-01-30,457
2017-01-31,457
2017-02-01,457
2017-02-02,457
2017-02-03,457
2017-02-04,457
2017-02-05,457
2017-02-06,458
2017-02-07,458
2017-02-08,458
2017-02-09,458
2017-02-10,458
2017-02-11,458
2017-02-12,458
2017-02-13,458
2017-02-14,458
2017-02-15,458
2017-02-16,449
2017-02-18,449
2017-02-19,449
2017-02-20,449
2017-02-21,449
2017-02-22,449
2017-02-23,449
2017-02-24,449
2017-02-25,449
2017-02-26,449
2017-02-27,449
2017-02-28,448
2017-03-01,448
2017-03-02,448
2017-03-03,448
2017-03-04,448
2017-03-05,448
2017-03-06,448
2017-03-07,448
2017-03-08,448
2017-03-09,448
2017-03-10,448
2017-03-11,447
2017-03-12,447
2017-03-13,447
2017-03-14,447
2017-03-15,447
2017-03-16,447
2017-03-17,447
2017-03-18,447
2017-03-19,447
2017-03-20,447
2017-03-21,447
2017-03-22,429
2017-03-23,429
2017-03-24,429
2017-03-25,429
2017-03-26,429
2017-03-27,429
2017-03-28,429
2017-03-29,429
2017-03-30,429
2017-03-31,429
2017-04-01,429
2017-04-02,429
2017-04-03,407
2017-04-04,407
2017-04-12,407
2017-04-13,407
2017-04-14,407
2017-04-15,388
2017-04-16,388
2017-04-17,388
2017-04-18,388
2017-04-19,388
2017-04-20,388
2017-04-21,388
2017-04-22,388
2017-04-23,388
2017-04-24,388
2017-04-25,382
2017-04-26,382
2017-04-27,382
2017-04-28,382
2017-04-29,382
2017-04-30,382
2017-05-01,382
2017-05-02,382
2017-05-03,382
2017-05-04,382
2017-05-05,382
2017-05-06,382
2017-05-07,382
2017-05-08,388
2017-05-09,388
2017-05-10,388
2017-05-11,388
2017-05-12,388
2017-05-13,388
2017-05-14,388
2017-05-15,388
2017-05-16,388
2017-05-17,388
2017-05-18,388
2017-05-19,382
2017-05-20,382
2017-05-21,382
2017-05-22,382
2017-05-23,382
2017-05-24,382
2017-05-25,382
2017-05-26,382
2017-05-27,382
2017-05-28,382
2017-05-29,382
2017-05-30,382
2017-05-31,382
2017-06-01,379
2017-06-02,379
2017-06-03,379
2017-06-06,379
2017-06-07,379
2017-06-08,379
2017-06-09,379
2017-06-10,379
2017-06-11,379
2017-06-12,379
2017-06-13,377
2017-06-14,377
2017-06-15,377
2017-06-16,377
2017-06-17,377
2017-06-18,377
2017-06-19,377
2017-06-20,377
2017-06-21,377
2017-06-22,377
2017-06-23,377
2017-06-24,377
2017-06-25,377
2017-06-26,377
2017-06-27,361
2017-06-28,361
2017-06-29,361
2017-06-30,361
2017-07-01,361
2017-07-02,361
2017-07-03,361
2017-07-04,361
2017-07-05,361
2017-07-06,361
2017-07-07,361
2017-07-08,361
2017-07-13,348
2017-07-14,348
2017-07-15,348
2017-07-16,348
2017-07-17,348
2017-07-18,348
2017-07-19,348
2017-07-20,348
2017-07-21,348
2017-07-22,348
2017-07-23,339
2017-07-24,339
2017-07-25,339
2017-07-26,339
2017-07-27,339
2017-07-28,339
2017-07-29,339
2017-07-30,339
2017-07-31,339
2017-08-01,339
2017-08-02,339
2017-08-03,339
2017-08-04,339
2017-08-05,346
2017-08-06,346
2017-08-09,346
2017-08-10,346
2017-08-11,346
2017-08-12,346
2017-08-13,346
2017-08-14,346
2017-08-15,346
2017-08-17,346
2017-08-18,352
2017-08-19,352
2017-08-20,352
2017-08-21,352
2017-08-22,352
2017-08-23,352
2017-08-24,352
2017-08-25,352
2017-08-26,352
2017-08-27,352
2017-08-28,352
2017-08-29,352
2017-08-30,352
2017-08-31,341
2017-09-01,341
2017-09-02,341
2017-09-03,341
2017-09-04,341
2017-09-05,341
2017-09-06,341
2017-09-07,341
2017-09-08,341
2017-09-09,341
2017-09-10,337
2017-09-11,337
2017-09-12,337
2017-09-13,337
2017-09-14,337
2017-09-15,337
2017-09-16,337
2017-09-17,337
2017-09-19,337
2017-09-20,337
2017-09-21,337
2017-09-22,337
2017-09-23,328
2017-09-24,328
2017-09-25,328
2017-09-26,328
2017-09-27,328
2017-09-28,328
2017-09-29,328
2017-09-30,328
2017-10-01,328
2017-10-02,328
2017-10-03,328
2017-10-04,328
2017-10-05,328
2017-10-06,328
2017-10-07,319
2017-10-08,319
2017-10-09,319
2017-10-10,319
2017-10-11,319
2017-10-12,319
2017-10-13,319
2017-10-14,319
2017-10-15,319
2017-10-16,319
2017-10-17,319
2017-10-18,319
2017-10-19,319
2017-10-20,319
2017-10-21,319
2017-10-22,313
2017-10-23,313
2017-10-24,313
2017-10-25,313
2017-10-26,313
2017-10-27,313
2017-10-28,313
2017-10-29,313
2017-10-30,313
2017-10-31,313
2017-11-01,313
2017-11-02,313
2017-11-03,313
2017-11-04,313
2017-11-05,313
2017-11-06,324
2017-11-07,324
2017-11-08,324
2017-11-09,324
2017-11-10,324
2017-11-11,324
2017-11-12,324
2017-11-13,324
2017-11-14,324
2017-11-15,324
2017-11-16,324
2017-11-17,324
2017-11-18,324
2017-11-19,324
2017-11-20,324
2017-11-21,321
2017-11-22,321
2017-11-23,321
2017-11-24,321
2017-11-25,321
2017-11-26,321
2017-11-27,321
2017-11-28,321
2017-11-29,321
2017-11-30,321
2017-12-01,321
2017-12-02,321
2017-12-03,321
2017-12-04,321
2017-12-05,320
2017-12-06,320
2017-12-07,320
2017-12-08,320
2017-12-09,320
2017-12-10,320
2017-12-11,320
2017-12-12,320
2017-12-13,320
2017-12-14,320
2017-12-15,320
2017-12-16,320
2017-12-17,320
2017-12-18,320
2017-12-19,315
2017-12-20,315
2017-12-21,315
2017-12-22,315
2017-12-23,315
2017-12-24,315
2017-12-25,315
2017-12-26,315
2017-12-27,315
2017-12-28,315
2017-12-29,315
2017-12-30,315
2017-12-31,315
2018-01-01,315
2018-01-02,315
2018-01-03,317
2018-01-04,317
2018-01-05,317
2018-01-06,317
2018-01-07,317
2018-01-08,317
2018-01-09,317
2018-01-10,317
2018-01-11,317
2018-01-12,317
2018-01-13,317
2018-01-14,318
2018-01-15,318
2018-01-16,318
2018-01-17,318
2018-01-18,318
2018-01-19,318
2018-01-20,318
2018-01-21,318
2018-01-22,318
2018-01-23,318
2018-01-24,307
2018-01-25,307
2018-01-26,307
2018-01-27,307
2018-01-28,307
2018-01-29,307
2018-01-30,307
2018-01-31,310
2018-02-01,310
2018-02-02,310
2018-02-04,310
2018-02-05,310
2018-02-06,321
2018-02-07,321
2018-02-08,321
2018-02-09,321
2018-02-10,321
2018-02-11,321
2018-02-12,307
2018-02-13,307
2018-02-14,307
2018-02-15,307
2018-02-16,307
2018-02-17,307
2018-02-18,307
2018-02-19,296
2018-02-20,296
2018-02-21,296
2018-02-22,296
2018-02-23,296
2018-02-24,296
2018-02-25,296
2018-02-26,296
2018-02-27,285
2018-02-28,285
2018-03-01,285
2018-03-02,285
2018-03-03,285
2018-03-04,285
2018-03-05,285
2018-03-06,277
2018-03-07,277
2018-03-08,277
2018-03-09,277
2018-03-10,277
2018-03-11,277
2018-03-12,277
2018-03-13,278
2018-03-14,278
2018-03-15,278
2018-03-16,278
2018-03-17,278
2018-03-18,278
2018-03-19,278
2018-03-20,278
2018-03-21,278
2018-03-23,277
2018-03-24,277
2018-03-26,277
2018-03-27,277
2018-03-28,277
2018-03-29,277
2018-03-30,285
2018-03-31,285
2018-04-01,285
2018-04-02,285
2018-04-03,285
2018-04-04,285
2018-04-05,285
2018-04-06,285
2018-04-08,283
2018-04-09,283
2018-04-10,283
2018-04-11,283
2018-04-12,283
2018-04-13,283
2018-04-14,283
2018-04-16,290
2018-04-17,290
2018-04-18,290
2018-04-19,290
2018-04-20,290
2018-04-21,290
2018-04-22,290
2018-04-23,290
2018-04-24,298
2018-04-25,298
2018-04-26,298
2018-04-27,298
2018-04-28,298
2018-04-29,298
2018-04-30,298
2018-05-01,298
2018-05-02,298
2018-05-03,298
2018-05-04,303
2018-05-05,303
2018-05-06,303
2018-05-07,303
2018-05-08,303
2018-05-09,303
2018-05-10,303
2018-05-11,303
2018-05-12,303
2018-05-13,295
2018-05-14,295
2018-05-15,295
2018-05-16,295
2018-05-17,295
2018-05-18,295
2018-05-19,295
2018-05-20,295
2018-05-21,300
2018-05-22,300
2018-05-23,300
2018-05-24,300
2018-05-25,300
2018-05-26,300
2018-05-27,300
2018-05-28,300
2018-05-29,300
2018-05-30,305
2018-05-31,305
2018-06-01,305
2018-06-02,305
2018-06-03,305
2018-06-04,305
2018-06-05,305
2018-06-06,305
2018-06-07,305
2018-06-08,301
2018-06-09,301
2018-06-10,301
2018-06-11,301
2018-06-12,301
2018-06-13,301
2018-06-14,301
2018-06-15,307
2018-06-16,307
2018-06-17,307
2018-06-18,307
2018-06-19,307
2018-06-20,307
2018-06-21,307
2018-06-22,307
2018-06-23,307
2018-06-24,304
2018-06-25,304
2018-06-26,304
2018-06-27,304
2018-06-28,304
2018-06-29,304
2018-06-30,304
2018-07-01,304
2018-07-02,298
2018-07-03,298
2018-07-04,298
2018-07-05,298
2018-07-06,298
2018-07-07,298
2018-07-08,298
2018-07-09,298
2018-07-10,292
2018-07-11,292
2018-07-12,292
2018-07-13,292
2018-07-14,292
2018-07-15,292
2018-07-16,292
2018-07-17,292
2018-07-18,287
2018-07-19,287
2018-07-20,287
2018-07-21,287
2018-07-22,287
2018-07-23,287
2018-07-24,287
2018-07-25,287
2018-07-26,283
2018-07-27,283
2018-07-28,283
2018-07-29,283
2018-07-30,283
2018-07-31,281
2018-08-01,281
2018-08-02,281
2018-08-03,281
2018-08-04,281
2018-08-05,281
2018-08-06,281
2018-08-07,292
2018-08-08,292
2018-08-09,292
2018-08-10,292
2018-08-11,292
2018-08-12,292
2018-08-14,288
2018-08-16,288
2018-08-17,288
2018-08-18,288
2018-08-19,302
2018-08-20,302
2018-08-21,302
2018-08-22,302
2018-08-23,302
2018-08-24,302
2018-08-25,315
2018-08-26,315
2018-08-27,315
2018-08-28,315
2018-08-29,315
2018-08-30,315
2018-08-31,323
2018-09-01,323
2018-09-02,323
2018-09-03,323
2018-09-04,323
2018-09-05,324
2018-09-06,324
2018-09-07,324
2018-09-08,324
2018-09-09,324
2018-09-10,324
2018-09-11,334
2018-09-12,334
2018-09-13,334
2018-09-14,334
2018-09-15,334
2018-09-16,334
2018-09-17,347
2018-09-18,347
2018-09-19,347
2018-09-20,347
2018-09-21,347
2018-09-22,355
2018-09-23,355
2018-09-24,355
2018-09-25,355
2018-09-26,355
2018-09-27,355
2018-09-28,357
2018-09-29,357
2018-09-30,357
2018-10-02,357
2018-10-03,345
2018-10-04,345
2018-10-05,345
2018-10-06,345
2018-10-07,345
2018-10-08,346
2018-10-09,346
2018-10-10,346
2018-10-11,346
2018-10-12,346
2018-10-13,350
2018-10-14,350
2018-10-15,350
2018-10-16,350
2018-10-17,350
2018-10-18,350
2018-10-19,337
2018-10-20,337
2018-10-21,337
2018-10-22,337
2018-10-23,337
2018-10-24,337
2018-10-25,337
2018-10-26,338
2018-10-27,338
2018-10-28,338
2018-10-29,338
2018-10-30,338
2018-10-31,338
2018-11-01,329
2018-11-03,329
2018-11-04,329
2018-11-05,329
2018-11-06,321
2018-11-07,321
2018-11-08,321
2018-11-09,321
2018-11-10,321
2018-11-11,314
2018-11-12,314
2018-11-13,314
2018-11-14,314
2018-11-15,311
2018-11-16,311
2018-11-17,311
2018-11-18,311
2018-11-19,311
2018-11-20,310
2018-11-21,310
2018-11-22,310
2018-11-23,310
2018-11-24,312
2018-11-25,312
2018-11-26,312
2018-11-27,312
2018-11-28,314
2018-11-29,314
2018-12-01,314
2018-12-02,316
2018-12-03,316
2018-12-04,316
2018-12-05,316
2018-12-07,312
2018-12-09,312
2018-12-10,327
2018-12-11,327
2018-12-12,327
2018-12-13,327
2018-12-14,317
2018-12-15,317
2018-12-16,317
2018-12-17,317
2018-12-18,325
2018-12-19,325
2018-12-20,325
2018-12-21,325
2018-12-22,337
2018-12-23,337
2018-12-24,337
2018-12-25,337
2018-12-26,340
2018-12-27,340
2018-12-28,340
2018-12-29,327
2018-12-30,327
2018-12-31,327
2019-01-01,327
2019-01-02,339
2019-01-03,339
2019-01-04,339
2019-01-05,332
2019-01-06,332
2019-01-08,318
2019-01-10,318
2019-01-11,318
2019-01-12,305
2019-01-13,305
2019-01-14,305
2019-01-15,305
2019-01-16,305
2019-01-17,305
2019-01-18,305
2019-01-19,293
2019-01-20,293
2019-01-21,293
2019-01-22,293
2019-01-23,281
2019-01-24,281
2019-01-25,281
2019-01-26,281
2019-01-27,272
2019-01-28,272
2019-01-29,272
2019-01-30,274
2019-01-31,274
2019-02-01,274
2019-02-02,274
2019-02-03,270
2019-02-04,270
2019-02-05,270
2019-02-06,270
2019-02-07,274
2019-02-08,274
2019-02-09,274
2019-02-10,274
2019-02-11,270
2019-02-12,270
2019-02-13,270
2019-02-14,270
2019-02-15,264
2019-02-16,264
2019-02-17,264
2019-02-18,264
2019-02-19,265
2019-02-20,265
2019-02-21,265
2019-02-22,265
2019-02-23,262
2019-02-24,262
2019-02-25,262
2019-02-26,262
2019-02-27,273
2019-02-28,273
2019-03-01,273
2019-03-02,273
2019-03-03,282
2019-03-04,282
2019-03-05,282
2019-03-06,282
2019-03-07,282
2019-03-08,282
2019-03-09,282
2019-03-10,282
2019-03-11,272
2019-03-12,272
2019-03-13,272
2019-03-14,272
2019-03-15,272
2019-03-16,269
2019-03-17,269
2019-03-18,269
2019-03-19,269
2019-03-20,259
2019-03-21,259
2019-03-22,259
2019-03-23,259
2019-03-24,261
2019-03-25,261
2019-03-26,261
2019-03-27,261
2019-03-28,261
2019-03-29,265
2019-03-30,265
2019-03-31,265
2019-04-01,265
2019-04-02,265
2019-04-03,259
2019-04-04,259
2019-04-05,259
2019-04-06,259
2019-04-07,259
2019-04-08,256
2019-04-09,256
2019-04-10,256
2019-04-11,256
2019-04-12,256
2019-04-13,253
2019-04-14,253
2019-04-15,253
2019-04-16,253
2019-04-17,253
2019-04-18,258
2019-04-19,258
2019-04-20,258
2019-04-21,258
2019-04-22,247
2019-04-23,247
2019-04-24,247
2019-04-25,247
2019-04-26,237
2019-04-27,237
2019-04-28,237
2019-04-29,237
2019-04-30,237
2019-05-01,242
2019-05-02,242
2019-05-03,242
2019-05-04,242
2019-05-05,242
2019-05-06,235
2019-05-07,235
2019-05-08,235
2019-05-09,235
2019-05-10,235
2019-05-11,230
2019-05-12,230
2019-05-13,230
2019-05-14,230
2019-05-15,220
2019-05-16,220
2019-05-17,220
2019-05-18,220
2019-05-19,220
2019-05-20,217
2019-05-21,217
2019-05-22,217
2019-05-23,217
2019-05-24,217
2019-05-25,212
2019-05-26,212
2019-05-27,212
2019-05-28,212
2019-05-29,202
2019-05-30,202
2019-05-31,202
2019-06-01,202
2019-06-02,202
2019-06-03,209
2019-06-04,209
2019-06-05,209
2019-06-06,209
2019-06-07,209
2019-06-08,202
2019-06-09,202
2019-06-10,202
2019-06-11,202
2019-06-12,202
2019-06-13,202
2019-06-14,196
2019-06-15,196
2019-06-16,196
2019-06-17,196
2019-06-18,196
2019-06-19,199
2019-06-20,199
2019-06-21,199
2019-06-22,199
2019-06-23,205
2019-06-24,205
2019-06-25,205
2019-06-26,205
2019-06-27,205
2019-06-28,205
2019-06-29,207
2019-06-30,207
2019-07-01,207
2019-07-02,207
2019-07-03,207
2019-07-04,207
2019-07-05,207
2019-07-06,207
2019-07-07,207
2019-07-08,207
2019-07-09,207
2019-07-10,213
2019-07-11,213
2019-07-12,213
2019-07-13,213
2019-07-14,213
2019-07-15,215
2019-07-16,215
2019-07-17,215
2019-07-18,215
2019-07-19,215
2019-07-20,221
2019-07-21,221
2019-07-22,221
2019-07-23,221
2019-07-24,221
2019-07-25,213
2019-07-26,213
2019-07-27,213
2019-07-28,213
2019-07-29,213
2019-07-30,213
2019-07-31,206
2019-08-01,206
2019-08-02,206
2019-08-03,206
2019-08-04,206
2019-08-05,199
2019-08-06,199
2019-08-07,199
2019-08-08,199
2019-08-09,199
2019-08-10,192
2019-08-11,192
2019-08-12,192
2019-08-13,192
2019-08-14,192
2019-08-15,192
2019-08-16,201
2019-08-17,201
2019-08-18,201
2019-08-19,201
2019-08-20,201
2019-08-21,201
