date_obj,Vyrewatch%20shoes price
2015-12-05,16512
2015-12-06,16512
2015-12-07,16512
2015-12-08,16512
2015-12-09,16512
2015-12-10,16512
2015-12-11,16512
2015-12-13,15703
2015-12-14,15703
2015-12-15,15703
2015-12-16,15703
2015-12-17,15703
2015-12-18,14937
2015-12-19,14937
2015-12-20,14937
2015-12-21,14937
2015-12-22,14937
2015-12-23,14937
2015-12-24,14937
2015-12-25,14236
2015-12-26,14236
2015-12-27,14236
2015-12-28,14236
2015-12-29,14236
2015-12-30,14236
2015-12-31,13543
2016-01-01,13543
2016-01-02,13543
2016-01-03,13543
2016-01-04,13543
2016-01-05,13543
2016-01-06,12882
2016-01-07,12882
2016-01-08,12882
2016-01-09,12882
2016-01-10,12882
2016-01-11,12882
2016-01-12,12882
2016-01-13,12248
2016-01-14,12248
2016-01-15,12248
2016-01-16,12248
2016-01-17,12248
2016-01-18,12248
2016-01-19,11657
2016-01-20,11657
2016-01-21,11657
2016-01-22,11657
2016-01-23,11657
2016-01-24,11657
2016-01-25,11101
2016-01-26,11101
2016-01-27,11101
2016-01-28,11101
2016-01-29,11101
2016-01-30,11101
2016-01-31,11101
2016-02-01,10566
2016-02-02,10566
2016-02-03,10566
2016-02-04,10566
2016-02-05,10566
2016-02-06,10566
2016-02-07,10566
2016-02-08,10153
2016-02-09,10153
2016-02-10,10153
2016-02-11,10153
2016-02-12,10153
2016-02-13,10153
2016-02-14,10153
2016-02-15,9729
2016-02-16,9729
2016-02-17,9729
2016-02-18,9729
2016-02-19,9729
2016-02-20,9729
2016-02-21,9252
2016-02-22,9252
2016-02-23,9252
2016-02-24,9252
2016-02-25,9252
2016-02-26,9252
2016-02-27,9010
2016-02-28,9010
2016-02-29,9010
2016-03-01,9010
2016-03-02,9010
2016-03-03,9010
2016-03-04,8562
2016-03-05,8562
2016-03-06,8562
2016-03-07,8562
2016-03-08,8562
2016-03-09,8562
2016-03-10,8140
2016-03-11,8140
2016-03-12,8140
2016-03-13,8140
2016-03-14,8140
2016-03-15,8140
2016-03-16,7741
2016-03-17,7741
2016-03-18,7741
2016-03-19,7741
2016-03-20,7741
2016-03-21,7741
2016-03-22,7741
2016-03-23,7353
2016-03-24,7353
2016-03-25,7353
2016-03-26,7353
2016-03-27,7353
2016-03-28,7353
2016-03-29,6996
2016-03-30,6996
2016-03-31,6996
2016-04-01,6996
2016-04-02,6996
2016-04-03,6996
2016-04-04,6996
2016-04-05,6655
2016-04-06,6655
2016-04-07,6655
2016-04-08,6655
2016-04-09,6655
2016-04-10,6347
2016-04-11,6347
2016-04-12,6347
2016-04-13,6347
2016-04-14,6347
2016-04-15,6043
2016-04-16,6043
2016-04-17,6043
2016-04-18,6043
2016-04-19,6043
2016-04-20,5744
2016-04-21,5744
2016-04-22,5744
2016-04-23,5744
2016-04-24,5744
2016-04-25,5744
2016-04-26,5469
2016-04-27,5469
2016-04-28,5469
2016-04-29,5469
2016-04-30,5469
2016-05-01,5467
2016-05-02,5467
2016-05-03,5467
2016-05-04,5467
2016-05-05,5467
2016-05-06,5467
2016-05-07,5302
2016-05-08,5302
2016-05-09,5302
2016-05-10,5302
2016-05-11,5302
2016-05-12,5302
2016-05-13,5069
2016-05-14,5069
2016-05-15,5069
2016-05-16,5069
2016-05-17,5069
2016-05-18,5069
2016-05-19,4938
2016-05-22,4938
2016-05-23,4938
2016-05-24,4938
2016-05-25,4783
2016-05-26,4783
2016-05-27,4783
2016-05-28,4783
2016-05-29,4783
2016-05-30,4783
2016-05-31,4810
2016-06-01,4810
2016-06-02,4810
2016-06-03,4810
2016-06-04,4810
2016-06-05,4810
2016-06-06,4758
2016-06-07,4758
2016-06-08,4758
2016-06-09,4758
2016-06-10,4758
2016-06-11,4758
2016-06-12,4666
2016-06-13,4666
2016-06-14,4666
2016-06-15,4666
2016-06-16,4666
2016-06-17,4666
2016-06-18,4489
2016-06-19,4489
2016-06-20,4489
2016-06-21,4489
2016-06-22,4489
2016-06-23,4489
2016-06-24,4344
2016-06-25,4344
2016-06-26,4344
2016-06-27,4344
2016-06-28,4344
2016-06-29,4344
2016-06-30,4246
2016-07-01,4246
2016-07-02,4246
2016-07-03,4246
2016-07-04,4246
2016-07-05,4246
2016-07-06,4284
2016-07-07,4284
2016-07-08,4284
2016-07-09,4284
2016-07-10,4284
2016-07-11,4071
2016-07-12,4071
2016-07-13,4071
2016-07-14,4071
2016-07-15,4071
2016-07-16,3870
2016-07-17,3870
2016-07-18,3870
2016-07-24,3796
2016-07-25,3796
2016-07-26,3796
2016-07-27,3796
2016-07-28,3796
2016-07-29,3820
2016-07-30,3820
2016-07-31,3820
2016-08-01,3820
2016-08-02,3820
2016-08-03,3820
2016-08-04,3743
2016-08-05,3743
2016-08-06,3743
2016-08-07,3743
2016-08-08,3743
2016-08-09,3743
2016-08-10,3639
2016-08-11,3639
2016-08-12,3639
2016-08-13,3639
2016-08-14,3639
2016-08-15,3639
2016-08-16,3639
2016-08-17,3639
2016-08-18,3652
2016-08-19,3652
2016-08-20,3652
2016-08-21,3652
2016-08-22,3652
2016-08-23,3652
2016-08-24,3523
2016-08-25,3523
2016-08-26,3523
2016-08-28,3523
2016-08-31,3523
2016-09-01,3346
2016-09-02,3346
2016-09-03,3346
2016-09-04,3346
2016-09-05,3346
2016-09-06,3346
2016-09-07,3346
2016-09-08,3346
2016-09-09,3182
2016-09-10,3182
2016-09-11,3182
2016-09-12,3182
2016-09-13,3182
2016-09-14,3182
2016-09-15,3182
2016-09-16,3182
2016-09-17,3116
2016-09-18,3116
2016-09-19,3116
2016-09-20,3116
2016-09-21,3116
2016-09-22,3116
2016-09-23,3116
2016-09-24,3116
2016-09-25,2974
2016-09-26,2974
2016-09-27,2974
2016-09-28,2974
2016-09-29,2974
2016-09-30,2974
2016-10-01,2974
2016-10-02,2974
2016-10-03,2974
2016-10-04,2994
2016-10-05,2994
2016-10-06,2994
2016-10-07,2994
2016-10-08,2994
2016-10-09,2994
2016-10-10,2994
2016-10-11,2994
2016-10-12,2879
2016-10-13,2879
2016-10-14,2879
2016-10-15,2879
2016-10-16,2879
2016-10-17,2879
2016-10-18,2825
2016-10-19,2825
2016-10-20,2825
2016-10-21,2825
2016-10-22,2825
2016-10-23,2825
2016-10-24,2864
2016-10-25,2864
2016-10-26,2864
2016-10-27,2864
2016-10-28,2864
2016-10-29,2864
2016-10-30,2864
2016-10-31,2864
2016-11-01,2864
2016-11-02,2873
2016-11-03,2873
2016-11-04,2873
2016-11-05,2873
2016-11-06,2873
2016-11-07,2873
2016-11-08,2873
2016-11-09,2873
2016-11-10,2848
2016-11-11,2848
2016-11-12,2848
2016-11-13,2848
2016-11-14,2848
2016-12-08,2858
2016-12-09,2858
2016-12-10,2858
2016-12-11,2858
2016-12-12,2858
2016-12-13,2807
2016-12-14,2807
2016-12-15,2807
2016-12-16,2807
2016-12-17,2807
2016-12-18,2807
2016-12-19,2807
2016-12-20,2834
2016-12-21,2834
2016-12-22,2834
2016-12-23,2834
2016-12-24,2834
2016-12-25,2834
2016-12-26,2893
2016-12-27,2893
2016-12-28,2893
2016-12-29,2893
2016-12-30,2893
2016-12-31,2893
2017-01-01,2893
2017-01-02,2927
2017-01-03,2927
2017-01-04,2927
2017-01-05,2927
2017-01-06,2927
2017-01-07,2927
2017-01-08,2927
2017-01-09,2942
2017-01-10,2942
2017-01-11,2942
2017-01-12,2942
2017-01-13,2942
2017-01-14,2942
2017-01-15,2965
2017-01-16,2965
2017-01-17,2965
2017-01-18,2965
2017-01-19,2965
2017-01-20,2965
2017-01-21,2856
2017-01-22,2856
2017-01-27,2821
2017-01-28,2821
2017-01-29,2821
2017-01-30,2821
2017-01-31,2821
2017-02-01,2807
2017-02-02,2807
2017-02-03,2807
2017-02-04,2807
2017-02-05,2807
2017-02-06,2807
2017-02-07,2807
2017-02-08,2815
2017-02-09,2815
2017-02-10,2815
2017-02-11,2815
2017-02-12,2815
2017-02-13,2815
2017-02-14,2856
2017-02-15,2856
2017-02-16,2856
2017-02-18,2856
2017-02-19,2856
2017-02-20,2861
2017-02-21,2861
2017-02-22,2861
2017-02-23,2861
2017-02-24,2861
2017-02-25,2861
2017-02-26,2861
2017-02-27,2861
2017-02-28,2861
2017-03-01,2861
2017-03-02,2861
2017-03-03,2861
2017-03-04,2861
2017-03-05,2893
2017-03-06,2893
2017-03-07,2893
2017-03-08,2893
2017-03-09,2893
2017-03-10,2893
2017-03-11,2845
2017-03-12,2845
2017-03-13,2845
2017-03-14,2845
2017-03-15,2845
2017-03-16,2807
2017-03-17,2807
2017-03-18,2807
2017-03-19,2807
2017-03-20,2807
2017-03-21,2807
2017-03-22,2807
2017-03-23,2807
2017-03-24,2807
2017-03-25,2807
2017-03-26,2807
2017-03-27,2807
2017-03-28,2807
2017-03-29,2796
2017-03-30,2796
2017-03-31,2796
2017-04-01,2796
2017-04-02,2796
2017-04-03,2796
2017-04-04,2805
2017-04-12,2788
2017-04-13,2788
2017-04-14,2788
2017-04-15,2788
2017-04-16,2777
2017-04-17,2777
2017-04-18,2777
2017-04-19,2777
2017-04-20,2777
2017-04-21,2777
2017-04-22,2777
2017-04-23,2788
2017-04-24,2788
2017-04-25,2788
2017-04-26,2788
2017-04-27,2788
2017-04-28,2788
2017-04-29,2794
2017-04-30,2794
2017-05-01,2794
2017-05-02,2794
2017-05-03,2794
2017-05-04,2794
2017-05-05,2815
2017-05-06,2815
2017-05-07,2815
2017-05-08,2815
2017-05-09,2815
2017-05-10,2815
2017-05-11,2815
2017-05-12,2888
2017-05-13,2888
2017-05-14,2888
2017-05-15,2888
2017-05-16,2888
2017-05-17,2888
2017-05-18,2949
2017-05-19,2949
2017-05-20,2949
2017-05-21,2949
2017-05-22,2949
2017-05-23,2949
2017-05-24,2949
2017-05-25,2860
2017-05-26,2860
2017-05-27,2860
2017-05-28,2860
2017-05-29,2860
2017-05-30,2860
2017-05-31,2885
2017-06-01,2885
2017-06-02,2885
2017-06-03,2885
2017-06-06,2870
2017-06-07,2870
2017-06-08,2870
2017-06-09,2870
2017-06-10,2870
2017-06-11,2928
2017-06-12,2928
2017-06-13,2928
2017-06-14,2928
2017-06-15,2928
2017-06-16,2928
2017-06-17,2928
2017-06-18,2856
2017-06-19,2856
2017-06-20,2856
2017-06-21,2856
2017-06-22,2856
2017-06-23,2856
2017-06-24,2856
2017-06-25,2902
2017-06-26,2902
2017-06-27,2902
2017-06-28,2902
2017-06-29,2902
2017-06-30,2902
2017-07-01,2902
2017-07-02,2782
2017-07-03,2782
2017-07-04,2782
2017-07-05,2782
2017-07-06,2782
2017-07-07,2782
2017-07-08,2782
2017-07-13,2676
2017-07-14,2676
2017-07-15,2676
2017-07-16,2633
2017-07-17,2633
2017-07-18,2633
2017-07-19,2633
2017-07-20,2633
2017-07-21,2633
2017-07-22,2639
2017-07-23,2639
2017-07-24,2639
2017-07-25,2639
2017-07-26,2639
2017-07-27,2639
2017-07-28,2639
2017-07-29,2619
2017-07-30,2619
2017-07-31,2619
2017-08-01,2619
2017-08-02,2619
2017-08-03,2619
2017-08-04,2660
2017-08-05,2660
2017-08-06,2660
2017-08-09,2660
2017-08-10,2764
2017-08-11,2764
2017-08-12,2764
2017-08-13,2764
2017-08-14,2764
2017-08-15,2764
2017-08-16,2764
2017-08-17,2826
2017-08-18,2826
2017-08-19,2826
2017-08-20,2826
2017-08-21,2826
2017-08-22,2826
2017-08-23,2826
2017-08-24,2738
2017-08-25,2738
2017-08-26,2738
2017-08-27,2738
2017-08-28,2738
2017-08-29,2738
2017-08-30,2738
2017-08-31,2814
2017-09-01,2814
2017-09-02,2814
2017-09-03,2814
2017-09-04,2814
2017-09-05,2814
2017-09-06,2833
2017-09-07,2833
2017-09-08,2833
2017-09-09,2833
2017-09-10,2833
2017-09-11,2833
2017-09-12,2833
2017-09-13,2691
2017-09-14,2691
2017-09-15,2691
2017-09-16,2691
2017-09-17,2691
2017-09-18,2691
2017-09-19,2691
2017-09-20,2572
2017-09-21,2572
2017-09-22,2572
2017-09-23,2572
2017-09-24,2572
2017-09-25,2572
2017-09-26,2572
2017-09-27,2572
2017-09-28,2657
2017-09-29,2657
2017-09-30,2657
2017-10-01,2657
2017-10-02,2657
2017-10-03,2657
2017-10-04,2657
2017-10-05,2698
2017-10-06,2698
2017-10-07,2698
2017-10-08,2698
2017-10-09,2698
2017-10-10,2698
2017-10-11,2698
2017-10-12,2770
2017-10-13,2770
2017-10-14,2770
2017-10-15,2770
2017-10-16,2770
2017-10-17,2770
2017-10-18,2798
2017-10-19,2798
2017-10-20,2798
2017-10-21,2798
2017-10-22,2798
2017-10-23,2798
2017-10-24,2837
2017-10-25,2837
2017-10-26,2837
2017-10-27,2837
2017-10-28,2837
2017-10-29,2837
2017-10-30,2837
2017-10-31,2864
2017-11-01,2864
2017-11-02,2864
2017-11-03,2864
2017-11-04,2864
2017-11-05,2864
2017-11-06,2909
2017-11-07,2909
2017-11-08,2909
2017-11-09,2909
2017-11-10,2909
2017-11-11,2909
2017-11-12,2909
2017-11-13,2928
2017-11-14,2928
2017-11-15,2928
2017-11-16,2928
2017-11-17,2928
2017-11-18,2928
2017-11-19,2928
2017-11-20,2977
2017-11-21,2977
2017-11-22,2977
2017-11-23,2977
2017-11-24,2977
2017-11-25,2977
2017-11-26,2977
2017-11-27,2948
2017-11-28,2948
2017-11-29,2948
2017-11-30,2948
2017-12-01,2948
2017-12-02,2948
2017-12-03,2948
2017-12-04,2923
2017-12-05,2923
2017-12-06,2923
2017-12-07,2923
2017-12-08,2923
2017-12-09,2923
2017-12-10,2883
2017-12-11,2883
2017-12-12,2883
2017-12-13,2883
2017-12-14,2883
2017-12-15,2883
2017-12-16,2883
2017-12-17,2864
2017-12-18,2864
2017-12-19,2864
2017-12-20,2864
2017-12-21,2864
2017-12-22,2864
2017-12-23,2996
2017-12-24,2996
2017-12-25,2996
2017-12-26,2996
2017-12-27,2996
2017-12-28,2996
2017-12-29,2996
2017-12-30,2914
2017-12-31,2914
2018-01-01,2914
2018-01-02,2914
2018-01-03,2914
2018-01-04,2914
2018-01-05,2783
2018-01-06,2783
2018-01-07,2783
2018-01-08,2783
2018-01-09,2783
2018-01-10,2783
2018-01-11,2677
2018-01-12,2677
2018-01-13,2677
2018-01-14,2677
2018-01-15,2677
2018-01-16,2544
2018-01-17,2544
2018-01-18,2544
2018-01-19,2544
2018-01-20,2544
2018-01-21,2544
2018-01-22,2497
2018-01-23,2497
2018-01-24,2497
2018-01-25,2497
2018-01-26,2400
2018-01-27,2400
2018-01-28,2400
2018-01-29,2327
2018-01-30,2327
2018-02-01,2327
2018-02-02,2327
2018-02-03,2317
2018-02-04,2317
2018-02-05,2317
2018-02-06,2317
2018-02-07,2250
2018-02-08,2250
2018-02-09,2250
2018-02-10,2250
2018-02-11,2141
2018-02-12,2141
2018-02-13,2141
2018-02-14,2141
2018-02-15,2037
2018-02-16,2037
2018-02-17,2037
2018-02-18,1967
2018-02-19,1967
2018-02-20,1967
2018-02-21,1958
2018-02-22,1958
2018-02-23,1958
2018-02-24,1958
2018-02-25,2020
2018-02-26,2020
2018-02-27,2020
2018-02-28,2020
2018-03-01,1949
2018-03-02,1949
2018-03-03,1949
2018-03-04,1895
2018-03-05,1895
2018-03-06,1895
2018-03-07,1846
2018-03-08,1846
2018-03-09,1846
2018-03-10,1846
2018-03-11,1884
2018-03-12,1884
2018-03-13,1884
2018-03-14,1884
2018-03-15,1893
2018-03-16,1893
2018-03-17,1893
2018-03-18,1893
2018-03-19,1916
2018-03-20,1916
2018-03-21,1916
2018-03-23,1928
2018-03-24,1928
2018-03-26,1974
2018-03-27,1974
2018-03-28,1974
2018-03-29,1974
2018-03-30,1975
2018-03-31,1975
2018-04-01,1975
2018-04-02,1975
2018-04-03,1952
2018-04-04,1952
2018-04-05,1952
2018-04-06,1952
2018-04-08,1960
2018-04-09,1960
2018-04-10,1960
2018-04-11,1960
2018-04-12,1997
2018-04-13,1997
2018-04-14,1997
2018-04-16,2065
2018-04-17,2065
2018-04-18,2065
2018-04-19,2065
2018-04-20,2165
2018-04-21,2165
2018-04-22,2165
2018-04-23,2165
2018-04-24,2232
2018-04-25,2232
2018-04-26,2232
2018-04-27,2232
2018-04-28,2232
2018-04-29,2276
2018-04-30,2276
2018-05-02,2276
2018-05-03,2276
2018-05-04,2292
2018-05-05,2292
2018-05-06,2292
2018-05-07,2292
2018-05-08,2299
2018-05-09,2299
2018-05-10,2299
2018-05-11,2299
2018-05-12,2285
2018-05-13,2285
2018-05-14,2285
2018-05-15,2285
2018-05-16,2285
2018-05-17,2232
2018-05-18,2232
2018-05-19,2232
2018-05-20,2304
2018-05-21,2304
2018-05-22,2304
2018-05-23,2368
2018-05-24,2368
2018-05-25,2368
2018-05-26,2367
2018-05-27,2367
2018-05-28,2367
2018-05-29,2258
2018-05-30,2258
2018-05-31,2258
2018-06-01,2241
2018-06-02,2241
2018-06-03,2241
2018-06-04,2236
2018-06-05,2236
2018-06-06,2268
2018-06-07,2268
2018-06-08,2268
2018-06-09,2264
2018-06-10,2264
2018-06-11,2264
2018-06-12,2195
2018-06-13,2195
2018-06-14,2195
2018-06-15,2089
2018-06-16,2089
2018-06-17,2089
2018-06-18,2051
2018-06-19,2051
2018-06-20,2051
2018-06-21,2051
2018-06-22,2052
2018-06-23,2052
2018-06-24,2052
2018-06-25,2052
2018-06-26,1989
2018-06-27,1989
2018-06-28,1989
2018-06-29,1989
2018-06-30,2053
2018-07-01,2053
2018-07-02,2053
2018-07-03,2139
2018-07-04,2139
2018-07-05,2139
2018-07-06,2042
2018-07-07,2042
2018-07-08,2042
2018-07-09,2042
2018-07-10,1974
2018-07-11,1974
2018-07-12,1974
2018-07-13,1974
2018-07-14,1950
2018-07-15,1950
2018-07-16,1950
2018-07-17,1877
2018-07-18,1877
2018-07-19,1877
2018-07-20,1877
2018-07-21,1783
2018-07-22,1783
2018-07-23,1713
2018-07-24,1713
2018-07-25,1713
2018-07-26,1713
2018-07-27,1627
2018-07-28,1627
2018-07-29,1627
2018-07-30,1652
2018-07-31,1652
2018-08-01,1652
2018-08-02,1655
2018-08-03,1655
2018-08-04,1655
2018-08-05,1662
2018-08-06,1662
2018-08-07,1662
2018-08-08,1685
2018-08-09,1685
2018-08-10,1685
2018-08-11,1703
2018-08-12,1703
2018-08-14,1727
2018-08-16,1760
2018-08-17,1760
2018-08-18,1760
2018-08-19,1805
2018-08-20,1805
2018-08-21,1805
2018-08-22,1850
2018-08-23,1850
2018-08-24,1850
2018-08-25,1893
2018-08-26,1893
2018-08-27,1893
2018-08-28,1920
2018-08-29,1920
2018-08-30,1920
2018-08-31,1970
2018-09-01,1970
2018-09-02,1970
2018-09-03,2014
2018-09-04,2014
2018-09-05,2014
2018-09-06,2050
2018-09-07,2050
2018-09-08,2062
2018-09-09,2062
2018-09-10,2062
2018-09-11,2081
2018-09-12,2081
2018-09-13,2081
2018-09-14,2140
2018-09-15,2140
2018-09-16,2140
2018-09-17,2151
2018-09-18,2151
2018-09-19,2151
2018-09-20,2215
2018-09-21,2215
2018-09-22,2215
2018-09-23,2257
2018-09-24,2257
2018-09-25,2257
2018-09-26,2323
2018-09-27,2323
2018-09-28,2323
2018-09-29,2376
2018-09-30,2376
2018-10-02,2358
2018-10-03,2358
2018-10-04,2358
2018-10-05,2358
2018-10-06,2404
2018-10-07,2404
2018-10-08,2404
2018-10-09,2429
2018-10-10,2429
2018-10-11,2429
2018-10-12,2465
2018-10-13,2465
2018-10-14,2465
2018-10-15,2509
2018-10-16,2509
2018-10-17,2509
2018-10-18,2558
2018-10-19,2558
2018-10-20,2558
2018-10-21,2589
2018-10-22,2589
2018-10-23,2589
2018-10-24,2639
2018-10-25,2639
2018-10-26,2723
2018-10-27,2723
2018-10-28,2730
2018-10-29,2730
2018-10-30,2730
2018-10-31,2642
2018-11-01,2642
2018-11-03,2570
2018-11-04,2570
2018-11-05,2537
2018-11-06,2537
2018-11-07,2537
2018-11-08,2562
2018-11-09,2562
2018-11-10,2667
2018-11-11,2667
2018-11-12,2745
2018-11-13,2745
2018-11-14,2745
2018-11-15,2790
2018-11-16,2790
2018-11-17,2746
2018-11-18,2746
2018-11-19,2718
2018-11-20,2718
2018-11-21,2807
2018-11-22,2807
2018-11-23,2905
2018-11-24,2905
2018-11-25,2881
2018-11-26,2881
2018-11-27,2991
2018-11-28,2991
2018-11-29,3018
2018-12-01,2975
2018-12-02,2975
2018-12-03,2952
2018-12-04,2952
2018-12-05,2970
2018-12-07,3011
2018-12-09,2881
2018-12-10,2881
2018-12-11,2823
2018-12-12,2823
2018-12-13,2681
2018-12-14,2681
2018-12-15,2546
2018-12-16,2546
2018-12-17,2418
2018-12-18,2418
2018-12-19,2325
2018-12-20,2325
2018-12-21,2278
2018-12-22,2278
2018-12-23,2271
2018-12-24,2271
2018-12-25,2365
2018-12-26,2365
2018-12-27,2424
2018-12-28,2424
2018-12-29,2454
2018-12-30,2454
2018-12-31,2509
2019-01-01,2509
2019-01-02,2629
2019-01-03,2629
2019-01-04,2704
2019-01-05,2704
2019-01-06,2783
2019-01-08,2772
2019-01-10,2634
2019-01-11,2634
2019-01-12,2502
2019-01-13,2502
2019-01-14,2472
2019-01-15,2472
2019-01-16,2479
2019-01-17,2479
2019-01-18,2451
2019-01-19,2451
2019-01-20,2483
2019-01-21,2483
2019-01-22,2519
2019-01-23,2519
2019-01-24,2629
2019-01-25,2629
2019-01-26,2695
2019-01-27,2695
2019-01-28,2752
2019-01-29,2752
2019-01-30,2763
2019-01-31,2763
2019-02-01,2770
2019-02-02,2770
2019-02-03,2761
2019-02-04,2761
2019-02-05,2799
2019-02-06,2799
2019-02-07,2883
2019-02-08,2883
2019-02-09,2888
2019-02-10,2888
2019-02-11,2743
2019-02-12,2743
2019-02-13,2625
2019-02-14,2625
2019-02-15,2573
2019-02-16,2573
2019-02-17,2586
2019-02-18,2586
2019-02-19,2572
2019-02-20,2572
2019-02-21,2494
2019-02-22,2494
2019-02-23,2393
2019-02-24,2393
2019-02-25,2401
2019-02-26,2401
2019-02-27,2401
2019-02-28,2401
2019-03-01,2363
2019-03-02,2363
2019-03-03,2323
2019-03-04,2323
2019-03-05,2294
2019-03-06,2294
2019-03-07,2321
2019-03-08,2321
2019-03-09,2367
2019-03-10,2367
2019-03-11,2285
2019-03-12,2285
2019-03-13,2222
2019-03-14,2222
2019-03-15,2157
2019-03-16,2157
2019-03-17,2129
2019-03-18,2129
2019-03-19,2129
2019-03-20,2081
2019-03-21,2081
2019-03-22,2107
2019-03-23,2147
2019-03-24,2147
2019-03-25,2147
2019-03-26,2162
2019-03-27,2162
2019-03-28,2162
2019-03-29,2182
2019-03-30,2182
2019-03-31,2182
2019-04-01,2143
2019-04-02,2143
2019-04-03,2159
2019-04-04,2159
2019-04-05,2225
