date_obj,Baby%20impling%20jar price
2015-03-26,2600
2015-03-27,2600
2015-03-28,2600
2015-03-29,2600
2015-03-30,2600
2015-03-31,2600
2015-04-01,2600
2015-04-02,2596
2015-04-03,2596
2015-04-04,2596
2015-04-05,2596
2015-04-06,2596
2015-04-07,2596
2015-04-08,2596
2015-04-09,2596
2015-04-10,2596
2015-04-11,2596
2015-04-12,2596
2015-04-13,2596
2015-04-14,2596
2015-04-15,2596
2015-04-16,2596
2015-04-17,2596
2015-04-18,2596
2015-04-19,2596
2015-04-20,2596
2015-04-21,2596
2015-04-22,2596
2015-04-23,2596
2015-04-24,2596
2015-04-25,2596
2015-04-26,2596
2015-04-27,2596
2015-04-28,2578
2015-04-29,2578
2015-04-30,2578
2015-05-01,2578
2015-05-02,2578
2015-05-03,2578
2015-05-04,2578
2015-05-05,2578
2015-05-06,2578
2015-05-07,2578
2015-05-08,2578
2015-05-09,2578
2015-05-10,2578
2015-05-11,2578
2015-05-12,2578
2015-05-13,2578
2015-05-14,2578
2015-05-15,2578
2015-05-16,2578
2015-05-17,2578
2015-05-18,2578
2015-05-19,2578
2015-05-20,2578
2015-05-21,2578
2015-05-22,2578
2015-05-23,2578
2015-05-24,2578
2015-05-25,2578
2015-05-26,2578
2015-05-27,2578
2015-05-28,2502
2015-05-29,2502
2015-05-30,2502
2015-05-31,2502
2015-06-01,2502
2015-06-02,2502
2015-06-03,2502
2015-06-04,2502
2015-06-05,2502
2015-06-06,2502
2015-06-07,2502
2015-06-08,2502
2015-06-09,2502
2015-06-10,2502
2015-06-11,2502
2015-06-12,2502
2015-06-13,2502
2015-06-14,2502
2015-06-15,2502
2015-06-16,2502
2015-06-17,2502
2015-06-18,2502
2015-06-19,2502
2015-06-20,2502
2015-06-21,2502
2015-06-22,2483
2015-06-23,2483
2015-06-24,2483
2015-06-25,2483
2015-06-26,2483
2015-06-27,2483
2015-06-28,2483
2015-06-29,2483
2015-06-30,2483
2015-07-01,2483
2015-07-02,2483
2015-07-03,2483
2015-07-04,2483
2015-07-05,2483
2015-07-06,2483
2015-07-07,2483
2015-07-08,2483
2015-07-09,2483
2015-07-10,2483
2015-07-11,2483
2015-07-12,2483
2015-07-13,2483
2015-07-14,2483
2015-07-15,2483
2015-07-16,2483
2015-07-17,2532
2015-07-18,2532
2015-07-19,2532
2015-07-20,2532
2015-07-21,2532
2015-07-22,2532
2015-07-23,2532
2015-07-24,2532
2015-07-25,2532
2015-07-26,2532
2015-07-27,2532
2015-07-28,2532
2015-07-29,2532
2015-07-30,2532
2015-07-31,2532
2015-08-01,2532
2015-08-02,2532
2015-08-03,2532
2015-08-04,2532
2015-08-05,2615
2015-08-06,2615
2015-08-07,2615
2015-08-08,2615
2015-08-09,2615
2015-08-10,2615
2015-08-11,2615
2015-08-12,2615
2015-08-13,2615
2015-08-14,2615
2015-08-15,2615
2015-08-16,2615
2015-08-17,2615
2015-08-18,2615
2015-08-19,2615
2015-08-20,2615
2015-08-21,2615
2015-08-22,2615
2015-08-23,2615
2015-08-24,2615
2015-08-25,2615
2015-08-26,2615
2015-08-27,2648
2015-08-28,2648
2015-08-29,2648
2015-08-30,2648
2015-08-31,2648
2015-09-01,2648
2015-09-02,2648
2015-09-03,2648
2015-09-04,2648
2015-09-05,2648
2015-09-06,2648
2015-09-07,2648
2015-09-08,2648
2015-09-09,2648
2015-09-10,2648
2015-09-11,2648
2015-09-12,2648
2015-09-13,2648
2015-09-14,2648
2015-09-15,2648
2015-09-16,2648
2015-09-17,2648
2015-09-18,2648
2015-09-19,2648
2015-09-20,2648
2015-09-21,2648
2015-09-22,2648
2015-09-23,2648
2015-09-24,2648
2015-09-25,2648
2015-09-27,2649
2015-09-28,2649
2015-09-29,2649
2015-09-30,2649
2015-10-05,2649
2015-10-06,2649
2015-10-07,2649
2015-10-08,2649
2015-10-09,2649
2015-10-10,2649
2015-10-11,2649
2015-10-12,2649
2015-10-13,2649
2015-10-14,2649
2015-10-15,2649
2015-10-16,2649
2015-10-17,2649
2015-10-18,2649
2015-10-19,2649
2015-10-20,2649
2015-10-22,2649
2015-10-23,2649
2015-10-24,2649
2015-10-25,2578
2015-10-26,2578
2015-10-27,2578
2015-10-28,2578
2015-10-29,2578
2015-10-30,2578
2015-10-31,2578
2015-11-01,2578
2015-11-02,2578
2015-11-03,2578
2015-11-04,2578
2015-11-05,2578
2015-11-06,2578
2015-11-07,2578
2015-11-08,2578
2015-11-09,2578
2015-11-10,2578
2015-11-11,2578
2015-11-12,2578
2015-11-13,2578
2015-11-14,2578
2015-11-15,2578
2015-11-16,2578
2015-11-17,2578
2015-11-18,2578
2015-11-19,2578
2015-11-20,2578
2015-11-21,2578
2015-11-22,2578
2015-11-23,2578
2015-11-24,2578
2015-11-25,2578
2015-11-26,2578
2015-11-27,2578
2015-11-28,2578
2015-11-29,2549
2015-11-30,2549
2015-12-01,2549
2015-12-02,2549
2015-12-03,2549
2015-12-04,2549
2015-12-05,2549
2015-12-06,2549
2015-12-07,2549
2015-12-08,2549
2015-12-09,2549
2015-12-10,2549
2015-12-11,2549
2015-12-12,2549
2015-12-13,2549
2015-12-14,2549
2015-12-15,2549
2015-12-16,2549
2015-12-17,2549
2015-12-18,2549
2015-12-19,2549
2015-12-20,2549
2015-12-21,2549
2015-12-22,2549
2015-12-23,2549
2015-12-24,2549
2015-12-25,2549
2015-12-26,2549
2015-12-27,2549
2015-12-28,2549
2015-12-29,2549
2015-12-30,2549
2015-12-31,2555
2016-01-01,2555
2016-01-02,2555
2016-01-03,2555
2016-01-04,2555
2016-01-05,2555
2016-01-06,2555
2016-01-07,2555
2016-01-08,2555
2016-01-09,2555
2016-01-10,2555
2016-01-11,2555
2016-01-12,2555
2016-01-13,2555
2016-01-14,2555
2016-01-15,2555
2016-01-16,2555
2016-01-17,2555
2016-01-18,2555
2016-01-19,2555
2016-01-20,2555
2016-01-21,2555
2016-01-22,2555
2016-01-23,2555
2016-01-24,2555
2016-01-25,2555
2016-01-26,2555
2016-01-27,2555
2016-01-28,2522
2016-01-29,2522
2016-01-30,2522
2016-01-31,2522
2016-02-01,2522
2016-02-02,2522
2016-02-03,2522
2016-02-04,2522
2016-02-05,2522
2016-02-06,2522
2016-02-07,2522
2016-02-08,2522
2016-02-09,2522
2016-02-10,2522
2016-02-11,2522
2016-02-12,2522
2016-02-13,2522
2016-02-14,2522
2016-02-15,2522
2016-02-16,2522
2016-02-17,2522
2016-02-18,2522
2016-02-19,2522
2016-02-20,2522
2016-02-21,2522
2016-02-22,2522
2016-02-23,2522
2016-02-24,2462
2016-02-25,2462
2016-02-26,2462
2016-02-27,2462
2016-02-28,2462
2016-02-29,2462
2016-03-01,2462
2016-03-02,2462
2016-03-03,2462
2016-03-04,2462
2016-03-05,2462
2016-03-06,2462
2016-03-07,2462
2016-03-08,2462
2016-03-09,2462
2016-03-10,2462
2016-03-11,2462
2016-03-12,2462
2016-03-13,2462
2016-03-14,2462
2016-03-15,2462
2016-03-16,2462
2016-03-17,2462
2016-03-18,2462
2016-03-19,2462
2016-03-20,2420
2016-03-21,2420
2016-03-22,2420
2016-03-23,2420
2016-03-24,2420
2016-03-25,2420
2016-03-26,2420
2016-03-27,2420
2016-03-28,2420
2016-03-29,2420
2016-03-30,2420
2016-03-31,2420
2016-04-01,2420
2016-04-02,2420
2016-04-03,2420
2016-04-04,2420
2016-04-05,2420
2016-04-06,2420
2016-04-07,2420
