date_obj,Equa%20leaves price
2015-03-26,18544
2015-03-27,18544
2015-03-28,18544
2015-03-29,18544
2015-03-30,18544
2015-03-31,18544
2015-04-01,18544
2015-04-02,17727
2015-04-03,17727
2015-04-04,17727
2015-04-05,17727
2015-04-06,17727
2015-04-07,17727
2015-04-08,17727
2015-04-09,17727
2015-04-10,17727
2015-04-11,16857
2015-04-12,16857
2015-04-13,16857
2015-04-14,16857
2015-04-15,16857
2015-04-16,16857
2015-04-17,16857
2015-04-18,16857
2015-04-19,16857
2015-04-20,16857
2015-04-21,16034
2015-04-22,16034
2015-04-23,16034
2015-04-24,16034
2015-04-25,16034
2015-04-26,16034
2015-04-27,16034
2015-04-28,16034
2015-04-29,16034
2015-04-30,16034
2015-05-01,15247
2015-05-02,15247
2015-05-03,15247
2015-05-04,15247
2015-05-05,15247
2015-05-06,15247
2015-05-07,15247
2015-05-08,15247
2015-05-09,15247
2015-05-10,15247
2015-05-11,14503
2015-05-12,14503
2015-05-13,14503
2015-05-14,14503
2015-05-15,14503
2015-05-16,14503
2015-05-17,14503
2015-05-18,14503
2015-05-19,14503
2015-05-20,14503
2015-05-21,13786
2015-05-22,13786
2015-05-23,13786
2015-05-24,13786
2015-05-25,13786
2015-05-26,13786
2015-05-27,13786
2015-05-28,13786
2015-05-29,13102
2015-05-30,13102
2015-05-31,13102
2015-06-01,13102
2015-06-02,13102
2015-06-03,13102
2015-06-04,13102
2015-06-05,13102
2015-06-06,12449
2015-06-07,12449
2015-06-08,12449
2015-06-09,12449
2015-06-10,12449
2015-06-11,12449
2015-06-12,12449
2015-06-13,12449
2015-06-14,11826
2015-06-15,11826
2015-06-16,11826
2015-06-17,11826
2015-06-18,11826
2015-06-19,11826
2015-06-20,11826
2015-06-21,11826
2015-06-22,11826
2015-06-23,11236
2015-06-24,11236
2015-06-25,11236
2015-06-26,11236
2015-06-27,11236
2015-06-28,11236
2015-06-29,11236
2015-06-30,11236
2015-07-01,11236
2015-07-02,11236
2015-07-03,10683
2015-07-04,10683
2015-07-05,10683
2015-07-06,10683
2015-07-07,10683
2015-07-08,10683
2015-07-09,10683
2015-07-10,10683
2015-07-11,10683
2015-07-12,10683
2015-07-13,10150
2015-07-14,10150
2015-07-15,10150
2015-07-16,10150
2015-07-17,10150
2015-07-18,10150
2015-07-19,10150
2015-07-20,10150
2015-07-21,10150
2015-07-22,9651
2015-07-23,9651
2015-07-24,9651
2015-07-25,9651
2015-07-26,9651
2015-07-27,9651
2015-07-28,9651
2015-07-29,9651
2015-07-30,9651
2015-07-31,9202
2015-08-01,9202
2015-08-02,9202
2015-08-03,9202
2015-08-04,9202
2015-08-05,9202
2015-08-06,9202
2015-08-07,9202
2015-08-08,8751
2015-08-09,8751
2015-08-10,8751
2015-08-11,8751
2015-08-12,8751
2015-08-13,8751
2015-08-14,8751
2015-08-15,8751
2015-08-16,8751
2015-08-17,8751
2015-08-18,8751
2015-08-19,8751
2015-08-20,8751
2015-08-21,8329
2015-08-22,8329
2015-08-23,8329
2015-08-24,8329
2015-08-25,8329
2015-08-26,8329
2015-08-27,8329
2015-08-28,8329
2015-08-29,8329
2015-08-30,8329
2015-08-31,8329
2015-09-01,8329
2015-09-02,8329
2015-09-03,8329
2015-09-04,7916
2015-09-05,7916
2015-09-06,7916
2015-09-07,7916
2015-09-08,7916
2015-09-09,7916
2015-09-10,7916
2015-09-11,7916
2015-09-12,7916
2015-09-13,7916
2015-09-14,7916
2015-09-15,7916
2015-09-16,7916
2015-09-17,7916
2015-09-18,7916
2015-09-19,7527
2015-09-20,7527
2015-09-21,7527
2015-09-22,7527
2015-09-23,7527
2015-09-24,7527
2015-09-25,7527
2015-09-27,7527
2015-09-28,7527
2015-09-29,7527
2015-09-30,7527
2015-10-05,7527
2015-10-06,7527
2015-10-07,7154
2015-10-08,7154
2015-10-09,7154
2015-10-10,7154
2015-10-11,7154
2015-10-12,7154
2015-10-13,7154
2015-10-14,7154
2015-10-15,7154
2015-10-16,7154
2015-10-17,7154
2015-10-18,7154
2015-10-19,7154
2015-10-20,7154
2015-10-22,7154
2015-10-23,7154
2015-10-24,6799
2015-10-25,6799
2015-10-26,6799
2015-10-27,6799
2015-10-29,6799
2015-10-30,6799
2015-10-31,6799
2015-11-01,6799
2015-11-02,6799
2015-11-03,6799
2015-11-04,6799
2015-11-05,6799
2015-11-06,6799
2015-11-07,6799
2015-11-08,6799
2015-11-09,6799
2015-11-10,6799
2015-11-11,6477
2015-11-12,6477
2015-11-13,6477
2015-11-14,6477
2015-11-15,6477
2015-11-16,6477
2015-11-17,6477
2015-11-18,6477
2015-11-19,6477
2015-11-20,6477
2015-11-21,6477
2015-11-22,6477
2015-11-23,6477
2015-11-24,6477
2015-11-25,6477
2015-11-26,6477
2015-11-27,6477
2015-11-28,6477
2015-11-29,6168
2015-11-30,6168
2015-12-01,6168
2015-12-02,6168
2015-12-03,6168
2015-12-04,6168
2015-12-05,6168
2015-12-06,6168
2015-12-07,6168
2015-12-08,6168
2015-12-09,6168
2015-12-10,6168
2015-12-11,6168
2015-12-12,6168
2015-12-13,6168
2015-12-14,5869
2015-12-15,5869
2015-12-16,5869
2015-12-17,5869
2015-12-18,5869
2015-12-19,5869
2015-12-20,5869
2015-12-21,5869
2015-12-22,5869
2015-12-23,5869
2015-12-24,5869
2015-12-25,5869
2015-12-26,5869
2015-12-27,5869
2015-12-28,5578
2015-12-29,5578
2015-12-30,5578
2015-12-31,5578
2016-01-01,5578
2016-01-02,5578
2016-01-03,5578
2016-01-04,5578
2016-01-05,5578
2016-01-06,5578
2016-01-07,5578
2016-01-08,5300
2016-01-09,5300
2016-01-10,5300
2016-01-11,5300
2016-01-12,5300
2016-01-13,5300
2016-01-14,5300
2016-01-15,5035
2016-01-16,5035
2016-01-17,5035
2016-01-18,5035
2016-01-19,4792
2016-01-20,4792
2016-01-21,4792
2016-01-22,4792
2016-01-23,4792
2016-01-24,4792
2016-01-25,4555
2016-01-26,4555
2016-01-27,4555
2016-01-28,4555
2016-01-29,4555
2016-01-30,4555
2016-01-31,4555
2016-02-01,4555
2016-02-02,4555
2016-02-03,4332
2016-02-04,4332
2016-02-05,4332
2016-02-06,4332
2016-02-07,4332
2016-02-08,4332
2016-02-09,4332
2016-02-10,4118
2016-02-11,4118
2016-02-12,4118
2016-02-13,4118
2016-02-14,4118
2016-02-15,4118
2016-02-16,3914
2016-02-17,3914
2016-02-18,3914
2016-02-19,3914
2016-02-20,3914
2016-02-21,3721
2016-02-22,3721
2016-02-23,3721
2016-02-24,3721
2016-02-25,3721
2016-02-26,3721
2016-02-27,3536
2016-02-28,3536
2016-02-29,3536
2016-03-01,3536
2016-03-02,3536
2016-03-03,3536
2016-03-04,3360
2016-03-05,3360
2016-03-06,3360
2016-03-07,3360
2016-03-08,3360
2016-03-09,3360
2016-03-10,3197
2016-03-11,3197
2016-03-12,3197
2016-03-13,3197
2016-03-14,3197
2016-03-15,3197
2016-03-16,3037
2016-03-17,3037
2016-03-18,3037
2016-03-19,3037
2016-03-20,3037
2016-03-21,3037
2016-03-22,2888
2016-03-23,2888
2016-03-24,2888
2016-03-25,2888
2016-03-26,2888
2016-03-27,2888
2016-03-28,2743
2016-03-29,2743
2016-03-30,2743
2016-03-31,2743
2016-04-01,2743
2016-04-02,2743
2016-04-03,2743
2016-04-04,2605
2016-04-05,2605
2016-04-06,2605
2016-04-07,2605
2016-04-08,2605
2016-04-09,2605
2016-04-10,2475
2016-04-11,2475
2016-04-12,2475
2016-04-13,2475
2016-04-14,2475
2016-04-15,2475
