date_obj,Water%20orb price
2015-03-26,1546
2015-03-27,1546
2015-03-28,1546
2015-03-29,1546
2015-03-30,1546
2015-03-31,1546
2015-04-01,1546
2015-04-02,1553
2015-04-03,1553
2015-04-04,1553
2015-04-05,1553
2015-04-06,1553
2015-04-07,1553
2015-04-08,1553
2015-04-09,1538
2015-04-10,1538
2015-04-11,1538
2015-04-12,1538
2015-04-13,1538
2015-04-14,1538
2015-04-15,1531
2015-04-16,1531
2015-04-17,1531
2015-04-18,1531
2015-04-19,1531
2015-04-20,1531
2015-04-21,1531
2015-04-22,1569
2015-04-23,1569
2015-04-24,1569
2015-04-25,1569
2015-04-26,1569
2015-04-27,1569
2015-04-28,1617
2015-04-29,1617
2015-04-30,1617
2015-05-01,1617
2015-05-02,1617
2015-05-03,1617
2015-05-04,1684
2015-05-05,1684
2015-05-06,1684
2015-05-07,1684
2015-05-08,1684
2015-05-09,1684
2015-05-10,1652
2015-05-11,1652
2015-05-12,1652
2015-05-13,1652
2015-05-14,1652
2015-05-15,1652
2015-05-16,1652
2015-05-17,1642
2015-05-18,1642
2015-05-19,1642
2015-05-20,1642
2015-05-21,1642
2015-05-22,1642
2015-05-23,1642
2015-05-24,1588
2015-05-25,1588
2015-05-26,1588
2015-05-27,1588
2015-05-28,1515
2015-05-29,1515
2015-05-30,1515
2015-05-31,1515
2015-06-01,1456
2015-06-02,1456
2015-06-03,1456
2015-06-04,1456
2015-06-05,1456
2015-06-06,1512
2015-06-07,1512
2015-06-08,1512
2015-06-09,1512
2015-06-10,1583
2015-06-11,1583
2015-06-12,1583
2015-06-13,1583
2015-06-14,1648
2015-06-15,1648
2015-06-16,1648
2015-06-17,1648
2015-06-18,1721
2015-06-19,1721
2015-06-20,1721
2015-06-21,1721
2015-06-22,1721
2015-06-23,1704
2015-06-24,1704
2015-06-25,1704
2015-06-26,1704
2015-06-27,1704
2015-06-28,1673
2015-06-29,1673
2015-06-30,1673
2015-07-01,1673
2015-07-02,1673
2015-07-03,1712
2015-07-04,1712
2015-07-05,1712
2015-07-06,1712
2015-07-07,1712
2015-07-08,1670
2015-07-09,1670
2015-07-10,1670
2015-07-11,1670
2015-07-12,1670
2015-07-13,1670
2015-07-14,1671
2015-07-15,1671
2015-07-16,1671
2015-07-17,1671
2015-07-18,1671
2015-07-19,1676
2015-07-20,1676
2015-07-21,1676
2015-07-22,1676
2015-07-23,1676
2015-07-24,1663
2015-07-25,1663
2015-07-26,1663
2015-07-27,1663
2015-07-28,1663
2015-07-29,1591
2015-07-30,1591
2015-07-31,1591
2015-08-01,1591
2015-08-02,1591
2015-08-03,1527
2015-08-04,1527
2015-08-05,1527
2015-08-06,1527
2015-08-07,1527
2015-08-08,1509
2015-08-09,1509
2015-08-10,1509
2015-08-11,1509
2015-08-12,1509
2015-08-13,1561
2015-08-14,1561
2015-08-15,1561
2015-08-16,1561
2015-08-17,1551
2015-08-18,1551
2015-08-19,1551
2015-08-20,1551
2015-08-21,1536
2015-08-22,1536
2015-08-23,1536
2015-08-24,1536
2015-08-25,1536
2015-08-26,1526
2015-08-27,1526
2015-08-28,1526
2015-08-29,1526
2015-08-30,1523
2015-08-31,1523
2015-09-01,1523
2015-09-02,1523
2015-09-03,1523
2015-09-04,1514
2015-09-05,1514
2015-09-06,1514
2015-09-07,1514
2015-09-08,1514
2015-09-09,1540
2015-09-10,1540
2015-09-11,1540
2015-09-12,1540
2015-09-13,1540
2015-09-14,1565
2015-09-15,1565
2015-09-16,1565
2015-09-17,1565
2015-09-18,1565
2015-09-19,1599
2015-09-20,1599
2015-09-21,1599
2015-09-22,1599
2015-09-23,1599
2015-09-24,1599
2015-09-25,1543
2015-09-27,1543
2015-09-28,1543
2015-09-29,1543
2015-09-30,1512
2015-10-05,1515
2015-10-06,1515
2015-10-07,1515
2015-10-08,1515
2015-10-09,1536
2015-10-10,1536
2015-10-11,1536
2015-10-12,1536
2015-10-13,1536
2015-10-14,1570
2015-10-15,1570
2015-10-16,1570
2015-10-17,1570
2015-10-18,1622
2015-10-19,1622
2015-10-20,1622
2015-10-22,1622
2015-10-23,1645
2015-10-24,1645
2015-10-25,1645
2015-10-26,1645
2015-10-27,1645
2015-10-29,1577
2015-10-30,1577
2015-10-31,1577
2015-11-01,1577
2015-11-02,1588
2015-11-03,1588
2015-11-04,1588
2015-11-05,1588
2015-11-06,1655
2015-11-07,1655
2015-11-08,1655
2015-11-09,1655
2015-11-10,1728
2015-11-11,1728
2015-11-12,1728
2015-11-13,1728
2015-11-14,1808
2015-11-15,1808
2015-11-16,1808
2015-11-17,1808
2015-11-18,1892
2015-11-19,1892
2015-11-20,1892
2015-11-21,1983
2015-11-22,1983
2015-11-23,1983
2015-11-24,2080
2015-11-25,2080
2015-11-26,2080
2015-11-27,2131
2015-11-28,2131
2015-11-29,2131
2015-11-30,2032
2015-12-01,2032
2015-12-02,2032
2015-12-03,1936
2015-12-04,1936
2015-12-05,1936
2015-12-06,1848
2015-12-07,1848
2015-12-08,1848
2015-12-09,1767
2015-12-10,1767
2015-12-11,1767
2015-12-13,1679
2015-12-14,1679
2015-12-15,1679
2015-12-16,1622
2015-12-17,1622
2015-12-18,1622
2015-12-19,1617
2015-12-20,1617
2015-12-21,1617
2015-12-22,1588
2015-12-23,1588
2015-12-24,1588
2015-12-25,1578
2015-12-26,1578
2015-12-27,1578
2015-12-28,1535
2015-12-29,1535
2015-12-30,1567
2015-12-31,1567
2016-01-01,1567
2016-01-02,1594
2016-01-03,1594
2016-01-04,1637
2016-01-05,1637
2016-01-06,1637
2016-01-07,1699
2016-01-08,1699
2016-01-09,1699
2016-01-10,1749
2016-01-11,1749
2016-01-12,1788
2016-01-13,1788
2016-01-14,1788
2016-01-15,1744
2016-01-16,1744
2016-01-17,1744
2016-01-18,1657
2016-01-19,1657
2016-01-20,1577
2016-01-21,1577
2016-01-22,1577
2016-01-23,1498
2016-01-24,1498
2016-01-25,1458
2016-01-26,1458
2016-01-27,1458
2016-01-28,1408
2016-01-29,1408
2016-01-30,1380
2016-01-31,1380
2016-02-01,1348
2016-02-02,1348
2016-02-03,1348
2016-02-04,1324
2016-02-05,1324
2016-02-06,1276
2016-02-07,1276
2016-02-08,1276
2016-02-09,1219
2016-02-10,1219
2016-02-11,1159
2016-02-12,1159
2016-02-13,1101
2016-02-14,1101
2016-02-15,1101
2016-02-16,1087
2016-02-17,1087
2016-02-18,1087
2016-02-19,1128
2016-02-20,1128
2016-02-21,1184
2016-02-22,1184
2016-02-23,1184
2016-02-24,1242
2016-02-25,1242
2016-02-26,1242
2016-02-27,1267
2016-02-28,1267
2016-02-29,1267
2016-03-01,1224
2016-03-02,1224
2016-03-03,1224
2016-03-04,1261
2016-03-05,1261
2016-03-06,1280
2016-03-07,1280
2016-03-08,1280
2016-03-09,1304
2016-03-10,1304
2016-03-11,1304
2016-03-12,1370
2016-03-13,1370
2016-03-14,1370
2016-03-15,1435
2016-03-16,1435
2016-03-17,1488
2016-03-18,1488
2016-03-19,1488
2016-03-20,1562
2016-03-21,1562
2016-03-22,1562
2016-03-23,1636
2016-03-24,1636
2016-03-25,1636
2016-03-26,1718
2016-03-27,1718
2016-03-28,1792
2016-03-29,1792
2016-03-30,1792
2016-03-31,1802
2016-04-01,1802
2016-04-02,1802
2016-04-03,1756
2016-04-04,1756
2016-04-05,1756
2016-04-06,1790
2016-04-07,1790
2016-04-08,1790
2016-04-09,1775
2016-04-10,1775
2016-04-11,1775
2016-04-12,1766
2016-04-13,1766
2016-04-14,1766
2016-04-15,1795
2016-04-16,1795
2016-04-17,1862
2016-04-18,1862
2016-04-19,1852
2016-04-20,1852
2016-04-21,1899
2016-04-22,1899
2016-04-23,1899
2016-04-24,1951
2016-04-25,1951
2016-04-26,1948
2016-04-27,1948
2016-04-28,1892
2016-04-29,1892
2016-04-30,1839
2016-05-01,1839
2016-05-02,1839
2016-05-03,1804
2016-05-04,1804
2016-05-05,1861
2016-05-06,1861
2016-05-07,1941
2016-05-08,1941
2016-05-09,2038
2016-05-10,2038
2016-05-11,2095
2016-05-12,2095
2016-05-13,1993
2016-05-14,1993
2016-05-15,1914
