date_obj,Gold%20leaf price
2015-10-10,138947
2015-10-11,138947
2015-10-12,138947
2015-10-13,138947
2015-10-14,138947
2015-10-15,138947
2015-10-16,138947
2015-10-17,138947
2015-10-18,138947
2015-10-19,138947
2015-10-20,138947
2015-10-22,138947
2015-10-23,138947
2015-10-24,138947
2015-10-25,138947
2015-10-26,138947
2015-10-27,138947
2015-10-29,138947
2015-10-30,136482
2015-10-31,136482
2015-11-01,136482
2015-11-02,136482
2015-11-03,136482
2015-11-04,136482
2015-11-05,136482
2015-11-06,136482
2015-11-07,136482
2015-11-08,136482
2015-11-09,136482
2015-11-10,136482
2015-11-11,136482
2015-11-12,136482
2015-11-13,136482
2015-11-14,136482
2015-11-15,136482
2015-11-16,136482
2015-11-17,136482
2015-11-18,136482
2015-11-19,136482
2015-11-20,136482
2015-11-21,136482
2015-11-22,136442
2015-11-23,136442
2015-11-24,136442
2015-11-25,136442
2015-11-26,136442
2015-11-27,136442
2015-11-28,136442
2015-11-29,136442
2015-11-30,136442
2015-12-01,136442
2015-12-02,136442
2015-12-03,136442
2015-12-04,136442
2015-12-05,136442
2015-12-06,136442
2015-12-07,136442
2015-12-08,136442
2015-12-09,136442
2015-12-10,136442
2015-12-11,136442
2015-12-12,136442
2015-12-13,138245
2015-12-14,138245
2015-12-15,138245
2015-12-16,138245
2015-12-17,138245
2015-12-18,138245
2015-12-19,138245
2015-12-20,138245
2015-12-21,138245
2015-12-22,138245
2015-12-23,138245
2015-12-24,138245
2015-12-25,138245
2015-12-26,138245
2015-12-27,138245
2015-12-28,138245
2015-12-29,138245
2015-12-30,138245
2015-12-31,138245
2016-01-01,138899
2016-01-02,138899
2016-01-03,138899
2016-01-04,138899
2016-01-05,138899
2016-01-06,138899
2016-01-07,138899
2016-01-08,138899
2016-01-09,138899
2016-01-10,138899
2016-01-11,138899
2016-01-12,138899
2016-01-13,138899
2016-01-14,138899
2016-01-15,138899
2016-01-16,138899
2016-01-17,138899
2016-01-18,139213
2016-01-19,139213
2016-01-20,139213
2016-01-21,139213
2016-01-22,139213
2016-01-23,139213
2016-01-24,139213
2016-01-25,139213
2016-01-26,139213
2016-01-27,139213
2016-01-28,139213
2016-01-29,139213
2016-01-30,139213
2016-01-31,139213
2016-02-01,139213
2016-02-02,139213
2016-02-03,139213
2016-02-04,139213
2016-02-05,135961
2016-02-06,135961
2016-02-07,135961
2016-02-08,135961
2016-02-09,135961
2016-02-10,135961
2016-02-11,135961
2016-02-12,135961
2016-02-13,135961
2016-02-14,135961
2016-02-15,135961
2016-02-16,135961
2016-02-17,135961
2016-02-18,135961
2016-02-19,135961
2016-02-20,135961
2016-02-21,135961
2016-02-22,135961
2016-02-23,136738
2016-02-24,136738
2016-02-25,136738
2016-02-26,136738
2016-02-27,136738
2016-02-28,136738
2016-02-29,136738
2016-03-01,136738
2016-03-02,136738
2016-03-03,136738
2016-03-04,136738
2016-03-05,136738
2016-03-06,136738
2016-03-07,136738
2016-03-08,136738
2016-03-09,136738
2016-03-10,136738
2016-03-11,136738
2016-03-12,136738
2016-03-13,138428
2016-03-14,138428
2016-03-15,138428
2016-03-16,138428
2016-03-17,138428
2016-03-18,138428
2016-03-19,138428
2016-03-20,138428
2016-03-21,138428
2016-03-22,138428
2016-03-23,138428
2016-03-24,138428
2016-03-25,138428
2016-03-26,138428
2016-03-27,138428
2016-03-28,138428
2016-03-29,138428
2016-03-30,138428
2016-03-31,138220
2016-04-01,138220
2016-04-02,138220
2016-04-03,138220
2016-04-04,138220
2016-04-05,138220
2016-04-06,138220
2016-04-07,138220
2016-04-08,138220
2016-04-09,138220
2016-04-10,138220
2016-04-11,138220
2016-04-12,138220
2016-04-13,138220
2016-04-14,138220
2016-04-15,138220
2016-04-16,138220
2016-04-17,138220
2016-04-18,136572
2016-04-19,136572
2016-04-20,136572
2016-04-21,136572
2016-04-22,136572
2016-04-23,136572
2016-04-24,136572
2016-04-25,136572
2016-04-26,136572
2016-04-27,136572
2016-04-28,136572
2016-04-29,136572
2016-04-30,136572
2016-05-01,136572
2016-05-02,136572
2016-05-03,136572
2016-05-04,136572
2016-05-05,135773
2016-05-06,135773
2016-05-07,135773
2016-05-08,135773
2016-05-09,135773
2016-05-10,135773
2016-05-11,135773
2016-05-12,135773
2016-05-13,135773
2016-05-14,135773
2016-05-15,135773
2016-05-16,135773
2016-05-17,135773
2016-05-18,135773
2016-05-19,135773
2016-05-22,136991
2016-05-23,136991
2016-05-24,136991
2016-05-25,136991
2016-05-26,136991
2016-05-27,136991
2016-05-28,136991
2016-05-29,136991
2016-05-30,136991
2016-05-31,136991
2016-06-01,136991
2016-06-02,136991
2016-06-03,136991
2016-06-04,136991
2016-06-05,136991
2016-06-06,135415
2016-06-07,135415
2016-06-08,135415
2016-06-09,135415
2016-06-10,135415
2016-06-11,135415
2016-06-12,135415
2016-06-13,135415
2016-06-14,135415
2016-06-15,135415
2016-06-16,135415
2016-06-17,135415
2016-06-18,135415
2016-06-19,135415
2016-06-20,135415
2016-06-21,135312
2016-06-22,135312
2016-06-23,135312
2016-06-24,135312
2016-06-25,135312
2016-06-26,135312
2016-06-27,135312
2016-06-28,135312
2016-06-29,135312
2016-06-30,135312
2016-07-01,135312
2016-07-02,135312
2016-07-03,135312
2016-07-04,135312
2016-07-05,136525
2016-07-06,136525
2016-07-07,136525
2016-07-08,136525
2016-07-09,136525
2016-07-10,136525
2016-07-11,136525
2016-07-12,136525
2016-07-13,136525
2016-07-14,136525
2016-07-15,136525
2016-07-16,136525
2016-07-17,136525
2016-07-18,137902
2016-07-23,137902
2016-07-24,137902
2016-07-25,137902
2016-07-26,137902
2016-07-27,137902
2016-07-28,137902
2016-07-29,137902
2016-07-30,137902
2016-07-31,137902
2016-08-01,136664
2016-08-02,136664
2016-08-03,136664
2016-08-04,136664
2016-08-05,136664
2016-08-06,136664
2016-08-07,136664
2016-08-08,136664
2016-08-09,136664
2016-08-10,136664
2016-08-11,136664
2016-08-12,136664
2016-08-13,136664
2016-08-14,136664
2016-08-15,137853
2016-08-16,137853
2016-08-17,137853
2016-08-18,137853
2016-08-19,137853
2016-08-20,137853
2016-08-21,137853
2016-08-22,137853
2016-08-23,137853
2016-08-24,139974
2016-08-25,138662
2016-08-26,138662
2016-08-28,138257
2016-08-31,137419
2016-09-01,137419
2016-09-02,137419
2016-09-03,135404
2016-09-04,135404
2016-09-05,135404
2016-09-06,135281
2016-09-07,135281
2016-09-08,135281
2016-09-09,135281
2016-09-10,134577
2016-09-11,134577
2016-09-12,134577
2016-09-13,134577
2016-09-14,135288
2016-09-15,135288
2016-09-16,135288
2016-09-17,135288
2016-09-18,135288
2016-09-19,136090
2016-09-20,136090
2016-09-21,136090
2016-09-22,136090
2016-09-23,136090
2016-09-24,135861
2016-09-25,135861
2016-09-26,135861
2016-09-27,135861
2016-09-28,135861
2016-09-29,135067
2016-09-30,135067
2016-10-01,135067
2016-10-02,135067
2016-10-03,136031
2016-10-04,136031
2016-10-05,136031
2016-10-06,136031
2016-10-07,136031
2016-10-08,136026
2016-10-09,136026
2016-10-10,136026
2016-10-11,136026
2016-10-12,136026
2016-10-13,136026
2016-10-14,136120
2016-10-15,136120
2016-10-16,136120
2016-10-17,136120
2016-10-18,136120
2016-10-19,135539
2016-10-20,135539
2016-10-21,135539
2016-10-22,135539
2016-10-23,135753
2016-10-24,135753
2016-10-25,135753
2016-10-26,135753
2016-10-27,135139
2016-10-28,135139
2016-10-29,135139
2016-10-30,135139
2016-10-31,135327
2016-11-01,135327
2016-11-02,135327
2016-11-03,135327
2016-11-04,135327
2016-11-05,136064
2016-11-06,136064
2016-11-07,136064
2016-11-08,136064
2016-11-09,136681
2016-11-10,136681
2016-11-11,136681
2016-11-12,136681
2016-11-13,136681
2016-11-14,137501
2016-11-15,137501
2016-12-07,136066
2016-12-08,136066
2016-12-09,135480
2016-12-10,135480
2016-12-11,135480
2016-12-12,135480
2016-12-13,135480
2016-12-14,134972
2016-12-15,134972
2016-12-16,134972
2016-12-17,134972
2016-12-18,134972
2016-12-19,134984
2016-12-20,134984
2016-12-21,134984
2016-12-22,134984
2016-12-23,135812
2016-12-24,135812
2016-12-25,135812
2016-12-26,135812
2016-12-27,135812
2016-12-28,135049
2016-12-29,135049
2016-12-30,135049
2016-12-31,135049
2017-01-01,133254
2017-01-02,133254
2017-01-03,133254
2017-01-04,134796
2017-01-05,134796
2017-01-06,134796
2017-01-07,134796
2017-01-08,134796
2017-01-09,135082
2017-01-10,135082
2017-01-11,135082
2017-01-12,135082
2017-01-13,134835
2017-01-14,134835
2017-01-15,134835
2017-01-16,134835
2017-01-17,134031
2017-01-18,134031
2017-01-19,134031
2017-01-20,134031
2017-01-21,134249
2017-01-22,134249
2017-01-23,134249
2017-01-27,133780
2017-01-28,133780
2017-01-29,134088
2017-01-30,134088
2017-01-31,134088
2017-02-01,134088
2017-02-02,135203
2017-02-03,135203
2017-02-04,135203
2017-02-05,135203
2017-02-06,133182
2017-02-07,133182
2017-02-08,133182
2017-02-09,133182
2017-02-10,134359
2017-02-11,134359
2017-02-12,134359
2017-02-13,134359
2017-02-14,134353
2017-02-15,134353
2017-02-16,134353
2017-02-18,134382
2017-02-19,134382
2017-02-20,134382
2017-02-21,134382
2017-02-22,133357
2017-02-23,137368
2017-02-24,137368
2017-02-25,134383
2017-02-26,134383
2017-02-27,134251
2017-02-28,134251
2017-03-01,134951
2017-03-02,134951
2017-03-03,134951
2017-03-04,136720
2017-03-05,136720
2017-03-06,135354
2017-03-07,135354
2017-03-08,135354
2017-03-09,136737
2017-03-10,136737
2017-03-11,135907
2017-03-12,135907
2017-03-13,135907
2017-03-14,135783
2017-03-15,135783
2017-03-16,135783
2017-03-17,136760
2017-03-18,136760
2017-03-19,136172
2017-03-20,136172
2017-03-21,136172
2017-03-22,134943
2017-03-23,134943
2017-03-24,134943
2017-03-25,135394
2017-03-26,135394
2017-03-27,135394
2017-03-28,134701
2017-03-29,134701
2017-03-30,134701
2017-03-31,134171
2017-04-01,134171
2017-04-02,134171
2017-04-03,135164
2017-04-04,135164
2017-04-12,134899
2017-04-13,136197
2017-04-14,136197
2017-04-15,136197
2017-04-16,134482
2017-04-17,134482
2017-04-18,134482
2017-04-19,133689
2017-04-20,133689
2017-04-21,133689
2017-04-22,133806
2017-04-23,133806
2017-04-24,133806
2017-04-25,134734
2017-04-26,134734
2017-04-27,134734
2017-04-28,134734
2017-04-29,133770
2017-04-30,133770
2017-05-01,133770
2017-05-02,133353
2017-05-03,133353
2017-05-04,133353
2017-05-05,135592
2017-05-06,135592
2017-05-07,135592
2017-05-08,135446
2017-05-09,135446
2017-05-10,135446
2017-05-11,134928
2017-05-12,134928
2017-05-13,134299
2017-05-14,134299
2017-05-15,134299
2017-05-16,133497
2017-05-17,133497
2017-05-18,133497
2017-05-19,132906
2017-05-20,132906
2017-05-21,132906
2017-05-22,133881
2017-05-23,133881
2017-05-24,133881
2017-05-25,134880
2017-05-26,134880
2017-05-27,134880
2017-05-28,134077
2017-05-29,134077
2017-05-30,134077
2017-05-31,134106
2017-06-01,134106
2017-06-02,134106
2017-06-03,133266
2017-06-04,133266
2017-06-05,133266
2017-06-06,133190
2017-06-07,133190
2017-06-08,133190
2017-06-09,133190
2017-06-10,133346
2017-06-11,133346
2017-06-12,133346
2017-06-13,134589
2017-06-14,134589
2017-06-15,134589
2017-06-16,132910
2017-06-17,132910
2017-06-18,132910
2017-06-19,132910
2017-06-20,133421
2017-06-21,133421
2017-06-22,133421
2017-06-23,133421
2017-06-24,133083
2017-06-25,133083
2017-06-26,133083
2017-06-27,132672
2017-06-28,132672
2017-06-29,132672
2017-06-30,134451
2017-07-01,134451
2017-07-02,134451
2017-07-03,134451
2017-07-04,134410
2017-07-05,134410
2017-07-06,134410
2017-07-07,134410
2017-07-08,134720
2017-07-13,135692
2017-07-14,133398
2017-07-15,133398
2017-07-16,133398
2017-07-17,134540
2017-07-18,134540
2017-07-19,134540
2017-07-20,137205
2017-07-21,137205
2017-07-22,137205
2017-07-23,134012
2017-07-24,134012
2017-07-25,134012
2017-07-26,134012
2017-07-27,133771
2017-07-28,133771
2017-07-29,133771
2017-07-30,134446
2017-07-31,134446
2017-08-01,134446
2017-08-02,134331
2017-08-03,134331
2017-08-04,134331
2017-08-05,135098
2017-08-06,135098
2017-08-09,135091
2017-08-10,134172
2017-08-11,134172
2017-08-12,134172
2017-08-13,134997
2017-08-14,134997
2017-08-15,134997
2017-08-16,134408
2017-08-17,134408
2017-08-18,134408
2017-08-19,133709
2017-08-20,133709
2017-08-21,133709
2017-08-22,134269
2017-08-23,134269
2017-08-24,134269
2017-08-25,134269
2017-08-26,133605
2017-08-27,133605
2017-08-28,133605
2017-08-29,134681
2017-08-30,134681
2017-08-31,134681
2017-09-01,133645
2017-09-02,133645
2017-09-03,133645
2017-09-04,134001
2017-09-05,134001
2017-09-06,134001
2017-09-07,134339
2017-09-08,134339
2017-09-09,134339
2017-09-10,133677
2017-09-11,133677
2017-09-12,133677
2017-09-13,133677
2017-09-14,134972
2017-09-15,134972
2017-09-16,134972
2017-09-17,134804
2017-09-18,134804
2017-09-19,134804
2017-09-20,133767
2017-09-21,133767
2017-09-22,133767
2017-09-23,133767
2017-09-24,133405
2017-09-25,133405
2017-09-26,133405
2017-09-27,133405
2017-09-28,134456
2017-09-29,134456
2017-09-30,134456
2017-10-01,135175
2017-10-02,135175
2017-10-03,135175
2017-10-04,135175
2017-10-05,135924
2017-10-06,135924
2017-10-07,135924
2017-10-08,136064
2017-10-09,136064
2017-10-10,136064
2017-10-11,135076
2017-10-12,135076
2017-10-13,135076
2017-10-14,136718
2017-10-15,136718
2017-10-16,136718
2017-10-17,136718
2017-10-18,135686
2017-10-19,135686
2017-10-20,135686
2017-10-21,134874
2017-10-22,134874
2017-10-23,134874
2017-10-24,133750
2017-10-25,133750
2017-10-26,133750
2017-10-27,134192
2017-10-28,134192
2017-10-29,134192
2017-10-30,133919
2017-10-31,133919
2017-11-01,133919
2017-11-02,135863
2017-11-03,135863
2017-11-04,135611
2017-11-05,135611
2017-11-06,135611
2017-11-07,135611
2017-11-08,134862
2017-11-09,134862
2017-11-10,134862
2017-11-11,134344
2017-11-12,134344
2017-11-13,134344
2017-11-14,134509
2017-11-15,134509
2017-11-16,134509
2017-11-17,133750
2017-11-18,133750
2017-11-19,133750
2017-11-20,133767
2017-11-21,133767
2017-11-22,133767
2017-11-23,134594
2017-11-24,134594
2017-11-25,134594
2017-11-26,134748
2017-11-27,134748
2017-11-28,134748
2017-11-29,134748
2017-11-30,133899
2017-12-01,133899
2017-12-02,133899
2017-12-03,134212
2017-12-04,134212
2017-12-05,134212
2017-12-06,133791
2017-12-07,133791
2017-12-08,133791
2017-12-09,133791
2017-12-10,133356
2017-12-11,133356
2017-12-12,133356
2017-12-13,133202
2017-12-14,133202
2017-12-15,133202
2017-12-16,133127
2017-12-17,133127
2017-12-18,133127
2017-12-19,133522
2017-12-20,133522
2017-12-21,133522
2017-12-22,134416
2017-12-23,134416
2017-12-24,134416
2017-12-25,134416
2017-12-26,133693
2017-12-27,133693
2017-12-28,133693
2017-12-29,133452
2017-12-30,133452
2017-12-31,133452
2018-01-01,134245
2018-01-02,134245
2018-01-03,134245
2018-01-04,133743
2018-01-05,133743
2018-01-06,134250
2018-01-07,134250
2018-01-08,134250
2018-01-09,134820
2018-01-10,134820
2018-01-11,134820
2018-01-12,135095
2018-01-13,135095
2018-01-14,135433
2018-01-15,135433
2018-01-16,134357
2018-01-17,134357
2018-01-18,134121
2018-01-19,134121
2018-01-20,134121
2018-01-21,133589
2018-01-22,133589
2018-01-23,133226
2018-01-24,133226
2018-01-25,133835
2018-01-26,133835
2018-01-27,134854
2018-01-28,134854
2018-01-29,135433
2018-01-30,135433
2018-01-31,134584
2018-02-01,134584
2018-02-02,134584
2018-02-03,133477
2018-02-04,133477
2018-02-05,133477
2018-02-06,134345
2018-02-07,134345
2018-02-08,135248
2018-02-09,135248
2018-02-10,133792
2018-02-11,133792
2018-02-12,133766
2018-02-13,133766
2018-02-14,133159
2018-02-15,133159
2018-02-16,133479
2018-02-17,133479
2018-02-18,133597
2018-02-19,133597
2018-02-20,135111
2018-02-21,135111
2018-02-22,136603
2018-02-23,136603
2018-02-24,136758
2018-02-25,136758
2018-02-26,136158
2018-02-27,136158
2018-02-28,133847
2018-03-01,133847
2018-03-02,133632
2018-03-03,133632
2018-03-04,133742
2018-03-05,133742
2018-03-06,133364
2018-03-07,133364
2018-03-08,132972
2018-03-09,132972
2018-03-10,133932
2018-03-11,133932
2018-03-12,135494
2018-03-13,135494
2018-03-14,134906
2018-03-15,134906
2018-03-16,134906
2018-03-17,133833
2018-03-18,133833
2018-03-19,133833
2018-03-20,133871
2018-03-21,133871
2018-03-23,134551
2018-03-24,134551
2018-03-25,135311
2018-03-26,135311
2018-03-27,133946
2018-03-28,133946
2018-03-29,133193
2018-03-30,133193
2018-03-31,133446
2018-04-01,133446
2018-04-02,133751
2018-04-03,133751
2018-04-04,135142
2018-04-05,135142
2018-04-06,137072
2018-04-07,137072
2018-04-08,137136
2018-04-09,137136
2018-04-10,136574
2018-04-11,136574
2018-04-12,136089
2018-04-13,136089
2018-04-14,136089
2018-04-15,135458
2018-04-16,135458
2018-04-17,134064
2018-04-18,134064
2018-04-19,134064
2018-04-20,134220
2018-04-21,134220
2018-04-22,134158
2018-04-23,134158
2018-04-24,134848
2018-04-25,134848
2018-04-26,134848
2018-04-27,134324
2018-04-28,134324
2018-04-29,135114
2018-04-30,135114
2018-05-01,135048
2018-05-03,135048
2018-05-04,134704
2018-05-05,135196
2018-05-06,135196
2018-05-07,134015
2018-05-08,134015
2018-05-09,133957
2018-05-10,133957
2018-05-11,136170
2018-05-12,136170
2018-05-13,136136
2018-05-14,136136
2018-05-15,136102
2018-05-16,136102
2018-05-17,134994
2018-05-18,134994
2018-05-19,135017
2018-05-20,135017
2018-05-21,135697
2018-05-22,135697
2018-05-23,136515
2018-05-24,136515
2018-05-25,136515
2018-05-26,135707
2018-05-27,135707
2018-05-28,135100
2018-05-29,135100
2018-05-30,134346
2018-05-31,134346
2018-06-01,135216
2018-06-02,136834
2018-06-03,136834
2018-06-04,136834
2018-06-05,135257
2018-06-06,135257
2018-06-07,135153
2018-06-08,135153
2018-06-09,136684
2018-06-10,136684
2018-06-11,137374
2018-06-12,137374
2018-06-13,135676
2018-06-14,135676
2018-06-15,134542
2018-06-16,134542
2018-06-17,134576
2018-06-18,134576
2018-06-19,134304
2018-06-20,134304
2018-06-21,134304
2018-06-22,134703
2018-06-23,134703
2018-06-24,134703
2018-06-25,134426
2018-06-26,134426
2018-06-27,134426
2018-06-28,133288
2018-06-29,133288
2018-06-30,133289
2018-07-01,133289
2018-07-02,133752
2018-07-03,133752
2018-07-04,132439
2018-07-05,132439
2018-07-06,133794
2018-07-07,133794
2018-07-08,133794
2018-07-09,133567
2018-07-10,133567
2018-07-11,133059
2018-07-12,133059
2018-07-13,133201
2018-07-14,133201
2018-07-15,134654
2018-07-16,134654
2018-07-17,133848
2018-07-18,133848
2018-07-19,133848
2018-07-20,134739
2018-07-21,134739
2018-07-22,136357
2018-07-23,136357
2018-07-24,134510
2018-07-25,134510
2018-07-26,133698
2018-07-27,133698
2018-07-28,135356
2018-07-29,135356
2018-07-30,134722
2018-07-31,134722
2018-08-01,133259
2018-08-02,133259
2018-08-03,133284
2018-08-04,133284
2018-08-05,135090
2018-08-06,135090
2018-08-07,135090
2018-08-08,133090
2018-08-09,133090
2018-08-10,133090
2018-08-11,135924
2018-08-12,135924
2018-08-14,136188
2018-08-16,133069
2018-08-17,133698
2018-08-18,133698
2018-08-19,134080
2018-08-20,134080
2018-08-21,133676
2018-08-22,133676
2018-08-23,133005
2018-08-24,133005
2018-08-25,133733
2018-08-26,133733
2018-08-27,133733
2018-08-28,133751
2018-08-29,133751
2018-08-30,133769
2018-08-31,133769
2018-09-01,135002
2018-09-02,135002
2018-09-03,135366
2018-09-04,135366
2018-09-05,134088
2018-09-06,134088
2018-09-07,133316
2018-09-08,133316
2018-09-09,133801
2018-09-10,133801
2018-09-11,133801
2018-09-12,133191
2018-09-13,133191
2018-09-14,134239
2018-09-15,134239
2018-09-16,135632
2018-09-17,135632
2018-09-18,135507
2018-09-19,135507
2018-09-20,134351
2018-09-21,134351
2018-09-22,133965
2018-09-23,133965
2018-09-24,133273
2018-09-25,133273
2018-09-26,133872
2018-09-27,133872
2018-09-28,132847
2018-09-29,132847
2018-09-30,132797
2018-10-01,132797
2018-10-02,133109
2018-10-03,133109
2018-10-04,135938
2018-10-05,135938
2018-10-06,135100
2018-10-07,135100
2018-10-08,135635
2018-10-09,135635
2018-10-10,134329
2018-10-11,134329
2018-10-12,134329
2018-10-13,134154
2018-10-14,134154
2018-10-15,133210
2018-10-16,133210
2018-10-17,133076
2018-10-18,133076
2018-10-19,133649
2018-10-20,133649
2018-10-21,133649
2018-10-22,134527
2018-10-23,134527
2018-10-24,134527
2018-10-25,133895
2018-10-26,133895
2018-10-27,134324
2018-10-28,134448
2018-10-29,134448
2018-10-30,134448
2018-10-31,135152
2018-11-01,135152
2018-11-03,134236
2018-11-04,135060
2018-11-05,133394
2018-11-06,133394
2018-11-07,134583
2018-11-08,138571
2018-11-09,134929
2018-11-10,135750
2018-11-11,136313
2018-11-12,134556
2018-11-13,133957
2018-11-14,133957
2018-11-15,133702
2018-11-16,133815
2018-11-17,133815
2018-11-18,133675
2018-11-19,133675
2018-11-20,132934
2018-11-21,132934
2018-11-22,133149
2018-11-23,133149
2018-11-24,133253
2018-11-25,134119
2018-11-26,134119
2018-11-27,134007
2018-11-28,132881
2018-11-29,133698
2018-12-01,132957
2018-12-02,133112
2018-12-03,133112
2018-12-05,133339
2018-12-07,132612
2018-12-09,134040
2018-12-10,134040
2018-12-11,134040
2018-12-12,133840
2018-12-13,133469
2018-12-14,133469
2018-12-15,133495
2018-12-16,133271
2018-12-17,133271
2018-12-18,133923
2018-12-19,133923
2018-12-20,134202
2018-12-21,135479
2018-12-22,135479
2018-12-23,134319
2018-12-24,135812
2018-12-25,135812
2018-12-26,135579
2018-12-27,134761
2018-12-28,134761
2018-12-29,134804
2018-12-30,136371
2018-12-31,135337
2019-01-01,135337
2019-01-02,134910
2019-01-03,134491
2019-01-04,134491
2019-01-05,133737
2019-01-06,133648
2019-01-08,132991
2019-01-10,134451
2019-01-11,134526
2019-01-12,133995
2019-01-13,133477
2019-01-14,133125
2019-01-15,133991
2019-01-16,134567
2019-01-17,134590
2019-01-18,134345
2019-01-19,135232
2019-01-20,135120
2019-01-21,135120
2019-01-22,134509
2019-01-23,134900
2019-01-24,134901
2019-01-25,135617
2019-01-26,135482
2019-01-27,136571
2019-01-28,134984
2019-01-29,135084
2019-01-30,133925
2019-01-31,133925
2019-02-01,133247
2019-02-02,133457
2019-02-03,133626
2019-02-04,133626
2019-02-05,133004
2019-02-06,133004
2019-02-07,133140
2019-02-08,133540
2019-02-09,134626
2019-02-10,134392
2019-02-11,134370
2019-02-12,134370
2019-02-13,134464
2019-02-14,134464
2019-02-15,134000
2019-02-16,133404
2019-02-17,133566
2019-02-18,133132
2019-02-19,132674
2019-02-20,132568
2019-02-21,133484
2019-02-22,133484
2019-02-23,134061
2019-02-24,134251
2019-02-25,134338
2019-02-26,134338
2019-02-27,133288
2019-02-28,133288
2019-03-01,133129
2019-03-02,133193
2019-03-03,133095
2019-03-04,133478
2019-03-05,133179
2019-03-06,133415
2019-03-07,133758
2019-03-08,133758
2019-03-09,134283
2019-03-10,134420
2019-03-11,134106
2019-03-12,133641
2019-03-13,133641
2019-03-14,133910
2019-03-15,133910
2019-03-16,133815
2019-03-17,133622
2019-03-18,133622
2019-03-19,133457
2019-03-20,133862
2019-03-21,134421
2019-03-22,134421
2019-03-23,133700
2019-03-24,133632
2019-03-25,133632
2019-03-26,133990
