date_obj,Seaweed%20spore price
2017-09-07,770
2017-09-08,733
2017-09-09,696
2017-09-10,662
2017-09-11,630
2017-09-12,601
2017-09-13,573
2017-09-14,546
2017-09-15,546
2017-09-16,520
2017-09-19,474
2017-09-20,474
2017-09-21,452
2017-09-22,452
2017-09-23,452
2017-09-24,431
2017-09-25,431
2017-09-26,431
2017-09-27,411
2017-09-28,411
2017-09-29,391
2017-09-30,391
2017-10-01,391
2017-10-02,373
2017-10-03,373
2017-10-04,373
2017-10-05,373
2017-10-06,355
2017-10-07,355
2017-10-08,355
2017-10-09,355
2017-10-10,338
2017-10-11,338
2017-10-12,338
2017-10-13,338
2017-10-14,322
2017-10-15,322
2017-10-16,322
2017-10-17,322
2017-10-18,306
2017-10-19,306
2017-10-20,306
2017-10-21,306
2017-10-22,291
2017-10-23,291
2017-10-24,291
2017-10-25,291
2017-10-26,291
2017-10-27,277
2017-10-28,277
2017-10-29,277
2017-10-30,277
2017-10-31,277
2017-11-01,277
2017-11-02,264
2017-11-03,264
2017-11-04,264
2017-11-05,264
2017-11-06,264
2017-11-07,252
2017-11-08,252
2017-11-09,252
2017-11-10,252
2017-11-11,252
2017-11-12,240
2017-11-13,240
2017-11-14,240
2017-11-15,240
2017-11-16,240
2017-11-17,229
2017-11-18,229
2017-11-19,229
2017-11-20,229
2017-11-21,229
2017-11-22,218
2017-11-23,218
2017-11-24,218
2017-11-25,218
2017-11-26,218
2017-11-27,218
2017-11-28,209
2017-11-29,209
2017-11-30,209
2017-12-01,209
2017-12-02,209
2017-12-03,209
2017-12-04,199
2017-12-05,199
2017-12-06,199
2017-12-07,199
2017-12-08,199
2017-12-09,199
2017-12-10,190
2017-12-11,190
2017-12-12,190
2017-12-13,190
2017-12-14,190
2017-12-15,190
2017-12-16,190
2017-12-17,181
2017-12-18,181
2017-12-19,181
2017-12-20,181
2017-12-21,181
2017-12-22,181
2017-12-23,181
2017-12-24,171
2017-12-25,171
2017-12-26,171
2017-12-27,171
2017-12-28,171
2017-12-29,171
2017-12-30,171
2017-12-31,162
2018-01-01,162
2018-01-02,162
2018-01-03,162
2018-01-04,162
2018-01-05,162
2018-01-06,154
2018-01-07,154
2018-01-08,154
2018-01-09,154
2018-01-10,154
2018-01-11,154
2018-01-12,147
2018-01-13,147
2018-01-14,147
2018-01-15,147
2018-01-16,147
2018-01-17,140
2018-01-18,140
2018-01-19,140
2018-01-20,140
2018-01-21,134
2018-01-22,134
2018-01-23,134
2018-01-24,127
2018-01-25,127
2018-01-26,127
2018-01-27,120
2018-01-28,120
2018-01-29,120
2018-01-30,114
2018-02-01,114
2018-02-02,114
2018-02-03,109
2018-02-04,109
2018-02-05,109
2018-02-06,109
2018-02-07,103
2018-02-08,103
2018-02-09,103
2018-02-10,103
2018-02-11,97
2018-02-12,97
2018-02-13,97
2018-02-14,97
2018-02-15,92
2018-02-16,92
2018-02-17,92
2018-02-18,92
2018-02-19,88
2018-02-20,88
2018-02-21,88
2018-02-22,88
2018-02-23,88
2018-02-24,86
2018-02-25,86
2018-02-26,86
2018-02-27,86
2018-02-28,82
2018-03-01,82
2018-03-02,82
2018-03-03,77
2018-03-04,77
2018-03-05,77
2018-03-06,77
2018-03-07,73
2018-03-08,73
2018-03-09,73
2018-03-10,73
2018-03-11,69
2018-03-12,69
2018-03-13,69
2018-03-14,69
2018-03-15,69
2018-03-16,65
2018-03-17,65
2018-03-18,65
2018-03-19,65
2018-03-20,61
2018-03-21,61
2018-03-23,61
2018-03-24,58
2018-03-26,58
2018-03-27,55
2018-03-28,55
2018-03-29,55
2018-03-30,55
2018-03-31,52
2018-04-01,52
2018-04-02,52
2018-04-03,52
2018-04-04,49
2018-04-05,49
2018-04-06,49
2018-04-08,49
2018-04-09,47
2018-04-10,47
2018-04-11,47
2018-04-12,47
2018-04-13,47
2018-04-14,45
2018-04-15,45
2018-04-16,45
2018-04-17,45
2018-04-18,45
2018-04-19,45
2018-04-20,43
2018-04-21,43
2018-04-22,43
2018-04-23,43
2018-04-24,43
2018-04-25,42
2018-04-26,42
2018-04-27,42
2018-04-28,42
2018-04-29,42
2018-04-30,42
2018-05-01,39
2018-05-02,39
2018-05-03,39
2018-05-04,39
2018-05-05,39
2018-05-06,39
2018-05-07,38
2018-05-08,38
2018-05-09,38
2018-05-10,38
2018-05-11,38
2018-05-12,36
2018-05-13,36
2018-05-14,36
2018-05-15,36
2018-05-16,37
2018-05-17,37
2018-05-18,37
2018-05-19,39
2018-05-20,39
2018-05-21,41
2018-05-22,41
2018-05-23,44
2018-05-24,44
2018-05-25,44
2018-05-26,47
2018-05-27,47
2018-05-28,50
2018-05-29,50
2018-05-30,53
2018-05-31,53
2018-06-01,56
2018-06-02,59
2018-06-03,62
2018-06-04,66
2018-06-05,70
2018-06-06,74
2018-06-07,74
2018-06-08,78
2018-06-09,78
2018-06-10,82
2018-06-11,82
2018-06-12,87
2018-06-13,92
2018-06-14,97
2018-06-15,97
2018-06-16,102
2018-06-17,108
2018-06-18,114
2018-06-19,120
2018-06-20,120
2018-06-21,126
2018-06-22,133
2018-06-23,133
2018-06-24,140
2018-06-25,147
2018-06-26,147
2018-06-27,155
2018-06-28,155
2018-06-29,163
2018-06-30,163
2018-07-01,172
2018-07-02,172
2018-07-03,181
2018-07-04,181
2018-07-05,191
2018-07-06,201
2018-07-07,201
2018-07-08,212
2018-07-09,223
2018-07-10,223
2018-07-11,235
2018-07-12,235
2018-07-13,247
2018-07-14,260
2018-07-15,260
2018-07-16,273
2018-07-17,287
2018-07-18,302
2018-07-19,318
2018-07-20,334
2018-07-21,351
2018-07-22,369
2018-07-23,388
2018-07-24,408
2018-07-25,428
2018-07-26,450
2018-07-27,471
2018-07-28,495
2018-07-29,520
2018-07-30,546
2018-07-31,574
2018-08-01,574
2018-08-02,603
2018-08-03,634
2018-08-04,666
2018-08-05,700
2018-08-06,735
2018-08-07,772
2018-08-08,811
2018-08-09,850
2018-08-10,893
2018-08-11,938
2018-08-12,985
2018-08-14,1087
2018-08-16,1142
2018-08-17,1200
2018-08-18,1260
2018-08-19,1323
2018-08-20,1390
2018-08-21,1458
2018-08-22,1531
2018-08-23,1608
2018-08-24,1689
2018-08-25,1774
2018-08-26,1863
2018-08-27,1807
2018-08-28,1716
2018-08-29,1630
2018-08-30,1653
2018-08-31,1732
2018-09-01,1711
2018-09-02,1643
2018-09-03,1578
2018-09-04,1534
2018-09-05,1487
2018-09-06,1487
2018-09-07,1470
2018-09-08,1505
2018-09-09,1472
2018-09-10,1436
2018-09-11,1448
2018-09-12,1406
2018-09-13,1442
2018-09-14,1434
2018-09-15,1422
2018-09-16,1422
2018-09-17,1444
2018-09-18,1493
2018-09-20,1595
2018-09-21,1576
2018-09-22,1518
2018-09-23,1453
2018-09-24,1381
2018-09-25,1326
2018-09-26,1345
2018-09-27,1370
2018-09-28,1353
2018-09-29,1400
2018-09-30,1409
2018-10-02,1298
2018-10-03,1310
2018-10-04,1310
2018-10-05,1317
2018-10-06,1298
2018-10-07,1291
2018-10-08,1348
2018-10-09,1412
2018-10-10,1483
2018-10-11,1505
2018-10-12,1450
2018-10-13,1446
2018-10-14,1378
2018-10-15,1334
2018-10-16,1267
2018-10-17,1207
2018-10-18,1172
2018-10-19,1146
2018-10-20,1146
2018-10-21,1156
2018-10-22,1210
2018-10-23,1198
2018-10-24,1158
2018-10-25,1127
2018-10-26,1089
2018-10-27,1034
2018-10-28,1015
2018-10-29,1038
2018-10-30,1082
2018-10-31,1088
2018-11-01,1100
2018-11-03,1049
2018-11-04,1050
2018-11-05,1021
2018-11-06,1048
2018-11-07,1092
2018-11-08,1129
2018-11-09,1088
2018-11-10,1082
2018-11-11,1074
2018-11-12,1096
2018-11-13,1137
2018-11-14,1135
2018-11-15,1125
2018-11-16,1140
2018-11-17,1112
2018-11-18,1101
2018-11-19,1103
2018-11-20,1139
2018-11-21,1143
2018-11-22,1114
2018-11-23,1113
2018-11-24,1086
2018-11-25,1045
2018-11-26,1064
2018-11-27,1020
2018-11-28,979
2018-11-29,988
2018-12-01,991
2018-12-02,1009
2018-12-03,1011
2018-12-04,1006
2018-12-05,989
2018-12-07,967
2018-12-09,925
2018-12-10,887
2018-12-11,865
2018-12-12,829
2018-12-13,816
2018-12-14,800
2018-12-15,777
2018-12-16,762
2018-12-17,730
2018-12-18,715
2018-12-19,707
2018-12-20,712
2018-12-21,721
2018-12-22,744
2018-12-23,743
2018-12-24,760
2018-12-25,785
2018-12-26,813
2018-12-27,833
2018-12-28,825
2018-12-29,831
2018-12-30,801
2018-12-31,830
2019-01-01,800
2019-01-02,796
2019-01-03,812
2019-01-04,805
2019-01-05,816
2019-01-06,841
2019-01-08,921
2019-01-10,909
2019-01-11,892
2019-01-12,874
2019-01-13,831
2019-01-14,816
2019-01-15,835
2019-01-16,852
2019-01-17,885
2019-01-18,926
2019-01-19,949
2019-01-20,977
2019-01-21,984
2019-01-22,999
2019-01-23,1016
2019-01-24,1028
2019-01-25,1026
2019-01-26,1031
2019-01-27,990
2019-01-28,958
2019-01-29,948
2019-01-30,937
2019-01-31,929
2019-02-01,905
2019-02-02,901
2019-02-03,899
2019-02-04,876
2019-02-05,863
2019-02-06,828
2019-02-07,811
2019-02-08,805
2019-02-09,794
2019-02-10,797
2019-02-11,804
2019-02-12,812
2019-02-13,803
2019-02-14,798
2019-02-15,804
2019-02-16,806
2019-02-17,793
2019-02-18,787
2019-02-19,783
2019-02-20,798
2019-02-21,800
2019-02-22,793
2019-02-23,782
2019-02-24,776
2019-02-25,770
2019-02-26,775
2019-02-27,769
2019-02-28,772
2019-03-01,760
2019-03-02,762
2019-03-03,757
2019-03-04,764
2019-03-05,781
2019-03-06,768
2019-03-07,740
2019-03-08,743
2019-03-09,743
2019-03-10,732
2019-03-11,735
2019-03-12,736
2019-03-13,734
2019-03-14,715
2019-03-15,714
2019-03-16,726
2019-03-17,725
2019-03-18,719
2019-03-19,746
2019-03-20,779
2019-03-21,757
2019-03-22,744
2019-03-23,740
2019-03-24,723
2019-03-25,703
2019-03-26,687
2019-03-27,716
2019-03-28,733
2019-03-29,727
2019-03-30,727
2019-03-31,726
2019-04-01,726
2019-04-02,726
2019-04-03,700
2019-04-04,699
2019-04-05,703
2019-04-06,716
2019-04-07,733
2019-04-08,733
2019-04-09,739
2019-04-10,747
2019-04-11,746
2019-04-12,736
2019-04-13,718
2019-04-14,711
2019-04-15,695
2019-04-16,705
2019-04-17,686
2019-04-18,660
2019-04-19,654
2019-04-20,655
2019-04-21,635
2019-04-22,608
2019-04-23,596
2019-04-24,595
2019-04-25,596
2019-04-26,566
2019-04-27,554
2019-04-28,556
2019-04-29,554
2019-04-30,571
2019-05-01,578
2019-05-02,593
2019-05-03,601
2019-05-04,600
2019-05-05,595
2019-05-06,574
2019-05-07,571
2019-05-08,556
2019-05-09,553
2019-05-10,545
2019-05-11,525
2019-05-12,517
2019-05-13,514
2019-05-14,524
2019-05-15,529
2019-05-16,532
2019-05-17,517
2019-05-18,515
2019-05-19,508
2019-05-20,527
2019-05-21,540
2019-05-22,555
2019-05-23,566
2019-05-24,559
2019-05-25,559
2019-05-26,545
2019-05-27,545
2019-05-28,545
2019-05-29,548
2019-05-30,550
2019-05-31,553
2019-06-01,559
2019-06-02,562
2019-06-03,569
2019-06-04,590
2019-06-05,612
2019-06-06,619
2019-06-07,624
2019-06-08,624
2019-06-09,625
2019-06-10,625
2019-06-11,628
2019-06-12,637
2019-06-13,643
2019-06-14,631
2019-06-15,641
2019-06-16,632
2019-06-17,617
2019-06-18,597
2019-06-19,576
2019-06-20,559
2019-06-21,557
2019-06-22,551
2019-06-23,530
2019-06-24,513
2019-06-25,495
2019-06-26,482
2019-06-27,486
2019-06-28,486
2019-06-29,493
2019-06-30,480
2019-07-01,472
2019-07-02,456
2019-07-03,452
2019-07-04,448
2019-07-05,453
2019-07-06,447
2019-07-07,444
2019-07-08,438
2019-07-09,445
2019-07-10,451
2019-07-11,458
2019-07-12,460
2019-07-13,446
2019-07-14,453
2019-07-15,453
2019-07-16,442
2019-07-17,440
2019-07-18,440
2019-07-19,432
2019-07-20,422
