date_obj,Lean%20snail price
2016-07-11,15420
2016-07-12,15420
2016-07-13,15420
2016-07-14,15420
2016-07-15,15420
2016-07-16,15420
2016-07-17,15420
2016-07-18,15420
2016-07-23,15420
2016-07-24,15420
2016-07-25,15420
2016-07-26,15420
2016-07-27,14667
2016-07-28,14667
2016-07-29,14667
2016-07-30,14667
2016-07-31,14667
2016-08-01,14667
2016-08-02,14667
2016-08-03,14667
2016-08-04,14667
2016-08-05,14667
2016-08-06,14667
2016-08-07,14667
2016-08-08,14667
2016-08-09,14667
2016-08-10,14667
2016-08-11,14667
2016-08-12,14667
2016-08-13,14667
2016-08-14,14667
2016-08-15,14667
2016-08-16,13956
2016-08-17,13956
2016-08-18,13956
2016-08-19,13956
2016-08-20,13956
2016-08-21,13956
2016-08-22,13956
2016-08-23,13956
2016-08-24,13956
2016-08-25,13956
2016-08-26,13956
2016-08-28,13956
2016-08-31,13956
2016-09-01,13956
2016-09-02,13956
2016-09-03,13956
2016-09-04,13956
2016-09-05,13956
2016-09-06,13956
2016-09-07,13956
2016-09-08,13956
2016-09-09,13263
2016-09-10,13263
2016-09-11,13263
2016-09-12,13263
2016-09-13,13263
2016-09-14,13263
2016-09-15,13263
2016-09-16,13263
2016-09-17,13263
2016-09-18,13263
2016-09-19,13263
2016-09-20,13263
2016-09-21,13263
2016-09-22,13263
2016-09-23,13263
2016-09-24,13263
2016-09-25,13263
2016-09-26,13263
2016-09-27,13263
2016-09-28,13263
2016-09-29,13263
2016-09-30,13263
2016-10-01,13263
2016-10-02,13263
2016-10-03,13263
2016-10-04,13263
2016-10-05,13263
2016-10-06,13263
2016-10-07,13263
2016-10-08,13263
2016-10-09,13263
2016-10-10,13263
2016-10-11,12604
2016-10-12,12604
2016-10-13,12604
2016-10-14,12604
2016-10-15,12604
2016-10-16,12604
2016-10-17,12604
2016-10-18,12604
2016-10-19,12604
2016-10-20,12604
2016-10-21,12604
2016-10-22,12604
2016-10-23,12604
2016-10-24,12604
2016-10-25,12604
2016-10-26,12604
2016-10-27,12604
2016-10-28,12604
2016-10-29,12604
2016-10-30,12604
2016-10-31,12604
2016-11-01,12604
2016-11-02,12223
2016-11-03,12223
2016-11-04,12223
2016-11-05,12223
2016-11-06,12223
2016-11-07,12223
2016-11-08,12223
2016-11-09,12223
2016-11-10,12223
2016-11-11,12223
2016-11-12,12223
2016-11-13,12223
2016-11-14,12223
2016-12-07,11068
2016-12-08,11068
2016-12-09,11068
2016-12-10,11068
2016-12-11,11068
2016-12-12,11068
2016-12-13,11068
2016-12-14,11068
2016-12-15,11068
2016-12-16,11068
2016-12-17,11068
2016-12-18,11068
2016-12-19,11068
2016-12-20,11068
2016-12-21,11068
2016-12-22,11068
2016-12-23,11068
2016-12-24,11068
2016-12-25,10514
2016-12-26,10514
2016-12-27,10514
2016-12-28,10514
2016-12-29,10514
2016-12-30,10514
2016-12-31,10514
2017-01-01,10514
2017-01-02,10514
2017-01-03,10514
2017-01-04,10514
2017-01-05,10514
2017-01-06,10514
2017-01-07,10514
2017-01-08,10514
2017-01-09,10514
2017-01-10,10514
2017-01-11,10514
2017-01-12,9989
2017-01-13,9989
2017-01-14,9989
2017-01-15,9989
2017-01-16,9989
2017-01-17,9989
2017-01-18,9989
2017-01-19,9989
2017-01-20,9989
2017-01-21,9989
2017-01-22,9989
2017-01-27,9989
2017-01-28,9490
2017-01-29,9490
2017-01-30,9490
2017-01-31,9490
2017-02-01,9490
2017-02-02,9490
2017-02-03,9490
2017-02-04,9490
2017-02-05,9490
2017-02-06,9490
2017-02-07,9490
2017-02-08,9490
2017-02-09,9490
2017-02-10,9490
2017-02-11,9490
2017-02-12,9017
2017-02-13,9017
2017-02-14,9017
2017-02-15,9017
2017-02-16,9017
2017-02-18,9017
2017-02-19,9017
2017-02-20,9017
2017-02-21,9017
2017-02-22,9017
2017-02-23,9017
2017-02-24,9017
2017-02-25,9017
2017-02-26,9017
2017-02-27,9017
2017-02-28,8571
2017-03-01,8571
2017-03-02,8571
2017-03-03,8571
2017-03-04,8571
2017-03-05,8571
2017-03-06,8571
2017-03-07,8571
2017-03-08,8571
2017-03-09,8571
2017-03-10,8571
2017-03-11,8571
2017-03-12,8571
2017-03-13,8571
2017-03-14,8571
2017-03-15,8571
2017-03-16,8571
2017-03-17,8145
2017-03-18,8145
2017-03-19,8145
2017-03-20,8145
2017-03-21,8145
2017-03-22,8145
2017-03-23,8145
2017-03-24,8145
2017-03-25,8145
2017-03-26,8145
2017-03-27,8145
2017-03-28,8145
2017-03-29,8145
2017-03-30,8145
2017-03-31,8145
2017-04-01,8145
2017-04-02,8145
2017-04-03,8145
2017-04-04,8145
2017-04-12,7748
2017-04-13,7748
2017-04-14,7748
2017-04-15,7748
2017-04-16,7748
2017-04-17,7748
2017-04-18,7748
2017-04-19,7748
2017-04-20,7748
2017-04-21,7748
2017-04-22,7364
2017-04-23,7364
2017-04-24,7364
2017-04-25,7364
2017-04-26,7364
2017-04-27,7364
2017-04-28,7364
2017-04-29,7364
2017-04-30,7364
2017-05-01,7364
2017-05-02,7364
2017-05-03,7364
2017-05-04,7364
2017-05-05,7364
2017-05-06,7364
2017-05-07,7364
2017-05-08,7002
2017-05-09,7002
2017-05-10,7002
2017-05-11,7002
2017-05-12,7002
2017-05-13,7002
2017-05-14,7002
2017-05-15,7002
2017-05-16,7002
2017-05-17,7002
2017-05-18,7002
2017-05-19,7002
2017-05-20,7002
2017-05-21,7002
2017-05-22,7002
2017-05-23,6662
2017-05-24,6662
2017-05-25,6662
2017-05-26,6662
2017-05-27,6662
2017-05-28,6662
2017-05-29,6662
2017-05-30,6662
2017-05-31,6662
2017-06-01,6662
2017-06-02,6662
2017-06-03,6662
2017-06-04,6662
2017-06-06,6346
2017-06-07,6346
2017-06-08,6346
2017-06-09,6346
2017-06-10,6346
2017-06-11,6346
2017-06-12,6346
2017-06-13,6346
2017-06-14,6346
2017-06-15,6346
2017-06-16,6346
2017-06-17,6346
2017-06-18,6346
2017-06-19,6039
2017-06-20,6039
2017-06-21,6039
2017-06-22,6039
2017-06-23,6039
2017-06-24,6039
2017-06-25,6039
2017-06-26,6039
2017-06-27,6039
2017-06-28,6039
2017-06-29,6039
2017-06-30,6039
2017-07-01,6039
2017-07-02,6039
2017-07-03,5742
2017-07-04,5742
2017-07-05,5742
2017-07-06,5742
2017-07-07,5742
2017-07-08,5742
2017-07-13,5742
2017-07-14,5742
2017-07-15,5742
2017-07-16,5742
2017-07-17,5742
2017-07-18,5742
2017-07-19,5464
2017-07-20,5464
2017-07-21,5464
2017-07-22,5464
2017-07-23,5464
2017-07-24,5464
2017-07-25,5464
2017-07-26,5464
2017-07-27,5464
2017-07-28,5464
2017-07-29,5464
2017-07-30,5464
2017-07-31,5464
2017-08-01,5464
2017-08-02,5192
2017-08-03,5192
2017-08-04,5192
2017-08-05,5192
2017-08-06,5192
2017-08-09,5192
2017-08-10,5192
2017-08-11,5192
2017-08-12,5192
2017-08-13,5192
2017-08-14,5192
2017-08-15,5192
2017-08-17,4950
2017-08-18,4950
2017-08-19,4950
2017-08-20,4950
2017-08-21,4950
2017-08-22,4950
2017-08-23,4950
2017-08-24,4950
2017-08-25,4950
2017-08-26,4950
2017-08-27,4950
2017-08-28,4950
2017-08-29,4950
2017-08-30,4718
2017-08-31,4718
2017-09-01,4718
2017-09-02,4718
2017-09-03,4718
2017-09-04,4718
2017-09-05,4718
2017-09-06,4718
2017-09-07,4718
2017-09-08,4718
2017-09-09,4718
2017-09-10,4718
2017-09-11,4718
2017-09-12,4718
2017-09-13,4490
2017-09-14,4490
2017-09-15,4490
2017-09-16,4490
2017-09-17,4490
2017-09-19,4490
2017-09-20,4490
2017-09-21,4490
2017-09-22,4490
2017-09-23,4490
2017-09-24,4490
2017-09-25,4490
2017-09-26,4490
2017-09-27,4490
2017-09-28,4280
2017-09-29,4280
2017-09-30,4280
2017-10-01,4280
2017-10-02,4280
2017-10-03,4280
2017-10-04,4280
2017-10-05,4280
2017-10-06,4280
2017-10-07,4280
2017-10-08,4280
2017-10-09,4280
2017-10-10,4280
2017-10-11,4280
2017-10-12,4076
2017-10-13,4076
2017-10-14,4076
2017-10-15,4076
2017-10-16,4076
2017-10-17,4076
2017-10-18,4076
2017-10-19,4076
2017-10-20,4076
2017-10-21,4076
2017-10-22,4076
2017-10-23,4076
2017-10-24,4076
2017-10-25,3886
2017-10-26,3886
2017-10-27,3886
2017-10-28,3886
2017-10-29,3886
2017-10-30,3886
2017-10-31,3886
2017-11-01,3886
2017-11-02,3886
2017-11-03,3886
2017-11-04,3886
2017-11-05,3886
2017-11-06,3886
2017-11-07,3886
2017-11-08,3886
2017-11-09,3886
2017-11-10,3886
2017-11-11,3703
2017-11-12,3703
2017-11-13,3703
2017-11-14,3703
2017-11-15,3703
2017-11-16,3703
2017-11-17,3703
2017-11-18,3703
2017-11-19,3703
2017-11-20,3703
2017-11-21,3703
2017-11-22,3703
2017-11-23,3703
2017-11-24,3703
2017-11-25,3703
2017-11-26,3703
2017-11-27,3703
2017-11-28,3527
2017-11-29,3527
2017-11-30,3527
2017-12-01,3527
2017-12-02,3527
2017-12-03,3527
2017-12-04,3527
2017-12-05,3527
2017-12-06,3527
2017-12-07,3527
2017-12-08,3527
2017-12-09,3527
2017-12-10,3527
2017-12-11,3527
2017-12-12,3527
2017-12-14,3527
2017-12-15,3356
2017-12-16,3356
2017-12-17,3356
2017-12-18,3356
2017-12-19,3356
2017-12-20,3356
2017-12-21,3356
2017-12-22,3356
2017-12-23,3356
2017-12-24,3356
2017-12-25,3356
2017-12-26,3356
2017-12-27,3356
2017-12-28,3356
2017-12-29,3356
2017-12-30,3193
2017-12-31,3193
2018-01-01,3193
2018-01-02,3193
2018-01-03,3193
2018-01-04,3193
2018-01-05,3193
2018-01-06,3193
2018-01-07,3193
2018-01-08,3193
2018-01-09,3193
2018-01-10,3193
2018-01-11,3193
2018-01-12,3039
2018-01-13,3039
2018-01-14,3039
2018-01-15,3039
2018-01-16,3039
2018-01-17,3039
2018-01-18,3039
2018-01-19,3039
2018-01-20,3039
2018-01-21,3039
2018-01-22,3039
2018-01-23,3039
2018-01-25,2887
2018-01-26,2887
2018-01-27,2887
2018-01-28,2887
2018-01-29,2887
2018-01-31,2747
2018-02-01,2747
2018-02-02,2747
2018-02-03,2747
2018-02-04,2747
2018-02-05,2747
2018-02-06,2615
2018-02-07,2615
2018-02-08,2615
2018-02-09,2615
2018-02-10,2615
2018-02-11,2615
2018-02-12,2615
2018-02-13,2494
2018-02-14,2494
2018-02-15,2494
2018-02-16,2494
2018-02-17,2494
2018-02-18,2437
2018-02-19,2437
2018-02-20,2437
2018-02-21,2437
2018-02-22,2437
2018-02-23,2437
2018-02-24,2437
2018-02-25,2325
2018-02-26,2325
2018-02-27,2325
2018-02-28,2325
2018-03-01,2325
2018-03-02,2325
2018-03-03,2325
2018-03-04,2325
2018-03-05,2325
2018-03-06,2215
2018-03-07,2215
2018-03-08,2215
2018-03-09,2215
2018-03-10,2215
2018-03-11,2215
2018-03-12,2215
2018-03-13,2215
2018-03-14,2113
2018-03-15,2113
2018-03-16,2113
2018-03-17,2113
2018-03-18,2113
2018-03-19,2113
2018-03-20,2103
2018-03-21,2103
2018-03-23,2103
2018-03-24,2103
2018-03-25,2103
2018-03-26,2103
2018-03-27,2103
2018-03-28,2103
2018-03-29,2065
2018-03-30,2065
2018-03-31,2065
2018-04-01,2065
2018-04-02,2065
2018-04-03,2065
2018-04-04,2065
2018-04-05,2065
2018-04-06,2065
2018-04-07,2065
2018-04-08,2065
2018-04-09,2065
2018-04-10,1981
2018-04-11,1981
2018-04-12,1981
2018-04-13,1981
2018-04-14,1981
2018-04-15,1981
2018-04-16,1981
2018-04-17,1981
2018-04-18,1981
2018-04-19,1901
2018-04-20,1901
2018-04-21,1901
2018-04-22,1901
2018-04-23,1901
2018-04-24,1901
2018-04-25,1901
2018-04-26,1901
2018-04-27,1901
2018-04-28,1901
2018-04-29,1901
2018-04-30,1809
2018-05-01,1809
2018-05-04,1809
2018-05-05,1809
2018-05-06,1809
2018-05-08,1809
2018-05-09,1809
2018-05-10,1736
2018-05-11,1736
2018-05-12,1736
2018-05-13,1736
2018-05-14,1736
2018-05-15,1736
2018-05-16,1736
2018-05-17,1736
2018-05-18,1736
2018-05-19,1736
2018-05-20,1665
2018-05-21,1665
2018-05-22,1665
2018-05-23,1665
2018-05-24,1665
2018-05-25,1665
2018-05-26,1633
2018-05-27,1633
2018-05-28,1633
2018-05-29,1633
2018-05-30,1633
2018-05-31,1633
2018-06-01,1633
2018-06-02,1605
2018-06-03,1605
2018-06-04,1605
2018-06-05,1605
2018-06-06,1607
2018-06-07,1607
2018-06-08,1607
2018-06-09,1607
2018-06-10,1607
2018-06-11,1607
2018-06-12,1607
2018-06-13,1607
2018-06-14,1607
2018-06-15,1574
2018-06-16,1574
2018-06-17,1574
2018-06-18,1574
2018-06-19,1574
2018-06-20,1574
2018-06-21,1574
2018-06-22,1574
2018-06-23,1574
2018-06-24,1574
2018-06-25,1533
2018-06-26,1533
2018-06-27,1533
2018-06-28,1533
2018-06-29,1533
2018-06-30,1533
2018-07-01,1533
2018-07-02,1533
2018-07-03,1533
2018-07-04,1533
2018-07-05,1516
2018-07-06,1516
2018-07-07,1516
2018-07-08,1516
2018-07-09,1516
2018-07-10,1516
2018-07-11,1516
2018-07-12,1516
2018-07-13,1516
2018-07-14,1516
2018-07-15,1516
2018-07-16,1516
2018-07-17,1516
2018-07-18,1516
2018-07-19,1516
2018-07-20,1457
2018-07-21,1457
2018-07-22,1457
2018-07-23,1457
2018-07-24,1457
2018-07-25,1457
2018-07-26,1403
2018-07-27,1403
2018-07-28,1403
2018-07-29,1403
2018-07-30,1403
2018-07-31,1402
2018-08-01,1402
2018-08-02,1402
2018-08-03,1402
2018-08-04,1402
2018-08-05,1402
2018-08-06,1397
2018-08-07,1397
2018-08-08,1397
2018-08-09,1397
2018-08-10,1397
2018-08-11,1397
2018-08-12,1364
2018-08-14,1364
2018-08-16,1364
2018-08-17,1364
2018-08-18,1364
2018-08-19,1364
2018-08-20,1298
2018-08-21,1298
2018-08-22,1298
2018-08-23,1298
2018-08-24,1298
2018-08-25,1298
2018-08-26,1298
2018-08-27,1238
2018-08-28,1238
2018-08-29,1238
2018-08-30,1238
2018-08-31,1238
2018-09-01,1186
2018-09-02,1186
2018-09-03,1186
2018-09-04,1186
2018-09-05,1186
2018-09-06,1129
2018-09-07,1129
2018-09-08,1129
2018-09-09,1129
2018-09-10,1129
2018-09-11,1129
2018-09-12,1074
2018-09-13,1074
2018-09-14,1074
2018-09-15,1074
2018-09-16,1074
2018-09-17,1074
2018-09-18,1022
2018-09-19,1022
2018-09-20,1022
2018-09-21,1022
2018-09-22,1022
2018-09-23,970
2018-09-24,970
2018-09-25,970
2018-09-26,970
2018-09-27,970
2018-09-28,941
2018-09-29,941
2018-09-30,941
2018-10-02,941
2018-10-03,941
2018-10-04,941
2018-10-05,915
2018-10-06,915
2018-10-07,915
2018-10-08,915
2018-10-09,915
2018-10-10,901
2018-10-11,901
2018-10-12,901
2018-10-13,901
2018-10-14,901
2018-10-15,901
2018-10-16,857
2018-10-17,857
2018-10-18,857
2018-10-19,857
2018-10-20,857
2018-10-21,857
2018-10-22,820
2018-10-23,820
2018-10-24,820
2018-10-25,820
2018-10-26,820
2018-10-27,820
2018-10-28,838
2018-10-29,838
2018-10-30,838
2018-10-31,838
2018-11-01,838
2018-11-03,838
2018-11-04,862
2018-11-05,862
2018-11-06,862
2018-11-07,862
2018-11-08,862
2018-11-09,862
2018-11-10,883
2018-11-11,883
2018-11-12,883
2018-11-13,883
2018-11-14,883
2018-11-15,914
2018-11-16,914
2018-11-17,914
2018-11-18,914
2018-11-19,937
2018-11-20,937
2018-11-21,937
2018-11-22,937
2018-11-23,943
2018-11-24,943
2018-11-25,943
2018-11-26,943
2018-11-27,965
2018-11-28,965
2018-11-29,965
2018-12-01,965
2018-12-02,982
2018-12-03,982
2018-12-04,982
2018-12-05,982
2018-12-07,997
2018-12-09,997
2018-12-10,997
2018-12-11,1006
2018-12-12,1006
2018-12-13,1006
2018-12-14,1006
2018-12-15,1006
2018-12-16,984
2018-12-17,984
2018-12-18,984
2018-12-19,984
2018-12-20,976
2018-12-21,976
2018-12-22,976
2018-12-23,976
2018-12-24,985
2018-12-25,985
2018-12-26,985
2018-12-27,985
2018-12-28,1012
2018-12-29,1012
2018-12-30,1012
2018-12-31,1050
2019-01-01,1050
2019-01-02,1050
2019-01-03,1050
2019-01-04,1060
2019-01-05,1060
2019-01-06,1060
2019-01-08,1056
2019-01-10,1056
2019-01-11,1056
2019-01-12,1051
2019-01-13,1051
2019-01-14,1051
2019-01-15,1051
2019-01-16,1051
2019-01-17,1067
2019-01-18,1067
2019-01-19,1067
2019-01-20,1067
2019-01-21,1067
2019-01-22,1067
2019-01-23,1067
2019-01-24,1067
2019-01-25,1064
2019-01-26,1064
2019-01-27,1064
2019-01-28,1064
2019-01-29,1059
2019-01-30,1059
2019-01-31,1059
2019-02-01,1059
2019-02-02,1087
2019-02-03,1087
2019-02-04,1087
2019-02-05,1087
2019-02-06,1087
2019-02-07,1078
2019-02-08,1078
2019-02-09,1078
2019-02-10,1078
2019-02-11,1078
2019-02-12,1078
2019-02-13,1065
2019-02-14,1065
2019-02-15,1065
2019-02-16,1065
2019-02-17,1065
2019-02-18,1078
2019-02-19,1078
2019-02-20,1078
2019-02-21,1078
2019-02-22,1078
2019-02-23,1084
2019-02-24,1084
2019-02-25,1084
2019-02-26,1084
2019-02-27,1084
2019-02-28,1084
2019-03-01,1084
2019-03-02,1084
2019-03-03,1084
2019-03-04,1084
2019-03-05,1087
2019-03-06,1087
2019-03-07,1087
2019-03-08,1087
2019-03-09,1087
2019-03-10,1079
2019-03-11,1079
2019-03-12,1079
2019-03-13,1079
2019-03-14,1079
2019-03-15,1112
2019-03-16,1112
2019-03-17,1112
2019-03-18,1112
2019-03-19,1112
2019-03-20,1119
2019-03-21,1119
2019-03-22,1119
2019-03-23,1119
2019-03-24,1119
2019-03-25,1119
2019-03-26,1104
2019-03-27,1104
2019-03-28,1104
2019-03-29,1104
2019-03-30,1104
2019-03-31,1104
2019-04-01,1104
2019-04-02,1086
2019-04-03,1086
2019-04-04,1086
2019-04-05,1086
2019-04-06,1086
2019-04-07,1086
2019-04-08,1084
2019-04-09,1084
2019-04-10,1084
2019-04-11,1084
2019-04-12,1084
2019-04-13,1084
