date_obj,Enchant%20sapphire%20or%20opal price
2019-07-05,205
2019-07-06,205
2019-07-07,205
2019-07-08,205
2019-07-09,205
2019-07-10,205
2019-07-11,205
2019-07-12,205
2019-07-13,205
2019-07-14,205
2019-07-15,205
2019-07-16,205
2019-07-17,205
2019-07-18,205
2019-07-19,205
2019-07-20,205
2019-07-21,205
2019-07-22,205
2019-07-23,205
2019-07-24,205
2019-07-25,205
2019-07-26,205
2019-07-27,205
2019-07-28,205
2019-07-29,205
2019-07-30,205
2019-07-31,205
2019-08-01,205
2019-08-02,205
2019-08-03,205
2019-08-04,205
2019-08-05,205
2019-08-06,205
2019-08-07,205
2019-08-08,205
2019-08-09,205
2019-08-10,205
2019-08-11,205
2019-08-12,205
2019-08-13,205
2019-08-14,205
2019-08-15,205
2019-08-16,205
2019-08-17,205
2019-08-18,205
2019-08-19,205
2019-08-20,205
2019-08-21,205
2019-08-22,205
2019-08-23,205
2019-08-24,205
2019-08-24,205
2019-08-25,205
2019-08-25,205
2019-08-26,205
2019-08-26,205
2019-08-27,205
2019-08-27,205
2019-08-28,196
2019-08-29,196
2019-08-30,196
2019-08-31,196
2019-09-01,196
2019-09-02,196
2019-09-03,196
2019-09-04,196
2019-09-05,196
2019-09-06,196
2019-09-07,196
2019-09-08,196
2019-09-09,196
2019-09-10,196
2019-09-11,196
2019-09-12,196
2019-09-13,196
2019-09-14,196
2019-09-15,196
2019-09-16,196
2019-09-17,196
2019-09-18,196
2019-09-19,196
2019-09-20,196
2019-09-21,196
2019-09-22,196
2019-09-23,196
2019-09-24,196
2019-09-25,196
2019-09-26,196
2019-09-27,196
2019-09-28,196
2019-09-29,196
2019-09-30,196
2019-10-01,196
2019-10-02,196
2019-10-03,196
2019-10-04,196
2019-10-05,196
2019-10-06,196
2019-10-07,196
2019-10-08,196
2019-10-09,196
2019-10-10,196
2019-10-11,196
2019-10-12,196
2019-10-13,196
2019-10-14,196
2019-10-15,196
2019-10-16,196
2019-10-17,196
2019-10-18,196
2019-10-19,196
2019-10-20,196
2019-10-21,196
2019-10-22,196
2019-10-23,196
2019-10-24,196
2019-10-25,196
2019-10-26,196
2019-10-27,196
2019-10-28,196
2019-10-29,196
2019-10-30,196
2019-10-31,196
2019-11-01,196
2019-11-02,196
2019-11-03,196
2019-11-04,196
2019-11-05,196
2019-11-06,196
2019-11-07,196
2019-11-08,196
2019-11-09,196
2019-11-10,196
2019-11-11,196
2019-11-12,196
2019-11-13,196
2019-11-14,196
2019-11-15,196
2019-11-16,196
2019-11-17,196
2019-11-18,196
2019-11-19,196
2019-11-20,196
2019-11-21,196
2019-11-22,196
2019-11-23,196
2019-11-24,196
2019-11-25,196
2019-11-26,196
2019-11-27,196
2019-11-28,196
2019-11-29,196
2019-11-30,196
2019-12-01,196
2019-12-02,196
2019-12-03,196
2019-12-04,196
2019-12-05,196
2019-12-06,196
2019-12-07,196
2019-12-08,196
2019-12-09,196
2019-12-10,196
2019-12-11,196
2019-12-12,196
2019-12-13,196
2019-12-14,196
2019-12-15,196
2019-12-16,196
2019-12-17,196
2019-12-18,196
2019-12-19,196
2019-12-20,196
2019-12-21,196
2019-12-22,196
2019-12-23,196
2019-12-24,196
2019-12-25,196
2019-12-26,196
2019-12-27,196
2019-12-28,196
2019-12-29,191
2019-12-30,191
2019-12-31,191
2020-01-01,191
2020-01-02,191
2020-01-03,191
2020-01-04,191
2020-01-05,191
2020-01-06,191
2020-01-07,191
2020-01-08,191
2020-01-09,191
2020-01-10,191
2020-01-11,191
2020-01-12,191
2020-01-13,191
2020-01-14,191
2020-01-15,191
2020-01-16,191
2020-01-17,191
2020-01-18,191
2020-01-19,191
2020-01-20,191
2020-01-21,191
2020-01-22,191
2020-01-23,191
2020-01-24,191
2020-01-25,191
2020-01-26,191
2020-01-27,191
2020-01-28,191
2020-01-29,191
2020-01-30,191
2020-01-31,191
2020-02-01,191
2020-02-02,191
2020-02-03,191
2020-02-04,191
2020-02-05,191
2020-02-06,191
2020-02-07,191
2020-02-08,191
2020-02-09,191
2020-02-10,191
2020-02-11,191
2020-02-12,191
2020-02-13,191
2020-02-14,191
2020-02-15,191
2020-02-16,191
2020-02-17,191
2020-02-18,191
2020-02-19,191
2020-02-20,191
2020-02-21,191
2020-02-22,191
2020-02-23,191
2020-02-24,191
2020-02-25,191
2020-02-26,191
2020-02-27,191
2020-02-28,191
2020-02-29,191
2020-03-01,191
2020-03-02,191
2020-03-03,191
2020-03-04,191
2020-03-05,191
2020-03-06,191
2020-03-07,191
2020-03-08,191
2020-03-09,191
2020-03-10,191
2020-03-11,191
2020-03-12,191
2020-03-13,191
2020-03-14,191
2020-03-15,191
2020-03-16,191
2020-03-17,191
2020-03-18,191
2020-03-19,191
2020-03-20,191
2020-03-21,191
2020-03-22,191
2020-03-23,191
2020-03-24,186
2020-03-25,186
2020-03-26,186
2020-03-27,186
2020-03-28,186
2020-03-29,186
2020-03-30,186
2020-03-31,186
2020-04-01,186
2020-04-02,186
2020-04-03,186
2020-04-04,186
2020-04-05,186
2020-04-06,186
2020-04-07,186
2020-04-08,186
2020-04-09,186
2020-04-10,186
2020-04-11,186
2020-04-12,186
2020-04-13,186
2020-04-14,186
2020-04-15,186
2020-04-16,186
2020-04-17,186
2020-04-18,186
2020-04-19,186
2020-04-20,186
2020-04-21,186
2020-04-22,186
2020-04-23,186
2020-04-24,186
2020-04-25,186
2020-04-26,186
2020-04-27,186
2020-04-28,186
2020-04-29,186
2020-04-30,186
2020-05-01,186
2020-05-02,186
2020-05-03,186
2020-05-04,186
2020-05-05,186
2020-05-06,186
2020-05-07,186
2020-05-08,186
2020-05-09,179
2020-05-10,179
2020-05-11,179
2020-05-12,179
2020-05-13,179
