date_obj,Gold%20amulet%20(u) price
2017-03-20,145
2017-03-21,145
2017-03-22,145
2017-03-23,152
2017-03-24,152
2017-03-25,152
2017-03-26,157
2017-03-27,157
2017-03-28,157
2017-03-29,161
2017-03-30,161
2017-03-31,161
2017-04-01,165
2017-04-02,165
2017-04-03,165
2017-04-04,166
2017-04-12,180
2017-04-13,189
2017-04-14,189
2017-04-15,199
2017-04-16,199
2017-04-17,204
2017-04-18,204
2017-04-19,198
2017-04-20,198
2017-04-21,191
2017-04-22,191
2017-04-23,191
2017-04-24,182
2017-04-25,182
2017-04-26,178
2017-04-27,178
2017-04-28,178
2017-04-29,175
2017-04-30,175
2017-05-01,175
2017-05-02,171
2017-05-03,171
2017-05-04,171
2017-05-05,166
2017-05-06,166
2017-05-07,166
2017-05-08,161
2017-05-09,161
2017-05-10,161
2017-05-11,158
2017-05-12,158
2017-05-13,153
2017-05-14,153
2017-05-15,153
2017-05-16,145
2017-05-17,145
2017-05-18,145
2017-05-19,137
2017-05-20,137
2017-05-21,137
2017-05-22,137
2017-05-23,137
2017-05-24,137
2017-05-25,141
2017-05-26,141
2017-05-27,141
2017-05-28,148
2017-05-29,148
2017-05-30,148
2017-05-31,147
2017-06-01,147
2017-06-02,147
2017-06-03,139
2017-06-04,139
2017-06-05,139
2017-06-06,139
2017-06-07,133
2017-06-08,133
2017-06-09,133
2017-06-10,132
2017-06-11,132
2017-06-12,132
2017-06-13,130
2017-06-14,130
2017-06-15,130
2017-06-16,130
2017-06-17,130
2017-06-18,130
2017-06-19,126
2017-06-20,126
2017-06-21,120
2017-06-22,120
2017-06-23,120
2017-06-24,120
2017-06-25,120
2017-06-26,120
2017-06-27,120
2017-06-28,114
2017-06-29,114
2017-06-30,114
2017-07-01,114
2017-07-02,111
2017-07-03,111
2017-07-04,111
2017-07-05,106
2017-07-06,106
2017-07-07,106
2017-07-08,106
2017-07-13,99
2017-07-14,99
2017-07-15,99
2017-07-16,102
2017-07-17,102
2017-07-18,102
2017-07-19,105
2017-07-20,105
2017-07-21,105
2017-07-22,110
2017-07-23,110
2017-07-24,110
2017-07-25,109
2017-07-26,109
2017-07-27,109
2017-07-28,109
2017-07-29,109
2017-07-30,109
2017-07-31,107
2017-08-01,107
2017-08-02,107
2017-08-03,103
2017-08-04,103
2017-08-05,103
2017-08-06,103
2017-08-09,104
2017-08-10,104
2017-08-11,104
2017-08-12,103
2017-08-13,103
2017-08-14,103
2017-08-15,104
2017-08-16,104
2017-08-17,104
2017-08-18,103
2017-08-19,103
2017-08-20,103
2017-08-21,102
2017-08-22,102
2017-08-23,102
2017-08-24,106
2017-08-25,106
2017-08-26,106
2017-08-27,110
2017-08-28,110
2017-08-29,110
2017-08-30,105
2017-08-31,105
2017-09-01,105
2017-09-02,108
2017-09-03,108
2017-09-04,108
2017-09-05,108
2017-09-06,108
2017-09-07,108
2017-09-08,106
2017-09-09,106
2017-09-10,109
2017-09-11,109
2017-09-12,109
2017-09-13,107
2017-09-14,107
2017-09-15,107
2017-09-16,105
2017-09-17,105
2017-09-18,106
2017-09-19,106
2017-09-20,106
2017-09-21,107
2017-09-22,107
2017-09-23,107
2017-09-24,108
2017-09-25,108
2017-09-26,108
2017-09-27,110
2017-09-28,110
2017-09-29,110
2017-09-30,112
2017-10-01,112
2017-10-02,112
2017-10-03,116
2017-10-04,116
2017-10-05,116
2017-10-06,114
2017-10-07,114
2017-10-08,114
2017-10-09,110
2017-10-10,110
2017-10-11,110
2017-10-12,106
2017-10-13,106
2017-10-14,106
2017-10-15,107
2017-10-16,107
2017-10-17,107
2017-10-18,106
2017-10-19,106
2017-10-20,106
2017-10-21,106
2017-10-22,108
2017-10-23,108
2017-10-24,108
2017-10-25,111
2017-10-26,111
2017-10-27,111
2017-10-28,111
2017-10-29,111
2017-10-30,111
2017-10-31,111
2017-11-01,111
2017-11-02,109
2017-11-03,109
2017-11-04,109
2017-11-05,108
2017-11-06,108
2017-11-07,108
2017-11-08,108
2017-11-09,111
2017-11-10,111
2017-11-11,111
2017-11-12,111
2017-11-13,116
2017-11-14,116
2017-11-15,116
2017-11-16,121
2017-11-17,121
2017-11-18,121
2017-11-19,128
2017-11-20,128
2017-11-21,128
2017-11-22,129
2017-11-23,129
2017-11-24,129
2017-11-25,132
2017-11-26,132
2017-11-27,132
2017-11-28,132
2017-11-29,132
2017-11-30,132
2017-12-01,132
2017-12-02,135
2017-12-03,135
2017-12-04,135
2017-12-05,131
2017-12-06,131
2017-12-07,131
2017-12-08,127
2017-12-09,127
2017-12-10,127
2017-12-11,122
2017-12-12,122
2017-12-13,122
2017-12-14,122
2017-12-15,118
2017-12-16,118
2017-12-17,118
2017-12-18,118
2017-12-19,118
2017-12-20,118
2017-12-21,120
2017-12-22,120
2017-12-23,120
2017-12-24,122
2017-12-25,122
2017-12-26,122
2017-12-27,127
2017-12-28,127
2017-12-29,127
2017-12-30,125
2017-12-31,125
2018-01-01,125
2018-01-02,125
2018-01-03,125
2018-01-04,125
2018-01-05,124
2018-01-06,124
2018-01-07,117
2018-01-08,117
2018-01-09,111
2018-01-10,111
2018-01-11,111
2018-01-12,105
2018-01-13,105
2018-01-14,99
2018-01-15,99
2018-01-16,94
2018-01-17,94
2018-01-18,92
2018-01-19,92
2018-01-20,92
2018-01-21,92
2018-01-22,92
2018-01-23,92
2018-01-24,92
2018-01-25,92
2018-01-26,92
2018-01-27,92
2018-01-28,96
2018-01-29,96
2018-01-30,101
2018-01-31,101
2018-02-01,101
2018-02-02,107
2018-02-03,107
2018-02-04,113
2018-02-05,113
2018-02-06,113
2018-02-07,119
2018-02-08,119
2018-02-09,119
2018-02-10,125
2018-02-11,125
2018-02-12,131
2018-02-13,131
2018-02-14,132
2018-02-15,132
2018-02-16,135
2018-02-17,135
2018-02-18,134
2018-02-19,134
2018-02-20,130
2018-02-21,130
2018-02-22,133
2018-02-23,133
2018-02-24,133
2018-02-25,133
2018-02-26,128
2018-02-27,128
2018-02-28,124
2018-03-01,124
2018-03-02,123
2018-03-03,123
2018-03-04,128
2018-03-05,128
2018-03-06,135
2018-03-07,135
2018-03-08,137
2018-03-09,137
2018-03-10,136
2018-03-11,136
2018-03-12,130
2018-03-13,130
2018-03-14,125
2018-03-15,125
2018-03-16,125
2018-03-17,127
2018-03-18,127
2018-03-19,127
2018-03-20,127
2018-03-21,127
2018-03-23,131
2018-03-24,131
2018-03-25,135
2018-03-26,135
2018-03-27,139
2018-03-28,139
2018-03-29,137
2018-03-30,137
2018-03-31,137
2018-04-01,141
2018-04-02,141
2018-04-03,146
2018-04-04,146
2018-04-05,146
2018-04-06,148
2018-04-07,148
2018-04-08,148
2018-04-09,146
2018-04-10,146
2018-04-11,142
2018-04-12,142
2018-04-13,147
2018-04-14,147
2018-04-15,145
2018-04-16,145
2018-04-17,145
2018-04-18,145
2018-04-19,145
2018-04-20,137
2018-04-21,137
2018-04-22,137
2018-04-23,136
2018-04-24,136
2018-04-25,136
2018-04-26,136
2018-04-27,136
2018-04-28,135
2018-04-29,135
2018-04-30,134
2018-05-01,134
2018-05-03,137
2018-05-04,137
2018-05-05,137
2018-05-06,137
2018-05-07,137
2018-05-08,137
2018-05-09,137
2018-05-10,135
2018-05-11,135
2018-05-12,132
2018-05-13,132
2018-05-14,132
2018-05-15,134
2018-05-16,134
2018-05-17,140
2018-05-18,140
2018-05-19,143
2018-05-20,143
2018-05-21,141
2018-05-22,141
2018-05-23,137
2018-05-24,137
2018-05-25,135
2018-05-26,135
2018-05-27,133
2018-05-28,133
2018-05-29,132
2018-05-30,132
2018-05-31,131
2018-06-01,131
2018-06-02,131
2018-06-03,131
2018-06-04,131
2018-06-05,135
2018-06-06,135
2018-06-07,136
2018-06-08,136
2018-06-09,142
2018-06-10,142
2018-06-11,149
2018-06-12,149
2018-06-13,146
2018-06-14,146
2018-06-15,141
2018-06-16,141
2018-06-17,135
2018-06-18,135
2018-06-19,133
2018-06-20,133
2018-06-21,129
2018-06-22,129
2018-06-23,134
2018-06-24,134
2018-06-25,134
2018-06-26,134
2018-06-27,131
2018-06-28,131
2018-06-29,128
2018-06-30,128
2018-07-01,127
2018-07-02,127
2018-07-03,125
2018-07-04,125
2018-07-05,128
2018-07-06,128
2018-07-07,128
2018-07-08,128
2018-07-09,131
2018-07-10,131
2018-07-11,130
2018-07-12,130
2018-07-13,132
2018-07-14,132
2018-07-15,136
2018-07-16,136
2018-07-17,134
2018-07-18,134
2018-07-19,134
2018-07-20,133
2018-07-21,133
2018-07-22,135
2018-07-23,135
2018-07-24,136
2018-07-25,136
2018-07-26,137
2018-07-27,137
2018-07-28,136
2018-07-29,136
2018-07-30,137
2018-07-31,137
2018-08-01,138
2018-08-02,138
2018-08-03,139
2018-08-04,139
2018-08-05,138
2018-08-06,138
2018-08-07,138
2018-08-08,138
2018-08-09,138
2018-08-10,138
2018-08-11,137
2018-08-12,137
2018-08-14,140
2018-08-16,142
2018-08-17,143
2018-08-18,143
2018-08-19,143
2018-08-20,144
2018-08-21,144
2018-08-22,144
2018-08-23,144
2018-08-24,147
2018-08-25,147
2018-08-26,151
2018-08-27,151
2018-08-28,150
2018-08-29,150
2018-08-30,143
2018-08-31,143
2018-09-01,137
2018-09-02,137
2018-09-03,131
2018-09-04,128
2018-09-05,128
2018-09-06,131
2018-09-07,131
2018-09-08,133
2018-09-09,133
2018-09-10,137
2018-09-11,137
2018-09-12,135
2018-09-13,135
2018-09-14,133
2018-09-15,133
2018-09-16,132
2018-09-17,132
2018-09-18,129
2018-09-19,129
2018-09-20,129
2018-09-21,129
2018-09-22,130
2018-09-23,130
2018-09-24,133
2018-09-25,133
2018-09-26,138
2018-09-27,138
2018-09-28,142
2018-09-29,142
2018-09-30,140
2018-10-01,140
2018-10-02,137
2018-10-03,133
2018-10-04,133
2018-10-05,133
2018-10-06,133
2018-10-07,133
2018-10-08,134
2018-10-09,134
2018-10-10,131
2018-10-11,131
2018-10-12,129
2018-10-13,129
2018-10-14,128
2018-10-15,128
2018-10-16,127
2018-10-17,127
2018-10-18,127
2018-10-19,127
2018-10-20,124
2018-10-21,124
2018-10-22,124
2018-10-23,124
2018-10-24,122
2018-10-25,122
2018-10-26,122
2018-10-27,122
2018-10-28,119
2018-10-29,119
2018-10-30,119
2018-10-31,119
2018-11-01,120
2018-11-03,119
2018-11-04,117
2018-11-05,115
2018-11-06,114
2018-11-07,114
2018-11-08,114
2018-11-09,112
2018-11-10,110
2018-11-11,108
2018-11-12,108
2018-11-13,108
2018-11-14,110
2018-11-15,108
2018-11-16,106
2018-11-17,102
2018-11-18,97
2018-11-19,95
2018-11-20,96
2018-11-21,97
2018-11-22,98
2018-11-23,101
2018-11-24,102
2018-11-25,102
2018-11-26,102
2018-11-27,103
2018-11-28,105
2018-11-29,105
2018-12-01,107
2018-12-02,108
2018-12-03,108
2018-12-05,109
2018-12-07,107
2018-12-09,106
2018-12-10,106
2018-12-11,106
2018-12-12,106
2018-12-13,109
2018-12-14,111
2018-12-15,115
2018-12-16,114
2018-12-17,114
2018-12-18,114
2018-12-19,115
2018-12-20,114
2018-12-21,113
2018-12-22,113
2018-12-23,111
2018-12-24,112
2018-12-25,112
2018-12-26,111
2018-12-27,109
2018-12-28,109
2018-12-29,109
2018-12-30,109
2018-12-31,108
2019-01-01,108
2019-01-02,106
2019-01-03,106
2019-01-04,106
2019-01-05,104
2019-01-06,101
2019-01-08,101
2019-01-10,102
2019-01-11,101
2019-01-12,105
2019-01-13,108
2019-01-14,107
2019-01-15,107
2019-01-16,103
2019-01-17,102
2019-01-18,101
2019-01-19,99
2019-01-20,100
2019-01-21,100
2019-01-22,103
2019-01-23,108
2019-01-24,110
2019-01-25,109
2019-01-26,107
2019-01-27,104
2019-01-28,103
2019-01-29,103
2019-01-30,105
2019-01-31,105
2019-02-01,105
2019-02-02,105
2019-02-03,108
2019-02-04,108
2019-02-05,107
2019-02-06,107
2019-02-07,109
2019-02-08,109
2019-02-09,106
2019-02-10,107
2019-02-11,106
2019-02-12,106
2019-02-13,108
2019-02-14,108
2019-02-15,113
2019-02-16,113
2019-02-17,115
2019-02-18,115
2019-02-19,115
2019-02-20,118
2019-02-21,120
2019-02-22,120
2019-02-23,123
2019-02-24,121
2019-02-25,118
2019-02-26,118
2019-02-27,118
2019-02-28,118
2019-03-01,123
2019-03-02,129
2019-03-03,135
2019-03-04,136
2019-03-05,132
2019-03-06,131
2019-03-07,131
2019-03-08,136
2019-03-09,136
2019-03-10,139
2019-03-11,139
2019-03-12,140
2019-03-13,140
2019-03-14,144
2019-03-15,144
2019-03-16,142
2019-03-17,135
2019-03-18,135
2019-03-19,130
2019-03-20,127
2019-03-21,128
2019-03-22,128
2019-03-23,130
2019-03-24,131
2019-03-25,131
2019-03-26,136
2019-03-27,136
2019-03-28,133
2019-03-29,132
2019-03-30,132
2019-03-31,131
2019-04-01,131
2019-04-02,131
2019-04-03,134
2019-04-04,134
2019-04-05,129
2019-04-06,129
2019-04-07,125
2019-04-08,123
2019-04-09,123
2019-04-10,120
2019-04-11,120
2019-04-12,123
2019-04-13,122
2019-04-14,122
2019-04-15,122
2019-04-16,126
2019-04-17,126
2019-04-18,125
2019-04-19,125
2019-04-20,120
2019-04-21,120
2019-04-22,117
2019-04-23,115
2019-04-24,115
2019-04-25,113
2019-04-26,113
2019-04-27,117
2019-04-28,117
2019-04-29,118
2019-04-30,119
2019-05-01,119
2019-05-02,119
2019-05-03,116
2019-05-04,119
2019-05-05,119
2019-05-06,117
2019-05-07,114
2019-05-08,114
2019-05-09,114
2019-05-10,114
2019-05-11,113
2019-05-12,113
2019-05-13,112
2019-05-14,112
2019-05-15,114
2019-05-16,114
2019-05-17,119
2019-05-18,123
2019-05-19,123
2019-05-20,121
2019-05-21,121
2019-05-22,118
2019-05-23,118
2019-05-24,121
2019-05-25,121
2019-05-26,119
2019-05-27,117
2019-05-28,117
2019-05-29,121
2019-05-30,121
2019-05-31,120
2019-06-01,120
2019-06-02,117
2019-06-03,117
2019-06-04,116
2019-06-05,116
2019-06-06,113
2019-06-07,113
2019-06-08,112
2019-06-09,112
2019-06-10,112
2019-06-11,112
2019-06-12,114
2019-06-13,114
2019-06-14,118
2019-06-15,118
2019-06-16,122
2019-06-17,122
2019-06-18,123
2019-06-19,123
2019-06-20,123
2019-06-21,123
2019-06-22,123
2019-06-23,123
2019-06-24,127
2019-06-25,127
2019-06-26,126
2019-06-27,124
2019-06-28,124
2019-06-29,122
2019-06-30,122
2019-07-01,123
2019-07-02,123
2019-07-03,119
2019-07-04,119
2019-07-05,120
2019-07-06,120
2019-07-07,121
2019-07-08,121
2019-07-09,123
2019-07-10,123
2019-07-11,129
2019-07-12,129
2019-07-13,135
2019-07-14,138
2019-07-15,138
2019-07-16,138
2019-07-17,138
2019-07-18,134
2019-07-19,134
2019-07-20,134
2019-07-21,134
2019-07-22,141
2019-07-23,141
2019-07-24,147
2019-07-25,147
2019-07-26,145
2019-07-27,145
2019-07-28,139
2019-07-29,139
2019-07-30,133
2019-07-31,133
2019-08-01,128
2019-08-02,128
2019-08-03,132
2019-08-04,132
2019-08-05,125
2019-08-06,125
2019-08-07,118
2019-08-08,118
2019-08-09,118
2019-08-10,119
2019-08-11,119
2019-08-12,124
2019-08-13,124
2019-08-14,129
2019-08-15,129
2019-08-16,135
2019-08-17,135
2019-08-18,139
2019-08-19,139
2019-08-20,141
2019-08-21,141
2019-08-22,139
2019-08-23,139
2019-08-24,133
2019-08-24,133
2019-08-25,133
2019-08-25,133
