date_obj,Ancient%20coif price
2019-03-19,69751
2019-03-20,70210
2019-03-21,70870
2019-03-22,70851
2019-03-23,70850
2019-03-24,70803
2019-03-25,69862
2019-03-26,70081
2019-03-27,68876
2019-03-28,66823
2019-03-29,65681
2019-03-30,62828
2019-03-31,61953
2019-04-01,63589
2019-04-02,65304
2019-04-03,64489
2019-04-04,64909
2019-04-05,65513
2019-04-06,67402
2019-04-07,66842
2019-04-08,66837
2019-04-09,67331
2019-04-10,67854
2019-04-11,67726
2019-04-12,67600
2019-04-13,67212
2019-04-14,66196
2019-04-15,66200
2019-04-16,66358
2019-04-17,66553
2019-04-18,65832
2019-04-19,65572
2019-04-20,64363
2019-04-21,63831
2019-04-22,63074
2019-04-23,62720
2019-04-24,62800
2019-04-25,61586
2019-04-26,60780
2019-04-27,60558
2019-04-28,60686
2019-04-29,61026
2019-04-30,61378
2019-05-01,61416
2019-05-02,61619
2019-05-03,62163
2019-05-04,61918
2019-05-05,62205
2019-05-06,61771
2019-05-07,61559
2019-05-08,61310
2019-05-09,61012
2019-05-10,61495
2019-05-11,61575
2019-05-12,60962
2019-05-13,60780
2019-05-14,60318
2019-05-15,60295
2019-05-16,60075
2019-05-17,59697
2019-05-18,59949
2019-05-19,59762
2019-05-20,60167
2019-05-21,60230
2019-05-22,60857
2019-05-23,61306
2019-05-24,60973
2019-05-25,61186
2019-05-26,61207
2019-05-27,62520
2019-05-28,63421
2019-05-29,63132
2019-05-30,63122
2019-05-31,63428
2019-06-01,63303
2019-06-02,62802
2019-06-03,62692
2019-06-04,62832
2019-06-05,63536
2019-06-06,63101
2019-06-07,63141
2019-06-08,63186
2019-06-09,63165
2019-06-10,63384
2019-06-11,64233
2019-06-12,64565
2019-06-13,64999
2019-06-14,64582
2019-06-15,65022
2019-06-16,64443
2019-06-17,64574
2019-06-18,64186
2019-06-19,64274
2019-06-20,64190
2019-06-21,64048
2019-06-22,64792
2019-06-23,64323
2019-06-24,64798
2019-06-25,64743
2019-06-26,64180
2019-06-27,65474
2019-06-28,66453
2019-06-29,66031
2019-06-30,65611
2019-07-01,65235
2019-07-02,64987
2019-07-03,64269
2019-07-04,64365
2019-07-05,64722
2019-07-06,65639
2019-07-07,65596
2019-07-08,65318
2019-07-09,67600
2019-07-10,68539
2019-07-11,68285
2019-07-12,68659
2019-07-13,67840
2019-07-14,67408
2019-07-15,67236
2019-07-16,67581
2019-07-17,67525
2019-07-18,67998
2019-07-19,68156
2019-07-20,68035
2019-07-21,68377
2019-07-22,67959
2019-07-23,67436
2019-07-24,67056
2019-07-25,67346
2019-07-26,67661
2019-07-27,67563
2019-07-28,66533
2019-07-29,66781
2019-07-30,67905
2019-07-31,68987
2019-08-01,69282
2019-08-02,69783
2019-08-03,69370
2019-08-04,69303
2019-08-05,69793
2019-08-06,69476
2019-08-07,70158
2019-08-08,71872
2019-08-09,72967
2019-08-10,73205
2019-08-11,72934
2019-08-12,72492
2019-08-13,73072
2019-08-14,74151
2019-08-15,74902
2019-08-16,74671
2019-08-17,73369
2019-08-18,72043
2019-08-19,71718
2019-08-20,72832
2019-08-21,75061
2019-08-22,75360
2019-08-23,73986
2019-08-24,73823
2019-08-24,73823
2019-08-25,73486
2019-08-25,73486
2019-08-26,73682
2019-08-27,73492
2019-08-27,73492
2019-08-28,73579
2019-08-29,73868
2019-08-30,73865
2019-08-31,73083
2019-09-01,73691
2019-09-02,72895
2019-09-03,74162
2019-09-04,75005
2019-09-05,76861
2019-09-06,76446
2019-09-07,77315
2019-09-08,76707
2019-09-09,76764
2019-09-10,76672
2019-09-11,76877
2019-09-12,75853
2019-09-13,73619
2019-09-14,73256
2019-09-15,71955
2019-09-16,72283
2019-09-17,72797
2019-09-18,72097
2019-09-19,72537
2019-09-20,72239
2019-09-21,71991
2019-09-22,72236
2019-09-23,72624
2019-09-24,72812
2019-09-25,72936
2019-09-26,72855
2019-09-27,73176
2019-09-28,72883
2019-09-29,73638
2019-09-30,73276
2019-10-01,73020
2019-10-02,73410
2019-10-03,73090
2019-10-04,72974
2019-10-05,72255
2019-10-06,72163
2019-10-07,72637
2019-10-08,71935
2019-10-09,70837
2019-10-10,69402
2019-10-11,68960
2019-10-12,67863
2019-10-13,65916
2019-10-14,65873
2019-10-15,64935
2019-10-16,64022
2019-10-17,61882
2019-10-18,60572
2019-10-19,58949
2019-10-20,56664
2019-10-21,54610
2019-10-22,52692
2019-10-23,51181
2019-10-24,49886
2019-10-25,49425
2019-10-26,48236
2019-10-27,47670
2019-10-28,47407
2019-10-29,47571
2019-10-30,47505
2019-10-31,47340
2019-11-01,47846
2019-11-02,48744
2019-11-03,49565
2019-11-04,49995
2019-11-05,50757
2019-11-06,51989
2019-11-07,53176
2019-11-08,53453
2019-11-09,52996
2019-11-10,52505
2019-11-11,52137
2019-11-12,53040
2019-11-13,52452
2019-11-14,53224
2019-11-15,53352
2019-11-16,52857
2019-11-17,52615
2019-11-18,53534
2019-11-19,54557
2019-11-20,56604
2019-11-21,58591
2019-11-22,59229
2019-11-23,59043
2019-11-24,59188
2019-11-25,60183
2019-11-26,62125
2019-11-27,62833
2019-11-28,63865
2019-11-29,64706
2019-11-30,64652
2019-12-01,64707
2019-12-02,64775
2019-12-03,65026
2019-12-04,65340
2019-12-05,65795
2019-12-06,66469
2019-12-07,67192
2019-12-08,67683
2019-12-09,68529
2019-12-10,69214
2019-12-11,68667
2019-12-12,68284
2019-12-13,68089
2019-12-14,67612
2019-12-15,67389
2019-12-16,66785
2019-12-17,67946
2019-12-18,67012
2019-12-19,67370
2019-12-20,67031
2019-12-21,66798
2019-12-22,66190
2019-12-23,65576
2019-12-24,66329
2019-12-25,66283
2019-12-26,65821
2019-12-27,65069
2019-12-28,64741
2019-12-29,64037
2019-12-30,63968
2019-12-31,62304
2020-01-01,62158
2020-01-02,62359
2020-01-03,62275
2020-01-04,63005
2020-01-05,62254
2020-01-06,62605
2020-01-07,63012
2020-01-08,63856
2020-01-09,63546
2020-01-10,63542
2020-01-11,63157
2020-01-12,62430
2020-01-13,62058
2020-01-14,62470
2020-01-15,62707
2020-01-16,62791
2020-01-17,62601
2020-01-18,61999
2020-01-19,61722
2020-01-20,62601
2020-01-21,61513
2020-01-22,62179
2020-01-23,62883
2020-01-24,63170
2020-01-25,62674
2020-01-26,62777
2020-01-27,63781
2020-01-28,64848
2020-01-29,65169
2020-01-30,64920
2020-01-31,65348
2020-02-01,65480
2020-02-02,64935
2020-02-03,64420
2020-02-04,64204
2020-02-05,63752
2020-02-06,62993
2020-02-07,62634
2020-02-08,62398
2020-02-09,61027
2020-02-10,60997
2020-02-11,59813
2020-02-12,58961
2020-02-13,59274
2020-02-14,58924
2020-02-15,58426
2020-02-16,58093
2020-02-17,57794
2020-02-18,57395
2020-02-19,56827
2020-02-20,56496
2020-02-21,56780
2020-02-22,56521
2020-02-23,56353
2020-02-24,56435
2020-02-25,55221
2020-02-26,54998
2020-02-27,54556
2020-02-28,53839
2020-02-29,53810
2020-03-01,53501
2020-03-02,53451
2020-03-03,53510
2020-03-04,54225
2020-03-05,54957
2020-03-06,56167
2020-03-07,58407
2020-03-08,60193
2020-03-09,60874
2020-03-10,62363
2020-03-11,63153
2020-03-12,63441
2020-03-13,63241
2020-03-14,63471
2020-03-15,63832
2020-03-16,63839
2020-03-17,63798
2020-03-18,64564
2020-03-19,64828
2020-03-20,64885
2020-03-21,65490
2020-03-22,65565
2020-03-23,65814
2020-03-24,64976
2020-03-25,63493
2020-03-26,62721
2020-03-27,62190
2020-03-28,61603
2020-03-29,61098
2020-03-30,60813
2020-03-31,61192
2020-04-01,61241
2020-04-02,61262
2020-04-03,61939
2020-04-04,61601
2020-04-05,61148
2020-04-06,61253
2020-04-07,61218
2020-04-08,61672
2020-04-09,61675
2020-04-10,61082
2020-04-11,61306
2020-04-12,61008
2020-04-13,61169
2020-04-14,61217
2020-04-15,61613
2020-04-16,61850
2020-04-17,62228
2020-04-18,62642
2020-04-19,62966
2020-04-20,63890
2020-04-21,64418
2020-04-22,65294
2020-04-23,66549
2020-04-24,67266
2020-04-25,67676
2020-04-26,68702
2020-04-27,69107
2020-04-28,69942
2020-04-29,70684
2020-04-30,70629
2020-05-01,71333
2020-05-02,71203
2020-05-03,71104
2020-05-04,71495
2020-05-05,72042
2020-05-06,71659
2020-05-07,71076
2020-05-08,71116
2020-05-09,71348
2020-05-10,71544
2020-05-11,71540
2020-05-12,71681
2020-05-13,71947
