date_obj,Penguin%20mask price
2015-11-13,23520
2015-11-14,22905
2015-11-15,22905
2015-11-16,22118
2015-11-17,22118
2015-11-18,22118
2015-11-19,21994
2015-11-20,21994
2015-11-21,21994
2015-11-22,22902
2015-11-23,22902
2015-11-24,22902
2015-11-25,23740
2015-11-26,23740
2015-11-27,23740
2015-11-28,24060
2015-11-29,24060
2015-11-30,24531
2015-12-01,24531
2015-12-02,24531
2015-12-03,24883
2015-12-04,24883
2015-12-05,24883
2015-12-06,24914
2015-12-07,24914
2015-12-08,24914
2015-12-09,24544
2015-12-10,24544
2015-12-11,24672
2015-12-12,24672
2015-12-13,24347
2015-12-14,24347
2015-12-15,23788
2015-12-16,23788
2015-12-17,23739
2015-12-18,23739
2015-12-19,23739
2015-12-20,24732
2015-12-21,24732
2015-12-22,24940
2015-12-23,24940
2015-12-24,24940
2015-12-25,25155
2015-12-26,25155
2015-12-27,24791
2015-12-28,24791
2015-12-29,23811
2015-12-30,23811
2015-12-31,22985
2016-01-01,22985
2016-01-02,22985
2016-01-03,22822
2016-01-04,22822
2016-01-05,22551
2016-01-06,22551
2016-01-07,21639
2016-01-08,21639
2016-01-09,21188
2016-01-10,21188
2016-01-11,21118
2016-01-12,21118
2016-01-13,21207
2016-01-14,21207
2016-01-15,22166
2016-01-16,22166
2016-01-17,22166
2016-01-18,22054
2016-01-19,22054
2016-01-20,21576
2016-01-21,21576
2016-01-22,21899
2016-01-23,21899
2016-01-24,22527
2016-01-25,22527
2016-01-26,23121
2016-01-27,23121
2016-01-28,23756
2016-01-29,23756
2016-01-30,23957
2016-01-31,23957
2016-02-01,24073
2016-02-02,24073
2016-02-03,24998
2016-02-04,24998
2016-02-05,24998
2016-02-06,24782
2016-02-07,24782
2016-02-08,25108
2016-02-09,25108
2016-02-10,25136
2016-02-11,25136
2016-02-12,25136
2016-02-13,25001
2016-02-14,25001
2016-02-15,24018
2016-02-16,24018
2016-02-17,23975
2016-02-18,23975
2016-02-19,23975
2016-02-20,24489
2016-02-21,25081
2016-02-22,25081
2016-02-23,25081
2016-02-24,25747
2016-02-25,25747
2016-02-26,25353
2016-02-27,25353
2016-02-28,25329
2016-02-29,25329
2016-03-01,25072
2016-03-02,25072
2016-03-03,25203
2016-03-04,25203
2016-03-05,25203
2016-03-06,26307
2016-03-07,26307
2016-03-08,27064
2016-03-09,27064
2016-03-10,27339
2016-03-11,27339
2016-03-12,27311
2016-03-13,27311
2016-03-14,26843
2016-03-15,26843
2016-03-16,26664
2016-03-17,26664
2016-03-18,25463
2016-03-19,25463
2016-03-20,24189
2016-03-21,24189
2016-03-22,24189
2016-03-23,23335
2016-03-24,23335
2016-03-25,23137
2016-03-26,23137
2016-03-27,22624
2016-03-28,22624
2016-03-29,22054
2016-03-30,22054
2016-03-31,22054
2016-04-01,21635
2016-04-02,21635
2016-04-03,21343
2016-04-04,21343
2016-04-05,21147
2016-04-06,21147
2016-04-07,20816
2016-04-08,20816
2016-04-09,20618
2016-04-10,20618
2016-04-11,20350
2016-04-12,20350
2016-04-13,20022
2016-04-14,20022
2016-04-15,19861
2016-04-16,19861
2016-04-17,19489
2016-04-18,18839
2016-04-19,18839
2016-04-20,18356
2016-04-21,18356
2016-04-22,18356
2016-04-23,17555
2016-04-24,17555
2016-04-25,16966
2016-04-26,16966
2016-04-27,16616
2016-04-28,16616
2016-04-29,16721
2016-04-30,16721
2016-05-01,16795
2016-05-02,16795
2016-05-03,16384
2016-05-04,16384
2016-05-05,16060
2016-05-06,16060
2016-05-07,15520
2016-05-08,15520
2016-05-09,15186
2016-05-10,15186
2016-05-11,14753
2016-05-12,14753
2016-05-13,14730
2016-05-14,14730
2016-05-15,14441
2016-05-16,14441
2016-05-17,14459
2016-05-18,14319
2016-05-19,14319
2016-05-22,13709
2016-05-23,13709
2016-05-24,13765
2016-05-25,13765
2016-05-26,14349
2016-05-27,14349
2016-05-28,14657
2016-05-29,14896
2016-05-30,14896
2016-05-31,14824
2016-06-01,14824
2016-06-02,15043
2016-06-03,15043
2016-06-04,15290
2016-06-05,15290
2016-06-06,15373
2016-06-07,15373
2016-06-08,15365
2016-06-09,15365
2016-06-10,15760
2016-06-11,15760
2016-06-12,15589
2016-06-13,15589
2016-06-14,15373
2016-06-15,15373
2016-06-16,15804
2016-06-17,15801
2016-06-18,15801
2016-06-19,15241
2016-06-20,15241
2016-06-21,14516
2016-06-22,14516
2016-06-23,14033
2016-06-24,14033
2016-06-25,13726
2016-06-26,13726
2016-06-27,13683
2016-06-28,13683
2016-06-29,13293
2016-06-30,13293
2016-07-01,13207
2016-07-02,13207
2016-07-03,12948
2016-07-04,12554
2016-07-05,12554
2016-07-06,12489
2016-07-07,12489
2016-07-08,12697
2016-07-09,12666
2016-07-10,12217
2016-07-11,11835
2016-07-12,11835
2016-07-13,11666
2016-07-14,11666
2016-07-15,11497
2016-07-16,11497
2016-07-17,11255
2016-07-18,10807
2016-07-23,10383
2016-07-24,10218
2016-07-25,10218
2016-07-26,10321
2016-07-27,10321
2016-07-28,10183
2016-07-29,10183
2016-07-30,9909
2016-07-31,9909
2016-08-01,9909
2016-08-02,9789
2016-08-03,9789
2016-08-04,9638
2016-08-05,9638
2016-08-06,9156
2016-08-07,9156
2016-08-08,8899
2016-08-09,8899
2016-08-10,8817
2016-08-11,8817
2016-08-12,8817
2016-08-13,8639
2016-08-14,8639
2016-08-15,8654
2016-08-16,8654
2016-08-17,8897
2016-08-18,8897
2016-08-19,9099
2016-08-20,9099
2016-08-21,9472
2016-08-22,9472
2016-08-23,9825
2016-08-24,9825
2016-08-25,10118
2016-08-26,10118
2016-08-28,10117
2016-08-31,10208
2016-09-01,10221
2016-09-02,10221
2016-09-03,10221
2016-09-04,10491
2016-09-05,10491
2016-09-06,10553
2016-09-07,10553
2016-09-08,10553
2016-09-09,10655
2016-09-10,10655
2016-09-11,10655
2016-09-12,10625
2016-09-13,10625
2016-09-14,10625
2016-09-15,10593
2016-09-16,10593
2016-09-17,10593
2016-09-18,10781
2016-09-19,10781
2016-09-20,10781
2016-09-21,11039
2016-09-22,11039
2016-09-23,11170
2016-09-24,11170
2016-09-25,11170
2016-09-26,11170
2016-09-27,11137
2016-09-28,11137
2016-09-29,11137
2016-09-30,10967
2016-10-01,10967
2016-10-02,10967
2016-10-03,10967
2016-10-04,10583
2016-10-05,10583
2016-10-06,10583
2016-10-07,10462
2016-10-08,10462
2016-10-09,10462
2016-10-10,10751
2016-10-11,10751
2016-10-12,10751
2016-10-13,11073
2016-10-14,11073
2016-10-15,11400
2016-10-16,11400
2016-10-17,11665
2016-10-18,11665
2016-10-19,11665
2016-10-20,11974
2016-10-21,11974
2016-10-22,11974
2016-10-23,12288
2016-10-24,12288
2016-10-25,12288
2016-10-26,12713
2016-10-27,12713
2016-10-28,12713
2016-10-29,12874
2016-10-30,12874
2016-10-31,12953
2016-11-01,12953
2016-11-02,12953
2016-11-03,12953
2016-11-04,13332
2016-11-05,13332
2016-11-06,13422
2016-11-07,13422
2016-11-08,13422
2016-11-09,13687
2016-11-10,13687
2016-11-11,13687
2016-11-12,13846
2016-11-13,13846
2016-11-14,13846
2016-12-07,14072
2016-12-08,13703
2016-12-09,13703
2016-12-10,13735
2016-12-11,13735
2016-12-12,13620
2016-12-13,13620
2016-12-14,13355
2016-12-15,13355
2016-12-16,13355
2016-12-17,13305
2016-12-18,13305
2016-12-19,13305
2016-12-20,13135
2016-12-21,13135
2016-12-22,12791
2016-12-23,12791
2016-12-24,12427
2016-12-25,12427
2016-12-26,12136
2016-12-27,12136
2016-12-28,12175
2016-12-29,12175
2016-12-30,12175
2016-12-31,12111
2017-01-01,12111
2017-01-02,12181
2017-01-03,12181
2017-01-04,12244
2017-01-05,12244
2017-01-06,12244
2017-01-07,12185
2017-01-08,12185
2017-01-09,12057
2017-01-10,12057
2017-01-11,11716
2017-01-12,11716
2017-01-13,12118
2017-01-14,12118
2017-01-15,11785
2017-01-16,11785
2017-01-17,11279
2017-01-18,11279
2017-01-19,10948
2017-01-20,10948
2017-01-21,10751
2017-01-22,10751
2017-01-27,10131
2017-01-28,10043
2017-01-29,10043
2017-01-30,10007
2017-01-31,10007
2017-02-01,9839
2017-02-02,9839
2017-02-03,10108
2017-02-04,10108
2017-02-05,10309
2017-02-06,10309
2017-02-07,10049
2017-02-08,9684
2017-02-09,9684
2017-02-10,10053
2017-02-11,10242
2017-02-12,10242
2017-02-13,10292
2017-02-14,10292
2017-02-15,10541
2017-02-16,10541
2017-02-18,10690
2017-02-19,10739
2017-02-20,10739
2017-02-21,10726
2017-02-22,10726
2017-02-23,10874
2017-02-24,10874
2017-02-25,10638
2017-02-26,10638
2017-02-27,10614
2017-02-28,10614
2017-03-01,10780
2017-03-02,10780
2017-03-03,10787
2017-03-04,10675
2017-03-05,10675
2017-03-06,10313
2017-03-07,10313
2017-03-08,10314
2017-03-09,10314
2017-03-10,10544
2017-03-11,10544
2017-03-12,10558
2017-03-13,10558
2017-03-14,10589
2017-03-15,10553
2017-03-16,10553
2017-03-17,10438
2017-03-18,10438
2017-03-19,10390
2017-03-20,10390
2017-03-21,10291
2017-03-22,10291
2017-03-23,9820
2017-03-24,9820
2017-03-25,9376
2017-03-26,9376
2017-03-27,8914
2017-03-28,8914
2017-03-29,8468
2017-03-30,8468
2017-03-31,8044
2017-04-01,8044
2017-04-02,7677
2017-04-03,7293
2017-04-04,7293
2017-04-12,6484
2017-04-13,6487
2017-04-14,6487
2017-04-15,6261
2017-04-16,6261
2017-04-17,6333
2017-04-18,6333
2017-04-19,6284
2017-04-20,6284
2017-04-21,6298
2017-04-22,6298
2017-04-23,6260
2017-04-24,6260
2017-04-25,6375
2017-04-26,6375
2017-04-27,6375
2017-04-28,6376
2017-04-29,6099
2017-04-30,6099
2017-05-01,5938
2017-05-02,5998
2017-05-03,5998
2017-05-04,5949
2017-05-05,5949
2017-05-06,5827
2017-05-07,5827
2017-05-08,5914
2017-05-09,5962
2017-05-10,5962
2017-05-11,5877
2017-05-12,5952
2017-05-13,5952
2017-05-14,5945
2017-05-15,5945
2017-05-16,5832
2017-05-17,5832
2017-05-18,5717
2017-05-19,5717
2017-05-20,5754
2017-05-21,5754
2017-05-22,5573
2017-05-23,5573
2017-05-24,5294
2017-05-25,5294
2017-05-26,5061
2017-05-27,5061
2017-05-28,4807
2017-05-29,4807
2017-05-30,4566
2017-05-31,4566
2017-06-01,4586
2017-06-02,4586
2017-06-03,4547
2017-06-06,4423
2017-06-07,4417
2017-06-08,4417
2017-06-09,4410
2017-06-10,4470
2017-06-11,4470
2017-06-12,4488
2017-06-13,4488
2017-06-14,4563
2017-06-15,4563
2017-06-16,4597
2017-06-17,4597
2017-06-18,4708
2017-06-19,4708
2017-06-20,4524
2017-06-21,4524
2017-06-22,4674
2017-06-23,4674
2017-06-24,4825
2017-06-25,4825
2017-06-26,4936
2017-06-27,4936
2017-06-28,5007
2017-06-29,5086
2017-06-30,5086
2017-07-01,5086
2017-07-02,5260
2017-07-03,5260
2017-07-04,5328
2017-07-05,5328
2017-07-06,5475
2017-07-07,5475
2017-07-08,5475
2017-07-13,5901
2017-07-14,6025
2017-07-15,6025
2017-07-16,6214
2017-07-17,6214
2017-07-18,6357
2017-07-19,6357
2017-07-20,6418
2017-07-21,6418
2017-07-22,6568
2017-07-23,6568
2017-07-24,6810
2017-07-25,6810
2017-07-26,7132
2017-07-27,7132
2017-07-28,7338
2017-07-29,7338
2017-07-30,7382
2017-07-31,7382
2017-08-01,7382
2017-08-02,7398
2017-08-03,7398
2017-08-04,7398
2017-08-05,7330
2017-08-06,7330
2017-08-09,7709
2017-08-10,7709
2017-08-11,8068
2017-08-12,8068
2017-08-13,8143
2017-08-14,8143
2017-08-15,8150
2017-08-17,7995
2017-08-18,7995
2017-08-19,7609
2017-08-20,7609
2017-08-22,7225
2017-08-23,7225
2017-08-24,7180
2017-08-25,7180
2017-08-26,6931
2017-08-27,6931
2017-08-28,6584
2017-08-29,6584
2017-08-30,6254
2017-08-31,6254
2017-09-01,5941
2017-09-02,5651
2017-09-03,5651
2017-09-04,5540
2017-09-05,5341
2017-09-06,5341
2017-09-07,5143
2017-09-08,5143
2017-09-09,5109
2017-09-10,5067
2017-09-11,5067
2017-09-12,5095
2017-09-13,5095
2017-09-14,5123
2017-09-15,5123
2017-09-16,5287
2017-09-17,5285
2017-09-19,5304
2017-09-20,5304
2017-09-21,5318
2017-09-22,5318
2017-09-23,5450
2017-09-24,5450
2017-09-25,5628
2017-09-26,5628
2017-09-27,5651
2017-09-28,5651
2017-09-29,5669
2017-09-30,5669
2017-10-01,5695
2017-10-02,5695
2017-10-03,5802
2017-10-04,5802
2017-10-05,5945
2017-10-06,5945
2017-10-07,5996
2017-10-08,5996
2017-10-09,6090
2017-10-10,6090
2017-10-11,6263
2017-10-12,6263
2017-10-13,6451
2017-10-14,6451
2017-10-15,6453
2017-10-16,6504
2017-10-17,6504
2017-10-18,6499
2017-10-19,6499
2017-10-20,6410
2017-10-21,6410
2017-10-22,6351
2017-10-23,6351
2017-10-24,6091
2017-10-25,5835
2017-10-26,5835
2017-10-27,5980
2017-10-28,5980
2017-10-29,5979
2017-10-30,5979
2017-10-31,6037
2017-11-01,6037
2017-11-02,5946
2017-11-03,5946
2017-11-04,5869
2017-11-05,5869
2017-11-06,6052
2017-11-07,6052
2017-11-08,6323
2017-11-09,6323
2017-11-10,6640
2017-11-11,6640
2017-11-12,6567
2017-11-13,6567
2017-11-14,6561
2017-11-15,6561
2017-11-16,6542
2017-11-17,6542
2017-11-18,6749
2017-11-19,6749
2017-11-20,6938
2017-11-21,6938
2017-11-22,7007
2017-11-23,7007
2017-11-24,6928
2017-11-25,6928
2017-11-26,6899
2017-11-27,6899
2017-11-28,6701
2017-11-29,6701
2017-11-30,6690
2017-12-01,6797
2017-12-02,6797
2017-12-03,6807
2017-12-04,6807
2017-12-05,6861
2017-12-06,6861
2017-12-07,7016
2017-12-08,7016
2017-12-09,7016
2017-12-10,6892
2017-12-11,6892
2017-12-12,6954
2017-12-14,6967
2017-12-15,6967
2017-12-16,7061
2017-12-17,7061
2017-12-18,6780
2017-12-19,6780
2017-12-20,6718
2017-12-21,6718
2017-12-22,6562
2017-12-23,6562
2017-12-24,6474
2017-12-25,6474
2017-12-26,6688
2017-12-27,6688
2017-12-28,6688
2017-12-29,6839
2017-12-30,6839
2017-12-31,6922
2018-01-01,6922
2018-01-02,7212
2018-01-03,7212
2018-01-04,7340
2018-01-05,6981
2018-01-06,6667
2018-01-07,6667
2018-01-08,6382
2018-01-09,6382
2018-01-10,6142
2018-01-11,6142
2018-01-12,6143
2018-01-13,6143
2018-01-14,6078
2018-01-15,6085
2018-01-16,6085
2018-01-17,6065
2018-01-18,6065
2018-01-19,6156
2018-01-20,6156
2018-01-21,6332
2018-01-22,6332
2018-01-23,6453
2018-01-24,6453
2018-01-25,6585
2018-01-26,6585
2018-01-27,6738
2018-01-28,6805
2018-01-29,6805
2018-01-31,7033
2018-02-01,7162
2018-02-02,7162
2018-02-03,7368
2018-02-04,7368
2018-02-05,7628
2018-02-06,7628
2018-02-07,7804
2018-02-08,7804
2018-02-09,8024
2018-02-10,8024
2018-02-11,8238
2018-02-12,8238
2018-02-13,8035
2018-02-14,8035
2018-02-15,8073
2018-02-16,8073
2018-02-17,8241
2018-02-18,8241
2018-02-19,8442
2018-02-20,8442
2018-02-21,8856
2018-02-22,8856
2018-02-23,9289
2018-02-24,9289
2018-02-25,9523
2018-02-26,9523
2018-02-27,9517
2018-03-01,9528
2018-03-02,9824
2018-03-03,9824
2018-03-04,10162
2018-03-05,10565
2018-03-06,10565
2018-03-07,11091
2018-03-08,11091
2018-03-09,11619
2018-03-10,11619
2018-03-11,11720
2018-03-12,11720
2018-03-13,11660
2018-03-14,11660
2018-03-15,11696
2018-03-16,11696
2018-03-17,11733
2018-03-18,11733
2018-03-19,11493
2018-03-20,11048
2018-03-21,11048
2018-03-23,10515
2018-03-24,10515
2018-03-26,9989
2018-03-27,9489
2018-03-28,9489
2018-03-29,9014
2018-03-30,9014
2018-03-31,8563
2018-04-01,8563
2018-04-02,8134
2018-04-03,7819
2018-04-04,7819
2018-04-05,7819
2018-04-06,7907
2018-04-08,8096
2018-04-09,8096
2018-04-10,8415
2018-04-11,8415
2018-04-12,8794
2018-04-13,8794
2018-04-14,8794
2018-04-15,9117
2018-04-16,9117
2018-04-17,9245
2018-04-18,9245
2018-04-19,9283
2018-04-20,9283
2018-04-21,9497
2018-04-22,9497
2018-04-23,9713
2018-04-24,9713
2018-04-25,9858
2018-04-26,9858
2018-04-27,9858
2018-04-28,10188
2018-04-29,10228
2018-04-30,10228
2018-05-01,10234
2018-05-02,10234
2018-05-03,10316
2018-05-04,10316
2018-05-05,10482
2018-05-06,10482
2018-05-07,10649
2018-05-08,10649
2018-05-09,10687
2018-05-10,10801
2018-05-11,10801
2018-05-12,11081
2018-05-13,11081
2018-05-14,11158
2018-05-15,11158
2018-05-16,11233
2018-05-17,11233
2018-05-18,11533
2018-05-19,11533
2018-05-20,11116
2018-05-21,10724
2018-05-22,10724
2018-05-23,10335
2018-05-24,10335
2018-05-25,10335
2018-05-26,9882
2018-05-27,9882
2018-05-28,9387
2018-05-29,9184
2018-05-30,9184
2018-05-31,9393
2018-06-01,9393
2018-06-02,9849
2018-06-03,9849
2018-06-04,9721
2018-06-05,9437
2018-06-06,9203
2018-06-07,9203
2018-06-08,9110
2018-06-09,9110
2018-06-10,9201
2018-06-11,9201
2018-06-12,9194
2018-06-13,9217
2018-06-14,9217
2018-06-15,9610
2018-06-16,9610
2018-06-17,10057
2018-06-18,10057
2018-06-19,10437
2018-06-20,10437
2018-06-21,10704
2018-06-22,10834
2018-06-23,10834
2018-06-24,11133
2018-06-25,11133
2018-06-26,11423
2018-06-27,11423
2018-06-28,11351
2018-06-29,10796
2018-06-30,10796
2018-07-01,10256
2018-07-02,10256
2018-07-03,9787
2018-07-04,9787
2018-07-05,9360
2018-07-06,8947
2018-07-07,8947
2018-07-08,8626
2018-07-09,8626
2018-07-10,8284
2018-07-11,8284
2018-07-12,8284
2018-07-13,7994
2018-07-14,7607
2018-07-15,7607
2018-07-16,7226
2018-07-17,7030
2018-07-18,7030
2018-07-19,6975
2018-07-20,6975
2018-07-21,6909
2018-07-22,6593
2018-07-23,6290
2018-07-24,6290
2018-07-25,6046
2018-07-26,6046
2018-07-27,6271
2018-07-28,6271
2018-07-29,6566
2018-07-30,6566
2018-07-31,6844
2018-08-01,6844
2018-08-02,7116
2018-08-03,7116
2018-08-04,7472
2018-08-05,7472
2018-08-06,7683
2018-08-07,7683
2018-08-08,7929
2018-08-09,7929
2018-08-10,7902
2018-08-11,7902
2018-08-12,7922
2018-08-14,7823
2018-08-16,7740
2018-08-17,7626
2018-08-18,7626
2018-08-19,7792
2018-08-20,7689
2018-08-21,7689
2018-08-22,7613
2018-08-23,7613
2018-08-24,7746
2018-08-25,7678
2018-08-26,7678
2018-08-27,7632
2018-08-28,7798
2018-08-29,7798
2018-08-30,7968
2018-08-31,8210
2018-09-01,8069
2018-09-02,8069
2018-09-03,8077
2018-09-04,7957
2018-09-05,7986
2018-09-06,7986
2018-09-07,8253
2018-09-08,8397
2018-09-09,8397
2018-09-10,8467
2018-09-11,8467
2018-09-12,8761
2018-09-13,8761
2018-09-14,9144
2018-09-15,9304
2018-09-16,9304
2018-09-17,9696
2018-09-18,10102
2018-09-19,10102
2018-09-20,10195
2018-09-21,10195
2018-09-22,10340
2018-09-23,10339
2018-09-24,10339
2018-09-25,10519
2018-09-26,10868
2018-09-27,10868
2018-09-28,11232
2018-09-29,11232
2018-09-30,11346
2018-10-02,11243
2018-10-03,11105
2018-10-04,11105
2018-10-05,10982
2018-10-06,11023
2018-10-07,11023
2018-10-08,10860
2018-10-09,10647
2018-10-10,10114
2018-10-11,9736
2018-10-12,9736
2018-10-13,9249
2018-10-14,9249
2018-10-15,8881
2018-10-16,8881
2018-10-17,8671
2018-10-18,8697
2018-10-19,8697
2018-10-20,9000
2018-10-21,9000
2018-10-22,9080
2018-10-23,9080
2018-10-24,9033
2018-10-25,9033
2018-10-26,8676
2018-10-27,8349
2018-10-28,7935
2018-10-29,7935
2018-10-30,7538
2018-10-31,7208
2018-11-01,7208
2018-11-03,6554
2018-11-04,6266
2018-11-05,5952
2018-11-06,5697
2018-11-07,5697
2018-11-08,5568
2018-11-09,5616
2018-11-10,5580
2018-11-11,5580
2018-11-12,5461
2018-11-13,5321
2018-11-15,5255
2018-11-16,5307
2018-11-17,5297
2018-11-18,5377
2018-11-19,5377
2018-11-20,5366
2018-11-21,5366
2018-11-22,5313
2018-11-23,5113
2018-11-24,5212
2018-11-25,5406
2018-11-26,5406
2018-11-27,5398
2018-11-28,5348
2018-11-29,5418
2018-12-01,5371
2018-12-02,5328
2018-12-03,5328
2018-12-04,5189
2018-12-05,5144
2018-12-07,5074
2018-12-09,5029
2018-12-10,4996
2018-12-11,4996
2018-12-12,4919
2018-12-13,4817
2018-12-14,4817
2018-12-15,4832
2018-12-16,4864
2018-12-17,4864
2018-12-18,4930
2018-12-19,4808
2018-12-20,4674
2018-12-21,4494
2018-12-22,4494
2018-12-23,4398
2018-12-24,4296
2018-12-25,4296
2018-12-26,4246
2018-12-27,4303
2018-12-28,4303
2018-12-29,4327
2018-12-30,4327
2018-12-31,4272
2019-01-01,4272
2019-01-02,4154
2019-01-03,4161
2019-01-04,4207
2019-01-05,4004
2019-01-06,3848
2019-01-08,3713
2019-01-10,3678
2019-01-11,3647
2019-01-12,3637
2019-01-13,3648
2019-01-14,3687
2019-01-15,3870
2019-01-16,4054
2019-01-17,4222
2019-01-18,4324
2019-01-19,4471
2019-01-20,4582
2019-01-21,4582
2019-01-22,4622
2019-01-23,4622
2019-01-24,4817
2019-01-25,5034
2019-01-26,5196
2019-01-27,5330
2019-01-28,5447
2019-01-29,5541
2019-01-30,5595
2019-01-31,5595
2019-02-01,5672
2019-02-02,5700
2019-02-03,5805
2019-02-04,5805
2019-02-05,6016
2019-02-06,6016
2019-02-07,6250
2019-02-08,6368
2019-02-09,6572
2019-02-10,6601
2019-02-11,6766
2019-02-12,6982
2019-02-13,7084
2019-02-14,7084
2019-02-15,7341
2019-02-16,7597
2019-02-17,7575
2019-02-18,7433
2019-02-19,7181
2019-02-20,7204
2019-02-21,7306
2019-02-22,7145
2019-02-23,7024
2019-02-24,7126
2019-02-25,7341
2019-02-26,7545
2019-02-27,7545
2019-02-28,7545
2019-03-01,7451
2019-03-02,7173
2019-03-03,7107
2019-03-04,7151
2019-03-05,7486
2019-03-06,7510
2019-03-07,7498
2019-03-08,7498
2019-03-09,7515
2019-03-10,7241
2019-03-11,7033
2019-03-12,6705
2019-03-13,6705
2019-03-14,6479
2019-03-15,6479
2019-03-16,6563
2019-03-17,6646
2019-03-18,6646
2019-03-19,6770
2019-03-20,6959
2019-03-21,7190
2019-03-22,7190
2019-03-23,7117
2019-03-24,7101
2019-03-25,7101
2019-03-26,7190
2019-03-27,7190
2019-03-28,7368
2019-03-29,7174
2019-03-30,7174
2019-03-31,6815
2019-04-01,6518
2019-04-02,6518
2019-04-03,6281
2019-04-04,5998
2019-04-05,5819
2019-04-06,5819
2019-04-07,5868
