date_obj,Menaphite%20red%20kilt price
2015-03-05,21000
2015-03-06,21000
2015-03-07,21000
2015-03-08,21000
2015-03-09,21000
2015-03-10,21000
2015-03-11,21000
2015-03-12,21000
2015-03-13,21000
2015-03-14,21000
2015-03-15,21000
2015-03-16,21000
2015-03-17,21000
2015-03-18,21000
2015-03-19,21000
2015-03-20,21000
2015-03-21,21000
2015-03-22,21000
2015-03-23,21000
2015-03-24,21000
2015-03-25,21000
2015-03-26,21000
2015-03-27,21000
2015-03-28,21000
2015-03-29,21000
2015-03-30,21000
2015-03-31,21000
2015-04-01,21000
2015-04-02,21000
2015-04-03,21000
2015-04-04,21000
2015-04-05,21000
2015-04-06,21000
2015-04-07,21000
2015-04-08,21000
2015-04-09,21000
2015-04-10,21000
2015-04-11,21000
2015-04-12,21000
2015-04-13,21000
2015-04-14,21000
2015-04-15,21000
2015-04-16,21000
2015-04-17,21000
2015-04-18,21000
2015-04-19,21000
2015-04-20,21000
2015-04-21,21000
2015-04-22,21000
2015-04-23,21000
2015-04-24,21000
2015-04-25,21000
2015-04-26,21000
2015-04-27,21000
2015-04-28,21000
2015-04-29,21000
2015-04-30,21000
2015-05-01,21000
2015-05-02,21000
2015-05-03,21000
2015-05-04,21000
2015-05-05,21000
2015-05-06,21000
2015-05-07,21000
2015-05-08,21000
2015-05-09,21000
2015-05-10,20122
2015-05-11,20122
2015-05-12,20122
2015-05-13,20122
2015-05-14,20122
2015-05-15,20122
2015-05-16,20122
2015-05-17,20122
2015-05-18,20122
2015-05-19,20122
2015-05-20,20122
2015-05-21,20122
2015-05-22,20122
2015-05-23,20122
2015-05-24,20122
2015-05-25,20122
2015-05-26,20122
2015-05-27,20122
2015-05-28,20122
2015-05-29,20122
2015-05-30,20122
2015-05-31,20122
2015-06-01,20122
2015-06-02,20122
2015-06-03,20122
2015-06-04,20122
2015-06-05,20122
2015-06-06,20122
2015-06-07,20122
2015-06-08,20122
2015-06-09,20122
2015-06-10,20122
2015-06-11,20122
2015-06-12,20122
2015-06-13,20122
2015-06-14,20122
2015-06-15,20122
2015-06-16,20122
2015-06-17,20122
2015-06-18,20122
2015-06-19,20122
2015-06-20,20122
2015-06-21,20122
2015-06-22,20122
2015-06-23,20122
2015-06-24,20122
2015-06-25,20122
2015-06-26,20122
2015-06-27,20122
2015-06-28,20122
2015-06-29,20122
2015-06-30,20122
2015-07-01,20122
2015-07-02,19191
2015-07-03,19191
2015-07-04,19191
2015-07-05,19191
2015-07-06,19191
2015-07-07,19191
2015-07-08,19191
2015-07-09,19191
2015-07-10,19191
2015-07-11,19191
2015-07-12,19191
2015-07-13,19191
2015-07-14,19191
2015-07-15,19191
2015-07-16,19191
2015-07-17,19191
2015-07-18,19191
2015-07-19,19191
2015-07-20,19191
2015-07-21,19191
2015-07-22,19191
2015-07-23,19191
2015-07-24,19191
2015-07-25,19191
2015-07-26,19191
2015-07-27,19191
2015-07-28,19191
2015-07-29,19191
2015-07-30,19191
2015-07-31,19191
2015-08-01,19191
2015-08-02,19191
2015-08-03,19191
2015-08-04,19191
2015-08-05,19191
2015-08-06,19191
2015-08-07,19191
2015-08-08,19191
2015-08-09,19191
2015-08-10,19191
2015-08-11,19191
2015-08-12,19191
2015-08-13,19191
2015-08-14,19191
2015-08-15,19191
2015-08-16,19191
2015-08-17,19191
2015-08-18,19191
2015-08-19,19191
2015-08-20,19191
2015-08-21,19191
2015-08-22,19191
2015-08-23,18291
2015-08-24,18291
2015-08-25,18291
2015-08-26,18291
2015-08-27,18291
2015-08-28,18291
2015-08-29,18291
2015-08-30,18291
2015-08-31,18291
2015-09-02,18291
2015-09-07,18291
2015-09-08,18291
2015-09-10,18291
2015-09-14,18291
2015-09-16,18291
2015-09-22,18291
2015-09-23,18291
2015-09-24,18291
2015-09-25,18291
2015-09-27,18291
2015-09-28,18291
2015-09-29,18291
2015-09-30,18291
2015-10-05,18291
2015-10-06,18291
2015-10-07,18291
2015-10-08,18291
2015-10-09,18291
2015-10-10,18291
2015-10-11,18291
2015-10-12,18291
2015-10-13,18291
2015-10-14,18291
2015-10-15,18291
2015-10-16,18291
2015-10-17,18291
2015-10-18,18291
2015-10-19,18291
2015-10-20,18291
2015-10-22,18291
2015-10-23,18291
2015-10-24,17389
2015-10-25,17389
2015-10-26,17389
2015-10-27,17389
2015-10-29,17389
2015-10-30,17389
2015-10-31,17389
2015-11-01,17389
2015-11-02,17389
2015-11-03,17389
2015-11-04,17389
2015-11-05,17389
2015-11-06,17389
2015-11-07,17389
2015-11-08,17389
2015-11-09,17389
2015-11-10,17389
2015-11-11,17389
2015-11-12,17389
2015-11-13,17389
2015-11-14,17389
2015-11-15,17389
2015-11-16,17389
2015-11-17,17389
2015-11-18,17389
2015-11-19,17389
2015-11-20,17389
2015-11-21,17389
2015-11-22,17389
2015-11-23,17389
2015-11-24,17389
2015-11-25,17389
2015-11-26,17389
2015-11-27,17389
2015-11-28,17389
2015-11-29,17389
2015-11-30,17389
2015-12-01,17389
2015-12-02,17389
2015-12-03,17389
2015-12-04,17389
2015-12-05,17389
2015-12-06,17389
2015-12-07,17389
2015-12-08,17389
2015-12-09,17389
2015-12-10,17389
2015-12-11,17389
2015-12-12,17389
2015-12-13,17389
2015-12-14,17389
2015-12-15,17389
2015-12-16,17389
2015-12-17,17389
2015-12-18,17389
2015-12-19,17389
2015-12-20,16525
2015-12-21,16525
2015-12-22,16525
2015-12-23,16525
2015-12-24,16525
2015-12-25,16525
2015-12-26,16525
2015-12-27,16525
2015-12-28,16525
2015-12-29,16525
2015-12-30,16525
2015-12-31,16525
2016-01-01,16525
2016-01-02,16525
2016-01-03,16525
2016-01-04,16525
2016-01-05,16525
2016-01-06,16525
2016-01-07,16525
2016-01-08,16525
2016-01-09,16525
2016-01-10,16525
2016-01-11,16525
2016-01-12,16525
2016-01-13,16525
2016-01-14,16525
2016-01-15,16525
2016-01-16,16525
2016-01-17,16525
2016-01-18,16525
2016-01-19,16525
2016-01-20,16525
2016-01-21,16525
2016-01-22,16525
2016-01-23,16525
2016-01-24,16525
2016-01-25,16525
2016-01-26,16525
2016-01-27,16525
2016-01-28,16525
2016-01-29,16525
2016-01-30,16525
2016-01-31,16525
2016-02-01,16525
2016-02-02,16525
2016-02-03,16525
2016-02-04,16525
2016-02-05,16525
2016-02-06,15743
2016-02-07,15743
2016-02-08,15743
2016-02-09,15743
2016-02-10,15743
2016-02-11,15743
2016-02-12,15743
2016-02-13,15743
2016-02-14,15743
2016-02-15,15743
2016-02-16,15743
2016-02-17,15743
2016-02-18,15743
2016-02-19,15743
2016-02-20,15743
2016-02-21,15743
2016-02-22,15743
2016-02-23,15743
2016-02-24,15743
2016-02-25,15743
2016-02-26,15743
2016-02-27,15743
2016-02-28,15743
2016-02-29,15743
2016-03-01,15743
2016-03-02,15743
2016-03-03,15743
2016-03-04,15743
2016-03-05,15743
2016-03-06,15743
2016-03-07,15743
2016-03-08,15743
2016-03-09,15743
2016-03-10,15743
2016-03-11,15743
2016-03-12,15743
2016-03-13,15743
2016-03-14,15743
2016-03-15,15743
2016-03-16,15743
2016-03-17,15743
2016-03-18,15743
2016-03-19,15743
2016-03-20,15743
2016-03-21,15743
2016-03-22,15743
2016-03-23,15743
2016-03-24,15743
2016-03-25,15743
2016-03-26,15006
2016-03-27,15006
2016-03-28,15006
2016-03-29,15006
2016-03-30,15006
2016-03-31,15006
2016-04-01,15006
2016-04-02,15006
2016-04-03,15006
2016-04-04,15006
2016-04-05,15006
2016-04-06,15006
2016-04-07,15006
2016-04-08,15006
2016-04-09,15006
2016-04-10,15006
2016-04-11,15006
2016-04-12,15006
2016-04-13,15006
2016-04-14,15006
2016-04-15,15006
2016-04-16,15006
2016-04-17,15006
2016-04-18,15006
2016-04-19,15006
2016-04-20,15006
2016-04-21,15006
2016-04-22,15006
2016-04-23,15006
2016-04-24,15006
2016-04-25,15006
2016-04-26,15006
2016-04-27,15006
2016-04-28,15006
2016-04-29,15006
2016-04-30,15006
2016-05-01,15006
2016-05-02,15006
2016-05-03,15006
2016-05-04,15006
2016-05-05,15006
2016-05-06,15006
2016-05-07,15006
2016-05-08,15006
2016-05-09,15006
2016-05-10,15006
2016-05-11,15006
2016-05-12,15006
2016-05-13,15006
2016-05-14,15006
2016-05-15,15006
2016-05-16,15006
2016-05-17,15006
2016-05-18,15006
2016-05-19,15006
2016-05-22,15006
2016-05-23,15006
2016-05-24,14266
2016-05-25,14266
2016-05-26,14266
2016-05-27,14266
2016-05-28,14266
2016-05-29,14266
2016-05-30,14266
2016-05-31,14266
2016-06-01,14266
2016-06-02,14266
2016-06-03,14266
2016-06-04,14266
2016-06-05,14266
2016-06-06,14266
2016-06-07,14266
2016-06-08,14266
2016-06-09,14266
2016-06-10,14266
2016-06-11,14266
2016-06-12,14266
2016-06-13,14266
2016-06-14,14266
2016-06-15,14266
2016-06-16,14266
2016-06-17,14266
2016-06-18,14266
2016-06-19,14266
2016-06-20,14266
2016-06-21,14266
2016-06-22,14266
2016-06-23,14266
2016-06-24,14266
2016-06-25,14266
2016-06-26,14266
2016-06-27,14266
2016-06-28,14266
2016-06-29,14266
2016-06-30,14266
2016-07-01,14266
2016-07-02,14266
2016-07-03,14266
2016-07-04,14266
2016-07-05,14266
2016-07-06,13558
2016-07-07,13558
2016-07-08,13558
2016-07-09,13558
2016-07-10,13558
2016-07-11,13558
2016-07-12,13558
2016-07-13,13558
2016-07-14,13558
2016-07-15,13558
2016-07-16,13558
2016-07-17,13558
2016-07-18,13558
2016-07-23,13558
2016-07-24,13558
2016-07-25,13558
2016-07-26,13558
2016-07-27,13558
2016-07-28,13558
2016-07-29,13558
2016-07-30,13558
2016-07-31,13558
2016-08-01,13558
2016-08-02,12885
2016-08-03,12885
2016-08-04,12885
2016-08-05,12885
2016-08-06,12885
2016-08-07,12885
2016-08-08,12885
2016-08-09,12885
2016-08-10,12885
2016-08-11,12885
2016-08-12,12885
2016-08-13,12885
2016-08-14,12885
2016-08-15,12885
2016-08-16,12885
2016-08-17,12885
2016-08-18,12885
2016-08-19,12885
2016-08-20,12885
2016-08-21,12885
2016-08-22,12885
2016-08-23,12885
2016-08-24,12885
2016-08-25,12885
2016-08-26,12885
2016-08-28,12885
2016-08-31,12885
2016-09-01,12885
2016-09-02,12885
2016-09-03,12885
2016-09-04,12885
2016-09-05,12885
2016-09-06,12885
2016-09-07,12885
2016-09-08,12885
2016-09-09,12885
2016-09-10,12242
2016-09-11,12242
2016-09-12,12242
2016-09-13,12242
2016-09-14,12242
2016-09-15,12242
2016-09-16,12242
2016-09-17,12242
2016-09-18,12242
2016-09-19,12242
2016-09-20,12242
2016-09-21,12242
2016-09-22,12242
2016-09-23,12242
2016-09-24,12242
2016-09-25,12242
2016-09-26,12242
2016-09-27,12242
2016-09-28,12242
2016-09-29,12242
2016-09-30,12242
2016-10-01,12242
2016-10-02,12242
2016-10-03,12242
2016-10-04,12242
2016-10-05,12242
2016-10-06,12242
2016-10-07,12242
2016-10-08,12242
2016-10-09,12242
2016-10-10,12242
2016-10-11,12242
2016-10-12,12242
2016-10-13,12242
2016-10-14,12242
2016-10-15,12242
2016-10-16,12242
2016-10-17,12242
2016-10-18,12242
2016-10-19,11667
2016-10-20,11667
2016-10-21,11667
2016-10-22,11667
2016-10-23,11667
2016-10-24,11667
2016-10-25,11667
2016-10-26,11667
2016-10-27,11667
2016-10-28,11667
2016-10-29,11667
2016-10-30,11667
2016-10-31,11667
2016-11-01,11667
2016-11-02,11667
2016-11-03,11667
2016-11-04,11667
2016-11-05,11667
2016-11-06,11667
2016-11-07,11667
2016-11-08,11667
2016-11-09,11667
2016-11-10,11667
2016-11-11,11667
2016-11-12,11667
2016-11-13,11667
2016-11-14,11667
2016-12-07,11090
2016-12-08,11090
2016-12-09,11090
2016-12-10,11090
2016-12-11,11090
2016-12-12,11090
2016-12-13,11090
2016-12-14,11090
2016-12-15,11090
2016-12-16,11090
2016-12-17,11090
