date_obj,Ensouled%20dagannoth%20head price
2019-12-24,3477
2019-12-25,3355
2019-12-26,3195
2019-12-27,3222
2019-12-28,3250
2019-12-29,3300
2019-12-30,3337
2019-12-31,3414
2020-01-01,3408
2020-01-02,3452
2020-01-03,3525
2020-01-04,3510
2020-01-05,3536
2020-01-06,3388
2020-01-07,3328
2020-01-08,3374
2020-01-09,3318
2020-01-10,3398
2020-01-11,3462
2020-01-12,3608
2020-01-13,3540
2020-01-14,3600
2020-01-15,3615
2020-01-16,3443
2020-01-17,3271
2020-01-18,3286
2020-01-19,3341
2020-01-20,3420
2020-01-21,3377
2020-01-22,3350
2020-01-23,3414
2020-01-24,3419
2020-01-25,3386
2020-01-26,3431
2020-01-27,3437
2020-01-28,3349
2020-01-29,3363
2020-01-30,3468
2020-01-31,3468
2020-02-01,3463
2020-02-02,3584
2020-02-03,3613
2020-02-04,3532
2020-02-05,3497
2020-02-06,3604
2020-02-07,3556
2020-02-08,3717
2020-02-09,3746
2020-02-10,3753
2020-02-11,3763
2020-02-12,3704
2020-02-13,3644
2020-02-14,3623
2020-02-15,3598
2020-02-16,3545
2020-02-17,3514
2020-02-18,3523
2020-02-19,3488
2020-02-20,3426
2020-02-21,3365
2020-02-22,3362
2020-02-23,3376
2020-02-24,3512
2020-02-25,3435
2020-02-26,3388
2020-02-27,3274
2020-02-28,3357
2020-02-29,3335
2020-03-01,3404
2020-03-02,3425
2020-03-03,3590
2020-03-04,3575
2020-03-05,3558
2020-03-06,3502
2020-03-07,3653
2020-03-08,3694
2020-03-09,3604
2020-03-10,3473
2020-03-11,3513
2020-03-12,3564
2020-03-13,3569
2020-03-14,3616
2020-03-15,3684
2020-03-16,3531
2020-03-17,3556
2020-03-18,3607
2020-03-19,3684
2020-03-20,3693
2020-03-21,3778
2020-03-22,3888
2020-03-23,3833
2020-03-24,3712
2020-03-25,3656
2020-03-26,3734
2020-03-27,3769
2020-03-28,3618
2020-03-29,3526
2020-03-30,3539
2020-03-31,3593
2020-04-01,3609
2020-04-02,3680
2020-04-03,3728
2020-04-04,3735
2020-04-05,3679
2020-04-06,3664
2020-04-07,3658
2020-04-08,3695
2020-04-09,3775
2020-04-10,3819
2020-04-11,3724
2020-04-12,3765
2020-04-13,3840
2020-04-14,3853
2020-04-15,3881
2020-04-16,3856
2020-04-17,3918
2020-04-18,4005
2020-04-19,3962
2020-04-20,3867
2020-04-21,3830
2020-04-22,3861
2020-04-23,3713
2020-04-24,3653
2020-04-25,3730
2020-04-26,3740
2020-04-27,3729
2020-04-28,3781
2020-04-29,3692
2020-04-30,3777
2020-05-01,3857
2020-05-02,3797
2020-05-03,3751
2020-05-04,3764
2020-05-05,3825
2020-05-06,3849
2020-05-07,3996
2020-05-08,3933
2020-05-09,4043
2020-05-10,4071
2020-05-11,4007
2020-05-12,3887
2020-05-13,3851
