date_obj,Raw%20anglerfish price
2019-12-31,1797
2020-01-01,1798
2020-01-02,1822
2020-01-03,1845
2020-01-04,1918
2020-01-05,1975
2020-01-06,1971
2020-01-07,1943
2020-01-08,1883
2020-01-09,1872
2020-01-10,1904
2020-01-11,1897
2020-01-12,1866
2020-01-13,1835
2020-01-14,1830
2020-01-15,1873
2020-01-16,1902
2020-01-17,1936
2020-01-18,1919
2020-01-19,1915
2020-01-20,1935
2020-01-21,1959
2020-01-22,1935
2020-01-23,1920
2020-01-24,1917
2020-01-25,1939
2020-01-26,2002
2020-01-27,1980
2020-01-28,1965
2020-01-29,1957
2020-01-30,1944
2020-01-31,1929
2020-02-01,1867
2020-02-02,1802
2020-02-03,1796
2020-02-04,1793
2020-02-05,1798
2020-02-06,1809
2020-02-07,1834
2020-02-08,1844
2020-02-09,1846
2020-02-10,1851
2020-02-11,1877
2020-02-12,1906
2020-02-13,1886
2020-02-14,1872
2020-02-15,1854
2020-02-16,1814
2020-02-17,1801
2020-02-18,1782
2020-02-19,1755
2020-02-20,1712
2020-02-21,1679
2020-02-22,1671
2020-02-23,1659
2020-02-24,1636
2020-02-25,1626
2020-02-26,1608
2020-02-27,1671
2020-02-28,1724
2020-02-29,1759
2020-03-01,1771
2020-03-02,1777
2020-03-03,1831
2020-03-04,1866
2020-03-05,1825
2020-03-06,1755
2020-03-07,1711
2020-03-08,1702
2020-03-09,1750
2020-03-10,1775
2020-03-11,1852
2020-03-12,1863
2020-03-13,1838
2020-03-14,1843
2020-03-15,1825
2020-03-16,1827
2020-03-17,1855
2020-03-18,1863
2020-03-19,1894
2020-03-20,1902
2020-03-21,1876
2020-03-22,1862
2020-03-23,1873
2020-03-24,1879
2020-03-25,1866
2020-03-26,1847
2020-03-27,1840
2020-03-28,1821
2020-03-29,1797
2020-03-30,1798
2020-03-31,1809
2020-04-01,1817
2020-04-02,1816
2020-04-03,1794
2020-04-04,1789
2020-04-05,1779
2020-04-06,1757
2020-04-07,1735
2020-04-08,1744
2020-04-09,1731
2020-04-10,1723
2020-04-11,1700
2020-04-12,1694
2020-04-13,1704
2020-04-14,1722
2020-04-15,1773
2020-04-16,1796
2020-04-17,1809
2020-04-18,1813
2020-04-19,1786
2020-04-20,1774
2020-04-21,1769
2020-04-22,1763
2020-04-23,1767
2020-04-24,1754
2020-04-25,1747
2020-04-26,1759
2020-04-27,1780
2020-04-28,1784
2020-04-29,1783
2020-04-30,1771
2020-05-01,1750
2020-05-02,1724
2020-05-03,1695
2020-05-04,1679
2020-05-05,1667
2020-05-06,1650
2020-05-07,1589
2020-05-08,1517
2020-05-09,1471
2020-05-10,1514
2020-05-11,1578
2020-05-12,1538
2020-05-13,1487
