date_obj,Granite%20body price
2015-11-16,121022
2015-11-17,119720
2015-11-18,119720
2015-11-19,118034
2015-11-20,118034
2015-11-21,115252
2015-11-22,114903
2015-11-23,114903
2015-11-24,114903
2015-11-25,113921
2015-11-26,113921
2015-11-27,116233
2015-11-28,116233
2015-11-29,117558
2015-11-30,117558
2015-12-01,112368
2015-12-02,112368
2015-12-03,109499
2015-12-04,109499
2015-12-05,106427
2015-12-06,103812
2015-12-07,103812
2015-12-08,103518
2015-12-09,106740
2015-12-10,106740
2015-12-11,109822
2015-12-12,109822
2015-12-13,110214
2015-12-14,110214
2015-12-15,106180
2015-12-16,106180
2015-12-17,102792
2015-12-18,101239
2015-12-19,101239
2015-12-20,101055
2015-12-21,101055
2015-12-22,102445
2015-12-23,104553
2015-12-24,104553
2015-12-25,107495
2015-12-26,107495
2015-12-27,112730
2015-12-28,112730
2015-12-29,117865
2015-12-30,123354
2015-12-31,123354
2016-01-01,127775
2016-01-02,127775
2016-01-03,130438
2016-01-04,131843
2016-01-05,131843
2016-01-06,127183
2016-01-07,127183
2016-01-08,127484
2016-01-09,127484
2016-01-10,132622
2016-01-11,132622
2016-01-12,130473
2016-01-13,130473
2016-01-14,126532
2016-01-15,126532
2016-01-16,122483
2016-01-17,122483
2016-01-18,117228
2016-01-19,117228
2016-01-20,112539
2016-01-21,112539
2016-01-22,108087
2016-01-23,108087
2016-01-24,105326
2016-01-25,100059
2016-01-26,100059
2016-01-27,97079
2016-01-28,97079
2016-01-29,93717
2016-01-30,93717
2016-01-31,91343
2016-02-01,89783
2016-02-02,89783
2016-02-03,92290
2016-02-04,92290
2016-02-05,95178
2016-02-06,99473
2016-02-07,99473
2016-02-08,104447
2016-02-09,104447
2016-02-10,105183
2016-02-11,105183
2016-02-12,105144
2016-02-13,103134
2016-02-14,103134
2016-02-15,100370
2016-02-16,100370
2016-02-17,97463
2016-02-18,97463
2016-02-19,92772
2016-02-20,91419
2016-02-21,92307
2016-02-22,92307
2016-02-23,88134
2016-02-24,88134
2016-02-25,90682
2016-02-26,90682
2016-02-27,94064
2016-02-28,94064
2016-02-29,96893
2016-03-01,94454
2016-03-02,94454
2016-03-03,91380
2016-03-04,91380
2016-03-05,88401
2016-03-06,88199
2016-03-07,88199
2016-03-08,88074
2016-03-09,88074
2016-03-10,88433
2016-03-11,88433
2016-03-12,89883
2016-03-13,89883
2016-03-14,86993
2016-03-15,83618
2016-03-16,83624
2016-03-17,83624
2016-03-18,81499
2016-03-19,81499
2016-03-20,84474
2016-03-21,84474
2016-03-22,84840
2016-03-23,84068
2016-03-24,84068
2016-03-25,83628
2016-03-26,84177
2016-03-27,84177
2016-03-28,83558
2016-03-29,83645
2016-03-30,83645
2016-03-31,83553
2016-04-01,83553
2016-04-02,85206
2016-04-03,86008
2016-04-04,85368
2016-04-05,85368
2016-04-06,88998
2016-04-07,88998
2016-04-08,88473
2016-04-09,90067
2016-04-10,90195
2016-04-11,90195
2016-04-12,88170
2016-04-13,88170
2016-04-14,83823
2016-04-15,80993
2016-04-16,78621
2016-04-17,80237
2016-04-18,84249
2016-04-19,84249
2016-04-20,82558
2016-04-21,82558
2016-04-22,82055
2016-04-23,84104
2016-04-24,84695
2016-04-25,84197
2016-04-26,84197
2016-04-27,83326
2016-04-28,83326
2016-04-29,83251
2016-04-30,83855
2016-05-01,83855
2016-05-02,83144
2016-05-03,83999
2016-05-04,83999
2016-05-05,82971
2016-05-06,82971
2016-05-07,82225
2016-05-08,82225
2016-05-09,78695
2016-05-10,76414
2016-05-11,76414
2016-05-12,73713
2016-05-13,73081
2016-05-14,73081
2016-05-15,72800
2016-05-16,72800
2016-05-17,72032
2016-05-18,69291
2016-05-19,69291
2016-05-22,69641
2016-05-23,68789
2016-05-24,67848
2016-05-25,67848
2016-05-26,67314
2016-05-27,68802
2016-05-28,68802
2016-05-29,68219
2016-05-30,68219
2016-05-31,68803
2016-06-01,68942
2016-06-02,68942
2016-06-03,68501
2016-06-04,67881
2016-06-05,67881
2016-06-06,66740
2016-06-07,66740
2016-06-08,68390
2016-06-09,68379
2016-06-10,67342
2016-06-11,67342
2016-06-12,68430
2016-06-13,68430
2016-06-14,68196
2016-06-15,68196
2016-06-16,69442
2016-06-17,66976
2016-06-18,66976
2016-06-19,63868
2016-06-20,60959
2016-06-21,59520
2016-06-22,58579
2016-06-23,58208
2016-06-24,58208
2016-06-25,56235
2016-06-26,56235
2016-06-27,56008
2016-06-28,55735
2016-06-29,55735
2016-06-30,54570
2016-07-01,54872
2016-07-02,54872
2016-07-03,54551
2016-07-04,54856
2016-07-05,54856
2016-07-06,55228
2016-07-07,55228
2016-07-08,55205
2016-07-09,54893
2016-07-10,53783
2016-07-11,53903
2016-07-12,53903
2016-07-13,55477
2016-07-14,54952
2016-07-15,54952
2016-07-16,53330
2016-07-17,53330
2016-07-18,53214
2016-07-23,54465
2016-07-24,54082
2016-07-25,54082
2016-07-26,52831
2016-07-27,52831
2016-07-28,53396
2016-07-29,53680
2016-07-30,54700
2016-07-31,54700
2016-08-01,56763
2016-08-02,58257
2016-08-03,58257
2016-08-04,59771
2016-08-05,59771
2016-08-06,60143
2016-08-07,59064
2016-08-08,59064
2016-08-09,58557
2016-08-10,58557
2016-08-11,56517
2016-08-12,56517
2016-08-13,55722
2016-08-14,55722
2016-08-15,55245
2016-08-16,55245
2016-08-17,54931
2016-08-18,54931
2016-08-19,55596
2016-08-20,56354
2016-08-21,56354
2016-08-22,56815
2016-08-23,56815
2016-08-24,56393
2016-08-25,56393
2016-08-26,56220
2016-08-28,54838
2016-08-31,56388
2016-09-01,57310
2016-09-02,57310
2016-09-03,59672
2016-09-04,59672
2016-09-05,61307
2016-09-06,61307
2016-09-07,62034
2016-09-08,62034
2016-09-09,64779
2016-09-10,67055
2016-09-11,67055
2016-09-12,64495
2016-09-13,61508
2016-09-14,61508
2016-09-15,58559
2016-09-16,58559
2016-09-17,56906
2016-09-18,56906
2016-09-19,55995
2016-09-20,55995
2016-09-21,55381
2016-09-22,55381
2016-09-23,56957
2016-09-24,56957
2016-09-25,57166
2016-09-26,57166
2016-09-27,58710
2016-09-28,58710
2016-09-29,60465
2016-09-30,58099
2016-10-01,58099
2016-10-02,55989
2016-10-03,55989
2016-10-04,54036
2016-10-05,54036
2016-10-06,54592
2016-10-07,54592
2016-10-08,56128
2016-10-09,56128
2016-10-10,56050
2016-10-11,56050
2016-10-12,53955
2016-10-13,53955
2016-10-14,52376
2016-10-15,52376
2016-10-16,53472
2016-10-17,53686
2016-10-18,53686
2016-10-19,55119
2016-10-20,55119
2016-10-21,57143
2016-10-22,57143
2016-10-23,56759
2016-10-24,56247
2016-10-25,56247
2016-10-26,55564
2016-10-27,55564
2016-10-28,55062
2016-10-29,54308
2016-10-30,54308
2016-10-31,55896
2016-11-01,55896
2016-11-02,57471
2016-11-03,57471
2016-11-04,60327
2016-11-05,60327
2016-11-06,63282
2016-11-07,63282
2016-11-08,62269
2016-11-09,62269
2016-11-10,59383
2016-11-11,59383
2016-11-12,56735
2016-11-13,56735
2016-11-14,54333
2016-11-15,54333
2016-12-07,62581
2016-12-08,60423
2016-12-09,60423
2016-12-10,58217
2016-12-11,56469
2016-12-12,56469
2016-12-13,54539
2016-12-14,52900
2016-12-15,52900
2016-12-16,52208
2016-12-17,50647
2016-12-18,50647
2016-12-19,49855
2016-12-20,51896
2016-12-21,51896
2016-12-22,52630
2016-12-23,53612
2016-12-24,53612
2016-12-25,54915
2016-12-26,54915
2016-12-27,56649
2016-12-28,57283
2016-12-29,57283
2016-12-30,58883
2016-12-31,58883
2017-01-01,60053
2017-01-02,58356
2017-01-03,58356
2017-01-04,56697
2017-01-05,56697
2017-01-06,54709
2017-01-07,55649
2017-01-08,57576
2017-01-09,59698
2017-01-10,59698
2017-01-11,57944
2017-01-12,55294
2017-01-13,55294
2017-01-14,53047
2017-01-15,52871
2017-01-16,54985
2017-01-17,57727
2017-01-18,60398
2017-01-19,60398
2017-01-20,61299
2017-01-21,58982
2017-01-22,58982
2017-01-23,58071
2017-01-27,56854
2017-01-28,56897
2017-01-29,57955
2017-01-30,57955
2017-01-31,58876
2017-02-01,58123
2017-02-02,58123
2017-02-03,58484
2017-02-04,60433
2017-02-05,60433
2017-02-06,59327
2017-02-07,59327
2017-02-08,58053
2017-02-09,58053
2017-02-10,57672
2017-02-11,58071
2017-02-12,58071
2017-02-13,58363
2017-02-14,58508
2017-02-15,58508
2017-02-16,56303
2017-02-18,53719
2017-02-19,53051
2017-02-20,53051
2017-02-21,53551
2017-02-22,53551
2017-02-23,54224
2017-02-24,54224
2017-02-25,56334
2017-02-26,56334
2017-02-27,58442
2017-02-28,58469
2017-03-01,58469
2017-03-02,56757
2017-03-03,56757
2017-03-04,57210
2017-03-05,57210
2017-03-06,57199
2017-03-07,57199
2017-03-08,55138
2017-03-09,55138
2017-03-10,54057
2017-03-11,55063
2017-03-12,55063
2017-03-13,53470
2017-03-14,51830
2017-03-15,51458
2017-03-16,51458
2017-03-17,52436
2017-03-18,52436
2017-03-19,53394
2017-03-20,54300
2017-03-21,54300
2017-03-22,54269
2017-03-23,53050
2017-03-24,54013
2017-03-25,54013
2017-03-26,55971
2017-03-27,55971
2017-03-28,55974
2017-03-29,55218
2017-03-30,55218
2017-03-31,56228
2017-04-01,56228
2017-04-02,59040
2017-04-03,60699
2017-04-04,60699
2017-04-12,55745
2017-04-13,55374
2017-04-14,55374
2017-04-15,56192
2017-04-16,55884
2017-04-17,54389
2017-04-18,54389
2017-04-19,55088
2017-04-20,55088
2017-04-21,56252
2017-04-22,56252
2017-04-23,57091
2017-04-24,57091
2017-04-25,55643
2017-04-26,55643
2017-04-27,55988
2017-04-28,55988
2017-04-29,54247
2017-04-30,54247
2017-05-01,52740
2017-05-02,52771
2017-05-03,52771
2017-05-04,52604
2017-05-05,52604
2017-05-06,54119
2017-05-07,55197
2017-05-08,55197
2017-05-09,53902
2017-05-10,53902
2017-05-11,53692
2017-05-12,53970
2017-05-13,53516
2017-05-14,53516
2017-05-15,53588
2017-05-16,53473
2017-05-17,53473
2017-05-18,52852
2017-05-19,52852
2017-05-20,54354
2017-05-21,54354
2017-05-22,57007
2017-05-23,57007
2017-05-24,56504
2017-05-25,56504
2017-05-26,56824
2017-05-27,55295
2017-05-28,55295
2017-05-29,53549
2017-05-30,53549
2017-05-31,54877
2017-06-01,54877
2017-06-02,53807
2017-06-03,53807
2017-06-04,52063
2017-06-05,52063
2017-06-06,51370
2017-06-07,53234
2017-06-08,53234
2017-06-09,53924
2017-06-10,54903
2017-06-11,53761
2017-06-12,53761
2017-06-13,53492
2017-06-14,53492
2017-06-15,51538
2017-06-16,50598
2017-06-17,50598
2017-06-18,52698
2017-06-19,52698
2017-06-20,52968
2017-06-21,52968
2017-06-22,51970
2017-06-23,51970
2017-06-24,50465
2017-06-25,50465
2017-06-26,48891
2017-06-27,48495
2017-06-28,48495
2017-06-29,48091
2017-06-30,48091
2017-07-01,47645
2017-07-02,47645
2017-07-03,48252
2017-07-04,48194
2017-07-05,48194
2017-07-06,49073
2017-07-07,49073
2017-07-08,50139
2017-07-13,53180
2017-07-14,51885
2017-07-15,51885
2017-07-16,52667
2017-07-17,51298
2017-07-18,51298
2017-07-19,50794
2017-07-20,50794
2017-07-21,49795
2017-07-22,49795
2017-07-23,48804
2017-07-24,48804
2017-07-25,48717
2017-07-26,50466
2017-07-27,51740
2017-07-28,51740
2017-07-29,54011
2017-07-30,54911
2017-07-31,54911
2017-08-01,55102
2017-08-02,54672
2017-08-03,54672
2017-08-04,54699
2017-08-05,52766
2017-08-06,52766
2017-08-09,49951
2017-08-10,49975
2017-08-11,49975
2017-08-12,49860
2017-08-13,49860
2017-08-14,50600
2017-08-15,50483
2017-08-16,50483
2017-08-17,53008
2017-08-18,53008
2017-08-19,52829
2017-08-20,53393
2017-08-21,53393
2017-08-22,54893
2017-08-23,54893
2017-08-24,56906
2017-08-25,56906
2017-08-26,56337
2017-08-27,56337
2017-08-28,54422
2017-08-29,54422
2017-08-30,52915
2017-08-31,52915
2017-09-01,51575
2017-09-02,49771
2017-09-03,49771
2017-09-04,48450
2017-09-05,49148
2017-09-06,49148
2017-09-07,48454
2017-09-08,48454
2017-09-09,48485
2017-09-10,47769
2017-09-11,47769
2017-09-12,47965
2017-09-13,48214
2017-09-14,48065
2017-09-15,48065
2017-09-16,47760
2017-09-17,47639
2017-09-18,47639
2017-09-19,48554
2017-09-20,48518
2017-09-21,48518
2017-09-22,47871
2017-09-23,47871
2017-09-24,47872
2017-09-25,47872
2017-09-26,47762
2017-09-27,47762
2017-09-28,47598
2017-09-29,47658
2017-09-30,47658
2017-10-01,48487
2017-10-02,49498
2017-10-03,49498
2017-10-04,48731
2017-10-05,49661
2017-10-06,51195
2017-10-07,51195
2017-10-08,50062
2017-10-09,50062
2017-10-10,49631
2017-10-11,49631
2017-10-12,49836
2017-10-13,49836
2017-10-14,50033
2017-10-15,50033
2017-10-16,49020
2017-10-17,49020
2017-10-18,48830
2017-10-19,48830
2017-10-20,49148
2017-10-21,49148
2017-10-22,50208
2017-10-23,50208
2017-10-24,48383
2017-10-25,50174
2017-10-26,50174
2017-10-27,50916
2017-10-28,50916
2017-10-29,49657
2017-10-30,49951
2017-10-31,51296
2017-11-01,51296
2017-11-02,52293
2017-11-03,52293
2017-11-04,52386
2017-11-05,52386
2017-11-06,51912
2017-11-07,51912
2017-11-08,51594
2017-11-09,50855
2017-11-10,50855
2017-11-11,50106
2017-11-12,51240
2017-11-13,51240
2017-11-14,50531
2017-11-15,50531
2017-11-16,48562
2017-11-17,48562
2017-11-18,48606
2017-11-19,48270
2017-11-20,48270
2017-11-21,48694
2017-11-22,48694
2017-11-23,49159
2017-11-24,49159
2017-11-25,49211
2017-11-26,49211
2017-11-27,49377
2017-11-28,49436
2017-11-29,49436
2017-11-30,50043
2017-12-01,50440
2017-12-02,50440
2017-12-03,50903
2017-12-04,50903
2017-12-05,50338
2017-12-06,50338
2017-12-07,50309
2017-12-08,50309
2017-12-09,50498
2017-12-10,50567
2017-12-11,50567
2017-12-12,49976
2017-12-13,51186
2017-12-14,51186
2017-12-15,51401
2017-12-16,51401
2017-12-17,51217
2017-12-18,50555
2017-12-19,50555
2017-12-20,51114
2017-12-21,52491
2017-12-22,52179
2017-12-23,51578
2017-12-24,51578
2017-12-25,51580
2017-12-26,52806
2017-12-27,51226
2017-12-28,51226
2017-12-29,52230
2017-12-30,53548
2017-12-31,53548
2018-01-01,54727
2018-01-02,55841
2018-01-03,54874
2018-01-04,54874
2018-01-05,53258
2018-01-06,52073
2018-01-07,51502
2018-01-08,51377
2018-01-09,51334
2018-01-10,51334
2018-01-11,50729
2018-01-12,51830
2018-01-13,51605
2018-01-14,51026
2018-01-15,50484
2018-01-16,50690
2018-01-17,50766
2018-01-18,50867
2018-01-19,50867
2018-01-20,50356
2018-01-21,50009
2018-01-22,50262
2018-01-23,51229
2018-01-25,50772
2018-01-26,50493
2018-01-27,51349
2018-01-28,50329
2018-01-29,49923
2018-01-30,50236
2018-01-31,51007
2018-02-01,51343
2018-02-02,50445
2018-02-03,50750
2018-02-04,50348
2018-02-05,50005
2018-02-06,50349
2018-02-07,49489
2018-02-08,49489
2018-02-09,49350
2018-02-10,49212
2018-02-11,49047
2018-02-12,48753
2018-02-13,48116
2018-02-14,48440
2018-02-15,48489
2018-02-16,49008
2018-02-17,48416
2018-02-18,47983
2018-02-19,47942
2018-02-20,47893
2018-02-21,47830
2018-02-22,47708
2018-02-23,47860
2018-02-24,47886
2018-02-25,47737
2018-02-26,47873
2018-02-27,48386
2018-02-28,49695
2018-03-01,52114
2018-03-02,54230
2018-03-03,54689
2018-03-04,54689
2018-03-05,54928
2018-03-06,55260
2018-03-07,53159
2018-03-08,53193
2018-03-09,52168
2018-03-10,51873
2018-03-11,49504
2018-03-12,48149
2018-03-13,48793
2018-03-14,49103
2018-03-15,48885
2018-03-16,49108
2018-03-17,48752
2018-03-18,49683
2018-03-19,48796
2018-03-20,48152
2018-03-21,47549
2018-03-23,51177
2018-03-24,52825
2018-03-25,55336
2018-03-26,57336
2018-03-27,56639
2018-03-28,56639
2018-03-29,54377
2018-03-30,54948
2018-03-31,55376
2018-04-01,58043
2018-04-02,60346
2018-04-03,61219
2018-04-04,59254
2018-04-05,61428
2018-04-06,63441
2018-04-07,63441
2018-04-08,65945
2018-04-09,68897
2018-04-10,72070
2018-04-11,75674
2018-04-12,79458
2018-04-13,83070
2018-04-14,87224
2018-04-15,91498
2018-04-16,91498
2018-04-17,90766
2018-04-18,86992
2018-04-19,82642
2018-04-20,80621
2018-04-21,76706
2018-04-22,74497
2018-04-23,74018
2018-04-24,71366
2018-04-25,68879
2018-04-26,68879
2018-04-27,69684
2018-04-28,71891
2018-04-29,74265
2018-04-30,75960
2018-05-01,75881
2018-05-03,77154
2018-05-04,76155
2018-05-05,74021
2018-05-06,74021
2018-05-07,72676
2018-05-08,72598
2018-05-09,70438
2018-05-10,69247
2018-05-11,68224
2018-05-12,67101
2018-05-13,67101
2018-05-14,66583
2018-05-15,66298
2018-05-16,64439
2018-05-17,64584
2018-05-18,66518
2018-05-19,66023
2018-05-20,65724
2018-05-21,63794
2018-05-22,60826
2018-05-23,57840
2018-05-24,56136
2018-05-25,55455
2018-05-26,57282
2018-05-27,57282
2018-05-28,58470
2018-05-29,57773
2018-05-30,57144
2018-05-31,55212
2018-06-01,54485
2018-06-02,53692
2018-06-03,52712
2018-06-04,51551
2018-06-05,53142
2018-06-06,54180
2018-06-07,54386
2018-06-08,55267
2018-06-09,53948
2018-06-10,52712
2018-06-11,54053
2018-06-12,52653
2018-06-13,51738
2018-06-14,50363
2018-06-15,50440
2018-06-16,50427
2018-06-17,50529
2018-06-18,51016
2018-06-19,49993
2018-06-20,49993
2018-06-21,50424
2018-06-22,51912
2018-06-23,51912
2018-06-24,51603
2018-06-25,50066
2018-06-26,49379
2018-06-27,49710
2018-06-28,50167
2018-06-29,50761
2018-06-30,50347
2018-07-01,50302
2018-07-02,50089
2018-07-03,50266
2018-07-04,49029
2018-07-05,48901
2018-07-06,49206
2018-07-07,49981
2018-07-08,49784
2018-07-09,50035
2018-07-10,50674
2018-07-11,49049
2018-07-12,49033
2018-07-13,49514
2018-07-14,50252
2018-07-15,50343
2018-07-16,48897
2018-07-17,48942
2018-07-18,50719
2018-07-19,49970
2018-07-20,50250
2018-07-21,52336
2018-07-22,54950
2018-07-23,57408
2018-07-24,56344
2018-07-25,55353
2018-07-26,53841
2018-07-27,53344
2018-07-28,52938
2018-07-29,53203
2018-07-30,54843
2018-07-31,57399
2018-08-01,56394
2018-08-02,55914
2018-08-03,55292
2018-08-04,54455
2018-08-05,53792
2018-08-06,52410
2018-08-07,51096
2018-08-08,51195
2018-08-09,53755
2018-08-10,56098
2018-08-11,55169
2018-08-12,54935
2018-08-14,51723
2018-08-16,49230
2018-08-17,49524
2018-08-18,50428
2018-08-19,50049
2018-08-20,51047
2018-08-21,51918
2018-08-22,52079
2018-08-23,54641
2018-08-24,56892
2018-08-25,55980
2018-08-26,54307
2018-08-27,52827
2018-08-28,51732
2018-08-29,54187
2018-08-30,56897
2018-08-31,59736
2018-09-01,62723
2018-09-02,65604
2018-09-03,63987
2018-09-04,62572
2018-09-05,62285
2018-09-06,62285
2018-09-07,61191
2018-09-08,59129
2018-09-09,59956
2018-09-10,58402
2018-09-11,57297
2018-09-12,55501
2018-09-13,53618
2018-09-14,53709
2018-09-15,53252
2018-09-16,53938
2018-09-17,52224
2018-09-18,51530
2018-09-19,52498
2018-09-20,54472
2018-09-21,55313
2018-09-22,56656
2018-09-23,56498
2018-09-24,54429
2018-09-25,52610
2018-09-26,52711
2018-09-27,55325
2018-09-28,57933
2018-09-29,59479
2018-09-30,58472
2018-10-01,57776
2018-10-02,58692
2018-10-03,60065
2018-10-04,60960
2018-10-05,59926
2018-10-06,60789
2018-10-07,62528
2018-10-08,62675
2018-10-09,62702
2018-10-10,61811
2018-10-11,58836
2018-10-12,58487
2018-10-13,59699
2018-10-14,61540
2018-10-15,63806
2018-10-16,64854
2018-10-17,67130
2018-10-18,68196
2018-10-19,68744
2018-10-20,66606
2018-10-21,67124
2018-10-22,64291
2018-10-23,62729
2018-10-24,61685
2018-10-25,60999
2018-10-26,61389
2018-10-27,63692
2018-10-28,63708
2018-10-29,63363
2018-10-30,64109
2018-10-31,64235
2018-11-01,63484
2018-11-03,66216
2018-11-04,69253
2018-11-05,72312
2018-11-06,75078
2018-11-07,77617
2018-11-08,78597
2018-11-09,77910
2018-11-10,76562
2018-11-11,80314
2018-11-12,84330
2018-11-13,88547
2018-11-14,92975
2018-11-15,97624
2018-11-16,102382
2018-11-17,107502
2018-11-18,112878
2018-11-19,116379
2018-11-20,118756
2018-11-21,120572
2018-11-22,118802
2018-11-23,122027
2018-11-24,119460
2018-11-25,118336
2018-11-26,115172
2018-11-27,114691
2018-11-28,112041
2018-11-29,112944
2018-12-01,104625
2018-12-02,100109
2018-12-03,97664
2018-12-04,95930
2018-12-05,93299
2018-12-07,89609
2018-12-09,84151
2018-12-10,81053
2018-12-11,78272
2018-12-12,78573
2018-12-13,80367
2018-12-14,82915
2018-12-15,84280
2018-12-16,87926
2018-12-17,85772
2018-12-18,85229
2018-12-19,88352
2018-12-20,89851
2018-12-21,94344
2018-12-22,98807
2018-12-23,103090
2018-12-24,107296
2018-12-25,112250
2018-12-26,115087
2018-12-27,111686
2018-12-28,107398
2018-12-29,103146
2018-12-30,98505
2018-12-31,95616
2019-01-01,95003
2019-01-02,91722
2019-01-03,91744
2019-01-04,87712
2019-01-05,84408
2019-01-06,83451
2019-01-08,81743
2019-01-10,81331
2019-01-11,79481
2019-01-12,77345
2019-01-13,75816
2019-01-14,74291
2019-01-15,74757
2019-01-16,75490
2019-01-17,72535
2019-01-18,69865
2019-01-19,68785
2019-01-20,68832
2019-01-21,67359
2019-01-22,65938
2019-01-23,66039
2019-01-24,67442
2019-01-25,69160
2019-01-26,68665
2019-01-27,70183
2019-01-28,71158
2019-01-29,71593
2019-01-30,71546
2019-01-31,71780
2019-02-01,71165
2019-02-02,69461
2019-02-03,70517
2019-02-04,70728
2019-02-05,71699
2019-02-06,70822
2019-02-07,69537
2019-02-08,69855
2019-02-09,68807
2019-02-10,68078
2019-02-11,66038
2019-02-12,66551
2019-02-13,64475
2019-02-14,62267
2019-02-15,59631
2019-02-16,57898
2019-02-17,55832
2019-02-18,54088
2019-02-19,52668
2019-02-20,52681
2019-02-21,52346
2019-02-22,53361
2019-02-23,52941
2019-02-24,50653
2019-02-25,49372
2019-02-26,49764
2019-02-27,51500
2019-02-28,49750
2019-03-01,51607
2019-03-02,51072
2019-03-03,51554
2019-03-04,51403
2019-03-05,53303
2019-03-06,54051
2019-03-07,53864
2019-03-08,55691
2019-03-09,53694
2019-03-10,53193
2019-03-11,50841
2019-03-12,51041
2019-03-13,50554
2019-03-14,51454
2019-03-15,51085
2019-03-16,51628
2019-03-17,51122
2019-03-18,50430
2019-03-19,50811
2019-03-20,51727
2019-03-21,52184
2019-03-22,51396
2019-03-23,50438
2019-03-24,49692
2019-03-25,50746
2019-03-26,51644
