date_obj,Old%20school%20bond price
2018-11-23,3039710
2018-11-24,3011721
2018-11-25,3112883
2018-11-26,3208687
2018-11-27,3268549
2018-11-28,3247556
2018-11-29,3135250
2018-12-01,2958903
2018-12-02,3001808
2018-12-03,3070059
2018-12-04,3126054
2018-12-05,3158539
2018-12-07,2998562
2018-12-09,3057745
2018-12-10,3147591
2018-12-11,3175715
2018-12-12,3215125
2018-12-13,3190284
2018-12-14,3104342
2018-12-15,3143588
2018-12-16,3187035
2018-12-17,3245927
2018-12-18,3268047
2018-12-19,3153462
2018-12-20,3027860
2018-12-21,2897052
2018-12-22,2844636
2018-12-23,2889714
2018-12-24,2869475
2018-12-25,2831751
2018-12-26,2850790
2018-12-27,2861007
2018-12-28,2839632
2018-12-29,2879996
2018-12-30,2857370
2018-12-31,2789605
2019-01-01,2855522
2019-01-02,2954368
2019-01-03,2985764
2019-01-04,2960094
2019-01-05,2945692
2019-01-06,3036646
2019-01-08,3193993
2019-01-10,3102422
2019-01-11,2966742
2019-01-12,2889384
2019-01-13,2926854
2019-01-14,2961350
2019-01-15,3020387
2019-01-16,3047898
2019-01-17,3052273
2019-01-18,2980001
2019-01-19,2944206
2019-01-20,2992939
2019-01-21,3091725
2019-01-22,3152486
2019-01-23,3189877
2019-01-24,3195156
2019-01-25,3113292
2019-01-26,3043706
2019-01-27,3096092
2019-01-28,3197584
2019-01-29,3238296
2019-01-30,3257633
2019-01-31,3193386
2019-02-01,3110130
2019-02-02,3027573
2019-02-03,3063897
2019-02-04,3108012
2019-02-05,3102798
2019-02-06,3076329
2019-02-07,3042670
2019-02-08,3002808
2019-02-09,3013997
2019-02-11,3178298
2019-02-12,3191057
2019-02-13,3247835
2019-02-14,3178224
2019-02-15,3174482
2019-02-16,3181190
2019-02-17,3226870
2019-02-18,3293761
2019-02-19,3405119
2019-02-20,3407897
2019-02-21,3354878
2019-02-22,3259454
2019-02-23,3204657
2019-02-24,3241025
2019-02-25,3336088
2019-02-26,3401603
2019-02-27,3337142
2019-02-28,3226174
2019-03-01,3149372
2019-03-02,3171499
2019-03-03,3199262
2019-03-04,3284262
2019-03-05,3341363
2019-03-06,3431441
2019-03-07,3321011
2019-03-08,3219397
2019-03-09,3178563
2019-03-10,3229376
2019-03-11,3324840
2019-03-12,3449923
2019-03-13,3545722
2019-03-14,3607377
2019-03-15,3522829
2019-03-16,3484964
2019-03-17,3594548
2019-03-18,3711679
2019-03-19,3808185
2019-03-20,3842960
2019-03-21,3760985
2019-03-22,3617339
2019-03-23,3643924
2019-03-24,3762194
2019-03-25,3845131
2019-03-26,3864592
2019-03-27,3910335
2019-03-28,3912218
2019-03-29,3807576
2019-03-30,3709428
2019-03-31,3737636
2019-04-01,3820606
2019-04-02,3862272
2019-04-03,3928760
2019-04-04,3933992
2019-04-05,3827571
2019-04-06,3748484
2019-04-07,3811529
2019-04-08,3935340
2019-04-09,3994316
2019-04-10,4036513
2019-04-11,3985140
2019-04-12,3918190
2019-04-13,3844565
2019-04-14,3878827
2019-04-15,3938118
2019-04-16,3949133
2019-04-17,3974674
2019-04-18,3952899
2019-04-19,3866726
2019-04-20,3859442
2019-04-21,3898812
2019-04-22,4034695
2019-04-23,4087045
2019-04-24,4103597
2019-04-25,4082779
2019-04-26,3962802
2019-04-27,3915659
2019-04-28,3972241
2019-04-29,4082229
2019-04-30,4048360
2019-05-01,3998421
2019-05-02,3958808
2019-05-03,3902757
2019-05-04,3906790
2019-05-05,3999016
2019-05-06,4104672
2019-05-07,4182037
2019-05-08,4275037
2019-05-09,4255457
2019-05-10,4122204
2019-05-11,4038004
2019-05-12,4060436
2019-05-13,4153914
2019-05-14,4221205
2019-05-15,4164360
2019-05-16,4100288
2019-05-17,3991519
2019-05-18,4031599
2019-05-19,4078921
2019-05-20,4156051
2019-05-21,4194813
2019-05-22,4111301
2019-05-23,4041649
2019-05-24,3929241
2019-05-25,3931513
2019-05-26,3956207
2019-05-27,3992959
2019-05-28,3995885
2019-05-29,3960592
2019-05-30,3853266
2019-05-31,3742202
2019-06-01,3678036
2019-06-02,3741385
2019-06-03,3816451
2019-06-04,3892447
2019-06-05,3978726
2019-06-06,4011474
2019-06-07,3902077
2019-06-08,3883517
2019-06-09,3975682
2019-06-10,4091145
2019-06-11,4165803
2019-06-12,4169787
2019-06-13,4199804
2019-06-14,4052392
2019-06-15,4021446
2019-06-16,4087428
2019-06-17,4166911
2019-06-18,4191297
2019-06-19,4214940
2019-06-20,4110066
2019-06-21,4031200
2019-06-22,4058148
2019-06-23,4138470
2019-06-24,4224253
2019-06-25,4215900
2019-06-26,4233925
2019-06-27,4194249
2019-06-28,4056904
2019-06-29,4024119
2019-06-30,4101230
2019-07-01,4168245
2019-07-02,4191695
2019-07-03,4185414
2019-07-04,4119371
2019-07-05,4116783
2019-07-06,4111449
2019-07-07,4197565
2019-07-08,4289300
2019-07-09,4284701
2019-07-10,4368624
2019-07-11,4433786
2019-07-12,4281904
2019-07-13,4188206
2019-07-14,4330087
2019-07-15,4474688
2019-07-16,4599797
2019-07-17,4651404
2019-07-18,4564688
2019-07-19,4428473
2019-07-20,4364527
2019-07-21,4455381
2019-07-22,4602563
2019-07-23,4638457
2019-07-24,4661857
2019-07-25,4531756
2019-07-26,4381452
2019-07-27,4275700
2019-07-28,4245592
2019-07-29,4408361
2019-07-30,4439465
2019-07-31,4352115
2019-08-01,4246980
2019-08-02,4118823
2019-08-03,4147839
2019-08-04,4288461
2019-08-05,4396707
2019-08-06,4390536
2019-08-07,4436210
2019-08-08,4316555
2019-08-09,4258996
2019-08-10,4257974
2019-08-11,4347793
2019-08-12,4478606
2019-08-13,4503307
2019-08-14,4449152
2019-08-15,4336576
2019-08-16,4200691
2019-08-17,4163335
2019-08-18,4172348
2019-08-19,4248544
2019-08-20,4207604
2019-08-21,4255886
2019-08-22,4241199
2019-08-23,4170825
2019-08-24,4223531
2019-08-25,4316803
2019-08-26,4385267
2019-08-27,4517835
2019-08-28,4613640
2019-08-29,4489183
2019-08-30,4346824
2019-08-31,4268388
2019-09-01,4305195
2019-09-02,4372632
2019-09-03,4500761
2019-09-04,4577925
2019-09-05,4468748
2019-09-06,4470454
2019-09-07,4467327
2019-09-08,4630639
2019-09-09,4754339
2019-09-10,4909857
2019-09-11,4927202
2019-09-12,4863946
2019-09-13,4778163
2019-09-14,4760554
2019-09-15,4855493
2019-09-16,5033041
2019-09-17,5147379
2019-09-18,5237873
2019-09-19,5029902
2019-09-20,4829061
2019-09-21,4654878
2019-09-22,4708707
2019-09-23,4862801
2019-09-24,4985493
2019-09-25,4930250
2019-09-26,4848912
2019-09-27,4794252
2019-09-28,4878153
2019-09-29,5030756
2019-09-30,5128817
2019-10-01,5061259
2019-10-02,5056669
2019-10-03,5017624
2019-10-04,4876077
2019-10-05,4888553
2019-10-06,4992198
2019-10-07,5138823
2019-10-08,5277661
2019-10-09,5335352
2019-10-10,5289411
2019-10-11,5194599
2019-10-12,5110706
2019-10-13,5177686
2019-10-14,5338537
2019-10-15,5432261
2019-10-16,5557642
2019-10-17,5524022
2019-10-18,5333663
2019-10-19,5146851
2019-10-20,5172248
2019-10-21,5371694
2019-10-22,5413596
2019-10-23,5445405
2019-10-24,5369003
2019-10-25,5260366
2019-10-26,5265630
2019-10-27,5343509
2019-10-28,5516011
2019-10-29,5599949
2019-10-30,5704045
2019-10-31,5605917
2019-11-01,5439582
2019-11-02,5388334
2019-11-03,5516750
2019-11-04,5602451
2019-11-05,5454966
2019-11-06,5405388
2019-11-07,5267854
2019-11-08,5053998
2019-11-09,4983544
2019-11-10,5051598
2019-11-11,5152065
2019-11-12,5252100
2019-11-13,5276219
2019-11-14,5435189
2019-11-15,5488940
2019-11-16,5568674
2019-11-17,5742222
2019-11-18,5868575
2019-11-19,6057277
2019-11-20,6103324
2019-11-21,6047608
2019-11-22,5854651
2019-11-23,5710179
2019-11-24,5639902
2019-11-25,5648160
2019-11-26,5722180
2019-11-27,5790699
2019-11-28,5599785
2019-11-29,5392948
2019-11-30,5262821
2019-12-01,5355249
2019-12-02,5445710
2019-12-03,5512450
2019-12-04,5473007
2019-12-05,5550654
2019-12-06,5508108
2019-12-07,5419607
2019-12-08,5415363
2019-12-09,5518288
2019-12-10,5574035
2019-12-11,5478277
2019-12-12,5401703
2019-12-13,5200026
2019-12-14,5250655
2019-12-15,5294000
2019-12-16,5414704
2019-12-17,5513620
2019-12-18,5635720
2019-12-19,5660449
2019-12-20,5567538
2019-12-21,5442717
2019-12-22,5421552
2019-12-23,5285969
2019-12-24,5094408
2019-12-25,4965306
2019-12-26,4900254
2019-12-27,4957645
2019-12-28,5052884
2019-12-29,4982263
2019-12-30,5058295
2019-12-31,5009831
2020-01-01,5044543
2020-01-02,5173893
2020-01-03,5158922
2020-01-04,5066679
2020-01-05,5031221
2020-01-06,5107410
2020-01-07,5223916
2020-01-08,5350673
2020-01-09,5388028
2020-01-10,5297101
2020-01-11,5235718
2020-01-12,5224149
2020-01-13,5307954
2020-01-14,5351139
2020-01-15,5325255
2020-01-16,5229630
2020-01-17,5116733
2020-01-18,4984519
2020-01-19,4953974
2020-01-20,5027394
2020-01-21,5038413
2020-01-22,5158758
2020-01-23,5089965
2020-01-24,4926907
2020-01-25,4777843
2020-01-26,4832839
2020-01-27,4887460
2020-01-28,4919049
2020-01-29,4979964
2020-01-30,4966119
2020-01-31,4865088
2020-02-01,4752699
2020-02-02,4761996
2020-02-03,4806305
2020-02-04,4863757
2020-02-05,4790046
2020-02-06,4627875
2020-02-07,4449103
2020-02-08,4351126
2020-02-09,4437379
2020-02-10,4579321
2020-02-11,4576783
2020-02-12,4561442
2020-02-13,4452830
2020-02-14,4367784
2020-02-15,4305369
2020-02-16,4383427
2020-02-17,4471557
2020-02-18,4546011
2020-02-19,4568399
2020-02-20,4595273
2020-02-21,4470621
2020-02-22,4485654
2020-02-23,4555077
2020-02-24,4674579
2020-02-25,4705164
2020-02-26,4728042
2020-02-27,4687673
2020-02-28,4577428
2020-02-29,4453698
2020-03-01,4503689
2020-03-02,4631868
2020-03-03,4719605
2020-03-04,4829241
2020-03-05,4808142
2020-03-06,4713108
2020-03-07,4569694
2020-03-08,4508386
2020-03-09,4651011
2020-03-10,4754328
2020-03-11,4782040
2020-03-12,4752485
2020-03-13,4715816
2020-03-14,4718886
2020-03-15,4799572
2020-03-16,4889988
2020-03-17,4973855
2020-03-18,4957964
2020-03-19,4896703
2020-03-20,4794591
2020-03-21,4695040
2020-03-22,4711121
2020-03-23,4824911
2020-03-24,4778469
2020-03-25,4629431
2020-03-26,4465868
2020-03-27,4294542
2020-03-28,4182300
2020-03-29,4265257
2020-03-30,4303277
2020-03-31,4231680
2020-04-01,4151313
2020-04-02,4131019
2020-04-03,4050478
2020-04-04,4012384
2020-04-05,4026826
2020-04-06,4113646
2020-04-07,4134618
2020-04-08,4009639
2020-04-09,3903868
2020-04-10,3853462
2020-04-11,3941327
2020-04-12,4034613
2020-04-13,4013946
2020-04-14,3915445
2020-04-15,3742945
2020-04-16,3576253
2020-04-17,3598013
2020-04-18,3659431
2020-04-19,3770393
2020-04-20,3862609
2020-04-21,3946547
2020-04-22,3919791
2020-04-23,3852179
2020-04-24,3754224
2020-04-25,3687766
2020-04-26,3718432
2020-04-27,3736057
2020-04-28,3714145
2020-04-29,3678669
2020-04-30,3731969
2020-05-01,3739220
2020-05-02,3667634
2020-05-03,3606176
2020-05-04,3531070
2020-05-05,3587559
2020-05-06,3638664
2020-05-07,3644997
2020-05-08,3552268
2020-05-09,3536578
2020-05-10,3642018
2020-05-11,3748453
2020-05-12,3838414
2020-05-13,3788850
