date_obj,Dual%20sai price
2019-04-11,50000
2019-04-11,52500
2019-04-12,55125
2019-04-13,57882
2019-04-14,60777
2019-04-15,220000
2019-04-16,220000
2019-04-17,225540
2019-04-18,236745
2019-04-19,241628
2019-04-20,232660
2019-04-21,232660
2019-04-22,221027
2019-04-23,210896
2019-04-24,200351
2019-04-25,190333
2019-04-26,182121
2019-04-27,174102
2019-04-28,166364
2019-04-29,158862
2019-04-30,151661
2019-05-01,145516
2019-05-02,138843
2019-05-03,131900
2019-05-04,125654
2019-05-05,120036
2019-05-06,114611
2019-05-07,109189
2019-05-08,104069
2019-05-09,99238
2019-05-10,94527
2019-05-11,90158
2019-05-12,85650
2019-05-13,81367
2019-05-14,77644
2019-05-15,74354
2019-05-16,70962
2019-05-17,68062
2019-05-18,64658
2019-05-19,61760
2019-05-20,59018
2019-05-21,56525
2019-05-22,54168
2019-05-23,51760
2019-05-24,49631
2019-05-25,47361
2019-05-26,45170
2019-05-27,43163
2019-05-28,41183
2019-05-29,39320
2019-05-30,37699
2019-05-31,35918
2019-06-01,34301
2019-06-02,32689
2019-06-03,31257
2019-06-04,29877
2019-06-05,28572
2019-06-06,27343
2019-06-07,26179
2019-06-08,24999
2019-06-09,23937
2019-06-10,23937
2019-06-11,22886
2019-06-12,21873
2019-06-13,20924
2019-06-14,19998
2019-06-15,19998
2019-06-16,18998
2019-06-17,18108
2019-06-18,18108
2019-06-19,17317
2019-06-20,16578
2019-06-21,16578
2019-06-22,15923
2019-06-23,15216
2019-06-24,15216
2019-06-25,14609
2019-06-26,14609
2019-06-27,13878
2019-06-28,13878
2019-06-29,13250
2019-06-30,12702
2019-07-01,12702
2019-07-02,12181
2019-07-03,12181
2019-07-04,11666
2019-07-05,11666
2019-07-06,11082
2019-07-07,11082
2019-07-08,10620
2019-07-09,10620
2019-07-10,10089
2019-07-11,10089
2019-07-12,9584
2019-07-13,9584
2019-07-14,9104
2019-07-15,9104
2019-07-16,9104
2019-07-17,8648
2019-07-18,8648
2019-07-19,8262
2019-07-20,8262
2019-07-21,7858
2019-07-22,7858
2019-07-23,7552
2019-07-24,7552
2019-07-25,7552
2019-07-26,7264
2019-07-27,7264
2019-07-28,7078
2019-07-29,7078
2019-07-30,7205
2019-07-31,7205
2019-08-01,7462
2019-08-02,7462
2019-08-03,7788
2019-08-04,7788
2019-08-05,7788
2019-08-06,7426
2019-08-07,7426
2019-08-08,7290
2019-08-09,7290
2019-08-10,7342
2019-08-11,7342
2019-08-12,7342
2019-08-13,7153
2019-08-14,7153
2019-08-15,7053
2019-08-16,7053
2019-08-17,7057
2019-08-18,7057
2019-08-19,6821
2019-08-20,6821
2019-08-21,6821
2019-08-22,6612
2019-08-23,6612
2019-08-24,6444
2019-08-24,6444
2019-08-25,6444
2019-08-25,6444
2019-08-26,6444
2019-08-26,6444
2019-08-27,6512
2019-08-27,6512
2019-08-28,6512
2019-08-29,6512
2019-08-30,6746
2019-08-31,6746
2019-09-01,6746
2019-09-02,6680
2019-09-03,6680
2019-09-04,6425
2019-09-05,6425
2019-09-06,6425
2019-09-07,6317
2019-09-08,6317
2019-09-09,6317
2019-09-10,6143
2019-09-11,6143
2019-09-12,6143
2019-09-13,6239
2019-09-14,6239
2019-09-15,6239
2019-09-16,6278
2019-09-17,6278
2019-09-18,6278
2019-09-19,6421
2019-09-20,6421
2019-09-21,6421
2019-09-22,6507
2019-09-23,6507
2019-09-24,6507
2019-09-25,6553
2019-09-26,6553
2019-09-27,6553
2019-09-28,6565
2019-09-29,6565
2019-09-30,6565
2019-10-01,6300
2019-10-02,6300
2019-10-03,6300
2019-10-04,6300
2019-10-05,6438
2019-10-06,6438
2019-10-07,6445
2019-10-08,6445
2019-10-09,6445
2019-10-10,6750
2019-10-11,6750
2019-10-12,6750
2019-10-13,7039
2019-10-14,7039
2019-10-15,7039
2019-10-16,7126
2019-10-17,7126
2019-10-18,7126
2019-10-19,7413
2019-10-20,7413
2019-10-21,7413
2019-10-22,7582
2019-10-23,7582
2019-10-24,7853
2019-10-25,7853
2019-10-26,7853
2019-10-27,7968
2019-10-28,7968
2019-10-29,7968
2019-10-30,7844
2019-10-31,7844
2019-11-01,7844
2019-11-02,7525
2019-11-03,7525
2019-11-04,7525
2019-11-05,7321
2019-11-06,7321
2019-11-07,7321
2019-11-08,7105
2019-11-09,7105
2019-11-10,7105
2019-11-11,7028
2019-11-12,7028
2019-11-13,7028
2019-11-14,7021
2019-11-15,7021
2019-11-16,7157
2019-11-17,7157
2019-11-18,7157
2019-11-19,7422
2019-11-20,7422
2019-11-21,7422
2019-11-22,7465
2019-11-23,7465
2019-11-24,7465
2019-11-25,7400
2019-11-26,7400
2019-11-27,7400
2019-11-28,7578
2019-11-29,7578
2019-11-30,7578
2019-12-01,7361
2019-12-02,7361
2019-12-03,7361
2019-12-04,7257
2019-12-05,7257
2019-12-06,7257
2019-12-07,7090
2019-12-08,7090
2019-12-09,7090
2019-12-10,7035
2019-12-11,7035
2019-12-12,7035
2019-12-13,7249
2019-12-14,7249
2019-12-15,7249
2019-12-16,7384
2019-12-17,7384
2019-12-18,7384
2019-12-19,7745
2019-12-20,7745
2019-12-21,7745
2019-12-22,8092
2019-12-23,8092
2019-12-24,8092
2019-12-25,7975
2019-12-26,7975
2019-12-27,7975
2019-12-28,7665
2019-12-29,7665
2019-12-30,7665
2019-12-31,7331
2020-01-01,7331
2020-01-02,6991
2020-01-03,6991
2020-01-04,6991
2020-01-05,6926
2020-01-06,6926
2020-01-07,6926
2020-01-08,7060
2020-01-09,7060
2020-01-10,7336
2020-01-11,7336
2020-01-12,7644
2020-01-13,7644
2020-01-14,7644
2020-01-15,8018
2020-01-16,8018
2020-01-17,8414
2020-01-18,8414
2020-01-19,8753
2020-01-20,8753
2020-01-21,8753
2020-01-22,8564
2020-01-23,8564
2020-01-24,8615
2020-01-25,8615
2020-01-26,8627
2020-01-27,8627
2020-01-28,8627
2020-01-29,8343
2020-01-30,8343
2020-01-31,8343
2020-02-01,7954
2020-02-02,7954
2020-02-03,7611
2020-02-04,7611
2020-02-05,7611
2020-02-06,7472
2020-02-07,7472
2020-02-08,7472
2020-02-09,7586
2020-02-10,7586
2020-02-11,7801
2020-02-12,7801
2020-02-13,7801
2020-02-14,8065
2020-02-15,8065
2020-02-16,8065
2020-02-17,8324
2020-02-18,8324
2020-02-19,8324
2020-02-20,8139
2020-02-21,8139
2020-02-22,8139
2020-02-23,7925
2020-02-24,7925
2020-02-25,7783
2020-02-26,7783
2020-02-27,7783
2020-02-28,7535
2020-02-29,7535
2020-03-01,7190
2020-03-02,7190
2020-03-03,6865
2020-03-04,6865
2020-03-05,6567
2020-03-06,6567
2020-03-07,6428
2020-03-08,6428
2020-03-09,6202
2020-03-10,6202
2020-03-11,5977
2020-03-12,5977
2020-03-13,5745
2020-03-14,5745
2020-03-15,5526
2020-03-16,5526
2020-03-17,5274
2020-03-18,5274
2020-03-19,5092
2020-03-20,5092
2020-03-21,4920
2020-03-22,4920
2020-03-23,4726
2020-03-24,4726
2020-03-25,4592
2020-03-26,4421
2020-03-27,4421
2020-03-28,4349
2020-03-29,4318
2020-03-30,4318
2020-03-31,4345
2020-04-01,4345
2020-04-02,4243
2020-04-03,4243
2020-04-04,4152
2020-04-05,4152
2020-04-06,4006
2020-04-07,4006
2020-04-08,3929
2020-04-09,3929
2020-04-10,3929
2020-04-11,3769
2020-04-12,3769
2020-04-13,3625
2020-04-14,3625
2020-04-15,3655
2020-04-16,3655
2020-04-17,3652
2020-04-18,3652
2020-04-19,3654
