date_obj,Black%20elegant%20shirt price
2019-03-24,12613
2019-03-25,12613
2019-03-26,12444
2019-03-27,12444
2019-03-28,12521
2019-03-29,12451
2019-03-30,12451
2019-03-31,12222
2019-04-01,12415
2019-04-02,12245
2019-04-03,12210
2019-04-04,12426
2019-04-05,12679
2019-04-06,12679
2019-04-07,12700
2019-04-08,13056
2019-04-09,13056
2019-04-10,13312
2019-04-11,13324
2019-04-12,13122
2019-04-13,13415
2019-04-14,13627
2019-04-15,13627
2019-04-16,13708
2019-04-17,13496
2019-04-18,13810
2019-04-19,13810
2019-04-20,14026
2019-04-21,14026
2019-04-22,13999
2019-04-23,13762
2019-04-24,13762
2019-04-25,13820
2019-04-26,13498
2019-04-27,13097
2019-04-28,12794
2019-04-29,12790
2019-04-30,12735
2019-05-01,12355
2019-05-02,11849
2019-05-03,11407
2019-05-04,10836
2019-05-05,10398
2019-05-06,10353
2019-05-07,10226
2019-05-08,10200
2019-05-09,10200
2019-05-10,10136
2019-05-11,9918
2019-05-12,9764
2019-05-13,9804
2019-05-14,9923
2019-05-15,10380
2019-05-16,10871
2019-05-17,10871
2019-05-18,11180
2019-05-19,11180
2019-05-20,11247
2019-05-21,11247
2019-05-22,11351
2019-05-23,11616
2019-05-24,11616
2019-05-25,11476
2019-05-26,11474
2019-05-27,11395
2019-05-28,11689
2019-05-29,11969
2019-05-30,12220
2019-05-31,12220
2019-06-01,12283
2019-06-02,12417
2019-06-03,12541
2019-06-04,12425
2019-06-05,12688
2019-06-06,12361
2019-06-07,12260
2019-06-08,12029
2019-06-09,11885
2019-06-10,11885
2019-06-11,11804
2019-06-12,11673
2019-06-13,11259
2019-06-14,11028
2019-06-15,11028
2019-06-16,10641
2019-06-17,10142
2019-06-18,10142
2019-06-19,10025
2019-06-20,10208
2019-06-21,10208
2019-06-22,10067
2019-06-23,10245
2019-06-24,10245
2019-06-25,10308
2019-06-26,10268
2019-06-27,10032
2019-06-28,10032
2019-06-29,9761
2019-06-30,9658
2019-07-01,9658
2019-07-02,9606
2019-07-03,9503
2019-07-04,9503
2019-07-05,9544
2019-07-06,9879
2019-07-07,9781
2019-07-08,9781
2019-07-09,9547
2019-07-10,9705
2019-07-11,9683
2019-07-12,9788
2019-07-13,9788
2019-07-14,9500
2019-07-15,9500
2019-07-16,9143
2019-07-17,9211
2019-07-18,9592
2019-07-19,9592
2019-07-20,10019
2019-07-21,10338
2019-07-22,10817
2019-07-23,11333
2019-07-24,11333
2019-07-25,11860
2019-07-26,11860
2019-07-27,12212
2019-07-28,12470
2019-07-29,12981
2019-07-30,13534
2019-07-31,13677
2019-08-01,13677
2019-08-02,13645
2019-08-03,13820
2019-08-04,13891
2019-08-05,13822
2019-08-06,13874
2019-08-07,13767
2019-08-08,13767
2019-08-09,13606
2019-08-10,13385
2019-08-11,13385
2019-08-12,13195
2019-08-13,13118
2019-08-14,13118
2019-08-15,12971
2019-08-16,12797
2019-08-17,12797
2019-08-18,12533
2019-08-19,12325
2019-08-20,12325
2019-08-21,12295
2019-08-22,12370
2019-08-23,12370
2019-08-24,12586
2019-08-24,12586
2019-08-25,12586
2019-08-25,12586
2019-08-26,12742
2019-08-27,12944
2019-08-27,12944
2019-08-28,13098
2019-08-29,13098
2019-08-30,13029
2019-08-31,13029
2019-09-01,12900
2019-09-02,12900
2019-09-03,12896
2019-09-04,12698
2019-09-05,12698
2019-09-06,12710
2019-09-07,12536
2019-09-08,12264
2019-09-09,12264
2019-09-10,12121
2019-09-11,12440
2019-09-12,12440
2019-09-13,12533
2019-09-14,12489
2019-09-15,12198
2019-09-16,11995
2019-09-17,11880
2019-09-18,11537
2019-09-19,11537
2019-09-20,11453
2019-09-21,11410
2019-09-22,11410
2019-09-23,10866
2019-09-24,10866
2019-09-25,10609
2019-09-26,10361
2019-09-27,10361
2019-09-28,10151
2019-09-29,10151
2019-09-30,9952
2019-10-01,9901
2019-10-02,9901
2019-10-03,9604
2019-10-04,9604
2019-10-05,9447
2019-10-06,9523
2019-10-07,9523
2019-10-08,9289
2019-10-09,9289
2019-10-10,9055
2019-10-11,9055
2019-10-12,8952
2019-10-13,9338
2019-10-14,9661
2019-10-15,9661
2019-10-16,10037
2019-10-17,10037
2019-10-18,10160
2019-10-19,10042
2019-10-20,10042
2019-10-21,10076
2019-10-22,10076
2019-10-23,10169
2019-10-24,10169
2019-10-25,10263
2019-10-26,10332
2019-10-27,10332
2019-10-28,10378
2019-10-29,10378
2019-10-30,10284
2019-10-31,10292
2019-11-01,10292
2019-11-02,10372
2019-11-03,10142
2019-11-04,10086
2019-11-05,10086
2019-11-06,10238
2019-11-07,10238
2019-11-08,10150
2019-11-09,10079
2019-11-10,9685
2019-11-11,10063
2019-11-12,10063
2019-11-13,10117
2019-11-14,10117
2019-11-15,10461
2019-11-16,10609
2019-11-17,10609
2019-11-18,10967
2019-11-19,10967
2019-11-20,11202
2019-11-21,11202
2019-11-22,11384
2019-11-23,11774
2019-11-24,11774
2019-11-25,12004
2019-11-26,12181
2019-11-27,12181
2019-11-28,12569
2019-11-29,12569
2019-11-30,12930
2019-12-01,12930
2019-12-02,13575
2019-12-03,14231
2019-12-04,14231
2019-12-05,14800
2019-12-06,14800
2019-12-07,14956
2019-12-08,14956
2019-12-09,14795
2019-12-10,14933
2019-12-11,14933
2019-12-12,14595
2019-12-13,14595
2019-12-14,14213
2019-12-15,13848
2019-12-16,13848
2019-12-17,13671
2019-12-18,13671
2019-12-19,13745
2019-12-20,13975
2019-12-21,14084
2019-12-22,14191
2019-12-23,14191
2019-12-24,14434
2019-12-25,14257
2019-12-26,14257
2019-12-27,14174
2019-12-28,14174
2019-12-29,14051
2019-12-30,14051
2019-12-31,13972
2020-01-01,13972
2020-01-02,13575
2020-01-03,13575
2020-01-04,13487
2020-01-05,13220
2020-01-06,13220
2020-01-07,12860
2020-01-08,12860
2020-01-09,12531
2020-01-10,12345
2020-01-11,12325
2020-01-12,12426
2020-01-13,12426
2020-01-14,12798
2020-01-15,13023
2020-01-16,13397
2020-01-17,13249
2020-01-18,13249
2020-01-19,13272
2020-01-20,13897
2020-01-21,13897
2020-01-22,13907
2020-01-23,14086
2020-01-24,14086
2020-01-25,14291
2020-01-26,14193
2020-01-27,14193
2020-01-28,14285
2020-01-29,13977
2020-01-30,13977
2020-01-31,13284
2020-02-01,13027
2020-02-02,12858
2020-02-03,12858
2020-02-04,12345
2020-02-05,11796
2020-02-06,11314
2020-02-07,11314
2020-02-08,10748
2020-02-09,10748
2020-02-10,10210
2020-02-11,10210
2020-02-12,9699
2020-02-13,9699
2020-02-14,9227
2020-02-15,8862
2020-02-16,8790
2020-02-17,8655
2020-02-18,8379
2020-02-19,8379
2020-02-20,8273
2020-02-21,8273
2020-02-22,7964
2020-02-23,7712
2020-02-24,7545
2020-02-25,7212
2020-02-26,6988
2020-02-27,6988
2020-02-28,6676
2020-02-29,6676
2020-03-01,6420
2020-03-02,6125
2020-03-03,5926
2020-03-04,5926
2020-03-05,5952
2020-03-06,6059
2020-03-07,6059
2020-03-08,6212
2020-03-09,6246
2020-03-10,6194
2020-03-11,6194
2020-03-12,5912
2020-03-13,5912
2020-03-14,5762
2020-03-15,5762
2020-03-16,5830
2020-03-17,5830
2020-03-18,5736
2020-03-19,5555
2020-03-20,5495
2020-03-21,5569
2020-03-22,5542
2020-03-23,5634
2020-03-24,5671
2020-03-25,5624
2020-03-26,5658
2020-03-27,5751
2020-03-28,5744
2020-03-29,5893
2020-03-30,5942
2020-03-31,5881
2020-04-01,5907
2020-04-02,6020
2020-04-03,6020
2020-04-04,6119
2020-04-05,6056
2020-04-06,6021
2020-04-07,6000
2020-04-08,5978
2020-04-09,5892
2020-04-10,5831
2020-04-11,5847
2020-04-12,5942
2020-04-13,5955
2020-04-14,6101
2020-04-15,6055
2020-04-16,6055
2020-04-17,6065
2020-04-18,6146
2020-04-19,5969
2020-04-20,5842
2020-04-21,5964
2020-04-22,6096
2020-04-23,6228
2020-04-24,6327
2020-04-25,6247
2020-04-26,6326
2020-04-27,6317
2020-04-28,6313
2020-04-29,6293
2020-04-30,6142
2020-05-01,6166
2020-05-02,6285
2020-05-03,6308
2020-05-04,6323
2020-05-05,6277
2020-05-06,6114
2020-05-07,5925
2020-05-08,5754
2020-05-09,5725
2020-05-10,5746
2020-05-11,5644
2020-05-12,5644
2020-05-13,5670
