date_obj,Splitbark%20legs price
2019-04-11,24237
2019-04-12,24626
2019-04-13,25759
2019-04-14,26563
2019-04-15,26791
2019-04-16,28090
2019-04-17,29484
2019-04-18,29732
2019-04-19,30238
2019-04-20,30676
2019-04-21,31446
2019-04-22,31648
2019-04-23,32958
2019-04-24,34169
2019-04-25,35878
2019-04-26,37636
2019-04-27,39518
2019-04-28,41263
2019-04-29,42783
2019-04-30,44527
2019-05-01,45863
2019-05-02,46372
2019-05-03,47126
2019-05-04,45578
2019-05-05,43299
2019-05-06,41134
2019-05-07,39094
2019-05-08,37147
2019-05-09,35289
2019-05-10,33524
2019-05-11,31847
2019-05-12,30718
2019-05-13,29493
2019-05-14,28482
2019-05-15,28133
2019-05-16,27357
2019-05-17,27357
2019-05-18,26877
2019-05-19,25580
2019-05-20,24823
2019-05-21,24489
2019-05-22,24504
2019-05-23,25021
2019-05-24,24425
2019-05-25,24564
2019-05-26,24339
2019-05-27,24648
2019-05-28,24427
2019-05-29,25243
2019-05-30,25991
2019-05-31,25991
2019-06-01,27209
2019-06-02,28570
2019-06-03,29534
2019-06-04,29647
2019-06-05,28543
2019-06-06,27297
2019-06-07,26591
2019-06-08,25840
2019-06-09,25305
2019-06-10,25305
2019-06-11,24900
2019-06-12,24214
2019-06-13,24308
2019-06-14,23882
2019-06-15,23882
2019-06-16,23850
2019-06-17,24113
2019-06-18,24113
2019-06-19,24027
2019-06-20,24270
2019-06-21,24021
2019-06-22,24098
2019-06-23,23984
2019-06-24,24144
2019-06-25,23983
2019-06-26,24050
2019-06-27,24249
2019-06-28,24249
2019-06-29,24016
2019-06-30,24151
2019-07-01,24151
2019-07-02,24065
2019-07-03,24565
2019-07-04,24565
2019-07-05,25787
2019-07-06,25333
2019-07-07,25013
2019-07-08,25281
2019-07-09,25228
2019-07-10,24973
2019-07-11,24383
2019-07-12,24475
2019-07-13,24475
2019-07-14,24967
2019-07-15,24967
2019-07-16,25185
2019-07-17,24488
2019-07-18,24668
2019-07-19,24944
2019-07-20,24250
2019-07-21,24465
2019-07-22,24062
2019-07-23,24019
2019-07-24,24019
2019-07-25,23733
2019-07-26,23733
2019-07-27,23473
2019-07-28,23520
2019-07-29,23638
2019-07-30,23830
2019-07-31,24034
2019-08-01,24313
2019-08-02,25075
2019-08-03,24580
2019-08-04,24465
2019-08-05,24209
2019-08-06,23238
2019-08-07,23999
2019-08-08,23999
2019-08-09,24414
2019-08-10,24380
2019-08-11,24380
2019-08-12,24434
2019-08-13,25079
2019-08-14,25360
2019-08-15,24780
2019-08-16,24398
2019-08-17,24398
2019-08-18,24651
2019-08-19,25417
2019-08-20,26366
2019-08-21,25867
2019-08-22,24719
2019-08-23,23960
2019-08-24,23656
2019-08-24,23656
2019-08-25,23656
2019-08-25,23656
2019-08-26,23886
2019-08-26,23886
2019-08-27,23934
2019-08-27,23934
2019-08-28,23995
2019-08-29,24096
2019-08-30,24338
2019-08-31,24338
2019-09-01,24274
2019-09-02,24274
2019-09-03,24159
2019-09-04,24048
2019-09-05,24048
2019-09-06,24201
2019-09-07,24043
2019-09-08,23882
2019-09-09,23882
2019-09-10,23761
2019-09-11,23748
2019-09-12,23748
2019-09-13,23730
2019-09-14,23714
2019-09-15,23934
2019-09-16,24023
2019-09-17,23944
2019-09-18,23646
2019-09-19,23646
2019-09-20,24030
2019-09-21,24193
2019-09-22,24065
2019-09-23,24623
2019-09-24,24623
2019-09-25,24914
2019-09-26,25337
2019-09-27,25337
2019-09-28,25773
2019-09-29,25773
2019-09-30,25599
2019-10-01,25836
2019-10-02,25836
2019-10-03,26246
2019-10-04,26246
2019-10-05,26197
2019-10-06,26148
2019-10-07,26148
2019-10-08,26145
2019-10-09,26145
2019-10-10,25003
2019-10-11,25003
2019-10-12,25186
2019-10-13,25287
2019-10-14,25724
2019-10-15,25724
2019-10-16,25614
2019-10-17,25614
2019-10-18,25579
2019-10-19,25778
2019-10-20,24956
2019-10-21,24956
2019-10-22,24329
2019-10-23,23959
2019-10-24,23959
2019-10-25,23839
2019-10-26,24076
2019-10-27,23990
2019-10-28,23684
2019-10-29,23684
2019-10-30,23867
2019-10-31,24389
2019-11-01,25232
2019-11-02,25368
2019-11-03,25402
2019-11-04,25627
2019-11-05,25627
2019-11-06,25365
2019-11-07,25039
2019-11-08,24741
2019-11-09,24732
2019-11-10,24567
2019-11-11,24682
2019-11-12,24682
2019-11-13,24863
2019-11-14,24863
2019-11-15,25003
2019-11-16,24677
2019-11-17,24677
2019-11-18,24388
2019-11-19,23178
2019-11-20,24015
2019-11-21,24015
2019-11-22,24527
2019-11-23,24538
2019-11-24,24686
2019-11-25,24299
2019-11-26,25305
2019-11-27,25305
2019-11-28,25256
2019-11-29,25256
2019-11-30,24619
2019-12-01,25026
2019-12-02,25026
2019-12-03,24730
2019-12-04,24851
2019-12-05,24851
2019-12-06,24996
2019-12-07,24513
2019-12-08,24513
2019-12-09,25238
2019-12-10,24551
2019-12-11,24551
2019-12-12,24434
2019-12-13,23798
2019-12-14,24503
2019-12-15,25263
2019-12-16,25263
2019-12-17,24739
2019-12-18,24739
2019-12-19,24703
2019-12-20,23798
2019-12-21,23738
2019-12-22,24298
2019-12-23,24298
2019-12-24,24102
2019-12-25,24129
2019-12-26,24129
2019-12-27,23584
2019-12-28,23743
2019-12-29,23743
2019-12-30,23409
2019-12-31,23661
2020-01-01,24226
2020-01-02,24561
2020-01-03,24561
2020-01-04,24406
2020-01-05,23813
2020-01-06,23813
2020-01-07,24032
2020-01-08,24032
2020-01-09,24188
2020-01-10,23973
2020-01-11,24184
2020-01-12,23880
2020-01-13,23880
2020-01-14,23458
2020-01-15,23528
2020-01-16,23845
2020-01-17,23822
2020-01-18,23822
2020-01-19,24026
2020-01-20,23969
2020-01-21,23969
2020-01-22,23882
2020-01-23,23943
2020-01-24,23998
2020-01-25,24192
2020-01-26,23849
2020-01-27,23827
2020-01-28,23921
2020-01-29,25024
2020-01-30,26090
2020-01-31,25558
2020-02-01,24747
2020-02-02,24112
2020-02-03,24069
2020-02-04,23854
2020-02-05,23795
2020-02-06,23655
2020-02-07,23356
2020-02-08,23646
2020-02-09,23844
2020-02-10,23755
2020-02-11,24435
2020-02-12,24932
2020-02-13,24932
2020-02-14,24493
2020-02-15,23836
2020-02-16,23161
2020-02-17,23696
2020-02-18,23910
2020-02-19,23689
2020-02-20,23944
2020-02-21,23944
2020-02-22,24005
2020-02-23,23891
2020-02-24,24024
2020-02-25,23842
2020-02-26,23711
2020-02-27,23740
2020-02-28,23787
2020-02-29,23787
2020-03-01,23680
2020-03-02,23863
2020-03-03,23887
2020-03-04,23887
2020-03-05,23778
2020-03-06,23835
2020-03-07,24080
2020-03-08,24021
2020-03-09,24052
2020-03-10,23929
2020-03-11,24057
2020-03-12,23924
2020-03-13,24237
2020-03-14,24382
2020-03-15,24230
2020-03-16,24291
2020-03-17,24164
2020-03-18,24329
2020-03-19,23979
2020-03-20,23924
2020-03-21,23816
2020-03-22,23716
2020-03-23,23881
2020-03-24,23979
2020-03-25,24117
2020-03-26,24280
2020-03-27,24135
2020-03-28,24190
2020-03-29,24267
2020-03-30,24414
2020-03-31,24287
2020-04-01,24537
2020-04-02,24253
2020-04-03,24253
2020-04-04,24533
2020-04-05,24597
2020-04-06,24363
2020-04-07,24528
2020-04-08,24264
2020-04-09,24161
2020-04-10,24075
2020-04-11,23949
2020-04-12,23505
2020-04-13,23650
2020-04-14,23761
2020-04-15,24014
2020-04-16,24431
2020-04-17,24737
2020-04-18,24521
2020-04-19,24171
2020-04-20,24196
2020-04-21,24252
2020-04-22,23973
2020-04-23,23747
2020-04-24,23878
2020-04-25,24004
2020-04-26,24027
2020-04-27,23996
2020-04-28,24074
2020-04-29,24197
2020-04-30,24274
2020-05-01,24005
2020-05-02,23994
2020-05-03,23787
2020-05-04,23970
2020-05-05,24156
2020-05-06,24011
2020-05-07,24168
2020-05-08,24268
2020-05-09,24114
2020-05-10,24032
2020-05-11,24034
2020-05-12,24236
2020-05-13,24150
