date_obj,Yellow%20gloves price
2015-06-26,1179
2015-06-27,1179
2015-06-28,1193
2015-06-29,1193
2015-06-30,1185
2015-07-01,1169
2015-07-02,1169
2015-07-03,1122
2015-07-04,1122
2015-07-05,1077
2015-07-06,1077
2015-07-07,1091
2015-07-08,1113
2015-07-09,1113
2015-07-10,1113
2015-07-11,1113
2015-07-12,1124
2015-07-13,1146
2015-07-14,1147
2015-07-15,1149
2015-07-16,1149
2015-07-17,1160
2015-07-18,1160
2015-07-19,1164
2015-07-20,1160
2015-07-21,1160
2015-07-22,1158
2015-07-23,1158
2015-07-24,1147
2015-07-25,1147
2015-07-26,1149
2015-07-27,1157
2015-07-28,1157
2015-07-29,1168
2015-07-30,1168
2015-07-31,1200
2015-08-01,1200
2015-08-02,1198
2015-08-03,1221
2015-08-04,1221
2015-08-05,1233
2015-08-06,1221
2015-08-07,1221
2015-08-08,1223
2015-08-09,1184
2015-08-10,1153
2015-08-11,1139
2015-08-12,1139
2015-08-13,1141
2015-08-14,1116
2015-08-15,1116
2015-08-16,1138
2015-08-17,1124
2015-08-18,1135
2015-08-19,1145
2015-08-20,1145
2015-08-21,1131
2015-08-22,1129
2015-08-23,1129
2015-08-24,1097
2015-08-25,1097
2015-08-26,1066
2015-08-27,1060
2015-08-28,1060
2015-08-29,1065
2015-08-30,1065
2015-08-31,1085
2015-09-02,1099
2015-09-07,1173
2015-09-08,1228
2015-09-10,1319
2015-09-14,1311
2015-09-16,1268
2015-09-22,1221
2015-09-23,1226
2015-09-24,1226
2015-09-25,1238
2015-09-27,1239
2015-09-28,1236
2015-09-29,1236
2015-09-30,1262
2015-10-05,1343
2015-10-06,1385
2015-10-07,1385
2015-10-08,1391
2015-10-09,1363
2015-10-10,1363
2015-10-11,1377
2015-10-12,1345
2015-10-13,1345
2015-10-14,1328
2015-10-15,1301
2015-10-16,1278
2015-10-17,1278
2015-10-18,1268
2015-10-19,1225
2015-10-20,1192
2015-10-22,1217
2015-10-23,1214
2015-10-24,1214
2015-10-25,1190
2015-10-26,1188
2015-10-27,1188
2015-10-29,1170
2015-10-30,1115
2015-10-31,1112
2015-11-01,1112
2015-11-02,1122
2015-11-03,1122
2015-11-05,1157
2015-11-06,1157
2015-11-07,1197
2015-11-08,1197
2015-11-09,1252
2015-11-10,1252
2015-11-11,1248
2015-11-12,1248
2015-11-13,1196
2015-11-14,1196
2015-11-15,1224
2015-11-16,1224
2015-11-17,1226
2015-11-18,1226
2015-11-19,1186
2015-11-20,1158
2015-11-21,1158
2015-11-22,1133
2015-11-23,1133
2015-11-24,1106
2015-11-25,1056
2015-11-26,1056
2015-11-27,1003
2015-11-28,1003
2015-11-29,964
2015-11-30,954
2015-12-01,954
2015-12-02,940
2015-12-03,922
2015-12-04,922
2015-12-05,908
2015-12-06,905
2015-12-07,905
2015-12-08,931
2015-12-09,969
2015-12-10,969
2015-12-11,977
2015-12-13,982
2015-12-14,982
2015-12-15,982
2015-12-16,999
2015-12-17,999
2015-12-18,968
2015-12-19,968
2015-12-20,967
2015-12-21,967
2015-12-22,965
2015-12-23,943
2015-12-24,943
2015-12-25,926
2015-12-26,926
2015-12-27,951
2015-12-28,951
2015-12-29,941
2015-12-30,919
2015-12-31,919
2016-01-01,940
2016-01-02,940
2016-01-03,961
2016-01-04,971
2016-01-05,971
2016-01-06,981
2016-01-07,981
2016-01-08,990
2016-01-09,990
2016-01-10,1006
2016-01-11,1006
2016-01-12,1011
2016-01-13,1011
2016-01-14,1003
2016-01-15,1003
2016-01-16,1022
2016-01-17,1022
2016-01-18,1050
2016-01-19,1050
2016-01-20,1044
2016-01-21,1044
2016-01-22,1046
2016-01-23,1046
2016-01-24,1060
2016-01-25,1045
2016-01-26,1045
2016-01-27,1044
2016-01-28,1044
2016-01-29,1052
2016-01-30,1052
2016-01-31,1045
2016-02-01,1058
2016-02-02,1058
2016-02-03,1056
2016-02-04,1056
2016-02-05,1054
2016-02-06,1055
2016-02-07,1055
2016-02-08,1057
2016-02-09,1057
2016-02-10,1028
2016-02-11,1028
2016-02-12,1035
2016-02-13,1035
2016-02-14,1035
2016-02-15,1044
2016-02-16,1044
2016-02-17,1044
2016-02-18,1044
2016-02-19,1042
2016-02-20,1055
2016-02-21,1072
2016-02-22,1072
2016-02-23,1082
2016-02-24,1082
2016-02-25,1137
2016-02-26,1137
2016-02-27,1144
2016-02-28,1144
2016-02-29,1163
2016-03-01,1104
2016-03-02,1104
2016-03-03,1063
2016-03-04,1020
2016-03-05,1023
2016-03-06,1047
2016-03-07,1047
2016-03-08,1052
2016-03-09,1066
2016-03-10,1059
2016-03-11,1059
2016-03-12,1037
2016-03-13,1037
2016-03-14,1059
2016-03-15,1109
2016-03-16,1140
2016-03-17,1140
2016-03-18,1141
2016-03-19,1109
2016-03-20,1082
2016-03-21,1082
2016-03-22,1103
2016-03-23,1090
2016-03-24,1090
2016-03-25,1048
2016-03-26,1075
2016-03-27,1075
2016-03-28,1086
2016-03-29,1104
2016-03-30,1104
2016-03-31,1094
2016-04-01,1099
2016-04-02,1131
2016-04-03,1110
2016-04-04,1106
2016-04-05,1106
2016-04-06,1100
2016-04-07,1100
2016-04-08,1080
2016-04-09,1064
2016-04-10,1051
2016-04-11,1051
2016-04-12,1037
2016-04-13,1026
2016-04-14,1024
2016-04-15,1026
2016-04-16,999
2016-04-17,980
2016-04-18,988
2016-04-19,1036
2016-04-20,1063
2016-04-21,1063
2016-04-22,1114
2016-04-23,1150
2016-04-24,1171
2016-04-25,1220
2016-04-26,1259
2016-04-27,1277
2016-04-28,1228
2016-04-29,1228
2016-04-30,1166
2016-05-01,1166
2016-05-02,1107
2016-05-03,1070
2016-05-04,1068
2016-05-05,1056
2016-05-06,1056
2016-05-07,1049
2016-05-08,1049
2016-05-09,1037
2016-05-10,1034
2016-05-11,1034
2016-05-12,1019
2016-05-13,1033
2016-05-14,1036
2016-05-15,991
2016-05-16,991
2016-05-17,952
2016-05-18,930
2016-05-19,930
2016-05-22,917
2016-05-23,945
2016-05-24,954
2016-05-25,954
2016-05-26,942
2016-05-27,950
2016-05-28,950
2016-05-29,944
2016-05-30,944
2016-05-31,921
2016-06-01,897
2016-06-02,878
2016-06-03,878
2016-06-04,877
2016-06-05,877
2016-06-06,892
2016-06-07,892
2016-06-08,906
2016-06-09,908
2016-06-10,928
2016-06-11,913
2016-06-12,914
2016-06-13,914
2016-06-14,936
2016-06-15,982
2016-06-16,982
2016-06-17,984
2016-06-18,984
2016-06-19,1003
2016-06-20,1024
2016-06-21,994
2016-06-22,973
2016-06-23,963
2016-06-24,963
2016-06-25,956
2016-06-26,956
2016-06-27,937
2016-06-28,895
2016-06-29,889
2016-06-30,933
2016-07-01,974
2016-07-02,974
2016-07-03,957
2016-07-04,941
2016-07-05,941
2016-07-06,946
2016-07-07,946
2016-07-08,924
2016-07-09,934
2016-07-10,926
2016-07-11,919
2016-07-12,919
2016-07-13,925
2016-07-14,933
2016-07-15,933
2016-07-16,963
2016-07-17,963
2016-07-18,973
2016-07-24,1009
2016-07-25,987
2016-07-26,987
2016-07-27,1002
2016-07-28,1002
2016-07-29,980
2016-07-30,963
2016-07-31,963
2016-08-01,947
2016-08-02,932
2016-08-03,910
2016-08-04,910
2016-08-05,915
2016-08-06,926
2016-08-07,941
2016-08-08,941
2016-08-09,965
2016-08-10,965
2016-08-11,969
2016-08-12,969
2016-08-13,963
2016-08-14,963
2016-08-15,977
2016-08-16,974
2016-08-17,974
2016-08-18,974
2016-08-19,974
2016-08-20,987
2016-08-21,987
2016-08-22,1000
2016-08-23,998
2016-08-24,998
2016-08-25,1006
2016-08-26,1006
2016-08-28,1011
2016-08-31,1008
2016-09-01,1023
2016-09-02,1023
2016-09-03,1015
2016-09-04,1024
2016-09-05,1024
2016-09-06,1013
2016-09-07,1013
2016-09-08,1019
2016-09-09,1019
2016-09-10,1034
2016-09-11,1034
2016-09-12,1033
2016-09-13,1032
2016-09-14,1032
2016-09-15,1053
2016-09-16,1053
2016-09-17,1106
2016-09-18,1106
2016-09-19,1158
2016-09-20,1158
2016-09-21,1165
2016-09-22,1174
2016-09-23,1174
2016-09-24,1161
2016-09-25,1104
2016-09-26,1104
2016-09-27,1048
2016-09-28,1048
2016-09-29,996
2016-09-30,1020
2016-10-01,1039
2016-10-02,1039
2016-10-03,1057
2016-10-04,1057
2016-10-05,1109
2016-10-06,1161
2016-10-07,1161
2016-10-08,1181
2016-10-09,1181
2016-10-10,1121
2016-10-11,1066
2016-10-12,1066
2016-10-13,1017
2016-10-14,975
2016-10-15,975
2016-10-16,968
2016-10-17,955
2016-10-18,955
2016-10-19,967
2016-10-20,967
2016-10-21,1000
2016-10-22,1000
2016-10-23,1028
2016-10-24,1050
2016-10-25,1050
2016-10-26,1061
2016-10-27,1061
2016-10-28,1064
2016-10-29,1057
2016-10-30,1057
2016-10-31,1046
2016-11-01,1046
2016-11-02,1044
2016-11-03,1044
2016-11-04,1060
2016-11-05,1060
2016-11-06,1081
2016-11-07,1081
2016-11-08,1091
2016-11-09,1091
2016-11-10,1125
2016-11-11,1125
2016-11-12,1177
2016-11-13,1177
2016-11-14,1228
2016-12-08,1078
2016-12-09,1024
2016-12-10,1024
2016-12-11,985
2016-12-12,985
2016-12-13,994
2016-12-14,1002
2016-12-15,1002
2016-12-16,976
2016-12-17,983
2016-12-18,983
2016-12-19,970
2016-12-20,984
2016-12-21,1013
2016-12-22,1013
2016-12-23,1007
2016-12-24,1007
2016-12-25,1004
2016-12-26,1004
2016-12-27,1014
2016-12-28,1014
2016-12-29,1038
2016-12-30,1038
2016-12-31,1033
2017-01-01,1033
2017-01-02,1019
2017-01-03,1019
2017-01-04,1019
2017-01-05,1019
2017-01-06,1016
2017-01-07,1017
2017-01-08,1022
2017-01-09,1037
2017-01-10,1008
2017-01-11,1013
2017-01-12,1015
2017-01-13,1015
2017-01-14,989
2017-01-15,981
2017-01-16,956
2017-01-17,991
2017-01-18,1014
2017-01-19,1014
2017-01-20,1042
2017-01-21,1047
2017-01-22,1040
2017-01-27,1047
2017-01-28,1024
2017-01-29,1006
2017-01-30,1006
2017-01-31,982
2017-02-01,987
2017-02-02,1034
2017-02-03,1034
2017-02-04,1077
2017-02-05,1102
2017-02-06,1102
2017-02-07,1074
2017-02-08,1028
2017-02-09,1028
2017-02-10,1025
2017-02-11,991
2017-02-12,991
2017-02-13,986
2017-02-14,992
2017-02-15,992
2017-02-16,983
2017-02-18,995
2017-02-19,974
2017-02-20,968
2017-02-21,930
2017-02-22,930
2017-02-23,915
2017-02-24,915
2017-02-25,911
2017-02-26,911
2017-02-27,915
2017-02-28,920
2017-03-01,905
2017-03-02,919
2017-03-03,919
2017-03-04,938
2017-03-05,938
2017-03-06,938
2017-03-07,954
2017-03-08,954
2017-03-09,997
2017-03-10,1022
2017-03-11,1019
2017-03-12,1019
2017-03-13,1012
2017-03-14,987
2017-03-15,995
2017-03-16,995
2017-03-17,986
2017-03-18,986
2017-03-19,965
2017-03-20,957
2017-03-21,912
2017-03-22,869
2017-03-23,859
2017-03-24,878
2017-03-25,878
2017-03-26,888
2017-03-27,872
2017-03-28,872
2017-03-29,883
2017-03-30,914
2017-03-31,946
2017-04-01,946
2017-04-02,978
2017-04-03,965
2017-04-04,965
2017-04-12,951
2017-04-13,960
2017-04-14,960
2017-04-15,946
2017-04-16,954
2017-04-17,963
2017-04-18,963
2017-04-19,957
2017-04-20,957
2017-04-21,962
2017-04-22,962
2017-04-23,951
2017-04-24,944
2017-04-25,936
2017-04-26,936
2017-04-27,902
2017-04-28,861
2017-04-29,868
2017-04-30,889
2017-05-01,889
2017-05-02,895
2017-05-03,895
2017-05-04,881
2017-05-05,879
2017-05-06,879
2017-05-07,891
2017-05-08,891
2017-05-09,918
2017-05-10,918
2017-05-11,927
2017-05-12,957
2017-05-13,950
2017-05-14,950
2017-05-15,909
2017-05-16,900
2017-05-17,900
2017-05-18,906
2017-05-19,906
2017-05-20,915
2017-05-21,915
2017-05-22,933
2017-05-23,933
2017-05-24,941
2017-05-25,941
2017-05-26,961
2017-05-27,1003
2017-05-28,1003
2017-05-29,1038
2017-05-30,1038
2017-05-31,1048
2017-06-01,1056
2017-06-02,1085
2017-06-03,1085
2017-06-06,1158
2017-06-07,1156
2017-06-08,1156
2017-06-09,1139
2017-06-10,1147
2017-06-11,1124
2017-06-12,1124
2017-06-13,1085
2017-06-14,1095
2017-06-15,1095
2017-06-16,1143
2017-06-17,1143
2017-06-18,1170
2017-06-19,1170
2017-06-20,1189
2017-06-21,1189
2017-06-22,1189
2017-06-23,1171
2017-06-24,1155
2017-06-25,1155
2017-06-26,1156
2017-06-27,1150
2017-06-28,1150
2017-06-29,1127
2017-06-30,1127
2017-07-01,1127
2017-07-02,1127
2017-07-03,1113
2017-07-04,1121
2017-07-05,1121
2017-07-06,1112
2017-07-07,1112
2017-07-08,1115
2017-07-13,1102
2017-07-14,1092
2017-07-15,1092
2017-07-16,1083
2017-07-17,1080
2017-07-18,1080
2017-07-19,1067
2017-07-20,1066
2017-07-21,1056
2017-07-22,1080
2017-07-23,1080
2017-07-24,1080
2017-07-25,1073
2017-07-26,1064
2017-07-27,1031
2017-07-28,1031
2017-07-29,999
2017-07-30,971
2017-07-31,971
2017-08-01,974
2017-08-02,977
2017-08-03,977
2017-08-04,964
2017-08-05,963
2017-08-06,963
2017-08-09,983
2017-08-10,1015
2017-08-11,1015
2017-08-12,986
2017-08-13,986
2017-08-14,989
2017-08-15,1012
2017-08-16,1012
2017-08-17,1053
2017-08-18,1053
2017-08-19,1090
2017-08-20,1093
2017-08-21,1093
2017-08-22,1068
2017-08-23,1068
2017-08-24,1056
2017-08-25,1056
2017-08-26,1018
2017-08-27,977
2017-08-28,977
2017-08-29,932
2017-08-30,885
2017-08-31,885
2017-09-01,860
2017-09-02,855
2017-09-03,855
2017-09-04,834
2017-09-05,830
2017-09-06,830
2017-09-07,824
2017-09-08,824
2017-09-09,826
2017-09-10,852
2017-09-11,852
2017-09-12,880
2017-09-13,911
2017-09-14,925
2017-09-15,925
2017-09-16,943
2017-09-17,938
2017-09-18,938
2017-09-19,920
2017-09-20,955
2017-09-21,955
2017-09-22,994
2017-09-23,994
2017-09-24,1035
2017-09-25,1072
2017-09-26,1105
2017-09-27,1105
2017-09-28,1124
2017-09-29,1163
2017-09-30,1163
2017-10-01,1162
2017-10-02,1157
2017-10-03,1157
2017-10-04,1166
2017-10-05,1159
2017-10-06,1137
2017-10-07,1122
2017-10-08,1122
2017-10-09,1065
2017-10-10,1072
2017-10-11,1072
2017-10-12,1039
2017-10-13,1053
2017-10-14,1036
2017-10-15,1036
2017-10-16,1045
2017-10-17,1045
2017-10-18,1000
2017-10-19,1000
2017-10-20,967
2017-10-21,967
2017-10-22,960
2017-10-23,960
2017-10-24,987
2017-10-25,971
2017-10-26,971
2017-10-27,965
2017-10-28,965
2017-10-29,954
2017-10-30,945
2017-10-31,972
2017-11-01,972
2017-11-02,994
2017-11-03,994
2017-11-04,983
2017-11-05,983
2017-11-06,1013
2017-11-07,1013
2017-11-08,1045
2017-11-09,1066
2017-11-10,1066
2017-11-11,1083
2017-11-12,1121
2017-11-13,1121
2017-11-14,1123
2017-11-15,1123
2017-11-16,1066
2017-11-17,1066
2017-11-18,1012
2017-11-19,1002
2017-11-20,1002
2017-11-21,1008
2017-11-22,1008
2017-11-23,1016
2017-11-24,1016
2017-11-25,996
2017-11-26,974
2017-11-27,974
2017-11-28,965
2017-11-29,965
2017-11-30,969
2017-12-01,988
2017-12-02,988
2017-12-03,986
2017-12-04,986
2017-12-05,986
2017-12-06,1002
2017-12-07,1016
2017-12-08,1016
2017-12-09,1028
2017-12-10,1011
2017-12-11,995
2017-12-12,995
2017-12-13,977
2017-12-14,977
2017-12-15,970
2017-12-16,970
2017-12-17,977
2017-12-18,971
2017-12-19,971
2017-12-20,984
2017-12-21,977
2017-12-22,977
2017-12-23,989
2017-12-24,989
2017-12-25,1004
2017-12-26,1003
2017-12-27,1028
2017-12-28,1028
2017-12-29,1041
2017-12-30,1003
2017-12-31,1003
2018-01-01,990
2018-01-02,967
2018-01-03,977
2018-01-04,977
2018-01-05,972
2018-01-06,985
2018-01-07,971
2018-01-08,974
2018-01-09,977
2018-01-10,977
2018-01-11,966
2018-01-12,953
2018-01-13,972
2018-01-14,1009
2018-01-15,1022
2018-01-16,1006
2018-01-17,1038
2018-01-18,1064
2018-01-19,1064
2018-01-20,1063
2018-01-21,1058
2018-01-22,1049
2018-01-23,1028
2018-01-24,1016
2018-01-25,995
2018-01-26,992
2018-01-27,968
2018-01-28,942
2018-01-29,936
2018-01-30,926
2018-02-01,938
2018-02-02,933
2018-02-03,925
2018-02-04,931
2018-02-05,956
2018-02-06,994
2018-02-07,1018
2018-02-08,1018
2018-02-09,991
2018-02-10,943
2018-02-11,921
2018-02-12,913
2018-02-13,924
2018-02-14,927
2018-02-15,919
2018-02-16,926
2018-02-17,925
2018-02-18,946
2018-02-19,925
2018-02-20,909
2018-02-21,898
2018-02-22,892
2018-02-23,905
2018-02-24,907
2018-02-25,915
2018-02-26,925
2018-02-27,931
2018-02-28,959
2018-03-01,942
2018-03-02,920
2018-03-03,892
2018-03-04,892
2018-03-05,890
2018-03-06,889
2018-03-07,896
2018-03-08,894
2018-03-09,852
2018-03-10,838
2018-03-11,829
2018-03-12,847
2018-03-13,842
2018-03-14,853
2018-03-15,877
2018-03-16,879
2018-03-17,899
2018-03-18,907
2018-03-20,911
2018-03-21,916
2018-03-23,936
2018-03-24,934
2018-03-26,901
2018-03-27,918
2018-03-28,938
2018-03-29,942
2018-03-30,942
2018-03-31,928
2018-04-01,900
2018-04-02,884
2018-04-03,878
2018-04-04,865
2018-04-05,865
2018-04-06,868
2018-04-08,886
2018-04-09,901
2018-04-10,913
2018-04-11,944
2018-04-12,952
2018-04-13,975
2018-04-14,991
2018-04-16,1042
2018-04-17,1047
2018-04-18,1047
2018-04-19,1087
2018-04-20,1112
2018-04-21,1107
2018-04-22,1140
2018-04-23,1138
2018-04-24,1129
2018-04-25,1090
2018-04-26,1090
2018-04-27,1104
2018-04-28,1110
2018-04-29,1116
2018-04-30,1104
2018-05-02,1077
2018-05-03,1067
2018-05-04,1046
2018-05-05,1053
2018-05-06,1053
2018-05-07,1019
2018-05-08,1033
2018-05-09,1055
2018-05-10,1075
2018-05-11,1076
2018-05-12,1105
2018-05-13,1105
2018-05-14,1110
2018-05-15,1090
2018-05-16,1074
2018-05-17,1045
2018-05-18,1044
2018-05-19,1059
2018-05-20,1067
2018-05-21,1055
2018-05-22,1061
2018-05-23,1052
2018-05-24,1039
2018-05-25,999
2018-05-26,989
2018-05-27,1004
2018-05-28,999
2018-05-29,998
2018-05-30,974
2018-05-31,970
2018-06-01,982
2018-06-02,977
2018-06-03,963
2018-06-04,956
2018-06-05,971
2018-06-06,997
2018-06-07,997
2018-06-08,990
2018-06-09,989
2018-06-10,994
2018-06-11,975
2018-06-12,969
2018-06-13,984
2018-06-14,953
2018-06-15,942
2018-06-16,926
2018-06-17,934
2018-06-18,967
2018-06-19,964
2018-06-20,964
2018-06-21,963
2018-06-22,979
2018-06-23,979
2018-06-24,982
2018-06-25,995
2018-06-26,1015
2018-06-27,1013
2018-06-28,1001
2018-06-29,1009
2018-06-30,1020
2018-07-01,993
2018-07-02,1009
2018-07-03,1014
2018-07-04,1017
2018-07-05,1022
2018-07-06,1008
2018-07-07,1013
2018-07-08,1037
2018-07-09,1039
2018-07-10,1033
2018-07-11,1025
2018-07-12,1025
2018-07-13,1034
2018-07-14,1014
2018-07-15,1020
2018-07-16,1006
2018-07-17,993
2018-07-18,1008
2018-07-19,1011
2018-07-20,1023
2018-07-21,994
2018-07-22,954
2018-07-23,952
2018-07-24,957
2018-07-25,959
2018-07-26,941
2018-07-27,919
2018-07-28,907
2018-07-29,936
2018-07-30,930
2018-07-31,907
2018-08-01,907
2018-08-02,889
2018-08-03,886
2018-08-04,856
2018-08-05,813
2018-08-06,811
2018-08-07,799
2018-08-08,779
2018-08-09,753
2018-08-10,746
2018-08-11,729
2018-08-12,734
2018-08-14,758
2018-08-16,759
2018-08-17,761
2018-08-18,773
2018-08-19,765
2018-08-20,764
2018-08-21,768
2018-08-22,765
2018-08-23,752
2018-08-24,714
2018-08-25,678
2018-08-26,644
2018-08-27,611
2018-08-28,605
2018-08-29,634
2018-08-30,653
2018-08-31,684
2018-09-01,706
2018-09-02,726
2018-09-03,710
2018-09-04,719
2018-09-05,733
2018-09-06,733
2018-09-07,749
2018-09-08,767
2018-09-09,786
2018-09-10,798
2018-09-11,821
2018-09-12,829
2018-09-13,839
2018-09-14,864
2018-09-15,884
2018-09-16,887
2018-09-17,917
2018-09-18,926
2018-09-19,954
2018-09-20,966
2018-09-21,950
2018-09-22,975
2018-09-23,993
2018-09-24,1000
2018-09-25,976
2018-09-26,962
2018-09-27,958
2018-09-28,954
2018-09-29,945
2018-09-30,946
2018-10-02,947
2018-10-03,943
2018-10-04,931
2018-10-05,945
2018-10-06,980
2018-10-07,1005
2018-10-08,967
2018-10-09,962
2018-10-10,913
2018-10-11,886
2018-10-12,876
2018-10-13,864
2018-10-14,861
2018-10-15,870
2018-10-16,870
2018-10-17,891
2018-10-18,884
2018-10-19,920
2018-10-20,963
2018-10-21,1007
2018-10-22,1035
2018-10-23,1069
2018-10-24,1059
2018-10-25,1095
2018-10-26,1097
2018-10-27,1090
2018-10-28,1087
2018-10-29,1096
2018-10-30,1142
2018-10-31,1174
2018-11-01,1212
2018-11-03,1267
2018-11-04,1300
2018-11-05,1318
2018-11-06,1341
2018-11-07,1375
2018-11-08,1369
2018-11-09,1342
2018-11-10,1302
2018-11-11,1303
2018-11-12,1286
2018-11-13,1264
2018-11-14,1235
2018-11-15,1183
2018-11-16,1130
2018-11-17,1077
2018-11-18,1052
2018-11-19,1022
2018-11-20,983
2018-11-21,982
2018-11-22,1015
2018-11-23,1024
2018-11-24,989
2018-11-25,1012
2018-11-26,1017
2018-11-27,1008
2018-11-28,1041
2018-11-29,1043
2018-12-01,1026
2018-12-02,1039
2018-12-03,1086
2018-12-04,1097
2018-12-05,1084
2018-12-07,1101
2018-12-09,1094
2018-12-10,1098
2018-12-11,1062
2018-12-12,1010
2018-12-13,966
2018-12-14,931
2018-12-15,918
2018-12-16,911
2018-12-17,915
2018-12-18,927
2018-12-19,941
2018-12-20,937
2018-12-21,926
2018-12-22,885
2018-12-23,876
2018-12-24,899
2018-12-25,892
2018-12-26,906
2018-12-27,933
2018-12-28,966
2018-12-29,965
2018-12-30,923
2018-12-31,892
2019-01-01,872
2019-01-02,871
2019-01-03,878
2019-01-04,875
2019-01-05,883
2019-01-06,882
2019-01-08,911
2019-01-10,919
2019-01-11,901
2019-01-12,893
2019-01-13,893
2019-01-14,891
2019-01-15,888
2019-01-16,873
2019-01-17,877
2019-01-18,860
2019-01-19,873
2019-01-20,912
2019-01-21,932
2019-01-22,939
2019-01-23,963
2019-01-24,957
2019-01-25,967
2019-01-26,947
2019-01-27,932
2019-01-28,915
2019-01-29,891
2019-01-30,856
2019-01-31,847
2019-02-01,825
2019-02-02,816
2019-02-03,799
2019-02-04,768
2019-02-05,756
2019-02-06,745
2019-02-07,757
2019-02-08,755
2019-02-09,762
2019-02-10,796
2019-02-11,806
2019-02-12,816
2019-02-13,817
2019-02-14,827
2019-02-15,840
2019-02-16,830
2019-02-17,812
2019-02-18,822
2019-02-19,814
2019-02-20,805
2019-02-21,839
2019-02-22,878
2019-02-23,919
2019-02-24,937
2019-02-25,944
2019-02-26,959
2019-02-27,957
2019-02-28,926
2019-03-01,926
2019-03-02,917
2019-03-03,897
2019-03-04,890
2019-03-05,879
2019-03-06,872
2019-03-07,879
2019-03-08,891
2019-03-09,897
2019-03-10,884
2019-03-11,870
2019-03-12,876
2019-03-13,875
2019-03-14,913
2019-03-15,929
2019-03-16,951
2019-03-17,964
2019-03-18,983
2019-03-19,999
2019-03-20,1014
2019-03-21,975
2019-03-22,938
2019-03-23,921
2019-03-24,905
2019-03-25,880
2019-03-26,878
2019-03-27,879
2019-03-28,879
2019-03-29,875
2019-03-30,875
2019-03-31,872
2019-04-01,911
2019-04-02,889
2019-04-03,868
2019-04-04,869
2019-04-05,884
2019-04-06,875
2019-04-07,835
2019-04-08,814
2019-04-09,807
2019-04-10,804
2019-04-11,793
2019-04-12,813
2019-04-13,845
2019-04-14,856
2019-04-15,848
2019-04-16,853
2019-04-17,855
2019-04-18,865
2019-04-19,882
2019-04-20,883
2019-04-21,891
2019-04-22,891
2019-04-23,903
2019-04-24,909
2019-04-25,934
2019-04-26,937
2019-04-27,939
2019-04-28,923
2019-04-29,914
2019-04-30,919
2019-05-01,942
2019-05-02,966
2019-05-03,968
2019-05-04,970
2019-05-05,987
2019-05-06,961
2019-05-07,951
2019-05-08,944
2019-05-09,956
2019-05-10,943
2019-05-11,911
2019-05-12,903
2019-05-13,881
2019-05-14,911
2019-05-15,896
2019-05-16,903
2019-05-17,916
2019-05-18,909
2019-05-19,906
2019-05-20,899
2019-05-21,901
2019-05-22,898
2019-05-23,933
2019-05-24,980
2019-05-25,1025
2019-05-26,1050
2019-05-27,1079
2019-05-28,1096
2019-05-29,1057
2019-05-30,1035
2019-05-31,1022
2019-06-01,1020
2019-06-02,1009
2019-06-03,993
2019-06-04,997
2019-06-05,1015
2019-06-06,998
2019-06-07,959
2019-06-08,932
2019-06-09,892
2019-06-10,892
2019-06-11,876
2019-06-12,886
2019-06-13,896
2019-06-14,910
2019-06-15,956
