date_obj,Cannon%20base price
2015-07-09,176586
2015-07-10,176586
2015-07-11,180173
2015-07-12,180173
2015-07-13,180173
2015-07-14,180173
2015-07-15,180484
2015-07-16,180484
2015-07-17,180484
2015-07-18,180484
2015-07-19,181413
2015-07-20,181413
2015-07-21,181413
2015-07-22,181749
2015-07-23,181749
2015-07-24,181749
2015-07-25,181749
2015-07-26,183030
2015-07-27,183030
2015-07-28,183030
2015-07-29,182325
2015-07-30,182325
2015-07-31,182325
2015-08-01,182325
2015-08-02,181347
2015-08-03,181347
2015-08-04,181347
2015-08-05,181347
2015-08-06,177491
2015-08-07,177491
2015-08-08,177491
2015-08-09,172190
2015-08-10,172190
2015-08-11,172190
2015-08-12,172190
2015-08-13,172190
2015-08-14,175279
2015-08-15,175279
2015-08-16,175279
2015-08-17,175279
2015-08-18,175279
2015-08-19,176903
2015-08-20,176903
2015-08-21,176903
2015-08-22,176903
2015-08-23,176903
2015-08-24,178167
2015-08-25,178167
2015-08-26,178167
2015-08-27,178167
2015-08-28,178167
2015-08-29,178167
2015-08-30,176898
2015-08-31,176898
2015-09-01,176898
2015-09-02,176898
2015-09-03,176898
2015-09-04,173509
2015-09-05,173509
2015-09-06,173509
2015-09-07,173509
2015-09-08,173509
2015-09-09,173509
2015-09-10,175366
2015-09-11,175366
2015-09-12,175366
2015-09-13,175366
2015-09-14,175366
2015-09-15,175679
2015-09-16,175679
2015-09-17,175679
2015-09-18,175679
2015-09-19,175679
2015-09-20,175679
2015-09-21,183043
2015-09-22,183043
2015-09-23,183043
2015-09-24,183043
2015-09-25,183043
2015-09-27,181010
2015-09-28,181010
2015-09-29,181010
2015-09-30,181010
2015-10-05,177562
2015-10-06,177562
2015-10-07,177562
2015-10-08,177562
2015-10-09,178416
2015-10-10,178416
2015-10-11,178416
2015-10-12,178416
2015-10-13,178416
2015-10-14,178416
2015-10-15,178281
2015-10-16,178281
2015-10-17,178281
2015-10-18,178281
2015-10-19,178281
2015-10-20,178281
2015-10-22,178880
2015-10-23,178880
2015-10-24,178880
2015-10-25,178880
2015-10-26,179136
2015-10-27,179136
2015-10-29,179136
2015-10-30,179136
2015-10-31,179136
2015-11-01,176501
2015-11-02,176501
2015-11-03,176501
2015-11-04,176501
2015-11-05,176501
2015-11-06,176501
2015-11-07,173736
2015-11-08,173736
2015-11-09,173736
2015-11-10,173736
2015-11-11,173736
2015-11-12,173736
2015-11-13,173736
2015-11-14,174540
2015-11-15,174540
2015-11-16,174540
2015-11-17,174540
2015-11-18,174540
2015-11-19,174540
2015-11-20,177570
2015-11-21,177570
2015-11-22,177570
2015-11-23,177570
2015-11-24,177570
2015-11-25,177570
2015-11-26,177108
2015-11-27,177108
2015-11-28,177108
2015-11-29,177108
2015-11-30,177108
2015-12-01,177388
2015-12-02,177388
2015-12-03,177388
2015-12-04,177388
2015-12-05,177388
2015-12-06,178048
2015-12-07,178048
2015-12-08,178048
2015-12-09,178048
2015-12-10,178048
2015-12-11,174948
2015-12-12,174948
2015-12-13,174948
2015-12-14,174948
2015-12-15,174948
2015-12-16,172696
2015-12-17,172696
2015-12-18,172696
2015-12-19,172696
2015-12-20,172696
2015-12-21,172855
2015-12-22,172855
2015-12-23,172855
2015-12-24,172855
2015-12-25,172855
2015-12-26,172855
2015-12-27,174601
2015-12-28,174601
2015-12-29,174601
2015-12-30,174601
2015-12-31,174601
2016-01-01,175008
2016-01-02,175008
2016-01-03,175008
2016-01-04,175008
2016-01-05,175974
2016-01-06,175974
2016-01-07,175974
2016-01-08,175974
2016-01-09,175974
2016-01-10,176554
2016-01-11,176554
2016-01-12,176554
2016-01-13,176554
2016-01-14,178109
2016-01-15,178109
2016-01-16,178109
2016-01-17,178109
2016-01-18,179600
2016-01-19,179600
2016-01-20,179600
2016-01-21,179600
2016-01-22,182976
2016-01-23,182976
2016-01-24,182976
2016-01-25,182976
2016-01-26,183475
2016-01-27,183475
2016-01-28,183475
2016-01-29,183475
2016-01-30,180610
2016-01-31,180610
2016-02-01,180610
2016-02-02,180610
2016-02-03,178323
2016-02-04,178323
2016-02-05,178323
2016-02-06,178323
2016-02-07,178323
2016-02-08,178706
2016-02-09,178706
2016-02-10,178706
2016-02-11,178706
2016-02-12,178706
2016-02-13,177821
2016-02-14,177821
2016-02-15,177821
2016-02-16,177821
2016-02-17,177821
2016-02-18,179256
2016-02-19,179256
2016-02-20,179256
2016-02-21,179256
2016-02-22,179222
2016-02-23,179222
2016-02-24,179222
2016-02-25,179222
2016-02-26,180607
2016-02-27,180607
2016-02-28,180607
2016-02-29,180607
2016-03-01,182038
2016-03-02,182038
2016-03-03,182038
2016-03-04,182038
2016-03-05,183091
2016-03-06,183091
2016-03-07,183091
2016-03-08,183091
2016-03-09,184190
2016-03-10,184190
2016-03-11,184190
2016-03-12,184190
2016-03-13,182670
2016-03-14,182670
2016-03-15,182670
2016-03-16,182670
2016-03-17,180291
2016-03-18,180291
2016-03-19,180291
2016-03-20,180291
2016-03-21,181336
2016-03-22,181336
2016-03-23,181336
2016-03-24,181336
2016-03-25,182538
2016-03-26,182538
2016-03-27,182538
2016-03-28,182538
2016-03-29,182496
2016-03-30,182496
2016-03-31,182496
2016-04-01,182496
2016-04-02,182496
2016-04-03,182095
2016-04-04,182095
2016-04-05,182095
2016-04-06,182095
2016-04-07,183698
2016-04-08,183698
2016-04-09,183698
2016-04-10,183698
2016-04-11,183837
2016-04-12,183837
2016-04-13,183837
2016-04-14,183837
2016-04-15,183509
2016-04-16,183509
2016-04-17,183509
2016-04-18,183509
2016-04-19,183420
2016-04-20,183420
2016-04-21,183420
2016-04-22,183420
2016-04-23,183420
2016-04-24,183558
2016-04-25,183558
2016-04-26,183558
2016-04-27,184409
2016-04-28,184409
2016-04-29,184409
2016-04-30,184409
2016-05-01,184191
2016-05-02,184191
2016-05-03,184191
2016-05-04,184191
2016-05-05,184688
2016-05-06,184688
2016-05-07,184688
2016-05-08,184688
2016-05-09,183660
2016-05-10,183660
2016-05-11,183660
2016-05-12,183660
2016-05-13,179840
2016-05-14,179840
2016-05-15,179840
2016-05-16,179840
2016-05-17,179906
2016-05-18,179906
2016-05-19,179906
2016-05-22,181840
2016-05-23,181840
2016-05-24,181840
2016-05-25,182793
2016-05-26,182793
2016-05-27,182793
2016-05-28,182793
2016-05-29,182266
2016-05-30,182266
2016-05-31,182266
2016-06-01,182266
2016-06-02,183394
2016-06-03,183394
2016-06-04,183394
2016-06-05,183394
2016-06-06,183544
2016-06-07,183544
2016-06-08,183544
2016-06-09,183544
2016-06-10,181728
2016-06-11,181728
2016-06-12,181728
2016-06-13,181728
2016-06-14,183449
2016-06-15,183449
2016-06-16,183449
2016-06-17,183449
2016-06-18,183037
2016-06-19,183037
2016-06-20,183037
2016-06-21,183037
2016-06-22,183783
2016-06-23,183783
2016-06-24,183783
2016-06-25,183783
2016-06-26,185103
2016-06-27,185103
2016-06-28,185103
2016-06-29,185103
2016-06-30,185946
2016-07-01,185946
2016-07-02,185946
2016-07-03,185946
2016-07-04,184798
2016-07-05,184798
2016-07-06,184798
2016-07-07,184798
2016-07-08,184450
2016-07-09,184450
2016-07-10,184450
2016-07-11,184853
2016-07-12,184853
2016-07-13,184853
2016-07-14,184853
2016-07-15,185782
2016-07-16,185782
2016-07-17,185782
2016-07-18,185782
2016-07-23,186351
2016-07-24,184065
2016-07-25,184065
2016-07-26,184065
2016-07-27,184065
2016-07-28,184065
2016-07-29,181383
2016-07-30,181383
2016-07-31,181383
2016-08-01,181383
2016-08-02,181383
2016-08-03,179908
2016-08-04,179908
2016-08-05,179908
2016-08-06,179908
2016-08-07,179908
2016-08-08,180932
2016-08-09,180932
2016-08-10,180932
2016-08-11,180932
2016-08-12,180932
2016-08-13,183351
2016-08-14,183351
2016-08-15,183351
2016-08-16,183351
2016-08-17,183390
2016-08-18,183390
2016-08-19,183390
2016-08-20,183390
2016-08-21,181739
2016-08-22,181739
2016-08-23,181739
2016-08-24,181739
2016-08-25,182606
2016-08-26,182606
2016-08-28,182606
2016-08-31,181184
2016-09-01,181184
2016-09-02,181184
2016-09-03,181184
2016-09-04,181297
2016-09-05,181297
2016-09-06,181297
2016-09-07,181297
2016-09-08,181297
2016-09-09,182650
2016-09-10,182650
2016-09-11,182650
2016-09-12,182650
2016-09-13,179933
2016-09-14,179933
2016-09-15,179933
2016-09-16,179933
2016-09-17,179933
2016-09-18,178524
2016-09-19,178524
2016-09-20,178524
2016-09-21,178524
2016-09-22,180418
2016-09-23,180418
2016-09-24,180418
2016-09-25,180418
2016-09-26,180418
2016-09-27,181947
2016-09-28,181947
2016-09-29,181947
2016-09-30,181947
2016-10-01,182510
2016-10-02,182510
2016-10-03,182510
2016-10-04,182510
2016-10-05,182510
2016-10-06,182758
2016-10-07,182758
2016-10-08,182758
2016-10-09,182758
2016-10-10,182758
2016-10-11,182474
2016-10-12,182474
2016-10-13,182474
2016-10-14,182474
2016-10-15,182241
2016-10-16,182241
2016-10-17,182241
2016-10-18,182241
2016-10-19,182343
2016-10-20,182343
2016-10-21,182343
2016-10-22,182343
2016-10-23,183834
2016-10-24,183834
2016-10-25,183834
2016-10-26,183834
2016-10-27,183855
2016-10-28,183855
2016-10-29,183855
2016-10-30,183855
2016-10-31,184082
2016-11-01,184082
2016-11-02,184082
2016-11-03,184082
2016-11-04,185447
2016-11-05,185447
2016-11-06,185447
2016-11-07,185447
2016-11-08,187818
2016-11-09,187818
2016-11-10,187818
2016-11-11,187818
2016-11-12,188841
2016-11-13,188841
2016-11-14,188841
2016-11-15,188841
2016-12-07,182067
2016-12-08,182067
2016-12-09,184677
2016-12-10,184677
2016-12-11,184677
2016-12-12,184677
2016-12-13,185561
2016-12-14,185561
2016-12-15,185561
2016-12-16,185561
2016-12-17,187741
2016-12-18,187741
2016-12-19,187741
2016-12-20,187741
2016-12-21,188020
2016-12-22,188020
2016-12-23,188020
2016-12-24,188020
2016-12-25,186341
2016-12-26,186341
2016-12-27,186341
2016-12-28,186341
2016-12-29,185953
2016-12-30,185953
2016-12-31,185953
2017-01-01,185953
2017-01-02,186321
2017-01-03,186321
2017-01-04,186321
2017-01-05,180259
2017-01-06,180259
2017-01-07,180259
2017-01-08,181763
2017-01-09,181763
2017-01-10,181763
2017-01-11,185494
2017-01-12,185494
2017-01-13,185494
2017-01-14,187070
2017-01-15,187070
2017-01-16,187070
2017-01-17,186424
2017-01-18,186424
2017-01-19,186424
2017-01-20,186424
2017-01-21,186160
2017-01-22,186160
2017-01-23,186160
2017-01-27,184395
2017-01-28,184395
2017-01-29,184395
2017-01-30,186232
2017-01-31,186232
2017-02-01,186232
2017-02-02,185934
2017-02-03,185934
2017-02-04,185934
2017-02-05,187467
2017-02-06,187467
2017-02-07,187467
2017-02-08,185736
2017-02-09,185736
2017-02-10,185736
2017-02-11,184534
2017-02-12,184534
2017-02-13,184534
2017-02-14,186131
2017-02-15,186131
2017-02-16,186131
2017-02-18,184389
2017-02-19,184389
2017-02-20,184389
2017-02-21,185140
2017-02-22,185140
2017-02-23,185140
2017-02-24,185140
2017-02-25,187730
2017-02-26,187730
2017-02-27,187730
2017-02-28,186970
2017-03-01,186970
2017-03-02,186970
2017-03-03,186970
2017-03-04,187877
2017-03-05,187877
2017-03-06,187877
2017-03-07,189061
2017-03-08,189061
2017-03-09,189061
2017-03-10,189061
2017-03-11,187200
2017-03-12,187200
2017-03-13,187200
2017-03-14,187523
2017-03-15,187523
2017-03-16,187523
2017-03-17,183547
2017-03-18,183547
2017-03-19,183547
2017-03-20,182831
2017-03-21,182831
2017-03-22,182831
2017-03-23,184552
2017-03-24,184552
2017-03-25,184552
2017-03-26,186724
2017-03-27,186724
2017-03-28,186724
2017-03-29,187711
2017-03-30,187711
2017-03-31,187711
2017-04-01,186408
2017-04-02,186408
2017-04-03,186408
2017-04-04,186727
2017-04-12,182606
2017-04-13,182606
2017-04-14,182606
2017-04-15,183847
2017-04-16,183847
2017-04-17,186597
2017-04-18,186597
2017-04-19,186597
2017-04-20,187796
2017-04-21,187796
2017-04-22,187796
2017-04-23,188479
2017-04-24,188479
2017-04-25,188038
2017-04-26,188038
2017-04-27,188038
2017-04-28,187257
2017-04-29,187257
2017-04-30,187257
2017-05-01,187524
2017-05-02,187524
2017-05-03,187524
2017-05-04,188075
2017-05-05,188075
2017-05-06,188075
2017-05-07,184011
2017-05-08,184011
2017-05-09,182643
2017-05-10,182643
2017-05-11,182643
2017-05-12,183368
2017-05-13,183368
2017-05-14,183368
2017-05-15,187348
2017-05-16,187348
2017-05-17,187348
2017-05-18,188924
2017-05-19,188924
2017-05-20,188924
2017-05-21,189427
2017-05-22,189427
2017-05-23,189427
2017-05-24,188076
2017-05-25,188076
2017-05-26,188076
2017-05-27,187241
2017-05-28,187241
2017-05-29,187241
2017-05-30,186238
2017-05-31,186238
2017-06-01,186238
2017-06-02,185291
2017-06-03,185291
2017-06-04,185291
2017-06-05,187402
2017-06-06,187402
2017-06-07,186209
2017-06-08,186209
2017-06-09,186209
2017-06-10,185001
2017-06-11,185001
2017-06-12,185001
2017-06-13,184386
2017-06-14,184386
2017-06-15,184386
2017-06-16,185934
2017-06-17,185934
2017-06-18,185934
2017-06-19,186374
2017-06-20,186374
2017-06-21,186547
2017-06-22,186547
2017-06-23,186547
2017-06-24,186547
2017-06-25,187508
2017-06-26,187508
2017-06-27,187903
2017-06-28,187903
2017-06-29,187903
2017-06-30,188713
2017-07-01,188713
2017-07-02,188713
2017-07-03,184054
2017-07-04,184054
2017-07-05,184054
2017-07-06,183904
2017-07-07,183904
2017-07-08,183904
2017-07-13,186704
2017-07-14,186704
2017-07-15,185403
2017-07-16,185403
2017-07-17,185403
2017-07-18,183327
2017-07-19,183327
2017-07-20,183327
2017-07-21,183530
2017-07-22,183530
2017-07-23,183530
2017-07-24,180982
2017-07-25,180982
2017-07-26,180982
2017-07-27,182200
2017-07-28,182200
2017-07-29,182200
2017-07-30,177922
2017-07-31,177922
2017-08-01,177922
2017-08-02,179911
2017-08-03,179911
2017-08-04,179911
2017-08-05,181833
2017-08-06,181833
2017-08-09,182988
2017-08-10,184164
2017-08-11,184164
2017-08-12,184164
2017-08-13,185263
2017-08-14,185263
2017-08-15,185263
2017-08-16,185364
2017-08-17,185364
2017-08-18,185364
2017-08-19,184857
2017-08-20,184857
2017-08-21,186279
2017-08-22,186279
2017-08-23,188054
2017-08-24,188054
2017-08-25,188054
2017-08-26,188757
2017-08-27,188757
2017-08-28,188757
2017-08-29,186972
2017-08-30,186972
2017-08-31,186972
2017-09-01,188377
2017-09-02,188377
2017-09-03,189337
2017-09-04,189337
2017-09-05,190034
2017-09-06,190034
2017-09-07,188528
2017-09-08,188528
2017-09-09,188528
2017-09-10,187195
2017-09-11,187195
2017-09-12,187195
2017-09-13,186797
2017-09-14,186797
2017-09-15,186797
2017-09-16,188370
2017-09-17,188370
2017-09-18,187614
2017-09-19,187614
2017-09-20,187614
2017-09-21,188396
2017-09-22,188396
2017-09-23,188396
2017-09-24,185330
2017-09-25,185330
2017-09-26,185330
2017-09-27,186781
2017-09-28,186781
2017-09-29,186920
2017-09-30,186920
2017-10-01,186920
2017-10-02,187027
2017-10-03,187027
2017-10-04,187027
2017-10-05,185025
2017-10-06,185025
2017-10-07,183056
2017-10-08,183056
2017-10-09,183056
2017-10-10,185446
2017-10-11,185446
2017-10-12,185446
2017-10-13,187897
2017-10-14,187897
2017-10-15,187897
2017-10-16,185249
2017-10-17,185249
2017-10-18,185249
2017-10-19,184140
2017-10-20,184140
2017-10-21,184140
2017-10-22,183234
2017-10-23,183234
2017-10-24,183234
2017-10-25,186115
2017-10-26,186115
2017-10-27,186115
2017-10-28,180538
2017-10-29,180538
2017-10-30,179444
2017-10-31,179444
2017-11-01,179444
2017-11-02,182472
2017-11-03,182472
2017-11-04,182933
2017-11-05,182933
2017-11-06,182933
2017-11-07,183373
2017-11-08,183373
2017-11-09,185250
2017-11-10,185250
2017-11-11,185250
2017-11-12,182713
2017-11-13,182713
2017-11-14,182713
2017-11-15,181940
2017-11-16,181940
2017-11-17,181805
2017-11-18,181805
2017-11-19,181805
2017-11-20,182130
2017-11-21,182130
2017-11-22,182130
2017-11-23,183997
2017-11-24,183997
2017-11-25,182606
2017-11-26,182606
2017-11-27,182606
2017-11-28,184270
2017-11-29,184270
2017-11-30,184270
2017-12-01,184117
2017-12-02,184117
2017-12-03,184117
2017-12-04,184380
2017-12-05,184380
2017-12-06,183933
2017-12-07,183933
2017-12-08,183933
2017-12-09,187813
2017-12-10,187813
2017-12-11,187729
2017-12-12,187729
2017-12-13,187729
2017-12-14,185517
2017-12-15,185517
2017-12-16,184814
2017-12-17,184814
2017-12-18,185287
2017-12-19,185287
2017-12-20,185287
2017-12-21,185066
2017-12-22,185066
2017-12-23,185066
2017-12-24,186763
2017-12-25,186763
2017-12-26,186763
2017-12-27,183183
2017-12-28,183183
2017-12-29,183183
2017-12-30,182423
2017-12-31,182423
2018-01-01,182423
2018-01-02,183318
2018-01-03,183318
2018-01-04,184101
2018-01-05,184101
2018-01-06,185554
2018-01-07,185554
2018-01-08,186903
2018-01-09,186903
2018-01-10,188198
2018-01-11,188198
2018-01-12,188580
2018-01-13,188580
2018-01-14,187587
2018-01-15,187587
2018-01-16,185571
2018-01-17,185571
2018-01-18,184733
2018-01-19,184733
2018-01-20,184092
2018-01-21,184092
2018-01-22,182710
2018-01-23,182710
2018-01-24,185980
2018-01-25,185980
2018-01-26,186115
2018-01-27,186115
2018-01-28,184735
2018-01-29,184735
2018-01-30,185034
2018-01-31,185034
2018-02-01,185221
2018-02-02,185221
2018-02-03,183119
2018-02-04,183119
2018-02-05,186039
2018-02-06,186039
2018-02-07,185552
2018-02-08,185552
2018-02-09,185835
2018-02-10,185835
2018-02-11,187201
2018-02-12,187201
2018-02-13,186254
2018-02-14,186254
2018-02-15,186970
2018-02-16,186970
2018-02-17,186788
2018-02-18,186788
2018-02-19,187742
2018-02-20,187742
2018-02-21,185306
2018-02-22,185306
2018-02-23,186016
2018-02-24,186016
2018-02-25,185918
2018-02-26,185918
2018-02-27,186434
2018-02-28,186434
2018-03-01,185605
2018-03-02,187020
2018-03-03,187020
2018-03-04,187250
2018-03-05,187250
2018-03-06,186430
2018-03-07,186430
2018-03-08,185824
2018-03-09,185824
2018-03-10,186793
2018-03-11,186793
2018-03-12,184837
2018-03-13,184837
2018-03-14,186537
2018-03-15,186537
2018-03-16,183845
2018-03-17,183202
2018-03-18,183202
2018-03-20,185852
2018-03-21,185852
2018-03-23,186067
2018-03-24,185499
2018-03-25,185499
2018-03-26,186708
2018-03-27,188996
2018-03-28,188996
2018-03-29,189255
2018-03-30,189255
2018-03-31,187268
2018-04-01,187268
2018-04-02,187883
2018-04-03,187883
2018-04-04,185690
2018-04-05,185690
2018-04-06,186879
2018-04-07,186879
2018-04-08,188186
2018-04-09,188186
2018-04-10,186689
2018-04-11,186689
2018-04-12,187271
2018-04-13,187271
2018-04-14,187271
2018-04-15,186645
2018-04-16,186645
2018-04-17,186467
2018-04-18,186467
2018-04-19,189319
2018-04-20,189319
2018-04-21,189822
2018-04-22,189822
2018-04-23,188508
2018-04-24,188508
2018-04-25,187976
2018-04-26,187976
2018-04-27,188231
2018-04-28,188231
2018-04-29,189296
2018-04-30,189296
2018-05-01,186649
2018-05-02,186649
2018-05-03,186649
2018-05-04,189385
2018-05-05,190315
2018-05-06,190315
2018-05-07,189635
2018-05-08,189635
2018-05-09,189224
2018-05-10,189224
2018-05-11,188890
2018-05-12,188890
2018-05-13,186768
2018-05-14,186768
2018-05-15,189443
2018-05-16,189443
2018-05-17,188896
2018-05-18,188496
2018-05-19,188496
2018-05-20,187894
2018-05-21,187894
2018-05-22,186639
2018-05-23,188210
2018-05-24,188210
2018-05-25,188420
2018-05-26,188685
2018-05-27,188685
2018-05-28,187769
2018-05-29,187769
2018-05-30,188290
2018-05-31,188290
2018-06-01,187221
2018-06-02,187295
2018-06-03,187295
2018-06-04,187771
2018-06-05,186202
2018-06-06,185371
2018-06-07,185371
2018-06-08,185901
2018-06-09,185901
2018-06-10,186852
2018-06-11,186852
2018-06-12,186883
2018-06-13,187842
2018-06-14,187842
2018-06-15,187854
2018-06-16,187854
2018-06-17,187788
2018-06-18,187788
2018-06-19,187633
2018-06-20,187633
2018-06-21,188055
2018-06-22,188055
2018-06-23,187895
2018-06-24,187895
2018-06-25,187923
2018-06-26,187923
2018-06-27,188326
2018-06-28,188326
2018-06-29,188015
2018-06-30,188015
2018-07-01,188234
2018-07-02,188234
2018-07-03,187416
2018-07-04,187416
2018-07-05,186247
2018-07-06,187011
2018-07-07,187011
2018-07-08,185787
2018-07-09,185787
2018-07-10,186167
2018-07-11,186167
2018-07-12,186167
2018-07-13,185643
2018-07-14,188167
2018-07-15,188167
2018-07-16,186709
2018-07-17,187287
2018-07-18,187287
2018-07-19,187424
2018-07-20,187424
2018-07-21,186607
2018-07-22,186607
2018-07-23,186677
2018-07-24,186677
2018-07-25,187502
2018-07-26,187502
2018-07-27,187932
2018-07-28,187932
2018-07-29,190350
2018-07-30,190350
2018-07-31,191993
2018-08-01,191993
2018-08-02,190474
2018-08-03,190474
2018-08-04,188575
2018-08-05,188575
2018-08-06,188193
2018-08-07,188193
2018-08-08,188618
2018-08-09,188618
2018-08-10,189115
2018-08-11,189115
2018-08-12,188842
2018-08-14,186059
2018-08-16,186729
2018-08-17,186870
2018-08-18,186870
2018-08-19,185574
2018-08-20,187879
2018-08-21,187879
2018-08-22,187366
2018-08-23,187366
2018-08-24,187002
2018-08-25,186173
2018-08-26,186173
2018-08-27,187387
2018-08-28,186116
2018-08-29,186116
2018-08-30,185562
2018-08-31,185944
2018-09-01,185068
2018-09-02,185068
2018-09-03,184245
2018-09-04,184513
2018-09-05,186499
2018-09-06,186499
2018-09-07,184359
2018-09-08,186567
2018-09-09,186567
2018-09-10,183999
2018-09-11,183999
2018-09-12,186762
2018-09-13,186762
2018-09-14,187243
2018-09-15,187772
2018-09-16,187772
2018-09-17,188600
2018-09-18,189081
2018-09-19,189081
2018-09-20,189608
2018-09-21,189608
2018-09-22,188988
2018-09-23,188988
2018-09-24,188524
2018-09-25,188524
2018-09-26,188309
2018-09-27,188309
2018-09-28,186789
2018-09-29,186789
2018-09-30,188290
2018-10-01,183536
2018-10-02,183536
2018-10-03,184810
2018-10-04,184810
2018-10-05,184703
2018-10-06,185692
2018-10-07,185692
2018-10-08,186528
2018-10-09,187613
2018-10-10,186297
2018-10-11,186297
2018-10-12,185116
2018-10-13,186571
2018-10-14,186571
2018-10-15,187526
2018-10-16,187526
2018-10-17,188367
2018-10-18,186650
2018-10-19,187802
2018-10-20,187802
2018-10-21,188589
2018-10-22,188391
2018-10-23,188391
2018-10-24,189353
2018-10-25,189353
2018-10-26,188247
2018-10-27,188247
2018-10-28,188051
2018-10-29,188051
2018-10-30,188431
2018-10-31,188449
2018-11-01,189550
2018-11-03,188653
2018-11-04,188653
2018-11-05,187751
2018-11-06,187637
2018-11-07,187637
2018-11-08,188700
2018-11-09,188700
2018-11-10,189613
2018-11-11,189613
2018-11-12,189377
2018-11-13,190262
2018-11-14,190262
2018-11-15,188532
2018-11-16,189300
2018-11-17,189300
2018-11-18,189765
2018-11-19,188204
2018-11-20,186444
2018-11-21,186444
2018-11-22,186073
2018-11-23,186961
2018-11-24,186941
2018-11-25,187347
2018-11-26,187347
2018-11-27,187316
2018-11-28,187762
2018-11-29,187733
2018-12-01,187195
2018-12-02,186840
2018-12-03,186840
2018-12-04,185762
2018-12-05,185978
2018-12-07,186356
2018-12-09,186867
2018-12-10,186468
2018-12-11,186671
2018-12-12,187633
2018-12-13,187119
2018-12-14,188194
2018-12-15,188593
2018-12-16,186363
2018-12-17,186363
2018-12-18,185694
2018-12-19,186621
2018-12-20,187248
2018-12-21,188178
2018-12-22,189555
2018-12-23,188529
2018-12-24,188306
2018-12-25,188306
2018-12-26,185925
2018-12-27,186371
2018-12-28,186371
2018-12-29,187359
2018-12-30,186574
2018-12-31,186199
2019-01-01,186199
2019-01-02,188816
2019-01-03,189870
2019-01-04,189847
2019-01-05,187892
2019-01-06,186013
2019-01-08,185381
2019-01-10,188201
2019-01-11,188485
2019-01-12,189683
2019-01-13,187737
2019-01-14,187764
2019-01-15,187845
2019-01-16,188392
2019-01-17,187511
2019-01-18,187104
2019-01-19,187098
2019-01-20,187226
2019-01-21,187303
2019-01-22,186977
2019-01-23,186862
2019-01-24,187298
2019-01-25,185856
2019-01-26,185994
2019-01-27,186196
2019-01-28,186397
2019-01-29,186185
2019-01-30,185668
2019-01-31,185668
2019-02-01,186201
2019-02-02,186426
2019-02-03,186683
2019-02-04,186683
2019-02-05,185983
2019-02-06,185983
2019-02-07,185547
2019-02-08,186710
2019-02-09,187375
2019-02-10,187304
2019-02-11,185361
2019-02-12,186381
2019-02-13,185325
2019-02-14,185325
2019-02-15,184930
2019-02-16,186355
2019-02-17,186163
2019-02-18,187231
2019-02-19,187525
2019-02-20,187643
2019-02-21,186649
2019-02-22,187817
2019-02-23,186938
2019-02-24,186981
2019-02-25,187936
2019-02-26,188237
2019-02-27,188237
2019-02-28,188237
2019-03-01,187406
2019-03-02,184489
2019-03-03,185344
2019-03-04,186116
2019-03-05,186579
2019-03-06,186771
2019-03-07,186771
2019-03-08,187363
2019-03-09,187885
2019-03-10,188470
2019-03-11,188891
2019-03-12,188534
2019-03-13,188534
2019-03-14,188182
2019-03-15,188182
2019-03-16,188090
2019-03-17,186345
2019-03-18,186345
2019-03-19,187724
2019-03-20,187951
2019-03-21,187538
2019-03-22,187538
2019-03-23,186970
2019-03-24,186730
2019-03-25,186730
