date_obj,Light%20orb price
2015-03-26,2000
2015-03-27,2000
2015-03-28,2000
2015-03-29,2000
2015-03-30,2000
2015-03-31,2000
2015-04-01,2000
2015-04-02,2000
2015-04-03,2000
2015-04-04,2000
2015-04-05,2000
2015-04-06,2000
2015-04-07,2000
2015-04-08,2000
2015-04-09,2000
2015-04-10,2000
2015-04-11,2000
2015-04-12,2000
2015-04-13,2000
2015-04-14,2000
2015-04-15,2000
2015-04-16,2000
2015-04-17,2000
2015-04-18,2000
2015-04-19,2000
2015-04-20,2000
2015-04-21,2000
2015-04-22,2000
2015-04-23,2000
2015-04-24,2000
2015-04-25,2000
2015-04-26,2000
2015-04-27,2000
2015-04-28,2000
2015-04-29,2000
2015-04-30,2000
2015-05-01,2000
2015-05-02,2000
2015-05-03,2000
2015-05-04,2000
2015-05-05,2000
2015-05-06,2000
2015-05-07,2000
2015-05-08,2000
2015-05-09,2000
2015-05-10,2000
2015-05-11,2000
2015-05-12,2000
2015-05-13,2000
2015-05-14,2000
2015-05-15,2000
2015-05-16,2000
2015-05-17,2000
2015-05-18,2000
2015-05-19,2000
2015-05-20,2000
2015-05-21,2000
2015-05-22,2000
2015-05-23,2000
2015-05-24,2000
2015-05-25,2000
2015-05-26,2000
2015-05-27,2000
2015-05-28,2000
2015-05-29,2000
2015-05-30,2000
2015-05-31,2000
2015-06-01,2000
2015-06-02,2000
2015-06-03,2000
2015-06-04,1913
2015-06-05,1913
2015-06-06,1913
2015-06-07,1913
2015-06-08,1913
2015-06-09,1913
2015-06-10,1913
2015-06-11,1913
2015-06-12,1913
2015-06-13,1913
2015-06-14,1913
2015-06-15,1913
2015-06-16,1913
2015-06-17,1913
2015-06-18,1913
2015-06-19,1913
2015-06-20,1913
2015-06-21,1913
2015-06-22,1913
2015-06-23,1913
2015-06-24,1913
2015-06-25,1913
2015-06-26,1913
2015-06-27,1913
2015-06-28,1913
2015-06-29,1913
2015-06-30,1913
2015-07-01,1913
2015-07-02,1913
2015-07-03,1913
2015-07-04,1913
2015-07-05,1913
2015-07-06,1913
2015-07-07,1913
2015-07-08,1913
2015-07-09,1913
2015-07-10,1913
2015-07-11,1913
2015-07-12,1913
2015-07-13,1913
2015-07-14,1913
2015-07-15,1913
2015-07-16,1913
2015-07-17,1913
2015-07-18,1913
2015-07-19,1913
2015-07-20,1913
2015-07-21,1913
2015-07-22,1913
2015-07-23,1913
2015-07-24,1913
2015-07-25,1913
2015-07-26,1913
2015-07-27,1913
2015-07-28,1913
2015-07-29,1913
2015-07-30,1913
2015-07-31,1913
2015-08-01,1913
2015-08-02,1913
2015-08-03,1913
2015-08-04,1913
2015-08-05,1913
2015-08-06,1913
2015-08-07,1913
2015-08-08,1913
2015-08-09,1913
2015-08-10,1913
2015-08-11,1913
2015-08-12,1913
2015-08-13,1913
2015-08-14,1913
2015-08-15,1913
2015-08-16,1913
2015-08-17,1913
2015-08-18,1913
2015-08-19,1913
2015-08-20,1913
2015-08-21,1913
2015-08-22,1913
2015-08-23,1913
2015-08-24,1913
2015-08-25,1913
2015-08-26,1913
2015-08-27,1913
2015-08-28,1913
2015-08-29,1913
2015-08-30,1913
2015-08-31,1913
2015-09-01,1913
2015-09-02,1913
2015-09-03,1913
2015-09-04,1913
2015-09-05,1913
2015-09-06,1913
2015-09-07,1913
2015-09-08,1913
2015-09-09,1913
2015-09-10,1913
2015-09-11,1913
2015-09-12,1913
2015-09-13,1913
2015-09-14,1913
2015-09-15,1913
2015-09-16,1913
2015-09-17,1913
2015-09-18,1913
2015-09-19,1913
2015-09-20,1913
2015-09-21,1913
2015-09-22,1913
2015-09-23,1913
2015-09-24,1913
2015-09-25,1913
2015-09-27,1818
2015-09-28,1818
2015-09-29,1818
2015-09-30,1818
2015-10-05,1818
2015-10-06,1818
2015-10-07,1818
2015-10-08,1818
2015-10-09,1818
2015-10-10,1818
2015-10-11,1818
2015-10-12,1818
2015-10-13,1818
2015-10-14,1818
2015-10-15,1818
2015-10-16,1818
2015-10-17,1818
2015-10-18,1818
2015-10-19,1818
2015-10-20,1818
2015-10-22,1818
2015-10-23,1818
2015-10-24,1818
2015-10-25,1818
2015-10-26,1818
2015-10-27,1818
2015-10-29,1818
2015-10-30,1818
2015-10-31,1818
2015-11-01,1818
2015-11-02,1818
2015-11-03,1818
2015-11-04,1818
2015-11-05,1818
2015-11-06,1818
2015-11-07,1818
2015-11-08,1818
2015-11-09,1818
2015-11-10,1818
2015-11-11,1818
2015-11-12,1818
2015-11-13,1818
2015-11-14,1818
2015-11-15,1818
2015-11-16,1818
2015-11-17,1818
2015-11-18,1818
2015-11-19,1818
2015-11-20,1818
2015-11-21,1818
2015-11-22,1818
2015-11-23,1818
2015-11-24,1818
2015-11-25,1818
2015-11-26,1818
2015-11-27,1818
2015-11-28,1818
2015-11-29,1818
2015-11-30,1818
2015-12-01,1818
2015-12-02,1818
2015-12-03,1818
2015-12-04,1818
2015-12-05,1818
2015-12-06,1818
2015-12-07,1818
2015-12-08,1818
2015-12-09,1818
2015-12-10,1818
2015-12-11,1818
2015-12-12,1818
2015-12-13,1818
2015-12-14,1818
2015-12-15,1818
2015-12-16,1818
2015-12-17,1818
2015-12-18,1818
2015-12-19,1818
2015-12-20,1818
2015-12-21,1818
2015-12-22,1818
2015-12-23,1818
2015-12-24,1818
2015-12-25,1818
2015-12-26,1818
2015-12-27,1818
2015-12-28,1818
2015-12-29,1818
2015-12-30,1818
2015-12-31,1818
2016-01-01,1818
2016-01-02,1818
2016-01-03,1818
2016-01-04,1818
2016-01-05,1818
2016-01-06,1818
2016-01-07,1818
2016-01-08,1818
2016-01-09,1818
2016-01-10,1818
2016-01-11,1818
2016-01-12,1818
2016-01-13,1818
2016-01-14,1818
2016-01-15,1818
2016-01-16,1728
2016-01-17,1728
2016-01-18,1728
2016-01-19,1728
2016-01-20,1728
2016-01-21,1728
2016-01-22,1728
2016-01-23,1728
2016-01-24,1728
2016-01-25,1728
2016-01-26,1728
2016-01-27,1728
2016-01-28,1728
2016-01-29,1728
2016-01-30,1728
2016-01-31,1728
2016-02-01,1728
2016-02-02,1728
2016-02-03,1728
2016-02-04,1728
2016-02-05,1728
2016-02-06,1728
2016-02-07,1728
2016-02-08,1728
2016-02-09,1728
2016-02-10,1728
2016-02-11,1728
2016-02-12,1728
2016-02-13,1728
2016-02-14,1728
2016-02-15,1728
2016-02-16,1728
2016-02-17,1728
2016-02-18,1728
2016-02-19,1728
2016-02-20,1728
2016-02-21,1728
2016-02-22,1728
2016-02-23,1728
2016-02-24,1728
2016-02-25,1728
2016-02-26,1728
2016-02-27,1728
2016-02-28,1728
2016-02-29,1728
2016-03-01,1728
2016-03-02,1728
2016-03-03,1728
2016-03-04,1728
2016-03-05,1728
2016-03-06,1728
2016-03-07,1728
2016-03-08,1728
2016-03-09,1728
2016-03-10,1728
2016-03-11,1728
2016-03-12,1728
2016-03-13,1728
2016-03-14,1728
2016-03-15,1728
2016-03-16,1728
2016-03-17,1728
2016-03-18,1728
2016-03-19,1728
2016-03-20,1728
2016-03-21,1728
2016-03-22,1728
2016-03-23,1728
2016-03-24,1728
2016-03-25,1728
2016-03-26,1728
2016-03-27,1728
2016-03-28,1728
2016-03-29,1728
2016-03-30,1728
2016-03-31,1728
2016-04-01,1728
2016-04-02,1728
2016-04-03,1728
2016-04-04,1728
2016-04-05,1728
2016-04-06,1728
2016-04-07,1728
2016-04-08,1728
2016-04-09,1728
2016-04-10,1648
2016-04-11,1648
2016-04-12,1648
2016-04-13,1648
2016-04-14,1648
2016-04-15,1648
2016-04-16,1648
2016-04-17,1648
2016-04-18,1648
2016-04-19,1648
2016-04-20,1648
2016-04-21,1648
2016-04-22,1648
2016-04-23,1648
2016-04-24,1648
2016-04-25,1648
2016-04-26,1648
2016-04-27,1648
2016-04-28,1648
2016-04-29,1648
2016-04-30,1648
2016-05-01,1648
2016-05-02,1648
2016-05-03,1648
2016-05-04,1648
2016-05-05,1648
2016-05-06,1648
2016-05-07,1648
2016-05-08,1648
2016-05-09,1648
2016-05-10,1648
2016-05-11,1648
2016-05-12,1648
2016-05-13,1648
2016-05-14,1648
2016-05-15,1648
2016-05-16,1648
2016-05-17,1648
2016-05-18,1648
2016-05-19,1648
2016-05-22,1648
2016-05-23,1648
2016-05-24,1648
2016-05-25,1648
2016-05-26,1567
2016-05-27,1567
2016-05-28,1567
2016-05-29,1567
2016-05-30,1567
2016-05-31,1567
2016-06-01,1567
2016-06-02,1567
2016-06-03,1567
2016-06-04,1567
2016-06-05,1567
2016-06-06,1567
2016-06-07,1567
2016-06-08,1567
2016-06-09,1567
2016-06-10,1567
2016-06-11,1567
2016-06-12,1567
2016-06-13,1567
2016-06-14,1567
2016-06-15,1567
2016-06-16,1567
2016-06-17,1567
2016-06-18,1567
2016-06-19,1567
2016-06-20,1567
2016-06-21,1567
2016-06-22,1567
2016-06-23,1567
2016-06-24,1567
2016-06-25,1567
2016-06-26,1567
2016-06-27,1567
2016-06-28,1567
2016-06-29,1567
2016-06-30,1567
2016-07-01,1567
2016-07-02,1567
2016-07-03,1567
2016-07-04,1567
2016-07-05,1567
2016-07-06,1495
2016-07-07,1495
2016-07-08,1495
2016-07-09,1495
2016-07-10,1495
2016-07-11,1420
2016-07-12,1420
2016-07-13,1420
2016-07-14,1420
2016-07-15,1420
2016-07-16,1420
2016-07-17,1349
2016-07-18,1349
2016-07-23,1303
2016-07-24,1303
2016-07-25,1303
2016-07-26,1303
2016-07-27,1303
2016-07-28,1303
2016-07-29,1237
2016-07-30,1237
2016-07-31,1237
2016-08-01,1237
2016-08-02,1237
2016-08-03,1237
2016-08-04,1175
2016-08-05,1175
2016-08-06,1175
2016-08-07,1175
2016-08-08,1175
2016-08-09,1175
2016-08-10,1116
2016-08-11,1116
2016-08-12,1116
2016-08-13,1116
2016-08-14,1116
2016-08-15,1116
2016-08-16,1116
2016-08-17,1060
2016-08-18,1060
2016-08-19,1060
2016-08-20,1060
2016-08-21,1060
2016-08-22,1060
2016-08-23,1007
2016-08-24,1007
2016-08-25,1007
2016-08-26,1007
2016-08-28,1007
2016-08-31,956
2016-09-01,956
2016-09-02,956
2016-09-03,956
2016-09-04,910
2016-09-05,910
2016-09-06,910
2016-09-07,910
2016-09-08,910
2016-09-09,910
2016-09-10,910
2016-09-11,864
2016-09-12,864
2016-09-13,864
2016-09-14,864
2016-09-15,864
2016-09-16,864
2016-09-17,864
2016-09-18,823
2016-09-19,823
2016-09-20,823
2016-09-21,823
2016-09-22,823
2016-09-23,823
2016-09-24,823
2016-09-25,781
2016-09-26,781
2016-09-27,781
2016-09-28,781
2016-09-29,781
2016-09-30,781
2016-10-01,741
2016-10-02,741
2016-10-03,741
2016-10-04,741
2016-10-05,741
2016-10-06,741
2016-10-07,741
2016-10-08,703
2016-10-09,703
2016-10-10,703
2016-10-11,703
2016-10-12,703
