date_obj,Armadyl%20robe%20top price
2016-06-22,33937
2016-06-23,35126
2016-06-24,35126
2016-06-25,35535
2016-06-26,35535
2016-06-27,36117
2016-06-28,36324
2016-06-29,36324
2016-06-30,36538
2016-07-01,35782
2016-07-02,35782
2016-07-03,35528
2016-07-04,34531
2016-07-05,34531
2016-07-06,33271
2016-07-07,32038
2016-07-08,30497
2016-07-09,29213
2016-07-10,28110
2016-07-11,27405
2016-07-12,26998
2016-07-13,27404
2016-07-14,27956
2016-07-15,27468
2016-07-16,27049
2016-07-17,27049
2016-07-18,27589
2016-07-23,26398
2016-07-24,27062
2016-07-25,27062
2016-07-26,27868
2016-07-27,28597
2016-07-28,29282
2016-07-29,29906
2016-07-30,29906
2016-07-31,30889
2016-08-01,30889
2016-08-02,31974
2016-08-03,31974
2016-08-04,32762
2016-08-05,32762
2016-08-06,33563
2016-08-07,34394
2016-08-08,34394
2016-08-09,34843
2016-08-10,34843
2016-08-11,34784
2016-08-12,34784
2016-08-13,35422
2016-08-14,35422
2016-08-15,35039
2016-08-16,35039
2016-08-17,35675
2016-08-18,35675
2016-08-19,36221
2016-08-20,36221
2016-08-21,36549
2016-08-22,36549
2016-08-23,37283
2016-08-24,37283
2016-08-25,37828
2016-08-26,37828
2016-08-28,37832
2016-08-31,36363
2016-09-01,35176
2016-09-02,35176
2016-09-03,33982
2016-09-04,34277
2016-09-05,34058
2016-09-06,34058
2016-09-07,34306
2016-09-08,34306
2016-09-09,35032
2016-09-10,35032
2016-09-11,35211
2016-09-12,35211
2016-09-13,35632
2016-09-14,35632
2016-09-15,35143
2016-09-16,35143
2016-09-17,36472
2016-09-18,36472
2016-09-19,36941
2016-09-20,36941
2016-09-21,36876
2016-09-22,36876
2016-09-23,36092
2016-09-24,36092
2016-09-25,35378
2016-09-26,35378
2016-09-27,33695
2016-09-28,33695
2016-09-29,32026
2016-09-30,30772
2016-10-01,30772
2016-10-02,30364
2016-10-03,30364
2016-10-04,30933
2016-10-05,30933
2016-10-06,31505
2016-10-07,31505
2016-10-08,31835
2016-10-09,31835
2016-10-10,31950
2016-10-11,31950
2016-10-12,32712
2016-10-13,33291
2016-10-14,33291
2016-10-15,34132
2016-10-16,34132
2016-10-17,34768
2016-10-18,34768
2016-10-19,35217
2016-10-20,35217
2016-10-21,36151
2016-10-22,36151
2016-10-23,35579
2016-10-24,35579
2016-10-25,36322
2016-10-26,36086
2016-10-27,36086
2016-10-28,36086
2016-10-29,36769
2016-10-30,36769
2016-10-31,37616
2016-11-01,37616
2016-11-02,38068
2016-11-03,38068
2016-11-04,37708
2016-11-05,37708
2016-11-06,36651
2016-11-07,36651
2016-11-08,36453
2016-11-09,36453
2016-11-10,36895
2016-11-11,36895
2016-11-12,36661
2016-11-13,36661
2016-11-14,35470
2016-11-15,35470
2016-12-07,47188
2016-12-08,47188
2016-12-09,47261
2016-12-10,47261
2016-12-11,47110
2016-12-12,47110
2016-12-13,46619
2016-12-14,46619
2016-12-15,46212
2016-12-16,46212
2016-12-17,45351
2016-12-18,45351
2016-12-19,44223
2016-12-20,42239
2016-12-21,41045
2016-12-22,41045
2016-12-23,39712
2016-12-24,39712
2016-12-25,40541
2016-12-26,40541
2016-12-27,41477
2016-12-28,41477
2016-12-29,41653
2016-12-30,41653
2016-12-31,40691
2017-01-01,40909
2017-01-02,40137
2017-01-03,40137
2017-01-04,38377
2017-01-05,38377
2017-01-06,36821
2017-01-07,35159
2017-01-08,33740
2017-01-09,33132
2017-01-10,33132
2017-01-11,34544
2017-01-12,35767
2017-01-13,35767
2017-01-14,36009
2017-01-15,37126
2017-01-16,37126
2017-01-17,36735
2017-01-18,36928
2017-01-19,36928
2017-01-20,37144
2017-01-21,38165
2017-01-22,38165
2017-01-23,38390
2017-01-27,38420
2017-01-28,38554
2017-01-29,38209
2017-01-30,38209
2017-01-31,37699
2017-02-01,37267
2017-02-02,37267
2017-02-03,36468
2017-02-04,35753
2017-02-05,35753
2017-02-06,35419
2017-02-07,36226
2017-02-08,35870
2017-02-09,35870
2017-02-10,35031
2017-02-11,34611
2017-02-12,34611
2017-02-13,34076
2017-02-14,33651
2017-02-15,33651
2017-02-16,32970
2017-02-18,33655
2017-02-19,35114
2017-02-20,35114
2017-02-21,35235
2017-02-22,35235
2017-02-23,33591
2017-02-24,33591
2017-02-25,32990
2017-02-26,32990
2017-02-27,32266
2017-02-28,32223
2017-03-01,31814
2017-03-02,32150
2017-03-03,32150
2017-03-04,32387
2017-03-05,32387
2017-03-06,32005
2017-03-07,32005
2017-03-08,31735
2017-03-09,31735
2017-03-10,32147
2017-03-11,32147
2017-03-12,33076
2017-03-13,33873
2017-03-14,34650
2017-03-15,33752
2017-03-16,33752
2017-03-17,33942
2017-03-18,33942
2017-03-19,33090
2017-03-20,33134
2017-03-21,32921
2017-03-22,32484
2017-03-23,32484
2017-03-24,32106
2017-03-25,32106
2017-03-26,30603
2017-03-27,29500
2017-03-28,29500
2017-03-29,28688
2017-03-30,28688
2017-03-31,28990
2017-04-01,28990
2017-04-02,30011
2017-04-03,31400
2017-04-04,32902
2017-04-05,32902
2017-04-12,42157
2017-04-13,42658
2017-04-14,44065
2017-04-15,45916
2017-04-16,45657
2017-04-17,46032
2017-04-18,46032
2017-04-19,46749
2017-04-20,46749
2017-04-21,48986
2017-04-22,48986
2017-04-23,50679
2017-04-24,50679
2017-04-25,52240
2017-04-26,52240
2017-04-27,52207
2017-04-28,52207
2017-04-29,52274
2017-04-30,52274
2017-05-01,51061
2017-05-02,51151
2017-05-03,51151
2017-05-04,50520
2017-05-05,50439
2017-05-06,50439
2017-05-07,52286
2017-05-08,52286
2017-05-09,54290
2017-05-10,54290
2017-05-11,57005
2017-05-12,57005
2017-05-13,58918
2017-05-14,58918
2017-05-15,59025
2017-05-16,58603
2017-05-17,58603
2017-05-18,58125
2017-05-19,58125
2017-05-20,57296
2017-05-21,57296
2017-05-22,57260
2017-05-23,57260
2017-05-24,57741
2017-05-25,57741
2017-05-26,57880
2017-05-27,56417
2017-05-28,56417
2017-05-29,54304
2017-05-30,54304
2017-05-31,53187
2017-06-01,52320
2017-06-02,50687
2017-06-03,50687
2017-06-04,49374
2017-06-05,49374
2017-06-06,47513
2017-06-07,45600
2017-06-08,45600
2017-06-09,44237
2017-06-10,43016
2017-06-11,42941
2017-06-12,42941
2017-06-13,41610
2017-06-14,41610
2017-06-15,42005
2017-06-16,43267
2017-06-17,43267
2017-06-18,43022
2017-06-19,43022
2017-06-20,42602
2017-06-21,42602
2017-06-22,43139
2017-06-23,43139
2017-06-24,43772
2017-06-25,43798
2017-06-26,43104
2017-06-27,43257
2017-06-28,43257
2017-06-29,43520
2017-06-30,43520
2017-07-01,43123
2017-07-02,43326
2017-07-03,42852
2017-07-04,43683
2017-07-05,43683
2017-07-06,44456
2017-07-07,44456
2017-07-08,46009
2017-07-09,47775
2017-07-13,48755
2017-07-14,47242
2017-07-15,47242
2017-07-16,45550
2017-07-17,44926
2017-07-18,44926
2017-07-19,44655
2017-07-20,44774
2017-07-21,44774
2017-07-22,44688
2017-07-23,44813
2017-07-24,44813
2017-07-25,44271
2017-07-26,44534
2017-07-27,44710
2017-07-28,46681
2017-07-29,46681
2017-07-30,49016
2017-07-31,49016
2017-08-01,51206
2017-08-02,50472
2017-08-03,50472
2017-08-04,49371
2017-08-05,48360
2017-08-06,48360
2017-08-07,48666
2017-08-08,50154
2017-08-09,49139
2017-08-10,48452
2017-08-11,49124
2017-08-12,49542
2017-08-13,49542
2017-08-14,50215
2017-08-15,51754
2017-08-16,51754
2017-08-17,51232
2017-08-18,51232
2017-08-19,50364
2017-08-20,49260
2017-08-21,50511
2017-08-22,50900
2017-08-23,50900
2017-08-24,49800
2017-08-25,49800
2017-08-26,48147
2017-08-27,48103
2017-08-28,48103
2017-08-29,49569
2017-08-30,49443
2017-08-31,49443
2017-09-01,48762
2017-09-02,48726
2017-09-03,48726
2017-09-04,49303
2017-09-05,49704
2017-09-06,49704
2017-09-07,48948
2017-09-08,48948
2017-09-09,48106
2017-09-10,47257
2017-09-11,47257
2017-09-12,46912
2017-09-13,47271
2017-09-14,46681
2017-09-15,46681
2017-09-16,45427
2017-09-17,45167
2017-09-18,45167
2017-09-19,44272
2017-09-20,42293
2017-09-22,41272
2017-09-23,41272
2017-09-24,39883
2017-09-25,39883
2017-09-26,39638
2017-09-27,39638
2017-09-28,39505
2017-09-29,39289
2017-09-30,39289
2017-10-01,39118
2017-10-02,39118
2017-10-03,38685
2017-10-04,38685
2017-10-05,39083
2017-10-06,39083
2017-10-07,39335
2017-10-08,39335
2017-10-09,39203
2017-10-10,38896
2017-10-11,38896
2017-10-12,39225
2017-10-13,39225
2017-10-14,39294
2017-10-15,39294
2017-10-16,39764
2017-10-17,39764
2017-10-18,39642
2017-10-19,39642
2017-10-20,40111
2017-10-21,40907
2017-10-22,40586
2017-10-23,40586
2017-10-24,40521
2017-10-25,40718
2017-10-26,40471
2017-10-27,40490
2017-10-28,40490
2017-10-29,40768
2017-10-30,40980
2017-10-31,40882
2017-11-01,40882
2017-11-02,41183
2017-11-03,41473
2017-11-04,41539
2017-11-05,41539
2017-11-06,42108
2017-11-07,42108
2017-11-08,42197
2017-11-09,41648
2017-11-10,41648
2017-11-11,42265
2017-11-12,42881
2017-11-13,43421
2017-11-14,43421
2017-11-15,43021
2017-11-16,45142
2017-11-17,45142
2017-11-18,47400
2017-11-19,49759
2017-11-20,50341
2017-11-21,52161
2017-11-22,52161
2017-11-23,54599
2017-11-24,54599
2017-11-25,55570
2017-11-26,55586
2017-11-27,55586
2017-11-28,55353
2017-11-29,55353
2017-11-30,55858
2017-12-01,53872
2017-12-02,53872
2017-12-03,52853
2017-12-04,52645
2017-12-05,52151
2017-12-06,52151
2017-12-07,51340
2017-12-08,51340
2017-12-09,49647
2017-12-10,49112
2017-12-11,49112
2017-12-12,47600
2017-12-13,47600
2017-12-14,46182
2017-12-15,44717
2017-12-16,44717
2017-12-17,44562
2017-12-18,44104
2017-12-19,44104
2017-12-20,43853
2017-12-21,43643
2017-12-22,43643
2017-12-23,43713
2017-12-24,43713
2017-12-25,44407
2017-12-26,45767
2017-12-27,47563
2017-12-28,47563
2017-12-29,49942
2017-12-30,52398
2017-12-31,54692
2018-01-01,55251
2018-01-02,55137
2018-01-03,56955
2018-01-04,57796
2018-01-05,56512
2018-01-06,57010
2018-01-07,56106
2018-01-08,56106
2018-01-09,55747
2018-01-10,55747
2018-01-11,54227
2018-01-12,54227
2018-01-13,55254
2018-01-14,55254
2018-01-15,55803
2018-01-16,56475
2018-01-17,57138
2018-01-18,56971
2018-01-19,56971
2018-01-20,56416
2018-01-21,57557
2018-01-22,58221
2018-01-23,60430
2018-01-24,61178
2018-01-25,61178
2018-01-26,60466
2018-01-27,59972
2018-01-29,59178
2018-01-30,59136
2018-01-31,59533
2018-02-01,59533
2018-02-02,59192
2018-02-03,59777
2018-02-04,59188
2018-02-05,59188
2018-02-06,59248
2018-02-07,59408
2018-02-08,59408
2018-02-09,59286
2018-02-10,59286
2018-02-11,59632
2018-02-12,61040
2018-02-13,61040
2018-02-14,61150
2018-02-15,61150
2018-02-16,61654
2018-02-17,62560
2018-02-18,63473
2018-02-19,63892
2018-02-20,63892
2018-02-21,63053
2018-02-22,63053
2018-02-23,62603
2018-02-24,62603
2018-02-25,62740
2018-02-26,62740
2018-02-27,62960
2018-02-28,62960
2018-03-01,63434
2018-03-02,64325
2018-03-03,64339
2018-03-04,64339
2018-03-05,65058
2018-03-06,64685
2018-03-07,64463
2018-03-08,64463
2018-03-09,64516
2018-03-10,64516
2018-03-11,63302
2018-03-12,61856
2018-03-13,61856
2018-03-14,59077
2018-03-15,59077
2018-03-16,57340
2018-03-17,56101
2018-03-18,56424
2018-03-20,56579
2018-03-22,57292
2018-03-23,57292
2018-03-24,56851
2018-03-25,58168
2018-03-26,58168
2018-03-27,58072
2018-03-28,58072
2018-03-29,57692
2018-03-30,59170
2018-03-31,59170
2018-04-01,58722
2018-04-02,59291
2018-04-03,60585
2018-04-04,62178
2018-04-05,62178
2018-04-06,63227
2018-04-07,63227
2018-04-08,64393
2018-04-09,65927
2018-04-10,65927
2018-04-11,68488
2018-04-12,71062
2018-04-13,71062
2018-04-14,73498
2018-04-15,76509
2018-04-16,76509
2018-04-17,76070
2018-04-18,76070
2018-04-19,77141
2018-04-20,76960
2018-04-21,78782
2018-04-22,78782
2018-04-23,78621
2018-04-24,78621
2018-04-25,78482
2018-04-26,78482
2018-04-27,76954
2018-04-28,76954
2018-04-29,76105
2018-04-30,75069
2018-05-01,72224
2018-05-02,72224
2018-05-03,70482
2018-05-04,70482
2018-05-05,69851
2018-05-06,69851
2018-05-07,67440
2018-05-08,67440
2018-05-09,65332
2018-05-10,65332
2018-05-11,63152
2018-05-12,63046
2018-05-13,63046
2018-05-14,61561
2018-05-15,61561
2018-05-16,60807
2018-05-17,60807
2018-05-18,60745
2018-05-19,57803
2018-05-20,57803
2018-05-21,56896
2018-05-22,56896
2018-05-23,55947
2018-05-24,55947
2018-05-25,55466
2018-05-26,55468
2018-05-27,55468
2018-05-28,57699
2018-05-29,59153
2018-05-30,59153
2018-05-31,61189
2018-06-01,61189
2018-06-02,63199
2018-06-03,63199
2018-06-04,63735
2018-06-05,63876
2018-06-06,62495
2018-06-07,62495
2018-06-08,61620
2018-06-09,61620
2018-06-10,59830
2018-06-11,59830
2018-06-12,59192
2018-06-13,58097
2018-06-14,58330
2018-06-15,58330
2018-06-16,58800
2018-06-17,59621
2018-06-18,59208
2018-06-19,58977
2018-06-20,58977
2018-06-21,59629
2018-06-22,59656
2018-06-23,59656
2018-06-24,60079
2018-06-25,61050
2018-06-26,63322
2018-06-27,65058
2018-06-28,67876
2018-06-29,70386
2018-06-30,70386
2018-07-01,73264
2018-07-02,73264
2018-07-03,76905
2018-07-04,80128
2018-07-05,80128
2018-07-06,84018
2018-07-07,84018
2018-07-08,87847
2018-07-09,91793
2018-07-10,95994
2018-07-11,99604
2018-07-12,100591
2018-07-13,104768
2018-07-14,108702
2018-07-15,108702
2018-07-16,113649
2018-07-17,119332
2018-07-18,119332
2018-07-19,122238
2018-07-20,122238
2018-07-21,123881
2018-07-22,123101
2018-07-23,120020
2018-07-24,120020
2018-07-25,114567
2018-07-26,109092
2018-07-27,104850
2018-07-28,104850
2018-07-29,102308
2018-07-30,102308
2018-07-31,97587
2018-08-01,97587
2018-08-02,93828
2018-08-03,93828
2018-08-04,90759
2018-08-05,89684
2018-08-06,89839
2018-08-07,89839
2018-08-08,88160
2018-08-09,88160
2018-08-10,85504
2018-08-11,83967
2018-08-12,82555
2018-08-14,84962
2018-08-16,86372
2018-08-17,87344
2018-08-18,87344
2018-08-19,88772
2018-08-20,88827
2018-08-21,88827
2018-08-22,89148
2018-08-23,89148
2018-08-24,88262
2018-08-25,84053
2018-08-26,84053
2018-08-27,81370
2018-08-28,78295
2018-08-29,76578
2018-08-30,77088
2018-08-31,76606
2018-09-01,80361
2018-09-02,80361
2018-09-03,81920
2018-09-04,82623
2018-09-05,83253
2018-09-06,83253
2018-09-07,81392
2018-09-08,79976
2018-09-09,79976
2018-09-10,80932
2018-09-11,80932
2018-09-12,82399
2018-09-13,82399
2018-09-14,83487
2018-09-15,83681
2018-09-16,83681
2018-09-17,81586
2018-09-18,83823
2018-09-19,85144
2018-09-20,85822
2018-09-21,85822
2018-09-22,85835
2018-09-23,85995
2018-09-24,87518
2018-09-25,87518
2018-09-26,87009
2018-09-27,87009
2018-09-28,86650
2018-09-29,83896
2018-09-30,81510
2018-10-01,82625
2018-10-02,83115
2018-10-03,83659
2018-10-04,83659
2018-10-05,84618
2018-10-06,84522
2018-10-07,84522
2018-10-08,84718
2018-10-09,83925
2018-10-10,85483
2018-10-11,87195
2018-10-12,87195
2018-10-13,89608
2018-10-14,92560
2018-10-15,93920
2018-10-16,95149
2018-10-17,94194
2018-10-18,93826
2018-10-19,95841
2018-10-20,95841
2018-10-21,95085
2018-10-22,94116
2018-10-23,94116
2018-10-24,92593
2018-10-25,88655
2018-10-26,87225
2018-10-27,87448
2018-10-28,88730
2018-10-29,88730
2018-10-30,87427
2018-10-31,86672
2018-11-01,86703
2018-11-03,87828
2018-11-04,88546
2018-11-05,88920
2018-11-06,84902
2018-11-07,82668
2018-11-08,81072
2018-11-09,80366
2018-11-10,80368
2018-11-11,81379
2018-11-12,83721
2018-11-13,85619
2018-11-14,87403
2018-11-15,86624
2018-11-16,88469
2018-11-18,91799
2018-11-19,90344
2018-11-20,87529
2018-11-21,84632
2018-11-22,83839
2018-11-23,83857
2018-11-24,83441
2018-11-25,81399
2018-11-26,79228
2018-11-27,76774
2018-11-28,73614
2018-11-29,72175
2018-12-01,69887
2018-12-02,70925
2018-12-03,70925
2018-12-04,72306
2018-12-05,72544
2018-12-07,68859
2018-12-09,67844
2018-12-10,67084
2018-12-11,66224
2018-12-12,64963
2018-12-13,64428
2018-12-14,66734
2018-12-15,69064
2018-12-16,71430
2018-12-17,71430
2018-12-18,74405
2018-12-19,75828
2018-12-20,75633
2018-12-21,75589
2018-12-22,76924
2018-12-23,77885
2018-12-24,76100
2018-12-25,75312
2018-12-26,74856
2018-12-27,73810
2018-12-28,74945
2018-12-29,74878
2018-12-30,75191
2018-12-31,74754
2019-01-01,75510
2019-01-02,77064
2019-01-03,78513
2019-01-04,80210
2019-01-05,79845
2019-01-06,77604
2019-01-08,75436
2019-01-10,76094
2019-01-11,76987
2019-01-12,79133
2019-01-13,80730
2019-01-14,82859
2019-01-15,83668
2019-01-16,84278
2019-01-17,83557
2019-01-18,83526
2019-01-19,84303
2019-01-20,84701
2019-01-21,86263
2019-01-22,86742
2019-01-23,86406
2019-01-24,85934
2019-01-25,85612
2019-01-26,86797
2019-01-27,87384
2019-01-28,87761
2019-01-29,87644
2019-01-30,86552
2019-01-31,85904
2019-02-01,85424
2019-02-02,85643
2019-02-03,85489
2019-02-04,85489
2019-02-05,85889
2019-02-06,86465
2019-02-07,86563
2019-02-08,87485
2019-02-09,90648
2019-02-10,91161
2019-02-11,92468
2019-02-12,92458
2019-02-13,91818
2019-02-14,91818
2019-02-15,91793
2019-02-16,91856
2019-02-17,91462
2019-02-18,92074
2019-02-19,92605
2019-02-20,94371
2019-02-21,95564
2019-02-22,94646
2019-02-23,95344
2019-02-24,94943
2019-02-25,94395
2019-02-26,94264
2019-02-27,94822
2019-02-28,96050
2019-03-01,95241
2019-03-02,94818
2019-03-03,95232
2019-03-04,94389
2019-03-05,94387
2019-03-06,95345
2019-03-07,93320
2019-03-08,92826
2019-03-09,93183
2019-03-10,93815
2019-03-11,91927
2019-03-12,90642
2019-03-13,89150
2019-03-14,87888
2019-03-15,86515
2019-03-16,83742
2019-03-17,82664
2019-03-18,82664
2019-03-19,82639
2019-03-20,82153
2019-03-21,82535
2019-03-22,83417
