date_obj,Black%20platebody%20(h5) price
2019-04-11,48000
2019-04-11,48496
2019-04-12,47810
2019-04-13,47404
2019-04-14,46528
2019-04-15,46528
2019-04-16,44422
2019-04-17,44422
2019-04-18,42243
2019-04-19,42243
2019-04-20,40290
2019-04-21,40290
2019-04-22,38502
2019-04-23,38502
2019-04-24,36712
2019-04-25,36712
2019-04-26,35046
2019-04-27,35046
2019-04-28,33496
2019-04-29,33496
2019-04-30,31911
2019-05-01,30458
2019-05-02,30458
2019-05-03,29112
2019-05-04,27998
2019-05-05,27998
2019-05-06,26843
2019-05-07,26843
2019-05-08,25642
2019-05-09,25642
2019-05-10,24498
2019-05-11,24498
2019-05-12,23411
2019-05-13,23411
2019-05-14,22358
2019-05-15,22358
2019-05-16,22358
2019-05-17,21455
2019-05-18,21455
2019-05-19,21455
2019-05-20,20451
2019-05-21,20451
2019-05-22,20451
2019-05-23,19608
2019-05-24,19608
2019-05-25,18781
2019-05-26,18781
2019-05-27,17943
2019-05-28,17943
2019-05-29,17162
2019-05-30,17162
2019-05-31,17162
2019-06-01,16434
2019-06-02,16434
2019-06-03,16434
2019-06-04,15724
2019-06-05,15724
2019-06-06,15724
2019-06-07,15038
2019-06-08,15038
2019-06-09,15038
2019-06-10,15038
2019-06-11,14510
2019-06-12,14510
2019-06-13,14510
2019-06-14,14510
2019-06-15,13839
2019-06-16,13839
2019-06-17,13839
2019-06-18,13839
2019-06-19,13216
2019-06-20,13216
2019-06-21,13216
2019-06-22,13216
2019-06-23,12606
2019-06-24,12606
2019-06-25,12606
2019-06-26,12606
2019-06-27,12029
2019-06-28,12029
2019-06-29,12029
2019-06-30,11520
2019-07-01,11520
2019-07-02,11520
2019-07-03,11520
2019-07-04,11166
2019-07-05,11166
2019-07-06,11166
2019-07-07,11166
2019-07-08,10717
2019-07-09,10717
2019-07-10,10717
2019-07-11,10717
2019-07-12,10205
2019-07-13,10205
2019-07-14,10205
2019-07-15,10205
2019-07-16,9777
2019-07-17,9777
2019-07-18,9777
2019-07-19,9777
2019-07-20,9414
2019-07-21,9414
2019-07-22,9414
2019-07-23,9414
2019-07-24,8995
2019-07-25,8995
2019-07-26,8995
2019-07-27,8995
2019-07-28,8666
2019-07-29,8666
2019-07-30,8666
2019-07-31,8666
2019-08-01,8353
2019-08-02,8353
2019-08-03,8353
2019-08-04,8003
2019-08-05,8003
2019-08-06,8003
2019-08-07,8003
2019-08-08,7749
2019-08-09,7749
2019-08-10,7749
2019-08-11,7749
2019-08-12,7876
2019-08-13,7876
2019-08-14,7876
2019-08-15,7876
2019-08-16,7549
2019-08-17,7549
2019-08-18,7549
2019-08-19,7549
2019-08-20,7549
2019-08-21,7364
2019-08-22,7364
2019-08-23,7364
2019-08-24,7364
2019-08-24,7364
2019-08-25,7331
2019-08-25,7331
2019-08-26,7331
2019-08-26,7331
2019-08-27,7331
2019-08-27,7331
2019-08-28,7331
2019-08-29,7331
2019-08-30,7077
2019-08-31,7077
2019-09-01,7077
2019-09-02,7077
2019-09-03,7077
2019-09-04,6808
2019-09-05,6808
2019-09-06,6808
2019-09-07,6808
2019-09-08,6656
2019-09-09,6656
2019-09-10,6656
2019-09-11,6656
2019-09-12,6656
2019-09-13,6656
2019-09-14,6486
2019-09-15,6486
2019-09-16,6486
2019-09-17,6486
2019-09-18,6486
2019-09-19,6547
2019-09-20,6547
2019-09-21,6547
2019-09-22,6547
2019-09-23,6547
2019-09-24,6547
2019-09-25,6281
2019-09-26,6281
2019-09-27,6281
2019-09-28,6281
2019-09-29,6281
2019-09-30,6094
2019-10-01,6094
2019-10-02,6094
2019-10-03,6094
2019-10-04,6094
2019-10-05,6014
2019-10-06,6014
2019-10-07,6014
2019-10-08,6014
2019-10-09,6014
2019-10-10,6187
2019-10-11,6187
2019-10-12,6187
2019-10-13,6187
2019-10-14,6187
2019-10-15,6187
2019-10-16,5972
2019-10-17,5972
2019-10-18,5972
2019-10-19,5972
2019-10-20,5972
2019-10-21,5972
2019-10-22,5911
2019-10-23,5911
2019-10-24,5911
2019-10-25,5911
2019-10-26,5911
2019-10-27,5773
2019-10-28,5773
2019-10-29,5773
2019-10-30,5773
2019-10-31,5773
2019-11-01,5767
2019-11-02,5767
2019-11-03,5767
2019-11-04,5767
2019-11-05,5767
2019-11-06,5660
2019-11-07,5660
2019-11-08,5660
2019-11-09,5660
2019-11-10,5660
2019-11-11,5438
2019-11-12,5438
2019-11-13,5438
2019-11-14,5438
2019-11-15,5438
2019-11-16,5438
2019-11-17,5376
2019-11-18,5376
2019-11-19,5376
2019-11-20,5376
2019-11-21,5376
2019-11-22,5376
2019-11-23,5282
2019-11-24,5282
2019-11-25,5282
2019-11-26,5282
2019-11-27,5282
2019-11-28,5282
