date_obj,Adamant%20chainbody price
2015-03-26,3853
2015-03-27,3872
2015-03-28,3872
2015-03-29,3872
2015-03-30,3872
2015-03-31,3872
2015-04-01,3872
2015-04-02,3872
2015-04-03,3872
2015-04-04,3872
2015-04-05,3872
2015-04-06,3915
2015-04-07,3915
2015-04-08,3915
2015-04-09,3915
2015-04-10,3915
2015-04-11,3915
2015-04-12,3915
2015-04-13,3915
2015-04-14,3915
2015-04-15,3915
2015-04-16,3898
2015-04-17,3898
2015-04-18,3898
2015-04-19,3898
2015-04-20,3898
2015-04-21,3898
2015-04-22,3898
2015-04-23,3898
2015-04-24,3898
2015-04-25,3898
2015-04-26,3898
2015-04-27,3867
2015-04-28,3867
2015-04-29,3867
2015-04-30,3867
2015-05-01,3867
2015-05-02,3867
2015-05-03,3867
2015-05-04,3867
2015-05-05,3867
2015-05-06,3867
2015-05-07,3867
2015-05-08,3867
2015-05-09,3917
2015-05-10,3917
2015-05-11,3917
2015-05-12,3917
2015-05-13,3917
2015-05-14,3917
2015-05-15,3917
2015-05-16,3917
2015-05-17,3917
2015-05-18,3917
2015-05-19,3917
2015-05-20,3987
2015-05-21,3987
2015-05-22,3987
2015-05-23,3987
2015-05-24,3987
2015-05-25,3987
2015-05-26,3987
2015-05-27,3987
2015-05-28,3987
2015-05-29,4029
2015-05-30,4029
2015-05-31,4029
2015-06-01,4029
2015-06-02,4029
2015-06-03,4029
2015-06-04,4029
2015-06-05,4029
2015-06-06,4029
2015-06-07,4066
2015-06-08,4066
2015-06-09,4066
2015-06-10,4066
2015-06-11,4066
2015-06-12,4066
2015-06-13,4066
2015-06-14,4066
2015-06-15,4066
2015-06-16,4066
2015-06-17,4218
2015-06-18,4218
2015-06-19,4218
2015-06-20,4218
2015-06-21,4218
2015-06-22,4218
2015-06-23,4218
2015-06-24,4218
2015-06-25,4218
2015-06-26,4218
2015-06-27,4370
2015-06-28,4370
2015-06-29,4370
2015-06-30,4370
2015-07-01,4370
2015-07-02,4370
2015-07-03,4370
2015-07-04,4370
2015-07-05,4370
2015-07-06,4370
2015-07-07,4416
2015-07-08,4416
2015-07-09,4416
2015-07-10,4416
2015-07-11,4416
2015-07-12,4416
2015-07-13,4416
2015-07-14,4416
2015-07-15,4416
2015-07-16,4416
2015-07-17,4284
2015-07-18,4284
2015-07-19,4284
2015-07-20,4284
2015-07-21,4284
2015-07-22,4284
2015-07-23,4284
2015-07-24,4284
2015-07-25,4284
2015-07-26,4301
2015-07-27,4301
2015-07-28,4301
2015-07-29,4301
2015-07-30,4301
2015-07-31,4301
2015-08-01,4301
2015-08-02,4301
2015-08-03,4301
2015-08-04,4301
2015-08-05,4365
2015-08-06,4365
2015-08-07,4365
2015-08-08,4365
2015-08-09,4365
2015-08-10,4365
2015-08-11,4365
2015-08-12,4365
2015-08-13,4365
2015-08-14,4324
2015-08-15,4324
2015-08-16,4324
2015-08-17,4324
2015-08-18,4324
2015-08-19,4324
2015-08-20,4324
2015-08-21,4324
2015-08-22,4200
2015-08-23,4200
2015-08-24,4200
2015-08-25,4200
2015-08-26,4200
2015-08-27,4200
2015-08-28,4200
2015-08-29,4200
2015-08-30,4200
2015-08-31,4168
2015-09-01,4168
2015-09-02,4168
2015-09-03,4168
2015-09-04,4168
2015-09-05,4168
2015-09-06,4168
2015-09-07,4168
2015-09-08,4168
2015-09-09,4168
2015-09-10,4207
2015-09-11,4207
2015-09-12,4207
2015-09-13,4207
2015-09-14,4207
2015-09-15,4207
2015-09-16,4207
2015-09-17,4207
2015-09-18,4207
2015-09-19,4176
2015-09-20,4176
2015-09-21,4176
2015-09-22,4176
2015-09-23,4176
2015-09-24,4176
2015-09-25,4176
2015-09-27,4176
2015-09-28,4179
2015-09-29,4179
2015-09-30,4179
2015-10-05,4179
2015-10-06,4041
2015-10-07,4041
2015-10-08,4041
2015-10-09,4041
2015-10-10,4041
2015-10-11,4041
2015-10-12,4041
2015-10-13,4041
2015-10-14,3843
2015-10-15,3843
2015-10-16,3843
2015-10-17,3843
2015-10-18,3843
2015-10-19,3843
2015-10-20,3843
2015-10-22,3716
2015-10-23,3716
2015-10-24,3716
2015-10-25,3716
2015-10-26,3716
2015-10-27,3716
2015-10-28,3716
2015-10-29,3716
2015-10-30,3639
2015-10-31,3639
2015-11-01,3639
2015-11-02,3639
2015-11-03,3639
2015-11-04,3639
2015-11-05,3639
2015-11-06,3639
2015-11-07,3645
2015-11-08,3645
2015-11-09,3645
2015-11-10,3645
2015-11-11,3645
2015-11-12,3645
2015-11-13,3645
2015-11-14,3645
2015-11-15,3645
2015-11-16,3637
2015-11-17,3637
2015-11-18,3637
2015-11-19,3637
2015-11-20,3637
2015-11-21,3637
2015-11-22,3637
2015-11-23,3637
2015-11-24,3613
2015-11-25,3613
2015-11-26,3613
2015-11-27,3613
2015-11-28,3613
2015-11-29,3613
2015-11-30,3578
2015-12-01,3578
2015-12-02,3578
2015-12-03,3578
2015-12-04,3578
2015-12-05,3578
2015-12-06,3578
2015-12-07,3542
2015-12-08,3542
2015-12-09,3542
2015-12-10,3542
2015-12-11,3542
2015-12-12,3542
2015-12-13,3542
2015-12-14,3542
2015-12-15,3565
2015-12-16,3565
2015-12-17,3565
2015-12-18,3565
2015-12-19,3565
2015-12-20,3565
2015-12-21,3565
2015-12-22,3575
2015-12-23,3575
2015-12-24,3575
2015-12-25,3575
2015-12-26,3575
2015-12-27,3575
2015-12-28,3575
2015-12-29,3497
2015-12-30,3497
2015-12-31,3497
2016-01-01,3497
2016-01-02,3497
2016-01-03,3497
2016-01-04,3497
2016-01-05,3449
2016-01-06,3449
2016-01-07,3449
2016-01-08,3449
2016-01-09,3449
2016-01-10,3449
2016-01-11,3449
2016-01-12,3362
2016-01-13,3362
2016-01-14,3362
2016-01-15,3362
2016-01-16,3362
2016-01-17,3362
2016-01-18,3288
2016-01-19,3288
2016-01-20,3288
2016-01-21,3288
2016-01-22,3288
2016-01-23,3288
2016-01-24,3288
2016-01-25,3123
2016-01-26,3123
2016-01-27,3123
2016-01-28,3123
2016-01-29,3123
2016-01-30,3123
2016-01-31,3090
2016-02-01,3090
2016-02-02,3090
2016-02-03,3090
2016-02-04,3090
2016-02-05,3090
2016-02-06,3146
2016-02-07,3146
2016-02-08,3146
2016-02-09,3146
2016-02-10,3146
2016-02-11,3146
2016-02-12,3146
2016-02-13,3189
2016-02-14,3189
2016-02-15,3189
2016-02-16,3189
2016-02-17,3189
2016-02-18,3189
2016-02-19,3189
2016-02-20,3206
2016-02-21,3206
2016-02-22,3206
2016-02-23,3206
2016-02-24,3206
2016-02-25,3196
2016-02-26,3196
2016-02-27,3196
2016-02-28,3196
2016-02-29,3196
2016-03-01,3196
2016-03-02,3228
2016-03-03,3228
2016-03-04,3228
2016-03-05,3228
2016-03-06,3228
2016-03-07,3228
2016-03-08,3293
2016-03-09,3293
2016-03-10,3293
2016-03-11,3293
2016-03-12,3293
2016-03-13,3293
2016-03-14,3299
2016-03-15,3299
2016-03-16,3299
2016-03-17,3299
2016-03-18,3299
2016-03-19,3299
2016-03-20,3310
2016-03-21,3310
2016-03-22,3310
2016-03-23,3310
2016-03-24,3310
2016-03-25,3310
2016-03-26,3398
2016-03-27,3398
2016-03-28,3398
2016-03-29,3398
2016-03-30,3398
2016-03-31,3398
2016-04-01,3398
2016-04-02,3474
2016-04-03,3474
2016-04-04,3474
2016-04-05,3474
2016-04-06,3474
2016-04-07,3474
2016-04-08,3474
2016-04-09,3522
2016-04-10,3522
2016-04-11,3522
2016-04-12,3522
2016-04-13,3522
2016-04-14,3522
2016-04-15,3522
2016-04-16,3596
2016-04-17,3596
2016-04-18,3596
2016-04-19,3596
2016-04-20,3596
2016-04-21,3596
2016-04-22,3596
2016-04-23,3638
2016-04-24,3638
2016-04-25,3638
2016-04-26,3638
2016-04-27,3638
2016-04-28,3638
2016-04-29,3698
2016-04-30,3698
2016-05-01,3698
2016-05-02,3698
2016-05-03,3698
2016-05-04,3698
2016-05-05,3755
2016-05-06,3755
2016-05-07,3755
2016-05-08,3755
2016-05-09,3755
2016-05-10,3752
2016-05-11,3752
2016-05-12,3752
2016-05-13,3752
2016-05-14,3752
2016-05-15,3648
2016-05-16,3648
2016-05-17,3648
2016-05-18,3648
2016-05-19,3648
2016-05-21,3548
2016-05-22,3548
2016-05-23,3548
2016-05-24,3548
2016-05-25,3555
2016-05-26,3555
2016-05-27,3555
2016-05-28,3555
2016-05-29,3662
2016-05-30,3662
2016-05-31,3662
2016-06-01,3662
2016-06-02,3662
2016-06-03,3662
2016-06-04,3556
2016-06-05,3556
2016-06-06,3556
2016-06-07,3556
2016-06-08,3556
2016-06-09,3476
2016-06-10,3476
2016-06-11,3312
2016-06-12,3312
2016-06-13,3312
2016-06-14,3164
2016-06-15,3164
2016-06-16,3164
2016-06-17,3088
2016-06-18,3088
2016-06-19,2960
2016-06-20,2960
2016-06-21,2960
2016-06-22,2838
2016-06-23,2838
2016-06-24,2838
2016-06-25,2782
2016-06-26,2782
2016-06-27,2782
2016-06-28,2729
2016-06-29,2729
2016-06-30,2729
2016-07-01,2761
2016-07-02,2761
2016-07-03,2761
2016-07-04,2704
2016-07-05,2704
2016-07-06,2704
2016-07-07,2703
2016-07-08,2703
2016-07-09,2725
2016-07-10,2725
2016-07-11,2725
2016-07-12,2703
2016-07-13,2703
2016-07-14,2703
2016-07-15,2699
2016-07-16,2699
2016-07-17,2699
2016-07-18,2717
2016-07-23,2662
2016-07-24,2662
2016-07-25,2674
2016-07-26,2674
2016-07-27,2674
2016-07-28,2674
2016-07-29,2657
2016-07-30,2657
2016-07-31,2657
2016-08-01,2657
2016-08-02,2706
2016-08-03,2706
2016-08-04,2706
2016-08-05,2706
2016-08-06,2657
2016-08-07,2657
2016-08-08,2657
2016-08-09,2696
2016-08-10,2696
2016-08-11,2696
2016-08-12,2696
2016-08-13,2696
2016-08-14,2645
2016-08-15,2645
2016-08-16,2645
2016-08-17,2676
2016-08-18,2676
2016-08-19,2676
2016-08-20,2676
2016-08-21,2722
2016-08-22,2722
2016-08-23,2722
2016-08-24,2751
2016-08-25,2751
2016-08-26,2751
2016-08-28,2690
2016-08-31,2690
2016-09-01,2669
2016-09-02,2669
2016-09-03,2669
2016-09-04,2669
2016-09-05,2691
2016-09-06,2691
2016-09-07,2691
2016-09-08,2691
2016-09-09,2656
2016-09-10,2656
2016-09-11,2656
2016-09-12,2694
2016-09-13,2694
2016-09-14,2694
2016-09-15,2694
2016-09-16,2690
2016-09-17,2690
2016-09-18,2690
2016-09-19,2691
2016-09-20,2691
2016-09-21,2691
2016-09-22,2711
2016-09-23,2711
2016-09-24,2711
2016-09-25,2711
2016-09-26,2661
2016-09-27,2661
2016-09-28,2661
2016-09-29,2679
2016-09-30,2679
2016-10-01,2673
2016-10-02,2673
2016-10-03,2673
2016-10-04,2673
2016-10-05,2682
2016-10-06,2682
2016-10-07,2682
2016-10-08,2706
2016-10-09,2706
2016-10-10,2706
2016-10-11,2706
2016-10-12,2707
2016-10-13,2707
2016-10-14,2707
2016-10-15,2698
2016-10-16,2698
2016-10-17,2698
2016-10-18,2711
2016-10-19,2711
2016-10-20,2711
2016-10-21,2751
2016-10-22,2751
2016-10-23,2751
2016-10-24,2703
2016-10-25,2703
2016-10-26,2703
2016-10-27,2720
2016-10-28,2720
2016-10-29,2720
2016-10-30,2720
2016-10-31,2720
2016-11-01,2720
2016-11-02,2716
2016-11-03,2716
2016-11-04,2716
2016-11-05,2716
2016-11-06,2697
2016-11-07,2697
2016-11-08,2697
2016-11-09,2639
2016-11-10,2639
2016-11-11,2639
2016-11-12,2658
2016-11-13,2658
2016-11-14,2658
2016-11-15,2658
2016-12-07,2681
2016-12-08,2681
2016-12-09,2678
2016-12-10,2678
2016-12-11,2678
2016-12-12,2736
2016-12-13,2736
2016-12-14,2700
2016-12-15,2700
2016-12-16,2700
2016-12-17,2684
2016-12-18,2684
2016-12-19,2684
2016-12-20,2703
2016-12-21,2703
2016-12-22,2703
2016-12-23,2650
2016-12-24,2650
2016-12-25,2650
2016-12-26,2664
2016-12-27,2664
2016-12-28,2687
2016-12-29,2687
2016-12-30,2688
2016-12-31,2688
2017-01-01,2679
2017-01-02,2711
2017-01-03,2711
2017-01-04,2659
2017-01-05,2659
2017-01-06,2659
2017-01-07,2659
2017-01-08,2679
2017-01-09,2679
2017-01-10,2694
2017-01-11,2694
2017-01-12,2683
2017-01-13,2683
2017-01-14,2709
2017-01-15,2709
2017-01-16,2693
2017-01-17,2693
2017-01-18,2717
2017-01-19,2717
2017-01-20,2723
2017-01-21,2723
2017-01-22,2634
2017-01-23,2634
2017-01-27,2683
2017-01-28,2678
2017-01-29,2678
2017-01-30,2666
2017-01-31,2666
2017-02-01,2663
2017-02-02,2663
2017-02-03,2697
2017-02-04,2697
2017-02-05,2670
2017-02-06,2670
2017-02-07,2690
2017-02-08,2690
2017-02-09,2680
2017-02-10,2685
2017-02-11,2685
2017-02-12,2683
2017-02-13,2683
2017-02-14,2675
2017-02-15,2675
2017-02-16,2633
2017-02-17,2633
2017-02-18,2633
2017-02-19,2678
2017-02-20,2678
2017-02-21,2686
2017-02-22,2686
2017-02-23,2686
2017-02-24,2692
2017-02-25,2692
2017-02-26,2696
2017-02-27,2696
2017-02-28,2690
2017-03-01,2690
2017-03-02,2687
2017-03-03,2687
2017-03-04,2687
2017-03-05,2687
2017-03-06,2678
2017-03-07,2678
2017-03-08,2692
2017-03-09,2692
2017-03-10,2666
2017-03-11,2666
2017-03-12,2691
2017-03-13,2691
2017-03-14,2707
2017-03-15,2707
2017-03-16,2710
2017-03-17,2710
2017-03-18,2726
2017-03-19,2726
2017-03-20,2721
2017-03-21,2721
2017-03-22,2707
2017-03-23,2707
2017-03-24,2712
2017-03-25,2712
2017-03-26,2712
2017-03-27,2706
2017-03-28,2706
2017-03-29,2712
2017-03-30,2712
2017-03-31,2714
2017-04-01,2714
2017-04-02,2714
2017-04-03,2687
2017-04-04,2687
2017-04-05,2687
2017-04-12,2720
2017-04-13,2709
2017-04-14,2709
2017-04-15,2711
2017-04-16,2711
2017-04-17,2703
2017-04-18,2703
2017-04-19,2696
2017-04-20,2696
2017-04-21,2703
2017-04-22,2703
2017-04-23,2709
2017-04-24,2709
2017-04-25,2707
2017-04-26,2707
2017-04-27,2707
2017-04-28,2740
2017-04-29,2740
2017-04-30,2734
2017-05-01,2734
2017-05-02,2760
2017-05-03,2760
2017-05-04,2826
2017-05-05,2826
2017-05-06,2810
2017-05-07,2810
2017-05-08,2750
2017-05-09,2809
2017-05-10,2809
2017-05-11,2740
2017-05-12,2734
2017-05-13,2662
2017-05-14,2662
2017-05-15,2715
2017-05-16,2702
2017-05-17,2702
2017-05-18,2692
2017-05-19,2692
2017-05-20,2668
2017-05-21,2668
2017-05-22,2704
2017-05-23,2704
2017-05-24,2698
2017-05-25,2698
2017-05-26,2703
2017-05-27,2703
2017-05-28,2690
2017-05-29,2690
2017-05-30,2686
2017-05-31,2686
2017-06-01,2632
2017-06-02,2632
2017-06-03,2662
2017-06-04,2705
2017-06-05,2705
2017-06-06,2671
2017-06-07,2671
2017-06-08,2717
2017-06-09,2717
2017-06-10,2689
2017-06-11,2638
2017-06-12,2638
2017-06-13,2643
2017-06-14,2657
2017-06-15,2657
2017-06-16,2655
2017-06-17,2655
2017-06-18,2638
2017-06-19,2638
