date_obj,Bandos%20boots price
2016-02-14,252010
2016-02-15,249136
2016-02-16,245958
2016-02-17,244354
2016-02-18,245838
2016-02-19,244571
2016-02-20,241435
2016-02-21,238251
2016-02-22,238251
2016-02-23,235996
2016-02-24,228230
2016-02-25,226063
2016-02-26,226063
2016-02-27,228507
2016-02-28,227068
2016-02-29,221913
2016-03-01,219762
2016-03-02,217543
2016-03-03,210635
2016-03-04,215270
2016-03-05,214773
2016-03-06,217536
2016-03-07,219247
2016-03-08,223635
2016-03-09,227441
2016-03-10,222735
2016-03-11,224789
2016-03-12,235949
2016-03-13,246527
2016-03-14,250794
2016-03-15,251832
2016-03-16,252839
2016-03-17,264160
2016-03-18,277368
2016-03-19,291237
2016-03-20,305799
2016-03-21,318814
2016-03-22,331083
2016-03-23,347609
2016-03-24,364990
2016-03-25,382122
2016-03-26,401227
2016-03-27,419813
2016-03-28,436028
2016-03-29,432029
2016-03-30,432029
2016-03-31,416276
2016-04-01,395492
2016-04-02,375717
2016-04-03,356931
2016-04-04,339116
2016-04-05,331354
2016-04-06,326269
2016-04-07,330104
2016-04-08,337362
2016-04-09,344789
2016-04-10,360644
2016-04-11,360644
2016-04-12,377806
2016-04-13,389624
2016-04-14,387954
2016-04-15,395113
2016-04-16,406821
2016-04-17,416103
2016-04-18,416508
2016-04-19,431351
2016-04-20,432645
2016-04-21,431084
2016-04-22,431084
2016-04-23,417939
2016-04-24,409010
2016-04-25,393950
2016-04-26,391578
2016-04-27,398939
2016-04-28,394466
2016-04-29,401035
2016-04-30,399966
2016-05-01,400331
2016-05-02,389895
2016-05-03,374113
2016-05-04,366272
2016-05-05,355971
2016-05-06,355971
2016-05-07,339065
2016-05-08,322234
2016-05-09,306122
2016-05-10,293379
2016-05-11,291754
2016-05-12,281417
2016-05-13,273139
2016-05-14,261013
2016-05-15,269003
2016-05-16,273453
2016-05-17,280053
2016-05-18,280480
2016-05-19,288810
2016-05-22,294571
2016-05-23,286368
2016-05-24,280686
2016-05-25,277842
2016-05-26,276307
2016-05-27,269737
2016-05-28,275188
2016-05-29,284596
2016-05-30,284596
2016-05-31,290465
2016-06-01,282188
2016-06-02,274757
2016-06-03,270401
2016-06-04,272910
2016-06-05,274204
2016-06-06,278851
2016-06-07,274207
2016-06-08,269839
2016-06-09,265268
2016-06-10,265118
2016-06-11,264429
2016-06-12,261864
2016-06-13,259230
2016-06-14,251460
2016-06-15,248893
2016-06-16,243398
2016-06-17,239420
2016-06-18,247762
2016-06-19,251355
2016-06-20,257408
2016-06-21,260578
2016-06-22,259948
2016-06-23,264006
2016-06-24,264934
2016-06-25,268879
2016-06-26,270274
2016-06-27,274710
2016-06-28,283726
2016-06-29,280002
2016-06-30,271888
2016-07-01,263931
2016-07-02,262826
2016-07-03,263345
2016-07-04,262234
2016-07-05,264084
2016-07-06,261249
2016-07-07,262024
2016-07-08,262899
2016-07-09,260629
2016-07-10,263721
2016-07-11,264411
2016-07-12,262789
2016-07-13,260563
2016-07-14,259020
2016-07-15,255812
2016-07-16,253173
2016-07-17,248926
2016-07-18,245013
2016-07-23,235045
2016-07-24,238356
2016-07-25,240270
2016-07-26,240270
2016-07-27,247328
2016-07-28,247888
2016-07-29,248677
2016-07-30,252785
2016-07-31,252785
2016-08-01,261090
2016-08-02,268346
2016-08-03,269662
2016-08-04,274016
2016-08-05,274016
2016-08-06,268477
2016-08-07,266911
2016-08-08,274376
2016-08-09,273926
2016-08-10,267798
2016-08-11,266240
2016-08-12,264502
2016-08-13,263797
2016-08-14,258939
2016-08-15,251237
2016-08-16,246093
2016-08-17,240859
2016-08-18,232898
2016-08-19,223553
2016-08-20,213736
2016-08-21,203968
2016-08-22,197069
2016-08-23,188675
2016-08-24,197035
2016-08-25,205697
2016-08-26,205697
2016-08-28,216314
2016-08-31,197154
2016-09-01,192651
2016-09-02,192651
2016-09-03,201395
2016-09-04,204161
2016-09-05,208159
2016-09-06,205428
2016-09-07,206736
2016-09-08,206736
2016-09-09,206701
2016-09-10,204031
2016-09-11,204031
2016-09-12,202212
2016-09-13,207454
2016-09-14,207454
2016-09-15,211006
2016-09-16,211006
2016-09-17,211451
2016-09-18,203442
2016-09-19,207024
2016-09-20,207024
2016-09-21,203113
2016-09-22,199730
2016-09-23,202241
2016-09-24,202241
2016-09-25,201778
2016-09-26,201778
2016-09-27,203390
2016-09-28,202929
2016-09-29,202929
2016-09-30,200015
2016-10-01,198902
2016-10-02,198902
2016-10-03,197993
2016-10-04,195125
2016-10-05,196964
2016-10-06,200343
2016-10-07,200343
2016-10-08,199775
2016-10-09,199775
2016-10-10,207714
2016-10-11,216715
2016-10-12,216715
2016-10-13,224544
2016-10-14,223214
2016-10-15,222689
2016-10-16,224182
2016-10-17,218946
2016-10-18,223969
2016-10-19,233761
2016-10-20,244140
2016-10-21,254367
2016-10-22,254367
2016-10-23,262728
2016-10-24,249857
2016-10-25,249857
2016-10-26,256395
2016-10-27,265503
2016-10-28,265503
2016-10-29,256466
2016-10-30,248327
2016-10-31,244092
2016-11-01,244092
2016-11-02,245765
2016-11-03,245765
2016-11-04,240854
2016-11-05,240854
2016-11-06,233935
2016-11-07,223434
2016-11-08,217851
2016-11-09,217921
2016-11-10,217790
2016-11-11,223577
2016-11-12,229365
2016-11-13,238601
2016-11-14,245782
2016-11-15,254255
2016-12-07,209686
2016-12-08,214408
2016-12-09,209030
2016-12-10,203455
2016-12-11,198220
2016-12-12,196212
2016-12-13,194725
2016-12-14,196109
2016-12-15,196109
2016-12-16,202704
2016-12-17,210706
2016-12-18,215900
2016-12-19,217023
2016-12-20,218303
2016-12-21,221348
2016-12-22,223212
2016-12-23,226466
2016-12-24,227004
2016-12-25,219020
2016-12-26,208679
2016-12-27,204721
2016-12-28,200232
2016-12-29,204825
2016-12-30,210451
2016-12-31,215738
2017-01-01,217782
2017-01-02,219879
2017-01-03,219309
2017-01-04,216499
2017-01-05,210278
2017-01-06,210263
2017-01-07,204426
2017-01-08,204177
2017-01-09,203234
2017-01-10,202377
2017-01-11,197490
2017-01-12,197289
2017-01-13,201815
2017-01-14,204760
2017-01-15,200657
2017-01-16,195971
2017-01-17,194259
2017-01-18,194634
2017-01-19,197659
2017-01-20,201860
2017-01-21,205051
2017-01-22,205435
2017-01-23,199157
2017-01-27,202938
2017-01-28,200584
2017-01-29,202247
2017-01-30,205383
2017-01-31,202624
2017-02-01,202585
2017-02-02,201140
2017-02-03,202453
2017-02-04,200466
2017-02-05,201130
2017-02-06,203565
2017-02-07,202092
2017-02-08,200177
2017-02-09,200177
2017-02-10,197352
2017-02-11,191321
2017-02-12,187615
2017-02-13,191810
2017-02-14,194113
2017-02-15,198198
2017-02-16,199673
2017-02-18,203887
2017-02-19,207046
2017-02-20,200314
2017-02-21,198766
2017-02-22,199664
2017-02-23,198593
2017-02-24,198825
2017-02-25,198997
2017-02-26,198156
2017-02-27,195039
2017-02-28,190940
2017-03-01,190563
2017-03-02,194516
2017-03-03,195419
2017-03-04,195056
2017-03-05,195129
2017-03-06,193354
2017-03-07,194560
2017-03-08,197364
2017-03-09,200835
2017-03-10,203452
2017-03-11,204758
2017-03-12,203923
2017-03-13,203110
2017-03-14,204814
2017-03-15,204183
2017-03-16,204729
2017-03-17,205813
2017-03-18,205242
2017-03-19,202436
2017-03-20,198929
2017-03-21,193515
2017-03-22,193882
2017-03-23,197962
2017-03-24,195706
2017-03-25,195706
2017-03-26,196358
2017-03-27,197769
2017-03-28,200179
2017-03-29,200539
2017-03-30,201838
2017-03-31,205374
2017-04-01,203671
2017-04-02,206090
2017-04-03,204157
2017-04-04,201154
2017-04-05,198660
2017-04-12,197928
2017-04-13,199553
2017-04-14,202021
2017-04-15,202838
2017-04-16,206559
2017-04-17,209970
2017-04-18,213725
2017-04-19,216828
2017-04-20,218260
2017-04-21,218772
2017-04-22,217063
2017-04-23,219456
2017-04-24,219328
2017-04-25,216963
2017-04-26,216963
2017-04-27,216045
2017-04-28,214045
2017-04-29,210297
2017-04-30,208099
2017-05-01,205635
2017-05-02,205576
2017-05-03,205387
2017-05-04,206603
2017-05-05,202207
2017-05-06,201659
2017-05-07,197967
2017-05-08,199211
2017-05-09,200217
2017-05-10,199679
2017-05-11,202654
2017-05-12,210158
2017-05-13,220212
2017-05-14,225404
2017-05-15,221264
2017-05-16,220238
2017-05-17,216808
2017-05-18,218499
2017-05-19,218499
2017-05-20,215842
2017-05-21,215842
2017-05-22,219065
2017-05-23,212920
2017-05-24,206569
2017-05-25,199935
2017-05-26,198440
2017-05-27,202621
2017-05-28,207635
2017-05-29,209513
2017-05-30,209125
2017-05-31,210413
2017-06-01,206434
2017-06-02,205270
2017-06-03,205991
2017-06-04,203280
2017-06-05,198000
2017-06-06,194994
2017-06-07,192622
2017-06-08,192622
2017-06-09,196429
2017-06-10,199603
2017-06-11,195838
2017-06-12,190958
2017-06-13,190576
2017-06-14,191819
2017-06-15,192687
2017-06-16,191726
2017-06-17,198415
2017-06-18,203707
2017-06-19,203707
2017-06-20,202534
2017-06-21,201768
2017-06-22,202464
2017-06-23,201211
2017-06-24,202614
2017-06-25,202936
2017-06-26,200444
2017-06-27,200378
2017-06-28,199487
2017-06-29,200305
2017-06-30,199050
2017-07-01,199050
2017-07-02,201243
2017-07-03,200378
2017-07-04,200392
2017-07-05,200392
2017-07-06,200544
2017-07-07,200544
2017-07-08,199777
2017-07-09,200133
2017-07-13,199733
2017-07-14,201998
2017-07-15,201998
2017-07-16,202988
2017-07-17,200464
2017-07-18,202478
2017-07-19,212130
2017-07-20,222737
2017-07-21,233874
2017-07-22,245568
2017-07-23,257847
2017-07-24,270740
2017-07-25,284277
2017-07-26,298491
2017-07-27,313416
2017-07-28,329087
2017-07-29,345542
2017-07-30,362820
2017-07-31,380840
2017-08-01,399882
2017-08-02,419877
2017-08-03,440528
2017-08-04,461738
2017-08-05,484825
2017-08-06,507713
2017-08-07,533099
2017-08-08,559754
2017-08-09,587742
2017-08-10,617130
2017-08-11,647987
2017-08-12,680387
2017-08-13,714407
2017-08-14,750128
2017-08-15,786641
2017-08-16,807964
2017-08-17,845054
2017-08-18,845054
2017-08-19,887307
2017-08-20,931673
2017-08-21,978257
2017-08-22,1027170
2017-08-23,1072415
2017-08-24,1126036
2017-08-25,1182338
2017-08-26,1240984
2017-08-27,1257413
2017-08-28,1253306
2017-08-29,1226470
2017-08-30,1191596
2017-08-31,1132016
2017-09-01,1075415
2017-09-02,1033405
2017-09-03,1033405
2017-09-04,1003510
2017-09-05,987128
2017-09-06,1016094
2017-09-07,1009786
2017-09-08,1009786
2017-09-09,1024899
2017-09-10,1061581
2017-09-11,1096266
2017-09-12,1117233
2017-09-13,1115430
2017-09-14,1148873
2017-09-15,1148873
2017-09-16,1203371
2017-09-17,1244174
2017-09-18,1186865
2017-09-19,1141534
2017-09-20,1099643
2017-09-22,1071711
2017-09-23,1071711
2017-09-24,1093512
2017-09-25,1096933
2017-09-26,1134330
2017-09-27,1134330
2017-09-28,1153553
2017-09-29,1144547
2017-09-30,1131064
2017-10-01,1105806
2017-10-02,1119866
2017-10-03,1156847
2017-10-04,1156847
2017-10-05,1178307
2017-10-06,1202096
2017-10-07,1194118
2017-10-08,1175183
2017-10-09,1131488
2017-10-10,1086244
2017-10-11,1086244
2017-10-12,1102253
2017-10-13,1092663
2017-10-14,1066033
2017-10-15,1066033
2017-10-16,1047247
2017-10-17,1047247
2017-10-18,1024680
2017-10-19,1046816
2017-10-20,1080533
2017-10-21,1132187
2017-10-22,1178519
2017-10-23,1187009
2017-10-24,1244878
2017-10-25,1247783
2017-10-26,1185393
2017-10-27,1126123
2017-10-28,1069816
2017-10-29,1016325
2017-10-30,965508
2017-10-31,917232
2017-11-01,871370
2017-11-02,827801
2017-11-03,786410
2017-11-04,747089
2017-11-05,709734
2017-11-06,674247
2017-11-07,640534
2017-11-08,608507
2017-11-09,578081
2017-11-10,549176
2017-11-11,521717
2017-11-12,495631
2017-11-13,470897
2017-11-14,447352
2017-11-15,425067
2017-11-16,403813
2017-11-17,383622
2017-11-18,364490
2017-11-19,346265
2017-11-20,328951
2017-11-21,312503
2017-11-22,296877
2017-11-23,282033
2017-11-24,267960
2017-11-25,254562
2017-11-26,241833
2017-11-27,241833
2017-11-28,229742
2017-11-29,219841
2017-11-30,215367
2017-12-01,211347
2017-12-02,210241
2017-12-03,208271
2017-12-04,205753
2017-12-05,207950
2017-12-06,204537
2017-12-07,200309
2017-12-08,199362
2017-12-09,195907
2017-12-10,200694
2017-12-11,208561
2017-12-12,214921
2017-12-13,211243
2017-12-14,211645
2017-12-15,211826
2017-12-16,211139
2017-12-17,206738
2017-12-18,204947
2017-12-19,205232
2017-12-20,206668
2017-12-21,207877
2017-12-22,209055
2017-12-23,209400
2017-12-24,216988
2017-12-25,226323
2017-12-26,234530
2017-12-27,235915
2017-12-28,230625
2017-12-29,230945
2017-12-30,229849
2017-12-31,231164
2018-01-01,224397
2018-01-02,220250
2018-01-03,214547
2018-01-04,211159
2018-01-05,204020
2018-01-06,197138
2018-01-07,195088
2018-01-08,190606
2018-01-09,192979
2018-01-10,198373
2018-01-11,205482
2018-01-12,211955
2018-01-13,204856
2018-01-14,195664
2018-01-15,186976
2018-01-16,182355
2018-01-17,179643
2018-01-18,179631
2018-01-19,179631
2018-01-20,178941
2018-01-21,177224
2018-01-22,175690
2018-01-23,177984
2018-01-24,179499
2018-01-25,180854
2018-01-26,178049
2018-01-27,181033
2018-01-28,181334
2018-01-29,180813
2018-01-30,179270
2018-01-31,176543
2018-02-01,173831
2018-02-02,174791
2018-02-03,176511
2018-02-04,175111
2018-02-05,174949
2018-02-06,175464
2018-02-07,179338
2018-02-08,179325
2018-02-09,180323
2018-02-10,179122
2018-02-11,178260
2018-02-12,176996
2018-02-13,177682
2018-02-14,176254
2018-02-15,176027
2018-02-16,177702
2018-02-17,178690
2018-02-18,178660
2018-02-19,179173
2018-02-20,183857
2018-02-21,188012
2018-02-22,193759
2018-02-23,194799
2018-02-24,195614
2018-02-25,195862
2018-02-26,195842
2018-02-27,194682
2018-02-28,197037
2018-03-01,201715
2018-03-02,204668
2018-03-03,212469
2018-03-04,213123
2018-03-05,213741
2018-03-06,208243
2018-03-07,202618
2018-03-08,194882
2018-03-09,198048
2018-03-10,193871
2018-03-11,186105
2018-03-12,178386
2018-03-13,175357
2018-03-14,179002
2018-03-15,182654
2018-03-16,183954
2018-03-17,188808
2018-03-18,185916
2018-03-20,192897
2018-03-22,202021
2018-03-23,205081
2018-03-24,209211
2018-03-25,212693
2018-03-26,212282
2018-03-27,212884
2018-03-28,217444
2018-03-29,224337
2018-03-30,222458
2018-03-31,223861
2018-04-01,216708
2018-04-02,210115
2018-04-03,208711
2018-04-04,205047
2018-04-05,202187
2018-04-06,202508
2018-04-07,200927
2018-04-08,199773
2018-04-09,203600
2018-04-10,206313
2018-04-11,207372
2018-04-12,212545
2018-04-13,221678
2018-04-14,223849
2018-04-15,228762
2018-04-16,237756
2018-04-17,249644
2018-04-18,262127
2018-04-19,275020
2018-04-20,288771
2018-04-21,302116
2018-04-22,305629
2018-04-23,315736
2018-04-24,331436
2018-04-25,348008
2018-04-26,365341
2018-04-27,380471
2018-04-28,381876
2018-04-29,380970
2018-04-30,366162
2018-05-01,358276
2018-05-02,357391
2018-05-03,356603
2018-05-04,359703
2018-05-05,365180
2018-05-06,371285
2018-05-07,366303
2018-05-08,350451
2018-05-09,333261
2018-05-10,316605
2018-05-11,300774
2018-05-12,287224
2018-05-13,274672
2018-05-14,263399
2018-05-15,251718
2018-05-16,247237
2018-05-17,253410
2018-05-18,261593
2018-05-19,265794
2018-05-20,272644
2018-05-21,273598
2018-05-22,279217
2018-05-23,287134
2018-05-24,288441
2018-05-25,294635
2018-05-26,296090
2018-05-27,294740
2018-05-28,292780
2018-05-29,303392
2018-05-30,318562
2018-05-31,334470
2018-06-01,350600
2018-06-02,347029
2018-06-03,333400
2018-06-04,321674
2018-06-05,311051
2018-06-06,295670
2018-06-07,281103
2018-06-08,267047
2018-06-09,253963
2018-06-10,241264
2018-06-11,229200
2018-06-12,219681
2018-06-13,212526
2018-06-14,207833
2018-06-15,211799
2018-06-16,220745
2018-06-17,221456
2018-06-18,222243
2018-06-19,222128
2018-06-20,217920
2018-06-21,216873
2018-06-22,209899
2018-06-23,205075
2018-06-24,201030
2018-06-25,205518
2018-06-26,204157
2018-06-27,207439
2018-06-28,209337
2018-06-29,211327
2018-06-30,218166
2018-07-01,224607
2018-07-02,215093
2018-07-03,212761
2018-07-04,210940
2018-07-05,208363
2018-07-06,207807
2018-07-07,206442
2018-07-08,209152
2018-07-09,210302
2018-07-10,210136
2018-07-11,212234
2018-07-12,210971
2018-07-13,209613
2018-07-14,210543
2018-07-15,212854
2018-07-16,213355
2018-07-17,214894
2018-07-18,217633
2018-07-19,219390
2018-07-20,218943
2018-07-21,217780
2018-07-22,217281
2018-07-23,214540
2018-07-24,216343
2018-07-25,215605
2018-07-26,218618
2018-07-27,217494
2018-07-28,215732
2018-07-29,215156
2018-07-30,215909
2018-07-31,215869
2018-08-01,215432
2018-08-02,215763
2018-08-03,217437
2018-08-04,219348
2018-08-05,226569
2018-08-06,224703
2018-08-07,219565
2018-08-08,218357
2018-08-09,218429
2018-08-10,218171
2018-08-11,221120
2018-08-12,218623
2018-08-14,217346
2018-08-16,214271
2018-08-17,214483
2018-08-18,213620
2018-08-19,213306
2018-08-20,215469
2018-08-21,215571
2018-08-22,217850
2018-08-23,216024
2018-08-24,213136
2018-08-25,211460
2018-08-26,209642
2018-08-27,209106
2018-08-28,206404
2018-08-29,202002
2018-08-30,201784
2018-08-31,200428
2018-09-01,201674
2018-09-02,202542
2018-09-03,201445
2018-09-04,202042
2018-09-05,204684
2018-09-06,203904
2018-09-07,206933
2018-09-08,209039
2018-09-09,209750
2018-09-10,208028
2018-09-11,206654
2018-09-12,206403
2018-09-13,207183
2018-09-14,204540
2018-09-15,204571
2018-09-16,204229
2018-09-17,202166
2018-09-18,198792
2018-09-19,199030
2018-09-20,199290
2018-09-21,199127
2018-09-22,199432
2018-09-23,199685
2018-09-24,199733
2018-09-25,199398
2018-09-26,198999
2018-09-27,198823
2018-09-28,199123
2018-09-29,199675
2018-09-30,201023
2018-10-01,200015
2018-10-02,199537
2018-10-03,200640
2018-10-04,200799
2018-10-05,201267
2018-10-06,200101
2018-10-07,203258
2018-10-08,203127
2018-10-09,203019
2018-10-10,202977
2018-10-11,202955
2018-10-12,203384
2018-10-13,202155
2018-10-14,202978
2018-10-15,203823
2018-10-16,202508
2018-10-17,203372
2018-10-18,204886
2018-10-19,209129
2018-10-20,213804
2018-10-21,217247
2018-10-22,212897
2018-10-23,210518
2018-10-24,206255
2018-10-25,205445
2018-10-26,206869
2018-10-27,206004
2018-10-28,205071
2018-10-29,206333
2018-10-30,211537
2018-10-31,219837
2018-11-01,220903
2018-11-03,227129
2018-11-04,226253
2018-11-05,229764
2018-11-06,235417
2018-11-07,240741
2018-11-08,249806
2018-11-09,254964
2018-11-10,255794
2018-11-11,262484
2018-11-12,265005
2018-11-13,267318
2018-11-14,270866
2018-11-15,277166
2018-11-16,282635
2018-11-17,284603
2018-11-18,281019
2018-11-19,276979
2018-11-20,270005
2018-11-21,260200
2018-11-22,247429
2018-11-23,238018
2018-11-24,231784
2018-11-25,232299
2018-11-26,227612
2018-11-27,232901
2018-11-28,232308
2018-11-29,237829
2018-12-01,257632
2018-12-02,269360
2018-12-03,273170
2018-12-04,271867
2018-12-05,265147
2018-12-07,255352
2018-12-09,258263
2018-12-10,267052
2018-12-11,272587
2018-12-12,277895
2018-12-13,278324
2018-12-14,275271
2018-12-15,281978
2018-12-16,286941
2018-12-17,286670
2018-12-18,288109
2018-12-19,288421
2018-12-20,289885
2018-12-21,291370
2018-12-22,295541
2018-12-23,307564
2018-12-24,305129
2018-12-25,302888
2018-12-26,299292
2018-12-27,300661
2018-12-28,302222
2018-12-29,303681
2018-12-30,305008
2018-12-31,304787
2019-01-01,302725
2019-01-02,291884
2019-01-03,284385
2019-01-04,275516
2019-01-05,268240
2019-01-06,266822
2019-01-08,269552
2019-01-10,267665
2019-01-11,263182
2019-01-12,258506
2019-01-13,255372
2019-01-14,250707
2019-01-15,244517
2019-01-16,239873
2019-01-17,235528
2019-01-18,232904
2019-01-19,238862
2019-01-20,237553
2019-01-21,239034
2019-01-22,241586
2019-01-23,245041
2019-01-24,254547
2019-01-25,265162
2019-01-26,273023
2019-01-27,282272
2019-01-28,294019
2019-01-29,296629
2019-01-30,295901
2019-01-31,293216
2019-02-01,291821
2019-02-02,288898
2019-02-03,286323
2019-02-04,284838
2019-02-05,281475
2019-02-06,279410
2019-02-07,273976
2019-02-08,269116
2019-02-09,263511
2019-02-10,258941
2019-02-11,252053
2019-02-12,245177
2019-02-13,243367
2019-02-14,239115
2019-02-15,235506
2019-02-16,237106
2019-02-17,233417
2019-02-18,241237
2019-02-19,253297
2019-02-20,254451
2019-02-21,248786
2019-02-22,247100
2019-02-23,249236
2019-02-24,248725
2019-02-25,250733
2019-02-26,251101
2019-02-27,249936
2019-02-28,246230
2019-03-01,248937
2019-03-02,246206
2019-03-03,244432
2019-03-04,237736
2019-03-05,234568
2019-03-06,230026
2019-03-07,231186
2019-03-08,235004
2019-03-09,233924
2019-03-10,230540
2019-03-11,224105
2019-03-12,219211
2019-03-13,213836
2019-03-14,207369
