date_obj,Black%20mace price
2015-03-26,4309
2015-03-27,4309
2015-03-28,4309
2015-03-29,4099
2015-03-30,4099
2015-03-31,4099
2015-04-01,4099
2015-04-02,4099
2015-04-03,4099
2015-04-04,4099
2015-04-05,4099
2015-04-06,3901
2015-04-07,3901
2015-04-08,3901
2015-04-09,3901
2015-04-10,3901
2015-04-11,3901
2015-04-12,3901
2015-04-13,3901
2015-04-14,3901
2015-04-15,3716
2015-04-16,3716
2015-04-17,3716
2015-04-18,3716
2015-04-19,3716
2015-04-20,3716
2015-04-21,3716
2015-04-22,3716
2015-04-23,3537
2015-04-24,3537
2015-04-25,3537
2015-04-26,3537
2015-04-27,3537
2015-04-28,3537
2015-04-29,3537
2015-04-30,3537
2015-05-01,3365
2015-05-02,3365
2015-05-03,3365
2015-05-04,3365
2015-05-05,3365
2015-05-06,3365
2015-05-07,3365
2015-05-08,3365
2015-05-09,3211
2015-05-10,3211
2015-05-11,3211
2015-05-12,3211
2015-05-13,3211
2015-05-14,3211
2015-05-15,3211
2015-05-16,3211
2015-05-17,3053
2015-05-18,3053
2015-05-19,3053
2015-05-20,3053
2015-05-21,3053
2015-05-22,3053
2015-05-23,3053
2015-05-24,3053
2015-05-25,3053
2015-05-26,2908
2015-05-27,2908
2015-05-28,2908
2015-05-29,2908
2015-05-30,2908
2015-05-31,2768
2015-06-01,2768
2015-06-02,2768
2015-06-03,2768
2015-06-04,2768
2015-06-05,2768
2015-06-06,2632
2015-06-07,2632
2015-06-08,2632
2015-06-09,2632
2015-06-10,2632
2015-06-11,2632
2015-06-12,2506
2015-06-13,2506
2015-06-14,2506
2015-06-15,2506
2015-06-16,2506
2015-06-17,2386
2015-06-18,2386
2015-06-19,2386
2015-06-20,2386
2015-06-21,2386
2015-06-22,2275
2015-06-23,2275
2015-06-24,2275
2015-06-25,2275
2015-06-26,2275
2015-06-27,2166
2015-06-28,2166
2015-06-29,2166
2015-06-30,2166
2015-07-01,2166
2015-07-02,2066
2015-07-03,2066
2015-07-04,2066
2015-07-05,2066
2015-07-06,2066
2015-07-07,1965
2015-07-08,1965
2015-07-09,1965
2015-07-10,1965
2015-07-11,1878
2015-07-12,1878
2015-07-13,1878
2015-07-14,1878
2015-07-15,1878
2015-07-16,1788
2015-07-17,1788
2015-07-18,1788
2015-07-19,1788
2015-07-20,1707
2015-07-21,1707
2015-07-22,1707
2015-07-23,1707
2015-07-24,1633
2015-07-25,1633
2015-07-26,1633
2015-07-27,1633
2015-07-28,1633
2015-07-29,1556
2015-07-30,1556
2015-07-31,1556
2015-08-01,1556
2015-08-02,1484
2015-08-03,1484
2015-08-04,1484
2015-08-05,1484
2015-08-06,1413
2015-08-07,1413
2015-08-08,1413
2015-08-09,1413
2015-08-10,1345
2015-08-11,1345
2015-08-12,1345
2015-08-13,1345
2015-08-14,1280
2015-08-15,1280
2015-08-16,1280
2015-08-17,1280
2015-08-18,1218
2015-08-19,1218
2015-08-20,1218
2015-08-21,1218
2015-08-22,1163
2015-08-23,1163
2015-08-24,1163
2015-08-25,1163
2015-08-26,1163
2015-08-27,1111
2015-08-28,1111
2015-08-29,1111
2015-08-30,1111
2015-08-31,1111
2015-09-01,1057
2015-09-02,1057
2015-09-03,1057
2015-09-04,1057
2015-09-05,1057
2015-09-06,1010
2015-09-07,1010
2015-09-08,1010
2015-09-09,1010
2015-09-10,966
2015-09-11,966
2015-09-12,966
2015-09-13,966
2015-09-14,924
2015-09-15,924
2015-09-16,924
2015-09-17,924
2015-09-18,924
2015-09-19,880
2015-09-20,880
2015-09-21,880
2015-09-22,880
2015-09-23,880
2015-09-24,880
2015-09-25,840
2015-09-27,840
2015-09-28,840
2015-09-29,840
2015-09-30,840
2015-10-05,804
2015-10-06,804
2015-10-07,767
2015-10-08,767
2015-10-09,767
2015-10-10,767
2015-10-11,767
2015-10-12,731
2015-10-13,731
2015-10-14,731
2015-10-15,731
2015-10-16,731
2015-10-17,731
2015-10-18,697
2015-10-19,697
2015-10-20,697
2015-10-22,697
2015-10-23,664
2015-10-24,664
2015-10-25,664
2015-10-26,664
2015-10-27,664
2015-10-29,633
2015-10-30,633
2015-10-31,633
2015-11-01,633
2015-11-02,603
2015-11-03,603
2015-11-04,603
2015-11-05,603
2015-11-06,603
2015-11-07,574
2015-11-08,574
2015-11-09,574
2015-11-10,574
2015-11-11,574
2015-11-12,574
2015-11-13,547
2015-11-14,547
2015-11-15,547
2015-11-16,547
2015-11-17,547
2015-11-18,547
2015-11-19,521
2015-11-20,521
2015-11-21,521
2015-11-22,521
2015-11-23,521
2015-11-24,496
2015-11-25,496
2015-11-26,496
2015-11-27,496
2015-11-28,496
2015-11-29,474
2015-11-30,474
2015-12-01,474
2015-12-02,474
2015-12-03,474
2015-12-04,453
2015-12-05,453
2015-12-06,453
2015-12-07,453
2015-12-08,453
2015-12-09,432
2015-12-10,432
2015-12-11,432
2015-12-12,432
2015-12-13,432
2015-12-14,412
2015-12-15,412
2015-12-16,412
2015-12-17,412
2015-12-18,393
2015-12-19,393
2015-12-20,393
2015-12-21,393
2015-12-22,393
2015-12-23,375
2015-12-24,375
2015-12-25,375
2015-12-26,375
2015-12-27,375
2015-12-28,375
2015-12-29,357
2015-12-30,357
2015-12-31,357
2016-01-01,357
2016-01-02,357
2016-01-03,340
2016-01-04,340
2016-01-05,340
2016-01-06,340
2016-01-07,324
2016-01-08,324
2016-01-09,324
2016-01-10,324
2016-01-11,324
2016-01-12,324
2016-01-13,309
2016-01-14,309
2016-01-15,309
2016-01-16,309
2016-01-17,309
2016-01-18,296
2016-01-19,296
2016-01-20,296
2016-01-21,296
2016-01-22,296
2016-01-23,296
2016-01-24,283
2016-01-25,283
2016-01-26,283
2016-01-27,283
2016-01-28,283
2016-01-29,270
2016-01-30,270
2016-01-31,270
2016-02-01,270
2016-02-02,270
2016-02-03,257
2016-02-04,257
2016-02-05,257
2016-02-06,257
2016-02-07,257
2016-02-08,245
2016-02-09,245
2016-02-10,245
2016-02-11,245
2016-02-12,245
2016-02-13,233
2016-02-14,233
2016-02-15,233
2016-02-16,233
2016-02-17,233
2016-02-18,233
2016-02-19,222
2016-02-20,222
2016-02-21,222
2016-02-22,222
2016-02-23,222
2016-02-24,222
2016-02-25,211
2016-02-26,211
2016-02-27,211
2016-02-28,211
2016-02-29,211
2016-03-01,211
2016-03-02,201
2016-03-03,201
2016-03-04,201
2016-03-05,201
2016-03-06,201
2016-03-07,192
2016-03-08,192
2016-03-09,192
2016-03-10,192
2016-03-11,192
2016-03-12,183
2016-03-13,183
2016-03-14,183
2016-03-15,183
2016-03-16,183
2016-03-17,183
2016-03-18,173
2016-03-19,173
2016-03-20,173
2016-03-21,173
2016-03-22,173
2016-03-23,173
2016-03-24,165
2016-03-25,165
2016-03-26,165
2016-03-27,165
2016-03-28,165
2016-03-29,165
2016-03-30,165
2016-03-31,161
2016-04-01,161
2016-04-02,161
2016-04-03,161
2016-04-04,161
2016-04-05,161
2016-04-06,161
2016-04-07,161
2016-04-08,166
2016-04-09,166
2016-04-10,166
2016-04-11,166
2016-04-12,166
2016-04-13,166
2016-04-14,166
2016-04-15,166
2016-04-16,167
2016-04-17,167
2016-04-18,167
2016-04-19,167
2016-04-20,167
2016-04-21,167
2016-04-22,167
2016-04-23,167
2016-04-24,164
2016-04-25,164
2016-04-26,164
2016-04-27,164
2016-04-28,164
2016-04-29,164
2016-04-30,164
2016-05-01,161
2016-05-02,161
2016-05-03,161
2016-05-04,161
2016-05-05,161
2016-05-06,161
2016-05-07,153
2016-05-08,153
2016-05-09,153
2016-05-10,153
2016-05-11,153
2016-05-12,153
2016-05-13,153
2016-05-14,149
2016-05-15,149
2016-05-16,149
2016-05-17,149
2016-05-18,149
2016-05-19,149
2016-05-22,147
2016-05-23,147
2016-05-24,147
2016-05-25,147
2016-05-26,147
2016-05-27,147
2016-05-28,142
2016-05-29,142
2016-05-30,142
2016-05-31,142
2016-06-01,142
2016-06-02,142
2016-06-03,142
2016-06-04,138
2016-06-05,138
2016-06-06,138
2016-06-07,138
2016-06-08,138
2016-06-09,138
2016-06-10,138
2016-06-11,137
2016-06-12,137
2016-06-13,137
2016-06-14,137
2016-06-15,137
2016-06-16,137
2016-06-17,139
2016-06-18,139
2016-06-19,139
2016-06-20,139
2016-06-21,139
2016-06-22,139
2016-06-23,139
2016-06-24,143
2016-06-25,143
2016-06-26,143
2016-06-27,143
2016-06-28,143
2016-06-29,143
2016-06-30,143
2016-07-01,146
2016-07-02,146
2016-07-03,146
2016-07-04,146
2016-07-05,146
2016-07-06,146
2016-07-07,146
2016-07-08,149
2016-07-09,149
2016-07-10,149
2016-07-11,149
2016-07-12,149
2016-07-13,149
2016-07-14,149
2016-07-15,156
2016-07-16,156
2016-07-17,156
2016-07-18,156
2016-07-23,156
2016-07-24,162
2016-07-25,162
2016-07-26,162
2016-07-27,162
2016-07-28,162
2016-07-29,162
2016-07-30,162
2016-07-31,162
2016-08-01,162
2016-08-02,171
2016-08-03,171
2016-08-04,171
2016-08-05,171
2016-08-06,171
2016-08-07,171
2016-08-08,171
2016-08-09,171
2016-08-10,171
2016-08-11,171
2016-08-12,169
2016-08-13,169
2016-08-14,169
2016-08-15,169
2016-08-16,169
2016-08-17,169
2016-08-18,169
2016-08-19,169
2016-08-20,169
2016-08-21,169
2016-08-22,177
2016-08-23,177
2016-08-24,177
2016-08-25,177
2016-08-26,177
2016-08-28,177
2016-08-31,177
2016-09-01,185
2016-09-02,185
2016-09-03,185
2016-09-04,185
2016-09-05,185
2016-09-06,185
2016-09-07,185
2016-09-08,185
2016-09-09,185
2016-09-10,185
2016-09-11,185
2016-09-12,179
2016-09-13,179
2016-09-14,179
2016-09-15,179
2016-09-16,179
2016-09-17,179
2016-09-18,179
2016-09-19,179
2016-09-20,179
2016-09-21,171
2016-09-22,171
2016-09-23,171
2016-09-24,171
2016-09-25,171
2016-09-26,171
2016-09-27,171
2016-09-28,171
2016-09-29,171
2016-09-30,171
2016-10-01,163
2016-10-02,163
2016-10-03,163
2016-10-04,163
2016-10-05,163
2016-10-06,163
2016-10-07,163
2016-10-08,163
2016-10-09,163
2016-10-10,163
2016-10-11,163
2016-10-12,156
2016-10-13,156
2016-10-14,156
2016-10-15,156
2016-10-16,156
2016-10-17,156
2016-10-18,156
2016-10-19,156
2016-10-20,156
2016-10-21,151
2016-10-22,151
2016-10-23,151
2016-10-24,151
2016-10-25,151
2016-10-26,151
2016-10-27,151
2016-10-28,151
2016-10-29,151
2016-10-30,151
2016-10-31,157
2016-11-01,157
2016-11-02,157
2016-11-03,157
2016-11-04,157
2016-11-05,157
2016-11-06,157
2016-11-07,157
2016-11-08,157
2016-11-09,157
2016-11-10,154
2016-11-11,154
2016-11-12,154
2016-11-13,154
2016-11-14,154
2016-11-15,154
2016-12-07,136
2016-12-08,136
2016-12-09,136
2016-12-10,136
