date_obj,Dragon%20dart price
2015-08-11,3706
2015-08-12,3678
2015-08-13,3699
2015-08-14,3747
2015-08-15,3910
2015-08-16,4037
2015-08-17,4233
2015-08-18,4247
2015-08-19,4116
2015-08-20,4219
2015-08-21,4094
2015-08-22,3942
2015-08-23,3765
2015-08-24,3576
2015-08-25,3576
2015-08-26,3440
2015-08-27,3452
2015-08-28,3536
2015-08-29,3658
2015-08-30,3709
2015-08-31,3790
2015-09-01,3835
2015-09-02,3774
2015-09-03,3665
2015-09-04,3740
2015-09-05,3814
2015-09-06,3706
2015-09-07,3697
2015-09-08,3785
2015-09-09,3842
2015-09-10,3853
2015-09-11,3986
2015-09-12,3965
2015-09-13,4049
2015-09-14,3967
2015-09-15,3843
2015-09-16,3911
2015-09-17,3982
2015-09-18,4163
2015-09-19,4214
2015-09-20,4015
2015-09-21,3950
2015-09-22,3992
2015-09-23,3973
2015-09-24,4091
2015-09-25,4186
2015-09-27,3897
2015-09-28,3720
2015-09-29,3758
2015-09-30,3863
2015-10-05,3777
2015-10-06,3893
2015-10-07,3867
2015-10-08,3790
2015-10-09,3809
2015-10-10,3809
2015-10-11,3784
2015-10-12,3907
2015-10-13,3810
2015-10-14,3862
2015-10-15,3796
2015-10-16,3907
2015-10-17,3863
2015-10-18,3929
2015-10-19,3893
2015-10-20,3858
2015-10-22,3814
2015-10-23,3931
2015-10-24,4044
2015-10-25,4054
2015-10-26,3945
2015-10-27,3908
2015-10-29,4056
2015-10-30,4018
2015-10-31,4123
2015-11-01,4060
2015-11-02,4108
2015-11-03,4064
2015-11-04,3980
2015-11-05,4043
2015-11-06,4065
2015-11-07,4131
2015-11-08,4193
2015-11-09,4248
2015-11-10,4257
2015-11-11,4333
2015-11-12,4496
2015-11-13,4391
2015-11-14,4273
2015-11-15,4214
2015-11-16,4317
2015-11-17,4378
2015-11-18,4288
2015-11-19,4254
2015-11-20,4253
2015-11-21,4253
2015-11-22,4243
2015-11-23,4243
2015-11-24,4244
2015-11-25,4251
2015-11-26,4251
2015-11-27,4195
2015-11-28,4294
2015-11-29,4339
2015-11-30,4275
2015-12-01,4259
2015-12-02,4269
2015-12-03,4290
2015-12-04,4299
2015-12-05,4269
2015-12-06,4276
2015-12-07,4250
2015-12-08,4201
2015-12-09,4159
2015-12-10,4167
2015-12-11,4170
2015-12-12,4197
2015-12-13,4266
2015-12-14,4266
2015-12-15,4286
2015-12-16,4291
2015-12-17,4296
2015-12-18,4197
2015-12-19,4216
2015-12-20,4106
2015-12-21,4097
2015-12-22,4091
2015-12-23,3981
2015-12-24,3808
2015-12-25,3707
2015-12-26,3544
2015-12-27,3692
2015-12-28,3832
2015-12-29,3809
2015-12-30,3750
2015-12-31,3840
2016-01-01,3774
2016-01-02,3731
2016-01-03,3903
2016-01-04,3834
2016-01-05,3802
2016-01-06,3781
2016-01-07,3764
2016-01-08,3780
2016-01-09,3758
2016-01-10,3795
2016-01-11,3861
2016-01-12,3874
2016-01-13,3913
2016-01-14,4006
2016-01-15,4087
2016-01-16,4292
2016-01-17,4200
2016-01-18,3996
2016-01-19,3869
2016-01-20,3940
2016-01-21,4030
2016-01-22,3970
2016-01-23,3939
2016-01-24,3986
2016-01-25,3916
2016-01-26,3869
2016-01-27,3679
2016-01-28,3679
2016-01-29,3678
2016-01-30,3827
2016-01-31,4010
2016-02-01,3889
2016-02-02,3837
2016-02-03,3935
2016-02-04,4040
2016-02-05,4075
2016-02-06,4053
2016-02-07,3973
2016-02-08,3820
2016-02-09,3791
2016-02-10,3847
2016-02-11,3791
2016-02-12,3793
2016-02-13,3872
2016-02-14,3903
2016-02-15,3848
2016-02-16,3785
2016-02-17,3834
2016-02-18,3799
2016-02-19,3812
2016-02-20,3838
2016-02-21,3803
2016-02-22,3803
2016-02-23,3832
2016-02-24,3833
2016-02-25,3795
2016-02-26,3795
2016-02-27,3752
2016-02-28,3815
2016-02-29,3802
2016-03-01,3809
2016-03-02,3815
2016-03-03,3817
2016-03-04,3800
2016-03-05,3737
2016-03-06,3720
2016-03-07,3639
2016-03-08,3607
2016-03-09,3657
2016-03-10,3631
2016-03-11,3554
2016-03-12,3492
2016-03-13,3559
2016-03-14,3474
2016-03-15,3505
2016-03-16,3622
2016-03-17,3653
2016-03-18,3524
2016-03-19,3545
2016-03-20,3429
2016-03-21,3327
2016-03-22,3330
2016-03-23,3187
2016-03-24,3121
2016-03-25,3187
2016-03-26,3295
2016-03-27,3302
2016-03-28,3310
2016-03-29,3239
2016-03-30,3239
2016-03-31,3323
2016-04-01,3335
2016-04-02,3247
2016-04-03,3306
2016-04-04,3235
2016-04-05,3246
2016-04-06,3144
2016-04-07,3187
2016-04-08,3188
2016-04-09,3240
2016-04-10,3202
2016-04-11,3202
2016-04-12,3234
2016-04-13,3202
2016-04-14,3174
2016-04-15,3246
2016-04-16,3201
2016-04-17,3231
2016-04-18,3249
2016-04-19,3338
2016-04-20,3359
2016-04-21,3306
2016-04-22,3202
2016-04-23,3210
2016-04-24,3281
2016-04-25,3383
2016-04-26,3526
2016-04-27,3584
2016-04-28,3576
2016-04-29,3619
2016-04-30,3668
2016-05-01,3526
2016-05-02,3487
2016-05-03,3431
2016-05-04,3315
2016-05-05,3300
2016-05-06,3352
2016-05-07,3336
2016-05-08,3324
2016-05-09,3305
2016-05-10,3210
2016-05-11,3246
2016-05-12,3328
2016-05-13,3345
2016-05-14,3476
2016-05-15,3522
2016-05-16,3483
2016-05-17,3426
2016-05-18,3432
2016-05-19,3468
2016-05-22,3361
2016-05-23,3372
2016-05-24,3441
2016-05-25,3426
2016-05-26,3393
2016-05-27,3378
2016-05-28,3378
2016-05-29,3336
2016-05-30,3335
2016-05-31,3326
2016-06-01,3391
2016-06-02,3433
2016-06-03,3475
2016-06-04,3472
2016-06-05,3529
2016-06-06,3544
2016-06-07,3544
2016-06-08,3466
2016-06-09,3371
2016-06-10,3228
2016-06-11,3097
2016-06-12,2974
2016-06-13,2826
2016-06-14,2750
2016-06-15,2622
2016-06-16,2494
2016-06-17,2369
2016-06-18,2250
2016-06-19,2137
2016-06-20,2030
2016-06-21,1931
2016-06-22,1834
2016-06-23,1745
2016-06-24,1674
2016-06-25,1590
2016-06-26,1510
2016-06-27,1460
2016-06-28,1521
2016-06-29,1592
2016-06-30,1619
2016-07-01,1545
2016-07-02,1480
2016-07-03,1505
2016-07-04,1474
2016-07-05,1462
2016-07-06,1444
2016-07-07,1475
2016-07-08,1527
2016-07-09,1604
2016-07-10,1685
2016-07-11,1770
2016-07-12,1844
2016-07-13,1921
2016-07-14,1850
2016-07-15,1757
2016-07-16,1705
2016-07-17,1632
2016-07-18,1639
2016-07-23,1629
2016-07-24,1567
2016-07-25,1532
2016-07-26,1523
2016-07-27,1570
2016-07-28,1602
2016-07-29,1580
2016-07-30,1518
2016-07-31,1496
2016-08-01,1551
2016-08-02,1537
2016-08-03,1529
2016-08-04,1571
2016-08-05,1529
2016-08-06,1474
2016-08-07,1422
2016-08-08,1425
2016-08-09,1412
2016-08-10,1371
2016-08-11,1408
2016-08-12,1439
2016-08-13,1503
2016-08-14,1452
2016-08-15,1473
2016-08-16,1480
2016-08-17,1465
2016-08-18,1422
2016-08-19,1381
2016-08-20,1333
2016-08-21,1316
2016-08-22,1277
2016-08-23,1254
2016-08-24,1273
2016-08-25,1249
2016-08-26,1249
2016-08-28,1342
2016-08-31,1239
2016-09-01,1240
2016-09-02,1240
2016-09-03,1257
2016-09-04,1306
2016-09-05,1368
2016-09-06,1401
2016-09-07,1467
2016-09-08,1517
2016-09-09,1553
2016-09-10,1599
2016-09-11,1610
2016-09-12,1606
2016-09-13,1538
2016-09-14,1461
2016-09-15,1410
2016-09-16,1437
2016-09-17,1476
2016-09-18,1495
2016-09-19,1487
2016-09-20,1457
2016-09-21,1409
2016-09-22,1451
2016-09-23,1509
2016-09-24,1509
2016-09-25,1466
2016-09-26,1430
2016-09-27,1431
2016-09-28,1420
2016-09-29,1441
2016-09-30,1475
2016-10-01,1491
2016-10-02,1555
2016-10-03,1562
2016-10-04,1558
2016-10-05,1527
2016-10-06,1547
2016-10-07,1581
2016-10-08,1609
2016-10-09,1664
2016-10-10,1692
2016-10-11,1678
2016-10-12,1749
2016-10-13,1751
2016-10-14,1666
2016-10-15,1624
2016-10-16,1636
2016-10-17,1685
2016-10-18,1735
2016-10-19,1683
2016-10-20,1710
2016-10-21,1732
2016-10-22,1723
2016-10-23,1696
2016-10-24,1674
2016-10-25,1683
2016-10-26,1713
2016-10-27,1699
2016-10-28,1742
2016-10-29,1727
2016-10-30,1718
2016-10-31,1735
2016-11-01,1750
2016-11-02,1804
2016-11-03,1895
2016-11-04,1973
2016-11-05,2071
2016-11-06,2168
2016-11-07,2261
2016-11-08,2298
2016-11-09,2274
2016-11-10,2164
2016-11-11,2069
2016-11-12,2063
2016-11-13,2091
2016-11-14,2079
2016-11-15,2022
2016-12-07,2118
2016-12-08,2060
2016-12-09,2062
2016-12-10,2049
2016-12-11,2086
2016-12-12,2027
2016-12-13,2003
2016-12-14,1966
2016-12-15,2009
2016-12-16,2021
2016-12-17,1983
2016-12-18,2014
2016-12-19,1993
2016-12-20,1950
2016-12-21,2006
2016-12-22,2040
2016-12-23,1974
2016-12-24,1939
2016-12-25,1922
2016-12-26,1930
2016-12-27,1960
2016-12-28,2037
2016-12-29,2097
2016-12-30,2106
2016-12-31,2117
2017-01-01,2064
2017-01-02,2140
2017-01-03,2203
2017-01-04,2303
2017-01-05,2349
2017-01-06,2308
2017-01-07,2361
2017-01-08,2452
2017-01-09,2430
2017-01-10,2539
2017-01-11,2664
2017-01-12,2795
2017-01-13,2863
2017-01-14,2921
2017-01-15,3068
2017-01-16,3219
2017-01-17,3176
2017-01-18,3173
2017-01-19,3148
2017-01-20,3255
2017-01-21,3193
2017-01-22,3122
2017-01-23,3004
2017-01-27,2577
2017-01-28,2571
2017-01-29,2697
2017-01-30,2799
2017-01-31,2864
2017-02-01,2893
2017-02-02,2962
2017-02-03,3043
2017-02-04,3169
2017-02-05,3305
2017-02-06,3327
2017-02-07,3440
2017-02-08,3555
2017-02-09,3429
2017-02-10,3423
2017-02-11,3447
2017-02-12,3393
2017-02-13,3453
2017-02-14,3466
2017-02-15,3407
2017-02-16,3395
2017-02-18,3368
2017-02-19,3396
2017-02-20,3302
2017-02-21,3195
2017-02-22,3094
2017-02-23,3228
2017-02-24,3337
2017-02-25,3298
2017-02-26,3223
2017-02-27,3110
2017-02-28,3188
2017-03-01,3257
2017-03-02,3382
2017-03-03,3470
2017-03-04,3425
2017-03-05,3353
2017-03-06,3298
2017-03-07,3407
2017-03-08,3527
2017-03-09,3557
2017-03-10,3477
2017-03-11,3413
2017-03-12,3352
2017-03-13,3345
2017-03-14,3407
2017-03-15,3365
2017-03-16,3360
2017-03-17,3394
2017-03-18,3435
2017-03-19,3335
2017-03-20,3227
2017-03-21,3276
2017-03-22,3248
2017-03-23,3196
2017-03-24,3181
2017-03-25,3188
2017-03-26,3177
2017-03-27,3129
2017-03-28,3114
2017-03-29,3057
2017-03-30,3156
2017-03-31,3155
2017-04-01,3137
2017-04-02,3142
2017-04-03,3136
2017-04-04,3120
2017-04-12,3132
2017-04-13,3226
2017-04-14,3191
2017-04-15,3162
2017-04-16,3112
2017-04-17,3030
2017-04-18,3032
2017-04-19,3092
2017-04-20,3077
2017-04-21,3070
2017-04-22,3074
2017-04-23,3053
2017-04-24,3048
2017-04-25,3080
2017-04-26,3213
2017-04-27,3169
2017-04-28,3170
2017-04-29,3145
2017-04-30,3115
2017-05-01,3192
2017-05-02,3240
2017-05-03,3203
2017-05-04,3187
2017-05-05,3179
2017-05-06,3250
2017-05-07,3312
2017-05-08,3291
2017-05-09,3263
2017-05-10,3302
2017-05-11,3295
2017-05-12,3338
2017-05-13,3433
2017-05-14,3521
2017-05-15,3508
2017-05-16,3452
2017-05-17,3374
2017-05-18,3361
2017-05-19,3326
2017-05-20,3415
2017-05-21,3407
2017-05-22,3481
2017-05-23,3508
2017-05-24,3583
2017-05-25,3572
2017-05-26,3437
2017-05-27,3276
2017-05-28,3247
2017-05-29,3334
2017-05-30,3485
2017-05-31,3623
2017-06-01,3599
2017-06-02,3655
2017-06-03,3791
2017-06-04,3883
2017-06-05,3997
2017-06-06,4141
2017-06-07,3946
2017-06-08,3887
2017-06-09,3796
2017-06-10,3718
2017-06-11,3559
2017-06-12,3432
2017-06-13,3305
2017-06-14,3239
2017-06-15,3248
2017-06-16,3217
2017-06-17,3163
2017-06-18,3234
2017-06-19,3325
2017-06-20,3450
2017-06-21,3455
2017-06-22,3475
2017-06-23,3534
2017-06-24,3460
2017-06-25,3358
2017-06-26,3401
2017-06-27,3386
2017-06-28,3341
2017-06-29,3343
2017-06-30,3316
2017-07-01,3303
2017-07-02,3179
2017-07-03,3134
2017-07-04,3025
2017-07-05,3072
2017-07-06,3122
2017-07-07,3088
2017-07-08,3116
2017-07-13,2943
2017-07-14,2990
2017-07-15,3114
2017-07-16,3161
2017-07-17,3161
2017-07-18,3048
2017-07-19,3050
2017-07-20,3057
2017-07-21,3181
2017-07-22,3076
2017-07-23,3034
2017-07-24,3059
2017-07-25,3112
2017-07-26,3215
2017-07-27,3343
2017-07-28,3416
2017-07-29,3576
2017-07-30,3610
2017-07-31,3443
2017-08-01,3338
2017-08-02,3257
2017-08-03,3382
2017-08-04,3425
2017-08-05,3386
2017-08-06,3418
2017-08-09,3433
2017-08-10,3412
2017-08-11,3415
2017-08-12,3380
2017-08-13,3363
2017-08-14,3293
2017-08-15,3222
2017-08-16,3261
2017-08-17,3352
2017-08-18,3397
2017-08-19,3390
2017-08-20,3365
2017-08-21,3335
2017-08-22,3280
2017-08-23,3245
2017-08-24,3213
2017-08-25,3185
2017-08-26,3182
2017-08-27,3158
2017-08-28,3121
2017-08-29,3107
2017-08-30,3068
2017-08-31,3080
2017-09-01,3102
2017-09-03,2993
2017-09-04,2938
2017-09-05,2952
2017-09-06,3038
2017-09-07,3018
2017-09-08,2976
2017-09-09,3073
2017-09-10,3064
2017-09-11,3036
2017-09-12,3027
2017-09-13,3083
2017-09-14,3149
2017-09-15,3149
2017-09-16,3113
2017-09-17,3007
2017-09-18,3004
2017-09-19,2994
2017-09-20,3048
2017-09-21,3046
2017-09-22,2948
2017-09-23,2957
2017-09-24,2996
2017-09-25,2967
2017-09-26,3001
2017-09-27,2990
2017-09-28,2998
2017-09-29,3038
2017-09-30,2984
2017-10-01,2953
2017-10-02,2989
2017-10-03,2981
2017-10-04,2962
2017-10-05,2918
2017-10-06,2919
2017-10-07,2945
2017-10-08,2950
2017-10-09,2938
2017-10-10,2907
2017-10-11,2834
2017-10-12,2802
2017-10-13,2739
2017-10-14,2757
2017-10-15,2836
2017-10-16,2721
2017-10-17,2666
2017-10-18,2650
2017-10-19,2612
2017-10-20,2611
2017-10-21,2638
2017-10-22,2734
2017-10-23,2854
2017-10-24,2823
2017-10-25,2752
2017-10-26,2851
2017-10-27,2915
2017-10-28,2915
2017-10-29,2846
2017-10-30,2817
2017-10-31,2805
2017-11-01,2769
2017-11-02,2763
2017-11-03,2791
2017-11-04,2832
2017-11-05,2836
2017-11-06,2810
2017-11-07,2789
2017-11-08,2768
2017-11-09,2713
2017-11-10,2647
2017-11-11,2623
2017-11-12,2629
2017-11-13,2701
2017-11-14,2746
2017-11-15,2655
2017-11-16,2702
2017-11-17,2714
2017-11-18,2699
2017-11-19,2709
2017-11-20,2742
2017-11-21,2813
2017-11-22,2861
2017-11-23,2832
2017-11-24,2838
2017-11-25,2790
2017-11-26,2828
2017-11-27,2848
2017-11-28,2738
2017-11-29,2688
2017-11-30,2599
2017-12-01,2602
2017-12-02,2586
2017-12-03,2527
2017-12-04,2482
2017-12-05,2397
2017-12-06,2370
2017-12-07,2462
2017-12-08,2435
2017-12-09,2458
2017-12-10,2455
2017-12-11,2430
2017-12-12,2417
2017-12-13,2371
2017-12-14,2385
2017-12-15,2378
2017-12-16,2442
2017-12-17,2459
2017-12-18,2422
2017-12-19,2366
2017-12-20,2368
2017-12-21,2360
2017-12-22,2373
2017-12-23,2418
2017-12-24,2442
2017-12-25,2436
2017-12-26,2382
2017-12-27,2398
2017-12-28,2393
2017-12-29,2396
2017-12-30,2434
2017-12-31,2403
2018-01-01,2391
2018-01-02,2377
2018-01-03,2441
2018-01-04,2563
2018-01-05,2692
2018-01-06,2827
2018-01-07,2967
2018-01-08,3116
2018-01-09,3156
2018-01-10,2998
2018-01-11,2849
2018-01-12,2775
2018-01-13,2820
2018-01-14,2774
2018-01-15,2712
2018-01-16,2618
2018-01-17,2530
2018-01-18,2533
2018-01-19,2455
2018-01-20,2548
2018-01-21,2632
2018-01-22,2575
2018-01-23,2620
2018-01-25,2596
2018-01-26,2562
2018-01-27,2553
2018-01-28,2549
2018-01-29,2567
2018-01-30,2594
2018-01-31,2531
2018-02-01,2457
2018-02-02,2454
2018-02-03,2475
2018-02-04,2482
2018-02-05,2477
2018-02-06,2538
2018-02-07,2508
2018-02-08,2560
2018-02-09,2684
2018-02-10,2819
2018-02-11,2960
2018-02-12,3108
2018-02-13,3264
2018-02-14,3428
2018-02-15,3592
2018-02-16,3752
2018-02-17,3865
2018-02-18,3898
2018-02-19,4018
2018-02-20,4090
2018-02-21,3899
2018-02-22,3704
2018-02-23,3518
2018-02-24,3342
2018-02-25,3174
2018-02-26,3272
2018-02-27,3240
2018-02-28,3298
2018-03-01,3400
2018-03-02,3235
2018-03-03,3139
2018-03-04,3081
2018-03-05,3046
2018-03-06,3022
2018-03-07,3056
2018-03-08,3079
2018-03-09,3074
2018-03-10,3042
2018-03-11,3050
2018-03-12,3027
2018-03-13,2968
2018-03-14,2935
2018-03-15,2881
2018-03-16,2979
2018-03-17,2916
2018-03-18,2873
2018-03-20,2805
2018-03-21,2749
2018-03-23,2749
2018-03-24,2835
2018-03-25,2885
2018-03-26,2950
2018-03-27,2921
2018-03-28,2929
2018-03-29,2900
2018-03-30,2812
2018-03-31,2794
2018-04-01,2841
2018-04-02,2858
2018-04-03,2906
2018-04-04,2908
2018-04-05,2896
2018-04-06,2859
2018-04-07,2800
2018-04-08,2763
2018-04-09,2742
2018-04-10,2756
2018-04-11,2756
2018-04-12,2792
2018-04-13,2865
2018-04-14,2847
2018-04-15,2868
2018-04-16,2838
2018-04-17,2795
2018-04-18,2785
2018-04-19,2810
2018-04-20,2817
2018-04-21,2845
2018-04-22,2835
2018-04-23,2827
2018-04-24,2826
2018-04-25,2837
2018-04-26,2894
2018-04-27,2852
2018-04-28,2829
2018-04-29,2812
2018-04-30,2778
2018-05-01,2798
2018-05-03,2913
2018-05-04,2976
2018-05-05,2942
2018-05-07,2907
2018-05-08,2871
2018-05-09,2855
2018-05-10,2915
2018-05-11,2931
2018-05-12,2937
2018-05-13,2884
2018-05-14,2946
2018-05-15,2967
2018-05-16,2995
2018-05-17,3054
2018-05-18,3002
2018-05-19,2977
2018-05-20,3027
2018-05-21,2998
2018-05-22,2985
2018-05-23,2960
2018-05-24,2952
2018-05-25,2948
2018-05-26,2956
2018-05-27,2934
2018-05-28,2930
2018-05-29,2946
2018-05-30,2958
2018-05-31,2993
2018-06-01,3100
2018-06-02,3194
2018-06-03,3238
2018-06-04,3304
2018-06-05,3305
2018-06-06,3195
2018-06-07,3035
2018-06-08,2890
2018-06-09,2932
2018-06-10,2913
2018-06-11,2925
2018-06-12,2937
2018-06-13,2951
2018-06-14,2971
2018-06-15,2967
2018-06-16,2975
2018-06-17,2983
2018-06-18,2991
2018-06-19,2992
2018-06-20,2975
2018-06-21,2953
2018-06-22,2925
2018-06-23,2920
2018-06-24,2930
2018-06-25,2932
2018-06-26,2930
2018-06-27,2920
2018-06-28,2921
2018-06-29,2961
2018-06-30,3057
2018-07-01,3018
2018-07-02,2973
2018-07-03,3039
2018-07-04,3120
2018-07-05,3076
2018-07-06,3071
2018-07-07,3106
2018-07-08,3136
2018-07-09,3150
2018-07-10,3288
2018-07-11,3374
2018-07-12,3405
2018-07-13,3385
2018-07-14,3482
2018-07-15,3446
2018-07-16,3495
2018-07-17,3616
2018-07-18,3488
2018-07-19,3463
2018-07-20,3421
2018-07-21,3395
2018-07-22,3441
2018-07-23,3519
2018-07-24,3519
2018-07-25,3509
2018-07-26,3624
2018-07-27,3806
2018-07-28,3997
2018-07-29,4147
2018-07-30,4112
2018-07-31,4021
2018-08-01,3992
2018-08-02,3990
2018-08-03,3980
2018-08-04,3959
2018-08-05,3938
2018-08-06,3917
2018-08-07,3895
2018-08-08,3878
2018-08-09,3931
2018-08-10,3980
2018-08-11,3956
2018-08-12,3818
2018-08-14,3691
2018-08-16,3726
2018-08-17,3694
2018-08-18,3670
2018-08-19,3686
2018-08-20,3781
2018-08-21,3790
2018-08-22,3797
2018-08-23,3801
2018-08-24,3878
2018-08-25,3923
2018-08-26,3959
2018-08-27,4079
2018-08-28,4016
2018-08-29,3954
2018-08-30,3855
2018-08-31,3798
2018-09-01,3772
2018-09-02,3859
2018-09-03,3899
2018-09-04,3802
2018-09-05,3848
2018-09-06,3804
2018-09-07,3826
2018-09-08,3862
2018-09-09,3836
2018-09-10,3842
2018-09-11,3823
2018-09-12,3813
2018-09-13,3778
2018-09-14,3752
2018-09-15,3683
2018-09-16,3666
2018-09-17,3570
2018-09-18,3506
2018-09-19,3445
2018-09-20,3471
2018-09-21,3601
2018-09-22,3724
2018-09-23,3700
2018-09-24,3663
2018-09-25,3651
2018-09-26,3630
2018-09-27,3554
2018-09-28,3553
2018-09-29,3592
2018-09-30,3562
2018-10-01,3557
2018-10-02,3528
2018-10-03,3505
2018-10-04,3517
2018-10-05,3529
2018-10-06,3483
2018-10-07,3503
2018-10-08,3464
2018-10-09,3412
2018-10-10,3411
2018-10-11,3448
2018-10-12,3446
2018-10-13,3422
2018-10-14,3403
2018-10-15,3450
2018-10-16,3460
2018-10-17,3576
2018-10-18,3536
2018-10-19,3543
2018-10-20,3452
2018-10-21,3468
2018-10-22,3465
2018-10-23,3516
2018-10-24,3512
2018-10-25,3501
2018-10-26,3509
2018-10-27,3501
2018-10-28,3443
2018-10-29,3511
2018-10-30,3511
2018-10-31,3475
2018-11-01,3436
2018-11-03,3426
2018-11-04,3449
2018-11-05,3484
2018-11-06,3450
2018-11-07,3457
2018-11-08,3506
2018-11-09,3498
2018-11-10,3446
2018-11-11,3427
2018-11-12,3404
2018-11-13,3330
2018-11-14,3276
2018-11-15,3279
2018-11-16,3304
2018-11-17,3345
2018-11-18,3406
2018-11-19,3459
2018-11-20,3546
2018-11-21,3405
2018-11-22,3291
2018-11-23,3184
2018-11-24,3170
2018-11-25,3148
2018-11-26,3148
2018-11-27,3131
2018-11-28,3028
2018-11-29,3040
2018-12-01,2990
2018-12-02,3030
2018-12-03,3026
2018-12-04,3018
2018-12-05,2983
2018-12-07,3004
2018-12-09,2959
2018-12-10,2946
2018-12-11,2923
2018-12-12,2908
2018-12-13,2948
2018-12-14,2966
2018-12-15,2966
2018-12-16,2954
2018-12-17,2903
2018-12-18,2856
2018-12-19,2886
2018-12-20,2981
2018-12-21,3023
2018-12-22,3026
2018-12-23,2992
2018-12-24,2938
2018-12-25,2904
2018-12-26,2898
2018-12-27,2936
2018-12-28,2987
2018-12-29,3058
2018-12-30,3035
2018-12-31,2940
2019-01-01,2943
2019-01-02,2939
2019-01-03,2903
2019-01-04,2891
2019-01-05,2879
2019-01-06,2964
2019-01-08,3015
2019-01-10,3079
2019-01-11,3013
2019-01-12,2973
2019-01-13,3021
2019-01-14,3067
2019-01-15,3153
2019-01-16,3117
2019-01-17,3112
2019-01-18,3096
2019-01-19,3079
2019-01-20,3221
2019-01-21,3374
2019-01-22,3324
2019-01-23,3286
2019-01-24,3183
2019-01-25,3104
2019-01-26,3084
2019-01-27,3065
2019-01-28,3028
2019-01-29,3045
2019-01-30,3024
2019-01-31,3031
2019-02-01,3059
2019-02-02,3060
2019-02-03,3052
2019-02-04,3042
2019-02-05,2985
2019-02-06,2968
2019-02-07,2959
2019-02-08,3023
2019-02-09,2995
2019-02-10,2943
2019-02-11,2916
2019-02-12,2925
2019-02-13,2837
2019-02-14,2799
2019-02-15,2711
2019-02-16,2740
2019-02-17,2837
2019-02-18,2827
2019-02-19,2836
2019-02-20,2903
2019-02-21,2868
2019-02-22,2862
2019-02-23,2999
2019-02-24,2964
2019-02-25,2856
2019-02-26,2913
2019-02-27,2998
2019-02-28,2965
2019-03-01,2895
2019-03-02,2939
2019-03-03,2942
2019-03-04,2949
2019-03-05,2935
2019-03-06,2937
2019-03-07,2913
2019-03-08,2871
2019-03-09,2900
2019-03-10,2932
2019-03-11,2933
2019-03-12,2928
2019-03-13,2968
2019-03-14,3047
2019-03-15,2932
2019-03-16,2904
2019-03-17,2976
2019-03-18,3086
2019-03-19,3051
2019-03-20,2982
2019-03-21,3030
2019-03-22,3078
2019-03-23,3098
2019-03-24,3064
2019-03-25,3084
2019-03-26,3037
2019-03-27,3011
2019-03-28,3007
2019-03-29,3012
