date_obj,Bandos%20platebody price
2016-08-28,48582
2016-08-31,47628
2016-09-01,47036
2016-09-02,47036
2016-09-03,46487
2016-09-04,46599
2016-09-05,46364
2016-09-06,46562
2016-09-07,47451
2016-09-08,47451
2016-09-09,48047
2016-09-10,47917
2016-09-11,47917
2016-09-12,48421
2016-09-13,49782
2016-09-14,49782
2016-09-15,50886
2016-09-16,50886
2016-09-17,50861
2016-09-18,50066
2016-09-19,49316
2016-09-20,49316
2016-09-21,49158
2016-09-22,49556
2016-09-23,50804
2016-09-24,50804
2016-09-25,50655
2016-09-26,50655
2016-09-27,49231
2016-09-28,47173
2016-09-29,45832
2016-09-30,45262
2016-10-01,44503
2016-10-02,44967
2016-10-03,44544
2016-10-04,44122
2016-10-05,43568
2016-10-06,43134
2016-10-07,42397
2016-10-08,41788
2016-10-09,41788
2016-10-10,41899
2016-10-11,42551
2016-10-12,42693
2016-10-13,42979
2016-10-14,42766
2016-10-15,43155
2016-10-16,43164
2016-10-17,42699
2016-10-18,42137
2016-10-19,41895
2016-10-20,41715
2016-10-21,42398
2016-10-22,42398
2016-10-23,42415
2016-10-24,43373
2016-10-25,43373
2016-10-26,44674
2016-10-27,45260
2016-10-28,45260
2016-10-29,46478
2016-10-30,47380
2016-10-31,47852
2016-11-01,47852
2016-11-02,47779
2016-11-03,47428
2016-11-04,46884
2016-11-05,46884
2016-11-06,46340
2016-11-07,46068
2016-11-08,45000
2016-11-09,43965
2016-11-10,42645
2016-11-11,42731
2016-11-12,42288
2016-11-13,42288
2016-11-14,42632
2016-11-15,42532
2016-12-07,42228
2016-12-08,42082
2016-12-09,41158
2016-12-10,40500
2016-12-11,40230
2016-12-12,40867
2016-12-13,40401
2016-12-14,40852
2016-12-15,40904
2016-12-16,41636
2016-12-17,42400
2016-12-18,43066
2016-12-19,43236
2016-12-20,42827
2016-12-21,42445
2016-12-22,42651
2016-12-23,43160
2016-12-24,42346
2016-12-25,42113
2016-12-26,42943
2016-12-27,44611
2016-12-28,44896
2016-12-29,45519
2016-12-30,44785
2016-12-31,44305
2017-01-01,43267
2017-01-02,43015
2017-01-03,41925
2017-01-04,40934
2017-01-05,40828
2017-01-06,41750
2017-01-07,42397
2017-01-08,42807
2017-01-09,43087
2017-01-10,42868
2017-01-11,41988
2017-01-12,41714
2017-01-13,41376
2017-01-14,41595
2017-01-15,41623
2017-01-16,40972
2017-01-17,41000
2017-01-18,40970
2017-01-19,41169
2017-01-20,41182
2017-01-21,41551
2017-01-22,41105
2017-01-23,41064
2017-01-27,41259
2017-01-28,41236
2017-01-29,41001
2017-01-30,41463
2017-01-31,42063
2017-02-01,42102
2017-02-02,41465
2017-02-03,40244
2017-02-04,39593
2017-02-05,40024
2017-02-06,40389
2017-02-07,40623
2017-02-08,40804
2017-02-09,40804
2017-02-10,40958
2017-02-11,40923
2017-02-12,40923
2017-02-13,40965
2017-02-14,40873
2017-02-15,41002
2017-02-16,40689
2017-02-18,40597
2017-02-19,40009
2017-02-20,40918
2017-02-21,40704
2017-02-22,40572
2017-02-23,41158
2017-02-24,41764
2017-02-25,42183
2017-02-26,42114
2017-02-27,41947
2017-02-28,42135
2017-03-01,42468
2017-03-02,42266
2017-03-03,42609
2017-03-04,42683
2017-03-05,42110
2017-03-06,41929
2017-03-07,42886
2017-03-08,42464
2017-03-09,42165
2017-03-10,42454
2017-03-11,42720
2017-03-12,42129
2017-03-13,41762
2017-03-14,41229
2017-03-15,41191
2017-03-16,40908
2017-03-17,41268
2017-03-18,41451
2017-03-19,41142
2017-03-20,41047
2017-03-21,40863
2017-03-22,40372
2017-03-23,41421
2017-03-24,42426
2017-03-25,42228
2017-03-26,42131
2017-03-27,42510
2017-03-28,42303
2017-03-29,42644
2017-03-30,43439
2017-03-31,42763
2017-04-01,42222
2017-04-02,41246
2017-04-03,40909
2017-04-04,41290
2017-04-12,41281
2017-04-13,40661
2017-04-14,40907
2017-04-15,40847
2017-04-16,40997
2017-04-17,41273
2017-04-18,41716
2017-04-19,41413
2017-04-20,41574
2017-04-21,41630
2017-04-22,41032
2017-04-23,40084
2017-04-24,41008
2017-04-25,40716
2017-04-26,40716
2017-04-27,41019
2017-04-28,40657
2017-04-29,40732
2017-04-30,40907
2017-05-01,41388
2017-05-02,42160
2017-05-03,42681
2017-05-04,42899
2017-05-05,42765
2017-05-06,43142
2017-05-07,43200
2017-05-08,43294
2017-05-09,43249
2017-05-10,42978
2017-05-11,43413
2017-05-12,44530
2017-05-13,43553
2017-05-14,43477
2017-05-15,42710
2017-05-16,42285
2017-05-17,41606
2017-05-18,42274
2017-05-19,42744
2017-05-20,42843
2017-05-21,42843
2017-05-22,43166
2017-05-23,42123
2017-05-24,42370
2017-05-25,41761
2017-05-26,41830
2017-05-27,41259
2017-05-28,41204
2017-05-29,41376
2017-05-30,41870
2017-05-31,41437
2017-06-01,41387
2017-06-02,41591
2017-06-03,41477
2017-06-04,40337
2017-06-05,40453
2017-06-06,40786
2017-06-07,41117
2017-06-08,41589
2017-06-09,41368
2017-06-10,41816
2017-06-11,41845
2017-06-12,42129
2017-06-13,42699
2017-06-14,42581
2017-06-15,42684
2017-06-16,42262
2017-06-17,41910
2017-06-18,42210
2017-06-19,42210
2017-06-20,41924
2017-06-21,41281
2017-06-22,41426
2017-06-23,41426
2017-06-24,41349
2017-06-25,39817
2017-06-26,39542
2017-06-27,39713
2017-06-28,39137
2017-06-29,38516
2017-06-30,39140
2017-07-01,39140
2017-07-02,39538
2017-07-03,39948
2017-07-04,40045
2017-07-05,40045
2017-07-06,40174
2017-07-07,40174
2017-07-08,40679
2017-07-09,40967
2017-07-13,43309
2017-07-14,44761
2017-07-15,45459
2017-07-16,45592
2017-07-17,44429
2017-07-18,42887
2017-07-19,41324
2017-07-20,40630
2017-07-21,41092
2017-07-22,41352
2017-07-23,41062
2017-07-24,41062
2017-07-25,41248
2017-07-26,41239
2017-07-27,40807
2017-07-28,41611
2017-07-29,42171
2017-07-30,41210
2017-07-31,41210
2017-08-01,40812
2017-08-02,40664
2017-08-03,41107
2017-08-04,41360
2017-08-05,41669
2017-08-06,41490
2017-08-07,41052
2017-08-08,41127
2017-08-09,41507
2017-08-10,41452
2017-08-11,40716
2017-08-12,39589
2017-08-13,38935
2017-08-14,39847
2017-08-15,39645
2017-08-16,39826
2017-08-17,39979
2017-08-18,39979
2017-08-19,40118
2017-08-20,40473
2017-08-21,40703
2017-08-22,40906
2017-08-23,41300
2017-08-24,41472
2017-08-25,41215
2017-08-26,41514
2017-08-27,41334
2017-08-28,41101
2017-08-29,41101
2017-08-30,40997
2017-08-31,41429
2017-09-01,41390
2017-09-02,41046
2017-09-03,40179
2017-09-04,40337
2017-09-05,39750
2017-09-06,39886
2017-09-07,40357
2017-09-08,39899
2017-09-09,40402
2017-09-10,39971
2017-09-11,40270
2017-09-12,40388
2017-09-13,40303
2017-09-14,40331
2017-09-15,40331
2017-09-16,39636
2017-09-17,40321
2017-09-18,40072
2017-09-19,40324
2017-09-20,40352
2017-09-22,40247
2017-09-23,40247
2017-09-24,40660
2017-09-25,40732
2017-09-26,40923
2017-09-27,40923
2017-09-28,41255
2017-09-29,41984
2017-09-30,42145
2017-10-01,42050
2017-10-02,41677
2017-10-03,40892
2017-10-04,40892
2017-10-05,40727
2017-10-06,41179
2017-10-07,40451
2017-10-08,40509
2017-10-09,40555
2017-10-10,40683
2017-10-11,40683
2017-10-12,40498
2017-10-13,40442
2017-10-14,40518
2017-10-15,40518
2017-10-16,40205
2017-10-17,40205
2017-10-18,40324
2017-10-19,40859
2017-10-20,40717
2017-10-21,40328
2017-10-22,40397
2017-10-23,40622
2017-10-24,40417
2017-10-25,40324
2017-10-26,40347
2017-10-27,40102
2017-10-28,40102
2017-10-29,40106
2017-10-30,40016
2017-10-31,40195
2017-11-01,40195
2017-11-02,40242
2017-11-03,40290
2017-11-04,40052
2017-11-05,40008
2017-11-06,39963
2017-11-07,40115
2017-11-08,39632
2017-11-09,40019
2017-11-10,39967
2017-11-11,39172
2017-11-12,39478
2017-11-13,39702
2017-11-14,39811
2017-11-15,39566
2017-11-16,39779
2017-11-17,39486
2017-11-18,39468
2017-11-19,39573
2017-11-20,39580
2017-11-21,39010
2017-11-22,39505
2017-11-23,39174
2017-11-24,39070
2017-11-25,39184
2017-11-26,39072
2017-11-27,39072
2017-11-28,39212
2017-11-29,39499
2017-11-30,39189
2017-12-01,39140
2017-12-02,38942
2017-12-03,38915
2017-12-04,38915
2017-12-05,39218
2017-12-06,38748
2017-12-07,39469
2017-12-08,39469
2017-12-09,39436
2017-12-10,39141
2017-12-11,39301
2017-12-12,39142
2017-12-13,39397
2017-12-14,39319
2017-12-15,39725
2017-12-16,40362
2017-12-17,40682
2017-12-18,40529
2017-12-19,39608
2017-12-20,39720
2017-12-21,39135
2017-12-22,39530
2017-12-23,38962
2017-12-24,39120
2017-12-25,39136
2017-12-26,39160
2017-12-27,39373
2017-12-28,38974
2017-12-29,39143
2017-12-30,39297
2017-12-31,39288
2018-01-01,39188
2018-01-02,39350
2018-01-03,39891
2018-01-04,39816
2018-01-05,40179
2018-01-06,40417
2018-01-07,41146
2018-01-08,40767
2018-01-09,41294
2018-01-10,41266
2018-01-11,41008
2018-01-12,41176
2018-01-13,40625
2018-01-14,40069
2018-01-15,39697
2018-01-16,39371
2018-01-17,39357
2018-01-18,39062
2018-01-19,39062
2018-01-20,39234
2018-01-21,40681
2018-01-22,41139
2018-01-23,41045
2018-01-24,40923
2018-01-25,41100
2018-01-26,41029
2018-01-27,41629
2018-01-28,42262
2018-01-29,41667
2018-01-30,41594
2018-01-31,40551
2018-02-01,40939
2018-02-02,40600
2018-02-03,41435
2018-02-04,41551
2018-02-05,41661
2018-02-06,41660
2018-02-07,41811
2018-02-08,41811
2018-02-09,41809
2018-02-10,41809
2018-02-11,41584
2018-02-12,41315
2018-02-13,41268
2018-02-14,40643
2018-02-15,40591
2018-02-16,40622
2018-02-17,40254
2018-02-18,39651
2018-02-19,39569
2018-02-20,39862
2018-02-21,39730
2018-02-22,39511
2018-02-23,39539
2018-02-24,39726
2018-02-25,40500
2018-02-26,40733
2018-02-27,41753
2018-02-28,42223
2018-03-01,42520
2018-03-02,43497
2018-03-03,44357
2018-03-04,44357
2018-03-05,44817
2018-03-06,45412
2018-03-07,45886
2018-03-08,45716
2018-03-09,45151
2018-03-10,46008
2018-03-11,46471
2018-03-12,46007
2018-03-13,46604
2018-03-14,46438
2018-03-15,45186
2018-03-16,44442
2018-03-17,45135
2018-03-18,45086
2018-03-20,43825
2018-03-21,42774
2018-03-22,42698
2018-03-23,42706
2018-03-24,42266
2018-03-25,41332
2018-03-26,40927
2018-03-27,40894
2018-03-28,41085
2018-03-29,41421
2018-03-30,41026
2018-03-31,41346
2018-04-01,41308
2018-04-02,41407
2018-04-03,40576
2018-04-04,40656
2018-04-05,40656
2018-04-06,40255
2018-04-07,39645
2018-04-08,39483
2018-04-09,39694
2018-04-10,39603
2018-04-11,39031
2018-04-12,39368
2018-04-13,40156
2018-04-14,40786
2018-04-15,40148
2018-04-16,39807
2018-04-17,39619
2018-04-18,40031
2018-04-19,39815
2018-04-20,40152
2018-04-21,39662
2018-04-22,39662
2018-04-23,40067
2018-04-24,40328
2018-04-25,40320
2018-04-26,40320
2018-04-27,40724
2018-04-28,41343
2018-04-29,42458
2018-04-30,42060
2018-05-01,42298
2018-05-02,42298
2018-05-03,41943
2018-05-04,41454
2018-05-05,41701
2018-05-06,41701
2018-05-07,40943
2018-05-08,41683
2018-05-09,41915
2018-05-10,41341
2018-05-11,40394
2018-05-12,40296
2018-05-13,40296
2018-05-14,41089
2018-05-15,41029
2018-05-16,42161
2018-05-17,43184
2018-05-18,42983
2018-05-19,43137
2018-05-20,42758
2018-05-21,41594
2018-05-22,41594
2018-05-23,41449
2018-05-24,41308
2018-05-25,41123
2018-05-26,41824
2018-05-27,42114
2018-05-28,42338
2018-05-29,42035
2018-05-30,42929
2018-05-31,44056
2018-06-01,45093
2018-06-02,45486
2018-06-03,45481
2018-06-04,44693
2018-06-05,44623
2018-06-06,44164
2018-06-07,44164
2018-06-08,44209
2018-06-09,44534
2018-06-10,44386
2018-06-11,44538
2018-06-12,43430
2018-06-13,43925
2018-06-14,44240
2018-06-15,44910
2018-06-16,44758
2018-06-17,44339
2018-06-18,45061
2018-06-19,45239
2018-06-20,45239
2018-06-21,44972
2018-06-22,45387
2018-06-23,45387
2018-06-24,45575
2018-06-25,45281
2018-06-26,45330
2018-06-27,45278
2018-06-28,45897
2018-06-29,46672
2018-06-30,47098
2018-07-01,46524
2018-07-02,46764
2018-07-03,45916
2018-07-04,45206
2018-07-05,45103
2018-07-06,45372
2018-07-07,45234
2018-07-08,44593
2018-07-09,44822
2018-07-10,45436
2018-07-11,45355
2018-07-12,44134
2018-07-13,43766
2018-07-14,43886
2018-07-15,44164
2018-07-16,45230
2018-07-17,45016
2018-07-18,44430
2018-07-19,45222
2018-07-20,45383
2018-07-21,45862
2018-07-22,45993
2018-07-23,46310
2018-07-24,46683
2018-07-25,46665
2018-07-26,46661
2018-07-27,45772
2018-07-28,45678
2018-07-29,45217
2018-07-30,44086
2018-07-31,44032
2018-08-01,44186
2018-08-02,44539
2018-08-03,44522
2018-08-04,44680
2018-08-05,44474
2018-08-06,44928
2018-08-07,45652
2018-08-08,45758
2018-08-09,45758
2018-08-10,46179
2018-08-11,46125
2018-08-12,46191
2018-08-14,45877
2018-08-16,45219
2018-08-17,45564
2018-08-18,45424
2018-08-19,44858
2018-08-20,44413
2018-08-21,44732
2018-08-22,44507
2018-08-23,45318
2018-08-24,45669
2018-08-25,45748
2018-08-26,45544
2018-08-27,45865
2018-08-28,45971
2018-08-29,46053
2018-08-30,45674
2018-08-31,45785
2018-09-01,44930
2018-09-02,45348
2018-09-03,44672
2018-09-04,43494
2018-09-05,43189
2018-09-06,43189
2018-09-07,43345
2018-09-08,43536
2018-09-09,43145
2018-09-10,43678
2018-09-11,43667
2018-09-12,43868
2018-09-13,44320
2018-09-14,44512
2018-09-15,45023
2018-09-16,45410
2018-09-17,45141
2018-09-18,44770
2018-09-19,44047
2018-09-20,43859
2018-09-21,43876
2018-09-22,44485
2018-09-23,44662
2018-09-24,44766
2018-09-25,43381
2018-09-26,43909
2018-09-27,43905
2018-09-28,42656
2018-09-29,42192
2018-09-30,42263
2018-10-01,42703
2018-10-02,42452
2018-10-03,42303
2018-10-04,43441
2018-10-05,43938
2018-10-06,43839
2018-10-07,43137
2018-10-08,41753
2018-10-09,41429
2018-10-10,41017
2018-10-11,41670
2018-10-12,41261
2018-10-13,40654
2018-10-14,39975
2018-10-15,39809
2018-10-16,39997
2018-10-17,39968
2018-10-18,40578
2018-10-19,41424
2018-10-20,39716
2018-10-21,40744
2018-10-22,41020
2018-10-23,40650
2018-10-24,41072
2018-10-25,41192
2018-10-26,41672
2018-10-27,42333
2018-10-28,42143
2018-10-29,42024
2018-10-30,41592
2018-10-31,40711
2018-11-01,41151
2018-11-03,42498
2018-11-04,42912
2018-11-05,43909
2018-11-06,44327
2018-11-07,46163
2018-11-08,48458
2018-11-09,50611
2018-11-10,51475
2018-11-11,52801
2018-11-12,54575
2018-11-13,57304
2018-11-14,60168
2018-11-15,63177
2018-11-16,66336
2018-11-17,69653
2018-11-18,73136
2018-11-19,76557
2018-11-20,78811
2018-11-21,82752
2018-11-22,86890
2018-11-23,91174
2018-11-24,95362
2018-11-25,99520
2018-11-26,104022
2018-11-27,108548
2018-11-28,107279
2018-11-29,104434
2018-12-01,100738
2018-12-02,99040
2018-12-03,98448
2018-12-04,97565
2018-12-05,95793
2018-12-07,91230
2018-12-09,82491
2018-12-10,78366
2018-12-11,74650
2018-12-12,70937
2018-12-13,67558
2018-12-14,64600
2018-12-15,62854
2018-12-16,61390
2018-12-17,60940
2018-12-18,59834
2018-12-19,58183
2018-12-20,57775
2018-12-21,59033
2018-12-22,61004
2018-12-23,62318
2018-12-24,63629
2018-12-25,64545
2018-12-26,65817
2018-12-27,66369
2018-12-28,66742
2018-12-29,67557
2018-12-30,67495
2018-12-31,66557
2019-01-01,64543
2019-01-02,64920
2019-01-03,65041
2019-01-04,64608
2019-01-05,64341
2019-01-06,64504
2019-01-08,63466
2019-01-10,62879
2019-01-11,63519
2019-01-12,61522
2019-01-13,59741
2019-01-14,57173
2019-01-15,55302
2019-01-16,53775
2019-01-17,51592
2019-01-18,49487
2019-01-19,47408
2019-01-20,47090
2019-01-21,47419
2019-01-22,47230
2019-01-23,47106
2019-01-24,46479
2019-01-25,44938
2019-01-26,44008
2019-01-27,43898
2019-01-28,43644
2019-01-29,44017
2019-01-30,44757
2019-01-31,43402
2019-02-01,42428
2019-02-02,42590
2019-02-03,42422
2019-02-04,42843
2019-02-05,44523
2019-02-06,45091
2019-02-07,45337
2019-02-08,45150
2019-02-09,45541
2019-02-10,45589
2019-02-11,45371
2019-02-12,45631
2019-02-13,46109
2019-02-14,46229
2019-02-15,46546
2019-02-16,46921
2019-02-17,46552
2019-02-18,47460
2019-02-19,48033
2019-02-20,48277
2019-02-21,47154
2019-02-22,46996
2019-02-23,46966
2019-02-24,46971
2019-02-25,46438
2019-02-26,45435
2019-02-27,45525
2019-02-28,45578
2019-03-01,45905
2019-03-02,46147
2019-03-03,46534
2019-03-04,46484
2019-03-05,45971
2019-03-06,45128
2019-03-07,44892
2019-03-08,44108
2019-03-09,43917
2019-03-10,42794
2019-03-11,42725
2019-03-12,42288
2019-03-13,41891
2019-03-14,41254
2019-03-15,41247
2019-03-16,40995
2019-03-17,40170
2019-03-18,39490
2019-03-19,39016
2019-03-20,39651
