date_obj,Armadyl%20kiteshield price
2019-03-22,36266
2019-03-23,35896
2019-03-24,35882
2019-03-25,35611
2019-03-26,34903
2019-03-27,34851
2019-03-28,34330
2019-03-29,34426
2019-03-30,33896
2019-03-31,33981
2019-04-01,34336
2019-04-02,34120
2019-04-03,34014
2019-04-04,33986
2019-04-05,33988
2019-04-06,33305
2019-04-07,33308
2019-04-08,33267
2019-04-09,33394
2019-04-10,33264
2019-04-11,33032
2019-04-12,33278
2019-04-13,33044
2019-04-14,32675
2019-04-15,32783
2019-04-16,32542
2019-04-17,32426
2019-04-18,32611
2019-04-19,32688
2019-04-20,33050
2019-04-21,33130
2019-04-22,33525
2019-04-23,33689
2019-04-24,32895
2019-04-25,32478
2019-04-26,32519
2019-04-27,32335
2019-04-28,32681
2019-04-29,32839
2019-04-30,32652
2019-05-01,32714
2019-05-02,32217
2019-05-03,32553
2019-05-04,32452
2019-05-05,32626
2019-05-06,32456
2019-05-07,32510
2019-05-08,32913
2019-05-09,33571
2019-05-10,33719
2019-05-11,34370
2019-05-12,34457
2019-05-13,34372
2019-05-14,33685
2019-05-15,34545
2019-05-16,34718
2019-05-17,35316
2019-05-18,34988
2019-05-19,34608
2019-05-20,35143
2019-05-21,34720
2019-05-22,34806
2019-05-23,34995
2019-05-24,35219
2019-05-25,35459
2019-05-26,35470
2019-05-27,34868
2019-05-28,34753
2019-05-29,34110
2019-05-30,33783
2019-05-31,33892
2019-06-01,32944
2019-06-02,32987
2019-06-03,32984
2019-06-04,33272
2019-06-05,33339
2019-06-06,33691
2019-06-07,34079
2019-06-08,32844
2019-06-09,33598
2019-06-10,33598
2019-06-11,33628
2019-06-12,33232
2019-06-13,33300
2019-06-14,33384
2019-06-15,33400
2019-06-16,33608
2019-06-17,34094
2019-06-18,34164
2019-06-19,34459
2019-06-20,34553
2019-06-21,35181
2019-06-22,35308
2019-06-23,35601
2019-06-24,35656
2019-06-25,35472
2019-06-26,35698
2019-06-27,35592
2019-06-28,35592
2019-06-29,35732
2019-06-30,35084
2019-07-01,34351
2019-07-02,34955
2019-07-03,34947
2019-07-04,35022
2019-07-05,35440
2019-07-06,34620
2019-07-07,35170
2019-07-08,35243
2019-07-09,35443
2019-07-10,34969
2019-07-11,34982
2019-07-12,35048
2019-07-13,34365
2019-07-14,33982
2019-07-15,33264
2019-07-16,33517
2019-07-17,33373
2019-07-18,33848
2019-07-19,33649
2019-07-20,33533
2019-07-21,33500
2019-07-22,33588
2019-07-23,33718
2019-07-24,33749
2019-07-25,33819
2019-07-26,33344
2019-07-27,33659
2019-07-28,33371
2019-07-29,33434
2019-07-30,32907
2019-07-31,32880
2019-08-01,33324
2019-08-02,33372
2019-08-03,33701
2019-08-04,33772
2019-08-05,33217
2019-08-06,32900
2019-08-07,32377
2019-08-08,32282
2019-08-09,31491
2019-08-10,31901
2019-08-11,32380
2019-08-12,32461
2019-08-13,32332
2019-08-14,32840
2019-08-15,33144
2019-08-16,32989
2019-08-17,32989
2019-08-18,33043
2019-08-19,33219
2019-08-20,33082
2019-08-21,33398
2019-08-22,34003
2019-08-23,33123
2019-08-24,33076
2019-08-24,33076
2019-08-25,33486
2019-08-25,33486
2019-08-26,33723
2019-08-27,34352
2019-08-27,34352
2019-08-28,34151
2019-08-29,34644
2019-08-30,35288
2019-08-31,34365
2019-09-01,34572
2019-09-02,34572
2019-09-03,33857
2019-09-04,34140
2019-09-05,34537
2019-09-06,34619
2019-09-07,34183
2019-09-08,33682
2019-09-09,33250
2019-09-10,33641
2019-09-11,34401
2019-09-12,35223
2019-09-13,35379
2019-09-14,34985
2019-09-15,34434
2019-09-16,34647
2019-09-17,35284
2019-09-18,35033
2019-09-19,35569
2019-09-20,36374
2019-09-21,36876
2019-09-22,36555
2019-09-23,37582
2019-09-24,37582
2019-09-25,36742
2019-09-26,37175
2019-09-27,37175
2019-09-28,37564
2019-09-29,36872
2019-09-30,37327
2019-10-01,37557
2019-10-02,36836
2019-10-03,36399
2019-10-04,36252
2019-10-05,36231
2019-10-06,36999
2019-10-07,37379
2019-10-08,37284
2019-10-09,37284
2019-10-10,36318
2019-10-11,35156
2019-10-12,35032
2019-10-13,35422
2019-10-14,35896
2019-10-15,35674
2019-10-16,35529
2019-10-17,35876
2019-10-18,35753
2019-10-19,34422
2019-10-20,35205
2019-10-21,35740
2019-10-22,36066
2019-10-23,35346
2019-10-24,34440
2019-10-25,33909
2019-10-26,34334
2019-10-27,34826
2019-10-28,34691
2019-10-29,34244
2019-10-30,33753
2019-10-31,33546
2019-11-01,33550
2019-11-02,33233
2019-11-03,32870
2019-11-04,34236
2019-11-05,33766
2019-11-06,33519
2019-11-07,33952
2019-11-08,34270
2019-11-09,34435
2019-11-10,34407
2019-11-11,34218
2019-11-12,33471
2019-11-13,33873
2019-11-14,34078
2019-11-15,34202
2019-11-16,34344
2019-11-17,34954
2019-11-18,34953
2019-11-19,34695
2019-11-20,33882
2019-11-21,33882
2019-11-22,33421
2019-11-23,33004
2019-11-24,33359
2019-11-25,33048
2019-11-26,33336
2019-11-27,33877
2019-11-28,33712
2019-11-29,33212
2019-11-30,33427
2019-12-01,33781
2019-12-02,33947
2019-12-03,34566
2019-12-04,34815
2019-12-05,34815
2019-12-06,34986
2019-12-07,34756
2019-12-08,34232
2019-12-09,33845
2019-12-10,34385
2019-12-11,34440
2019-12-12,34440
2019-12-13,34122
2019-12-14,34723
2019-12-15,34996
2019-12-16,35206
2019-12-17,34762
2019-12-18,35579
2019-12-19,36317
2019-12-20,37064
2019-12-21,36416
2019-12-22,36491
2019-12-23,36241
2019-12-24,36337
2019-12-25,36449
2019-12-26,36321
2019-12-27,36303
2019-12-28,36191
2019-12-29,36319
2019-12-30,36731
2019-12-31,36889
2020-01-01,35920
2020-01-02,35450
2020-01-03,34963
2020-01-04,35229
2020-01-05,35422
2020-01-06,34992
2020-01-07,35425
2020-01-08,35381
2020-01-09,35364
2020-01-10,35690
2020-01-11,35164
2020-01-12,35296
2020-01-13,35296
2020-01-14,34833
2020-01-15,34944
2020-01-16,34497
2020-01-17,34644
2020-01-18,34387
2020-01-19,34691
2020-01-20,34672
2020-01-21,34672
2020-01-22,34344
2020-01-23,35181
2020-01-24,35851
2020-01-25,36440
2020-01-26,36534
2020-01-27,36355
2020-01-28,35539
2020-01-29,35095
2020-01-30,34514
2020-01-31,34517
2020-02-01,34756
2020-02-02,33785
2020-02-03,33519
2020-02-04,33820
2020-02-05,33437
2020-02-06,33507
2020-02-07,32994
2020-02-08,32725
2020-02-09,33128
2020-02-10,33386
2020-02-11,33512
2020-02-12,33562
2020-02-13,33557
2020-02-14,32980
2020-02-15,32503
2020-02-16,32786
2020-02-17,32972
2020-02-18,33101
2020-02-19,32671
2020-02-20,32707
2020-02-21,32707
2020-02-22,32917
2020-02-23,33414
2020-02-24,33322
2020-02-25,33515
2020-02-26,34091
2020-02-27,34158
2020-02-28,34045
2020-02-29,34116
2020-03-01,33933
2020-03-02,34478
2020-03-03,34631
2020-03-04,34509
2020-03-05,35054
2020-03-06,35191
2020-03-07,34987
2020-03-08,34868
2020-03-09,34838
2020-03-10,34816
2020-03-11,34648
2020-03-12,33774
2020-03-13,33222
2020-03-14,33127
2020-03-15,33727
2020-03-16,33694
2020-03-17,33878
2020-03-18,34094
2020-03-19,33947
2020-03-20,34257
2020-03-21,33224
2020-03-22,33352
2020-03-23,33788
2020-03-24,33913
2020-03-25,34194
2020-03-26,34528
2020-03-27,35249
2020-03-28,35580
2020-03-29,35644
2020-03-30,35646
2020-03-31,34538
2020-04-01,34615
2020-04-02,34747
2020-04-03,35420
2020-04-04,35033
2020-04-05,34752
2020-04-06,34938
2020-04-07,35489
2020-04-08,35818
2020-04-09,35402
2020-04-10,34835
2020-04-11,34780
2020-04-12,34402
2020-04-13,34241
2020-04-14,33755
2020-04-15,33315
2020-04-16,33471
2020-04-17,33530
2020-04-18,33705
2020-04-19,33647
2020-04-20,33812
2020-04-21,34181
2020-04-22,34318
2020-04-23,34127
2020-04-24,33300
2020-04-25,34257
2020-04-26,34352
2020-04-27,33788
2020-04-28,33722
2020-04-29,34160
2020-04-30,34400
2020-05-01,34627
2020-05-02,34443
2020-05-03,34293
2020-05-04,34086
2020-05-05,34212
2020-05-06,33616
2020-05-07,33256
2020-05-08,32673
2020-05-09,32941
2020-05-10,32927
2020-05-11,33459
2020-05-12,33331
2020-05-13,33791
