date_obj,Bandos%20page%204 price
2015-03-26,20488
2015-03-27,20488
2015-03-28,19597
2015-03-29,19597
2015-03-30,18700
2015-03-31,18700
2015-04-01,17868
2015-04-02,17868
2015-04-03,17069
2015-04-04,17069
2015-04-05,16311
2015-04-06,16311
2015-04-07,15599
2015-04-08,15599
2015-04-09,15599
2015-04-10,14819
2015-04-11,14819
2015-04-12,14130
2015-04-13,14130
2015-04-14,13517
2015-04-15,13517
2015-04-16,12920
2015-04-17,12920
2015-04-18,12316
2015-04-19,12316
2015-04-20,11770
2015-04-21,11770
2015-04-22,11770
2015-04-23,11181
2015-04-24,11181
2015-04-25,11181
2015-04-26,10621
2015-04-27,10621
2015-04-28,10103
2015-04-29,10103
2015-04-30,10103
2015-05-01,9597
2015-05-02,9597
2015-05-03,9153
2015-05-04,9153
2015-05-05,8719
2015-05-06,8719
2015-05-07,8311
2015-05-08,8311
2015-05-09,7941
2015-05-10,7941
2015-05-11,7941
2015-05-12,7677
2015-05-13,7677
2015-05-14,7347
2015-05-15,7347
2015-05-16,7347
2015-05-17,7072
2015-05-18,7072
2015-05-19,7072
2015-05-20,6756
2015-05-21,6756
2015-05-22,6756
2015-05-23,6435
2015-05-24,6435
2015-05-25,6141
2015-05-26,6141
2015-05-27,6141
2015-05-28,5842
2015-05-29,5842
2015-05-30,5593
2015-05-31,5593
2015-06-01,5677
2015-06-02,5677
2015-06-03,5851
2015-06-04,5851
2015-06-05,6011
2015-06-06,6011
2015-06-07,5772
2015-06-08,5772
2015-06-09,5506
2015-06-10,5506
2015-06-11,5259
2015-06-12,5259
2015-06-13,5023
2015-06-14,5023
2015-06-15,4787
2015-06-16,4585
2015-06-17,4585
2015-06-18,4355
2015-06-19,4355
2015-06-20,4137
2015-06-21,4137
2015-06-22,3999
2015-06-23,3999
2015-06-24,3866
2015-06-25,3866
2015-06-26,3719
2015-06-27,3719
2015-06-28,3566
2015-06-29,3566
2015-06-30,3471
2015-07-01,3471
2015-07-02,3318
2015-07-03,3318
2015-07-04,3167
2015-07-05,3167
2015-07-06,3167
2015-07-07,3157
2015-07-08,3157
2015-07-09,3119
2015-07-10,3119
2015-07-11,3075
2015-07-12,3075
2015-07-13,2972
2015-07-14,2972
2015-07-15,2984
2015-07-16,2984
2015-07-17,2893
2015-07-18,2893
2015-07-19,2838
2015-07-20,2838
2015-07-21,2779
2015-07-22,2779
2015-07-23,2718
2015-07-24,2718
2015-07-25,2627
2015-07-26,2627
2015-07-27,2504
2015-07-28,2504
2015-07-29,2408
2015-07-30,2408
2015-07-31,2418
2015-08-01,2418
2015-08-02,2510
2015-08-03,2510
2015-08-04,2510
2015-08-05,2606
2015-08-06,2606
2015-08-07,2672
2015-08-08,2672
2015-08-09,2763
2015-08-10,2763
2015-08-11,2830
2015-08-12,2830
2015-08-13,2830
2015-08-14,2889
2015-08-15,2889
2015-08-16,2957
2015-08-17,2957
2015-08-18,3099
2015-08-19,3099
2015-08-20,3207
2015-08-21,3207
2015-08-22,3229
2015-08-23,3229
2015-08-24,3229
2015-08-25,3308
2015-08-26,3308
2015-08-27,3418
2015-08-28,3418
2015-08-29,3455
2015-08-30,3455
2015-08-31,3487
2015-09-01,3487
2015-09-02,3487
2015-09-03,3589
2015-09-04,3589
2015-09-05,3658
2015-09-06,3658
2015-09-07,3635
2015-09-08,3635
2015-09-09,3709
2015-09-10,3709
2015-09-11,3857
2015-09-12,3857
2015-09-13,3982
2015-09-14,3982
2015-09-15,4154
2015-09-16,4154
2015-09-17,4229
2015-09-18,4229
2015-09-19,4229
2015-09-20,4320
2015-09-21,4320
2015-09-22,4401
2015-09-23,4401
2015-09-24,4401
2015-09-25,4425
2015-09-27,4285
2015-09-28,4285
2015-09-29,4285
2015-09-30,4191
2015-10-05,4214
2015-10-06,4214
2015-10-07,4214
2015-10-08,4189
2015-10-09,4189
2015-10-10,4189
2015-10-11,4129
2015-10-12,4129
2015-10-13,4129
2015-10-14,4121
2015-10-15,4121
2015-10-16,4178
2015-10-17,4178
2015-10-18,4178
2015-10-19,4230
2015-10-20,4230
2015-10-22,4293
2015-10-23,4293
2015-10-24,4143
2015-10-25,4143
2015-10-26,3941
2015-10-27,3941
2015-10-28,3941
2015-10-29,3764
2015-10-30,3764
2015-10-31,3600
2015-11-01,3600
2015-11-02,3600
2015-11-03,3440
2015-11-04,3440
2015-11-05,3306
2015-11-06,3306
2015-11-07,3306
2015-11-08,3180
2015-11-09,3180
2015-11-10,3180
2015-11-11,3021
2015-11-12,3021
2015-11-13,3021
2015-11-14,2935
2015-11-15,2935
2015-11-16,2886
2015-11-17,2886
2015-11-18,2886
2015-11-19,2873
2015-11-20,2873
2015-11-21,2873
2015-11-22,2829
2015-11-23,2829
2015-11-24,2829
2015-11-25,2798
2015-11-26,2798
2015-11-27,2798
2015-11-28,2718
2015-11-29,2718
2015-11-30,2682
2015-12-01,2682
2015-12-02,2682
2015-12-03,2703
2015-12-04,2703
2015-12-05,2703
2015-12-06,2713
2015-12-07,2713
2015-12-08,2713
2015-12-09,2577
2015-12-10,2577
2015-12-11,2524
2015-12-12,2524
2015-12-13,2570
2015-12-14,2570
2015-12-15,2603
2015-12-16,2603
2015-12-17,2603
2015-12-18,2665
2015-12-19,2665
2015-12-20,2669
2015-12-21,2669
2015-12-22,2714
2015-12-23,2714
2015-12-24,2785
2015-12-25,2785
2015-12-26,2785
2015-12-27,2879
