date_obj,Blue%20d'hide%20body price
2015-07-31,5310
2015-08-01,5358
2015-08-02,5333
2015-08-03,5304
2015-08-04,5344
2015-08-05,5371
2015-08-06,5405
2015-08-07,5410
2015-08-08,5389
2015-08-09,5405
2015-08-10,5449
2015-08-11,5368
2015-08-12,5306
2015-08-13,5395
2015-08-14,5348
2015-08-15,5355
2015-08-16,5337
2015-08-17,5257
2015-08-18,5366
2015-08-19,5349
2015-08-20,5361
2015-08-21,5393
2015-08-22,5368
2015-08-23,5379
2015-08-24,5399
2015-08-25,5324
2015-08-26,5396
2015-08-27,5379
2015-08-28,5379
2015-08-29,5356
2015-08-30,5397
2015-08-31,5418
2015-09-01,5400
2015-09-02,5251
2015-09-03,5317
2015-09-04,5294
2015-09-05,5324
2015-09-06,5290
2015-09-07,5333
2015-09-08,5374
2015-09-09,5346
2015-09-10,5335
2015-09-11,5370
2015-09-12,5281
2015-09-13,5317
2015-09-14,5342
2015-09-15,5364
2015-09-16,5338
2015-09-17,5381
2015-09-18,5333
2015-09-19,5336
2015-09-20,5394
2015-09-21,5361
2015-09-22,5328
2015-09-23,5400
2015-09-24,5432
2015-09-25,5420
2015-09-27,5403
2015-09-28,5354
2015-09-29,5389
2015-09-30,5375
2015-10-05,5389
2015-10-06,5347
2015-10-07,5380
2015-10-08,5375
2015-10-09,5391
2015-10-10,5353
2015-10-11,5407
2015-10-12,5369
2015-10-13,5371
2015-10-14,5378
2015-10-15,5410
2015-10-16,5359
2015-10-17,5162
2015-10-18,5357
2015-10-19,5361
2015-10-20,5409
2015-10-22,5324
2015-10-23,5386
2015-10-24,5341
2015-10-25,5355
2015-10-26,5369
2015-10-27,5406
2015-10-29,5393
2015-10-30,5339
2015-10-31,5349
2015-11-01,5248
2015-11-02,5253
2015-11-03,5322
2015-11-04,5380
2015-11-05,5370
2015-11-06,5409
2015-11-07,5396
2015-11-08,5397
2015-11-09,5399
2015-11-10,5423
2015-11-11,5431
2015-11-12,5425
2015-11-13,5443
2015-11-14,5380
2015-11-15,5310
2015-11-16,5406
2015-11-17,5406
2015-11-18,5432
2015-11-19,5453
2015-11-20,5438
2015-11-21,5438
2015-11-22,5386
2015-11-23,5348
2015-11-24,5389
2015-11-25,5404
2015-11-26,5425
2015-11-27,5413
2015-11-28,5334
2015-11-29,5358
2015-11-30,5411
2015-12-01,5404
2015-12-02,5394
2015-12-03,5400
2015-12-04,5385
2015-12-05,5380
2015-12-06,5417
2015-12-07,5433
2015-12-08,5433
2015-12-09,5424
2015-12-10,5388
2015-12-11,5441
2015-12-12,5407
2015-12-13,5400
2015-12-14,5435
2015-12-15,5444
2015-12-16,5425
2015-12-17,5446
2015-12-18,5481
2015-12-19,5442
2015-12-20,5441
2015-12-21,5411
2015-12-22,5365
2015-12-23,5364
2015-12-24,5457
2015-12-25,5400
2015-12-26,5396
2015-12-27,5407
2015-12-28,5307
2015-12-29,5365
2015-12-30,5318
2015-12-31,5373
2016-01-01,5320
2016-01-02,5337
2016-01-03,5330
2016-01-04,5345
2016-01-05,5358
2016-01-06,5382
2016-01-07,5395
2016-01-08,5399
2016-01-09,5390
2016-01-10,5405
2016-01-11,5423
2016-01-12,5405
2016-01-13,5405
2016-01-14,5386
2016-01-15,5362
2016-01-16,5380
2016-01-17,5338
2016-01-18,5413
2016-01-19,5412
2016-01-20,5416
2016-01-21,5420
2016-01-22,5404
2016-01-23,5365
2016-01-24,5373
2016-01-25,5384
2016-01-26,5307
2016-01-27,5326
2016-01-28,5322
2016-01-29,5338
2016-01-30,5379
2016-01-31,5423
2016-02-01,5427
2016-02-02,5397
2016-02-03,5388
2016-02-04,5364
2016-02-05,5365
2016-02-06,5410
2016-02-07,5382
2016-02-08,5369
2016-02-09,5412
2016-02-10,5386
2016-02-11,5362
2016-02-12,5393
2016-02-13,5399
2016-02-14,5316
2016-02-15,5336
2016-02-16,5420
2016-02-17,5356
2016-02-18,5331
2016-02-19,5313
2016-02-20,5365
2016-02-21,5362
2016-02-22,5376
2016-02-23,5377
2016-02-24,5363
2016-02-25,5365
2016-02-26,5441
2016-02-27,5378
2016-02-28,5321
2016-02-29,5351
2016-03-01,5297
2016-03-02,5348
2016-03-03,5358
2016-03-04,5380
2016-03-05,5386
2016-03-06,5353
2016-03-07,5373
2016-03-08,5417
2016-03-09,5361
2016-03-10,5391
2016-03-11,5379
2016-03-12,5354
2016-03-13,5340
2016-03-14,5336
2016-03-15,5307
2016-03-16,5324
2016-03-17,5341
2016-03-18,5322
2016-03-19,5282
2016-03-20,5284
2016-03-21,5340
2016-03-22,5327
2016-03-23,5340
2016-03-24,5338
2016-03-25,5335
2016-03-26,5284
2016-03-27,5304
2016-03-28,5336
2016-03-29,5322
2016-03-30,5349
2016-03-31,5349
2016-04-01,5391
2016-04-02,5345
2016-04-03,5351
2016-04-04,5353
2016-04-05,5336
2016-04-06,5368
2016-04-07,5365
2016-04-08,5373
2016-04-09,5347
2016-04-10,5380
2016-04-11,5380
2016-04-12,5389
2016-04-13,5375
2016-04-14,5375
2016-04-15,5369
2016-04-16,5371
2016-04-17,5394
2016-04-18,5377
2016-04-19,5408
2016-04-20,5398
2016-04-21,5346
2016-04-22,5276
2016-04-23,5325
2016-04-24,5286
2016-04-25,5315
2016-04-26,5345
2016-04-27,5333
2016-04-28,5350
2016-04-29,5345
2016-04-30,5359
2016-05-01,5345
2016-05-02,5335
2016-05-03,5346
2016-05-04,5348
2016-05-05,5345
2016-05-06,5335
2016-05-07,5320
2016-05-08,5311
2016-05-09,5324
2016-05-10,5309
2016-05-11,5307
2016-05-12,5299
2016-05-13,5336
2016-05-14,5367
2016-05-15,5349
2016-05-16,5328
2016-05-17,5319
2016-05-18,5330
2016-05-19,5335
2016-05-22,5348
2016-05-23,5343
2016-05-24,5358
2016-05-25,5356
2016-05-26,5370
2016-05-27,5365
2016-05-28,5377
2016-05-29,5386
2016-05-30,5337
2016-05-31,5367
2016-06-01,5352
2016-06-02,5414
2016-06-03,5371
2016-06-04,5360
2016-06-05,5400
2016-06-06,5394
2016-06-07,5338
2016-06-08,5360
2016-06-09,5358
2016-06-10,5361
2016-06-11,5366
2016-06-12,5419
2016-06-13,5394
2016-06-14,5397
2016-06-15,5350
2016-06-16,5341
2016-06-17,5353
2016-06-18,5376
2016-06-19,5382
2016-06-20,5362
2016-06-21,5345
2016-06-22,5367
2016-06-23,5370
2016-06-24,5374
2016-06-25,5374
2016-06-26,5370
2016-06-27,5370
2016-06-28,5363
2016-06-29,5342
2016-06-30,5405
2016-07-01,5416
2016-07-02,5417
2016-07-03,5399
2016-07-04,5375
2016-07-05,5314
2016-07-06,5383
2016-07-07,5411
2016-07-08,5388
2016-07-09,5376
2016-07-10,5392
2016-07-11,5372
2016-07-12,5363
2016-07-13,5389
2016-07-14,5395
2016-07-15,5422
2016-07-16,5390
2016-07-17,5419
2016-07-18,5392
2016-07-23,5384
2016-07-24,5355
2016-07-25,5333
2016-07-26,5277
2016-07-27,5371
2016-07-28,5398
2016-07-29,5370
2016-07-30,5360
2016-07-31,5352
2016-08-01,5370
2016-08-02,5431
2016-08-03,5427
2016-08-04,5403
2016-08-05,5378
2016-08-06,5409
2016-08-07,5430
2016-08-08,5434
2016-08-09,5386
2016-08-10,5354
2016-08-11,5363
2016-08-12,5372
2016-08-13,5309
2016-08-14,5348
2016-08-15,5336
2016-08-16,5306
2016-08-17,5398
2016-08-18,5461
2016-08-19,5474
2016-08-20,5465
2016-08-21,5335
2016-08-22,5367
2016-08-23,5329
2016-08-24,5345
2016-08-25,5359
2016-08-26,5372
2016-08-28,5350
2016-08-31,5347
2016-09-01,5391
2016-09-02,5341
2016-09-03,5365
2016-09-04,5371
2016-09-05,5354
2016-09-06,5371
2016-09-07,5390
2016-09-08,5394
2016-09-09,5365
2016-09-10,5356
2016-09-11,5345
2016-09-12,5313
2016-09-13,5309
2016-09-14,5349
2016-09-15,5360
2016-09-16,5378
2016-09-17,5316
2016-09-18,5350
2016-09-19,5373
2016-09-20,5294
2016-09-21,5288
2016-09-22,5290
2016-09-23,5373
2016-09-24,5334
2016-09-25,5396
2016-09-26,5340
2016-09-27,5403
2016-09-28,5388
2016-09-29,5349
2016-09-30,5352
2016-10-01,5392
2016-10-02,5410
2016-10-03,5372
2016-10-04,5374
2016-10-05,5367
2016-10-06,5389
2016-10-07,5330
2016-10-08,5375
2016-10-09,5364
2016-10-10,5363
2016-10-11,5336
2016-10-12,5362
2016-10-13,5386
2016-10-14,5370
2016-10-15,5375
2016-10-16,5368
2016-10-17,5404
2016-10-18,5395
2016-10-19,5375
2016-10-20,5396
2016-10-21,5417
2016-10-22,5430
2016-10-23,5385
2016-10-24,5428
2016-10-25,5393
2016-10-26,5400
2016-10-27,5397
2016-10-28,5398
2016-10-29,5368
2016-10-30,5356
2016-10-31,5385
2016-11-01,5413
2016-11-02,5356
2016-11-03,5254
2016-11-04,5389
2016-11-05,5418
2016-11-06,5407
2016-11-07,5431
2016-11-08,5504
2016-11-09,5435
2016-11-10,5407
2016-11-11,5508
2016-11-12,5472
2016-11-13,5344
2016-11-14,5389
2016-11-15,5372
2016-12-07,5324
2016-12-08,5368
2016-12-09,5352
2016-12-10,5404
2016-12-11,5360
2016-12-12,5358
2016-12-13,5404
2016-12-14,5447
2016-12-15,5427
2016-12-16,5431
2016-12-17,5455
2016-12-18,5415
2016-12-19,5405
2016-12-20,5405
2016-12-21,5402
2016-12-22,5404
2016-12-23,5413
2016-12-24,5388
2016-12-25,5385
2016-12-26,5297
2016-12-27,5326
2016-12-28,5374
2016-12-29,5385
2016-12-30,5378
2016-12-31,5381
2017-01-01,5366
2017-01-02,5313
2017-01-03,5305
2017-01-04,5303
2017-01-05,5333
2017-01-06,5352
2017-01-07,5350
2017-01-08,5357
2017-01-09,5349
2017-01-10,5366
2017-01-11,5374
2017-01-12,5425
2017-01-13,5344
2017-01-14,5363
2017-01-15,5357
2017-01-16,5372
2017-01-17,5424
2017-01-18,5385
2017-01-19,5360
2017-01-20,5383
2017-01-21,5389
2017-01-22,5381
2017-01-23,5374
2017-01-27,5385
2017-01-28,5355
2017-01-29,5346
2017-01-30,5373
2017-01-31,5414
2017-02-01,5396
2017-02-02,5410
2017-02-03,5393
2017-02-04,5356
2017-02-05,5370
2017-02-06,5370
2017-02-07,5385
2017-02-08,5376
2017-02-09,5385
2017-02-10,5377
2017-02-11,5384
2017-02-12,5348
2017-02-13,5396
2017-02-14,5384
2017-02-15,5372
2017-02-16,5357
2017-02-18,5356
2017-02-19,5309
2017-02-20,5338
2017-02-21,5367
2017-02-22,5377
2017-02-23,5375
2017-02-24,5300
2017-02-25,5303
2017-02-26,5335
2017-02-27,5375
2017-02-28,5363
2017-03-01,5379
2017-03-02,5386
2017-03-03,5409
2017-03-04,5398
2017-03-05,5397
2017-03-06,5399
2017-03-07,5411
2017-03-08,5384
2017-03-09,5450
2017-03-10,5382
2017-03-11,5383
2017-03-12,5399
2017-03-13,5349
2017-03-14,5382
2017-03-15,5389
2017-03-16,5391
2017-03-17,5429
2017-03-18,5365
2017-03-19,5341
2017-03-20,5417
2017-03-21,5391
2017-03-22,5360
2017-03-23,5406
2017-03-24,5353
2017-03-25,5259
2017-03-26,5276
2017-03-27,5356
2017-03-28,5355
2017-03-29,5355
2017-03-30,5388
2017-03-31,5374
2017-04-01,5350
2017-04-02,5355
2017-04-03,5402
2017-04-04,5417
2017-04-12,5350
2017-04-13,5425
2017-04-14,5402
2017-04-15,5376
2017-04-16,5382
2017-04-17,5327
2017-04-18,5389
2017-04-19,5368
2017-04-20,5359
2017-04-21,5264
2017-04-22,5252
2017-04-23,5210
2017-04-24,5335
2017-04-25,5308
2017-04-26,5351
2017-04-27,5354
2017-04-28,5367
2017-04-29,5381
2017-04-30,5398
2017-05-01,5378
2017-05-02,5376
2017-05-03,5384
2017-05-04,5375
2017-05-05,5348
2017-05-06,5353
2017-05-07,5307
2017-05-08,5381
2017-05-09,5380
2017-05-10,5354
2017-05-11,5355
2017-05-12,5345
2017-05-13,5281
2017-05-14,5304
2017-05-15,5352
2017-05-16,5356
2017-05-17,5301
2017-05-18,5355
2017-05-19,5306
2017-05-20,5279
2017-05-21,5189
2017-05-22,5240
2017-05-23,5314
2017-05-24,5341
2017-05-25,5238
2017-05-26,5303
2017-05-27,5317
2017-05-28,5265
2017-05-29,5235
2017-05-30,5228
2017-05-31,5237
2017-06-01,5255
2017-06-02,5300
2017-06-03,5291
2017-06-04,5247
2017-06-05,5301
2017-06-06,5242
2017-06-07,5278
2017-06-08,5320
2017-06-09,5287
2017-06-10,5270
2017-06-11,5231
2017-06-12,5279
2017-06-13,5315
2017-06-14,5260
2017-06-15,5302
2017-06-16,5305
2017-06-17,5204
2017-06-18,5254
2017-06-19,5304
2017-06-20,5285
2017-06-21,5240
2017-06-22,5238
2017-06-23,5225
2017-06-24,5242
2017-06-25,5181
2017-06-26,5248
2017-06-27,5275
2017-06-28,5293
2017-06-29,5289
2017-06-30,5285
2017-07-01,5300
2017-07-02,5286
2017-07-03,5252
2017-07-04,5235
2017-07-05,5255
2017-07-06,5260
2017-07-07,5190
2017-07-08,5199
2017-07-13,5247
2017-07-14,5277
2017-07-15,5233
2017-07-16,5221
2017-07-17,5257
2017-07-18,5308
2017-07-19,5310
2017-07-20,5283
2017-07-21,5329
2017-07-22,5300
2017-07-23,5289
2017-07-24,5292
2017-07-25,5296
2017-07-26,5269
2017-07-27,5309
2017-07-28,5272
2017-07-29,5278
2017-07-30,5278
2017-07-31,5324
2017-08-01,5272
2017-08-02,5300
2017-08-03,5311
2017-08-04,5301
2017-08-05,5292
2017-08-06,5282
2017-08-09,5282
2017-08-10,5294
2017-08-11,5306
2017-08-12,5289
2017-08-13,5199
2017-08-14,5280
2017-08-15,5253
2017-08-16,5260
2017-08-17,5321
2017-08-18,5314
2017-08-19,5321
2017-08-20,5290
2017-08-21,5286
2017-08-22,5264
2017-08-23,5259
2017-08-24,5249
2017-08-25,5278
2017-08-26,5264
2017-08-27,5267
2017-08-28,5279
2017-08-29,5303
2017-08-30,5298
2017-08-31,5262
2017-09-01,5238
2017-09-02,5285
2017-09-03,5298
2017-09-04,5241
2017-09-05,5290
2017-09-06,5253
2017-09-07,5209
2017-09-08,5275
2017-09-09,5195
2017-09-10,5262
2017-09-11,5299
2017-09-12,5276
2017-09-13,5288
2017-09-14,5254
2017-09-15,5266
2017-09-16,5294
2017-09-17,5271
2017-09-18,5229
2017-09-19,5262
2017-09-20,5274
2017-09-22,5286
2017-09-23,5232
2017-09-24,5219
2017-09-25,5233
2017-09-26,5242
2017-09-27,5212
2017-09-28,5311
2017-09-29,5291
2017-09-30,5191
2017-10-01,5205
2017-10-02,5253
2017-10-03,5239
2017-10-04,5257
2017-10-05,5299
2017-10-06,5296
2017-10-07,5208
2017-10-08,5261
2017-10-09,5275
2017-10-10,5279
2017-10-11,5261
2017-10-12,5273
2017-10-13,5244
2017-10-14,5258
2017-10-15,5265
2017-10-16,5296
2017-10-17,5284
2017-10-18,5294
2017-10-19,5175
2017-10-20,5116
2017-10-21,5216
2017-10-22,5195
2017-10-23,5184
2017-10-24,5254
2017-10-25,5273
2017-10-26,5254
2017-10-27,5253
2017-10-28,5150
2017-10-29,5134
2017-10-30,5227
2017-10-31,5215
2017-11-01,5225
2017-11-02,5248
2017-11-03,5243
2017-11-04,5194
2017-11-05,5255
2017-11-06,5259
2017-11-07,5262
2017-11-08,5258
2017-11-09,5295
2017-11-10,5288
2017-11-11,5288
2017-11-12,5289
2017-11-13,5225
2017-11-14,5258
2017-11-15,5217
2017-11-16,5261
2017-11-17,5271
2017-11-18,5238
2017-11-19,5206
2017-11-20,5203
2017-11-21,5272
2017-11-22,5276
2017-11-23,5287
2017-11-24,5263
2017-11-25,5141
2017-11-26,5204
2017-11-27,5195
2017-11-28,5262
2017-11-29,5292
2017-11-30,5246
2017-12-01,5242
2017-12-02,5178
2017-12-03,5231
2017-12-04,5183
2017-12-05,5179
2017-12-06,5250
2017-12-07,5267
2017-12-08,5297
2017-12-09,5200
2017-12-10,5183
2017-12-11,5244
2017-12-12,5281
2017-12-13,5285
2017-12-14,5247
2017-12-15,5251
2017-12-16,5206
2017-12-17,5260
2017-12-18,5234
2017-12-19,5294
2017-12-20,5237
2017-12-21,5270
2017-12-22,5269
2017-12-23,5276
2017-12-24,5217
2017-12-25,5245
2017-12-26,5278
2017-12-27,5205
2017-12-28,5175
2017-12-29,5242
2017-12-30,5239
2017-12-31,5235
2018-01-01,5196
2018-01-02,5217
2018-01-03,5219
2018-01-04,5276
2018-01-05,5248
2018-01-06,5205
2018-01-07,5124
2018-01-08,5197
2018-01-09,5202
2018-01-10,5198
2018-01-11,5189
2018-01-12,5158
2018-01-13,5174
2018-01-14,5151
2018-01-15,5184
2018-01-16,5102
2018-01-17,5182
2018-01-18,5210
2018-01-19,5189
2018-01-20,5177
2018-01-21,5202
2018-01-22,5201
2018-01-23,5208
2018-01-24,5209
2018-01-25,5212
2018-01-26,5154
2018-01-27,5172
2018-01-28,5198
2018-01-29,5247
2018-01-30,5250
2018-01-31,5247
2018-02-01,5240
2018-02-02,5209
2018-02-03,5198
2018-02-04,5214
2018-02-05,5180
2018-02-06,5228
2018-02-07,5240
2018-02-08,5219
2018-02-09,5282
2018-02-10,5233
2018-02-11,5181
2018-02-12,5228
2018-02-13,5205
2018-02-14,5210
2018-02-15,5174
2018-02-16,5208
2018-02-17,5172
2018-02-18,5121
2018-02-19,5155
2018-02-20,5174
2018-02-21,5227
2018-02-22,5181
2018-02-23,5213
2018-02-24,5142
2018-02-25,5207
2018-02-26,5237
2018-02-27,5238
2018-02-28,5245
2018-03-01,5197
2018-03-02,5236
2018-03-03,5193
2018-03-04,5204
2018-03-05,5255
2018-03-06,5241
2018-03-07,5238
2018-03-08,5260
2018-03-09,5242
2018-03-10,5215
2018-03-11,5203
2018-03-12,5252
2018-03-13,5268
2018-03-14,5250
2018-03-15,5264
2018-03-16,5204
2018-03-17,5213
2018-03-18,5188
2018-03-20,5254
2018-03-21,5228
2018-03-22,5256
2018-03-23,5239
2018-03-24,5212
2018-03-25,5191
2018-03-26,5173
2018-03-27,5228
2018-03-28,5240
2018-03-29,5251
2018-03-30,5224
2018-03-31,5191
2018-04-01,5164
2018-04-02,5180
2018-04-03,5237
2018-04-04,5232
2018-04-05,5217
2018-04-06,5222
2018-04-07,5180
2018-04-08,5144
2018-04-09,5169
2018-04-10,5132
2018-04-11,5168
2018-04-12,5230
2018-04-13,5209
2018-04-14,5169
2018-04-15,5203
2018-04-16,5162
2018-04-17,5207
2018-04-18,5193
2018-04-19,5214
2018-04-20,5213
2018-04-21,5185
2018-04-22,5150
2018-04-23,5247
2018-04-24,5227
2018-04-25,5206
2018-04-26,5224
2018-04-27,5214
2018-04-28,5150
2018-04-29,5197
2018-04-30,5162
2018-05-01,5197
2018-05-02,5221
2018-05-03,5232
2018-05-04,5190
2018-05-05,5196
2018-05-06,5168
2018-05-07,5213
2018-05-08,5212
2018-05-09,5189
2018-05-10,5187
2018-05-11,5183
2018-05-12,5210
2018-05-13,5180
2018-05-14,5214
2018-05-15,5226
2018-05-16,5217
2018-05-17,5280
2018-05-18,5267
2018-05-19,5218
2018-05-20,5195
2018-05-21,5193
2018-05-22,5150
2018-05-23,5235
2018-05-24,5231
2018-05-25,5243
2018-05-26,5165
2018-05-27,5159
2018-05-28,5175
2018-05-29,5234
2018-05-30,5232
2018-05-31,5228
2018-06-01,5246
2018-06-02,5210
2018-06-03,5184
2018-06-04,5228
2018-06-05,5231
2018-06-06,5225
2018-06-07,5206
2018-06-08,5204
2018-06-09,5152
2018-06-10,5137
2018-06-11,5081
2018-06-12,5142
2018-06-13,5188
2018-06-14,5136
2018-06-15,5086
2018-06-16,5098
2018-06-17,5111
2018-06-18,5170
2018-06-19,5206
2018-06-20,5224
2018-06-21,5240
2018-06-22,5181
2018-06-23,5159
2018-06-24,5077
2018-06-25,5059
2018-06-26,5085
2018-06-27,5122
2018-06-28,5182
2018-06-29,5203
2018-06-30,5181
2018-07-01,5157
2018-07-02,5235
2018-07-03,5209
2018-07-04,5169
2018-07-05,5151
2018-07-06,5163
2018-07-07,5119
2018-07-08,5112
2018-07-09,5174
2018-07-10,5182
2018-07-11,5196
2018-07-12,5202
2018-07-13,5205
2018-07-14,5223
2018-07-15,5186
2018-07-16,5217
2018-07-17,5228
2018-07-18,5184
2018-07-19,5125
2018-07-20,5175
2018-07-21,5181
2018-07-22,5197
2018-07-23,5159
2018-07-24,5158
2018-07-25,5142
2018-07-26,5170
2018-07-27,5175
2018-07-28,5119
2018-07-29,5157
2018-07-30,5172
2018-07-31,5185
2018-08-01,5201
2018-08-02,5208
2018-08-03,5177
2018-08-04,5150
2018-08-05,5177
2018-08-06,5173
2018-08-07,5221
2018-08-08,5246
2018-08-09,5245
2018-08-10,5237
2018-08-11,5221
2018-08-12,5193
2018-08-14,5188
2018-08-16,5120
2018-08-17,5171
2018-08-18,5186
2018-08-19,5144
2018-08-20,5165
2018-08-21,5172
2018-08-22,5213
2018-08-23,5217
2018-08-24,5220
2018-08-25,5189
2018-08-26,5091
2018-08-27,5158
2018-08-28,5213
2018-08-29,5214
2018-08-30,5203
2018-08-31,5199
2018-09-01,5195
2018-09-02,5221
2018-09-03,5173
2018-09-04,5200
2018-09-05,5219
2018-09-06,5244
2018-09-07,5221
2018-09-08,5190
2018-09-09,5176
2018-09-10,5252
2018-09-11,5245
2018-09-12,5223
2018-09-13,5254
2018-09-14,5254
2018-09-15,5240
2018-09-16,5234
2018-09-17,5238
2018-09-18,5251
2018-09-19,5257
2018-09-20,5264
2018-09-21,5219
2018-09-22,5237
2018-09-23,5233
2018-09-24,5285
2018-09-25,5255
2018-09-26,5258
2018-09-27,5243
2018-09-28,5227
2018-09-29,5153
2018-09-30,5099
2018-10-01,5188
2018-10-02,5183
2018-10-03,5213
2018-10-04,5217
2018-10-05,5200
2018-10-06,5173
2018-10-07,5208
2018-10-08,5154
2018-10-09,5210
2018-10-10,5209
2018-10-11,5226
2018-10-12,5216
2018-10-13,5178
2018-10-14,5216
2018-10-15,5257
2018-10-16,5244
2018-10-17,5200
2018-10-18,5247
2018-10-19,5228
2018-10-20,5186
2018-10-21,5162
2018-10-22,5168
2018-10-23,5144
2018-10-24,5166
2018-10-25,5180
2018-10-26,5152
2018-10-27,5225
2018-10-28,5231
2018-10-29,5189
2018-10-30,5247
2018-10-31,5236
2018-11-01,5177
2018-11-03,5216
2018-11-04,5173
2018-11-05,5195
2018-11-06,5216
2018-11-07,5226
2018-11-08,5249
2018-11-09,5263
2018-11-10,5244
2018-11-11,5170
2018-11-12,5219
2018-11-13,5200
2018-11-15,5210
2018-11-16,5203
2018-11-17,5070
2018-11-18,5120
2018-11-19,5196
2018-11-20,5230
2018-11-21,5213
2018-11-22,5205
2018-11-23,5144
2018-11-24,5201
2018-11-25,5216
2018-11-26,5248
2018-11-27,5249
2018-11-28,5275
2018-11-29,5250
2018-12-01,5195
2018-12-02,5186
2018-12-03,5226
2018-12-04,5247
2018-12-05,5242
2018-12-07,5259
2018-12-09,5198
2018-12-10,5251
2018-12-11,5239
2018-12-12,5266
2018-12-13,5272
2018-12-14,5248
2018-12-15,5207
2018-12-16,5211
2018-12-17,5216
2018-12-18,5233
2018-12-19,5247
2018-12-20,5269
2018-12-21,5270
2018-12-22,5227
2018-12-23,5239
2018-12-24,5235
2018-12-25,5263
2018-12-26,5214
2018-12-27,5224
2018-12-28,5186
2018-12-29,5160
2018-12-30,5214
2018-12-31,5224
2019-01-01,5205
2019-01-02,5211
2019-01-03,5186
2019-01-04,5217
2019-01-05,5210
2019-01-06,5205
2019-01-08,5235
2019-01-10,5251
2019-01-11,5252
2019-01-12,5205
2019-01-13,5129
2019-01-14,5159
2019-01-15,5167
2019-01-16,5219
2019-01-17,5223
2019-01-18,5241
2019-01-19,5195
2019-01-20,5200
2019-01-21,5162
2019-01-22,5194
2019-01-23,5174
2019-01-24,5190
2019-01-25,5230
2019-01-26,5232
2019-01-27,5222
2019-01-28,5230
2019-01-29,5230
2019-01-30,5229
2019-01-31,5183
2019-02-01,5227
2019-02-02,5223
2019-02-03,5223
2019-02-04,5210
2019-02-05,5203
2019-02-06,5178
2019-02-07,5219
2019-02-08,5238
2019-02-09,5249
2019-02-10,5214
2019-02-11,5224
2019-02-12,5216
2019-02-13,5241
2019-02-14,5246
2019-02-15,5233
2019-02-16,5217
2019-02-17,5214
2019-02-18,5246
2019-02-19,5217
2019-02-20,5207
2019-02-21,5235
2019-02-22,5166
2019-02-23,5213
2019-02-24,5245
2019-02-25,5240
2019-02-26,5276
2019-02-27,5265
2019-02-28,5196
2019-03-01,5216
2019-03-02,5209
2019-03-03,5232
2019-03-04,5243
2019-03-05,5271
2019-03-06,5289
2019-03-07,5296
2019-03-08,5257
2019-03-09,5193
2019-03-10,5133
2019-03-11,5210
2019-03-12,5196
2019-03-13,5212
2019-03-14,5234
2019-03-15,5229
2019-03-16,5220
2019-03-17,5237
2019-03-18,5214
2019-03-19,5231
2019-03-20,5232
2019-03-21,5233
2019-03-22,5227
2019-03-23,5191
2019-03-24,5212
2019-03-25,5181
