date_obj,Mystic%20boots price
2019-04-10,7069
2019-04-11,6763
2019-04-12,6462
2019-04-13,6194
2019-04-14,6039
2019-04-15,5924
2019-04-16,5871
2019-04-17,5799
2019-04-18,5746
2019-04-19,5735
2019-04-20,5810
2019-04-21,5770
2019-04-22,5912
2019-04-23,5964
2019-04-24,6143
2019-04-25,6270
2019-04-26,6169
2019-04-27,6153
2019-04-28,6070
2019-04-29,6027
2019-04-30,6046
2019-05-01,6019
2019-05-02,5896
2019-05-03,5863
2019-05-04,5851
2019-05-05,5828
2019-05-06,5835
2019-05-07,5911
2019-05-08,5823
2019-05-09,5942
2019-05-10,5959
2019-05-11,5884
2019-05-12,5930
2019-05-13,5941
2019-05-14,5942
2019-05-15,5874
2019-05-16,5908
2019-05-17,5924
2019-05-18,6076
2019-05-19,6085
2019-05-20,6114
2019-05-21,6182
2019-05-22,6049
2019-05-23,6046
2019-05-24,5931
2019-05-25,6037
2019-05-26,6066
2019-05-27,6070
2019-05-28,6116
2019-05-29,6248
2019-05-30,6270
2019-05-31,6286
2019-06-01,6268
2019-06-02,6258
2019-06-03,6193
2019-06-04,6236
2019-06-05,6204
2019-06-06,6155
2019-06-07,6214
2019-06-08,6173
2019-06-09,6229
2019-06-10,6162
2019-06-11,6276
2019-06-12,6323
2019-06-13,6349
2019-06-14,6291
2019-06-15,6423
2019-06-16,6542
2019-06-17,6342
2019-06-18,6212
2019-06-19,6209
2019-06-20,6223
2019-06-21,6178
2019-06-22,6038
2019-06-23,6065
2019-06-24,6100
2019-06-25,6053
2019-06-26,6059
2019-06-27,6071
2019-06-28,6052
2019-06-29,6109
2019-06-30,6144
2019-07-01,6167
2019-07-02,6212
2019-07-03,6271
2019-07-04,6319
2019-07-05,6359
2019-07-06,6544
2019-07-07,6870
2019-07-08,7209
2019-07-09,7387
2019-07-10,7208
2019-07-11,7225
2019-07-12,7089
2019-07-13,7271
2019-07-14,7511
2019-07-15,7220
2019-07-16,7037
2019-07-17,6904
2019-07-18,6746
2019-07-19,6765
2019-07-20,6810
2019-07-21,6603
2019-07-22,6407
2019-07-23,6262
2019-07-24,6117
2019-07-25,6050
2019-07-26,6038
2019-07-27,5890
2019-07-28,5818
2019-07-29,5794
2019-07-30,6002
2019-07-31,6195
2019-08-01,6154
2019-08-02,6250
2019-08-03,6294
2019-08-04,6331
2019-08-05,6146
2019-08-06,6021
2019-08-07,5997
2019-08-08,5969
2019-08-09,6006
2019-08-10,5944
2019-08-11,5864
2019-08-12,6013
2019-08-13,6024
2019-08-14,6036
2019-08-15,6046
2019-08-16,6010
2019-08-17,5929
2019-08-18,5962
2019-08-19,5916
2019-08-20,5888
2019-08-21,5844
2019-08-22,5836
2019-08-23,5902
2019-08-24,5856
2019-08-24,5856
2019-08-25,5767
2019-08-25,5767
2019-08-26,5712
2019-08-26,5712
2019-08-27,5872
2019-08-27,5872
2019-08-28,5921
2019-08-29,5782
2019-08-30,5716
2019-08-31,5834
2019-09-01,6063
2019-09-02,6180
2019-09-03,6093
2019-09-04,5938
2019-09-05,5876
2019-09-06,5856
2019-09-07,5908
2019-09-08,5844
2019-09-09,5855
2019-09-10,5816
2019-09-11,5793
2019-09-12,5941
2019-09-13,5750
2019-09-14,5760
2019-09-15,5731
2019-09-16,5914
2019-09-17,6075
2019-09-18,6115
2019-09-19,6095
2019-09-20,6024
2019-09-21,6127
2019-09-22,5951
2019-09-23,5934
2019-09-24,6024
2019-09-25,5963
2019-09-26,5957
2019-09-27,6049
2019-09-28,6083
2019-09-29,6024
2019-09-30,6062
2019-10-01,5969
2019-10-02,5969
2019-10-03,6019
2019-10-04,6018
2019-10-05,5872
2019-10-06,5887
2019-10-07,5856
2019-10-08,5764
2019-10-09,5741
2019-10-10,5724
2019-10-11,5596
2019-10-12,5659
2019-10-13,5619
2019-10-14,5664
2019-10-15,5726
2019-10-16,5712
2019-10-17,5779
2019-10-18,5857
2019-10-19,5896
2019-10-20,5812
2019-10-21,5749
2019-10-22,5768
2019-10-23,5741
2019-10-24,5737
2019-10-25,5688
2019-10-26,5751
2019-10-27,5786
2019-10-28,5750
2019-10-29,5704
2019-10-30,5788
2019-10-31,5790
2019-11-01,5813
2019-11-02,5846
2019-11-03,5813
2019-11-04,5748
2019-11-05,5758
2019-11-06,5741
2019-11-07,5770
2019-11-08,5760
2019-11-09,5714
2019-11-10,5734
2019-11-11,5723
2019-11-12,5739
2019-11-13,5693
2019-11-14,5797
2019-11-15,5783
2019-11-16,5803
2019-11-17,5717
2019-11-18,5730
2019-11-19,5766
2019-11-20,5810
2019-11-21,5885
2019-11-22,6039
2019-11-23,6204
2019-11-24,6026
2019-11-25,6001
2019-11-26,6150
2019-11-27,6282
2019-11-28,6080
2019-11-29,5942
2019-11-30,6010
2019-12-01,6258
2019-12-02,6259
2019-12-03,6093
2019-12-04,6204
2019-12-05,6175
2019-12-06,6345
2019-12-07,6391
2019-12-08,6210
2019-12-09,6144
2019-12-10,6012
2019-12-11,5809
2019-12-12,5884
2019-12-13,5849
2019-12-14,5907
2019-12-15,5880
2019-12-16,5780
2019-12-17,5863
2019-12-18,5976
2019-12-19,5844
2019-12-20,5802
2019-12-21,5789
2019-12-22,5765
2019-12-23,5782
2019-12-24,5912
2019-12-25,5924
2019-12-26,5914
2019-12-27,6037
2019-12-28,6091
2019-12-29,6126
2019-12-30,6016
2019-12-31,5964
2020-01-01,5853
2020-01-02,5873
2020-01-03,5879
2020-01-04,5956
2020-01-05,5963
2020-01-06,6069
2020-01-07,6085
2020-01-08,6101
2020-01-09,6198
2020-01-10,6211
2020-01-11,6137
2020-01-12,6110
2020-01-13,6120
2020-01-14,6055
2020-01-15,5984
2020-01-16,6040
2020-01-17,6008
2020-01-18,6030
2020-01-19,6051
2020-01-20,6025
2020-01-21,5975
2020-01-22,5953
2020-01-23,5903
2020-01-24,5758
2020-01-25,5799
2020-01-26,5815
2020-01-27,5775
2020-01-28,5773
2020-01-29,5810
2020-01-30,5790
2020-01-31,5727
2020-02-01,5666
2020-02-02,5667
2020-02-03,5687
2020-02-04,5677
2020-02-05,5711
2020-02-06,5638
2020-02-07,5526
2020-02-08,5607
2020-02-09,5619
2020-02-10,5645
2020-02-11,5675
2020-02-12,5699
2020-02-13,5771
2020-02-14,5809
2020-02-15,5855
2020-02-16,5825
2020-02-17,5832
2020-02-18,5852
2020-02-19,5813
2020-02-20,5872
2020-02-21,5769
2020-02-22,5765
2020-02-23,5793
2020-02-24,5807
2020-02-25,5836
2020-02-26,5841
2020-02-27,5742
2020-02-28,5776
2020-02-29,5816
2020-03-01,5793
2020-03-02,5784
2020-03-03,5786
2020-03-04,5775
2020-03-05,5821
2020-03-06,5864
2020-03-07,5788
2020-03-08,5894
2020-03-09,5844
2020-03-10,5906
2020-03-11,5918
2020-03-12,5870
2020-03-13,5904
2020-03-14,5917
2020-03-15,5858
2020-03-16,5868
2020-03-17,5916
2020-03-18,6004
2020-03-19,6086
2020-03-20,6327
2020-03-21,6507
2020-03-22,6725
2020-03-23,6669
2020-03-24,6573
2020-03-25,6270
2020-03-26,6191
2020-03-27,6024
2020-03-28,5855
2020-03-29,5824
2020-03-30,5824
2020-03-31,5880
2020-04-01,5944
2020-04-02,5894
2020-04-03,5882
2020-04-04,5860
2020-04-05,5952
2020-04-06,6019
2020-04-07,6080
2020-04-08,6086
2020-04-09,6331
2020-04-10,6620
2020-04-11,6899
2020-04-12,6814
2020-04-13,6622
2020-04-14,6519
2020-04-15,6506
2020-04-16,6390
2020-04-17,6329
2020-04-18,6217
2020-04-19,6093
2020-04-20,6002
2020-04-21,5988
2020-04-22,5955
2020-04-23,5962
2020-04-24,5835
2020-04-25,5851
2020-04-26,5835
2020-04-27,5889
2020-04-28,5908
2020-04-29,5834
2020-04-30,5851
2020-05-01,5831
2020-05-02,5880
2020-05-03,5941
2020-05-04,5979
2020-05-05,5927
2020-05-06,5983
2020-05-07,5959
2020-05-08,5976
2020-05-09,6025
2020-05-10,6014
2020-05-11,5955
2020-05-12,5961
2020-05-13,5999
