date_obj,Black%20sword price
2015-03-26,1245
2015-03-27,1245
2015-03-28,1245
2015-03-29,1245
2015-03-30,1186
2015-03-31,1186
2015-04-01,1186
2015-04-02,1186
2015-04-03,1137
2015-04-04,1137
2015-04-05,1137
2015-04-06,1137
2015-04-07,1083
2015-04-08,1083
2015-04-09,1083
2015-04-10,1083
2015-04-11,1030
2015-04-12,1030
2015-04-13,1030
2015-04-14,1030
2015-04-15,980
2015-04-16,980
2015-04-17,980
2015-04-18,933
2015-04-19,933
2015-04-20,933
2015-04-21,933
2015-04-22,888
2015-04-23,888
2015-04-24,888
2015-04-25,845
2015-04-26,845
2015-04-27,845
2015-04-28,804
2015-04-29,804
2015-04-30,804
2015-05-01,768
2015-05-02,768
2015-05-03,768
2015-05-04,732
2015-05-05,732
2015-05-06,732
2015-05-07,699
2015-05-08,699
2015-05-09,699
2015-05-10,666
2015-05-11,666
2015-05-12,666
2015-05-13,666
2015-05-14,634
2015-05-15,634
2015-05-16,634
2015-05-17,604
2015-05-18,604
2015-05-19,604
2015-05-20,604
2015-05-21,604
2015-05-22,574
2015-05-23,574
2015-05-24,574
2015-05-25,548
2015-05-26,548
2015-05-27,548
2015-05-28,524
2015-05-29,524
2015-05-30,500
2015-05-31,500
2015-06-01,500
2015-06-02,476
2015-06-03,476
2015-06-04,476
2015-06-05,454
2015-06-06,454
2015-06-07,432
2015-06-08,432
2015-06-09,414
2015-06-10,414
2015-06-11,414
2015-06-12,396
2015-06-13,396
2015-06-14,377
2015-06-15,377
2015-06-16,377
2015-06-17,369
2015-06-18,369
2015-06-19,369
2015-06-20,355
2015-06-21,355
2015-06-22,355
2015-06-23,345
2015-06-24,345
2015-06-25,345
2015-06-26,329
2015-06-27,329
2015-06-28,329
2015-06-29,319
2015-06-30,319
2015-07-01,319
2015-07-02,307
2015-07-03,307
2015-07-04,307
2015-07-05,298
2015-07-06,298
2015-07-07,298
2015-07-08,284
2015-07-09,284
2015-07-10,284
2015-07-11,284
2015-07-12,271
2015-07-13,271
2015-07-14,271
2015-07-15,263
2015-07-16,263
2015-07-17,263
2015-07-18,250
2015-07-19,250
2015-07-20,250
2015-07-21,240
2015-07-22,240
2015-07-23,240
2015-07-24,233
2015-07-25,233
2015-07-26,233
2015-07-27,223
2015-07-28,223
2015-07-29,226
2015-07-30,226
2015-07-31,226
2015-08-01,226
2015-08-02,222
2015-08-03,222
2015-08-04,222
2015-08-05,220
2015-08-06,220
2015-08-07,220
2015-08-08,219
2015-08-09,219
2015-08-10,219
2015-08-11,215
2015-08-12,215
2015-08-13,215
2015-08-14,210
2015-08-15,210
2015-08-16,210
2015-08-17,201
2015-08-18,201
2015-08-19,201
2015-08-20,202
2015-08-21,202
2015-08-22,202
2015-08-23,201
2015-08-24,201
2015-08-25,201
2015-08-26,201
2015-08-27,199
2015-08-28,199
2015-08-29,199
2015-08-30,199
2015-08-31,194
2015-09-01,194
2015-09-02,194
2015-09-03,194
2015-09-04,190
2015-09-05,190
2015-09-06,190
2015-09-07,190
2015-09-08,191
2015-09-09,191
2015-09-10,191
2015-09-11,194
2015-09-12,194
2015-09-13,194
2015-09-14,200
2015-09-15,200
2015-09-16,200
2015-09-17,203
2015-09-18,203
2015-09-19,203
2015-09-20,203
2015-09-21,206
2015-09-22,206
2015-09-23,206
2015-09-24,209
2015-09-25,209
2015-09-27,214
2015-09-28,214
2015-09-29,214
2015-09-30,214
2015-10-05,215
2015-10-06,215
2015-10-07,215
2015-10-08,215
2015-10-09,215
2015-10-10,217
2015-10-11,217
2015-10-12,217
2015-10-13,215
2015-10-14,215
2015-10-15,215
2015-10-16,215
2015-10-17,215
2015-10-18,215
2015-10-19,214
2015-10-20,214
2015-10-22,219
2015-10-23,219
2015-10-24,219
2015-10-25,220
2015-10-26,220
2015-10-27,220
2015-10-29,222
2015-10-30,222
2015-10-31,213
2015-11-01,213
2015-11-02,213
2015-11-03,213
2015-11-04,204
2015-11-05,204
2015-11-06,204
2015-11-07,195
2015-11-08,195
2015-11-09,195
2015-11-10,195
2015-11-11,192
2015-11-12,192
2015-11-13,192
2015-11-14,192
2015-11-15,196
2015-11-16,196
2015-11-17,196
2015-11-18,196
2015-11-19,198
2015-11-20,198
2015-11-21,198
2015-11-22,205
2015-11-23,205
2015-11-24,205
2015-11-25,206
2015-11-26,206
2015-11-27,206
2015-11-28,212
2015-11-29,212
2015-11-30,212
2015-12-01,221
2015-12-02,221
2015-12-03,221
2015-12-04,228
2015-12-05,228
2015-12-06,228
2015-12-07,230
2015-12-08,230
2015-12-09,230
2015-12-10,236
2015-12-11,236
2015-12-12,236
2015-12-13,247
2015-12-14,247
2015-12-15,247
2015-12-16,241
2015-12-17,241
2015-12-18,241
2015-12-19,235
2015-12-20,235
2015-12-21,235
2015-12-22,225
2015-12-23,225
2015-12-24,225
2015-12-25,222
2015-12-26,222
2015-12-27,222
2015-12-28,224
2015-12-29,224
2015-12-30,215
2015-12-31,215
2016-01-01,215
2016-01-02,215
2016-01-03,222
2016-01-04,222
2016-01-05,222
2016-01-06,216
2016-01-07,216
2016-01-08,216
2016-01-09,209
2016-01-10,209
2016-01-11,209
2016-01-12,216
2016-01-13,216
2016-01-14,216
2016-01-15,225
2016-01-16,225
2016-01-17,225
2016-01-18,225
2016-01-19,225
2016-01-20,225
2016-01-21,221
2016-01-22,221
2016-01-23,221
2016-01-24,231
2016-01-25,231
2016-01-26,231
2016-01-27,226
2016-01-28,226
2016-01-29,226
2016-01-30,230
2016-01-31,230
2016-02-01,226
2016-02-02,226
2016-02-03,226
2016-02-04,228
2016-02-05,228
2016-02-06,228
2016-02-07,227
2016-02-08,227
2016-02-09,227
2016-02-10,228
2016-02-11,228
2016-02-12,228
2016-02-13,221
2016-02-14,221
2016-02-15,221
2016-02-16,214
2016-02-17,214
2016-02-18,214
2016-02-19,209
2016-02-20,209
2016-02-21,207
2016-02-22,207
2016-02-23,207
2016-02-24,208
2016-02-25,208
2016-02-26,208
2016-02-27,206
2016-02-28,206
2016-02-29,206
2016-03-01,205
2016-03-02,205
2016-03-03,205
2016-03-04,205
2016-03-05,205
2016-03-06,210
2016-03-07,210
2016-03-08,210
2016-03-09,204
2016-03-10,204
2016-03-11,204
2016-03-12,204
2016-03-13,204
2016-03-14,204
2016-03-15,205
2016-03-16,205
2016-03-17,205
2016-03-18,205
2016-03-19,205
2016-03-20,205
2016-03-21,208
2016-03-22,208
2016-03-23,212
2016-03-24,212
2016-03-25,216
2016-03-26,216
2016-03-27,225
2016-03-28,225
2016-03-29,237
2016-03-30,237
2016-03-31,237
2016-04-01,247
2016-04-02,247
2016-04-03,254
2016-04-04,254
2016-04-05,246
2016-04-06,246
2016-04-07,246
2016-04-08,237
2016-04-09,237
2016-04-10,227
2016-04-11,227
2016-04-12,227
2016-04-13,222
2016-04-14,222
2016-04-15,222
2016-04-16,215
2016-04-17,215
2016-04-18,222
2016-04-19,222
2016-04-20,222
2016-04-21,223
2016-04-22,223
2016-04-23,223
2016-04-24,224
2016-04-25,224
2016-04-26,224
2016-04-27,223
2016-04-28,223
2016-04-29,223
2016-04-30,213
2016-05-01,213
2016-05-02,213
2016-05-03,221
2016-05-04,221
2016-05-05,221
2016-05-06,231
2016-05-07,231
2016-05-08,236
2016-05-09,236
2016-05-10,226
2016-05-11,226
2016-05-12,226
2016-05-13,216
2016-05-14,216
2016-05-15,211
2016-05-16,211
2016-05-17,211
2016-05-18,203
2016-05-19,203
2016-05-22,200
2016-05-23,206
2016-05-24,206
2016-05-25,206
2016-05-26,208
2016-05-27,208
2016-05-28,208
2016-05-29,207
2016-05-30,207
2016-05-31,207
2016-06-01,212
2016-06-02,212
2016-06-03,212
2016-06-04,207
2016-06-05,207
2016-06-06,212
2016-06-07,212
2016-06-08,212
2016-06-09,215
2016-06-10,215
2016-06-11,215
2016-06-12,210
2016-06-13,210
2016-06-14,210
2016-06-15,211
2016-06-16,211
2016-06-17,208
2016-06-18,208
2016-06-19,209
2016-06-20,209
2016-06-21,209
2016-06-22,207
2016-06-23,207
2016-06-24,207
2016-06-25,208
2016-06-26,208
2016-06-27,208
2016-06-28,210
2016-06-29,210
2016-06-30,220
2016-07-01,220
2016-07-02,226
2016-07-03,226
2016-07-04,228
2016-07-05,228
2016-07-06,228
2016-07-07,225
2016-07-08,225
2016-07-09,226
2016-07-10,226
2016-07-11,228
2016-07-12,228
2016-07-13,228
2016-07-14,225
2016-07-15,225
2016-07-16,225
2016-07-17,228
2016-07-18,228
2016-07-23,228
2016-07-24,228
2016-07-25,228
2016-07-26,228
2016-07-27,228
2016-07-28,228
2016-07-29,227
2016-07-30,227
2016-07-31,227
2016-08-01,227
2016-08-02,220
2016-08-03,220
2016-08-04,220
2016-08-05,220
2016-08-06,220
2016-08-07,228
2016-08-08,228
2016-08-09,228
2016-08-10,220
2016-08-11,220
2016-08-12,220
2016-08-13,220
2016-08-14,216
2016-08-15,216
2016-08-16,216
2016-08-17,221
2016-08-18,221
2016-08-19,221
2016-08-20,220
2016-08-21,220
2016-08-22,220
2016-08-23,216
2016-08-24,216
2016-08-25,216
2016-08-26,216
2016-08-28,208
2016-08-31,199
2016-09-01,199
2016-09-02,199
2016-09-03,199
2016-09-04,199
2016-09-05,199
2016-09-06,198
2016-09-07,198
2016-09-08,198
2016-09-09,198
2016-09-10,203
2016-09-11,203
2016-09-12,203
2016-09-13,203
2016-09-14,213
2016-09-15,213
2016-09-16,213
2016-09-17,214
2016-09-18,214
2016-09-19,214
2016-09-20,207
2016-09-21,207
2016-09-22,207
2016-09-23,211
2016-09-24,211
2016-09-25,211
