date_obj,Rune%20scimitar price
2019-04-04,15049
2019-04-05,15056
2019-04-06,15043
2019-04-07,15073
2019-04-08,15072
2019-04-09,15064
2019-04-10,15122
2019-04-11,15091
2019-04-12,15049
2019-04-13,15058
2019-04-14,15085
2019-04-15,15054
2019-04-16,15062
2019-04-17,15020
2019-04-18,15025
2019-04-19,15039
2019-04-20,15074
2019-04-21,15042
2019-04-22,15013
2019-04-23,15106
2019-04-24,15128
2019-04-25,15080
2019-04-26,15091
2019-04-27,15122
2019-04-28,15079
2019-04-29,15054
2019-04-30,15077
2019-05-01,15092
2019-05-02,15106
2019-05-03,15097
2019-05-04,15089
2019-05-05,15063
2019-05-06,15061
2019-05-07,15040
2019-05-08,15028
2019-05-09,15055
2019-05-10,15044
2019-05-11,15074
2019-05-12,15068
2019-05-13,15093
2019-05-14,15083
2019-05-15,15090
2019-05-16,15100
2019-05-17,15080
2019-05-18,15069
2019-05-19,15070
2019-05-20,15070
2019-05-21,15026
2019-05-22,15066
2019-05-23,15043
2019-05-24,15036
2019-05-25,15054
2019-05-26,15054
2019-05-27,15065
2019-05-28,15081
2019-05-29,15090
2019-05-30,15069
2019-05-31,15079
2019-06-01,15061
2019-06-02,15038
2019-06-03,15068
2019-06-04,15076
2019-06-05,15086
2019-06-06,15102
2019-06-07,15078
2019-06-08,15075
2019-06-09,15054
2019-06-10,15071
2019-06-11,15082
2019-06-12,15063
2019-06-13,15087
2019-06-14,15078
2019-06-15,15104
2019-06-16,15089
2019-06-17,15099
2019-06-18,15097
2019-06-19,15143
2019-06-20,15077
2019-06-21,15028
2019-06-22,15043
2019-06-23,15043
2019-06-24,15071
2019-06-25,15075
2019-06-26,15097
2019-06-27,15098
2019-06-28,15126
2019-06-29,15102
2019-06-30,15077
2019-07-01,15099
2019-07-02,15120
2019-07-03,15066
2019-07-04,15072
2019-07-05,15068
2019-07-06,15096
2019-07-07,15086
2019-07-08,15116
2019-07-09,15105
2019-07-10,15095
2019-07-11,15106
2019-07-12,15069
2019-07-13,15085
2019-07-14,15053
2019-07-15,15081
2019-07-16,15090
2019-07-17,15082
2019-07-18,15051
2019-07-19,15063
2019-07-20,15110
2019-07-21,15068
2019-07-22,15042
2019-07-23,15051
2019-07-24,15069
2019-07-25,15059
2019-07-26,15062
2019-07-27,15035
2019-07-28,15017
2019-07-29,15033
2019-07-30,15056
2019-07-31,15059
2019-08-01,15060
2019-08-02,15027
2019-08-03,14911
2019-08-04,14918
2019-08-05,14975
2019-08-06,14996
2019-08-07,15017
2019-08-08,15027
2019-08-09,15016
2019-08-10,14998
2019-08-11,14993
2019-08-12,15013
2019-08-13,15026
2019-08-14,15122
2019-08-15,15052
2019-08-16,15038
2019-08-17,15015
2019-08-18,14979
2019-08-19,15006
2019-08-20,15026
2019-08-21,14975
2019-08-22,15005
2019-08-23,15054
2019-08-24,15055
2019-08-24,15055
2019-08-25,15071
2019-08-25,15071
2019-08-26,15063
2019-08-26,15063
2019-08-27,15082
2019-08-27,15082
2019-08-28,15126
2019-08-29,15108
2019-08-30,15023
2019-08-31,14996
2019-09-01,15006
2019-09-02,15021
2019-09-03,15030
2019-09-04,15067
2019-09-05,15065
2019-09-06,15029
2019-09-07,15055
2019-09-08,15044
2019-09-09,15024
2019-09-10,15019
2019-09-11,15021
2019-09-12,15049
2019-09-13,15022
2019-09-14,15037
2019-09-15,15025
2019-09-16,15037
2019-09-17,15067
2019-09-18,15007
2019-09-19,14996
2019-09-20,15016
2019-09-21,15001
2019-09-22,14936
2019-09-23,14996
2019-09-24,14998
2019-09-25,14983
2019-09-26,14918
2019-09-27,14942
2019-09-28,14935
2019-09-29,14927
2019-09-30,14946
2019-10-01,14972
2019-10-02,14990
2019-10-03,15001
2019-10-04,14945
2019-10-05,15010
2019-10-06,15015
2019-10-07,15010
2019-10-08,15015
2019-10-09,14986
2019-10-10,14991
2019-10-11,15013
2019-10-12,14998
2019-10-13,15021
2019-10-14,15034
2019-10-15,15041
2019-10-16,15031
2019-10-17,15039
2019-10-18,15011
2019-10-19,14985
2019-10-20,14974
2019-10-21,15001
2019-10-22,15028
2019-10-23,15019
2019-10-24,15077
2019-10-25,15055
2019-10-26,15043
2019-10-27,15118
2019-10-28,15073
2019-10-29,15048
2019-10-30,15061
2019-10-31,15070
2019-11-01,14953
2019-11-02,14970
2019-11-03,14982
2019-11-04,14962
2019-11-05,15013
2019-11-06,15011
2019-11-07,15024
2019-11-08,15007
2019-11-09,15012
2019-11-10,14924
2019-11-11,14930
2019-11-12,15002
2019-11-13,15030
2019-11-14,15046
2019-11-15,15029
2019-11-16,15045
2019-11-17,15006
2019-11-18,14967
2019-11-19,14988
2019-11-20,14989
2019-11-21,14973
2019-11-22,14999
2019-11-23,15022
2019-11-24,14948
2019-11-25,14992
2019-11-26,15018
2019-11-27,15039
2019-11-28,14995
2019-11-29,15018
2019-11-30,15016
2019-12-01,14979
2019-12-02,14963
2019-12-03,14984
2019-12-04,14976
2019-12-05,14997
2019-12-06,14994
2019-12-07,14946
2019-12-08,14957
2019-12-09,14944
2019-12-10,14973
2019-12-11,14972
2019-12-12,14994
2019-12-13,14993
2019-12-14,14942
2019-12-15,14967
2019-12-16,14986
2019-12-17,15002
2019-12-18,15017
2019-12-19,15012
2019-12-20,15020
2019-12-21,15010
2019-12-22,14990
2019-12-23,15002
2019-12-24,15003
2019-12-25,14983
2019-12-26,14991
2019-12-27,15016
2019-12-28,14999
2019-12-29,15042
2019-12-30,14979
2019-12-31,14970
2020-01-01,14964
2020-01-02,14970
2020-01-03,14959
2020-01-04,14964
2020-01-05,14967
2020-01-06,14968
2020-01-07,14949
2020-01-08,14982
2020-01-09,14981
2020-01-10,14999
2020-01-11,15014
2020-01-12,14996
2020-01-13,15015
2020-01-14,14991
2020-01-15,15019
2020-01-16,14952
2020-01-17,14947
2020-01-18,14974
2020-01-19,14979
2020-01-20,15000
2020-01-21,15030
2020-01-22,15026
2020-01-23,15025
2020-01-24,14981
2020-01-25,14939
2020-01-26,14974
2020-01-27,14991
2020-01-28,15009
2020-01-29,15000
2020-01-30,15003
2020-01-31,15015
2020-02-01,15047
2020-02-02,15001
2020-02-03,15018
2020-02-04,15001
2020-02-05,14940
2020-02-06,14934
2020-02-07,14949
2020-02-08,14830
2020-02-09,14892
2020-02-10,14944
2020-02-11,14972
2020-02-12,14977
2020-02-13,14996
2020-02-14,14973
2020-02-15,14986
2020-02-16,14972
2020-02-17,14985
2020-02-18,15005
2020-02-19,14988
2020-02-20,14991
2020-02-21,14988
2020-02-22,14981
2020-02-23,14985
2020-02-24,14998
2020-02-25,14986
2020-02-26,14989
2020-02-27,14997
2020-02-28,14945
2020-02-29,14948
2020-03-01,14977
2020-03-02,14986
2020-03-03,15003
2020-03-04,14973
2020-03-05,14983
2020-03-06,14993
2020-03-07,14990
2020-03-08,14992
2020-03-09,14996
2020-03-10,15005
2020-03-11,15022
2020-03-12,14990
2020-03-13,15057
2020-03-14,15089
2020-03-15,15023
2020-03-16,14998
2020-03-17,14976
2020-03-18,14995
2020-03-19,14991
2020-03-20,14986
2020-03-21,14970
2020-03-22,14977
2020-03-23,14996
2020-03-24,15003
2020-03-25,15000
2020-03-26,14982
2020-03-27,14986
2020-03-28,15017
2020-03-29,15000
2020-03-30,15020
2020-03-31,14990
2020-04-01,15055
2020-04-02,15017
2020-04-03,15002
2020-04-04,15064
2020-04-05,15007
2020-04-06,14973
2020-04-07,15008
2020-04-08,15005
2020-04-09,15003
2020-04-10,14997
2020-04-11,14983
2020-04-12,14993
2020-04-13,14986
2020-04-14,14948
2020-04-15,15000
2020-04-16,15060
2020-04-17,15082
2020-04-18,15069
2020-04-19,15003
2020-04-20,15016
2020-04-21,15010
2020-04-22,15005
2020-04-23,15004
2020-04-24,15043
2020-04-25,15038
2020-04-26,15015
2020-04-27,14986
2020-04-28,15044
2020-04-29,15087
2020-04-30,15007
2020-05-01,15059
2020-05-02,15053
2020-05-03,15046
2020-05-04,15009
2020-05-05,15016
2020-05-06,15008
2020-05-07,15005
2020-05-08,15041
2020-05-09,15032
2020-05-10,15022
2020-05-11,15036
2020-05-12,15076
2020-05-13,15064
