date_obj,Mystic%20boots%20(light) price
2016-01-15,8313
2016-01-16,8313
2016-01-17,8306
2016-01-18,8060
2016-01-19,8060
2016-01-20,7869
2016-01-21,7869
2016-01-22,7526
2016-01-23,7381
2016-01-24,7381
2016-01-25,7189
2016-01-26,7189
2016-01-27,7208
2016-01-28,7208
2016-01-29,6920
2016-01-30,6920
2016-01-31,6755
2016-02-01,6791
2016-02-02,6791
2016-02-03,6882
2016-02-04,6882
2016-02-05,6846
2016-02-06,6883
2016-02-07,6883
2016-02-08,6606
2016-02-09,6606
2016-02-10,6343
2016-02-11,6343
2016-02-12,6133
2016-02-13,6246
2016-02-14,6246
2016-02-15,6465
2016-02-16,6465
2016-02-17,6784
2016-02-18,6784
2016-02-19,6898
2016-02-20,6790
2016-02-21,6773
2016-02-22,6773
2016-02-23,6871
2016-02-24,6871
2016-02-25,6887
2016-02-26,6887
2016-02-27,6785
2016-02-28,6785
2016-02-29,6756
2016-03-01,6746
2016-03-02,6746
2016-03-03,7007
2016-03-04,7007
2016-03-05,7136
2016-03-06,7263
2016-03-07,7263
2016-03-08,7327
2016-03-09,7307
2016-03-10,7278
2016-03-11,7278
2016-03-12,7360
2016-03-13,7360
2016-03-14,7547
2016-03-15,7780
2016-03-16,8056
2016-03-17,8056
2016-03-18,8241
2016-03-19,8241
2016-03-20,8273
2016-03-21,8273
2016-03-22,8273
2016-03-23,8448
2016-03-24,8448
2016-03-25,8735
2016-03-26,9132
2016-03-27,9132
2016-03-28,9527
2016-03-29,9527
2016-03-30,9710
2016-03-31,9825
2016-04-01,9556
2016-04-02,9978
2016-04-03,10013
2016-04-04,10358
2016-04-05,10358
2016-04-06,10830
2016-04-07,10830
2016-04-08,11135
2016-04-09,11578
2016-04-10,11638
2016-04-11,11638
2016-04-12,11609
2016-04-13,11609
2016-04-14,11734
2016-04-15,12035
2016-04-16,12093
2016-04-17,12203
2016-04-18,12238
2016-04-19,12238
2016-04-20,12064
2016-04-21,12064
2016-04-22,12128
2016-04-23,12146
2016-04-24,12162
2016-04-25,11835
2016-04-26,11835
2016-04-27,11399
2016-04-28,11399
2016-04-29,11011
2016-04-30,10963
2016-05-01,10963
2016-05-02,10535
2016-05-03,10060
2016-05-04,10060
2016-05-05,9723
2016-05-06,9723
2016-05-07,9436
2016-05-08,9436
2016-05-09,9064
2016-05-10,8645
2016-05-11,8645
2016-05-12,8244
2016-05-13,8155
2016-05-14,8155
2016-05-15,7977
2016-05-16,7977
2016-05-17,7579
2016-05-18,7459
2016-05-19,7459
2016-05-22,7459
2016-05-23,7383
2016-05-24,7559
2016-05-25,7648
2016-05-26,7749
2016-05-27,8047
2016-05-28,8047
2016-05-29,8371
2016-05-30,8371
2016-05-31,8387
2016-06-01,8185
2016-06-02,8449
2016-06-03,8719
2016-06-04,9002
2016-06-05,9002
2016-06-06,9144
2016-06-07,9144
2016-06-08,9022
2016-06-09,8877
2016-06-10,8696
2016-06-11,8696
2016-06-12,8760
2016-06-13,8760
2016-06-14,9112
2016-06-15,9112
2016-06-16,9231
2016-06-17,8949
2016-06-18,8949
2016-06-19,8935
2016-06-20,8966
2016-06-21,8923
2016-06-22,8788
2016-06-23,8789
2016-06-24,8789
2016-06-25,8694
2016-06-26,8694
2016-06-27,8536
2016-06-28,8480
2016-06-29,8784
2016-06-30,8935
2016-07-01,8973
2016-07-02,8973
2016-07-03,9059
2016-07-04,8932
2016-07-05,8932
2016-07-06,9197
2016-07-07,9176
2016-07-08,9049
2016-07-09,9061
2016-07-10,8847
2016-07-11,8923
2016-07-12,8923
2016-07-13,8789
2016-07-14,9188
2016-07-15,9188
2016-07-16,9362
2016-07-17,9362
2016-07-18,9293
2016-07-23,9644
2016-07-24,9581
2016-07-25,9415
2016-07-26,9415
2016-07-27,9418
2016-07-28,9418
2016-07-29,9279
2016-07-30,9117
2016-07-31,9117
2016-08-01,9248
2016-08-02,9637
2016-08-03,10052
2016-08-04,10052
2016-08-05,10503
2016-08-06,10933
2016-08-07,11240
2016-08-08,11240
2016-08-09,11802
2016-08-10,11802
2016-08-11,12256
2016-08-12,12256
2016-08-13,12541
2016-08-14,12541
2016-08-15,12519
2016-08-16,12519
2016-08-17,12097
2016-08-18,12097
2016-08-19,11633
2016-08-20,11633
2016-08-21,11215
2016-08-22,11215
2016-08-23,11025
2016-08-24,11025
2016-08-25,10749
2016-08-26,10749
2016-08-28,10465
2016-08-31,9761
2016-09-01,9478
2016-09-02,9478
2016-09-03,9315
2016-09-04,9318
2016-09-05,9318
2016-09-06,9173
2016-09-07,9173
2016-09-08,9336
2016-09-09,9336
2016-09-10,9307
2016-09-11,9307
2016-09-12,9506
2016-09-13,9886
2016-09-14,9886
2016-09-15,10238
2016-09-16,10238
2016-09-17,10034
2016-09-18,10034
2016-09-19,9813
2016-09-20,9813
2016-09-21,9566
2016-09-22,9566
2016-09-23,9181
2016-09-24,9181
2016-09-25,8979
2016-09-26,8979
2016-09-27,8916
2016-09-28,8916
2016-09-29,8844
2016-09-30,8466
2016-10-01,8466
2016-10-02,8042
2016-10-03,8042
2016-10-04,7771
2016-10-05,7771
2016-10-06,7634
2016-10-07,7634
2016-10-08,7356
2016-10-09,7356
2016-10-10,7177
2016-10-11,7335
2016-10-12,7335
2016-10-13,7572
2016-10-14,7858
2016-10-15,7858
2016-10-16,8165
2016-10-17,8435
2016-10-18,8435
2016-10-19,8810
2016-10-20,8810
2016-10-21,9074
2016-10-22,9074
2016-10-23,9332
2016-10-24,9578
2016-10-25,9578
2016-10-26,9587
2016-10-27,9587
2016-10-28,9569
2016-10-29,9738
2016-10-30,9738
2016-10-31,9938
2016-11-01,9938
2016-11-02,10063
2016-11-03,10063
2016-11-04,10020
2016-11-05,10020
2016-11-06,9695
2016-11-07,9695
2016-11-08,9649
2016-11-09,9649
2016-11-10,9398
2016-11-11,9398
2016-11-12,9252
2016-11-13,9252
2016-11-14,9369
2016-12-07,9678
2016-12-08,9253
2016-12-09,9253
2016-12-10,9442
2016-12-11,9807
2016-12-12,9807
2016-12-13,9632
2016-12-14,9842
2016-12-15,9842
2016-12-16,9759
2016-12-17,9803
2016-12-18,9803
2016-12-19,9786
2016-12-20,9526
2016-12-21,9223
2016-12-22,9223
2016-12-23,9186
2016-12-24,9186
2016-12-25,9116
2016-12-26,9116
2016-12-27,9356
2016-12-28,9465
2016-12-29,9625
2016-12-30,9625
2016-12-31,9809
2017-01-01,9967
2017-01-02,10051
2017-01-03,10051
2017-01-04,9917
2017-01-05,9917
2017-01-06,9955
2017-01-07,9809
2017-01-08,9719
2017-01-09,9510
2017-01-10,9510
2017-01-11,9234
2017-01-12,9400
2017-01-13,9400
2017-01-14,9362
2017-01-15,9317
2017-01-16,9163
2017-01-17,9027
2017-01-18,9138
2017-01-19,9138
2017-01-20,9112
2017-01-21,9277
2017-01-22,9277
2017-01-27,9024
2017-01-28,9077
2017-01-29,9383
2017-01-30,9383
2017-01-31,9494
2017-02-01,9347
2017-02-02,9347
2017-02-03,9336
2017-02-04,9195
2017-02-05,9195
2017-02-06,9284
2017-02-07,9284
2017-02-08,9073
2017-02-09,9073
2017-02-10,8752
2017-02-11,8476
2017-02-12,8476
2017-02-13,8230
2017-02-14,8110
2017-02-15,8110
2017-02-16,7775
2017-02-18,7503
2017-02-19,7392
2017-02-20,7392
2017-02-21,7677
2017-02-22,7677
2017-02-23,7940
2017-02-24,7940
2017-02-25,8076
2017-02-26,8076
2017-02-27,8125
2017-02-28,8088
2017-03-01,8341
2017-03-02,8610
2017-03-03,8610
2017-03-04,8691
2017-03-05,8691
2017-03-06,8865
2017-03-07,8956
2017-03-08,8956
2017-03-09,8855
2017-03-10,8940
2017-03-11,8814
2017-03-12,8987
2017-03-13,8930
2017-03-14,9105
2017-03-15,9293
2017-03-16,9293
2017-03-17,9307
2017-03-18,9307
2017-03-19,9083
2017-03-20,8875
2017-03-21,8852
2017-03-22,9012
2017-03-23,8976
2017-03-24,9023
2017-03-25,9023
2017-03-26,9158
2017-03-27,9212
2017-03-28,9212
2017-03-29,9147
2017-03-30,9000
2017-03-31,9006
2017-04-01,9417
2017-04-02,9417
2017-04-03,9711
2017-04-04,9711
2017-04-12,10940
2017-04-13,11212
2017-04-14,11289
2017-04-15,11727
2017-04-16,11868
2017-04-17,11835
2017-04-18,11835
2017-04-19,12427
2017-04-20,12427
2017-04-21,13049
2017-04-22,13049
2017-04-23,13702
2017-04-24,14323
2017-04-25,14699
2017-04-26,14699
2017-04-27,15237
2017-04-28,15372
2017-04-29,15485
2017-04-30,15485
2017-05-01,15770
2017-05-02,16456
2017-05-03,16456
2017-05-04,16388
2017-05-05,15748
2017-05-06,15748
2017-05-07,14960
2017-05-08,14250
2017-05-09,13548
2017-05-10,13548
2017-05-11,12870
2017-05-12,12226
2017-05-13,11614
2017-05-14,11614
2017-05-15,11033
2017-05-16,10482
2017-05-17,10482
2017-05-18,10150
2017-05-19,10150
2017-05-20,9881
2017-05-21,9881
2017-05-22,9660
2017-05-23,9660
2017-05-24,9684
2017-05-25,9684
2017-05-26,9581
2017-05-27,9484
2017-05-28,9484
2017-05-29,9545
2017-05-30,9545
2017-05-31,9746
2017-06-01,9486
2017-06-02,9281
2017-06-03,9281
2017-06-06,8533
2017-06-07,8475
2017-06-08,8475
2017-06-09,8804
2017-06-10,8719
2017-06-11,8522
2017-06-12,8522
2017-06-13,8402
2017-06-14,8090
2017-06-15,8090
2017-06-16,7830
2017-06-17,7830
2017-06-18,7649
2017-06-19,7649
2017-06-20,7477
2017-06-21,7266
2017-06-22,7266
2017-06-23,7035
2017-06-24,6780
2017-06-25,6780
2017-06-26,6769
2017-06-27,6718
2017-06-28,6718
2017-06-29,6856
2017-06-30,6988
2017-07-01,6988
2017-07-02,6976
2017-07-03,7225
2017-07-04,7097
2017-07-05,7097
2017-07-06,6988
2017-07-07,6988
2017-07-08,7152
2017-07-13,6952
2017-07-14,7234
2017-07-15,7234
2017-07-16,7536
2017-07-17,7739
2017-07-18,7739
2017-07-19,8126
2017-07-20,8517
2017-07-21,8864
2017-07-22,9191
2017-07-23,9331
2017-07-24,9331
2017-07-25,9647
2017-07-26,9881
2017-07-27,9971
2017-07-28,9971
2017-07-29,9773
2017-07-30,9604
2017-07-31,9604
2017-08-01,9759
2017-08-02,10221
2017-08-03,10221
2017-08-04,10620
2017-08-05,10710
2017-08-06,10710
2017-08-09,11096
2017-08-10,11427
2017-08-11,11427
2017-08-12,11224
2017-08-13,11224
2017-08-14,11032
2017-08-15,11088
2017-08-16,11088
2017-08-17,10693
2017-08-18,10693
2017-08-19,10318
2017-08-20,10284
2017-08-22,9983
2017-08-23,9983
2017-08-24,9833
2017-08-25,9833
2017-08-26,9791
2017-08-27,9938
2017-08-28,9938
2017-08-29,9931
2017-08-30,9855
2017-08-31,9855
2017-09-01,10017
2017-09-02,10235
2017-09-03,10235
2017-09-04,10513
2017-09-05,10980
2017-09-06,11377
2017-09-07,11946
2017-09-08,11946
2017-09-09,12538
2017-09-10,12986
2017-09-11,12986
2017-09-12,13057
2017-09-13,13326
2017-09-14,13490
2017-09-15,13490
2017-09-16,13130
2017-09-17,12473
2017-09-19,12115
2017-09-20,12027
2017-09-21,12027
2017-09-22,12378
2017-09-23,12378
2017-09-24,12463
2017-09-25,12463
2017-09-26,12993
2017-09-27,12993
2017-09-28,13213
2017-09-29,13549
2017-09-30,13549
2017-10-01,13771
2017-10-02,13750
2017-10-03,13750
2017-10-04,13828
2017-10-05,13828
2017-10-06,13863
2017-10-07,14467
2017-10-08,14467
2017-10-09,14634
2017-10-10,15080
2017-10-11,15080
2017-10-12,15630
2017-10-13,16058
2017-10-14,16075
2017-10-15,16075
2017-10-16,16319
2017-10-17,16319
2017-10-18,16429
2017-10-19,16429
2017-10-20,16233
2017-10-21,16233
2017-10-22,16337
2017-10-23,16337
2017-10-24,16450
2017-10-25,16154
2017-10-26,16154
2017-10-27,16106
2017-10-28,16106
2017-10-29,16039
2017-10-30,15381
2017-10-31,14738
2017-11-01,14738
2017-11-02,14016
2017-11-03,14016
2017-11-04,13501
2017-11-05,13501
2017-11-06,13022
2017-11-07,12487
2017-11-08,12206
2017-11-09,11970
2017-11-10,11970
2017-11-11,11652
2017-11-12,11563
2017-11-13,11563
2017-11-14,11505
2017-11-15,11505
2017-11-16,11908
2017-11-17,11908
2017-11-18,12493
2017-11-19,13074
2017-11-20,13664
2017-11-21,14304
2017-11-22,14304
2017-11-23,14752
2017-11-24,15014
2017-11-25,15590
2017-11-26,16327
2017-11-27,16327
2017-11-28,16967
2017-11-29,17463
2017-11-30,17463
2017-12-01,17911
2017-12-02,17911
2017-12-03,17810
2017-12-04,17810
2017-12-05,17658
2017-12-06,18114
2017-12-07,18003
2017-12-08,18003
2017-12-09,17732
2017-12-10,17313
2017-12-11,16645
2017-12-12,16645
2017-12-14,16716
2017-12-15,16673
2017-12-17,16982
2017-12-18,16721
2017-12-19,16721
2017-12-20,16437
2017-12-21,16365
2017-12-22,16365
2017-12-23,16522
2017-12-24,16522
2017-12-25,16743
2017-12-26,16638
2017-12-27,16731
2017-12-28,16731
2017-12-29,16513
2017-12-30,16542
2017-12-31,16542
2018-01-01,16372
2018-01-02,16540
2018-01-03,16951
2018-01-04,17627
2018-01-05,18010
2018-01-06,17402
2018-01-07,16998
2018-01-08,16624
2018-01-09,16846
2018-01-10,16846
2018-01-11,17588
2018-01-12,18309
2018-01-13,18777
2018-01-14,17985
2018-01-15,17097
2018-01-16,16265
2018-01-17,15586
2018-01-18,14833
2018-01-19,14833
2018-01-20,14302
2018-01-21,14051
2018-01-22,13700
2018-01-23,13023
2018-01-25,12150
2018-01-26,11556
2018-01-27,11311
2018-01-28,11544
2018-01-29,11946
2018-01-31,12908
2018-02-01,13455
2018-02-02,14026
2018-02-03,13848
2018-02-04,14260
2018-02-05,13922
2018-02-06,13796
2018-02-07,14338
2018-02-08,14338
2018-02-09,14647
2018-02-10,14992
2018-02-11,15355
2018-02-12,15311
2018-02-13,15097
2018-02-14,15279
2018-02-15,15840
2018-02-16,16547
2018-02-17,16590
2018-02-18,16632
2018-02-19,16898
2018-02-20,16691
2018-02-21,16317
2018-02-22,16385
2018-02-23,16210
2018-02-24,15926
2018-02-25,15426
2018-02-26,15585
2018-02-27,15623
2018-03-01,15224
2018-03-02,15544
2018-03-03,16118
2018-03-04,16118
2018-03-05,15851
2018-03-06,16399
2018-03-07,16949
2018-03-08,17077
2018-03-09,17332
2018-03-10,17741
2018-03-11,17120
2018-03-12,16660
2018-03-13,16405
2018-03-14,16640
2018-03-15,16722
2018-03-16,17093
2018-03-17,17147
2018-03-18,17018
2018-03-19,17066
2018-03-20,17462
2018-03-21,17375
2018-03-23,17372
2018-03-24,17255
2018-03-26,17637
2018-03-27,18070
2018-03-28,17504
2018-03-29,17535
2018-03-30,17513
2018-03-31,17231
2018-04-01,17096
2018-04-02,17106
2018-04-03,17439
2018-04-04,17841
2018-04-05,17841
2018-04-06,18102
2018-04-07,18856
2018-04-08,19635
2018-04-09,19517
2018-04-10,19563
2018-04-11,19367
2018-04-12,19711
2018-04-13,19551
2018-04-14,20223
2018-04-15,20428
2018-04-16,21212
2018-04-17,21761
2018-04-18,22139
2018-04-19,22561
2018-04-20,22350
2018-04-21,21704
2018-04-22,20918
2018-04-23,20472
2018-04-24,19685
2018-04-25,18782
2018-04-26,17896
2018-04-27,18154
2018-04-28,17489
2018-04-29,17935
2018-04-30,18005
2018-05-01,18230
2018-05-04,17724
2018-05-05,17726
2018-05-06,17726
2018-05-08,17835
2018-05-09,17752
2018-05-10,17757
2018-05-11,18603
2018-05-12,19487
2018-05-13,19606
2018-05-14,19679
2018-05-15,19700
2018-05-16,20434
2018-05-17,20769
2018-05-18,21451
2018-05-19,21633
2018-05-20,21964
2018-05-21,21750
2018-05-22,21750
2018-05-23,21571
2018-05-24,21326
2018-05-25,20822
2018-05-26,21720
2018-05-27,21720
2018-05-28,22756
2018-05-29,23636
2018-05-30,24709
2018-05-31,25717
2018-06-01,27002
2018-06-02,26595
2018-06-03,25338
2018-06-04,24575
2018-06-05,23880
2018-06-06,23051
2018-06-07,23051
2018-06-08,21929
2018-06-09,20832
2018-06-10,19800
2018-06-11,18942
2018-06-12,17995
2018-06-13,17095
2018-06-14,16326
2018-06-15,15509
2018-06-16,15088
2018-06-17,14608
2018-06-18,14548
2018-06-19,15221
2018-06-20,15221
2018-06-21,15474
2018-06-22,15820
2018-06-23,16489
2018-06-24,16963
2018-06-25,17500
2018-06-26,17427
2018-06-27,17627
2018-06-28,17727
2018-06-29,17427
2018-06-30,16555
2018-07-01,15906
2018-07-02,15633
2018-07-03,15843
2018-07-04,16273
2018-07-05,16869
2018-07-06,17649
2018-07-07,17742
2018-07-08,17431
2018-07-09,17686
2018-07-10,18054
2018-07-11,17871
2018-07-12,17574
2018-07-13,17510
2018-07-14,18202
2018-07-15,18803
2018-07-16,19091
2018-07-17,18847
2018-07-18,18452
2018-07-19,18778
2018-07-20,18517
2018-07-21,18940
2018-07-22,19375
2018-07-23,19210
2018-07-24,18876
2018-07-25,18929
2018-07-26,19731
2018-07-27,19306
2018-07-28,19293
2018-07-29,19235
2018-07-30,19192
2018-07-31,19550
2018-08-01,19967
2018-08-02,19533
2018-08-03,18790
2018-08-04,18792
2018-08-05,18864
2018-08-06,18463
2018-08-07,18102
2018-08-08,17760
2018-08-09,17518
2018-08-10,17372
2018-08-11,17434
2018-08-12,17232
2018-08-14,16456
2018-08-16,16505
2018-08-17,16623
2018-08-18,16881
2018-08-19,16870
2018-08-20,17097
2018-08-21,16718
2018-08-22,17252
2018-08-23,16989
2018-08-24,16828
2018-08-25,16995
2018-08-26,16825
2018-08-27,16458
2018-08-28,16208
2018-08-29,15410
2018-08-30,14742
2018-08-31,14538
2018-09-01,14693
2018-09-02,15055
2018-09-03,15248
2018-09-04,15951
2018-09-05,16319
2018-09-06,17051
2018-09-07,16740
2018-09-08,16929
2018-09-09,17038
2018-09-10,17233
2018-09-11,17736
2018-09-12,17623
2018-09-13,17528
2018-09-14,17699
2018-09-15,17594
2018-09-16,17842
2018-09-17,18271
2018-09-18,17991
2018-09-19,17784
2018-09-20,17837
2018-09-21,17185
2018-09-22,16695
2018-09-23,16730
2018-09-24,16877
2018-09-25,17424
2018-09-26,18054
2018-09-27,18730
2018-09-28,19653
2018-09-29,20472
2018-09-30,21409
2018-10-02,23176
2018-10-03,24193
2018-10-04,25283
2018-10-05,25901
2018-10-06,25147
2018-10-07,24152
2018-10-08,23287
2018-10-09,22579
2018-10-10,22309
2018-10-11,22927
2018-10-12,22997
2018-10-13,22059
2018-10-14,21211
2018-10-15,20555
2018-10-16,20527
2018-10-17,20822
2018-10-18,21129
2018-10-19,21387
2018-10-20,21267
2018-10-21,20786
2018-10-22,19746
2018-10-23,18758
2018-10-24,18087
2018-10-25,17994
2018-10-26,18218
2018-10-27,18687
2018-10-28,18299
2018-10-29,18255
2018-10-30,18389
2018-10-31,18167
2018-11-01,18002
2018-11-03,17316
2018-11-04,17444
2018-11-05,16684
2018-11-06,15849
2018-11-07,15056
2018-11-08,14320
2018-11-09,14367
2018-11-10,13886
2018-11-11,13561
2018-11-12,14099
2018-11-13,14762
2018-11-15,16055
2018-11-16,16447
2018-11-17,16982
2018-11-18,17511
2018-11-19,17800
2018-11-20,17801
2018-11-21,16992
2018-11-22,16142
2018-11-23,15502
2018-11-24,15365
2018-11-25,15040
2018-11-26,14586
2018-11-27,14318
2018-11-28,14616
2018-11-29,14588
2018-12-01,14282
2018-12-02,14559
2018-12-03,15102
2018-12-05,15871
2018-12-07,16453
2018-12-09,17264
2018-12-10,17104
2018-12-11,16621
2018-12-12,16522
2018-12-13,16686
2018-12-14,16680
2018-12-15,16556
2018-12-16,16504
2018-12-17,16228
2018-12-18,16440
2018-12-19,16344
2018-12-20,16146
2018-12-21,16421
2018-12-22,16350
2018-12-23,16384
2018-12-24,16273
2018-12-25,16458
2018-12-26,16175
2018-12-27,15821
2018-12-28,15378
2018-12-29,15183
2018-12-30,14785
2018-12-31,14948
2019-01-01,14880
2019-01-02,14655
2019-01-03,14575
2019-01-04,14635
2019-01-05,15059
2019-01-06,14910
2019-01-08,14782
2019-01-10,14837
2019-01-11,14687
2019-01-12,14611
2019-01-13,14238
2019-01-14,14508
2019-01-15,14495
2019-01-16,14500
2019-01-17,14536
2019-01-18,14553
2019-01-19,15040
2019-01-20,15654
2019-01-21,16237
2019-01-22,16372
2019-01-23,16394
2019-01-24,16434
2019-01-25,16324
2019-01-26,16371
2019-01-27,16119
2019-01-28,15724
2019-01-29,15865
2019-01-30,15408
2019-01-31,15568
2019-02-01,15510
2019-02-02,15662
2019-02-03,15962
2019-02-04,16230
2019-02-05,16362
2019-02-06,16428
2019-02-07,16201
2019-02-08,16216
2019-02-09,16171
2019-02-10,16533
2019-02-11,16000
2019-02-12,16168
2019-02-13,16433
2019-02-14,16044
2019-02-15,15939
2019-02-16,15309
2019-02-17,14907
2019-02-18,14556
2019-02-19,14762
2019-02-20,14860
2019-02-21,15191
2019-02-22,15379
2019-02-23,15781
2019-02-24,15615
2019-02-25,15747
2019-02-26,15709
2019-02-27,16029
2019-02-28,16338
2019-03-01,16736
2019-03-02,16360
2019-03-03,15891
2019-03-04,15966
2019-03-05,16087
2019-03-06,16141
2019-03-07,16394
2019-03-08,16585
2019-03-09,16449
2019-03-10,16862
2019-03-11,17667
2019-03-12,18122
2019-03-13,18064
2019-03-14,18343
2019-03-15,18777
2019-03-16,18921
2019-03-17,18842
2019-03-18,18681
2019-03-19,18609
2019-03-20,18180
2019-03-21,17758
2019-03-22,17870
2019-03-23,17677
2019-03-24,17474
2019-03-25,17885
2019-03-26,17819
2019-03-27,17562
2019-03-28,17830
2019-03-29,17639
2019-03-30,18247
2019-03-31,18743
2019-04-01,18195
2019-04-02,17672
2019-04-03,17423
