date_obj,Bullseye%20lantern price
2019-03-31,984
2019-04-01,1007
2019-04-02,1042
2019-04-03,1038
2019-04-04,994
2019-04-05,1033
2019-04-06,1017
2019-04-07,1036
2019-04-08,1077
2019-04-09,1115
2019-04-10,1135
2019-04-11,1171
2019-04-12,1177
2019-04-13,1129
2019-04-14,1081
2019-04-15,1052
2019-04-16,1010
2019-04-17,1001
2019-04-18,1018
2019-04-19,1043
2019-04-20,1083
2019-04-21,1114
2019-04-22,1118
2019-04-23,1062
2019-04-24,1028
2019-04-25,996
2019-04-26,1000
2019-04-27,1006
2019-04-28,981
2019-04-29,971
2019-04-30,987
2019-05-01,965
2019-05-02,926
2019-05-03,895
2019-05-04,902
2019-05-05,887
2019-05-06,875
2019-05-07,858
2019-05-08,863
2019-05-09,866
2019-05-10,866
2019-05-11,860
2019-05-12,843
2019-05-13,800
2019-05-14,773
2019-05-15,760
2019-05-16,758
2019-05-17,761
2019-05-18,779
2019-05-19,789
2019-05-20,798
2019-05-21,786
2019-05-22,812
2019-05-23,836
2019-05-24,877
2019-05-25,920
2019-05-26,966
2019-05-27,1015
2019-05-28,1037
2019-05-29,1077
2019-05-30,1071
2019-05-31,1088
2019-06-01,1061
2019-06-02,1080
2019-06-03,1112
2019-06-04,1159
2019-06-05,1202
2019-06-06,1214
2019-06-07,1237
2019-06-08,1264
2019-06-09,1206
2019-06-10,1189
2019-06-11,1147
2019-06-12,1142
2019-06-13,1199
2019-06-14,1259
2019-06-15,1295
2019-06-16,1295
2019-06-17,1253
2019-06-18,1192
2019-06-19,1135
2019-06-20,1078
2019-06-21,1027
2019-06-22,1028
2019-06-23,1046
2019-06-24,1073
2019-06-25,1060
2019-06-26,1070
2019-06-27,1072
2019-06-28,1020
2019-06-29,989
2019-06-30,962
2019-07-01,913
2019-07-02,918
2019-07-03,925
2019-07-04,908
2019-07-05,936
2019-07-06,967
2019-07-07,1016
2019-07-08,1064
2019-07-09,1116
2019-07-10,1172
2019-07-11,1228
2019-07-12,1289
2019-07-13,1354
2019-07-14,1422
2019-07-15,1494
2019-07-16,1561
2019-07-17,1541
2019-07-18,1544
2019-07-19,1569
2019-07-20,1559
2019-07-21,1510
2019-07-22,1458
2019-07-23,1405
2019-07-24,1334
2019-07-25,1267
2019-07-26,1203
2019-07-27,1199
2019-07-28,1198
2019-07-29,1139
2019-07-30,1136
2019-07-31,1150
2019-08-01,1153
2019-08-02,1141
2019-08-03,1122
2019-08-04,1104
2019-08-05,1135
2019-08-06,1168
2019-08-07,1198
2019-08-08,1228
2019-08-09,1262
2019-08-10,1285
2019-08-11,1298
2019-08-12,1310
2019-08-13,1300
2019-08-14,1295
2019-08-15,1298
2019-08-16,1342
2019-08-17,1392
2019-08-18,1452
2019-08-19,1525
2019-08-20,1601
2019-08-21,1680
2019-08-22,1692
2019-08-23,1670
2019-08-24,1624
2019-08-24,1624
2019-08-25,1545
2019-08-25,1545
2019-08-26,1477
2019-08-27,1435
2019-08-27,1435
2019-08-28,1367
2019-08-29,1346
2019-08-30,1284
2019-08-31,1270
2019-09-01,1307
2019-09-02,1290
2019-09-03,1255
2019-09-04,1230
2019-09-05,1236
2019-09-06,1220
2019-09-07,1172
2019-09-08,1176
2019-09-09,1192
2019-09-10,1192
2019-09-11,1204
2019-09-12,1219
2019-09-13,1230
2019-09-14,1171
2019-09-15,1154
2019-09-16,1191
2019-09-17,1202
2019-09-18,1210
2019-09-19,1198
2019-09-20,1178
2019-09-21,1135
2019-09-22,1109
2019-09-23,1096
2019-09-24,1101
2019-09-25,1103
2019-09-26,1129
2019-09-27,1151
2019-09-28,1150
2019-09-29,1166
2019-09-30,1195
2019-10-01,1213
2019-10-02,1232
2019-10-03,1220
2019-10-04,1223
2019-10-05,1265
2019-10-06,1248
2019-10-07,1230
2019-10-08,1221
2019-10-09,1191
2019-10-10,1160
2019-10-11,1176
2019-10-12,1191
2019-10-13,1199
2019-10-14,1245
2019-10-15,1282
2019-10-16,1286
2019-10-17,1283
2019-10-18,1346
2019-10-19,1321
2019-10-20,1366
2019-10-21,1406
2019-10-22,1433
2019-10-23,1379
2019-10-24,1338
2019-10-25,1314
2019-10-26,1286
2019-10-27,1271
2019-10-28,1273
2019-10-29,1287
2019-10-30,1263
2019-10-31,1255
2019-11-01,1259
2019-11-02,1262
2019-11-03,1286
2019-11-04,1252
2019-11-05,1216
2019-11-06,1196
2019-11-07,1228
2019-11-08,1236
2019-11-09,1215
2019-11-10,1198
2019-11-11,1225
2019-11-12,1244
2019-11-13,1251
2019-11-14,1267
2019-11-15,1258
2019-11-16,1262
2019-11-17,1205
2019-11-18,1218
2019-11-19,1232
2019-11-20,1232
2019-11-21,1249
2019-11-22,1262
2019-11-23,1261
2019-11-24,1321
2019-11-25,1304
2019-11-26,1261
2019-11-27,1208
2019-11-28,1171
2019-11-29,1138
2019-11-30,1151
2019-12-01,1173
2019-12-02,1202
2019-12-03,1208
2019-12-04,1204
2019-12-05,1203
2019-12-06,1209
2019-12-07,1266
2019-12-08,1293
2019-12-09,1358
2019-12-10,1410
2019-12-11,1390
2019-12-12,1374
2019-12-13,1358
2019-12-14,1328
2019-12-15,1292
2019-12-16,1227
2019-12-17,1191
2019-12-18,1141
2019-12-19,1083
2019-12-20,1032
2019-12-21,1009
2019-12-22,995
2019-12-23,1008
2019-12-24,1009
2019-12-25,1021
2019-12-26,1065
2019-12-27,1084
2019-12-28,1114
2019-12-29,1151
2019-12-30,1192
2019-12-31,1232
2020-01-01,1285
2020-01-02,1319
2020-01-03,1343
2020-01-04,1357
2020-01-05,1347
2020-01-06,1290
2020-01-07,1268
2020-01-08,1257
2020-01-09,1264
2020-01-10,1215
2020-01-11,1225
2020-01-12,1180
2020-01-13,1177
2020-01-14,1184
2020-01-15,1189
2020-01-16,1183
2020-01-17,1189
2020-01-18,1136
2020-01-19,1135
2020-01-20,1079
2020-01-21,1025
2020-01-22,974
2020-01-23,925
2020-01-24,887
2020-01-25,864
2020-01-26,862
2020-01-27,863
2020-01-28,876
2020-01-29,876
2020-01-30,903
2020-01-31,948
2020-02-01,996
2020-02-02,1011
2020-02-03,1062
2020-02-04,1106
2020-02-05,1131
2020-02-06,1133
2020-02-07,1172
2020-02-08,1195
2020-02-09,1224
2020-02-10,1225
2020-02-11,1186
2020-02-12,1159
2020-02-13,1101
2020-02-14,1061
2020-02-15,1047
2020-02-16,1055
2020-02-17,1031
2020-02-18,1010
2020-02-19,1016
2020-02-20,1046
2020-02-21,1047
2020-02-22,1079
2020-02-23,1122
2020-02-24,1133
2020-02-25,1139
2020-02-26,1185
2020-02-27,1232
2020-02-28,1233
2020-02-29,1250
2020-03-01,1272
2020-03-02,1274
2020-03-03,1295
2020-03-04,1323
2020-03-05,1324
2020-03-06,1360
2020-03-07,1422
2020-03-08,1494
2020-03-09,1569
2020-03-10,1643
2020-03-11,1677
2020-03-12,1670
2020-03-13,1608
2020-03-14,1531
2020-03-15,1484
2020-03-16,1412
2020-03-17,1353
2020-03-18,1311
2020-03-19,1278
2020-03-20,1308
2020-03-21,1346
2020-03-22,1376
2020-03-23,1410
2020-03-24,1481
2020-03-25,1556
2020-03-26,1626
2020-03-27,1635
2020-03-28,1654
2020-03-29,1715
2020-03-30,1668
2020-03-31,1681
2020-04-01,1716
2020-04-02,1739
2020-04-03,1768
2020-04-04,1855
2020-04-05,1948
2020-04-06,2040
2020-04-07,2073
2020-04-08,2060
2020-04-09,1957
2020-04-10,1859
2020-04-11,1766
2020-04-12,1677
2020-04-13,1600
2020-04-14,1539
2020-04-15,1465
2020-04-16,1450
2020-04-17,1445
2020-04-18,1426
2020-04-19,1387
2020-04-20,1361
2020-04-21,1335
2020-04-22,1342
2020-04-23,1369
2020-04-24,1406
2020-04-25,1405
2020-04-26,1414
2020-04-27,1416
2020-04-28,1438
2020-04-29,1484
2020-04-30,1450
2020-05-01,1474
2020-05-02,1474
2020-05-03,1403
2020-05-04,1358
2020-05-05,1339
2020-05-06,1275
2020-05-07,1211
2020-05-08,1150
2020-05-09,1128
2020-05-10,1144
2020-05-11,1087
2020-05-12,1032
2020-05-13,1001
