date_obj,Mummy's%20legs price
2016-10-10,7522388
2016-10-11,7522388
2016-10-12,7522388
2016-10-13,7522388
2016-10-14,7522388
2016-10-15,7522388
2016-10-16,7522388
2016-10-17,7522388
2016-10-18,7522388
2016-10-19,7522388
2016-10-20,7522388
2016-10-21,7522388
2016-10-22,7522388
2016-10-23,7522388
2016-10-24,7522388
2016-10-25,7522388
2016-10-26,7522388
2016-10-27,7522388
2016-10-28,7522388
2016-10-29,7522388
2016-10-30,7522388
2016-10-31,7522388
2016-11-01,7522388
2016-11-02,7522388
2016-11-03,7522388
2016-11-04,7522388
2016-11-05,7522388
2016-11-06,7522388
2016-11-07,7522388
2016-11-08,7522388
2016-11-09,7522388
2016-11-10,7522388
2016-11-11,7522388
2016-11-12,7522388
2016-11-13,7522388
2016-11-14,7522388
2016-12-07,7522388
2016-12-08,7522388
2016-12-09,7522388
2016-12-10,7522388
2016-12-11,7522388
2016-12-12,7522388
2016-12-13,7522388
2016-12-14,7522388
2016-12-15,7167361
2016-12-16,7167361
2016-12-17,7167361
2016-12-18,7167361
2016-12-19,7167361
2016-12-20,7167361
2016-12-21,7167361
2016-12-22,7167361
2016-12-23,7167361
2016-12-24,7167361
2016-12-25,7167361
2016-12-26,7167361
2016-12-27,7167361
2016-12-28,7167361
2016-12-29,7167361
2016-12-30,7167361
2016-12-31,7167361
2017-01-01,7167361
2017-01-02,7167361
2017-01-03,7167361
2017-01-04,7167361
2017-01-05,7167361
2017-01-06,7167361
2017-01-07,7167361
2017-01-08,7167361
2017-01-09,7167361
2017-01-10,7167361
2017-01-11,7167361
2017-01-12,7167361
2017-01-13,7167361
2017-01-14,7167361
2017-01-15,7167361
2017-01-16,7167361
2017-01-17,7167361
2017-01-18,7167361
2017-01-19,7167361
2017-01-20,7167361
2017-01-21,7167361
2017-01-22,7167361
2017-01-27,7167361
2017-01-28,7167361
2017-01-29,7167361
2017-01-30,7167361
2017-01-31,7167361
2017-02-01,7167361
2017-02-02,7167361
2017-02-03,7167361
2017-02-04,7167361
2017-02-05,7167361
2017-02-06,6808992
2017-02-07,6808992
2017-02-08,6808992
2017-02-09,6808992
2017-02-10,6808992
2017-02-11,6808992
2017-02-12,6808992
2017-02-13,6808992
2017-02-14,6808992
2017-02-15,6808992
2017-02-16,6808992
2017-02-18,6808992
2017-02-19,6808992
2017-02-20,6808992
2017-02-21,6808992
2017-02-22,6808992
2017-02-23,6808992
2017-02-24,6808992
2017-02-25,6808992
2017-02-26,6808992
2017-02-27,6808992
2017-02-28,6808992
2017-03-01,6808992
2017-03-02,6808992
2017-03-03,6808992
2017-03-04,6808992
2017-03-05,6808992
2017-03-06,6808992
2017-03-07,6808992
2017-03-08,6808992
2017-03-09,6808992
2017-03-10,6808992
2017-03-11,6808992
2017-03-12,6808992
2017-03-13,6808992
2017-03-14,6808992
2017-03-15,6808992
2017-03-16,6808992
2017-03-17,6808992
2017-03-18,6808992
2017-03-19,6808992
2017-03-20,6808992
2017-03-21,6808992
2017-03-22,6808992
2017-03-23,6808992
2017-03-24,6808992
2017-03-25,6808992
2017-03-26,6808992
2017-03-27,6808992
2017-03-28,6808992
2017-03-29,6808992
2017-03-30,6808992
2017-03-31,6808992
2017-04-01,6808992
2017-04-02,6808992
2017-04-03,6468542
2017-04-04,6468542
2017-04-12,1401101
2017-04-13,1401101
2017-04-14,1401101
2017-04-15,1401101
2017-04-16,1401101
2017-04-17,1401101
2017-04-18,1401101
2017-04-19,1401101
2017-04-20,1401101
2017-04-21,1401101
2017-04-22,1401101
2017-04-23,1401101
2017-04-24,1401101
2017-04-25,1401101
2017-04-26,1401101
2017-04-27,1401101
2017-04-28,1401101
2017-04-29,1401101
2017-04-30,1401101
2017-05-01,1401101
2017-05-02,1401101
2017-05-03,1401101
2017-05-04,1401101
2017-05-05,1401101
2017-05-06,1401101
2017-05-07,1401101
2017-05-08,1401101
2017-05-09,1401101
2017-05-10,1401101
2017-05-11,1401101
2017-05-12,1401101
2017-05-13,1401101
2017-05-14,1401101
2017-05-15,1401101
2017-05-16,1401101
2017-05-17,1401101
2017-05-18,1401101
2017-05-19,1401101
2017-05-20,1401101
2017-05-21,1401101
2017-05-22,1401101
2017-05-23,1401101
2017-05-24,1401101
2017-05-25,1401101
2017-05-26,1401101
2017-05-27,1401101
2017-05-28,1401101
2017-05-29,1401101
2017-05-30,1387396
2017-05-31,1387396
2017-06-01,1387396
2017-06-02,1387396
2017-06-03,1387396
2017-06-06,1387396
2017-06-07,1387396
2017-06-08,1387396
2017-06-09,1387396
2017-06-10,1387396
2017-06-11,1387396
2017-06-12,1387396
2017-06-13,1387396
2017-06-14,1387396
2017-06-15,1387396
2017-06-16,1387396
2017-06-17,1387396
2017-06-18,1387396
2017-06-19,1387396
2017-06-20,1387396
2017-06-21,1387396
2017-06-22,1387396
2017-06-23,1387396
2017-06-24,1387396
2017-06-25,1387396
2017-06-26,1387396
2017-06-27,1387396
2017-06-28,1387396
2017-06-29,1387396
2017-06-30,1387396
2017-07-01,1387396
2017-07-02,1318381
2017-07-03,1318381
2017-07-04,1318381
2017-07-05,1318381
2017-07-06,1318381
2017-07-07,1318381
2017-07-08,1318381
2017-07-13,1318381
2017-07-14,1318381
2017-07-15,1318381
2017-07-16,1318381
2017-07-17,1318381
2017-07-18,1318381
2017-07-19,1318381
2017-07-20,1318381
2017-07-21,1318381
2017-07-22,1318381
2017-07-23,1318381
2017-07-24,1318381
2017-07-25,1318381
2017-07-26,1318381
2017-07-27,1318381
2017-07-28,1318381
2017-07-29,1318381
2017-07-30,1318381
2017-07-31,1318381
2017-08-01,1252461
2017-08-02,1252461
2017-08-03,1252461
2017-08-04,1252461
2017-08-05,1252461
2017-08-06,1252461
2017-08-09,1252461
2017-08-10,1252461
2017-08-11,1252461
2017-08-12,1252461
2017-08-13,1252461
2017-08-14,1252461
2017-08-15,1252461
2017-08-16,1252461
2017-08-17,1252461
2017-08-18,1252461
2017-08-19,1252461
2017-08-20,1252461
2017-08-22,1252461
2017-08-23,1252461
2017-08-24,1252461
2017-08-25,1252461
2017-08-26,1252461
2017-08-27,1239026
2017-08-28,1239026
2017-08-29,1239026
2017-08-30,1239026
2017-08-31,1239026
2017-09-01,1239026
2017-09-02,1239026
2017-09-03,1239026
2017-09-04,1239026
2017-09-05,1239026
2017-09-06,1239026
2017-09-07,1239026
2017-09-08,1239026
2017-09-09,1239026
2017-09-10,1239026
2017-09-11,1239026
2017-09-12,1239026
2017-09-13,1239026
2017-09-14,1239026
2017-09-15,1239026
2017-09-16,1239026
2017-09-17,1239026
2017-09-19,1239026
2017-09-20,1239026
2017-09-21,1239026
2017-09-22,1239026
2017-09-23,1239026
2017-09-24,1239026
2017-09-25,1239026
2017-09-26,1239026
2017-09-27,1239026
2017-09-28,1239026
2017-09-29,1239026
2017-09-30,1239026
2017-10-01,1239026
2017-10-02,1239026
2017-10-03,1293092
2017-10-04,1293092
2017-10-05,1293092
2017-10-06,1293092
2017-10-07,1293092
2017-10-08,1293092
2017-10-09,1293092
2017-10-10,1293092
2017-10-11,1293092
2017-10-12,1293092
2017-10-13,1293092
2017-10-14,1293092
2017-10-15,1293092
2017-10-16,1293092
2017-10-17,1293092
2017-10-18,1293092
2017-10-19,1293092
2017-10-20,1293092
2017-10-21,1293092
2017-10-22,1293092
2017-10-23,1293092
2017-10-24,1293092
2017-10-25,1293092
2017-10-26,1293092
2017-10-27,1293092
2017-10-28,1293092
2017-10-29,1293092
2017-10-30,1293092
2017-10-31,1293092
2017-11-01,1293092
2017-11-02,1293092
2017-11-03,1293092
2017-11-04,1293092
2017-11-05,1293092
2017-11-06,1293092
2017-11-07,1293092
2017-11-08,1293092
2017-11-09,1293092
2017-11-10,1293092
2017-11-11,1293092
2017-11-12,1293092
2017-11-13,1293092
2017-11-14,1293092
2017-11-15,1324969
2017-11-16,1324969
2017-11-17,1324969
2017-11-18,1324969
2017-11-19,1324969
2017-11-20,1324969
2017-11-21,1324969
2017-11-22,1324969
2017-11-23,1324969
2017-11-24,1324969
2017-11-25,1324969
2017-11-26,1324969
2017-11-27,1324969
2017-11-28,1324969
2017-11-29,1324969
2017-11-30,1324969
2017-12-01,1324969
2017-12-02,1324969
2017-12-03,1324969
2017-12-04,1324969
2017-12-05,1324969
2017-12-06,1324969
2017-12-07,1324969
2017-12-08,1324969
2017-12-09,1324969
2017-12-10,1324969
2017-12-11,1324969
2017-12-12,1324969
2017-12-14,1324969
2017-12-15,1324969
2017-12-17,1324969
2017-12-18,1324969
2017-12-19,1324969
2017-12-20,1324969
2017-12-21,1324969
2017-12-22,1324969
2017-12-23,1324969
2017-12-24,1324969
2017-12-25,1264839
2017-12-26,1264839
2017-12-27,1264839
2017-12-28,1264839
2017-12-29,1264839
2017-12-30,1264839
2017-12-31,1264839
2018-01-01,1264839
2018-01-02,1264839
2018-01-03,1264839
2018-01-04,1264839
2018-01-05,1264839
2018-01-06,1264839
2018-01-07,1264839
2018-01-08,1264839
2018-01-09,1264839
2018-01-10,1264839
2018-01-11,1264839
2018-01-12,1264839
2018-01-13,1264839
2018-01-14,1264839
2018-01-15,1264839
2018-01-16,1264839
2018-01-17,1264839
2018-01-18,1264839
2018-01-19,1264839
2018-01-20,1264839
2018-01-21,1264839
2018-01-22,1264839
2018-01-23,1264839
2018-01-25,1229379
2018-01-26,1229379
2018-01-27,1229379
2018-01-28,1229379
2018-01-29,1229379
2018-01-31,1229379
2018-02-01,1229379
2018-02-02,1229379
2018-02-03,1229379
2018-02-04,1229379
2018-02-05,1229379
2018-02-06,1229379
2018-02-07,1229379
2018-02-08,1229379
2018-02-09,1187876
2018-02-10,1187876
2018-02-11,1187876
2018-02-12,1187876
2018-02-13,1187876
2018-02-14,1187876
2018-02-15,1187876
2018-02-16,1187876
2018-02-17,1187876
2018-02-18,1187876
2018-02-19,1187876
2018-02-20,1187876
2018-02-21,1187876
2018-02-22,1130554
2018-02-23,1130554
2018-02-24,1130554
2018-02-25,1130554
2018-02-26,1130554
2018-02-27,1130554
2018-03-01,1130554
2018-03-02,1130554
2018-03-03,1130554
2018-03-04,1130554
2018-03-05,1130554
2018-03-06,1146464
2018-03-07,1146464
2018-03-08,1146464
2018-03-09,1146464
2018-03-10,1146464
2018-03-11,1146464
2018-03-12,1146464
2018-03-13,1146464
2018-03-14,1146464
2018-03-15,1146464
2018-03-16,1146464
2018-03-17,1146464
2018-03-18,1146464
2018-03-19,1146464
2018-03-20,1128025
2018-03-21,1128025
2018-03-23,1128025
2018-03-24,1128025
2018-03-26,1128025
2018-03-27,1128025
2018-03-28,1128025
2018-03-29,1128025
2018-03-30,1128025
2018-03-31,1128025
2018-04-01,1128025
2018-04-02,1128025
2018-04-03,1128025
2018-04-04,1115136
2018-04-05,1115136
2018-04-06,1115136
2018-04-07,1115136
2018-04-08,1115136
2018-04-09,1115136
2018-04-10,1115136
2018-04-11,1115136
2018-04-12,1115136
2018-04-13,1115136
2018-04-14,1115136
2018-04-15,1115136
2018-04-16,1115136
2018-04-17,1115136
2018-04-18,1115136
2018-04-19,1128971
2018-04-20,1128971
2018-04-21,1128971
2018-04-22,1128971
2018-04-23,1128971
2018-04-24,1128971
2018-04-25,1128971
2018-04-26,1128971
2018-04-27,1128971
2018-04-28,1128971
2018-04-29,1128971
2018-04-30,1128971
2018-05-01,1128971
2018-05-04,1128971
2018-05-05,1105285
2018-05-06,1105285
2018-05-07,1105285
2018-05-08,1105285
2018-05-09,1105285
2018-05-10,1105285
2018-05-11,1105285
2018-05-12,1105285
2018-05-13,1105285
2018-05-14,1105285
2018-05-15,1105285
2018-05-16,1105285
2018-05-17,1105285
2018-05-18,1105285
2018-05-19,1105285
2018-05-20,1094812
2018-05-21,1094812
2018-05-22,1094812
2018-05-23,1094812
2018-05-24,1094812
2018-05-25,1094812
2018-05-26,1094812
2018-05-27,1094812
2018-05-28,1094812
2018-05-29,1138880
2018-05-30,1138880
2018-05-31,1138880
2018-06-01,1138880
2018-06-02,1189321
2018-06-03,1189321
2018-06-04,1189321
2018-06-05,1189321
2018-06-06,1189321
2018-06-07,1189321
2018-06-08,1189321
2018-06-09,1189321
2018-06-10,1189321
2018-06-11,1189321
2018-06-12,1231701
2018-06-13,1231701
2018-06-14,1231701
2018-06-15,1231701
2018-06-16,1231701
2018-06-17,1231701
2018-06-18,1231701
2018-06-19,1231701
2018-06-20,1231701
2018-06-21,1231701
2018-06-22,1231701
2018-06-23,1231701
2018-06-24,1231701
2018-06-25,1192591
2018-06-26,1192591
2018-06-27,1192591
2018-06-28,1192591
2018-06-29,1192591
2018-06-30,1192591
2018-07-01,1192591
2018-07-02,1192591
2018-07-03,1192591
2018-07-04,1192591
2018-07-05,1192591
2018-07-06,1192591
2018-07-07,1192591
2018-07-08,1192591
2018-07-09,1192591
2018-07-10,1148537
2018-07-11,1148537
2018-07-12,1148537
2018-07-13,1148537
2018-07-14,1148537
2018-07-15,1148537
2018-07-16,1148537
2018-07-17,1148537
2018-07-18,1148537
2018-07-19,1148537
2018-07-20,1148537
2018-07-21,1092188
2018-07-22,1092188
2018-07-23,1092188
2018-07-24,1092188
2018-07-25,1092188
2018-07-26,1092188
2018-07-27,1092188
2018-07-28,1092188
2018-07-29,1092188
2018-07-30,1092188
2018-07-31,1092188
2018-08-01,1092188
2018-08-02,1038261
2018-08-03,1038261
2018-08-04,1038261
2018-08-05,1038261
2018-08-06,1038261
2018-08-07,1038261
2018-08-08,1038261
2018-08-09,1038261
2018-08-10,1038261
2018-08-11,1038261
2018-08-12,1038261
2018-08-14,987792
2018-08-16,987792
2018-08-17,987792
2018-08-18,987792
2018-08-19,987792
2018-08-20,987792
2018-08-21,987792
2018-08-22,987792
2018-08-23,987792
2018-08-24,987792
2018-08-25,940811
2018-08-26,940811
2018-08-27,940811
2018-08-28,940811
2018-08-29,940811
2018-08-30,940811
2018-08-31,940811
2018-09-01,940811
2018-09-02,940811
2018-09-03,940811
2018-09-04,940811
2018-09-05,895118
2018-09-06,895118
2018-09-07,895118
2018-09-08,895118
2018-09-09,895118
2018-09-10,895118
2018-09-11,895118
2018-09-12,895118
2018-09-13,895118
2018-09-14,895118
2018-09-15,895118
2018-09-16,895118
2018-09-17,853346
2018-09-18,853346
2018-09-19,853346
2018-09-20,853346
2018-09-21,853346
2018-09-22,853346
2018-09-23,853346
2018-09-24,853346
2018-09-25,853346
2018-09-26,853346
2018-09-27,853346
2018-09-28,857684
2018-09-29,857684
2018-09-30,857684
2018-10-02,857684
2018-10-03,857684
2018-10-04,857684
2018-10-05,857684
2018-10-06,857684
2018-10-07,857684
2018-10-08,889520
2018-10-09,889520
2018-10-10,889520
2018-10-11,889520
2018-10-12,889520
2018-10-13,889520
2018-10-14,889520
2018-10-15,889520
2018-10-16,889520
2018-10-17,889520
2018-10-18,889520
2018-10-19,916899
2018-10-20,916899
2018-10-21,916899
2018-10-22,916899
2018-10-23,916899
2018-10-24,916899
2018-10-25,916899
2018-10-26,916899
2018-10-27,916899
2018-10-28,947626
2018-10-29,947626
2018-10-30,947626
2018-10-31,947626
2018-11-01,947626
2018-11-03,947626
2018-11-04,947626
2018-11-05,947626
2018-11-06,947626
2018-11-07,949195
2018-11-08,949195
2018-11-09,949195
2018-11-10,949195
2018-11-11,949195
2018-11-12,949195
2018-11-13,949195
2018-11-15,949195
2018-11-16,949195
2018-11-17,949195
2018-11-18,961359
2018-11-19,961359
2018-11-20,961359
2018-11-21,961359
2018-11-22,961359
2018-11-23,961359
2018-11-24,961359
2018-11-25,973379
2018-11-26,973379
2018-11-27,973379
2018-11-28,973379
2018-11-29,973379
2018-12-01,973379
2018-12-02,973379
2018-12-03,973379
2018-12-05,1008144
2018-12-07,1008144
2018-12-09,1008144
2018-12-10,1052970
2018-12-11,1052970
2018-12-13,1052970
2018-12-14,1052970
2018-12-15,1052970
2018-12-16,1052970
2018-12-17,1052970
2018-12-18,1099598
2018-12-19,1099598
2018-12-20,1099598
2018-12-21,1099598
2018-12-22,1099598
2018-12-23,1099598
2018-12-24,1099598
2018-12-25,1099598
2018-12-26,1099598
2018-12-27,1099598
2018-12-28,1099598
2018-12-29,1101515
2018-12-30,1101515
2018-12-31,1101515
2019-01-01,1101515
2019-01-02,1101515
2019-01-03,1101515
2019-01-04,1101515
2019-01-05,1101515
2019-01-06,1101515
2019-01-08,1071413
2019-01-10,1071413
2019-01-11,1071413
2019-01-12,1071413
2019-01-13,1071413
2019-01-14,1071413
2019-01-15,1071413
2019-01-16,1071413
2019-01-17,1019348
2019-01-18,1019348
2019-01-19,1019348
2019-01-20,1019348
2019-01-21,1019348
2019-01-22,1019348
2019-01-23,970853
2019-01-24,970853
2019-01-25,970853
2019-01-26,970853
2019-01-27,970853
2019-01-28,970853
2019-01-29,970853
2019-01-30,924526
2019-01-31,924526
2019-02-01,924526
2019-02-02,924526
2019-02-03,924526
2019-02-04,924526
2019-02-05,924526
2019-02-06,924526
2019-02-07,879990
2019-02-08,879990
2019-02-09,879990
2019-02-10,879990
2019-02-11,879990
2019-02-12,879990
2019-02-13,879990
2019-02-14,879990
2019-02-15,845046
2019-02-16,845046
2019-02-17,845046
2019-02-18,845046
2019-02-19,845046
2019-02-20,845046
2019-02-21,848822
2019-02-22,848822
2019-02-23,848822
2019-02-24,848822
2019-02-25,848822
2019-02-26,848822
2019-02-27,841993
2019-02-28,841993
2019-03-01,841993
2019-03-02,841993
2019-03-03,841993
2019-03-04,841993
2019-03-05,841993
2019-03-06,805220
2019-03-07,805220
2019-03-08,805220
2019-03-09,805220
2019-03-10,805220
2019-03-11,805220
2019-03-12,805220
2019-03-13,805220
2019-03-14,772064
2019-03-15,772064
2019-03-16,772064
2019-03-17,772064
2019-03-18,772064
2019-03-19,772064
2019-03-20,772064
2019-03-21,772064
2019-03-22,772064
2019-03-23,738941
2019-03-24,738941
2019-03-25,738941
2019-03-26,738941
2019-03-27,738941
2019-03-28,738941
2019-03-29,743752
2019-03-30,743752
2019-03-31,743752
2019-04-01,743752
2019-04-02,743752
2019-04-03,743752
2019-04-04,743752
2019-04-05,762998
2019-04-06,762998
2019-04-07,762998
2019-04-08,762998
2019-04-09,762998
2019-04-10,762998
2019-04-11,762998
2019-04-12,762998
2019-04-13,751491
2019-04-14,751491
2019-04-15,751491
2019-04-16,751491
2019-04-17,751491
2019-04-18,751491
2019-04-19,751491
2019-04-20,741761
2019-04-21,741761
2019-04-22,741761
2019-04-23,741761
2019-04-24,741761
2019-04-25,741761
2019-04-26,741761
2019-04-27,724765
2019-04-28,724765
2019-04-29,724765
2019-04-30,724765
2019-05-01,724765
2019-05-02,741381
2019-05-03,741381
2019-05-04,741381
2019-05-05,741381
2019-05-06,741381
2019-05-07,741381
2019-05-08,746014
2019-05-09,746014
2019-05-10,746014
2019-05-11,746014
2019-05-12,746014
2019-05-13,746014
2019-05-14,746014
2019-05-15,732687
2019-05-16,732687
2019-05-17,732687
2019-05-18,732687
2019-05-19,732687
2019-05-20,732687
2019-05-21,732687
2019-05-22,732687
2019-05-23,720999
2019-05-24,720999
2019-05-25,720999
2019-05-26,720999
2019-05-27,720999
2019-05-28,720999
2019-05-29,720999
2019-05-30,692208
2019-05-31,692208
2019-06-01,692208
2019-06-02,692208
2019-06-03,692208
2019-06-04,692208
2019-06-05,692208
2019-06-06,679267
2019-06-07,679267
2019-06-08,679267
2019-06-09,679267
2019-06-10,679267
2019-06-11,679267
2019-06-12,663385
2019-06-13,663385
2019-06-14,663385
2019-06-15,663385
2019-06-16,663385
2019-06-17,663385
2019-06-18,663385
2019-06-19,663385
2019-06-20,659254
2019-06-21,659254
2019-06-22,659254
2019-06-23,659254
2019-06-24,659254
2019-06-25,659254
2019-06-26,659254
2019-06-27,659254
2019-06-28,659254
2019-06-29,663873
2019-06-30,663873
2019-07-01,663873
2019-07-02,663873
2019-07-03,663873
2019-07-04,663873
2019-07-05,663873
2019-07-06,673532
2019-07-07,673532
2019-07-08,673532
2019-07-09,673532
2019-07-10,673532
2019-07-11,673532
2019-07-12,673532
2019-07-13,677280
2019-07-14,677280
2019-07-15,677280
2019-07-16,677280
2019-07-17,677280
2019-07-18,677280
2019-07-19,677280
2019-07-20,670453
2019-07-21,670453
2019-07-22,670453
2019-07-23,670453
2019-07-24,670453
2019-07-25,670453
2019-07-26,670453
2019-07-27,655994
2019-07-28,655994
2019-07-29,655994
2019-07-30,655994
2019-07-31,655994
2019-08-01,655994
2019-08-02,655994
2019-08-03,655994
2019-08-04,645889
2019-08-05,645889
2019-08-06,645889
2019-08-07,645889
2019-08-08,645889
2019-08-09,645889
2019-08-10,645889
2019-08-11,645889
2019-08-12,645889
2019-08-13,645889
2019-08-14,630362
2019-08-15,630362
2019-08-16,630362
2019-08-17,630362
2019-08-18,630362
2019-08-19,630362
2019-08-20,630362
2019-08-21,630362
2019-08-22,633434
2019-08-23,633434
2019-08-24,633434
2019-08-24,633434
2019-08-25,633434
2019-08-25,633434
2019-08-26,633434
2019-08-26,633434
2019-08-27,633434
2019-08-27,633434
2019-08-28,659962
2019-08-29,659962
2019-08-30,659962
2019-08-31,659962
2019-09-01,659962
2019-09-02,659962
2019-09-03,659962
2019-09-04,686666
2019-09-05,686666
2019-09-06,686666
2019-09-07,686666
2019-09-08,686666
2019-09-09,686666
2019-09-10,686666
2019-09-11,717500
2019-09-12,717500
2019-09-13,717500
2019-09-14,717500
2019-09-15,717500
2019-09-16,717500
2019-09-17,717500
2019-09-18,750737
2019-09-19,750737
2019-09-20,750737
2019-09-21,750737
2019-09-22,750737
2019-09-23,750737
2019-09-24,786830
2019-09-25,786830
2019-09-26,786830
2019-09-27,786830
2019-09-28,786830
2019-09-29,786830
2019-09-30,786830
2019-10-01,822887
2019-10-02,822887
2019-10-03,822887
2019-10-04,822887
2019-10-05,822887
2019-10-06,822887
2019-10-07,822887
2019-10-08,822887
2019-10-09,861237
2019-10-10,861237
2019-10-11,861237
2019-10-12,861237
2019-10-13,861237
2019-10-14,861237
2019-10-15,861237
2019-10-16,861237
2019-10-17,861237
2019-10-18,897165
2019-10-19,897165
2019-10-20,897165
2019-10-21,897165
2019-10-22,897165
2019-10-23,934884
2019-10-24,934884
2019-10-25,934884
2019-10-26,934884
2019-10-27,934884
2019-10-28,934884
2019-10-29,934884
2019-10-30,978253
2019-10-31,978253
2019-11-01,978253
2019-11-02,978253
2019-11-03,978253
2019-11-04,978253
2019-11-05,978253
2019-11-06,978253
2019-11-07,978253
2019-11-08,978253
2019-11-09,995722
2019-11-10,995722
2019-11-11,995722
2019-11-12,995722
2019-11-13,995722
2019-11-14,995722
2019-11-15,995722
2019-11-16,1016163
2019-11-17,1016163
2019-11-18,1016163
2019-11-19,1016163
2019-11-20,1016163
2019-11-21,1016163
2019-11-22,1016163
2019-11-23,1016163
2019-11-24,1063523
2019-11-25,1063523
2019-11-26,1063523
2019-11-27,1063523
2019-11-28,1063523
2019-11-29,1063523
2019-11-30,1063523
2019-12-01,1063523
2019-12-02,1063523
2019-12-03,1071637
2019-12-04,1071637
2019-12-05,1071637
2019-12-06,1071637
2019-12-07,1071637
2019-12-08,1071637
2019-12-09,1071637
2019-12-10,1071637
2019-12-11,1071637
2019-12-12,1071637
2019-12-13,1071637
2019-12-14,1071637
2019-12-15,1086863
2019-12-16,1086863
2019-12-17,1086863
2019-12-18,1086863
2019-12-19,1086863
2019-12-20,1086863
2019-12-21,1086863
2019-12-22,1086863
2019-12-23,1086863
2019-12-24,1109415
2019-12-25,1109415
2019-12-26,1109415
2019-12-27,1109415
2019-12-28,1109415
2019-12-29,1109415
2019-12-30,1109415
2019-12-31,1109415
2020-01-01,1089273
2020-01-02,1089273
2020-01-03,1089273
2020-01-04,1089273
2020-01-05,1089273
2020-01-06,1089273
2020-01-07,1089273
2020-01-08,1089273
2020-01-09,1089273
2020-01-10,1089273
2020-01-11,1065603
2020-01-12,1065603
2020-01-13,1065603
2020-01-14,1065603
2020-01-15,1065603
2020-01-16,1065603
2020-01-17,1065603
2020-01-18,1065603
2020-01-19,1028313
2020-01-20,1028313
2020-01-21,1028313
2020-01-22,1028313
2020-01-23,1028313
2020-01-24,1028313
2020-01-25,1028313
2020-01-26,981341
2020-01-27,981341
2020-01-28,981341
2020-01-29,981341
2020-01-30,981341
2020-01-31,981341
2020-02-01,981341
2020-02-02,942738
2020-02-03,942738
2020-02-04,942738
2020-02-05,942738
2020-02-06,942738
2020-02-07,942738
2020-02-08,942738
2020-02-09,913769
2020-02-10,913769
2020-02-11,913769
2020-02-12,913769
2020-02-13,913769
2020-02-14,913769
2020-02-15,913769
2020-02-16,913769
2020-02-17,871563
2020-02-18,871563
2020-02-19,871563
2020-02-20,871563
2020-02-21,871563
2020-02-22,871563
2020-02-23,871563
2020-02-24,871563
2020-02-25,836482
2020-02-26,836482
2020-02-27,836482
2020-02-28,836482
2020-02-29,836482
2020-03-01,836482
2020-03-02,836482
2020-03-03,836482
2020-03-04,805803
2020-03-05,805803
2020-03-06,805803
2020-03-07,805803
2020-03-08,805803
2020-03-09,771708
2020-03-10,771708
2020-03-11,771708
2020-03-12,771708
2020-03-13,771708
2020-03-14,771708
2020-03-15,771708
2020-03-16,741864
2020-03-17,741864
2020-03-18,741864
2020-03-19,741864
2020-03-20,741864
2020-03-21,741864
2020-03-22,706594
2020-03-23,706594
2020-03-24,706594
2020-03-25,706594
2020-03-26,706594
2020-03-27,706594
2020-03-28,706594
2020-03-29,672910
2020-03-30,672910
2020-03-31,672910
2020-04-01,672910
2020-04-02,672910
2020-04-03,672910
2020-04-04,657399
2020-04-05,657399
2020-04-06,657399
2020-04-07,657399
2020-04-08,657399
2020-04-09,657399
2020-04-10,657399
2020-04-11,636431
2020-04-12,636431
2020-04-13,636431
2020-04-14,636431
2020-04-15,636431
2020-04-16,636431
2020-04-17,636431
