date_obj,Dragon%20halberd price
2019-03-30,149396
2019-03-31,149409
2019-04-01,149403
2019-04-02,149367
2019-04-03,149409
2019-04-04,149414
2019-04-05,149375
2019-04-06,149329
2019-04-07,149358
2019-04-08,149344
2019-04-09,149374
2019-04-10,149434
2019-04-11,149368
2019-04-12,149367
2019-04-13,149300
2019-04-14,149334
2019-04-15,149393
2019-04-16,149505
2019-04-17,149422
2019-04-18,149504
2019-04-19,149264
2019-04-20,148936
2019-04-21,149225
2019-04-22,149275
2019-04-23,149342
2019-04-24,149401
2019-04-25,149313
2019-04-26,149385
2019-04-27,149429
2019-04-28,149240
2019-04-29,149381
2019-04-30,149432
2019-05-01,149589
2019-05-02,149655
2019-05-03,149484
2019-05-04,149464
2019-05-05,149127
2019-05-06,149510
2019-05-07,149327
2019-05-08,149333
2019-05-09,149384
2019-05-10,149355
2019-05-11,149333
2019-05-12,149309
2019-05-13,149383
2019-05-14,149680
2019-05-15,149498
2019-05-16,149241
2019-05-17,149176
2019-05-18,149280
2019-05-19,149336
2019-05-20,149363
2019-05-21,149359
2019-05-22,149387
2019-05-23,149437
2019-05-24,149101
2019-05-25,149099
2019-05-26,149240
2019-05-27,149295
2019-05-28,149315
2019-05-29,149332
2019-05-30,149341
2019-05-31,149388
2019-06-01,149472
2019-06-02,149511
2019-06-03,149096
2019-06-04,149257
2019-06-05,149520
2019-06-06,149380
2019-06-07,149346
2019-06-08,149273
2019-06-09,149348
2019-06-10,149420
2019-06-11,149345
2019-06-12,149390
2019-06-13,149359
2019-06-14,149520
2019-06-15,149391
2019-06-16,149333
2019-06-17,149364
2019-06-18,149399
2019-06-19,149382
2019-06-20,149392
2019-06-21,149293
2019-06-22,149353
2019-06-23,149319
2019-06-24,149387
2019-06-25,149333
2019-06-26,149299
2019-06-27,149292
2019-06-28,149306
2019-06-29,149346
2019-06-30,149339
2019-07-01,149323
2019-07-02,149336
2019-07-03,149355
2019-07-04,149357
2019-07-05,149251
2019-07-06,149335
2019-07-07,149359
2019-07-08,149350
2019-07-09,149365
2019-07-10,149408
2019-07-11,149414
2019-07-12,149566
2019-07-13,149307
2019-07-14,149330
2019-07-15,149379
2019-07-16,149351
2019-07-17,149391
2019-07-18,149365
2019-07-19,149339
2019-07-20,149239
2019-07-21,149292
2019-07-22,149349
2019-07-23,149357
2019-07-24,149380
2019-07-25,149342
2019-07-26,149003
2019-07-27,149059
2019-07-28,149147
2019-07-29,149186
2019-07-30,149246
2019-07-31,149321
2019-08-01,149175
2019-08-02,148802
2019-08-03,149001
2019-08-04,149120
2019-08-05,149194
2019-08-06,149248
2019-08-07,149269
2019-08-08,149283
2019-08-09,149305
2019-08-10,149109
2019-08-11,149176
2019-08-12,149252
2019-08-13,149280
2019-08-14,149332
2019-08-15,149351
2019-08-16,149361
2019-08-17,149210
2019-08-18,149284
2019-08-19,149355
2019-08-20,149375
2019-08-21,149415
2019-08-22,149316
2019-08-23,149343
2019-08-24,149302
2019-08-24,149302
2019-08-25,149240
2019-08-25,149240
2019-08-26,149338
2019-08-26,149338
2019-08-27,149178
2019-08-27,149178
2019-08-28,149320
2019-08-29,149344
2019-08-30,149314
2019-08-31,149366
2019-09-01,149281
2019-09-02,149128
2019-09-03,149398
2019-09-04,149367
2019-09-05,149581
2019-09-06,149818
2019-09-07,149671
2019-09-08,149520
2019-09-09,149312
2019-09-10,149242
2019-09-11,149302
2019-09-12,150087
2019-09-13,149532
2019-09-14,149334
2019-09-15,149308
2019-09-16,149807
2019-09-17,149420
2019-09-18,149414
2019-09-19,149828
2019-09-20,149593
2019-09-21,149660
2019-09-22,149329
2019-09-23,149342
2019-09-24,149833
2019-09-25,149609
2019-09-26,149250
2019-09-27,149210
2019-09-28,149186
2019-09-29,149798
2019-09-30,149244
2019-10-01,149184
2019-10-02,149265
2019-10-03,149342
2019-10-04,149319
2019-10-05,149315
2019-10-06,149270
2019-10-07,149296
2019-10-08,149305
2019-10-09,149359
2019-10-10,149342
2019-10-11,149288
2019-10-12,149267
2019-10-13,149237
2019-10-14,149305
2019-10-15,149283
2019-10-16,149320
2019-10-17,149349
2019-10-18,149314
2019-10-19,149315
2019-10-20,149337
2019-10-21,149421
2019-10-22,149439
2019-10-23,149794
2019-10-24,149283
2019-10-25,148966
2019-10-26,149247
2019-10-27,149747
2019-10-28,149425
2019-10-29,149286
2019-10-30,149359
2019-10-31,149544
2019-11-01,149398
2019-11-02,149428
2019-11-03,149213
2019-11-04,149352
2019-11-05,149382
2019-11-06,149448
2019-11-07,149381
2019-11-08,149389
2019-11-09,149378
2019-11-10,149207
2019-11-11,149225
2019-11-12,149338
2019-11-13,149661
2019-11-14,149399
2019-11-15,149245
2019-11-16,149061
2019-11-17,148874
2019-11-18,149080
2019-11-19,149219
2019-11-20,149183
2019-11-21,149160
2019-11-22,149113
2019-11-23,149159
2019-11-24,149176
2019-11-25,149270
2019-11-26,149339
2019-11-27,149339
2019-11-28,149269
2019-11-29,149222
2019-11-30,148479
2019-12-01,148916
2019-12-02,149053
2019-12-03,149143
2019-12-04,149193
2019-12-05,149253
2019-12-06,149260
2019-12-07,148931
2019-12-08,148967
2019-12-09,149238
2019-12-10,149314
2019-12-11,149711
2019-12-12,149233
2019-12-13,149251
2019-12-14,149075
2019-12-15,149223
2019-12-16,149395
2019-12-17,149426
2019-12-18,149607
2019-12-19,149193
2019-12-20,149110
2019-12-21,149322
2019-12-22,148879
2019-12-23,149113
2019-12-24,149150
2019-12-25,149213
2019-12-26,149364
2019-12-27,148781
2019-12-28,149049
2019-12-29,148736
2019-12-30,149282
2019-12-31,149351
2020-01-01,149263
2020-01-02,149334
2020-01-03,149371
2020-01-04,149357
2020-01-05,149171
2020-01-06,149280
2020-01-07,149343
2020-01-08,149390
2020-01-09,149650
2020-01-10,149455
2020-01-11,149095
2020-01-12,149086
2020-01-13,149711
2020-01-14,149374
2020-01-15,149319
2020-01-16,149451
2020-01-17,149522
2020-01-18,149076
2020-01-19,149228
2020-01-20,149327
2020-01-21,149288
2020-01-22,149321
2020-01-23,149378
2020-01-24,149182
2020-01-25,149248
2020-01-26,148839
2020-01-27,149589
2020-01-28,149793
2020-01-29,149674
2020-01-30,149310
2020-01-31,149283
2020-02-01,149085
2020-02-02,149012
2020-02-03,149157
2020-02-04,149236
2020-02-05,149208
2020-02-06,149185
2020-02-07,149042
2020-02-08,149033
2020-02-09,149131
2020-02-10,149154
2020-02-11,149203
2020-02-12,149222
2020-02-13,149279
2020-02-14,149285
2020-02-15,149287
2020-02-16,149300
2020-02-17,149242
2020-02-18,149270
2020-02-19,149272
2020-02-20,149300
2020-02-21,149268
2020-02-22,149196
2020-02-23,149240
2020-02-24,149040
2020-02-25,149268
2020-02-26,149697
2020-02-27,149339
2020-02-28,148995
2020-02-29,149132
2020-03-01,149123
2020-03-02,149226
2020-03-03,149280
2020-03-04,149351
2020-03-05,148992
2020-03-06,149184
2020-03-07,149265
2020-03-08,149212
2020-03-09,149248
2020-03-10,149262
2020-03-11,149247
2020-03-12,149266
2020-03-13,149276
2020-03-14,149244
2020-03-15,149216
2020-03-16,149265
2020-03-17,149292
2020-03-18,149314
2020-03-19,149338
2020-03-20,149250
2020-03-21,149551
2020-03-22,149164
2020-03-23,149299
2020-03-24,149277
2020-03-25,149321
2020-03-26,149337
2020-03-27,149261
2020-03-28,149280
2020-03-29,149215
2020-03-30,149186
2020-03-31,149331
2020-04-01,149396
2020-04-02,149226
2020-04-03,149296
2020-04-04,149349
2020-04-05,149379
2020-04-06,149291
2020-04-07,149347
2020-04-08,149300
2020-04-09,149306
2020-04-10,149259
2020-04-11,149292
2020-04-12,149225
2020-04-13,149315
2020-04-14,149362
2020-04-15,149386
2020-04-16,149169
2020-04-17,149242
2020-04-18,149298
2020-04-19,149273
2020-04-20,149331
2020-04-21,149351
2020-04-22,149384
2020-04-23,149395
2020-04-24,149323
2020-04-25,149076
2020-04-26,149196
2020-04-27,149264
2020-04-28,149298
2020-04-29,149333
2020-04-30,149314
2020-05-01,149248
2020-05-02,149258
2020-05-03,149292
2020-05-04,149322
2020-05-05,149370
2020-05-06,149505
2020-05-07,149070
2020-05-08,149437
2020-05-09,149432
2020-05-10,149170
2020-05-11,149304
2020-05-12,149425
2020-05-13,149360
