date_obj,Crystal%20armour%20seed price
2019-07-24,1000000
2019-07-25,1034812
2019-07-26,1083067
2019-07-27,1137221
2019-07-28,1192145
2019-07-29,1192145
2019-07-30,1251753
2019-07-31,1251753
2019-08-01,1314341
2019-08-02,1314341
2019-08-03,1380059
2019-08-04,1380059
2019-08-05,1380059
2019-08-06,1390776
2019-08-07,1390776
2019-08-08,1390776
2019-08-09,1457428
2019-08-10,1457428
2019-08-11,1457428
2019-08-12,1526598
2019-08-13,1526598
2019-08-14,1526598
2019-08-15,1600279
2019-08-16,1600279
2019-08-17,1600279
2019-08-18,1677542
2019-08-19,1677542
2019-08-20,1677542
2019-08-21,1677542
2019-08-22,1756446
2019-08-23,1756446
2019-08-24,1756446
2019-08-24,1756446
2019-08-25,1756446
2019-08-25,1756446
2019-08-26,1756446
2019-08-26,1756446
2019-08-27,1756446
2019-08-27,1756446
2019-08-28,1840483
2019-08-29,1840483
2019-08-30,1840483
2019-08-31,1840483
2019-09-01,1840483
2019-09-02,1840483
2019-09-03,1840483
2019-09-04,1927298
2019-09-05,1927298
2019-09-06,1927298
2019-09-07,1927298
2019-09-08,1927298
2019-09-09,1927298
2019-09-10,1927298
2019-09-11,1927298
2019-09-12,1927298
2019-09-13,2017421
2019-09-14,2017421
2019-09-15,2017421
2019-09-16,2017421
2019-09-17,2017421
2019-09-18,2017421
2019-09-19,2017421
2019-09-20,2017421
2019-09-21,2017421
2019-09-22,2017421
2019-09-23,2114323
2019-09-24,2114323
2019-09-25,2114323
2019-09-26,2114323
2019-09-27,2114323
2019-09-28,2114323
2019-09-29,2114323
2019-09-30,2114323
2019-10-01,2114323
2019-10-02,2114323
2019-10-03,2216008
2019-10-04,2216008
2019-10-05,2216008
2019-10-06,2216008
2019-10-07,2216008
2019-10-08,2216008
2019-10-09,2216008
2019-10-10,2216008
2019-10-11,2216008
2019-10-12,2216008
2019-10-13,2323586
2019-10-14,2323586
2019-10-15,2323586
2019-10-16,2323586
2019-10-17,2323586
2019-10-18,2323586
2019-10-19,2323586
2019-10-20,2323586
2019-10-21,2323586
2019-10-22,2323586
2019-10-23,2323586
2019-10-24,2433991
2019-10-25,2433991
2019-10-26,2433991
2019-10-27,2433991
2019-10-28,2433991
2019-10-29,2433991
2019-10-30,2433991
2019-10-31,2433991
2019-11-01,2433991
2019-11-02,2433991
2019-11-03,2549884
2019-11-04,2549884
2019-11-05,2549884
2019-11-06,2549884
2019-11-07,2549884
2019-11-08,2549884
2019-11-09,2549884
2019-11-10,2549884
2019-11-11,2549884
2019-11-12,2549884
2019-11-13,2549884
2019-11-14,2549884
2019-11-15,2549884
2019-11-16,2670274
2019-11-17,2670274
2019-11-18,2670274
2019-11-19,2670274
2019-11-20,2670274
2019-11-21,2670274
2019-11-22,2670274
2019-11-23,2670274
2019-11-24,2670274
2019-11-25,2670274
2019-11-26,2670274
2019-11-27,2670274
2019-11-28,2670274
2019-11-29,2670274
2019-11-30,2670274
2019-12-01,2670274
2019-12-02,2798501
2019-12-03,2798501
2019-12-04,2798501
2019-12-05,2798501
2019-12-06,2798501
2019-12-07,2798501
2019-12-08,2798501
2019-12-09,2798501
2019-12-10,2798501
2019-12-11,2798501
2019-12-12,2798501
2019-12-13,2798501
2019-12-14,2798501
2019-12-15,2798501
2019-12-16,2798501
2019-12-17,2913160
2019-12-18,2913160
2019-12-19,2913160
2019-12-20,2913160
2019-12-21,2913160
2019-12-22,2913160
2019-12-23,2913160
2019-12-24,2913160
2019-12-25,2913160
2019-12-26,2913160
2019-12-27,2913160
2019-12-28,2913160
2019-12-29,2913160
2019-12-30,2913160
2019-12-31,2983354
2020-01-01,2983354
2020-01-02,2983354
2020-01-03,2983354
2020-01-04,2983354
2020-01-05,2983354
2020-01-06,2983354
2020-01-07,2983354
2020-01-08,2983354
2020-01-09,2983354
2020-01-10,2983354
2020-01-11,2983354
2020-01-12,3029733
2020-01-13,3029733
2020-01-14,3029733
2020-01-15,3029733
2020-01-16,3029733
2020-01-17,3029733
2020-01-18,3029733
2020-01-19,3029733
2020-01-20,3029733
2020-01-21,3029733
2020-01-22,3029733
2020-01-23,2959924
2020-01-24,2959924
2020-01-25,2959924
2020-01-26,2959924
2020-01-27,2959924
2020-01-28,2959924
2020-01-29,2959924
2020-01-30,2959924
2020-01-31,2959924
2020-02-01,3092539
2020-02-02,3092539
2020-02-03,3092539
2020-02-04,3092539
2020-02-05,3092539
2020-02-06,3092539
2020-02-07,3092539
2020-02-08,3092539
2020-02-09,3223035
2020-02-10,3223035
2020-02-11,3223035
2020-02-12,3223035
2020-02-13,3223035
2020-02-14,3223035
2020-02-15,3223035
2020-02-16,3223035
2020-02-17,3223035
2020-02-18,3368041
2020-02-19,3368041
2020-02-20,3368041
2020-02-21,3368041
2020-02-22,3368041
2020-02-23,3368041
2020-02-24,3368041
2020-02-25,3368041
2020-02-26,3368041
2020-02-27,3368041
2020-02-28,3368041
2020-02-29,3529827
2020-03-01,3529827
2020-03-02,3529827
2020-03-03,3529827
2020-03-04,3529827
2020-03-05,3529827
2020-03-06,3529827
2020-03-07,3529827
2020-03-08,3529827
2020-03-09,3529827
2020-03-10,3482689
2020-03-11,3482689
2020-03-12,3482689
2020-03-13,3482689
2020-03-14,3482689
2020-03-15,3482689
2020-03-16,3482689
2020-03-17,3482689
2020-03-18,3482689
2020-03-19,3482689
2020-03-20,3312781
2020-03-21,3312781
2020-03-22,3312781
2020-03-23,3312781
2020-03-24,3312781
2020-03-25,3312781
2020-03-26,3419478
2020-03-27,3419478
2020-03-28,3419478
2020-03-29,3419478
2020-03-30,3419478
2020-03-31,3419478
2020-04-01,3583147
2020-04-02,3583147
2020-04-03,3583147
2020-04-04,3583147
2020-04-05,3583147
2020-04-06,3583147
2020-04-07,3605767
2020-04-08,3785563
2020-04-09,3785563
2020-04-10,3970495
2020-04-11,4139608
2020-04-12,4139608
2020-04-13,4336497
2020-04-14,4336497
2020-04-15,4553322
2020-04-16,4553322
2020-04-17,4553322
2020-04-18,4780989
2020-04-19,4780989
2020-04-20,5015245
2020-04-21,5015245
2020-04-22,5015245
2020-04-23,4812579
2020-04-24,4812579
2020-04-25,4812579
2020-04-26,4572189
2020-04-27,4572189
2020-04-28,4343579
2020-04-29,4343579
2020-04-30,4144090
2020-05-01,4144090
2020-05-02,4144090
2020-05-03,3957156
