date_obj,Iron%20boots price
2015-11-26,6816
2015-11-27,6737
2015-11-28,6585
2015-11-29,6295
2015-11-30,6116
2015-12-01,6116
2015-12-02,5945
2015-12-03,5780
2015-12-04,5780
2015-12-05,5675
2015-12-06,5688
2015-12-07,5688
2015-12-08,5800
2015-12-10,6231
2015-12-11,6543
2015-12-12,6844
2015-12-13,7180
2015-12-14,7180
2015-12-15,7261
2015-12-16,6988
2015-12-17,6988
2015-12-18,6734
2015-12-19,6518
2015-12-20,6453
2015-12-21,6349
2015-12-22,6301
2015-12-23,6411
2015-12-24,6702
2015-12-25,6891
2015-12-26,7121
2015-12-27,7465
2015-12-28,7732
2015-12-29,7698
2015-12-30,7469
2015-12-31,7300
2016-01-01,7036
2016-01-02,6847
2016-01-03,6733
2016-01-04,6737
2016-01-05,6875
2016-01-06,6982
2016-01-07,7116
2016-01-08,7420
2016-01-09,7506
2016-01-10,7463
2016-01-11,7523
2016-01-12,7239
2016-01-13,6885
2016-01-14,6686
2016-01-15,6767
2016-01-16,6914
2016-01-17,6872
2016-01-18,6778
2016-01-19,6764
2016-01-20,6774
2016-01-21,6586
2016-01-22,6447
2016-01-23,6461
2016-01-24,6536
2016-01-25,6636
2016-01-26,6692
2016-01-27,6876
2016-01-28,6876
2016-01-29,7177
2016-01-30,7177
2016-01-31,7536
2016-02-01,7772
2016-02-02,7896
2016-02-03,7929
2016-02-04,7945
2016-02-05,7949
2016-02-06,7865
2016-02-07,7930
2016-02-08,8029
2016-02-09,7799
2016-02-10,7698
2016-02-11,7721
2016-02-12,7783
2016-02-13,7688
2016-02-14,7688
2016-02-15,7827
2016-02-16,7746
2016-02-17,7861
2016-02-18,7800
2016-02-19,7912
2016-02-20,7937
2016-02-21,8029
2016-02-22,8029
2016-02-23,8208
2016-02-24,8291
2016-02-25,8310
2016-02-26,8310
2016-02-27,8282
2016-02-28,8303
2016-02-29,8377
2016-03-01,8416
2016-03-02,8576
2016-03-03,8563
2016-03-04,8794
2016-03-05,8760
2016-03-06,8674
2016-03-07,8374
2016-03-08,8375
2016-03-09,8496
2016-03-10,8495
2016-03-11,8402
2016-03-12,8488
2016-03-13,8860
2016-03-14,9302
2016-03-15,9734
2016-03-16,10218
2016-03-17,10729
2016-03-18,11154
2016-03-19,10718
2016-03-20,10182
2016-03-21,9672
2016-03-22,9188
2016-03-23,8728
2016-03-24,8371
2016-03-25,8313
2016-03-26,8316
2016-03-27,8402
2016-03-28,8516
2016-03-29,8375
2016-03-30,8375
2016-03-31,8304
2016-04-01,8037
2016-04-02,7788
2016-04-03,7632
2016-04-04,7626
2016-04-05,7684
2016-04-06,7675
2016-04-07,7552
2016-04-08,7287
2016-04-09,7050
2016-04-10,6749
2016-04-11,6749
2016-04-12,6561
2016-04-13,6515
2016-04-14,6817
2016-04-15,6802
2016-04-16,6657
2016-04-17,6664
2016-04-18,6574
2016-04-19,6612
2016-04-20,6616
2016-04-21,6778
2016-04-22,6778
2016-04-23,7100
2016-04-24,7097
2016-04-25,7262
2016-04-26,7565
2016-04-27,7800
2016-04-28,7908
2016-04-29,7596
2016-04-30,7501
2016-05-01,7478
2016-05-02,7302
2016-05-03,7102
2016-05-04,6749
2016-05-05,6569
2016-05-06,6569
2016-05-07,6291
2016-05-08,6291
2016-05-09,6065
2016-05-10,6131
2016-05-11,6407
2016-05-12,6626
2016-05-13,6798
2016-05-14,7082
2016-05-15,7090
2016-05-16,6973
2016-05-17,6894
2016-05-18,6863
2016-05-19,6789
2016-05-22,7301
2016-05-23,7467
2016-05-24,7670
2016-05-25,7607
2016-05-26,7381
2016-05-27,7271
2016-05-28,7271
2016-05-29,7158
2016-05-30,7158
2016-05-31,6919
2016-06-01,6766
2016-06-02,6594
2016-06-03,6345
2016-06-04,6039
2016-06-05,5794
2016-06-06,5716
2016-06-07,5716
2016-06-08,5756
2016-06-09,5790
2016-06-10,5933
2016-06-11,6166
2016-06-12,6261
2016-06-13,6162
2016-06-14,5910
2016-06-15,5842
2016-06-16,5736
2016-06-17,5593
2016-06-18,5455
2016-06-19,5453
2016-06-20,5440
2016-06-21,5430
2016-06-22,5493
2016-06-23,5560
2016-06-24,5559
2016-06-25,5538
2016-06-26,5477
2016-06-27,5439
2016-06-28,5560
2016-06-29,5641
2016-06-30,5710
2016-07-01,5723
2016-07-02,5670
2016-07-03,5623
2016-07-04,5606
2016-07-05,5531
2016-07-06,5356
2016-07-07,5174
2016-07-08,4967
2016-07-09,4720
2016-07-10,4510
2016-07-11,4411
2016-07-12,4331
2016-07-13,4508
2016-07-14,4734
2016-07-15,4955
2016-07-16,5203
2016-07-17,5464
2016-07-18,5622
2016-07-23,5931
2016-07-24,5942
2016-07-25,5877
2016-07-26,5877
2016-07-27,5791
2016-07-28,6002
2016-07-29,6128
2016-07-30,6282
2016-07-31,6282
2016-08-01,6321
2016-08-02,6092
2016-08-03,5827
2016-08-04,5607
2016-08-05,5607
2016-08-06,5425
2016-08-07,5346
2016-08-08,5346
2016-08-09,5266
2016-08-10,5248
2016-08-11,5248
2016-08-12,5153
2016-08-13,5136
2016-08-14,5119
2016-08-15,5145
2016-08-16,5188
2016-08-17,5188
2016-08-18,5299
2016-08-19,5373
2016-08-20,5560
2016-08-21,5560
2016-08-22,5736
2016-08-23,5616
2016-08-24,5616
2016-08-25,5787
2016-08-26,5787
2016-08-28,5838
2016-08-31,5934
2016-09-01,5849
2016-09-02,5849
2016-09-03,5615
2016-09-04,5598
2016-09-05,5501
2016-09-06,5417
2016-09-07,5417
2016-09-08,5424
2016-09-09,5424
2016-09-10,5591
2016-09-11,5591
2016-09-12,5853
2016-09-13,6097
2016-09-14,6097
2016-09-15,6180
2016-09-16,6180
2016-09-17,6113
2016-09-18,6215
2016-09-19,5977
2016-09-20,5977
2016-09-21,5884
2016-09-22,5849
2016-09-23,6004
2016-09-24,6004
2016-09-25,6101
2016-09-26,6101
2016-09-27,6138
2016-09-28,6343
2016-09-29,6343
2016-09-30,6575
2016-10-01,6642
2016-10-02,6642
2016-10-03,6634
2016-10-04,6576
2016-10-05,6385
2016-10-06,6495
2016-10-07,6495
2016-10-08,6676
2016-10-09,6676
2016-10-10,6598
2016-10-11,6560
2016-10-12,6560
2016-10-13,6707
2016-10-14,6918
2016-10-15,7005
2016-10-16,6893
2016-10-17,6832
2016-10-18,6832
2016-10-19,6936
2016-10-20,6826
2016-10-21,6833
2016-10-22,6833
2016-10-23,6857
2016-10-24,6811
2016-10-25,6811
2016-10-26,6705
2016-10-27,6705
2016-10-28,6681
2016-10-29,6719
2016-10-30,6783
2016-10-31,6715
2016-11-01,6715
2016-11-02,6593
2016-11-03,6593
2016-11-04,6566
2016-11-05,6566
2016-11-06,6431
2016-11-07,6431
2016-11-08,6343
2016-11-09,6353
2016-11-10,6312
2016-11-11,6312
2016-11-12,6474
2016-11-13,6474
2016-11-14,6633
2016-12-07,8587
2016-12-08,8793
2016-12-09,8960
2016-12-10,8960
2016-12-11,9024
2016-12-12,9360
2016-12-13,9161
2016-12-14,8786
2016-12-15,8786
2016-12-16,8669
2016-12-17,8341
2016-12-18,8341
2016-12-19,8302
2016-12-20,8030
2016-12-21,7715
2016-12-22,7715
2016-12-23,7872
2016-12-24,7872
2016-12-25,7717
2016-12-26,7385
2016-12-27,7438
2016-12-28,7456
2016-12-29,7829
2016-12-30,8172
2016-12-31,8321
2017-01-01,8403
2017-01-02,8510
2017-01-03,8803
2017-01-04,9160
2017-01-05,8785
2017-01-06,8514
2017-01-07,8265
2017-01-08,8145
2017-01-09,8195
2017-01-10,8192
2017-01-11,8153
2017-01-12,8283
2017-01-13,8177
2017-01-14,8120
2017-01-15,8076
2017-01-16,8040
2017-01-17,7959
2017-01-18,8056
2017-01-19,8047
2017-01-20,8023
2017-01-21,8110
2017-01-22,8298
2017-01-23,8013
2017-01-27,7373
2017-01-28,7342
2017-01-29,7300
2017-01-30,7254
2017-01-31,7144
2017-02-01,7019
2017-02-02,6947
2017-02-03,6896
2017-02-04,6832
2017-02-05,6820
2017-02-06,6854
2017-02-07,6830
2017-02-08,6736
2017-02-09,6736
2017-02-10,6736
2017-02-11,6776
2017-02-12,7043
2017-02-13,7073
2017-02-14,6952
2017-02-15,6789
2017-02-16,6845
2017-02-18,6789
2017-02-19,6849
2017-02-20,6884
2017-02-21,6917
2017-02-22,7077
2017-02-23,7013
2017-02-24,6927
2017-02-25,6780
2017-02-26,6753
2017-02-27,6792
2017-02-28,6895
2017-03-01,6874
2017-03-02,6873
2017-03-03,6969
2017-03-04,6939
2017-03-05,6873
2017-03-06,6860
2017-03-07,7072
2017-03-08,7310
2017-03-09,7260
2017-03-10,7228
2017-03-11,7148
2017-03-12,7275
2017-03-13,7346
2017-03-14,7305
2017-03-15,7279
2017-03-16,7303
2017-03-17,7340
2017-03-18,7318
2017-03-19,7291
2017-03-20,7337
2017-03-21,7147
2017-03-22,7051
2017-03-23,6969
2017-03-24,6804
2017-03-25,6804
2017-03-26,6799
2017-03-27,6737
2017-03-28,6683
2017-03-29,6664
2017-03-30,6675
2017-03-31,6688
2017-04-01,6783
2017-04-02,6882
2017-04-03,7022
2017-04-04,7164
2017-04-12,7924
2017-04-13,7957
2017-04-14,7980
2017-04-15,8153
2017-04-16,8282
2017-04-17,8424
2017-04-18,8588
2017-04-19,8436
2017-04-20,8454
2017-04-21,8540
2017-04-22,8540
2017-04-23,8474
2017-04-24,8510
2017-04-25,8554
2017-04-26,8554
2017-04-27,8538
2017-04-28,8407
2017-04-29,8344
2017-04-30,8441
2017-05-01,8377
2017-05-02,8372
2017-05-03,8441
2017-05-04,8510
2017-05-05,8653
2017-05-06,8869
2017-05-07,9195
2017-05-08,9641
2017-05-09,10066
2017-05-10,10317
2017-05-11,10365
2017-05-12,10617
2017-05-13,10690
2017-05-14,10953
2017-05-15,10802
2017-05-16,10472
2017-05-17,10292
2017-05-18,10129
2017-05-19,10129
2017-05-20,10049
2017-05-21,10049
2017-05-22,10124
2017-05-23,10170
2017-05-24,10075
2017-05-25,9960
2017-05-26,9839
2017-05-27,9831
2017-05-28,9740
2017-05-29,9790
2017-05-30,9640
2017-05-31,9530
2017-06-01,9542
2017-06-02,9506
2017-06-03,9602
2017-06-04,9447
2017-06-06,9530
2017-06-07,9380
2017-06-08,9329
2017-06-09,9380
2017-06-10,9422
2017-06-11,9374
2017-06-12,9371
2017-06-13,9377
2017-06-14,9392
2017-06-15,9443
2017-06-16,9303
2017-06-17,9395
2017-06-18,9354
2017-06-19,9354
2017-06-20,9311
2017-06-21,9384
2017-06-22,9423
2017-06-23,9423
2017-06-24,9652
2017-06-25,10135
2017-06-26,10616
2017-06-27,11070
2017-06-28,10889
2017-06-29,10640
2017-06-30,10377
2017-07-01,10377
2017-07-02,10176
2017-07-03,9930
2017-07-04,9834
2017-07-05,9834
2017-07-06,9754
2017-07-07,9754
2017-07-08,9645
2017-07-13,8471
2017-07-14,8345
2017-07-15,8345
2017-07-16,8162
2017-07-17,8155
2017-07-18,8462
2017-07-19,8619
2017-07-20,8624
2017-07-21,8632
2017-07-22,8652
2017-07-23,8710
2017-07-24,8944
2017-07-25,9040
2017-07-26,9041
2017-07-27,8957
2017-07-28,8878
2017-07-29,9043
2017-07-30,9369
2017-07-31,9369
2017-08-01,9687
2017-08-02,9702
2017-08-03,9741
2017-08-04,9843
2017-08-05,9963
2017-08-06,9840
2017-08-09,9769
2017-08-10,9845
2017-08-11,9918
2017-08-12,10035
2017-08-13,10240
2017-08-14,10297
2017-08-15,10482
2017-08-16,10550
2017-08-17,10542
2017-08-18,10542
2017-08-19,10669
2017-08-20,10829
2017-08-21,11026
2017-08-22,11353
2017-08-23,11529
2017-08-24,11656
2017-08-25,11370
2017-08-26,11001
2017-08-27,10734
2017-08-28,10479
2017-08-29,10133
2017-08-30,9930
2017-08-31,9947
2017-09-01,9947
2017-09-02,9631
2017-09-03,9631
2017-09-04,9653
2017-09-05,9783
2017-09-06,9872
2017-09-07,9900
2017-09-08,9900
2017-09-09,9952
2017-09-10,10224
2017-09-11,10276
2017-09-12,10276
2017-09-13,10363
2017-09-14,10013
2017-09-15,10013
2017-09-16,9680
2017-09-17,9430
2017-09-19,8955
2017-09-20,8852
2017-09-21,8745
2017-09-22,8569
2017-09-23,8569
2017-09-24,8509
2017-09-25,8463
2017-09-26,8404
2017-09-27,8404
2017-09-28,8322
2017-09-29,8312
2017-09-30,8364
2017-10-01,8479
2017-10-02,8523
2017-10-03,8554
2017-10-04,8554
2017-10-05,8405
2017-10-06,8372
2017-10-07,8036
2017-10-08,7833
2017-10-09,7725
2017-10-10,7762
2017-10-11,7762
2017-10-12,7968
2017-10-13,8157
2017-10-14,8169
2017-10-15,8169
2017-10-16,8193
2017-10-17,8193
2017-10-18,8172
2017-10-19,8026
2017-10-20,7864
2017-10-21,7768
2017-10-22,7586
2017-10-23,7206
2017-10-24,7032
2017-10-25,6821
2017-10-26,6976
2017-10-27,7175
2017-10-28,7175
2017-10-29,7248
2017-10-30,7230
2017-10-31,7132
2017-11-01,7132
2017-11-02,7233
2017-11-03,7296
2017-11-04,7313
2017-11-05,7342
2017-11-06,7336
2017-11-07,7243
2017-11-08,7070
2017-11-09,6740
2017-11-10,6464
2017-11-11,6212
2017-11-12,6038
2017-11-13,5744
2017-11-14,5744
2017-11-15,5622
2017-11-16,5794
2017-11-17,5846
2017-11-18,5846
2017-11-19,6059
2017-11-20,5948
2017-11-21,6036
2017-11-22,6036
2017-11-23,6104
2017-11-24,6264
2017-11-25,6354
2017-11-26,6371
2017-11-27,6371
2017-11-28,6188
2017-11-29,6326
2017-11-30,6326
2017-12-01,6527
2017-12-02,6527
2017-12-03,6819
2017-12-04,6819
2017-12-05,7020
2017-12-06,7114
2017-12-07,7398
2017-12-08,7398
2017-12-09,7435
2017-12-10,7505
2017-12-11,7602
2017-12-12,7701
2017-12-13,7736
2017-12-14,7897
2017-12-15,7812
2017-12-16,7799
2017-12-17,7924
2017-12-18,7861
2017-12-19,7861
2017-12-20,7859
2017-12-21,7875
2017-12-22,7818
2017-12-23,7854
2017-12-24,7888
2017-12-25,7888
2017-12-26,8001
2017-12-27,8032
2017-12-28,8032
2017-12-29,8069
2017-12-30,7994
2017-12-31,7994
2018-01-01,7900
2018-01-02,7982
2018-01-03,7838
2018-01-04,7744
2018-01-05,7842
2018-01-06,7808
2018-01-07,7880
2018-01-08,7896
2018-01-09,7913
2018-01-10,7913
2018-01-11,8055
2018-01-12,8327
2018-01-13,8273
2018-01-14,8409
2018-01-15,8132
2018-01-16,8097
2018-01-17,7967
2018-01-18,7758
2018-01-19,7758
2018-01-20,7635
2018-01-21,7753
2018-01-22,7783
2018-01-23,7808
2018-01-25,7805
2018-01-26,7803
2018-01-27,7685
2018-01-28,7610
2018-01-29,7549
2018-01-30,7544
2018-01-31,7600
2018-02-01,7724
2018-02-02,7730
2018-02-03,7699
2018-02-04,7526
2018-02-05,7448
2018-02-06,7368
2018-02-07,7358
2018-02-08,7358
2018-02-09,7315
2018-02-10,7282
2018-02-11,7127
2018-02-12,7183
2018-02-13,7464
2018-02-14,7545
2018-02-15,7449
2018-02-16,7449
2018-02-17,7398
2018-02-18,7343
2018-02-19,7535
2018-02-20,7579
2018-02-21,7593
2018-02-22,7582
2018-02-23,7602
2018-02-24,7495
2018-02-25,7474
2018-02-26,7398
2018-02-27,7488
2018-02-28,7508
2018-03-01,7608
2018-03-02,7646
2018-03-03,7630
2018-03-04,7630
2018-03-05,7719
2018-03-06,8087
2018-03-07,8375
2018-03-08,8726
2018-03-09,8419
2018-03-10,8013
2018-03-11,8028
2018-03-12,8025
2018-03-13,7934
2018-03-14,7811
2018-03-15,7917
2018-03-16,7956
2018-03-17,7950
2018-03-18,7930
2018-03-19,7871
2018-03-20,7922
2018-03-21,8158
2018-03-23,8429
2018-03-24,8520
2018-03-25,8616
2018-03-26,8839
2018-03-27,9007
2018-03-28,9277
2018-03-29,9101
2018-03-30,8958
2018-03-31,8801
2018-04-01,9059
2018-04-02,9311
2018-04-03,9777
2018-04-04,10084
2018-04-05,10208
2018-04-06,10220
2018-04-07,10532
2018-04-08,10503
2018-04-09,10833
2018-04-10,11162
2018-04-11,10611
2018-04-12,10133
2018-04-13,10328
2018-04-14,10492
2018-04-15,10496
2018-04-16,10396
2018-04-17,10376
2018-04-18,10299
2018-04-19,10417
2018-04-20,10453
2018-04-21,10596
2018-04-22,10623
2018-04-23,10501
2018-04-24,10447
2018-04-25,10398
2018-04-26,10356
2018-04-27,10475
2018-04-28,10487
2018-04-29,10413
2018-04-30,10308
2018-05-01,10302
2018-05-04,10303
2018-05-05,10135
2018-05-06,10135
2018-05-07,9932
2018-05-08,9517
2018-05-09,9488
2018-05-10,9438
2018-05-11,9597
2018-05-12,9651
2018-05-13,9996
2018-05-14,10387
2018-05-15,10513
2018-05-16,10144
2018-05-17,9894
2018-05-18,9740
2018-05-19,9592
2018-05-20,9568
2018-05-21,9548
2018-05-22,9404
2018-05-23,9542
2018-05-24,9466
2018-05-25,9818
2018-05-26,9883
2018-05-27,9529
2018-05-28,9408
2018-05-29,9254
2018-05-30,9009
2018-05-31,8783
2018-06-01,8579
2018-06-02,8207
2018-06-03,7998
2018-06-04,7726
2018-06-05,7557
2018-06-06,7309
2018-06-07,7064
2018-06-08,6885
2018-06-09,6852
2018-06-10,6729
2018-06-11,6492
2018-06-12,6288
2018-06-13,6182
2018-06-14,6029
2018-06-15,6008
2018-06-16,6079
2018-06-17,6138
2018-06-18,5983
2018-06-19,5773
2018-06-20,5773
2018-06-21,5986
2018-06-22,5877
2018-06-23,5721
2018-06-24,5745
2018-06-25,5719
2018-06-26,5717
2018-06-27,5762
2018-06-28,5738
2018-06-29,5602
2018-06-30,5435
2018-07-01,5264
2018-07-02,5050
2018-07-03,5073
2018-07-04,4957
2018-07-05,4845
2018-07-06,4786
2018-07-07,4822
2018-07-08,4760
2018-07-09,4742
2018-07-10,4774
2018-07-11,4701
2018-07-12,4522
2018-07-13,4316
2018-07-14,4198
2018-07-15,4327
2018-07-16,4301
2018-07-17,4127
2018-07-18,4002
2018-07-19,3961
2018-07-20,3834
2018-07-21,3724
2018-07-22,3910
2018-07-23,4103
2018-07-24,4209
2018-07-25,4365
2018-07-26,4459
2018-07-27,4605
2018-07-28,4482
2018-07-29,4399
2018-07-30,4404
2018-07-31,4379
2018-08-01,4302
2018-08-02,4305
2018-08-03,4311
2018-08-04,4324
2018-08-05,4413
2018-08-06,4421
2018-08-07,4474
2018-08-08,4516
2018-08-09,4651
2018-08-10,4723
2018-08-11,4810
2018-08-12,4865
2018-08-14,4890
2018-08-16,5187
2018-08-17,5094
2018-08-18,5148
2018-08-19,5230
2018-08-20,5106
2018-08-21,5028
2018-08-22,5057
2018-08-23,5114
2018-08-24,5144
2018-08-25,5114
2018-08-26,5102
2018-08-27,5016
2018-08-28,5259
2018-08-29,5475
2018-08-30,5721
2018-08-31,6006
2018-09-01,6115
2018-09-02,6407
2018-09-03,6720
2018-09-04,7011
2018-09-05,7341
2018-09-06,7693
2018-09-07,7815
2018-09-08,7456
2018-09-09,7083
2018-09-10,6728
2018-09-11,6391
2018-09-12,6108
2018-09-13,5869
2018-09-14,5716
2018-09-15,5443
2018-09-16,5416
2018-09-17,5481
2018-09-18,5540
2018-09-19,5574
2018-09-20,5538
2018-09-21,5446
2018-09-22,5281
2018-09-23,5247
2018-09-24,5170
2018-09-25,5243
2018-09-26,5204
2018-09-27,5063
2018-09-28,5154
2018-09-29,5374
2018-09-30,5590
2018-10-01,5776
2018-10-02,5711
2018-10-03,5466
2018-10-04,5272
2018-10-05,5207
2018-10-06,5037
2018-10-07,4883
2018-10-08,4732
2018-10-09,4604
2018-10-10,4636
2018-10-11,4807
2018-10-12,4734
2018-10-13,4616
2018-10-14,4552
2018-10-15,4522
2018-10-16,4554
2018-10-17,4483
2018-10-18,4416
2018-10-19,4401
2018-10-20,4437
2018-10-21,4539
2018-10-22,4551
2018-10-23,4518
2018-10-24,4516
2018-10-25,4486
2018-10-26,4460
2018-10-27,4439
2018-10-28,4381
2018-10-29,4256
2018-10-30,4357
2018-10-31,4434
2018-11-01,4568
2018-11-03,4698
2018-11-04,4781
2018-11-05,4957
2018-11-06,5067
2018-11-07,5045
2018-11-08,5150
2018-11-09,5320
2018-11-10,5432
2018-11-11,5339
2018-11-12,5416
2018-11-13,5512
2018-11-14,5617
2018-11-15,5838
2018-11-16,6074
2018-11-17,6274
2018-11-18,6369
2018-11-19,6344
2018-11-20,6172
2018-11-21,5916
2018-11-22,5700
2018-11-23,5465
2018-11-24,5307
2018-11-25,5093
2018-11-26,4880
2018-11-27,4714
2018-11-28,4649
2018-11-29,4422
2018-12-01,4076
2018-12-02,3890
2018-12-03,3759
2018-12-05,3543
2018-12-07,3483
2018-12-09,3303
2018-12-10,3194
2018-12-11,3167
2018-12-12,3114
2018-12-13,3256
2018-12-14,3349
2018-12-15,3288
2018-12-16,3167
2018-12-17,3034
2018-12-18,2913
2018-12-19,2817
2018-12-20,2692
2018-12-21,2608
2018-12-22,2677
2018-12-23,2786
2018-12-24,2923
2018-12-25,3064
2018-12-26,3218
2018-12-27,3337
2018-12-28,3419
2018-12-29,3448
2018-12-30,3413
2018-12-31,3271
2019-01-01,3169
2019-01-02,3188
2019-01-03,3256
2019-01-04,3335
2019-01-05,3459
2019-01-06,3450
2019-01-08,3145
2019-01-10,3124
2019-01-11,3103
2019-01-12,2991
2019-01-13,2886
2019-01-14,2825
2019-01-15,2813
2019-01-16,2725
2019-01-17,2683
2019-01-18,2606
2019-01-19,2542
2019-01-20,2488
2019-01-21,2363
2019-01-22,2363
2019-01-23,2322
2019-01-24,2213
2019-01-25,2102
2019-01-26,2045
2019-01-27,2099
2019-01-28,2079
2019-01-29,2110
2019-01-30,2131
2019-01-31,2213
2019-02-01,2264
2019-02-02,2286
2019-02-03,2334
2019-02-04,2382
2019-02-05,2343
2019-02-06,2351
2019-02-07,2243
2019-02-08,2157
2019-02-09,2075
2019-02-10,2002
2019-02-11,1983
2019-02-12,1973
2019-02-13,1990
2019-02-14,2061
2019-02-15,1994
2019-02-16,1977
2019-02-17,1964
2019-02-18,1992
2019-02-19,1892
2019-02-20,1797
2019-02-21,1707
2019-02-22,1621
2019-02-23,1544
2019-02-24,1509
2019-02-25,1440
2019-02-26,1368
2019-02-27,1312
2019-02-28,1309
2019-03-01,1287
2019-03-02,1283
2019-03-03,1333
2019-03-04,1344
2019-03-05,1410
2019-03-06,1481
2019-03-07,1556
2019-03-08,1634
2019-03-09,1706
2019-03-10,1760
2019-03-11,1816
2019-03-12,1881
2019-03-13,1861
2019-03-14,1869
2019-03-15,1873
2019-03-16,1962
2019-03-17,2061
2019-03-18,2165
2019-03-19,2274
2019-03-20,2388
2019-03-21,2504
2019-03-22,2630
2019-03-23,2762
2019-03-24,2901
2019-03-25,2987
2019-03-26,3131
2019-03-27,3276
2019-03-28,3430
2019-03-29,3524
2019-03-30,3659
2019-03-31,3758
2019-04-01,3869
