date_obj,Raw%20garden%20pie price
2015-03-26,12302
2015-03-27,12302
2015-03-28,12302
2015-03-29,12302
2015-03-30,12302
2015-03-31,12302
2015-04-01,12302
2015-04-02,12302
2015-04-03,12302
2015-04-04,12302
2015-04-05,12302
2015-04-06,12302
2015-04-07,12302
2015-04-08,12302
2015-04-09,12302
2015-04-10,12302
2015-04-11,12302
2015-04-12,12302
2015-04-13,12302
2015-04-14,12302
2015-04-15,12302
2015-04-16,12302
2015-04-17,12302
2015-04-18,12302
2015-04-19,12302
2015-04-20,12302
2015-04-21,12302
2015-04-22,12302
2015-04-23,12302
2015-04-24,12302
2015-04-25,12302
2015-04-26,12302
2015-04-27,12302
2015-04-28,12302
2015-04-29,12302
2015-04-30,12302
2015-05-01,12302
2015-05-02,12302
2015-05-03,12302
2015-05-04,12302
2015-05-05,12302
2015-05-06,12302
2015-05-07,12302
2015-05-08,12302
2015-05-09,12302
2015-05-10,12302
2015-05-11,12302
2015-05-12,12302
2015-05-13,12302
2015-05-14,12302
2015-05-15,12302
2015-05-16,12302
2015-05-17,12302
2015-05-18,12302
2015-05-19,12302
2015-05-20,12302
2015-05-21,12302
2015-05-22,12302
2015-05-23,12302
2015-05-24,12302
2015-05-25,12302
2015-05-26,12302
2015-05-27,12302
2015-05-28,12302
2015-05-29,12302
2015-05-30,12302
2015-05-31,12302
2015-06-01,12302
2015-06-02,12302
2015-06-03,12302
2015-06-04,12302
2015-06-05,12302
2015-06-06,12302
2015-06-07,12302
2015-06-08,12302
2015-06-09,12302
2015-06-10,12302
2015-06-11,12302
2015-06-12,12302
2015-06-13,12302
2015-06-14,12302
2015-06-15,12302
2015-06-16,12302
2015-06-17,12302
2015-06-18,12302
2015-06-19,12302
2015-06-20,12302
2015-06-21,12302
2015-06-22,12302
2015-06-23,12302
2015-06-24,12302
2015-06-25,12302
2015-06-26,12302
2015-06-27,12302
2015-06-28,12302
2015-06-29,12302
2015-06-30,12302
2015-07-01,12302
2015-07-02,12302
2015-07-03,12302
2015-07-04,12302
2015-07-05,12302
2015-07-06,12302
2015-07-07,12302
2015-07-08,12302
2015-07-09,12302
2015-07-10,12302
2015-07-11,12302
2015-07-12,12302
2015-07-13,12302
2015-07-14,12302
2015-07-15,12302
2015-07-16,12302
2015-07-17,12302
2015-07-18,12302
2015-07-19,12302
2015-07-20,12302
2015-07-21,12302
2015-07-22,12302
2015-07-23,12302
2015-07-24,12302
2015-07-25,12302
2015-07-26,12302
2015-07-27,12302
2015-07-28,12302
2015-07-29,12302
2015-07-30,12302
2015-07-31,12302
2015-08-01,12302
2015-08-02,12302
2015-08-03,12302
2015-08-04,12302
2015-08-05,12302
2015-08-06,12302
2015-08-07,12302
2015-08-08,12302
2015-08-09,12302
2015-08-10,12302
2015-08-11,12302
2015-08-12,12302
2015-08-13,12302
2015-08-14,12302
2015-08-15,12302
2015-08-16,12302
2015-08-17,12302
2015-08-18,12302
2015-08-19,12302
2015-08-20,12302
2015-08-21,12302
2015-08-22,12302
2015-08-23,12302
2015-08-24,12302
2015-08-25,12302
2015-08-26,12302
2015-08-27,12302
2015-08-28,12302
2015-08-29,12302
2015-08-30,12302
2015-08-31,12302
2015-09-01,12302
2015-09-02,12302
2015-09-03,12302
2015-09-04,12302
2015-09-05,12302
2015-09-06,12302
2015-09-07,12302
2015-09-08,12302
2015-09-09,12302
2015-09-10,12302
2015-09-11,12302
2015-09-12,12302
2015-09-13,12302
2015-09-14,12302
2015-09-15,12302
2015-09-16,12302
2015-09-17,12302
2015-09-18,12302
2015-09-19,12302
2015-09-20,12302
2015-09-21,12302
2015-09-22,12302
2015-09-23,12302
2015-09-24,12302
2015-09-25,12302
2015-09-27,12302
2015-09-28,12302
2015-09-29,12302
2015-09-30,12302
2015-10-05,12302
2015-10-06,12302
2015-10-07,12302
2015-10-08,12302
2015-10-09,12302
2015-10-10,12302
2015-10-11,12302
2015-10-12,12302
2015-10-13,12302
2015-10-14,12302
2015-10-15,12302
2015-10-16,12302
2015-10-17,12302
2015-10-18,12302
2015-10-19,12302
2015-10-20,12302
2015-10-22,12302
2015-10-23,12302
2015-10-24,12302
2015-10-25,12302
2015-10-26,12302
2015-10-27,12302
2015-10-29,12302
2015-10-30,12302
2015-10-31,12302
2015-11-01,12302
2015-11-02,12302
2015-11-03,12302
2015-11-04,12302
2015-11-05,12302
2015-11-06,12302
2015-11-07,12302
2015-11-08,12302
2015-11-09,12302
2015-11-10,12302
2015-11-11,12302
2015-11-12,12302
2015-11-13,12302
2015-11-14,12302
2015-11-15,12302
2015-11-16,12302
2015-11-17,12302
2015-11-18,12302
2015-11-19,12302
2015-11-20,12302
2015-11-21,12302
2015-11-22,12302
2015-11-23,12302
2015-11-24,12302
2015-11-25,12302
2015-11-26,12302
2015-11-27,12302
2015-11-28,12302
2015-11-29,12302
2015-11-30,12302
2015-12-01,12302
2015-12-02,12302
2015-12-03,12302
2015-12-04,12302
2015-12-05,12302
2015-12-06,12302
2015-12-07,12302
2015-12-08,12302
2015-12-09,12302
2015-12-10,12302
2015-12-11,12302
2015-12-12,12302
2015-12-13,12302
2015-12-14,12302
2015-12-15,12302
2015-12-16,12302
2015-12-17,12302
2015-12-18,12302
2015-12-19,12302
2015-12-20,12302
2015-12-21,12302
2015-12-22,12302
2015-12-23,12302
2015-12-24,12302
2015-12-25,12302
2015-12-26,12302
2015-12-27,12302
2015-12-28,12302
2015-12-29,12302
2015-12-30,12302
2015-12-31,12302
2016-01-01,12302
2016-01-02,12302
2016-01-03,12302
2016-01-04,12302
2016-01-05,12302
2016-01-06,12302
2016-01-07,12302
2016-01-08,12302
2016-01-09,12302
2016-01-10,12302
2016-01-11,12302
2016-01-12,12302
2016-01-13,12302
2016-01-14,12302
2016-01-15,12302
2016-01-16,12302
2016-01-17,12302
2016-01-18,12302
2016-01-19,12302
2016-01-20,12302
2016-01-21,12302
2016-01-22,12302
2016-01-23,12302
2016-01-24,12302
2016-01-25,12302
2016-01-26,12302
2016-01-27,12302
2016-01-28,12302
2016-01-29,12302
2016-01-30,12302
2016-01-31,12302
2016-02-01,12302
2016-02-02,12302
2016-02-03,12302
2016-02-04,12302
2016-02-05,12302
2016-02-06,12302
2016-02-07,11714
2016-02-08,11714
2016-02-09,11714
2016-02-10,11714
2016-02-11,11714
2016-02-12,11714
2016-02-13,11714
2016-02-14,11714
2016-02-15,11714
2016-02-16,11714
2016-02-17,11714
2016-02-18,11714
2016-02-19,11714
2016-02-20,11714
2016-02-21,11714
2016-02-22,11714
2016-02-23,11714
2016-02-24,11714
2016-02-25,11714
2016-02-26,11714
2016-02-27,11714
2016-02-28,11714
2016-02-29,11714
2016-03-01,11714
2016-03-02,11714
2016-03-03,11714
2016-03-04,11714
2016-03-05,11714
2016-03-06,11714
2016-03-07,11714
2016-03-08,11714
2016-03-09,11714
2016-03-10,11714
2016-03-11,11714
2016-03-12,11714
2016-03-13,11714
2016-03-14,11714
2016-03-15,11714
2016-03-16,11714
2016-03-17,11714
2016-03-18,11714
2016-03-19,11714
2016-03-20,11714
2016-03-21,11714
2016-03-22,11714
2016-03-23,11714
2016-03-24,11714
2016-03-25,11714
2016-03-26,11714
2016-03-27,11714
2016-03-28,11714
2016-03-29,11714
2016-03-30,11714
2016-03-31,11714
2016-04-01,11714
2016-04-02,11714
2016-04-03,11714
2016-04-04,11714
2016-04-05,11714
2016-04-06,11714
2016-04-07,11714
2016-04-08,11714
2016-04-09,11714
2016-04-10,11714
2016-04-11,11714
2016-04-12,11714
2016-04-13,11714
2016-04-14,11714
2016-04-15,11714
2016-04-16,11714
2016-04-17,11714
2016-04-18,11714
2016-04-19,11714
2016-04-20,11714
2016-04-21,11714
2016-04-22,11714
2016-04-23,11714
2016-04-24,11714
2016-04-25,11714
2016-04-26,11714
2016-04-27,11714
2016-04-28,11714
2016-04-29,11714
2016-04-30,11714
2016-05-01,11714
2016-05-02,11714
2016-05-03,11714
