date_obj,Onyx%20bolts%20(e) price
2016-11-06,8809
2016-11-07,8802
2016-11-08,8808
2016-11-09,8853
2016-11-10,8858
2016-11-11,8818
2016-11-12,8819
2016-11-13,8801
2016-11-14,8805
2016-12-07,8813
2016-12-08,8818
2016-12-09,8826
2016-12-10,8807
2016-12-11,8793
2016-12-12,8802
2016-12-13,8812
2016-12-14,8822
2016-12-15,8844
2016-12-16,8835
2016-12-17,8819
2016-12-18,8830
2016-12-19,8815
2016-12-20,8803
2016-12-21,8804
2016-12-22,8806
2016-12-23,8813
2016-12-24,8807
2016-12-25,8831
2016-12-26,8826
2016-12-27,8827
2016-12-28,8847
2016-12-29,8820
2016-12-30,8818
2016-12-31,8816
2017-01-01,8806
2017-01-02,8806
2017-01-03,8716
2017-01-04,8767
2017-01-05,8780
2017-01-06,8797
2017-01-07,8795
2017-01-08,8856
2017-01-09,8967
2017-01-10,8936
2017-01-11,8866
2017-01-12,8856
2017-01-13,8821
2017-01-14,8809
2017-01-15,8807
2017-01-16,8811
2017-01-17,8822
2017-01-18,8809
2017-01-19,8814
2017-01-20,8813
2017-01-21,8820
2017-01-22,8808
2017-01-27,8797
2017-01-28,8802
2017-01-29,8801
2017-01-30,8801
2017-01-31,8800
2017-02-01,8799
2017-02-02,8794
2017-02-03,8796
2017-02-04,8801
2017-02-05,8799
2017-02-06,8796
2017-02-07,8815
2017-02-08,8839
2017-02-09,8931
2017-02-10,8837
2017-02-11,8793
2017-02-12,8802
2017-02-13,8809
2017-02-14,8789
2017-02-15,8772
2017-02-16,8792
2017-02-18,8798
2017-02-19,8802
2017-02-20,8791
2017-02-21,8803
2017-02-22,8805
2017-02-23,8807
2017-02-24,8803
2017-02-25,8764
2017-02-26,8791
2017-02-27,8801
2017-02-28,8803
2017-03-01,8817
2017-03-02,8822
2017-03-03,8800
2017-03-04,8848
2017-03-05,8796
2017-03-06,8817
2017-03-07,8825
2017-03-08,8829
2017-03-09,8809
2017-03-10,8826
2017-03-11,8846
2017-03-12,8806
2017-03-13,8827
2017-03-14,8874
2017-03-15,8863
2017-03-16,8833
2017-03-17,8847
2017-03-18,8916
2017-03-19,8835
2017-03-20,8846
2017-03-21,8858
2017-03-22,8847
2017-03-23,8829
2017-03-24,8835
2017-03-25,8837
2017-03-26,8904
2017-03-27,8951
2017-03-28,8901
2017-03-29,8921
2017-03-30,8872
2017-03-31,8866
2017-04-01,8840
2017-04-02,8839
2017-04-03,8887
2017-04-04,8943
2017-04-12,9027
2017-04-13,9057
2017-04-14,9055
2017-04-15,9014
2017-04-16,8941
2017-04-17,8861
2017-04-18,8840
2017-04-19,8829
2017-04-20,8807
2017-04-21,8753
2017-04-22,8783
2017-04-23,8777
2017-04-24,8776
2017-04-25,8785
2017-04-26,8791
2017-04-27,8889
2017-04-28,8862
2017-04-29,8865
2017-04-30,8865
2017-05-01,8886
2017-05-02,8900
2017-05-03,8823
2017-05-04,8769
2017-05-05,8819
2017-05-06,8808
2017-05-07,8807
2017-05-08,8804
2017-05-09,8785
2017-05-10,8779
2017-05-11,8801
2017-05-12,8819
2017-05-13,8822
2017-05-14,8795
2017-05-15,8782
2017-05-16,8793
2017-05-17,8803
2017-05-18,8788
2017-05-19,8784
2017-05-20,8781
2017-05-21,8880
2017-05-22,8824
2017-05-23,8810
2017-05-24,8832
2017-05-25,8797
2017-05-26,8781
2017-05-27,8752
2017-05-28,8761
2017-05-29,8768
2017-05-30,8781
2017-05-31,8795
2017-06-01,8749
2017-06-02,8785
2017-06-03,8782
2017-06-06,8782
2017-06-07,8776
2017-06-08,8789
2017-06-09,8783
2017-06-10,8771
2017-06-11,8772
2017-06-12,8775
2017-06-13,8808
2017-06-14,8805
2017-06-15,8791
2017-06-16,8792
2017-06-17,8805
2017-06-18,8793
2017-06-19,8801
2017-06-20,8786
2017-06-21,8804
2017-06-22,8782
2017-06-23,8766
2017-06-24,8742
2017-06-25,8755
2017-06-26,8770
2017-06-27,8784
2017-06-28,8774
2017-06-29,8800
2017-06-30,8781
2017-07-01,8786
2017-07-02,8792
2017-07-03,8793
2017-07-04,8789
2017-07-05,8817
2017-07-06,8772
2017-07-07,8805
2017-07-08,8812
2017-07-13,8791
2017-07-14,8774
2017-07-15,8806
2017-07-16,8789
2017-07-17,8792
2017-07-18,8794
2017-07-19,8787
2017-07-20,8766
2017-07-21,8788
2017-07-22,8800
2017-07-23,8805
2017-07-24,8810
2017-07-25,8811
2017-07-26,8817
2017-07-27,8799
2017-07-28,8808
2017-07-29,8777
2017-07-30,8798
2017-07-31,8798
2017-08-01,8793
2017-08-02,8796
2017-08-03,8799
2017-08-04,8802
2017-08-05,8754
2017-08-06,8780
2017-08-09,8751
2017-08-10,8796
2017-08-11,8828
2017-08-12,8783
2017-08-13,8792
2017-08-14,8769
2017-08-15,8789
2017-08-17,8793
2017-08-18,8795
2017-08-19,8805
2017-08-20,8790
2017-08-21,8794
2017-08-22,8769
2017-08-23,8810
2017-08-24,8787
2017-08-25,8695
2017-08-26,8781
2017-08-27,8787
2017-08-28,8800
2017-08-29,8769
2017-08-30,8790
2017-08-31,8794
2017-09-01,8797
2017-09-02,8788
2017-09-03,8786
2017-09-04,8783
2017-09-05,8795
2017-09-06,8756
2017-09-07,8793
2017-09-08,8778
2017-09-09,8797
2017-09-10,8794
2017-09-11,8762
2017-09-12,8728
2017-09-13,8780
2017-09-14,8793
2017-09-15,8803
2017-09-16,8800
2017-09-17,8793
2017-09-19,8803
2017-09-20,8794
2017-09-21,8791
2017-09-22,8716
2017-09-23,8786
2017-09-24,8732
2017-09-25,8761
2017-09-26,8775
2017-09-27,8740
2017-09-28,8756
2017-09-29,8771
2017-09-30,8765
2017-10-01,8783
2017-10-02,8786
2017-10-03,8787
2017-10-04,8790
2017-10-05,8757
2017-10-06,8783
2017-10-07,8776
2017-10-08,8715
2017-10-09,8781
2017-10-10,8793
2017-10-11,8806
2017-10-12,8811
2017-10-13,8787
2017-10-14,8772
2017-10-15,8764
2017-10-16,8772
2017-10-17,8794
2017-10-18,8784
2017-10-19,8734
2017-10-20,8698
2017-10-21,8732
2017-10-22,8769
2017-10-23,8711
2017-10-24,8737
2017-10-25,8769
2017-10-26,8786
2017-10-27,8751
2017-10-28,8751
2017-10-29,8754
2017-10-30,8752
2017-10-31,8773
2017-11-01,8795
2017-11-02,8792
2017-11-03,8760
2017-11-04,8784
2017-11-05,8746
2017-11-06,8773
2017-11-07,8779
2017-11-08,8758
2017-11-09,8748
2017-11-10,8771
2017-11-11,8751
2017-11-12,8753
2017-11-13,8773
2017-11-14,8782
2017-11-15,8789
2017-11-16,8791
2017-11-17,8785
2017-11-18,8808
2017-11-19,8802
2017-11-20,8788
2017-11-21,8776
2017-11-22,8767
2017-11-23,8757
2017-11-24,8768
2017-11-25,8770
2017-11-26,8773
2017-11-27,8781
2017-11-28,8785
2017-11-29,8790
2017-11-30,8786
2017-12-01,8773
2017-12-02,8726
2017-12-03,8761
2017-12-04,8762
2017-12-05,8779
2017-12-06,8774
2017-12-07,8780
2017-12-08,8777
2017-12-09,8779
2017-12-10,8786
2017-12-11,8775
2017-12-12,8772
2017-12-14,8788
2017-12-15,8778
2017-12-16,8753
2017-12-17,8782
2017-12-18,8792
2017-12-19,8798
2017-12-20,8798
2017-12-21,8798
2017-12-22,8784
2017-12-23,8786
2017-12-24,8767
2017-12-25,8756
2017-12-26,8722
2017-12-27,8738
2017-12-28,8754
2017-12-29,8746
2017-12-30,8755
2017-12-31,8770
2018-01-01,8768
2018-01-02,8726
2018-01-03,8735
2018-01-04,8708
2018-01-05,8723
2018-01-06,8693
2018-01-07,8749
2018-01-08,8744
2018-01-09,8685
2018-01-10,8762
2018-01-11,8760
2018-01-12,8767
2018-01-13,8746
2018-01-14,8737
2018-01-15,8763
2018-01-16,8772
2018-01-17,8768
2018-01-18,8775
2018-01-19,8778
2018-01-20,8765
2018-01-21,8771
2018-01-22,8770
2018-01-23,8773
2018-01-24,8783
2018-01-25,8776
2018-01-26,8771
2018-01-27,8775
2018-01-28,8784
2018-01-29,8786
2018-01-31,8772
2018-02-01,8737
2018-02-02,8794
2018-02-03,8775
2018-02-04,8758
2018-02-05,8757
2018-02-06,8754
2018-02-07,8763
2018-02-08,8714
2018-02-09,8654
2018-02-10,8648
2018-02-11,8650
2018-02-12,8704
2018-02-13,8706
2018-02-14,8695
2018-02-15,8694
2018-02-16,8707
2018-02-17,8694
2018-02-18,8720
2018-02-19,8723
2018-02-20,8736
2018-02-21,8750
2018-02-22,8763
2018-02-23,8773
2018-02-24,8773
2018-02-25,8781
2018-02-26,8787
2018-02-27,8786
2018-03-01,8772
2018-03-02,8772
2018-03-03,8773
2018-03-04,8768
2018-03-05,8776
2018-03-06,8774
2018-03-07,8764
2018-03-08,8753
2018-03-09,8751
2018-03-10,8770
2018-03-11,8767
2018-03-12,8775
2018-03-13,8775
2018-03-14,8785
2018-03-15,8793
2018-03-16,8778
2018-03-17,8770
2018-03-18,8779
2018-03-19,8778
2018-03-20,8780
2018-03-21,8788
2018-03-23,8779
2018-03-24,8761
2018-03-26,8773
2018-03-27,8769
2018-03-28,8761
2018-03-29,8765
2018-03-30,8744
2018-03-31,8702
2018-04-01,8744
2018-04-02,8756
2018-04-03,8781
2018-04-04,8779
2018-04-05,8772
2018-04-06,8776
2018-04-08,8765
2018-04-09,8770
2018-04-10,8772
2018-04-11,8772
2018-04-12,8777
2018-04-13,8778
2018-04-14,8773
2018-04-15,8777
2018-04-16,8778
2018-04-17,8769
2018-04-18,8768
2018-04-19,8778
2018-04-20,8781
2018-04-21,8773
2018-04-22,8773
2018-04-23,8780
2018-04-24,8784
2018-04-25,8781
2018-04-26,8761
2018-04-27,8751
2018-04-28,8769
2018-04-29,8750
2018-04-30,8772
2018-05-01,8784
2018-05-02,8764
2018-05-04,8768
2018-05-05,8766
2018-05-06,8768
2018-05-07,8782
2018-05-08,8771
2018-05-09,8757
2018-05-10,8743
2018-05-11,8673
2018-05-12,8729
2018-05-13,8770
2018-05-14,8768
2018-05-15,8757
2018-05-16,8771
2018-05-17,8756
2018-05-18,8763
2018-05-19,8776
2018-05-20,8777
2018-05-21,8778
2018-05-22,8780
2018-05-23,8772
2018-05-24,8751
2018-05-25,8761
2018-05-26,8738
2018-05-27,8734
2018-05-28,8759
2018-05-29,8765
2018-05-30,8770
2018-05-31,8777
2018-06-01,8767
2018-06-02,8778
2018-06-03,8784
2018-06-04,8744
2018-06-05,8752
2018-06-06,8759
2018-06-07,8729
2018-06-08,8744
2018-06-09,8731
2018-06-10,8723
2018-06-11,8719
2018-06-12,8708
2018-06-13,8723
2018-06-14,8729
2018-06-15,8748
2018-06-16,8746
2018-06-17,8749
2018-06-18,8747
2018-06-19,8752
2018-06-20,8759
2018-06-21,8773
2018-06-22,8779
2018-06-23,8761
2018-06-24,8776
2018-06-25,8761
2018-06-26,8763
2018-06-27,8770
2018-06-28,8762
2018-06-29,8745
2018-06-30,8773
2018-07-01,8770
2018-07-02,8762
2018-07-03,8719
2018-07-04,8748
2018-07-05,8773
2018-07-06,8788
2018-07-07,8749
2018-07-08,8774
2018-07-09,8775
2018-07-10,8780
2018-07-11,8774
2018-07-12,8780
2018-07-13,8764
2018-07-14,8736
2018-07-15,8756
2018-07-16,8758
2018-07-17,8740
2018-07-18,8771
2018-07-19,8767
2018-07-20,8786
2018-07-21,8775
2018-07-22,8771
2018-07-23,8779
2018-07-24,8765
2018-07-25,8768
2018-07-26,8769
2018-07-27,8740
2018-07-28,8745
2018-07-29,8759
2018-07-30,8756
2018-07-31,8742
2018-08-01,8753
2018-08-02,8760
2018-08-03,8752
2018-08-04,8768
2018-08-05,8770
2018-08-06,8769
2018-08-07,8757
2018-08-08,8745
2018-08-09,8745
2018-08-10,8745
2018-08-11,8748
2018-08-12,8719
2018-08-14,8723
2018-08-16,8703
2018-08-17,8718
2018-08-18,8722
2018-08-19,8737
2018-08-20,8733
2018-08-21,8744
2018-08-22,8755
2018-08-23,8744
2018-08-24,8742
2018-08-25,8736
2018-08-26,8730
2018-08-27,8716
2018-08-28,8692
2018-08-29,8724
2018-08-30,8733
2018-08-31,8731
2018-09-01,8718
2018-09-02,8739
2018-09-03,8735
2018-09-04,8711
2018-09-05,8728
2018-09-06,8755
2018-09-07,8756
2018-09-08,8728
2018-09-09,8710
2018-09-10,8744
2018-09-11,8747
2018-09-12,8756
2018-09-13,8714
2018-09-14,8747
2018-09-15,8754
2018-09-16,8762
2018-09-17,8754
2018-09-18,8751
2018-09-19,8723
2018-09-20,8737
2018-09-21,8730
2018-09-22,8731
2018-09-23,8722
2018-09-24,8746
2018-09-25,8748
2018-09-26,8756
2018-09-27,8746
2018-09-28,8733
2018-09-29,8697
2018-09-30,8660
2018-10-02,8703
2018-10-03,8726
2018-10-04,8757
2018-10-05,8748
2018-10-06,8730
2018-10-07,8710
2018-10-08,8726
2018-10-09,8721
2018-10-10,8740
2018-10-11,8733
2018-10-12,8719
2018-10-13,8737
2018-10-14,8738
2018-10-15,8740
2018-10-16,8749
2018-10-17,8755
2018-10-18,8753
2018-10-19,8744
2018-10-20,8774
2018-10-21,8732
2018-10-22,8731
2018-10-23,8745
2018-10-24,8769
2018-10-25,8765
2018-10-26,8754
2018-10-27,8764
2018-10-28,8732
2018-10-29,8777
2018-10-30,8758
2018-10-31,8746
2018-11-01,8754
2018-11-03,8733
2018-11-04,8745
2018-11-05,8741
2018-11-06,8727
2018-11-07,8713
2018-11-08,8718
2018-11-09,8725
2018-11-10,8731
2018-11-11,8723
2018-11-12,8721
2018-11-13,8683
2018-11-15,8667
2018-11-16,8653
2018-11-17,8677
2018-11-18,8685
2018-11-19,8690
2018-11-20,8700
2018-11-21,8712
2018-11-22,8700
2018-11-23,8706
2018-11-24,8693
2018-11-25,8708
2018-11-26,8723
2018-11-27,8724
2018-11-28,8731
2018-11-29,8726
2018-12-01,8714
2018-12-02,8724
2018-12-03,8716
2018-12-04,8715
2018-12-05,8723
2018-12-07,8722
2018-12-09,8738
2018-12-10,8734
2018-12-11,8724
2018-12-12,8736
2018-12-13,8732
2018-12-14,8732
2018-12-15,8735
2018-12-16,8748
2018-12-17,8743
2018-12-18,8744
2018-12-19,8741
2018-12-20,8740
2018-12-21,8738
2018-12-22,8705
2018-12-23,8735
2018-12-24,8744
2018-12-25,8725
2018-12-26,8719
2018-12-27,8698
2018-12-28,8719
2018-12-29,8705
2018-12-30,8720
2018-12-31,8714
2019-01-01,8646
2019-01-02,8669
2019-01-03,8687
2019-01-04,8707
2019-01-05,8696
2019-01-06,8700
2019-01-08,8646
2019-01-10,8702
2019-01-11,8685
2019-01-12,8694
2019-01-13,8697
2019-01-14,8710
2019-01-15,8710
2019-01-16,8707
2019-01-17,8714
2019-01-18,8727
2019-01-19,8719
2019-01-20,8720
2019-01-21,8687
2019-01-22,8705
2019-01-23,8714
2019-01-24,8723
2019-01-25,8720
2019-01-26,8713
2019-01-27,8719
2019-01-28,8721
2019-01-29,8735
2019-01-30,8731
2019-01-31,8737
2019-02-01,8737
2019-02-02,8733
2019-02-03,8739
2019-02-04,8756
2019-02-05,8754
2019-02-06,8744
2019-02-07,8729
2019-02-08,8736
2019-02-09,8748
2019-02-10,8737
2019-02-11,8742
2019-02-12,8760
2019-02-13,8748
2019-02-14,8749
2019-02-15,8740
2019-02-16,8741
2019-02-17,8739
2019-02-18,8739
2019-02-19,8741
2019-02-20,8733
2019-02-21,8747
2019-02-22,8744
2019-02-23,8751
2019-02-24,8765
2019-02-25,8764
2019-02-26,8760
2019-02-27,8747
2019-02-28,8722
2019-03-01,8736
2019-03-02,8739
2019-03-03,8740
2019-03-04,8757
2019-03-05,8752
2019-03-06,8768
2019-03-07,8771
2019-03-08,8772
2019-03-09,8762
2019-03-10,8756
2019-03-11,8731
2019-03-12,8725
2019-03-13,8740
2019-03-14,8740
2019-03-15,8718
2019-03-16,8691
2019-03-17,8705
2019-03-18,8716
2019-03-19,8722
2019-03-20,8726
2019-03-21,8736
2019-03-22,8730
2019-03-23,8730
2019-03-24,8725
2019-03-25,8729
2019-03-26,8732
2019-03-27,8736
2019-03-28,8732
2019-03-29,8740
2019-03-30,8744
2019-03-31,8745
2019-04-01,8741
2019-04-02,8743
2019-04-03,8726
2019-04-04,8679
2019-04-05,8706
