date_obj,Jade%20ring price
2018-03-27,1599
2018-03-28,1599
2018-03-29,1599
2018-03-30,1599
2018-03-31,1599
2018-04-01,1599
2018-04-02,1599
2018-04-03,1599
2018-04-04,1599
2018-04-05,1599
2018-04-06,1599
2018-04-07,1599
2018-04-08,1599
2018-04-09,1599
2018-04-10,1599
2018-04-11,1599
2018-04-12,1599
2018-04-13,1599
2018-04-14,1599
2018-04-15,1599
2018-04-16,1599
2018-04-17,1519
2018-04-18,1519
2018-04-19,1519
2018-04-20,1519
2018-04-21,1519
2018-04-22,1519
2018-04-23,1519
2018-04-24,1519
2018-04-25,1519
2018-04-26,1519
2018-04-27,1519
2018-04-28,1519
2018-04-29,1519
2018-04-30,1519
2018-05-01,1519
2018-05-04,1519
2018-05-05,1519
2018-05-06,1519
2018-05-07,1519
2018-05-08,1519
2018-05-09,1519
2018-05-10,1519
2018-05-11,1519
2018-05-12,1519
2018-05-13,1519
2018-05-14,1519
2018-05-15,1519
2018-05-16,1519
2018-05-17,1519
2018-05-18,1519
2018-05-19,1519
2018-05-20,1519
2018-05-21,1519
2018-05-22,1519
2018-05-23,1519
2018-05-24,1519
2018-05-25,1519
2018-05-26,1519
2018-05-27,1519
2018-05-28,1519
2018-05-29,1519
2018-05-30,1519
2018-05-31,1519
2018-06-01,1519
2018-06-02,1519
2018-06-03,1519
2018-06-04,1519
2018-06-05,1519
2018-06-06,1519
2018-06-07,1519
2018-06-08,1519
2018-06-09,1519
2018-06-10,1519
2018-06-11,1519
2018-06-12,1519
2018-06-13,1519
2018-06-14,1519
2018-06-15,1519
2018-06-16,1519
2018-06-17,1519
2018-06-18,1519
2018-06-19,1519
2018-06-20,1519
2018-06-21,1519
2018-06-22,1519
2018-06-23,1519
2018-06-24,1448
2018-06-25,1448
2018-06-26,1448
2018-06-27,1448
2018-06-28,1448
2018-06-29,1448
2018-06-30,1448
2018-07-01,1448
2018-07-02,1448
2018-07-03,1448
2018-07-04,1448
2018-07-05,1448
2018-07-06,1448
2018-07-07,1448
2018-07-08,1448
2018-07-09,1448
2018-07-10,1448
2018-07-11,1448
2018-07-12,1448
2018-07-13,1448
2018-07-14,1448
2018-07-15,1448
2018-07-16,1448
2018-07-17,1448
2018-07-18,1448
2018-07-19,1448
2018-07-20,1448
2018-07-21,1448
2018-07-22,1448
2018-07-23,1448
2018-07-24,1448
2018-07-25,1448
2018-07-26,1448
2018-07-27,1448
2018-07-28,1448
2018-07-29,1448
2018-07-30,1448
2018-07-31,1448
2018-08-01,1448
2018-08-02,1448
2018-08-03,1448
2018-08-04,1448
2018-08-05,1448
2018-08-06,1448
2018-08-07,1448
2018-08-08,1448
2018-08-09,1448
2018-08-10,1448
2018-08-11,1448
2018-08-12,1448
2018-08-14,1448
2018-08-16,1448
2018-08-17,1448
2018-08-18,1448
2018-08-19,1448
2018-08-20,1448
2018-08-21,1448
2018-08-22,1379
2018-08-23,1379
2018-08-24,1379
2018-08-25,1379
2018-08-26,1379
2018-08-27,1379
2018-08-28,1379
2018-08-29,1379
2018-08-30,1379
2018-08-31,1379
2018-09-01,1379
2018-09-02,1379
2018-09-03,1379
2018-09-04,1379
2018-09-05,1379
2018-09-06,1379
2018-09-07,1379
2018-09-08,1379
2018-09-09,1379
2018-09-10,1379
2018-09-11,1379
2018-09-12,1379
2018-09-13,1379
2018-09-14,1379
2018-09-15,1379
2018-09-16,1379
2018-09-17,1379
2018-09-18,1379
2018-09-19,1379
2018-09-20,1379
2018-09-21,1379
2018-09-22,1379
2018-09-23,1379
2018-09-24,1379
2018-09-25,1379
2018-09-26,1379
2018-09-27,1379
2018-09-28,1316
2018-09-29,1316
2018-09-30,1316
2018-10-02,1316
2018-10-03,1316
2018-10-04,1316
2018-10-05,1316
2018-10-06,1316
2018-10-07,1316
2018-10-08,1316
2018-10-09,1316
2018-10-10,1316
2018-10-11,1316
2018-10-12,1316
2018-10-13,1316
2018-10-14,1316
2018-10-15,1316
2018-10-16,1316
2018-10-17,1316
2018-10-18,1316
2018-10-19,1316
2018-10-20,1316
2018-10-21,1316
2018-10-22,1316
2018-10-23,1316
2018-10-24,1316
2018-10-25,1316
2018-10-26,1316
2018-10-27,1316
2018-10-28,1316
2018-10-29,1316
2018-10-30,1316
2018-10-31,1316
2018-11-01,1252
2018-11-03,1252
2018-11-04,1252
2018-11-05,1252
2018-11-06,1252
2018-11-07,1252
2018-11-08,1252
2018-11-09,1252
2018-11-10,1252
2018-11-11,1252
2018-11-12,1252
2018-11-13,1252
2018-11-14,1252
2018-11-15,1252
2018-11-16,1252
2018-11-17,1252
2018-11-18,1194
2018-11-19,1194
2018-11-20,1194
2018-11-21,1194
2018-11-22,1194
2018-11-23,1194
2018-11-24,1194
2018-11-25,1194
2018-11-26,1194
2018-11-27,1194
2018-11-28,1194
2018-11-29,1194
2018-12-01,1194
2018-12-02,1194
2018-12-03,1137
2018-12-04,1137
2018-12-05,1137
2018-12-07,1137
2018-12-09,1137
2018-12-10,1137
2018-12-11,1137
2018-12-12,1137
2018-12-13,1137
2018-12-14,1137
2018-12-15,1137
2018-12-16,1137
2018-12-17,1137
2018-12-18,1137
2018-12-19,1137
2018-12-20,1085
2018-12-21,1085
2018-12-22,1085
2018-12-23,1085
2018-12-24,1085
2018-12-25,1085
2018-12-26,1085
2018-12-27,1085
2018-12-28,1085
2018-12-29,1085
2018-12-30,1085
2018-12-31,1085
2019-01-01,1085
2019-01-02,1085
2019-01-03,1085
2019-01-04,1085
2019-01-05,1085
2019-01-06,1085
2019-01-08,1033
2019-01-10,1033
2019-01-11,1033
2019-01-12,1033
2019-01-13,1033
2019-01-14,1033
2019-01-15,1033
2019-01-16,1033
2019-01-17,1033
2019-01-18,1033
2019-01-19,1033
2019-01-20,1033
2019-01-22,1033
2019-01-23,1033
2019-01-24,1033
2019-01-25,1033
2019-01-26,1033
2019-01-27,1033
2019-01-28,985
2019-01-29,985
2019-01-30,985
2019-01-31,985
2019-02-01,985
2019-02-02,985
2019-02-03,985
2019-02-04,985
2019-02-05,985
2019-02-06,985
2019-02-07,985
2019-02-08,985
2019-02-09,985
2019-02-10,985
2019-02-11,985
2019-02-12,985
2019-02-13,985
2019-02-14,985
2019-02-15,985
2019-02-16,985
2019-02-17,985
2019-02-18,985
2019-02-19,985
2019-02-20,985
2019-02-21,985
2019-02-22,985
2019-02-23,985
2019-02-24,985
2019-02-25,937
2019-02-26,937
2019-02-27,937
2019-02-28,937
2019-03-01,937
2019-03-02,937
2019-03-03,937
2019-03-04,937
2019-03-05,937
2019-03-06,937
2019-03-07,937
2019-03-08,937
2019-03-09,937
2019-03-10,937
2019-03-11,937
2019-03-12,937
2019-03-13,937
2019-03-14,937
2019-03-15,937
2019-03-16,937
2019-03-17,937
2019-03-18,937
2019-03-19,937
2019-03-20,937
2019-03-21,937
2019-03-22,937
2019-03-23,937
2019-03-24,937
2019-03-25,937
2019-03-26,937
2019-03-27,937
2019-03-28,937
2019-03-29,937
2019-03-30,937
2019-03-31,937
2019-04-01,937
2019-04-02,937
2019-04-03,937
2019-04-04,937
2019-04-05,891
2019-04-06,891
2019-04-07,891
2019-04-08,891
2019-04-09,891
2019-04-10,891
2019-04-11,891
2019-04-12,891
2019-04-13,891
2019-04-14,891
2019-04-15,891
2019-04-16,891
2019-04-17,891
2019-04-18,891
2019-04-19,891
2019-04-20,891
2019-04-21,891
2019-04-22,891
2019-04-23,891
2019-04-24,891
2019-04-25,891
2019-04-26,891
2019-04-27,891
2019-04-28,891
2019-04-29,891
2019-04-30,891
2019-05-01,891
2019-05-02,891
2019-05-03,891
2019-05-04,891
2019-05-05,891
2019-05-06,891
2019-05-07,891
2019-05-08,891
2019-05-09,891
2019-05-10,891
2019-05-11,891
2019-05-12,891
2019-05-13,891
2019-05-14,891
2019-05-15,891
2019-05-16,891
2019-05-17,891
2019-05-18,891
2019-05-19,891
2019-05-20,878
2019-05-21,878
2019-05-22,878
2019-05-23,878
2019-05-24,878
2019-05-25,878
2019-05-26,878
2019-05-27,878
2019-05-28,878
2019-05-29,878
2019-05-30,878
2019-05-31,878
2019-06-01,878
2019-06-02,878
2019-06-03,878
2019-06-04,878
2019-06-05,878
2019-06-06,878
2019-06-07,878
2019-06-08,878
2019-06-09,878
2019-06-10,878
2019-06-11,878
2019-06-12,878
2019-06-13,878
2019-06-14,878
2019-06-15,878
2019-06-16,878
2019-06-17,878
2019-06-18,878
2019-06-19,878
2019-06-20,878
2019-06-21,878
2019-06-22,878
2019-06-23,878
2019-06-24,896
2019-06-25,896
2019-06-26,896
2019-06-27,896
2019-06-28,896
2019-06-29,896
2019-06-30,896
2019-07-01,896
2019-07-02,896
2019-07-03,896
2019-07-04,896
2019-07-05,896
2019-07-06,896
2019-07-07,896
2019-07-08,896
2019-07-09,896
2019-07-10,896
2019-07-11,896
2019-07-12,896
2019-07-13,896
2019-07-14,896
2019-07-15,896
2019-07-16,896
2019-07-17,896
2019-07-18,896
2019-07-19,896
2019-07-20,896
2019-07-21,896
2019-07-22,896
2019-07-23,896
2019-07-24,896
2019-07-25,896
2019-07-26,896
2019-07-27,896
2019-07-28,896
2019-07-29,896
2019-07-30,896
2019-07-31,896
2019-08-01,896
2019-08-02,896
2019-08-03,896
2019-08-04,896
2019-08-05,896
2019-08-06,896
2019-08-07,896
2019-08-08,896
2019-08-09,896
2019-08-10,896
2019-08-11,896
2019-08-12,896
2019-08-13,896
2019-08-14,896
2019-08-15,852
2019-08-16,852
2019-08-17,852
2019-08-18,852
2019-08-19,852
2019-08-20,852
2019-08-21,852
2019-08-22,852
2019-08-23,852
2019-08-24,852
2019-08-24,852
2019-08-25,852
2019-08-25,852
2019-08-26,852
2019-08-26,852
2019-08-27,852
2019-08-27,852
2019-08-28,852
2019-08-29,852
2019-08-30,852
2019-08-31,852
2019-09-01,852
2019-09-02,852
2019-09-03,852
2019-09-04,852
2019-09-05,852
2019-09-06,852
2019-09-07,852
2019-09-08,852
2019-09-09,852
2019-09-10,852
2019-09-11,852
2019-09-12,852
2019-09-13,852
2019-09-14,852
2019-09-15,852
2019-09-16,852
2019-09-17,852
2019-09-18,852
2019-09-19,852
2019-09-20,852
2019-09-21,852
2019-09-22,852
2019-09-23,852
2019-09-24,852
2019-09-25,852
2019-09-26,852
2019-09-27,852
2019-09-28,852
2019-09-29,852
2019-09-30,852
2019-10-01,852
2019-10-02,852
2019-10-03,852
2019-10-04,852
2019-10-05,852
2019-10-06,852
2019-10-07,852
2019-10-08,816
2019-10-09,816
2019-10-10,816
2019-10-11,816
2019-10-12,816
2019-10-13,816
2019-10-14,816
2019-10-15,816
2019-10-16,816
2019-10-17,816
2019-10-18,816
2019-10-19,816
2019-10-20,816
2019-10-21,816
2019-10-22,816
2019-10-23,816
2019-10-24,816
2019-10-25,816
2019-10-26,816
2019-10-27,816
2019-10-28,816
2019-10-29,816
2019-10-30,816
2019-10-31,816
2019-11-01,816
2019-11-02,816
2019-11-03,816
2019-11-04,816
2019-11-05,816
2019-11-06,816
2019-11-07,816
2019-11-08,816
2019-11-09,816
2019-11-10,816
2019-11-11,816
2019-11-12,816
2019-11-13,816
2019-11-14,816
2019-11-15,816
2019-11-16,816
2019-11-17,816
2019-11-18,816
2019-11-19,816
2019-11-20,816
2019-11-21,816
2019-11-22,816
2019-11-23,816
2019-11-24,816
2019-11-25,816
2019-11-26,816
2019-11-27,816
2019-11-28,816
2019-11-29,816
2019-11-30,816
2019-12-01,816
2019-12-02,816
2019-12-03,816
2019-12-04,816
2019-12-05,816
2019-12-06,816
2019-12-07,816
2019-12-08,816
2019-12-09,816
2019-12-10,810
2019-12-11,810
2019-12-12,810
2019-12-13,810
2019-12-14,810
2019-12-15,810
2019-12-16,810
2019-12-17,810
2019-12-18,810
2019-12-19,810
2019-12-20,810
2019-12-21,810
2019-12-22,810
2019-12-23,810
2019-12-24,810
2019-12-25,810
2019-12-26,810
2019-12-27,810
2019-12-28,810
2019-12-29,810
2019-12-30,810
2019-12-31,810
2020-01-01,810
2020-01-02,810
2020-01-03,810
2020-01-04,810
2020-01-05,810
2020-01-06,810
2020-01-07,810
2020-01-08,810
2020-01-09,810
2020-01-10,810
2020-01-11,810
2020-01-12,810
2020-01-13,810
2020-01-14,810
2020-01-15,810
2020-01-16,810
2020-01-17,810
2020-01-18,810
2020-01-19,810
2020-01-20,810
2020-01-21,810
2020-01-22,810
2020-01-23,810
2020-01-24,810
2020-01-25,810
2020-01-26,810
2020-01-27,810
2020-01-28,810
2020-01-29,810
2020-01-30,810
2020-01-31,801
2020-02-01,801
2020-02-02,801
2020-02-03,801
2020-02-04,801
2020-02-05,801
2020-02-06,801
2020-02-07,801
2020-02-08,801
2020-02-09,801
2020-02-10,801
2020-02-11,801
2020-02-12,801
2020-02-13,801
2020-02-14,801
2020-02-15,801
2020-02-16,801
2020-02-17,801
2020-02-18,801
2020-02-19,801
2020-02-20,801
2020-02-21,801
2020-02-22,801
2020-02-23,801
2020-02-24,801
2020-02-25,801
2020-02-26,801
2020-02-27,801
2020-02-28,801
2020-02-29,801
2020-03-01,801
2020-03-02,801
2020-03-03,801
2020-03-04,801
2020-03-05,801
2020-03-06,801
2020-03-07,801
2020-03-08,801
2020-03-09,801
2020-03-10,801
2020-03-11,801
2020-03-12,801
2020-03-13,801
2020-03-14,801
2020-03-15,801
2020-03-16,772
2020-03-17,772
2020-03-18,772
2020-03-19,772
2020-03-20,772
2020-03-21,772
2020-03-22,772
2020-03-23,772
2020-03-24,772
2020-03-25,772
2020-03-26,772
2020-03-27,772
2020-03-28,772
2020-03-29,772
2020-03-30,772
2020-03-31,772
2020-04-01,772
2020-04-02,772
2020-04-03,772
2020-04-04,772
2020-04-05,772
2020-04-06,772
2020-04-07,772
2020-04-08,772
2020-04-09,772
2020-04-10,772
2020-04-11,772
2020-04-12,772
2020-04-13,772
2020-04-14,772
2020-04-15,772
2020-04-16,772
2020-04-17,772
2020-04-18,772
2020-04-19,772
2020-04-20,772
2020-04-21,772
2020-04-22,751
2020-04-23,751
2020-04-24,751
2020-04-25,751
2020-04-26,751
2020-04-27,751
2020-04-28,751
2020-04-29,751
2020-04-30,751
2020-05-01,751
2020-05-02,751
2020-05-03,751
2020-05-04,751
2020-05-05,751
2020-05-06,751
2020-05-07,751
2020-05-08,751
2020-05-09,751
2020-05-10,751
2020-05-11,751
2020-05-12,751
2020-05-13,751
