date_obj,Odium%20shard%203 price
2015-03-26,6400000
2015-03-27,6400000
2015-03-28,6400000
2015-03-29,6400000
2015-03-30,6400000
2015-03-31,6400000
2015-04-01,6400000
2015-04-02,6400000
2015-04-03,6400000
2015-04-04,6400000
2015-04-05,6400000
2015-04-06,6400000
2015-04-07,6400000
2015-04-08,6400000
2015-04-09,6400000
2015-04-10,6400000
2015-04-11,6400000
2015-04-12,6400000
2015-04-13,6400000
2015-04-14,6400000
2015-04-15,6400000
2015-04-16,6400000
2015-04-17,6400000
2015-04-18,6400000
2015-04-19,6400000
2015-04-20,6400000
2015-04-21,6400000
2015-04-22,6400000
2015-04-23,6165016
2015-04-24,6165016
2015-04-25,6165016
2015-04-26,6165016
2015-04-27,6165016
2015-04-28,6165016
2015-04-29,6165016
2015-04-30,6165016
2015-05-01,6165016
2015-05-02,6165016
2015-05-03,6165016
2015-05-04,6165016
2015-05-05,6165016
2015-05-06,6165016
2015-05-07,6165016
2015-05-08,6165016
2015-05-09,6165016
2015-05-10,6165016
2015-05-11,6165016
2015-05-12,6165016
2015-05-13,6165016
2015-05-14,6165016
2015-05-15,6165016
2015-05-16,6165016
2015-05-17,6165016
2015-05-18,6165016
2015-05-19,6165016
2015-05-20,6165016
2015-05-21,6165016
2015-05-22,6165016
2015-05-23,6165016
2015-05-24,6165016
2015-05-25,6165016
2015-05-26,6165016
2015-05-27,6165016
2015-05-28,5861116
2015-05-29,5861116
2015-05-30,5861116
2015-05-31,5861116
2015-06-01,5861116
2015-06-02,5861116
2015-06-03,5861116
2015-06-04,5861116
2015-06-05,5861116
2015-06-06,5861116
2015-06-07,5861116
2015-06-08,5861116
2015-06-09,5861116
2015-06-10,5861116
2015-06-11,5861116
2015-06-12,5861116
2015-06-13,5861116
2015-06-14,5861116
2015-06-15,5861116
2015-06-16,5861116
2015-06-17,5861116
2015-06-18,5861116
2015-06-19,5861116
2015-06-20,5861116
2015-06-21,5861116
2015-06-22,5861116
2015-06-23,5861116
2015-06-24,5861116
2015-06-25,5861116
2015-06-26,5861116
2015-06-27,5861116
2015-06-28,5861116
2015-06-29,5861116
2015-06-30,5861116
2015-07-01,5574268
2015-07-02,5574268
2015-07-03,5574268
2015-07-04,5574268
2015-07-05,5574268
2015-07-06,5574268
2015-07-07,5574268
2015-07-08,5574268
2015-07-09,5574268
2015-07-10,5574268
2015-07-11,5574268
2015-07-12,5574268
2015-07-13,5574268
2015-07-14,5574268
2015-07-15,5574268
2015-07-16,5574268
2015-07-17,5574268
2015-07-18,5574268
2015-07-19,5574268
2015-07-20,5574268
2015-07-21,5574268
2015-07-22,5574268
2015-07-23,5574268
2015-07-24,5574268
2015-07-25,5574268
2015-07-26,5574268
2015-07-27,5574268
2015-07-28,5574268
2015-07-29,5574268
2015-07-30,5574268
