date_obj,Shaikahan%20bones price
2015-09-19,23436
2015-09-20,22667
2015-09-21,22667
2015-09-22,22667
2015-09-23,22667
2015-09-24,22667
2015-09-25,22667
2015-09-27,22667
2015-09-28,22667
2015-09-29,22667
2015-09-30,22667
2015-10-05,22428
2015-10-06,22428
2015-10-07,22428
2015-10-08,22428
2015-10-09,22428
2015-10-10,22428
2015-10-11,22428
2015-10-12,22428
2015-10-13,22428
2015-10-14,22428
2015-10-15,22428
2015-10-16,22428
2015-10-17,22428
2015-10-18,22428
2015-10-19,22428
2015-10-20,22428
2015-10-22,21452
2015-10-23,21452
2015-10-24,21452
2015-10-25,21452
2015-10-26,21452
2015-10-27,21452
2015-10-29,21452
2015-10-30,21452
2015-10-31,21452
2015-11-01,21452
2015-11-02,21452
2015-11-03,20379
2015-11-04,20379
2015-11-05,20379
2015-11-06,20379
2015-11-07,20379
2015-11-08,20379
2015-11-09,20379
2015-11-10,20379
2015-11-11,20379
2015-11-12,20379
2015-11-13,20379
2015-11-14,20379
2015-11-15,20379
2015-11-16,20379
2015-11-17,20379
2015-11-18,20379
2015-11-19,19362
2015-11-20,19362
2015-11-21,19362
2015-11-22,19362
2015-11-23,19362
2015-11-24,19362
2015-11-25,19362
2015-11-26,19362
2015-11-27,19362
2015-11-28,19362
2015-11-29,19362
2015-11-30,19362
2015-12-01,19362
2015-12-02,19362
2015-12-03,18394
2015-12-04,18394
2015-12-05,18394
2015-12-06,18394
2015-12-07,18394
2015-12-08,18394
2015-12-09,18394
2015-12-10,18394
2015-12-11,18394
2015-12-12,18394
2015-12-13,18394
2015-12-14,18394
2015-12-15,18394
2015-12-16,18394
2015-12-17,18394
2015-12-18,17474
2015-12-19,17474
2015-12-20,17474
2015-12-21,17474
2015-12-22,17474
2015-12-23,17474
2015-12-24,17474
2015-12-25,17474
2015-12-26,17474
2015-12-27,17474
2015-12-28,17474
2015-12-29,17474
2015-12-30,17474
2015-12-31,17474
2016-01-01,17474
2016-01-02,16601
2016-01-03,16601
2016-01-04,16601
2016-01-05,16601
2016-01-06,16601
2016-01-07,16601
2016-01-08,16601
2016-01-09,16601
2016-01-10,16601
2016-01-11,16601
2016-01-12,16601
2016-01-13,15770
2016-01-14,15770
2016-01-15,15770
2016-01-16,15770
2016-01-17,15770
2016-01-18,15770
2016-01-19,15770
2016-01-20,15770
2016-01-21,15770
2016-01-22,15770
2016-01-23,15770
2016-01-24,15770
2016-01-25,15770
2016-01-26,14984
2016-01-27,14984
2016-01-28,14984
2016-01-29,14984
2016-01-30,14984
2016-01-31,14984
2016-02-01,14984
2016-02-02,14984
2016-02-03,14984
2016-02-04,14984
2016-02-05,14984
2016-02-06,14277
2016-02-07,14277
2016-02-08,14277
2016-02-09,14277
2016-02-10,14277
2016-02-11,14277
2016-02-12,14277
2016-02-13,14277
2016-02-14,14277
2016-02-15,13563
2016-02-16,13563
2016-02-17,13563
2016-02-18,13563
2016-02-19,13563
2016-02-20,12885
2016-02-21,12885
2016-02-22,12885
2016-02-23,12251
2016-02-24,12251
2016-02-25,12251
2016-02-26,11649
2016-02-27,11649
2016-02-28,11649
2016-02-29,11066
2016-03-01,11066
2016-03-02,11066
2016-03-03,11066
2016-03-04,11066
2016-03-05,11066
2016-03-06,10515
2016-03-07,10515
2016-03-08,10515
2016-03-09,10515
2016-03-10,10515
2016-03-11,10515
2016-03-12,10515
2016-03-13,10515
2016-03-14,10515
2016-03-15,9989
2016-03-16,9989
2016-03-17,9989
2016-03-18,9989
2016-03-19,9989
2016-03-20,9989
2016-03-21,9989
2016-03-22,9989
2016-03-23,9491
2016-03-24,9491
2016-03-25,9491
2016-03-26,9491
2016-03-27,9491
2016-03-28,9491
2016-03-29,9491
2016-03-30,9491
2016-03-31,9491
2016-04-01,9491
2016-04-02,9491
2016-04-03,9016
2016-04-04,9016
2016-04-05,9016
2016-04-06,9016
2016-04-07,9016
2016-04-08,9016
2016-04-09,9016
2016-04-10,9016
2016-04-11,9016
2016-04-12,8635
2016-04-13,8635
2016-04-14,8635
2016-04-15,8635
2016-04-16,8635
2016-04-17,8635
2016-04-18,8635
2016-04-19,8635
2016-04-20,8635
2016-04-21,8635
2016-04-22,8635
2016-04-23,8635
2016-04-24,8635
2016-04-25,8203
2016-04-26,8203
2016-04-27,8203
2016-04-28,8203
2016-04-29,8203
2016-04-30,8203
2016-05-01,8203
2016-05-02,8203
2016-05-03,8203
2016-05-04,8203
2016-05-05,8203
2016-05-06,8203
2016-05-07,8203
2016-05-08,8203
2016-05-09,7792
2016-05-10,7792
2016-05-11,7792
2016-05-12,7792
2016-05-13,7792
2016-05-14,7792
2016-05-15,7792
2016-05-16,7792
2016-05-17,7792
2016-05-18,7402
2016-05-19,7402
2016-05-22,7402
2016-05-23,7402
2016-05-24,7402
2016-05-25,7402
2016-05-26,7402
2016-05-27,7402
2016-05-28,7031
2016-05-29,7031
2016-05-30,7031
2016-05-31,7031
2016-06-01,7031
2016-06-02,7031
2016-06-03,7031
2016-06-04,7031
2016-06-05,7031
2016-06-06,7031
2016-06-07,7031
2016-06-08,7031
2016-06-09,6681
2016-06-10,6681
2016-06-11,6681
2016-06-12,6681
2016-06-13,6681
2016-06-14,6681
2016-06-15,6681
2016-06-16,6681
2016-06-17,6681
2016-06-18,6681
2016-06-19,6681
2016-06-20,6681
2016-06-21,6347
2016-06-22,6347
2016-06-23,6347
2016-06-24,6347
2016-06-25,6347
2016-06-26,6347
2016-06-27,6347
2016-06-28,6347
2016-06-29,6347
2016-06-30,6347
2016-07-01,6347
2016-07-02,6347
2016-07-03,6347
2016-07-04,6029
2016-07-05,6029
2016-07-06,6029
2016-07-07,6029
2016-07-08,6029
2016-07-09,6029
2016-07-10,6029
2016-07-11,6029
2016-07-12,6029
2016-07-13,6029
2016-07-14,6029
2016-07-15,5735
2016-07-16,5735
2016-07-17,5735
2016-07-18,5735
2016-07-23,5735
2016-07-24,5735
2016-07-25,5735
2016-07-26,5735
2016-07-27,5735
2016-07-28,5735
2016-07-29,5735
2016-07-30,5735
2016-07-31,5735
2016-08-01,5735
2016-08-02,5735
2016-08-03,5866
2016-08-04,5866
2016-08-05,5866
2016-08-06,5866
2016-08-07,5866
2016-08-08,5866
2016-08-09,5866
2016-08-10,5866
2016-08-11,5866
2016-08-12,5866
2016-08-13,5866
2016-08-14,5866
2016-08-15,5866
2016-08-16,5866
2016-08-17,5866
2016-08-18,5866
2016-08-19,5866
2016-08-20,5866
2016-08-21,5810
2016-08-22,5810
2016-08-23,5810
2016-08-24,5810
2016-08-25,5810
2016-08-26,5810
2016-08-28,5810
2016-08-31,5810
2016-09-01,5810
2016-09-02,5810
2016-09-03,5810
2016-09-04,5810
2016-09-05,5810
2016-09-06,5810
2016-09-07,5810
2016-09-08,5810
2016-09-09,5810
2016-09-10,5810
2016-09-11,6030
2016-09-12,6030
2016-09-13,6030
2016-09-14,6030
2016-09-15,6030
2016-09-16,6030
2016-09-17,6030
2016-09-18,6030
2016-09-19,6030
2016-09-20,6030
2016-09-21,6030
2016-09-22,6030
2016-09-23,6030
2016-09-24,6030
2016-09-25,6030
2016-09-26,6030
2016-09-27,6030
2016-09-28,6030
2016-09-29,6030
2016-09-30,6245
2016-10-01,6245
2016-10-02,6245
2016-10-03,6245
2016-10-04,6245
2016-10-05,6245
2016-10-06,6245
2016-10-07,6245
2016-10-08,6245
2016-10-09,6245
2016-10-11,6245
2016-10-12,6245
2016-10-13,6245
2016-10-14,6245
2016-10-15,6245
2016-10-16,6245
2016-10-17,6390
2016-10-18,6390
2016-10-19,6390
2016-10-20,6390
2016-10-21,6390
2016-10-22,6390
2016-10-23,6390
2016-10-24,6390
2016-10-25,6390
2016-10-26,6390
2016-10-27,6390
2016-10-28,6390
2016-10-29,6390
2016-10-30,6390
2016-10-31,6390
2016-11-01,6390
2016-11-02,6655
2016-11-03,6655
2016-11-04,6655
2016-11-05,6655
2016-11-06,6655
2016-11-07,6655
2016-11-08,6655
2016-11-09,6655
2016-11-10,6655
2016-11-11,6655
2016-11-12,6655
2016-11-13,6655
2016-11-14,6655
2016-12-08,6856
2016-12-09,6856
2016-12-10,6856
2016-12-11,6856
2016-12-12,6856
2016-12-13,6856
2016-12-14,6856
2016-12-15,6856
2016-12-16,7128
2016-12-17,7128
2016-12-18,7128
2016-12-19,7128
2016-12-20,7128
2016-12-21,7128
2016-12-22,7128
2016-12-23,7128
2016-12-24,7128
2016-12-25,7128
2016-12-26,7128
2016-12-27,7128
2016-12-28,7128
2016-12-29,7231
2016-12-30,7231
2016-12-31,7231
2017-01-01,7231
2017-01-02,7231
2017-01-03,7231
2017-01-04,7231
2017-01-05,7231
2017-01-06,7231
2017-01-07,7231
2017-01-08,7231
2017-01-09,7231
2017-01-10,7231
2017-01-11,6911
2017-01-12,6911
2017-01-13,6911
2017-01-14,6911
2017-01-15,6911
2017-01-16,6911
2017-01-17,6911
2017-01-18,6911
2017-01-19,6911
2017-01-20,6911
2017-01-21,6911
2017-01-22,6911
2017-01-27,6826
2017-01-28,6826
2017-01-29,6826
2017-01-30,6826
2017-01-31,6826
2017-02-01,6826
2017-02-02,6826
2017-02-03,6826
2017-02-04,6826
2017-02-05,6935
2017-02-06,6935
2017-02-07,6935
2017-02-08,6935
2017-02-09,6935
2017-02-10,6935
2017-02-11,6935
2017-02-12,6935
2017-02-13,6935
2017-02-14,6935
2017-02-15,6935
2017-02-16,6935
2017-02-18,6935
2017-02-19,6935
2017-02-20,6935
2017-02-21,6941
2017-02-22,6941
2017-02-23,6941
2017-02-24,6941
2017-02-25,6941
2017-02-26,6941
2017-02-27,6941
2017-02-28,6941
2017-03-01,6941
2017-03-02,6941
2017-03-03,6941
2017-03-04,6941
2017-03-05,6941
2017-03-06,7156
2017-03-07,7156
2017-03-08,7156
2017-03-09,7156
2017-03-10,7156
2017-03-11,7156
2017-03-12,7156
2017-03-13,7156
2017-03-14,7156
2017-03-15,7156
2017-03-16,7156
2017-03-17,7156
2017-03-18,7156
2017-03-19,7156
2017-03-20,7465
2017-03-21,7465
2017-03-22,7465
2017-03-23,7465
2017-03-24,7465
2017-03-25,7465
2017-03-26,7465
2017-03-27,7465
2017-03-28,7465
2017-03-29,7465
2017-03-30,7465
2017-03-31,7465
2017-04-01,7465
2017-04-02,7465
2017-04-03,7718
2017-04-04,7718
2017-04-12,7718
2017-04-13,7718
2017-04-14,7718
2017-04-15,7718
2017-04-16,7718
2017-04-17,7563
2017-04-18,7563
2017-04-19,7563
2017-04-20,7563
2017-04-21,7563
2017-04-22,7563
2017-04-23,7563
2017-04-24,7563
2017-04-25,7563
2017-04-26,7563
2017-04-27,7563
2017-04-28,7563
2017-04-29,7187
2017-04-30,7187
2017-05-01,7187
2017-05-02,7187
2017-05-03,7187
2017-05-04,7187
2017-05-05,7187
2017-05-06,7187
2017-05-07,7187
2017-05-08,7187
2017-05-09,7187
2017-05-10,7187
2017-05-11,7187
2017-05-12,7187
2017-05-13,6867
2017-05-14,6867
2017-05-15,6867
2017-05-16,6867
2017-05-17,6867
2017-05-18,6867
2017-05-19,6867
2017-05-20,6867
2017-05-21,6867
2017-05-22,6867
2017-05-23,6867
2017-05-24,6804
2017-05-25,6804
2017-05-26,6804
2017-05-27,6804
2017-05-28,6804
2017-05-29,6804
2017-05-30,6804
2017-05-31,6804
2017-06-01,6804
2017-06-02,6804
2017-06-03,6804
2017-06-06,6563
2017-06-07,6563
2017-06-08,6563
2017-06-09,6563
2017-06-10,6563
2017-06-11,6563
2017-06-12,6563
2017-06-13,6563
2017-06-14,6563
2017-06-15,6563
2017-06-16,6563
2017-06-18,6257
2017-06-19,6257
2017-06-20,6257
2017-06-21,6257
2017-06-22,6257
2017-06-23,6257
2017-06-24,6257
2017-06-25,6257
2017-06-26,6257
2017-06-27,6257
2017-06-28,6257
2017-06-29,6257
2017-06-30,6257
2017-07-01,6132
2017-07-02,6132
2017-07-03,6132
2017-07-04,6132
2017-07-05,6132
2017-07-06,6132
2017-07-07,6132
2017-07-08,6132
2017-07-13,6132
2017-07-14,6132
2017-07-15,6132
2017-07-16,6132
2017-07-17,6282
2017-07-18,6282
2017-07-19,6282
2017-07-20,6282
2017-07-21,6282
2017-07-22,6282
2017-07-23,6282
2017-07-24,6282
2017-07-25,6282
2017-07-26,6282
2017-07-27,6282
2017-07-28,6282
2017-07-29,6282
2017-07-30,6282
2017-07-31,6282
2017-08-01,6282
2017-08-02,6482
2017-08-03,6482
2017-08-04,6482
2017-08-05,6482
2017-08-06,6482
2017-08-09,6482
2017-08-10,6482
2017-08-11,6482
2017-08-12,6482
2017-08-13,6482
2017-08-14,6482
2017-08-15,6482
2017-08-17,6598
2017-08-18,6598
2017-08-19,6598
2017-08-20,6598
2017-08-21,6598
2017-08-22,6598
2017-08-23,6598
2017-08-24,6598
2017-08-25,6598
2017-08-26,6598
2017-08-27,6598
2017-08-28,6598
2017-08-29,6830
2017-08-30,6830
2017-08-31,6830
2017-09-01,6830
2017-09-02,6830
2017-09-03,6830
2017-09-04,6830
2017-09-05,6830
2017-09-06,6830
2017-09-07,6830
2017-09-08,6830
2017-09-09,7138
2017-09-10,7138
2017-09-11,7138
2017-09-12,7138
2017-09-13,7138
2017-09-14,7138
2017-09-15,7138
2017-09-16,7138
2017-09-17,7138
2017-09-19,7138
2017-09-20,7056
2017-09-21,7056
2017-09-22,7056
2017-09-23,7056
2017-09-24,7056
2017-09-25,7056
2017-09-26,7056
2017-09-27,7056
2017-09-28,7056
2017-09-29,7056
2017-09-30,7056
2017-10-01,6979
2017-10-02,6979
2017-10-03,6979
2017-10-04,6979
2017-10-05,6979
2017-10-06,6979
2017-10-07,6979
2017-10-08,6979
2017-10-09,6979
2017-10-10,6979
2017-10-11,6979
2017-10-12,6979
2017-10-13,6975
2017-10-14,6975
2017-10-15,6975
2017-10-16,6975
2017-10-17,6975
2017-10-18,6975
2017-10-19,6975
2017-10-20,6975
2017-10-21,6975
2017-10-22,6975
2017-10-23,6975
2017-10-24,6975
2017-10-25,6975
2017-10-26,7026
2017-10-27,7026
2017-10-28,7026
2017-10-29,7026
2017-10-30,7026
2017-10-31,7026
2017-11-01,7026
2017-11-02,7026
2017-11-03,7026
2017-11-04,7026
2017-11-05,7228
2017-11-06,7228
2017-11-07,7228
2017-11-08,7228
2017-11-09,7228
2017-11-10,7228
2017-11-11,7228
2017-11-12,7228
2017-11-13,7228
2017-11-14,7228
2017-11-15,7228
2017-11-16,7228
2017-11-17,6898
2017-11-18,6898
2017-11-19,6898
2017-11-20,6898
2017-11-21,6898
2017-11-22,6898
2017-11-23,6898
2017-11-24,6898
2017-11-25,6898
2017-11-26,6898
2017-11-27,6898
2017-11-28,6898
2017-11-29,6558
2017-11-30,6558
2017-12-01,6558
2017-12-02,6558
2017-12-03,6558
2017-12-04,6558
2017-12-05,6558
2017-12-06,6558
2017-12-07,6558
2017-12-08,6558
2017-12-09,6558
2017-12-10,6558
2017-12-11,6403
2017-12-12,6403
2017-12-13,6403
2017-12-14,6403
2017-12-15,6403
2017-12-16,6403
2017-12-17,6403
2017-12-18,6403
2017-12-19,6403
2017-12-20,6403
2017-12-21,6638
2017-12-22,6638
2017-12-23,6638
2017-12-24,6638
2017-12-25,6638
2017-12-26,6638
2017-12-27,6638
2017-12-28,6638
2017-12-29,6638
2017-12-30,6638
2017-12-31,6638
2018-01-01,6677
2018-01-02,6677
2018-01-04,6677
2018-01-05,6677
2018-01-06,6677
2018-01-07,6677
2018-01-08,6677
2018-01-09,6677
2018-01-10,6626
2018-01-11,6626
2018-01-12,6626
2018-01-13,6626
2018-01-14,6626
2018-01-15,6626
2018-01-16,6626
2018-01-17,6626
2018-01-18,6754
2018-01-19,6754
2018-01-20,6754
2018-01-21,6754
2018-01-22,6754
2018-01-23,6754
2018-01-24,6754
2018-01-25,6754
2018-01-26,6754
2018-01-27,6754
2018-01-28,6433
2018-01-29,6433
2018-01-30,6433
2018-02-01,6433
2018-02-02,6433
2018-02-03,6433
2018-02-04,6433
2018-02-05,6433
2018-02-06,6169
2018-02-07,6169
2018-02-08,6169
2018-02-09,6169
2018-02-10,6169
2018-02-11,6169
2018-02-12,6169
2018-02-13,6169
2018-02-14,6169
2018-02-15,6169
2018-02-16,6289
2018-02-17,6289
2018-02-18,6289
2018-02-19,6289
2018-02-20,6289
2018-02-21,6289
2018-02-22,6289
2018-02-23,6289
2018-02-24,6289
2018-02-25,6289
2018-02-26,6289
2018-02-27,6186
2018-02-28,6186
2018-03-01,6186
2018-03-02,6186
2018-03-03,6186
2018-03-04,6186
2018-03-05,6186
2018-03-06,6186
2018-03-07,6186
2018-03-08,6186
2018-03-09,6186
2018-03-10,5931
2018-03-11,5931
2018-03-12,5931
2018-03-13,5931
2018-03-14,5931
2018-03-15,5931
2018-03-16,5931
2018-03-17,5931
2018-03-18,5931
2018-03-19,5931
2018-03-20,5931
2018-03-21,5931
2018-03-23,5944
2018-03-24,5944
2018-03-26,5944
2018-03-27,5944
2018-03-28,5944
2018-03-29,5944
2018-03-30,5944
2018-03-31,5944
2018-04-01,5944
2018-04-02,5944
2018-04-03,6092
2018-04-04,6092
2018-04-05,6092
2018-04-06,6092
2018-04-08,6092
2018-04-09,6092
2018-04-10,6092
2018-04-11,6092
2018-04-12,6092
2018-04-13,6092
2018-04-14,6092
2018-04-15,6359
2018-04-16,6359
2018-04-17,6359
2018-04-18,6359
2018-04-19,6359
2018-04-20,6359
2018-04-21,6359
2018-04-22,6359
2018-04-23,6359
2018-04-24,6359
2018-04-25,6359
2018-04-26,6359
2018-04-27,6359
2018-04-28,6359
2018-04-29,6503
2018-04-30,6503
2018-05-01,6503
2018-05-02,6503
2018-05-03,6503
2018-05-04,6503
2018-05-05,6503
2018-05-06,6503
2018-05-07,6503
2018-05-08,6503
2018-05-09,6503
2018-05-10,6631
2018-05-11,6631
2018-05-12,6631
2018-05-13,6631
2018-05-14,6631
2018-05-15,6631
2018-05-16,6631
2018-05-17,6631
2018-05-18,6631
2018-05-19,6631
2018-05-20,6614
2018-05-21,6614
2018-05-22,6614
2018-05-23,6614
2018-05-24,6614
2018-05-25,6614
2018-05-26,6614
2018-05-27,6614
2018-05-28,6614
2018-05-29,6614
2018-05-30,6614
2018-05-31,6826
2018-06-01,6826
2018-06-02,6826
2018-06-03,6826
2018-06-04,6826
2018-06-05,6826
2018-06-06,6826
2018-06-07,6826
2018-06-08,6826
2018-06-09,6826
2018-06-10,6826
2018-06-11,6826
2018-06-12,6826
2018-06-13,6918
2018-06-14,6918
2018-06-15,6918
2018-06-16,6918
2018-06-17,6918
2018-06-18,6918
2018-06-19,6918
2018-06-20,6918
2018-06-21,6918
2018-06-22,6918
2018-06-23,6918
2018-06-24,6638
2018-06-25,6638
2018-06-26,6638
2018-06-27,6638
2018-06-28,6638
2018-06-29,6638
2018-06-30,6638
2018-07-01,6638
2018-07-02,6638
2018-07-03,6638
2018-07-04,6638
2018-07-05,6638
2018-07-06,6521
2018-07-07,6521
2018-07-08,6521
2018-07-09,6521
2018-07-10,6521
2018-07-11,6521
2018-07-12,6521
2018-07-13,6521
2018-07-14,6521
2018-07-15,6521
2018-07-16,6521
2018-07-17,6521
2018-07-18,6521
2018-07-19,6521
2018-07-20,6521
2018-07-21,6666
2018-07-22,6666
2018-07-23,6666
2018-07-24,6666
2018-07-25,6666
2018-07-26,6666
2018-07-27,6666
2018-07-28,6666
2018-07-29,6666
2018-07-30,6666
2018-07-31,6647
2018-08-01,6647
2018-08-02,6647
2018-08-03,6647
2018-08-04,6647
2018-08-05,6647
2018-08-06,6647
2018-08-07,6395
2018-08-08,6395
2018-08-09,6395
2018-08-10,6395
2018-08-11,6395
2018-08-12,6395
2018-08-14,6425
2018-08-16,6425
2018-08-17,6425
2018-08-18,6425
2018-08-19,6425
2018-08-20,6305
2018-08-21,6305
2018-08-22,6305
2018-08-23,6305
2018-08-24,6305
2018-08-25,6305
2018-08-26,6305
2018-08-27,6305
2018-08-28,6219
2018-08-29,6219
2018-08-30,6219
2018-08-31,6219
2018-09-01,6219
2018-09-02,6219
2018-09-03,6367
2018-09-04,6367
2018-09-05,6367
2018-09-06,6367
2018-09-07,6367
2018-09-08,6507
2018-09-09,6507
2018-09-10,6507
2018-09-11,6507
2018-09-12,6507
2018-09-13,6507
2018-09-14,6507
2018-09-15,6504
2018-09-16,6504
2018-09-17,6504
2018-09-18,6504
2018-09-19,6504
2018-09-20,6504
2018-09-21,6504
2018-09-22,6680
2018-09-23,6680
2018-09-24,6680
2018-09-25,6680
2018-09-26,6680
2018-09-27,6680
2018-09-28,6680
2018-09-29,6680
2018-09-30,6775
2018-10-02,6775
2018-10-03,6775
2018-10-04,6775
2018-10-05,6775
2018-10-06,7007
2018-10-07,7007
2018-10-08,7007
2018-10-09,7007
2018-10-10,7007
2018-10-11,7007
2018-10-12,7007
2018-10-13,7007
2018-10-14,7165
2018-10-15,7165
2018-10-16,7165
2018-10-17,7165
2018-10-18,7165
2018-10-19,7165
2018-10-20,7165
2018-10-21,7165
2018-10-22,7433
2018-10-23,7433
2018-10-24,7433
2018-10-25,7433
2018-10-26,7433
2018-10-27,7433
2018-10-28,7433
2018-10-29,7433
2018-10-30,7433
2018-10-31,7738
2018-11-01,7738
2018-11-03,7738
2018-11-04,7890
2018-11-05,7890
2018-11-06,8094
2018-11-07,8094
2018-11-08,8094
2018-11-09,8333
2018-11-10,8333
2018-11-11,8333
2018-11-12,8625
2018-11-13,8625
2018-11-14,8625
2018-11-15,8937
2018-11-16,8937
2018-11-17,9303
2018-11-18,9303
2018-11-19,9303
2018-11-20,9463
2018-11-21,9463
2018-11-22,9463
2018-11-23,9438
2018-11-24,9438
2018-11-25,9192
2018-11-26,9192
2018-11-27,9192
2018-11-28,8972
2018-11-29,8972
2018-12-01,8690
2018-12-02,8690
2018-12-03,8690
2018-12-05,8745
2018-12-07,8947
2018-12-09,8947
2018-12-10,9195
2018-12-11,9195
2018-12-12,9195
2018-12-13,9195
2018-12-14,9389
2018-12-15,9389
2018-12-16,9389
2018-12-17,9703
2018-12-18,9703
2018-12-19,9703
2018-12-20,9795
2018-12-21,9795
2018-12-22,9795
2018-12-23,9564
2018-12-24,9564
2018-12-25,9564
2018-12-26,9564
2018-12-27,9166
2018-12-28,9166
2018-12-29,9166
2018-12-30,9290
2018-12-31,9290
2019-01-01,9290
2019-01-02,9076
2019-01-03,9076
2019-01-04,9076
2019-01-05,9076
2019-01-06,8931
2019-01-08,8931
2019-01-10,8745
2019-01-11,8745
2019-01-12,8745
2019-01-13,8745
2019-01-14,8391
2019-01-15,8391
2019-01-16,8391
2019-01-17,8391
2019-01-18,8391
2019-01-19,8223
2019-01-20,8223
2019-01-21,8223
2019-01-22,8223
2019-01-23,8533
2019-01-24,8533
2019-01-25,8533
2019-01-26,8533
2019-01-27,8428
2019-01-28,8428
2019-01-29,8428
2019-01-30,8428
2019-01-31,8428
2019-02-01,8404
2019-02-02,8404
2019-02-03,8404
2019-02-04,8404
2019-02-05,8404
2019-02-06,8404
2019-02-07,8148
2019-02-08,8148
2019-02-09,8148
2019-02-10,8148
2019-02-11,8148
2019-02-12,8191
2019-02-13,8191
2019-02-14,8191
2019-02-15,8191
2019-02-16,8191
2019-02-17,8224
2019-02-18,8224
2019-02-19,8224
2019-02-20,8224
2019-02-21,8224
2019-02-22,8224
2019-02-23,7999
2019-02-24,7999
2019-02-25,7999
2019-02-26,7999
2019-02-27,7999
2019-02-28,7999
2019-03-01,7999
2019-03-02,7999
2019-03-03,7999
2019-03-04,7650
2019-03-05,7650
2019-03-06,7650
2019-03-07,7650
2019-03-08,7650
2019-03-09,7650
2019-03-10,7363
2019-03-11,7363
2019-03-12,7363
2019-03-13,7363
2019-03-14,7363
2019-03-15,7009
2019-03-16,7009
2019-03-17,7009
2019-03-18,7009
2019-03-19,7009
2019-03-20,6661
2019-03-21,6661
2019-03-22,6661
2019-03-23,6661
2019-03-24,6661
2019-03-25,6661
2019-03-26,6661
2019-03-27,6327
2019-03-28,6327
2019-03-29,6327
2019-03-30,6327
2019-03-31,6327
2019-04-01,6327
2019-04-02,6225
2019-04-03,6225
2019-04-04,6225
2019-04-05,6225
2019-04-06,6225
2019-04-07,6225
