date_obj,Red%20d'hide%20chaps price
2019-03-26,2803
2019-03-27,2823
2019-03-28,2838
2019-03-29,2814
2019-03-30,2746
2019-03-31,2749
2019-04-01,2777
2019-04-02,2814
2019-04-03,2836
2019-04-04,2878
2019-04-05,2873
2019-04-06,2837
2019-04-07,2795
2019-04-08,2826
2019-04-09,2799
2019-04-10,2818
2019-04-11,2831
2019-04-12,2793
2019-04-13,2749
2019-04-14,2702
2019-04-15,2736
2019-04-16,2788
2019-04-17,2831
2019-04-18,2819
2019-04-19,2836
2019-04-20,2835
2019-04-21,2844
2019-04-22,2802
2019-04-23,2796
2019-04-24,2763
2019-04-25,2755
2019-04-26,2762
2019-04-27,2793
2019-04-28,2773
2019-04-29,2813
2019-04-30,2816
2019-05-01,2795
2019-05-02,2802
2019-05-03,2807
2019-05-04,2765
2019-05-05,2737
2019-05-06,2749
2019-05-07,2780
2019-05-08,2824
2019-05-09,2789
2019-05-10,2794
2019-05-11,2794
2019-05-12,2771
2019-05-13,2775
2019-05-14,2807
2019-05-15,2820
2019-05-16,2862
2019-05-17,2855
2019-05-18,2825
2019-05-19,2777
2019-05-20,2786
2019-05-21,2808
2019-05-22,2778
2019-05-23,2821
2019-05-24,2846
2019-05-25,2819
2019-05-26,2803
2019-05-27,2813
2019-05-28,2801
2019-05-29,2799
2019-05-30,2816
2019-05-31,2801
2019-06-01,2838
2019-06-02,2820
2019-06-03,2780
2019-06-04,2791
2019-06-05,2775
2019-06-06,2806
2019-06-07,2828
2019-06-08,2798
2019-06-09,2789
2019-06-10,2827
2019-06-11,2784
2019-06-12,2833
2019-06-13,2832
2019-06-14,2835
2019-06-15,2855
2019-06-16,2833
2019-06-17,2803
2019-06-18,2853
2019-06-19,2831
2019-06-20,2822
2019-06-21,2761
2019-06-22,2757
2019-06-23,2777
2019-06-24,2756
2019-06-25,2785
2019-06-26,2794
2019-06-27,2804
2019-06-28,2788
2019-06-29,2804
2019-06-30,2799
2019-07-01,2800
2019-07-02,2833
2019-07-03,2787
2019-07-04,2796
2019-07-05,2841
2019-07-06,2767
2019-07-07,2742
2019-07-08,2814
2019-07-09,2796
2019-07-10,2855
2019-07-11,2864
2019-07-12,2832
2019-07-13,2832
2019-07-14,2816
2019-07-15,2786
2019-07-16,2779
2019-07-17,2798
2019-07-18,2814
2019-07-19,2778
2019-07-20,2788
2019-07-21,2768
2019-07-22,2752
2019-07-23,2781
2019-07-24,2797
2019-07-25,2788
2019-07-26,2790
2019-07-27,2757
2019-07-28,2737
2019-07-29,2725
2019-07-30,2762
2019-07-31,2789
2019-08-01,2811
2019-08-02,2817
2019-08-03,2805
2019-08-04,2770
2019-08-05,2785
2019-08-06,2784
2019-08-07,2749
2019-08-08,2716
2019-08-09,2723
2019-08-10,2733
2019-08-11,2747
2019-08-12,2737
2019-08-13,2742
2019-08-14,2744
2019-08-15,2745
2019-08-16,2696
2019-08-17,2708
2019-08-18,2753
2019-08-19,2745
2019-08-20,2760
2019-08-21,2773
2019-08-22,2758
2019-08-23,2770
2019-08-24,2770
2019-08-24,2770
2019-08-25,2691
2019-08-25,2691
2019-08-26,2781
2019-08-26,2781
2019-08-27,2725
2019-08-27,2725
2019-08-28,2706
2019-08-29,2757
2019-08-30,2774
2019-08-31,2805
2019-09-01,2753
2019-09-02,2720
2019-09-03,2763
2019-09-04,2706
2019-09-05,2711
2019-09-06,2741
2019-09-07,2716
2019-09-08,2749
2019-09-09,2730
2019-09-10,2791
2019-09-11,2764
2019-09-12,2765
2019-09-13,2805
2019-09-14,2817
2019-09-15,2798
2019-09-16,2793
2019-09-17,2797
2019-09-18,2770
2019-09-19,2783
2019-09-20,2781
2019-09-21,2765
2019-09-22,2729
2019-09-23,2720
2019-09-24,2730
2019-09-25,2739
2019-09-26,2721
2019-09-27,2767
2019-09-28,2776
2019-09-29,2737
2019-09-30,2716
2019-10-01,2703
2019-10-02,2656
2019-10-03,2658
2019-10-04,2663
2019-10-05,2713
2019-10-06,2692
2019-10-07,2689
2019-10-08,2728
2019-10-09,2756
2019-10-10,2761
2019-10-11,2727
2019-10-12,2730
2019-10-13,2728
2019-10-14,2728
2019-10-15,2695
2019-10-16,2750
2019-10-17,2730
2019-10-18,2692
2019-10-19,2736
2019-10-20,2754
2019-10-21,2722
2019-10-22,2743
2019-10-23,2771
2019-10-24,2764
2019-10-25,2791
2019-10-26,2761
2019-10-27,2737
2019-10-28,2776
2019-10-29,2742
2019-10-30,2783
2019-10-31,2775
2019-11-01,2782
2019-11-02,2781
2019-11-03,2729
2019-11-04,2734
2019-11-05,2721
2019-11-06,2676
2019-11-07,2743
2019-11-08,2760
2019-11-09,2724
2019-11-10,2763
2019-11-11,2753
2019-11-12,2754
2019-11-13,2737
2019-11-14,2795
2019-11-15,2769
2019-11-16,2758
2019-11-17,2655
2019-11-18,2708
2019-11-19,2730
2019-11-20,2717
2019-11-21,2698
2019-11-22,2699
2019-11-23,2667
2019-11-24,2652
2019-11-25,2674
2019-11-26,2671
2019-11-27,2699
2019-11-28,2686
2019-11-29,2691
2019-11-30,2676
2019-12-01,2639
2019-12-02,2619
2019-12-03,2627
2019-12-04,2673
2019-12-05,2650
2019-12-06,2692
2019-12-07,2708
2019-12-08,2715
2019-12-09,2664
2019-12-10,2650
2019-12-11,2697
2019-12-12,2640
2019-12-13,2657
2019-12-14,2641
2019-12-15,2670
2019-12-16,2694
2019-12-17,2682
2019-12-18,2668
2019-12-19,2695
2019-12-20,2744
2019-12-21,2654
2019-12-22,2684
2019-12-23,2698
2019-12-24,2723
2019-12-25,2667
2019-12-26,2661
2019-12-27,2704
2019-12-28,2709
2019-12-29,2675
2019-12-30,2654
2019-12-31,2659
2020-01-01,2660
2020-01-02,2686
2020-01-03,2704
2020-01-04,2699
2020-01-05,2704
2020-01-06,2705
2020-01-07,2709
2020-01-08,2725
2020-01-09,2666
2020-01-10,2710
2020-01-11,2725
2020-01-12,2707
2020-01-13,2687
2020-01-14,2720
2020-01-15,2745
2020-01-16,2774
2020-01-17,2685
2020-01-18,2705
2020-01-19,2710
2020-01-20,2710
2020-01-21,2671
2020-01-22,2678
2020-01-23,2684
2020-01-24,2725
2020-01-25,2718
2020-01-26,2648
2020-01-27,2700
2020-01-28,2694
2020-01-29,2695
2020-01-30,2708
2020-01-31,2669
2020-02-01,2686
2020-02-02,2716
2020-02-03,2680
2020-02-04,2693
2020-02-05,2704
2020-02-06,2698
2020-02-07,2669
2020-02-08,2698
2020-02-09,2662
2020-02-10,2652
2020-02-11,2711
2020-02-12,2695
2020-02-13,2712
2020-02-14,2702
2020-02-15,2681
2020-02-16,2683
2020-02-17,2640
2020-02-18,2682
2020-02-19,2717
2020-02-20,2730
2020-02-21,2712
2020-02-22,2700
2020-02-23,2723
2020-02-24,2718
2020-02-25,2697
2020-02-26,2709
2020-02-27,2711
2020-02-28,2709
2020-02-29,2623
2020-03-01,2642
2020-03-02,2636
2020-03-03,2692
2020-03-04,2697
2020-03-05,2666
2020-03-06,2677
2020-03-07,2709
2020-03-08,2704
2020-03-09,2686
2020-03-10,2716
2020-03-11,2729
2020-03-12,2715
2020-03-13,2666
2020-03-14,2687
2020-03-15,2737
2020-03-16,2757
2020-03-17,2723
2020-03-18,2763
2020-03-19,2743
2020-03-20,2731
2020-03-21,2713
2020-03-22,2729
2020-03-23,2702
2020-03-24,2748
2020-03-25,2776
2020-03-26,2772
2020-03-27,2759
2020-03-28,2749
2020-03-29,2747
2020-03-30,2729
2020-03-31,2756
2020-04-01,2753
2020-04-02,2712
2020-04-03,2726
2020-04-04,2764
2020-04-05,2747
2020-04-06,2736
2020-04-07,2766
2020-04-08,2747
2020-04-09,2767
2020-04-10,2778
2020-04-11,2773
2020-04-12,2731
2020-04-13,2719
2020-04-14,2764
2020-04-15,2738
2020-04-16,2721
2020-04-17,2698
2020-04-18,2733
2020-04-19,2764
2020-04-20,2743
2020-04-21,2773
2020-04-22,2775
2020-04-23,2738
2020-04-24,2771
2020-04-25,2780
2020-04-26,2757
2020-04-27,2773
2020-04-28,2752
2020-04-29,2745
2020-04-30,2706
2020-05-01,2722
2020-05-02,2682
2020-05-03,2745
2020-05-04,2721
2020-05-05,2773
2020-05-06,2811
2020-05-07,2807
2020-05-08,2820
2020-05-09,2767
2020-05-10,2747
2020-05-11,2788
2020-05-12,2819
2020-05-13,2773
