date_obj,Mithril%20full%20helm%20(g) price
2019-04-09,7248
2019-04-10,7103
2019-04-11,7110
2019-04-12,7051
2019-04-13,6835
2019-04-14,6497
2019-04-15,6217
2019-04-16,5936
2019-04-17,5714
2019-04-18,5428
2019-04-19,5313
2019-04-20,5212
2019-04-21,5049
2019-04-22,4988
2019-04-23,4799
2019-04-24,4648
2019-04-25,4580
2019-04-26,4629
2019-04-27,4624
2019-04-28,4615
2019-04-29,4695
2019-04-30,4881
2019-05-01,4908
2019-05-02,4967
2019-05-03,4967
2019-05-04,4989
2019-05-05,4974
2019-05-06,5011
2019-05-07,5013
2019-05-08,5165
2019-05-09,5213
2019-05-10,5232
2019-05-11,5340
2019-05-12,5432
2019-05-13,5543
2019-05-14,5549
2019-05-15,5721
2019-05-16,5891
2019-05-17,5851
2019-05-18,5901
2019-05-19,5989
2019-05-20,6027
2019-05-21,6159
2019-05-22,6150
2019-05-23,6216
2019-05-24,6321
2019-05-25,6431
2019-05-26,6426
2019-05-27,6495
2019-05-28,6329
2019-05-29,6203
2019-05-30,6077
2019-05-31,6187
2019-06-01,6201
2019-06-02,6151
2019-06-03,6070
2019-06-04,6122
2019-06-05,6058
2019-06-06,6156
2019-06-07,6242
2019-06-08,6297
2019-06-09,6120
2019-06-10,5981
2019-06-11,6067
2019-06-12,6127
2019-06-13,6138
2019-06-14,6168
2019-06-15,6343
2019-06-16,6448
2019-06-17,6495
2019-06-18,6704
2019-06-19,6588
2019-06-20,6365
2019-06-21,6512
2019-06-22,6656
2019-06-23,6905
2019-06-24,7087
2019-06-25,7346
2019-06-26,7589
2019-06-27,7646
2019-06-28,7797
2019-06-29,7894
2019-06-30,8193
2019-07-01,8388
2019-07-02,8517
2019-07-03,8635
2019-07-04,8763
2019-07-05,8851
2019-07-06,9117
2019-07-07,9272
2019-07-08,9405
2019-07-09,9790
2019-07-10,9798
2019-07-11,9759
2019-07-12,9882
2019-07-13,10322
2019-07-14,10508
2019-07-15,10234
2019-07-16,10293
2019-07-17,10303
2019-07-18,10138
2019-07-19,10189
2019-07-20,10416
2019-07-21,10743
2019-07-22,11093
2019-07-23,11131
2019-07-24,11437
2019-07-25,11928
2019-07-26,12212
2019-07-27,12330
2019-07-28,12751
2019-07-29,12744
2019-07-30,12810
2019-07-31,12930
2019-08-01,13151
2019-08-02,13493
2019-08-03,13716
2019-08-04,13949
2019-08-05,13931
2019-08-06,13647
2019-08-07,13017
2019-08-08,12540
2019-08-09,12166
2019-08-10,12121
2019-08-11,11991
2019-08-12,11893
2019-08-13,12036
2019-08-14,11846
2019-08-15,11515
2019-08-16,11150
2019-08-17,10869
2019-08-18,10721
2019-08-19,10775
2019-08-20,10701
2019-08-21,10750
2019-08-22,10771
2019-08-23,10644
2019-08-24,10854
2019-08-24,10854
2019-08-25,10935
2019-08-25,10935
2019-08-26,11122
2019-08-26,11122
2019-08-27,11275
2019-08-27,11275
2019-08-28,11401
2019-08-29,11885
2019-08-30,12071
2019-08-31,12420
2019-09-01,12734
2019-09-02,13120
2019-09-03,13303
2019-09-04,13338
2019-09-05,13570
2019-09-06,13759
2019-09-07,13833
2019-09-08,13984
2019-09-09,13647
2019-09-10,13537
2019-09-11,13313
2019-09-12,13200
2019-09-13,12996
2019-09-14,12981
2019-09-15,12610
2019-09-16,12512
2019-09-17,12207
2019-09-18,12221
2019-09-19,12622
2019-09-20,12522
2019-09-21,12332
2019-09-22,12088
2019-09-23,11890
2019-09-24,11662
2019-09-25,11309
2019-09-26,11378
2019-09-27,11239
2019-09-28,11340
2019-09-29,10989
2019-09-30,11008
2019-10-01,11005
2019-10-02,10817
2019-10-03,11068
2019-10-04,11068
2019-10-05,11205
2019-10-06,11294
2019-10-07,11419
2019-10-08,11423
2019-10-09,11423
2019-10-10,11555
2019-10-11,11161
2019-10-12,11134
2019-10-13,11395
2019-10-14,11560
2019-10-15,11639
2019-10-16,11492
2019-10-17,11436
2019-10-18,11377
2019-10-19,11411
2019-10-20,11206
2019-10-21,10972
2019-10-22,10973
2019-10-23,11109
2019-10-24,11233
2019-10-25,11221
2019-10-26,11408
2019-10-27,11452
2019-10-28,11683
2019-10-29,11819
2019-10-30,11482
2019-10-31,11588
2019-11-01,11181
2019-11-02,11305
2019-11-03,11505
2019-11-04,11857
2019-11-05,11742
2019-11-06,11688
2019-11-07,11452
2019-11-08,11485
2019-11-09,11556
2019-11-10,11660
2019-11-11,11381
2019-11-12,11064
2019-11-13,10890
2019-11-14,10969
2019-11-15,10879
2019-11-16,10812
2019-11-17,10812
2019-11-18,10513
2019-11-19,10442
2019-11-20,10307
2019-11-21,10283
2019-11-22,10303
2019-11-23,10096
2019-11-24,9846
2019-11-25,9617
2019-11-26,9433
2019-11-27,9556
2019-11-28,9732
2019-11-29,9544
2019-11-30,9461
2019-12-01,9243
2019-12-02,9446
2019-12-03,9669
2019-12-04,9880
2019-12-05,9878
2019-12-06,9864
2019-12-07,9725
2019-12-08,10023
2019-12-09,9739
2019-12-10,9744
2019-12-11,9812
2019-12-12,9521
2019-12-13,9640
2019-12-14,9473
2019-12-15,9591
2019-12-16,9434
2019-12-17,9386
2019-12-18,9210
2019-12-19,9246
2019-12-20,9336
2019-12-21,9367
2019-12-22,9472
2019-12-23,9709
2019-12-24,10098
2019-12-25,10238
2019-12-26,10602
2019-12-27,10842
2019-12-28,11087
2019-12-29,11359
2019-12-30,11900
2019-12-31,12381
2020-01-01,12106
2020-01-02,11980
2020-01-03,11796
2020-01-04,11761
2020-01-05,11683
2020-01-06,11651
2020-01-07,11699
2020-01-08,11699
2020-01-09,11851
2020-01-10,11876
2020-01-11,12039
2020-01-12,12008
2020-01-13,12008
2020-01-14,11977
2020-01-15,12076
2020-01-16,11929
2020-01-17,11866
2020-01-18,11936
2020-01-19,11861
2020-01-20,11755
2020-01-21,11454
2020-01-22,11214
2020-01-23,11322
2020-01-24,11408
2020-01-25,11698
2020-01-26,11555
2020-01-27,11343
2020-01-28,11515
2020-01-29,11632
2020-01-30,11754
2020-01-31,11727
2020-02-01,11953
2020-02-02,11959
2020-02-03,12248
2020-02-04,12278
2020-02-05,12324
2020-02-06,12246
2020-02-07,12721
2020-02-08,13210
2020-02-09,13742
2020-02-10,14097
2020-02-11,14634
2020-02-12,14903
2020-02-13,15377
2020-02-14,15999
2020-02-15,16025
2020-02-16,15736
2020-02-17,15479
2020-02-18,15478
2020-02-19,15418
2020-02-20,15389
2020-02-21,15389
2020-02-22,15360
2020-02-23,15399
2020-02-24,15521
2020-02-25,15477
2020-02-26,15469
2020-02-27,15220
2020-02-28,15630
2020-02-29,15630
2020-03-01,15690
2020-03-02,15689
2020-03-03,15720
2020-03-04,15657
2020-03-05,15394
2020-03-06,15468
2020-03-07,15626
2020-03-08,15539
2020-03-09,15126
2020-03-10,14726
2020-03-11,14600
2020-03-12,14014
2020-03-13,13533
2020-03-14,12926
2020-03-15,12471
2020-03-16,12157
2020-03-17,12008
2020-03-18,11621
2020-03-19,11279
2020-03-20,11366
2020-03-21,11487
2020-03-22,11410
2020-03-23,10911
2020-03-24,10564
2020-03-25,10087
2020-03-26,9630
2020-03-27,9193
2020-03-28,9080
2020-03-29,8948
2020-03-30,9082
2020-03-31,9160
2020-04-01,9280
2020-04-02,9090
2020-04-03,9236
2020-04-04,9519
2020-04-05,9840
2020-04-06,9795
2020-04-07,9581
2020-04-08,9604
2020-04-09,9673
2020-04-10,9525
2020-04-11,9185
2020-04-12,8832
2020-04-13,8580
2020-04-14,8352
2020-04-15,7953
2020-04-16,7697
2020-04-17,7810
2020-04-18,7900
2020-04-19,8088
2020-04-20,8235
2020-04-21,8382
2020-04-22,8473
2020-04-23,8558
2020-04-24,8570
2020-04-25,8755
2020-04-26,8554
2020-04-27,8499
2020-04-28,8194
2020-04-29,7954
2020-04-30,7683
2020-05-01,7507
2020-05-02,7392
2020-05-03,7359
2020-05-04,7124
2020-05-05,6885
2020-05-06,6929
2020-05-07,6917
2020-05-08,6950
2020-05-09,7040
2020-05-10,7056
2020-05-11,7110
2020-05-12,7061
2020-05-13,6952
