date_obj,Occult%20ornament%20kit price
2017-01-14,7603437
2017-01-15,7983609
2017-01-16,8382790
2017-01-17,8368688
2017-01-18,8598002
2017-01-19,8598002
2017-01-20,8520106
2017-01-21,8776635
2017-01-22,8880754
2017-01-27,9112840
2017-01-28,9196354
2017-01-29,9487524
2017-01-30,9487524
2017-01-31,9576959
2017-02-01,9743714
2017-02-02,9742872
2017-02-03,9742872
2017-02-04,9715911
2017-02-05,9757769
2017-02-06,9664117
2017-02-07,9734097
2017-02-08,9649792
2017-02-09,9649792
2017-02-10,9557464
2017-02-11,9534806
2017-02-12,9534806
2017-02-13,9371428
2017-02-14,9203836
2017-02-15,9203836
2017-02-16,9254991
2017-02-18,9178202
2017-02-19,9201311
2017-02-20,9201311
2017-02-21,9124477
2017-02-22,9124477
2017-02-23,8751358
2017-02-24,8751358
2017-02-25,8316051
2017-02-26,8316051
2017-02-27,7980518
2017-02-28,7873803
2017-03-01,7755398
2017-03-02,7630754
2017-03-03,7630754
2017-03-04,7725690
2017-03-05,7809682
2017-03-06,7828102
2017-03-07,7807698
2017-03-08,7807698
2017-03-09,7689150
2017-03-10,7432175
2017-03-11,7167951
2017-03-12,7108813
2017-03-13,6789130
2017-03-14,6722202
2017-03-15,6851420
2017-03-16,7095784
2017-03-17,7122042
2017-03-18,7249836
2017-03-19,7208809
2017-03-20,7145470
2017-03-21,6888489
2017-03-22,6843983
2017-03-23,7075264
2017-03-24,7142810
2017-03-25,7142810
2017-03-26,7340200
2017-03-27,7515974
2017-03-28,7515974
2017-03-29,7545757
2017-03-30,7675637
2017-03-31,7672910
2017-04-01,7672910
2017-04-02,7676955
2017-04-03,7666090
2017-04-04,7655737
2017-04-12,8418504
2017-04-13,8698195
2017-04-14,8745713
2017-04-15,8727444
2017-04-16,8555488
2017-04-17,8163025
2017-04-18,8116818
2017-04-19,8232851
2017-04-20,8200292
2017-04-21,8223759
2017-04-22,8528100
2017-04-23,8909548
2017-04-24,8621047
2017-04-25,8313926
2017-04-26,8313926
2017-04-27,8285145
2017-04-28,8341830
2017-04-29,8614587
2017-04-30,8704784
2017-05-01,8819718
2017-05-02,8929196
2017-05-03,9114802
2017-05-04,9171038
2017-05-05,9200457
2017-05-06,9221520
2017-05-07,9069529
2017-05-08,8804514
2017-05-09,8404200
2017-05-10,8184344
2017-05-11,8116373
2017-05-12,7849368
2017-05-13,7654006
2017-05-14,7557176
2017-05-15,7495325
2017-05-16,7312139
2017-05-17,7277414
2017-05-18,7302306
2017-05-19,7251176
2017-05-20,7220071
2017-05-21,7220071
2017-05-22,7314372
2017-05-23,7072686
2017-05-24,6902297
2017-05-25,6567369
2017-05-26,6243063
2017-05-27,5930909
2017-05-28,5641156
2017-05-29,5452431
2017-05-30,5302782
2017-05-31,5085728
2017-06-01,4970385
2017-06-02,5041232
2017-06-03,5237118
2017-06-06,6034010
2017-06-07,6275879
2017-06-08,6275879
2017-06-09,6367433
2017-06-10,6382406
2017-06-11,6222499
2017-06-12,6006584
2017-06-13,5729154
2017-06-14,5469007
2017-06-15,5222130
2017-06-16,5125180
2017-06-17,5018401
2017-06-18,4967809
2017-06-19,4967809
2017-06-20,5021214
2017-06-21,5272275
2017-06-22,5429025
2017-06-23,5660697
2017-06-24,5643725
2017-06-25,5711256
2017-06-26,5893661
2017-06-27,5952484
2017-06-28,6147998
2017-06-29,6151826
2017-06-30,6151256
2017-07-01,6151256
2017-07-02,6244755
2017-07-03,6414583
2017-07-04,6267522
2017-07-05,6267522
2017-07-06,6103871
2017-07-07,6103871
2017-07-08,6127875
2017-07-13,6468876
2017-07-14,6317812
2017-07-15,6317812
2017-07-16,6150811
2017-07-17,6078537
2017-07-18,5944861
2017-07-19,5875743
2017-07-20,5871175
2017-07-21,5989197
2017-07-22,6108155
2017-07-23,6163195
2017-07-24,5993452
2017-07-25,5972747
2017-07-26,5950710
2017-07-27,5828209
2017-07-28,5712000
2017-07-29,5677006
2017-07-30,5581985
2017-07-31,5581985
2017-08-01,5667037
2017-08-02,5744282
2017-08-03,5717026
2017-08-04,5642773
2017-08-05,5792533
2017-08-06,5779819
2017-08-09,5830283
2017-08-10,5723391
2017-08-11,5783056
2017-08-12,5876657
2017-08-13,5816575
2017-08-14,5853285
2017-08-15,5839641
2017-08-17,6031353
2017-08-18,6031353
2017-08-19,5979587
2017-08-20,5932348
2017-08-22,5709165
2017-08-23,5714349
2017-08-24,5686703
2017-08-25,5637635
2017-08-26,5614290
2017-08-27,5798287
2017-08-28,5805146
2017-08-29,5840906
2017-08-30,5838599
2017-08-31,5835598
2017-09-01,5861855
2017-09-02,5895010
2017-09-03,5895010
2017-09-04,5910443
2017-09-05,5938794
2017-09-06,6076552
2017-09-07,6141155
2017-09-08,6159481
2017-09-09,6023363
2017-09-10,5775692
2017-09-11,5734617
2017-09-12,5674811
2017-09-13,5658452
2017-09-14,5680517
2017-09-15,5680517
2017-09-16,5646046
2017-09-17,5717390
2017-09-19,5723873
2017-09-20,5741944
2017-09-21,5718945
2017-09-22,5760720
2017-09-23,5787024
2017-09-24,5844917
2017-09-25,5927601
2017-09-26,5985516
2017-09-27,6057933
2017-09-28,6103913
2017-09-29,6314746
2017-09-30,6441393
2017-10-01,6601028
2017-10-02,6671865
2017-10-03,6652357
2017-10-04,6546239
2017-10-05,6426171
2017-10-06,6360006
2017-10-07,6406541
2017-10-08,6350499
2017-10-09,6217940
2017-10-10,6138474
2017-10-11,6138474
2017-10-12,6060200
2017-10-13,5965637
2017-10-14,5976512
2017-10-15,5976512
2017-10-16,5825239
2017-10-17,5825239
2017-10-18,5812884
2017-10-19,5846853
2017-10-20,5843099
2017-10-21,5792103
2017-10-22,5770188
2017-10-23,5749760
2017-10-24,5782208
2017-10-25,5754696
2017-10-26,5704911
2017-10-27,5764430
2017-10-28,5764430
2017-10-29,5779306
2017-10-30,5783300
2017-10-31,5757015
2017-11-01,5757015
2017-11-02,5711123
2017-11-03,5799939
2017-11-04,5888099
2017-11-05,5885679
2017-11-06,5909998
2017-11-07,5878805
2017-11-08,5880932
2017-11-09,5893296
2017-11-10,5786348
2017-11-11,5688612
2017-11-12,5646934
2017-11-13,5564338
2017-11-14,5491560
2017-11-15,5388838
2017-11-16,5282003
2017-11-17,5162001
2017-11-18,5177977
2017-11-19,5112289
2017-11-20,4940401
2017-11-21,4769709
2017-11-22,4562075
2017-11-23,4426083
2017-11-24,4421768
2017-11-25,4319483
2017-11-26,4303756
2017-11-27,4243248
2017-11-28,4351110
2017-11-29,4555227
2017-11-30,4671796
2017-12-01,4690137
2017-12-02,4845099
2017-12-03,4990616
2017-12-04,5069645
2017-12-05,5154306
2017-12-06,5307724
2017-12-07,5571357
2017-12-08,5788800
2017-12-09,5796351
2017-12-10,5675961
2017-12-11,5658485
2017-12-12,5504495
2017-12-14,5523141
2017-12-15,5658455
2017-12-16,5798123
2017-12-17,5863166
2017-12-18,5902906
2017-12-19,5900331
2017-12-20,5902614
2017-12-21,5801543
2017-12-22,5746795
2017-12-23,5807831
2017-12-24,5898885
2017-12-25,6027990
2017-12-26,6041059
2017-12-27,5994039
2017-12-28,5916345
2017-12-29,5873241
2017-12-30,5801465
2017-12-31,5575857
2018-01-01,5423262
2018-01-02,5521275
2018-01-03,5536845
2018-01-04,5487355
2018-01-05,5537219
2018-01-06,5497340
2018-01-07,5482157
2018-01-08,5244846
2018-01-09,5076452
2018-01-10,4921870
2018-01-11,4900449
2018-01-12,4914360
2018-01-13,5025840
2018-01-14,4974701
2018-01-15,4972836
2018-01-16,5039170
2018-01-17,5092052
2018-01-18,5213725
2018-01-19,5435586
2018-01-20,5487045
2018-01-21,5362026
2018-01-22,5390324
2018-01-23,5397516
2018-01-24,5272409
2018-01-25,5357060
2018-01-26,5576539
2018-01-27,5694785
2018-01-28,5836550
2018-01-29,5800357
2018-01-31,5726070
2018-02-01,5668176
2018-02-02,5643545
2018-02-03,5600155
2018-02-04,5560680
2018-02-05,5539145
2018-02-06,5470584
2018-02-07,5404747
2018-02-08,5451103
2018-02-09,5430608
2018-02-10,5548261
2018-02-11,5672802
2018-02-12,5574553
2018-02-13,5581364
2018-02-14,5641211
2018-02-15,5628631
2018-02-16,5578514
2018-02-17,5539951
2018-02-18,5526025
2018-02-19,5400540
2018-02-20,5233423
2018-02-21,5181796
2018-02-22,4963946
2018-02-23,4926991
2018-02-24,4915482
2018-02-25,4997618
2018-02-26,5030871
2018-02-27,5047508
2018-03-01,4953081
2018-03-02,5107171
2018-03-03,5210157
2018-03-04,5327502
2018-03-05,5437940
2018-03-06,5585580
2018-03-07,5475635
2018-03-08,5388625
2018-03-09,5354332
2018-03-10,5335571
2018-03-11,5337164
2018-03-12,5439506
2018-03-13,5443975
2018-03-14,5468955
2018-03-15,5631948
2018-03-16,5786614
2018-03-17,5780651
2018-03-18,5799061
2018-03-19,5997171
2018-03-20,6048998
2018-03-21,6169812
2018-03-23,6143604
2018-03-24,6097081
2018-03-26,5956299
2018-03-27,5798264
2018-03-28,5696160
2018-03-29,5593980
2018-03-30,5633011
2018-03-31,5642924
2018-04-01,5627981
2018-04-02,5782907
2018-04-03,5864687
2018-04-04,6000975
2018-04-05,6080719
2018-04-06,6061462
2018-04-08,6018184
2018-04-09,5961527
2018-04-10,5921870
2018-04-11,5902869
2018-04-12,5768902
2018-04-13,5728229
2018-04-14,5692811
2018-04-15,5612911
2018-04-16,5584348
2018-04-17,5570028
2018-04-18,5592010
2018-04-19,5598718
2018-04-20,5671830
2018-04-21,5930981
2018-04-22,6199311
2018-04-23,6280239
2018-04-24,6313242
2018-04-25,6474861
2018-04-26,6420989
2018-04-27,6467513
2018-04-28,6575202
2018-04-29,6523192
2018-04-30,6425294
2018-05-01,6424205
2018-05-02,6358829
2018-05-04,6319590
2018-05-05,6360488
2018-05-06,6427995
2018-05-07,6372630
2018-05-08,6341511
2018-05-09,6288509
2018-05-10,6216516
2018-05-11,6063281
2018-05-12,5816660
2018-05-13,5648984
2018-05-14,5570268
2018-05-15,5532972
2018-05-16,5471624
2018-05-17,5433293
2018-05-18,5364995
2018-05-19,5298570
2018-05-20,5278819
2018-05-21,5287703
2018-05-22,5439824
2018-05-23,5529825
2018-05-24,5548823
2018-05-25,5584860
2018-05-26,5553058
2018-05-27,5652949
2018-05-28,5708484
2018-05-29,5731465
2018-05-30,5764863
2018-05-31,5740611
2018-06-01,5786319
2018-06-02,5903406
2018-06-03,6111179
2018-06-04,5960659
2018-06-05,5779326
2018-06-06,5575409
2018-06-07,5296638
2018-06-08,5042693
2018-06-09,4793700
2018-06-10,4613415
2018-06-11,4382744
2018-06-12,4177077
2018-06-13,4055351
2018-06-14,3982951
2018-06-15,3937465
2018-06-16,3892391
2018-06-17,3890603
2018-06-18,4023044
2018-06-19,4199072
2018-06-20,4402782
2018-06-21,4617517
2018-06-22,4796195
2018-06-23,4727881
2018-06-24,4664696
2018-06-25,4648549
2018-06-26,4635044
2018-06-27,4642650
2018-06-28,4615439
2018-06-29,4512617
2018-06-30,4456399
2018-07-01,4370832
2018-07-02,4346999
2018-07-03,4320221
2018-07-04,4318222
2018-07-05,4313622
2018-07-06,4427816
2018-07-07,4613989
2018-07-08,4746368
2018-07-09,4857592
2018-07-10,4820462
2018-07-11,4782546
2018-07-12,4782392
2018-07-13,4968383
2018-07-14,5106288
2018-07-15,5166813
2018-07-16,5265970
2018-07-17,5209211
2018-07-18,5177232
2018-07-19,5117954
2018-07-20,4996950
2018-07-21,4889866
2018-07-22,4841455
2018-07-23,4784253
2018-07-24,4620352
2018-07-25,4575362
2018-07-26,4442010
2018-07-27,4398675
2018-07-28,4375490
2018-07-29,4479616
2018-07-30,4703597
2018-07-31,4938777
2018-08-01,5082515
2018-08-02,5062310
2018-08-03,5025913
2018-08-04,4958974
2018-08-05,4947964
2018-08-06,4870835
2018-08-07,4723342
2018-08-08,4506974
2018-08-09,4287927
2018-08-10,4178150
2018-08-11,4182987
2018-08-12,4168740
2018-08-14,4210284
2018-08-16,4217032
2018-08-17,4170029
2018-08-18,4158308
2018-08-19,4237887
2018-08-20,4154408
2018-08-21,4153198
2018-08-22,4124532
2018-08-23,4144288
2018-08-24,4135764
2018-08-25,4143880
2018-08-26,4144650
2018-08-27,4166128
2018-08-28,4195071
2018-08-29,4182769
2018-08-30,4164668
2018-08-31,4241926
2018-09-01,4383309
2018-09-02,4506470
2018-09-03,4518536
2018-09-04,4513845
2018-09-05,4505686
2018-09-06,4472555
2018-09-07,4474803
2018-09-08,4441875
2018-09-09,4359098
2018-09-10,4216303
2018-09-11,4216003
2018-09-12,4204124
2018-09-13,4192965
2018-09-14,4148867
2018-09-15,4102284
2018-09-16,4099348
2018-09-17,4102865
2018-09-18,4089405
2018-09-19,4067423
2018-09-20,4070585
2018-09-21,4228796
2018-09-22,4321308
2018-09-23,4292249
2018-09-24,4283117
2018-09-25,4301435
2018-09-26,4441619
2018-09-27,4646652
2018-09-28,4660406
2018-09-29,4652985
2018-09-30,4654343
2018-10-02,4477722
2018-10-03,4341959
2018-10-04,4254346
2018-10-05,4252474
2018-10-06,4219460
2018-10-07,4157074
2018-10-08,4125701
2018-10-09,4115322
2018-10-10,4108610
2018-10-11,4086160
2018-10-12,4061437
2018-10-13,4067358
2018-10-14,4007740
2018-10-15,3974526
2018-10-16,3950764
2018-10-17,3948501
2018-10-18,3947239
2018-10-19,3952751
2018-10-20,3944586
2018-10-21,3943317
2018-10-22,3996644
2018-10-23,4015892
2018-10-24,4014053
2018-10-25,4112567
2018-10-26,4287986
2018-10-27,4246035
2018-10-28,4308071
2018-10-29,4429652
2018-10-30,4407303
2018-10-31,4452043
2018-11-01,4454681
2018-11-03,4386003
2018-11-04,4232475
2018-11-05,4189001
2018-11-06,4176183
2018-11-07,4076961
2018-11-08,4021771
2018-11-09,4061046
2018-11-10,4062323
2018-11-11,4059725
2018-11-12,4035767
2018-11-13,3972218
2018-11-15,3798083
2018-11-16,3630251
2018-11-17,3601532
2018-11-18,3569299
2018-11-19,3572049
2018-11-20,3556961
2018-11-21,3467086
2018-11-22,3354380
2018-11-23,3298535
2018-11-24,3274345
2018-11-25,3257543
2018-11-26,3257438
2018-11-27,3249530
2018-11-28,3282798
2018-11-29,3381024
2018-12-01,3561938
2018-12-02,3703271
2018-12-03,3674514
2018-12-04,3628307
2018-12-05,3583919
2018-12-07,3590705
2018-12-09,3697346
2018-12-10,3711468
2018-12-11,3680591
2018-12-12,3617030
2018-12-13,3551608
2018-12-14,3562893
2018-12-15,3619214
2018-12-16,3670614
2018-12-17,3688536
2018-12-18,3658545
2018-12-19,3591329
2018-12-20,3638946
2018-12-21,3657674
2018-12-22,3675641
2018-12-23,3846484
2018-12-24,3932421
2018-12-25,3968752
2018-12-26,4044844
2018-12-27,4055784
2018-12-28,4077509
2018-12-29,4112722
2018-12-30,4143720
2018-12-31,4106483
2019-01-01,4172707
2019-01-02,4354326
2019-01-03,4324791
2019-01-04,4331931
2019-01-05,4315565
2019-01-06,4320260
2019-01-08,4305511
2019-01-10,4062144
2019-01-11,3866293
2019-01-12,3687213
2019-01-13,3555967
2019-01-14,3393223
2019-01-15,3353729
2019-01-16,3401932
2019-01-17,3353859
2019-01-18,3296940
2019-01-19,3280778
2019-01-20,3408205
2019-01-21,3560144
2019-01-22,3642398
2019-01-23,3817615
2019-01-24,3960500
2019-01-25,4038628
2019-01-26,4160208
2019-01-27,4198744
2019-01-28,4365437
2019-01-29,4535552
2019-01-30,4558634
2019-01-31,4544353
2019-02-01,4532548
2019-02-02,4535316
2019-02-03,4531638
2019-02-04,4549399
2019-02-05,4529183
2019-02-06,4517201
2019-02-07,4525950
2019-02-08,4647363
2019-02-09,4835651
2019-02-10,5039124
2019-02-11,4992731
2019-02-12,4924269
2019-02-13,4914077
2019-02-14,4913492
2019-02-15,4829526
2019-02-16,4775261
2019-02-17,4769375
2019-02-18,4710348
2019-02-19,4681171
2019-02-20,4654330
2019-02-21,4627814
2019-02-22,4584164
2019-02-23,4585674
2019-02-24,4432767
2019-02-25,4408889
2019-02-26,4375164
2019-02-27,4325242
2019-02-28,4244041
2019-03-01,4241763
2019-03-02,4198794
2019-03-03,4163403
2019-03-04,4162836
2019-03-05,4244847
2019-03-06,4182320
2019-03-07,4202863
2019-03-08,4167069
2019-03-09,4143448
2019-03-10,4156548
2019-03-11,4159668
2019-03-12,4175152
2019-03-13,4168380
2019-03-14,4175079
2019-03-15,4132377
2019-03-16,4159993
2019-03-17,4275641
2019-03-18,4489424
2019-03-19,4686226
2019-03-20,4734729
2019-03-21,4798510
2019-03-22,4926513
2019-03-23,5093861
2019-03-24,5222849
2019-03-25,5253294
2019-03-26,5323220
2019-03-27,5336245
2019-03-28,5181698
2019-03-29,5126701
2019-03-30,5124561
2019-03-31,5130924
2019-04-01,5122481
2019-04-02,5071479
2019-04-03,5067447
2019-04-04,4985268
2019-04-05,5041714
2019-04-06,5241088
2019-04-07,5264625
2019-04-08,5201478
2019-04-09,5179228
2019-04-10,5152289
2019-04-11,5082765
2019-04-12,5000202
2019-04-13,4890779
2019-04-14,4732287
2019-04-15,4683054
2019-04-16,4514676
2019-04-17,4321398
2019-04-18,4188362
2019-04-19,4126027
2019-04-20,4104431
2019-04-21,4080947
2019-04-22,4078567
2019-04-23,3977413
2019-04-24,3931127
2019-04-25,3919256
2019-04-26,3874348
2019-04-27,3865152
2019-04-28,3849501
2019-04-29,3742426
2019-04-30,3679547
2019-05-01,3663104
2019-05-02,3732996
2019-05-03,3740055
2019-05-04,3799200
2019-05-05,3912308
2019-05-06,4065869
2019-05-07,4244593
2019-05-08,4394932
2019-05-09,4438092
2019-05-10,4517319
2019-05-11,4483846
2019-05-12,4460561
2019-05-13,4353044
2019-05-14,4305990
2019-05-15,4289377
2019-05-16,4270807
2019-05-17,4200687
2019-05-18,4044090
2019-05-19,3897494
2019-05-20,3828999
2019-05-21,3790245
2019-05-22,3759662
2019-05-23,3709508
2019-05-24,3693885
2019-05-25,3741261
2019-05-26,3760102
2019-05-27,3775417
2019-05-28,3844725
2019-05-29,3907876
2019-05-30,3959751
2019-05-31,4156223
2019-06-01,4332636
2019-06-02,4466071
2019-06-03,4559659
2019-06-04,4587303
2019-06-05,4530210
2019-06-06,4394189
2019-06-07,4434853
2019-06-08,4348388
2019-06-09,4260642
2019-06-10,4244765
2019-06-11,4147336
2019-06-12,4095682
2019-06-13,4056526
2019-06-14,4029153
2019-06-15,3963583
2019-06-16,3935633
2019-06-17,3933829
2019-06-18,3927909
2019-06-19,3926248
2019-06-20,3828114
2019-06-21,3739760
2019-06-22,3728933
2019-06-23,3596211
2019-06-24,3434658
2019-06-25,3324498
2019-06-26,3258817
2019-06-27,3397124
2019-06-28,3566981
2019-06-29,3745331
2019-06-30,3932598
2019-07-01,4129228
2019-07-02,4335690
2019-07-03,4552475
2019-07-04,4771734
2019-07-05,5000022
2019-07-06,5067262
2019-07-07,4845308
2019-07-08,4603042
2019-07-09,4372889
2019-07-10,4154244
2019-07-11,3946531
2019-07-12,3765529
2019-07-13,3772303
2019-07-14,3888212
2019-07-15,3868213
2019-07-16,3860968
2019-07-17,3842450
2019-07-18,3799458
2019-07-19,3782740
2019-07-20,3779118
2019-07-21,3775734
2019-07-22,3717902
2019-07-23,3764494
2019-07-24,3755197
2019-07-25,3684675
2019-07-26,3659144
2019-07-27,3648438
2019-07-28,3690150
2019-07-29,3678889
2019-07-30,3692774
2019-07-31,3708541
2019-08-01,3677845
2019-08-02,3776692
2019-08-03,3872290
2019-08-04,4010234
2019-08-05,4178033
2019-08-06,4229595
2019-08-07,4227741
2019-08-08,4178305
2019-08-09,4122033
2019-08-10,4275782
2019-08-11,4474859
2019-08-12,4536439
2019-08-13,4376750
2019-08-14,4332838
2019-08-15,4231855
2019-08-16,4178379
2019-08-17,4095259
2019-08-18,4051875
2019-08-19,3995499
2019-08-20,3982030
2019-08-21,3953081
2019-08-22,3908052
2019-08-23,3870546
2019-08-24,3877112
2019-08-24,3877112
2019-08-25,3930136
2019-08-25,3930136
2019-08-26,3974438
2019-08-26,3974438
2019-08-27,3960039
2019-08-27,3960039
2019-08-28,4048279
2019-08-29,4065900
2019-08-30,4212566
2019-08-31,4296374
2019-09-01,4321968
2019-09-02,4321964
2019-09-03,4279997
2019-09-04,4248582
2019-09-05,4230259
2019-09-06,4200187
2019-09-07,4183388
2019-09-08,4159066
2019-09-09,4173102
2019-09-10,4158157
2019-09-11,4116132
2019-09-12,4066747
2019-09-13,4041165
2019-09-14,4042123
2019-09-15,4024101
2019-09-16,3994077
2019-09-17,3969315
2019-09-18,3938564
2019-09-19,3944994
2019-09-20,3938014
2019-09-21,3910346
2019-09-22,3874931
2019-09-23,3859689
2019-09-24,3845770
2019-09-25,3845818
2019-09-26,3831404
2019-09-27,3809293
2019-09-28,3856950
2019-09-29,3833945
2019-09-30,3854371
2019-10-01,3830477
2019-10-02,3842191
2019-10-03,3828734
2019-10-04,3817816
2019-10-05,3799856
2019-10-06,3809503
2019-10-07,3899762
2019-10-08,4009488
2019-10-09,4157245
2019-10-10,4240416
2019-10-11,4334921
2019-10-12,4325643
2019-10-13,4250734
2019-10-14,4191393
2019-10-15,4174176
2019-10-16,4119717
2019-10-17,4112555
2019-10-18,4172818
2019-10-19,4169991
2019-10-20,4203783
2019-10-21,4157627
2019-10-22,4140329
2019-10-23,4076649
2019-10-24,4045822
2019-10-25,4023402
2019-10-26,4002612
2019-10-27,3982536
2019-10-28,3980834
2019-10-29,3939977
2019-10-30,3887048
2019-10-31,3844073
2019-11-01,3844512
2019-11-02,3874401
2019-11-03,3839185
2019-11-04,3806360
2019-11-05,3772770
2019-11-06,3754876
2019-11-07,3735251
2019-11-08,3738758
2019-11-09,3842205
2019-11-10,3979394
2019-11-11,3994221
2019-11-12,3949800
2019-11-13,3932585
2019-11-14,3981905
2019-11-15,3999020
2019-11-16,3999910
2019-11-17,3958526
2019-11-18,4002288
2019-11-19,3991457
2019-11-20,4081940
2019-11-21,4063484
2019-11-22,4039936
2019-11-23,4065103
2019-11-24,4136979
2019-11-25,4240827
2019-11-26,4314387
2019-11-27,4349505
2019-11-28,4397656
2019-11-29,4374326
2019-11-30,4362806
2019-12-01,4427637
2019-12-02,4359675
2019-12-03,4319926
2019-12-04,4280176
2019-12-05,4231424
2019-12-06,4171616
2019-12-07,4062518
2019-12-08,4012718
2019-12-09,3984134
2019-12-10,3884939
2019-12-11,3859952
2019-12-12,3824389
2019-12-13,3825318
2019-12-14,3851083
2019-12-15,3828496
2019-12-16,3768168
2019-12-17,3735538
2019-12-18,3753592
2019-12-19,3740578
2019-12-20,3703396
2019-12-21,3713665
2019-12-22,3678040
2019-12-23,3662589
2019-12-24,3808397
2019-12-25,3996444
2019-12-26,4147958
2019-12-27,4342356
2019-12-28,4477773
2019-12-29,4610752
2019-12-30,4696261
2019-12-31,4669166
2020-01-01,4671461
2020-01-02,4633868
2020-01-03,4645364
2020-01-04,4646430
2020-01-05,4677410
2020-01-06,4715777
2020-01-07,4651759
2020-01-08,4657370
2020-01-09,4614458
2020-01-10,4744471
2020-01-11,4629012
2020-01-12,4606388
2020-01-13,4598670
2020-01-14,4574170
2020-01-15,4553673
2020-01-16,4534248
2020-01-17,4535064
2020-01-18,4584756
2020-01-19,4801121
2020-01-20,4885609
2020-01-21,4876832
2020-01-22,4914820
2020-01-23,4907984
2020-01-24,4941464
2020-01-25,4933717
2020-01-26,4880937
2020-01-27,4852463
2020-01-28,4828582
2020-01-29,4787398
2020-01-30,4724488
2020-01-31,4662200
2020-02-01,4612349
2020-02-02,4529956
2020-02-03,4452836
2020-02-04,4243478
2020-02-05,4138750
2020-02-06,4034065
2020-02-07,3927187
2020-02-08,3902630
2020-02-09,3908954
2020-02-10,3877591
2020-02-11,3881521
2020-02-12,3914240
2020-02-13,3928249
2020-02-14,3950241
2020-02-15,3944225
2020-02-16,3935844
2020-02-17,3942206
2020-02-18,3947151
2020-02-19,3975099
2020-02-20,4010260
2020-02-21,4006383
2020-02-22,3967317
2020-02-23,3972066
2020-02-24,3967237
2020-02-25,3995687
2020-02-26,4029693
2020-02-27,4211837
2020-02-28,4270881
2020-02-29,4162180
2020-03-01,4115497
