date_obj,Rune%20spear price
2019-04-05,11939
2019-04-06,11954
2019-04-07,12034
2019-04-08,12047
2019-04-09,12069
2019-04-10,12068
2019-04-11,12060
2019-04-12,11960
2019-04-13,12020
2019-04-14,12071
2019-04-15,12026
2019-04-16,12022
2019-04-17,11980
2019-04-18,11981
2019-04-19,12049
2019-04-20,12044
2019-04-21,12066
2019-04-22,12057
2019-04-23,12062
2019-04-24,12100
2019-04-25,12041
2019-04-26,12039
2019-04-27,12060
2019-04-28,12122
2019-04-29,12050
2019-04-30,12060
2019-05-01,12056
2019-05-02,11984
2019-05-03,12035
2019-05-04,12048
2019-05-05,12040
2019-05-06,12040
2019-05-07,11987
2019-05-08,11936
2019-05-09,12026
2019-05-10,12019
2019-05-11,12010
2019-05-12,12001
2019-05-13,11994
2019-05-14,12041
2019-05-15,12055
2019-05-16,12073
2019-05-17,12057
2019-05-18,12054
2019-05-19,11994
2019-05-20,11942
2019-05-21,12015
2019-05-22,12068
2019-05-23,12026
2019-05-24,11974
2019-05-25,11948
2019-05-26,12031
2019-05-27,11990
2019-05-28,12040
2019-05-29,12033
2019-05-30,12047
2019-05-31,12065
2019-06-01,12045
2019-06-02,12000
2019-06-03,12064
2019-06-04,12050
2019-06-05,12003
2019-06-06,12041
2019-06-07,12066
2019-06-08,12011
2019-06-09,12045
2019-06-10,12067
2019-06-11,12001
2019-06-12,12059
2019-06-13,12043
2019-06-14,12009
2019-06-15,12053
2019-06-16,12077
2019-06-17,12066
2019-06-18,12082
2019-06-19,12039
2019-06-20,12015
2019-06-21,11994
2019-06-22,12039
2019-06-23,11999
2019-06-24,12043
2019-06-25,12090
2019-06-26,12026
2019-06-27,12070
2019-06-28,12074
2019-06-29,12048
2019-06-30,12022
2019-07-01,12061
2019-07-02,12059
2019-07-03,12049
2019-07-04,12068
2019-07-05,12023
2019-07-06,11983
2019-07-07,11884
2019-07-08,11964
2019-07-09,12069
2019-07-10,12065
2019-07-11,12080
2019-07-12,12052
2019-07-13,12145
2019-07-14,12008
2019-07-15,11968
2019-07-16,12027
2019-07-17,12028
2019-07-18,12024
2019-07-19,12013
2019-07-20,12003
2019-07-21,12011
2019-07-22,11965
2019-07-23,11961
2019-07-24,12005
2019-07-25,12119
2019-07-26,11901
2019-07-27,11897
2019-07-28,11961
2019-07-29,11884
2019-07-30,11919
2019-07-31,11874
2019-08-01,11915
2019-08-02,11906
2019-08-03,11866
2019-08-04,11904
2019-08-05,11881
2019-08-06,11897
2019-08-07,11949
2019-08-08,11944
2019-08-09,11855
2019-08-10,11896
2019-08-11,11921
2019-08-12,11883
2019-08-13,11823
2019-08-14,11896
2019-08-15,11910
2019-08-16,11940
2019-08-17,11952
2019-08-18,11963
2019-08-19,11969
2019-08-20,11992
2019-08-21,11984
2019-08-22,11937
2019-08-23,11961
2019-08-24,11980
2019-08-24,11980
2019-08-25,11989
2019-08-25,11989
2019-08-26,11950
2019-08-26,11950
2019-08-27,11988
2019-08-27,11988
2019-08-28,11977
2019-08-29,11946
2019-08-30,11880
2019-08-31,11959
2019-09-01,11950
2019-09-02,11999
2019-09-03,11967
2019-09-04,11994
2019-09-05,11921
2019-09-06,11900
2019-09-07,11934
2019-09-08,11968
2019-09-09,11918
2019-09-10,11951
2019-09-11,11974
2019-09-12,11955
2019-09-13,11861
2019-09-14,11948
2019-09-15,11949
2019-09-16,11916
2019-09-17,12016
2019-09-18,11926
2019-09-19,11927
2019-09-20,11869
2019-09-21,11901
2019-09-22,11952
2019-09-23,11929
2019-09-24,11921
2019-09-25,11954
2019-09-26,11841
2019-09-27,11813
2019-09-28,11873
2019-09-29,11767
2019-09-30,11830
2019-10-01,11877
2019-10-02,11938
2019-10-03,11937
2019-10-04,11949
2019-10-05,11949
2019-10-06,11884
2019-10-07,11879
2019-10-08,11875
2019-10-09,11907
2019-10-10,11890
2019-10-11,11834
2019-10-12,11836
2019-10-13,11923
2019-10-14,11918
2019-10-15,11899
2019-10-16,11912
2019-10-17,11927
2019-10-18,11887
2019-10-19,11935
2019-10-20,11905
2019-10-21,11847
2019-10-22,11834
2019-10-23,11878
2019-10-24,11892
2019-10-25,11861
2019-10-26,11917
2019-10-27,11929
2019-10-28,11920
2019-10-29,11887
2019-10-30,11925
2019-10-31,11948
2019-11-01,11939
2019-11-02,11917
2019-11-03,11935
2019-11-04,11935
2019-11-05,11951
2019-11-06,11887
2019-11-07,11929
2019-11-08,11842
2019-11-09,11839
2019-11-10,11845
2019-11-11,11940
2019-11-12,11896
2019-11-13,11922
2019-11-14,11906
2019-11-15,11893
2019-11-16,11897
2019-11-17,11945
2019-11-18,11941
2019-11-19,11987
2019-11-20,11998
2019-11-21,12034
2019-11-22,11931
2019-11-23,11977
2019-11-24,11941
2019-11-25,11916
2019-11-26,11875
2019-11-27,11933
2019-11-28,11901
2019-11-29,11873
2019-11-30,11799
2019-12-01,11872
2019-12-02,11898
2019-12-03,11905
2019-12-04,11884
2019-12-05,11802
2019-12-06,11775
2019-12-07,11774
2019-12-08,11866
2019-12-09,11905
2019-12-10,11903
2019-12-11,11766
2019-12-12,11853
2019-12-13,11882
2019-12-14,11875
2019-12-15,11839
2019-12-16,11938
2019-12-17,11964
2019-12-18,11958
2019-12-19,11893
2019-12-20,11890
2019-12-21,11899
2019-12-22,11896
2019-12-23,11862
2019-12-24,11793
2019-12-25,11911
2019-12-26,11934
2019-12-27,11939
2019-12-28,11781
2019-12-29,11842
2019-12-30,11863
2019-12-31,11937
2020-01-01,11915
2020-01-02,11909
2020-01-03,11888
2020-01-04,11840
2020-01-05,11837
2020-01-06,11923
2020-01-07,11882
2020-01-08,11805
2020-01-09,11868
2020-01-10,11850
2020-01-11,11879
2020-01-12,11918
2020-01-13,11916
2020-01-14,11900
2020-01-15,11879
2020-01-16,11855
2020-01-17,11896
2020-01-18,11926
2020-01-19,11926
2020-01-20,11958
2020-01-21,11948
2020-01-22,11923
2020-01-23,11961
2020-01-24,11890
2020-01-25,11854
2020-01-26,11872
2020-01-27,11910
2020-01-28,11942
2020-01-29,11954
2020-01-30,11945
2020-01-31,11887
2020-02-01,11923
2020-02-02,11911
2020-02-03,11849
2020-02-04,11866
2020-02-05,11927
2020-02-06,11819
2020-02-07,11780
2020-02-08,11873
2020-02-09,11841
2020-02-10,11842
2020-02-11,11869
2020-02-12,11888
2020-02-13,11888
2020-02-14,11857
2020-02-15,11893
2020-02-16,11938
2020-02-17,11889
2020-02-18,11872
2020-02-19,11914
2020-02-20,11872
2020-02-21,11873
2020-02-22,11898
2020-02-23,11912
2020-02-24,11899
2020-02-25,11919
2020-02-26,11899
2020-02-27,11912
2020-02-28,11890
2020-02-29,11843
2020-03-01,11837
2020-03-02,11888
2020-03-03,11917
2020-03-04,11886
2020-03-05,11885
2020-03-06,11818
2020-03-07,11879
2020-03-08,11915
2020-03-09,11942
2020-03-10,11926
2020-03-11,11932
2020-03-12,11906
2020-03-13,11952
2020-03-14,11974
2020-03-15,11979
2020-03-16,11936
2020-03-17,11975
2020-03-18,11924
2020-03-19,11965
2020-03-20,11933
2020-03-21,11931
2020-03-22,11945
2020-03-23,11942
2020-03-24,11928
2020-03-25,11940
2020-03-26,11951
2020-03-27,11949
2020-03-28,11944
2020-03-29,11993
2020-03-30,11935
2020-03-31,11984
2020-04-01,11991
2020-04-02,12004
2020-04-03,11865
2020-04-04,11966
2020-04-05,11990
2020-04-06,11951
2020-04-07,11967
2020-04-08,12011
2020-04-09,11974
2020-04-10,12095
2020-04-11,11987
2020-04-12,11966
2020-04-13,11946
2020-04-14,11971
2020-04-15,11940
2020-04-16,11955
2020-04-17,11973
2020-04-18,11950
2020-04-19,11990
2020-04-20,12014
2020-04-21,11992
2020-04-22,12006
2020-04-23,11964
2020-04-24,12020
2020-04-25,11991
2020-04-26,11979
2020-04-27,11987
2020-04-28,11982
2020-04-29,12004
2020-04-30,11960
2020-05-01,11913
2020-05-02,11982
2020-05-03,12020
2020-05-04,11912
2020-05-05,11954
2020-05-06,11982
2020-05-07,11992
2020-05-08,12016
2020-05-09,11981
2020-05-10,11987
2020-05-11,12009
2020-05-12,11978
2020-05-13,11994
