date_obj,Bronze%20set%20(lg) price
2016-10-28,443
2016-10-29,452
2016-10-30,452
2016-10-31,467
2016-11-01,467
2016-11-02,467
2016-11-03,468
2016-11-04,468
2016-11-05,468
2016-11-06,473
2016-11-07,473
2016-11-08,473
2016-11-09,475
2016-11-10,475
2016-11-11,475
2016-11-12,481
2016-11-13,481
2016-11-14,481
2016-11-15,490
2016-12-07,510
2016-12-08,510
2016-12-09,520
2016-12-10,520
2016-12-11,538
2016-12-12,538
2016-12-13,560
2016-12-14,560
2016-12-15,560
2016-12-16,578
2016-12-17,578
2016-12-18,597
2016-12-19,597
2016-12-20,618
2016-12-21,618
2016-12-22,618
2016-12-23,634
2016-12-24,634
2016-12-25,650
2016-12-26,650
2016-12-27,657
2016-12-28,657
2016-12-29,679
2016-12-30,679
2016-12-31,679
2017-01-01,689
2017-01-02,689
2017-01-03,671
2017-01-04,671
2017-01-05,686
2017-01-06,686
2017-01-07,666
2017-01-08,666
2017-01-09,632
2017-01-10,632
2017-01-11,616
2017-01-12,616
2017-01-13,625
2017-01-14,625
2017-01-15,605
2017-01-16,605
2017-01-17,580
2017-01-18,580
2017-01-19,560
2017-01-20,560
2017-01-21,532
2017-01-22,532
2017-01-23,511
2017-01-27,496
2017-01-28,479
2017-01-29,479
2017-01-30,465
2017-01-31,465
2017-02-01,449
2017-02-02,449
2017-02-03,440
2017-02-04,440
2017-02-05,431
2017-02-06,431
2017-02-07,417
2017-02-08,417
2017-02-09,407
2017-02-10,402
2017-02-11,390
2017-02-12,390
2017-02-13,391
2017-02-14,391
2017-02-15,394
2017-02-16,394
2017-02-18,388
2017-02-19,373
2017-02-20,373
2017-02-21,356
2017-02-22,356
2017-02-23,346
2017-02-24,346
2017-02-25,348
2017-02-26,348
2017-02-27,348
2017-02-28,342
2017-03-01,342
2017-03-02,337
2017-03-03,337
2017-03-04,328
2017-03-05,328
2017-03-06,334
2017-03-07,334
2017-03-08,337
2017-03-09,337
2017-03-10,341
2017-03-11,341
2017-03-12,355
2017-03-13,355
2017-03-14,368
2017-03-15,368
2017-03-16,382
2017-03-17,382
2017-03-18,397
2017-03-19,399
2017-03-20,399
2017-03-21,412
2017-03-22,412
2017-03-23,431
2017-03-24,431
2017-03-25,448
2017-03-26,448
2017-03-27,464
2017-03-28,464
2017-03-29,481
2017-03-30,481
2017-03-31,497
2017-04-01,497
2017-04-02,504
2017-04-03,504
2017-04-04,528
2017-04-12,546
2017-04-13,550
2017-04-14,550
2017-04-15,544
2017-04-16,537
2017-04-17,537
2017-04-18,544
2017-04-19,544
2017-04-20,562
2017-04-21,562
2017-04-22,550
2017-04-23,550
2017-04-24,527
2017-04-25,527
2017-04-26,514
2017-04-27,514
2017-04-28,488
2017-04-29,464
2017-04-30,464
2017-05-01,440
2017-05-02,419
2017-05-03,419
2017-05-04,398
2017-05-05,398
2017-05-06,386
2017-05-07,386
2017-05-08,391
2017-05-09,391
2017-05-10,398
2017-05-11,398
2017-05-12,412
2017-05-13,412
2017-05-14,419
2017-05-15,419
2017-05-16,423
2017-05-17,423
2017-05-18,441
2017-05-19,441
2017-05-20,456
2017-05-21,456
2017-05-22,473
2017-05-23,473
2017-05-24,492
2017-05-25,492
2017-05-26,493
2017-05-27,493
2017-05-28,512
2017-05-29,512
2017-05-30,515
2017-05-31,515
2017-06-01,533
2017-06-02,533
2017-06-03,542
2017-06-04,555
2017-06-05,555
2017-06-06,577
2017-06-07,577
2017-06-08,567
2017-06-09,567
2017-06-10,574
2017-06-11,574
2017-06-12,589
2017-06-13,589
2017-06-14,608
2017-06-15,608
2017-06-16,628
2017-06-17,628
2017-06-18,656
2017-06-19,656
2017-06-20,635
2017-06-21,635
2017-06-22,628
2017-06-23,628
2017-06-24,649
2017-06-25,649
2017-06-26,671
2017-06-27,671
2017-06-28,691
2017-06-29,691
2017-06-30,710
2017-07-01,710
2017-07-02,710
2017-07-03,690
2017-07-04,690
2017-07-05,675
2017-07-06,675
2017-07-07,645
2017-07-08,645
2017-07-13,607
2017-07-14,576
2017-07-15,576
2017-07-16,558
2017-07-17,558
2017-07-18,546
2017-07-19,546
2017-07-20,523
2017-07-21,523
2017-07-22,496
2017-07-23,496
2017-07-24,471
2017-07-25,471
2017-07-26,448
2017-07-27,448
2017-07-28,425
2017-07-29,425
2017-07-30,404
2017-07-31,404
2017-08-01,387
2017-08-02,386
2017-08-03,386
2017-08-04,373
2017-08-05,355
2017-08-06,355
2017-08-09,369
2017-08-10,369
2017-08-11,376
2017-08-12,376
2017-08-13,387
2017-08-14,387
2017-08-15,378
2017-08-16,378
2017-08-17,377
2017-08-18,377
2017-08-19,364
2017-08-20,370
2017-08-21,370
2017-08-22,388
2017-08-23,388
2017-08-24,398
2017-08-25,398
2017-08-26,415
2017-08-27,415
2017-08-28,425
2017-08-29,425
2017-08-30,442
2017-08-31,442
2017-09-01,442
2017-09-02,452
2017-09-03,452
2017-09-04,433
2017-09-05,433
2017-09-06,416
2017-09-07,416
2017-09-08,413
2017-09-09,410
2017-09-10,410
2017-09-11,410
2017-09-12,410
2017-09-13,397
2017-09-14,390
2017-09-15,390
2017-09-16,398
2017-09-17,408
2017-09-18,408
2017-09-19,408
2017-09-20,407
2017-09-21,407
2017-09-22,411
2017-09-23,411
2017-09-24,418
2017-09-25,418
2017-09-26,431
2017-09-27,431
2017-09-28,445
2017-09-29,445
2017-09-30,441
2017-10-01,441
2017-10-02,440
2017-10-03,440
2017-10-04,440
2017-10-05,451
2017-10-06,451
2017-10-07,465
2017-10-08,465
2017-10-09,443
2017-10-10,443
2017-10-11,421
2017-10-12,421
2017-10-13,399
2017-10-14,399
2017-10-15,397
2017-10-16,397
2017-10-17,402
2017-10-18,402
2017-10-19,416
2017-10-20,416
2017-10-21,413
2017-10-22,413
2017-10-23,413
2017-10-24,421
2017-10-25,421
2017-10-26,438
2017-10-27,438
2017-10-28,438
2017-10-29,437
2017-10-30,437
2017-10-31,445
2017-11-01,445
2017-11-02,445
2017-11-03,457
2017-11-04,448
2017-11-05,448
2017-11-06,449
2017-11-07,449
2017-11-08,454
2017-11-09,454
2017-11-10,448
2017-11-11,448
2017-11-12,465
2017-11-13,465
2017-11-14,465
2017-11-15,481
2017-11-16,481
2017-11-17,497
2017-11-18,497
2017-11-19,497
2017-11-20,513
2017-11-21,513
2017-11-22,521
2017-11-23,521
2017-11-24,528
2017-11-25,528
2017-11-26,542
2017-11-27,542
2017-11-28,543
2017-11-29,543
2017-11-30,543
2017-12-01,529
2017-12-02,529
2017-12-03,502
2017-12-04,502
2017-12-05,488
2017-12-06,488
2017-12-07,496
2017-12-08,496
2017-12-09,506
2017-12-10,509
2017-12-11,509
2017-12-12,518
2017-12-13,518
2017-12-14,507
2017-12-15,507
2017-12-16,485
2017-12-17,485
2017-12-18,470
2017-12-19,470
2017-12-20,467
2017-12-21,467
2017-12-22,469
2017-12-23,469
2017-12-24,461
2017-12-25,461
2017-12-26,470
2017-12-27,470
2017-12-28,474
2017-12-29,474
2017-12-30,464
2017-12-31,464
2018-01-01,466
2018-01-02,466
2018-01-03,461
2018-01-04,461
2018-01-05,457
2018-01-06,449
2018-01-07,449
2018-01-08,445
2018-01-09,445
2018-01-10,429
2018-01-11,421
2018-01-12,409
2018-01-13,416
2018-01-14,402
2018-01-15,383
2018-01-16,374
2018-01-17,356
2018-01-18,341
2018-01-19,341
2018-01-20,332
2018-01-21,332
2018-01-22,325
2018-01-23,321
2018-01-24,312
2018-01-25,309
2018-01-26,305
2018-01-27,316
2018-01-28,317
2018-01-29,325
2018-01-30,328
2018-01-31,313
2018-02-01,319
2018-02-02,325
2018-02-03,331
2018-02-04,321
2018-02-05,313
2018-02-06,323
2018-02-07,323
2018-02-08,323
2018-02-09,317
2018-02-10,314
2018-02-11,307
2018-02-12,300
2018-02-13,304
2018-02-14,294
2018-02-15,293
2018-02-16,289
2018-02-17,283
2018-02-18,269
2018-02-19,265
2018-02-20,277
2018-02-21,289
2018-02-22,292
2018-02-23,305
2018-02-24,305
2018-02-25,305
2018-02-26,303
2018-02-27,299
2018-02-28,299
2018-03-01,294
2018-03-02,296
2018-03-03,291
2018-03-04,291
2018-03-05,294
2018-03-06,295
2018-03-07,296
2018-03-08,304
2018-03-09,302
2018-03-10,304
2018-03-11,310
2018-03-12,295
2018-03-13,280
2018-03-14,266
2018-03-15,252
2018-03-16,239
2018-03-17,227
2018-03-18,222
2018-03-19,220
2018-03-20,227
2018-03-21,237
2018-03-23,240
2018-03-24,249
2018-03-25,254
2018-03-26,254
2018-03-27,249
2018-03-28,244
2018-03-29,240
2018-03-30,251
2018-03-31,254
2018-04-01,252
2018-04-02,249
2018-04-03,241
2018-04-04,235
2018-04-05,235
2018-04-06,223
2018-04-07,223
2018-04-08,212
2018-04-09,203
2018-04-10,201
2018-04-11,202
2018-04-12,202
2018-04-13,202
2018-04-14,202
2018-04-15,203
2018-04-16,203
2018-04-17,201
2018-04-18,201
2018-04-19,202
2018-04-20,204
2018-04-21,203
2018-04-22,203
2018-04-23,205
2018-04-24,203
2018-04-25,203
2018-04-26,193
2018-04-27,187
2018-04-28,185
2018-04-29,187
2018-04-30,193
2018-05-01,197
2018-05-02,197
2018-05-03,203
2018-05-04,201
2018-05-05,196
2018-05-06,196
2018-05-07,200
2018-05-08,200
2018-05-09,201
2018-05-10,196
2018-05-11,186
2018-05-12,183
2018-05-13,183
2018-05-14,177
2018-05-15,169
2018-05-16,175
2018-05-17,176
2018-05-18,179
2018-05-19,177
2018-05-20,180
2018-05-21,182
2018-05-22,179
2018-05-23,182
2018-05-24,189
2018-05-25,192
2018-05-26,193
2018-05-27,201
2018-05-28,202
2018-05-29,208
2018-05-30,201
2018-05-31,200
2018-06-01,195
2018-06-02,191
2018-06-03,193
2018-06-04,189
2018-06-05,189
2018-06-06,194
2018-06-07,194
2018-06-08,193
2018-06-09,190
2018-06-10,186
2018-06-11,184
2018-06-12,187
2018-06-13,187
2018-06-14,190
2018-06-15,186
2018-06-16,187
2018-06-17,190
2018-06-18,181
2018-06-19,176
2018-06-20,176
2018-06-21,180
2018-06-22,180
2018-06-23,180
2018-06-24,182
2018-06-25,191
2018-06-26,197
2018-06-27,201
2018-06-28,199
2018-06-29,189
2018-06-30,185
2018-07-01,181
2018-07-02,181
2018-07-03,183
2018-07-04,181
2018-07-05,181
2018-07-06,182
2018-07-07,186
2018-07-08,195
2018-07-09,203
2018-07-10,209
2018-07-11,209
2018-07-12,202
2018-07-13,191
2018-07-14,181
2018-07-15,172
2018-07-16,163
2018-07-17,157
2018-07-18,156
2018-07-19,158
2018-07-20,162
2018-07-21,168
2018-07-22,172
2018-07-23,175
2018-07-24,181
2018-07-25,187
2018-07-26,197
2018-07-27,200
2018-07-28,208
2018-07-29,209
2018-07-30,212
2018-07-31,215
2018-08-01,215
2018-08-02,206
2018-08-03,201
2018-08-04,204
2018-08-05,203
2018-08-06,205
2018-08-07,214
2018-08-08,212
2018-08-09,213
2018-08-10,213
2018-08-11,208
2018-08-12,208
2018-08-14,207
2018-08-16,213
2018-08-17,214
2018-08-18,216
2018-08-19,217
2018-08-20,219
2018-08-21,224
2018-08-22,232
2018-08-23,231
2018-08-24,238
2018-08-25,238
2018-08-26,236
2018-08-27,235
2018-08-28,235
2018-08-29,228
2018-08-30,218
2018-08-31,217
2018-09-01,218
2018-09-02,217
2018-09-03,222
2018-09-04,231
2018-09-05,232
2018-09-06,235
2018-09-07,244
2018-09-08,252
2018-09-09,253
2018-09-10,252
2018-09-11,257
2018-09-12,253
2018-09-13,252
2018-09-14,255
2018-09-15,247
2018-09-16,242
2018-09-17,240
2018-09-18,243
2018-09-19,256
2018-09-20,263
2018-09-21,258
2018-09-22,250
2018-09-23,242
2018-09-24,233
2018-09-25,231
2018-09-26,242
2018-09-27,245
2018-09-28,246
2018-09-29,258
2018-09-30,268
2018-10-01,274
2018-10-02,267
2018-10-03,276
2018-10-04,285
2018-10-05,289
2018-10-06,301
2018-10-07,306
2018-10-08,309
2018-10-09,323
2018-10-10,328
2018-10-11,341
2018-10-12,358
2018-10-13,365
2018-10-14,362
2018-10-15,368
2018-10-16,378
2018-10-17,393
2018-10-18,391
2018-10-19,405
2018-10-20,405
2018-10-21,418
2018-10-22,429
2018-10-23,436
2018-10-24,437
2018-10-25,453
2018-10-26,470
2018-10-27,485
2018-10-28,490
2018-10-29,487
2018-10-30,485
2018-10-31,481
2018-11-01,471
2018-11-03,431
2018-11-04,409
2018-11-05,388
2018-11-06,368
2018-11-07,349
2018-11-08,331
2018-11-09,314
2018-11-10,298
2018-11-11,283
2018-11-12,268
2018-11-13,254
2018-11-15,228
2018-11-16,216
2018-11-17,206
2018-11-18,196
2018-11-19,188
2018-11-20,178
2018-11-21,170
2018-11-22,162
2018-11-23,159
2018-11-24,157
2018-11-25,150
2018-11-26,146
2018-11-27,142
2018-11-28,135
2018-11-29,132
2018-12-01,121
2018-12-02,114
2018-12-03,109
2018-12-04,105
2018-12-05,103
2018-12-07,98
2018-12-09,95
2018-12-10,95
2018-12-11,94
2018-12-12,94
2018-12-13,91
2018-12-14,91
2018-12-15,91
2018-12-16,93
2018-12-17,97
2018-12-18,100
2018-12-19,102
2018-12-20,106
2018-12-21,110
2018-12-22,114
2018-12-23,115
2018-12-24,117
2018-12-25,117
2018-12-26,117
2018-12-27,119
2018-12-28,121
2018-12-29,119
2018-12-30,120
2018-12-31,121
2019-01-01,118
2019-01-02,115
2019-01-03,115
2019-01-04,116
2019-01-05,118
2019-01-06,122
2019-01-08,132
2019-01-10,139
2019-01-11,140
2019-01-12,144
2019-01-13,144
2019-01-14,142
2019-01-15,147
2019-01-16,149
2019-01-17,149
2019-01-18,155
2019-01-19,163
2019-01-20,171
2019-01-21,174
2019-01-22,183
2019-01-23,193
2019-01-24,203
2019-01-25,214
2019-01-26,223
2019-01-27,220
2019-01-28,209
2019-01-29,205
2019-01-30,205
2019-01-31,203
2019-02-01,202
2019-02-02,204
2019-02-03,207
2019-02-04,217
2019-02-05,219
2019-02-06,229
2019-02-07,235
2019-02-08,244
2019-02-09,253
2019-02-10,261
2019-02-11,271
2019-02-12,273
2019-02-13,281
2019-02-14,282
2019-02-15,289
2019-02-16,300
2019-02-17,288
2019-02-18,288
2019-02-19,292
2019-02-20,285
2019-02-21,281
2019-02-22,272
2019-02-23,272
2019-02-24,275
2019-02-25,284
2019-02-26,283
2019-02-27,287
2019-02-28,282
2019-03-01,271
2019-03-02,282
2019-03-03,293
2019-03-04,299
2019-03-05,302
2019-03-06,305
2019-03-07,313
2019-03-08,313
2019-03-09,307
2019-03-10,308
2019-03-11,307
2019-03-12,316
2019-03-13,327
2019-03-14,331
2019-03-15,336
2019-03-16,319
2019-03-17,323
2019-03-18,331
2019-03-19,344
2019-03-20,356
2019-03-21,357
2019-03-22,353
2019-03-23,352
2019-03-24,357
2019-03-25,360
2019-03-26,363
2019-03-27,349
2019-03-28,341
2019-03-29,336
2019-03-30,336
2019-03-31,320
2019-04-01,305
2019-04-02,298
2019-04-03,287
2019-04-04,282
2019-04-05,281
2019-04-06,286
2019-04-07,283
2019-04-08,289
2019-04-09,288
2019-04-10,285
2019-04-11,276
2019-04-12,280
2019-04-13,288
2019-04-14,288
2019-04-15,281
2019-04-16,276
2019-04-17,276
2019-04-18,265
2019-04-19,268
2019-04-20,261
2019-04-21,247
2019-04-22,241
2019-04-23,249
2019-04-24,259
2019-04-25,271
2019-04-26,282
2019-04-27,280
2019-04-28,279
2019-04-29,288
2019-04-30,290
2019-05-01,289
2019-05-02,299
2019-05-03,304
2019-05-04,302
2019-05-05,308
2019-05-06,305
2019-05-07,307
2019-05-08,296
2019-05-09,304
2019-05-10,319
2019-05-11,325
2019-05-12,318
2019-05-13,319
2019-05-14,311
2019-05-15,310
2019-05-16,320
2019-05-17,332
2019-05-18,332
2019-05-19,325
2019-05-20,325
2019-05-21,326
2019-05-22,339
2019-05-23,350
2019-05-24,360
2019-05-25,366
2019-05-26,368
2019-05-27,371
2019-05-28,352
2019-05-29,344
2019-05-30,346
2019-05-31,343
2019-06-01,341
2019-06-02,334
2019-06-03,325
2019-06-04,334
2019-06-05,344
2019-06-06,352
2019-06-07,342
2019-06-08,340
2019-06-09,338
2019-06-10,338
2019-06-11,337
2019-06-12,345
2019-06-13,357
2019-06-14,370
2019-06-15,382
2019-06-16,380
2019-06-17,370
2019-06-18,365
2019-06-19,370
2019-06-20,372
2019-06-21,375
2019-06-22,377
2019-06-23,373
2019-06-24,370
2019-06-25,369
2019-06-26,367
2019-06-27,370
2019-06-28,369
2019-06-29,365
2019-06-30,362
2019-07-01,344
2019-07-02,326
2019-07-03,311
2019-07-04,305
2019-07-05,297
2019-07-06,286
2019-07-07,285
2019-07-08,284
2019-07-09,282
2019-07-10,279
2019-07-11,278
2019-07-12,277
2019-07-13,274
2019-07-14,276
2019-07-15,283
2019-07-16,282
2019-07-17,283
2019-07-18,291
2019-07-19,296
2019-07-20,298
2019-07-21,309
2019-07-22,323
2019-07-23,323
2019-07-24,307
2019-07-25,305
2019-07-26,300
2019-07-27,288
2019-07-28,283
2019-07-29,277
2019-07-30,272
2019-07-31,279
2019-08-01,283
2019-08-02,283
2019-08-03,280
2019-08-04,282
2019-08-05,281
2019-08-06,283
2019-08-07,286
2019-08-08,296
2019-08-09,296
2019-08-10,306
2019-08-11,304
2019-08-12,316
2019-08-13,326
2019-08-14,337
2019-08-15,350
2019-08-16,366
2019-08-17,366
2019-08-18,359
2019-08-19,341
2019-08-20,323
